CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.332.266/0001-31;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;9674003.75;12501593.74;0;0;0;0;0;0;0;0;-4221255.4;-4221255.4;5452748.35;8280338.34;0;0;0;0;0;0;0;0;0;0;5452748.35;8280338.34;178132.56;178132.56;0;0;0;0;0;0;178132.56;178132.56;;;-316988.21;-316163.56;0;0;0;0;0;0;0;0;0;0;0.07;0;0;0;-35171.6;-35171.6;0;0;-53794.07;-53794.07;0;0;0;-5500;0;0;0;0;-11653.04;-89895.97;-417606.85;-500525.2;5213274.06;7957945.7;7957945.7;7560048.415;;0;7952423.155;-5993546.18;1958876.975;0.999306
00.332.266/0001-31;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;11895125.65;11097974.1;0;0;0;0;0;0;0;0;-5365109.3;-5365109.3;6530016.35;5732864.8;0;0;0;0;0;0;0;0;0;0;6530016.35;5732864.8;158101.02;158101.02;0;0;0;0;0;0;158101.02;158101.02;;;-317812.88;-317812.88;0;0;0;0;0;0;0;0;0;0;-13551.02;-13551.02;0;0;-55347.71;-55347.71;0;0;-55918.8;-55918.8;0;0;0;0;0;0;-126.81;-126.81;-16581.87;-16581.87;-459339.09;-459339.09;6228778.28;5431626.73;13389572.43;12720093.8085;;;13323222.6485;-11167107.92;2156114.7285;0.995045
00.332.266/0001-31;2024-09-30;1;0;0;0;0;0;0;0;0;0;0;11549378.1;11400263.87;-70800.72;-70800.72;0;0;0;0;0;0;-8056026.31;-8056026.31;3422551.07;3273436.84;0;0;0;0;0;0;0;0;0;0;3422551.07;3273436.84;159606.02;159606.02;0;0;0;0;0;0;159606.02;159606.02;;;-325600.14;-323004.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;55459.35;55459.35;0;0;-34407.32;-34407.32;0;0;0;0;0;0;-406.02;-406.02;-13361.21;-13361.21;-318315.34;-315719.58;3263841.75;3117323.28;3117323.28;2961457.116;;;3248172.836;-2106564.24;1141608.596;1.041975
00.332.266/0001-31;2024-12-31;1;0;0;0;0;0;0;0;0;0;0;11373867.36;11374647.63;-387349.27;-341514.79;0;0;0;0;-49377030.25;0;-7478094.06;-7478094.06;-45868606.22;3555038.78;0;0;0;0;0;0;0;0;0;0;-45868606.22;3555038.78;120911.03;120911.03;0;0;0;0;0;0;120911.03;120911.03;;;-325600.14;-325600.14;0;0;0;0;0;0;0;0;0;0;-27579.32;-27579.32;0;0;-10119.3;-10119.3;0;0;-21925.79;-21925.79;0;0;-5250;-5250;0;0;-115.39;-115.39;-14146.68;-14146.68;-404736.62;-404736.62;-46152431.81;3271213.19;5128554.31;4872126.5945;;;5768306.9445;-4094570.63;1673736.3145;1.124743
00.613.094/0001-74;2024-03-31;1;;;;;;;;;0;0;0;;-130809.97;;0;;-626848.63;;0;;-7498.12;;-765156.72;0;0;;0;;0;;0;;0;0;-765156.72;0;0;;0;;0;;0;;0;0;0;0;0;;0;;0;;0;;0;;-36000;;0;;0;;-3347.5;;0;;-72387.14;;0;;0;;0;;0;;19336.05;0;-92398.59;0;-857555.31;0;0;0;;0;0;0;0;0
00.613.094/0001-74;2024-06-30;1;;;;;;;;;0;0;0;;-258607.36;;0;;-1550772.34;;0;;-7498.12;;-1816877.82;0;0;;0;;0;;0;;0;0;-1816877.82;0;0;;0;;0;;0;;0;0;0;0;0;;0;;-23000;;0;;0;;-63000;;-57879;;0;;-16333.17;;0;;-103299.83;;0;;0;;0;;0;;-14936.69;0;-278448.69;0;-2095326.51;0;0;0;;0;0;0;0;0
00.613.094/0001-74;2024-09-30;1;;;;;;;;;0;0;0;;-122410.7;;0;;-923923.71;;0;;0;;-1046334.41;0;0;;0;;0;;0;;0;0;-1046334.41;0;0;;0;;0;;0;;0;0;0;0;0;;0;;0;;0;;0;;-9000;;0;;0;;0;;0;;-63714.36;;0;;0;;0;;0;;-17497.8;0;-90212.16;0;-1136546.57;0;0;0;;0;0;0;0;0
00.613.094/0001-74;2024-12-31;1;;;;;;;;;0;0;0;;-239280.35;;0;;-1539872.85;;0;;0;;-1779153.2;0;0;;0;;0;;0;;0;0;-1779153.2;0;0;;0;;0;;0;;0;0;0;0;0;;0;;0;;0;;0;;-54000;;0;;0;;0;;0;;-281286.28;;0;;0;;0;;0;;-74661.57;0;-409947.85;0;-2189101.05;0;0;0;;0;0;0;0;0
00.762.723/0001-28;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;41614.18;41614.21;0;0;0;0;0;0;0;0;-1150660.33;-668518.75;-1109046.15;-626904.54;0;0;0;0;0;0;0;0;0;0;-1109046.15;-626904.54;6615.21;6615.21;0;0;0;0;0;0;6615.21;6615.21;;;-145178.07;-144475.32;0;0;0;0;0;0;0;0;0;0;0;-22278.39;0;0;-2767.98;-2767.98;0;0;-6881.16;-6881.16;0;0;0;-2440;0;0;0;0;-9670.94;-10298.94;-164498.15;-189141.79;-1266929.09;-809431.12;-809431.12;0;;0;0;0;0;0
00.762.723/0001-28;2024-06-30;1;;;;;;;;;0;0;38493.76;59362.36;0;0;0;0;0;0;0;0;-1766096.42;-1820004.17;-1727602.66;-1760641.81;;;;;;;;;0;0;-1727602.66;-1760641.81;77013.05;77013.05;;;;;;;77013.05;77013.05;;;-145880.82;-145880.82;;;;;;;;;0;0;0;-7426.11;;;-10119.3;-10119.3;;;-8878.87;-8878.87;;;0;0;;;-3994.96;-3994.96;-2399.19;-2399.19;-171273.14;-178699.25;-1821862.75;-1862328.01;-2671759.13;0;;;0;0;0;0
