CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.762.723/0001-28;2024-09-30;1;;;;;;;;;0;0;19162.48;19162.48;0;0;0;0;0;0;0;0;-1817890.35;-1791661.9;-1798727.87;-1772499.42;;;;;;;;;0;0;-1798727.87;-1772499.42;123388.71;123388.71;;;;;;;123388.71;123388.71;;;-145880.82;-145880.82;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5059.65;-5059.65;0;0;-6746.12;-6746.12;0;0;0;0;0;0;0;0;-9588.97;-9588.97;-167275.56;-167275.56;-1842614.72;-1816386.27;-1816386.27;0;;;0;0;0;0
00.762.723/0001-28;2024-12-31;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;-6675000;0;331275.84;-1772534.65;-6343724.16;-1772534.65;;;;;;;;;0;0;-6343724.16;-1772534.65;98574.78;98574.78;;;;;;;98574.78;98574.78;;;-152486.4;-127071.57;0;0;0;0;0;0;0;0;0;0;-28000;-14000;0;0;-5059.71;-5059.71;0;0;-16086.99;-16086.99;0;0;0;0;0;0;0;0;-6181.28;-6181.28;-207814.38;-168399.55;-6452963.76;-1842359.42;-3658745.69;0;;;0;0;0;0
00.868.235/0001-08;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;2350694.65;2325904.6;-8790;-8790;0;0;0;0;0;0;-245463.2;-245598;2096441.45;2071516.6;0;0;0;0;0;0;0;0;0;0;2096441.45;2071516.6;57271.08;57271.08;0;0;0;0;0;0;57271.08;57271.08;;;-174902.22;-174902.22;0;0;0;0;0;0;0;0;0;0;0.63;0;0;0;-2451.26;-2451.26;0;0;-6142.48;-6142.48;0;0;0;-5200;0;0;0;0;-42968.97;-88350.97;-226464.3;-277046.93;1927248.23;1851740.75;1851740.75;1759153.7125;;0;1739261.3225;-1197432.3;541829.0225;0.939257
00.868.235/0001-08;2024-06-30;1;;;;;;;;;0;0;2414475.48;2229106.7;0;0;0;0;0;0;0;0;-417625.3;-419227.44;1996850.18;1809879.26;;;;;;;;;0;0;1996850.18;1809879.26;61654.89;61654.89;;;;;;;61654.89;61654.89;;;-174902.22;-168052.59;;;;;;;;;0;0;-5481.05;-5481.05;;;-11691.27;-11691.27;;;-5379.31;-5379.31;;;0;0;;;-58.35;-58.35;-39745.42;-39745.42;-237257.62;-230407.99;1821247.45;1641126.16;3492866.91;3318223.5645;;;3321486.4045;-2931990.24;389496.1645;0.950934
00.868.235/0001-08;2024-09-30;1;;;;;;;;;0;0;2744135.7;2412662.95;0;0;0;0;0;0;0;0;-364519.28;-357108.24;2379616.42;2055554.71;;;;;;;;;0;0;2379616.42;2055554.71;68811.67;68811.67;;;;;;;68811.67;68811.67;;;-174902.22;-174902.22;;;;;;;;;0;0;0;0;;;-946.42;-946.42;;;-3981.04;-3981.04;;;0;0;;;-38;-38;-41506.57;-41506.57;-221374.25;-221374.25;2227053.84;1902992.13;1902992.13;1807842.5235;;;1795143.8135;-881014.71;914129.1035;0.943327
00.868.235/0001-08;2024-12-31;1;;;;;;;;;0;0;2669647.34;1848556.52;-762474.42;-762474.42;0;0;0;0;-3000000;0;225967.2;520413.34;-866859.88;1606495.44;;;;;;;;;0;0;-866859.88;1606495.44;61229.55;61229.55;;;;;;;61229.55;61229.55;;;-174902.22;-174902.22;;;;;;;;;0;0;-40558;-13519.32;;;-5059.71;-5059.71;;;-7946.36;-7946.36;;;0;0;;;-13151.48;-13151.48;-44370.18;-44370.18;-285987.95;-258949.27;-1091618.28;1408775.72;3311767.85;3146179.4575;;;3207359.7975;-2767400.2;439959.5975;0.968474
01.201.140/0001-90;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;9585687.35;10779169.46;-931286.99;-931286.99;0;0;0;0;0;0;-566375.35;-566375.35;8088025.01;9281507.12;0;0;0;0;0;0;0;0;0;0;8088025.01;9281507.12;193592.4;193592.4;0;0;0;0;0;0;193592.4;193592.4;;;-290701.2;-290701.2;0;0;0;0;0;0;0;0;0;0;0;-81108;0;0;-20995.58;-20995.58;0;0;-11534.03;-11534.03;0;0;-5500;-5500;0;0;0;0;-15490.47;-16407.47;-344221.28;-426246.28;7937396.13;9048853.24;9048853.24;8596410.578;;0;8570529.238;-6218622.6;2351906.638;0.94714
01.201.140/0001-90;2024-06-30;2;;;;;;;;;0;0;4291520.52;4265109.33;-6500;-6500;0;0;0;0;0;0;-926462.81;-926462.81;3358557.71;3332146.52;;;;;;;;;0;0;3358557.71;3332146.52;93724.94;93724.94;;;;;;;93724.94;93724.94;;;-184957.41;-184957.41;;;;;;;;;0;0;-6937.61;-6937.61;;;-42153.77;-42153.77;;;-9127.66;-9127.66;;;0;0;;;-103.98;-103.98;-16613.19;-16613.19;-259893.62;-259893.62;3192389.03;3165977.84;14839516.22;14097540.409;;;14645245.019;-14645245.02;-0.001;0.986909
01.201.140/0001-90;2024-09-30;1;;;;;;;;;0;0;10789375.58;13761449.73;-1168165.84;-1168165.84;0;0;0;0;0;0;-296863.79;-296863.79;9324345.95;12296420.1;;;;;;;;;0;0;9324345.95;12296420.1;230158.72;230158.72;;;;;;;230158.72;230158.72;;;-290701.2;-290701.2;;;;;;;;;0;0;0;0;;;-581337.32;35204.16;;;-67112.28;-67112.28;;;0;0;;;-5198.22;-5198.22;-22714.12;-22714.12;-967063.14;-350521.66;8587441.53;12176057.16;12176057.16;11567254.302;;;9135619.082;-9135619.08;0.002;0.750294
01.201.140/0001-90;2024-12-31;1;;;;;;;;;0;0;12245383.37;8628559.65;-2078237.96;-2078237.96;0;0;0;0;26274898.59;0;-419878.82;-419878.82;36022165.18;6130442.87;;;;;;;;;0;0;36022165.18;6130442.87;189663.24;189663.24;;;;;;;189663.24;189663.24;;;-290701.2;-290701.2;;;;;;;;;;;-36000;-18000;;;-18401.84;-10119.3;;;-10115.97;-10115.97;;;-5250;-5250;;;0;0;-13177.24;-13177.24;-373646.25;-347363.71;35838182.17;5972742.4;18148799.56;17241359.582;;;18082874.882;-15743616.02;2339258.862;0.996368
01.235.622/0001-61;2024-03-28;1;;;;;;;;;0;0;12775021.04;12464390.63;-6078774.54;-6078774.54;50556395.59;31433824.17;;;;;744174.06;808237.13;57996816.15;38627677.39;3971951.08;3971951.08;4402783.72;;;;748238.26;692238.34;9122973.06;4664189.42;67119789.21;43291866.81;2403568.12;2403568.12;;;;;;;2403568.12;2403568.12;;;-7081132.1;-7075975.63;;;-1579809.25;-1456053.81;;;;;;;0;-132000;;;-683583.12;-683583.12;;;;;;;;;;;-167631.77;-167631.77;-11189038.53;-11805752.11;-20701194.77;-21320996.44;48822162.56;24374438.49;24374438.49;23155716.574;;;0;0;0;0
01.235.622/0001-61;2024-06-30;1;;;;;;;;;0;0;12237362.93;12444094.45;-8354157.91;-8354157.91;43356582.74;27386237.66;;;;;2887752.91;2342378.67;50127540.67;33818552.87;3893092.26;3893092.26;-2527513.7;;;;8905436.42;9895082.48;10271014.98;13788174.74;60398555.65;47606727.61;1635791.32;1635791.32;;;;;;;1635791.32;1635791.32;;;-7769217.31;-7767788.5;;;-1329395.53;-1295104.04;;;;;;;;;;;-548531.9;-548531.9;;;;;;;;;;;-80558.75;-80558.75;-17587464.52;-21300304.4;-27315168.01;-30992287.59;34719178.96;18250231.34;38731107.79;36794552.4005;;0;0.0005;0;0.0005;0
01.235.622/0001-61;2024-09-30;1;;;;;;;;;0;0;12753968.35;12913632.8;-8872772.91;-8872772.91;41393180.47;29727276.18;;;;;1330133.43;1368281.27;46604509.34;35136417.34;4723354.88;4723354.88;6759448.66;;;;974446.3;974446.3;12457249.84;5697801.18;59061759.18;40834218.52;2080207.82;2080207.82;;;;;;;2080207.82;2080207.82;;;-8288960.06;-8282472.04;;;-1999455.83;-1843743.36;;;;;;;;;;;-526965.13;-526965.13;;;;;;;;;;;-1546983.7;-1546983.7;-45012583.92;-2794799.28;-57374948.64;-14994963.51;3767018.36;27919462.83;27919462.83;26523489.69;;;0;0;0;0
01.235.622/0001-61;2024-12-31;1;;;;;;;;;0;0;12442732.36;13696465.79;-9105304.4;-9105304.4;43439256.42;28921346.51;;;-18734025.63;;18384356.1;16772902.22;46427014.85;50285410.12;4340442.71;4340442.71;-12668239.03;;;;10408729.98;10090514.65;2080933.66;14430957.36;48507948.51;64716367.48;3930575.25;3930575.25;;;;;;;3930575.25;3930575.25;;;-8247828.39;-8240325.03;;;-1716832.16;-1534751.47;;;;;;;-283800;;;;-924084.42;-924084.42;;;;;;;;;;;-1240391.39;-1240391.39;-14218831.39;-21397523.57;-26631767.75;-33337075.88;25806756.01;35309866.85;62957497.02;59809622.169;;0;-0.001;0;-0.001;0
01.356.517/0001-80;2024-03-31;1;;;;;;;;;0;0;18821054.36;18159219.45;-392849.94;-392849.94;0;0;0;0;;;25336.31;25336.31;18453540.73;17791705.82;;;;;;;;;0;0;18453540.73;17791705.82;;;;;2412538.82;2412538.82;;;2412538.82;2412538.82;;;-204498.89;-204498.89;;;;;-787304.69;-787304.69;;;;;-5556.8;-5556.8;;;-3054038.09;-3054038.09;;;;;;;;;;;;;-1151582.42;-1151582.42;-5202980.89;-5202980.89;15663098.66;15001263.75;15001263.75;14251200.5625;;;14251200.5625;0;14251200.5625;0.95
01.356.517/0001-80;2024-06-30;1;;;;;;;;;0;0;37416284.94;36757973.33;-743832.2;-743832.2;0;0;0;0;;;150311.76;150311.76;36822764.5;36164452.89;;;;;;;;;0;0;36822764.5;36164452.89;;;;;4357545.95;4357545.95;;;4357545.95;4357545.95;;;-348552.73;-348552.73;;;;;-1635248.85;-1376216.06;;;;;-12306.8;-12306.8;;;-2549625.5;-2549625.5;;;;;;;;;;;;;-2216707.26;-2138607.14;-6762441.14;-6425308.23;34417869.31;34096690.61;34096690.61;32391856.0795;;;32391856.0795;0;32391856.0795;0.95
01.356.517/0001-80;2024-09-30;1;0;;0;;0;;0;;0;0;56498672.99;56388934.41;-1100613.95;-1100613.95;0;0;0;0;0;0;199180.92;199180.92;55597239.96;55487501.38;0;;0;;0;;0;;0;0;55597239.96;55487501.38;7349791.69;7349791.69;0;0;0;0;0;0;7349791.69;7349791.69;;;-625388.03;-557504.4;0;0;0;0;-2352048.76;-2091387.68;0;0;0;0;-19056.8;-19056.8;0;0;-2064833.66;-2064833.66;0;0;0;0;0;0;0;0;0;0;0;0;-3565556.91;-3565556.91;-8626884.16;-8298339.45;54320147.49;54538953.62;54538953.62;51812005.939;;;51812005.939;-32391856.08;19420149.859;0.95
01.356.517/0001-80;2024-12-31;1;0;;0;;0;;0;;0;0;75440964.68;74628803;-1484487.06;-1484487.06;0;0;0;0;0;0;341894.85;341894.85;74298372.47;73486210.79;0;;0;;0;;0;;0;0;74298372.47;73486210.79;11172504.41;11172504.41;0;0;0;0;0;0;11172504.41;11172504.41;;;-845435.25;-845435.25;0;0;0;0;-3132980.87;-3132980.87;0;0;0;0;-28056.8;-28056.8;0;0;-1714874.78;-1714874.78;0;0;0;0;0;0;0;0;0;0;0;0;-4845854.33;-4845854.33;-10567202.03;-10567202.03;74903674.85;74091513.17;74091513.17;70386937.5115;;;70386937.5115;-32391856.08;37995081.4315;0.95
01.497.954/0001-14;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;1190548.4;1138881.48;0;0;0;0;0;0;0;0;-400916.41;-420249.52;789631.99;718631.96;0;0;0;0;0;0;0;0;0;0;789631.99;718631.96;1743.43;1743.43;0;0;0;0;0;0;1743.43;1743.43;;;-51859.75;-50753.89;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-33240.79;-33240.79;0;0;-19625.02;-19625.02;0;0;0;0;0;0;0;0;-45093.23;-38656.57;-149818.79;-142276.27;641556.63;578099.12;578099.12;549194.164;;0;513383.154;-470883.15;42500.004;0.888054
01.497.954/0001-14;2024-06-30;1;0;0;0;0;0;0;0;0;0;0;1265288.43;1232970.39;0;0;0;0;0;0;0;0;-443841.62;-462082.18;821446.81;770888.21;0;0;0;0;0;0;0;0;0;0;821446.81;770888.21;1288.01;1288.01;0;0;0;0;0;0;1288.01;1288.01;;;-54550.39;-54315.86;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-99498.34;-99498.34;0;0;-19732.31;-19732.31;0;0;0;0;0;0;0;0;-12336.25;-18530.91;-186117.29;-192077.42;636617.53;580098.8;1158197.92;1100288.024;;0;1100288.024;-944485.09;155802.934;0.95
01.497.954/0001-14;2024-09-30;1;0;0;0;0;0;0;0;0;0;0;1215664.06;1201863.88;0;0;0;0;0;0;0;0;-526167.14;-561660.41;689496.92;640203.47;0;0;0;0;0;0;0;0;0;0;689496.92;640203.47;1203.28;1203.28;0;0;0;0;0;0;1203.28;1203.28;;;-52763.9;-53152.92;0;0;0;0;0;0;0;0;0;0;0;-15461.4;0;0;-112888.86;-112888.86;0;0;-19309.98;-19309.98;0;0;0;0;0;0;0;0;-17059.25;-16564.25;-202021.99;-217377.41;488678.21;424029.34;424029.34;402827.873;;0;435595.133;-416845.14;18749.993;1.027276
01.497.954/0001-14;2024-12-31;1;0;0;0;0;0;0;0;0;0;0;1406665.27;1401390.12;0;0;0;0;0;0;1093124;0;-356463.16;-356463.16;2143326.11;1044926.96;0;0;0;0;0;0;0;0;0;0;2143326.11;1044926.96;1780.72;1780.72;0;0;0;0;0;0;1780.72;1780.72;;;-54010.23;-73373.29;;;;;;;;;0;0;0;-5153.8;;;-114840.41;-114840.41;;;-20142.3;-19934.22;;;-6000;-6000;;;-572.31;-572.31;-12502.05;-12870.55;-208067.3;-232744.58;1937039.53;813963.1;1237992.44;1176092.818;;0;1283095.128;-1201845.13;81249.998;1.036432
01.601.918/0001-59;2024-03-31;1;0;0;0;0;0;0;0;0;0;0;23044.51;23044.51;0;0;0;0;0;0;0;0;-80901.09;-80901.09;-57856.58;-57856.58;0;0;133734.08;0;552574.43;552574.43;-553722;-553722;132586.51;-1147.57;74729.93;-59004.15;141802.02;141802.02;0;0;0;0;0;0;141802.02;141802.02;;;-157165.34;-156711.73;0;0;0;0;0;0;0;0;0;0;-25.88;-28384.88;0;0;0;0;0;0;-2122.74;-2122.74;0;0;-12900;-12900;0;0;0;0;-26937.01;-26937.01;-199150.97;-227056.36;17380.98;-144258.49;-144258.49;0;;0;0;0;0;0
01.601.918/0001-59;2024-06-30;1;;;;;;;;;0;0;74582.85;74582.85;0;0;0;0;0;0;0;0;-54259.19;-51416.49;20323.66;23166.36;;;-9656.18;0;;;;;-9656.18;0;10667.48;23166.36;144813.9;144813.9;;;;;;;144813.9;144813.9;;;-157618.95;-157618.95;;;;;;;;;0;0;-7089.75;-7089.75;;;-6324.6;-6324.6;;;-1866.6;-1866.6;;;0;0;;;-103.98;-103.98;-30717.54;-30717.54;-203721.42;-203721.42;-48240.04;-35741.16;-179999.65;0;;0;0;0;0;0
