CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
30.567.216/0001-02;2024-12-31;1;Ed. Cons. Paranaguá - Cj 61 a 66;Avenida Brigadeiro Faria Lima, nº 1.234, Pinheiros, São Paulo - SP;351.8;6;Conjuntos de uso corporativo, nº 61 a 66, no 6º andar, registrados no 10º Cartório de Registro de Imóveis de São Paulo - Capital - sob as matrículas nº 17.934 (cj 61) e 30.315 à 30.319 (cjs 62 ao 66 respectivamente). Cada um inclui uma vaga de garagem, total 6 vagas.;0.018042;Renda
30.567.216/0001-02;2024-12-31;1;Ed. Luxor Center Cj. 8A;Rua Arizona, nº 1349, Jardim Edith - Brooklin, São Paulo - SP;143.28;1;Conjunto de uso corporativo, tipo "A" localizado no 8º: 8A -  matrícula 149.036  registrada no 15º cartório do registro de imóveis. Inclui 3 vagas de garagem;0.006594;Renda
30.567.216/0001-02;2024-12-31;1;Ed. Luxor Center Cj. 9A;Rua Arizona, nº 1349, Jardim Edith - Brooklin, São Paulo - SP;143.28;1;Conjunto de uso corporativo, tipo "A" localizado no 9º pavimento. 9A - área privativa 143,28m² e matrícula 149.033 registrada no 15º cartório do registro de imóveis. Inclui 3 vagas de garagem;0.006594;Renda
30.567.216/0001-02;2024-12-31;1;Ed. Luxor Center Cj. 9B;Rua Arizona, nº 1349, Jardim Edith - Brooklin, São Paulo - SP;141;1;Conjunto de uso corporativo, tipo "B", localizado no 9º pavimento:9B - matrícula 149.039 registrada no 15º cartório do registro de imóveis. Inclui 3 vagas de garagem.;0.006489;Renda
30.846.692/0001-54;2024-03-31;1;MAT 114.633;AV. MARACANÃ 1350;143;1;TÉRREO E 1º PAVIMENTO;0.005355;Renda
30.846.692/0001-54;2024-03-31;1;MAT 114.634;AV. MARACANÃ 1354;176;1;TÉRREO E 1º PAVIMENTO;0.006255;Renda
30.846.692/0001-54;2024-03-31;1;MAT 77322;RUA URUGUAI 351 - TIJUCA - RJ;305.55;1;LOJA;0.022289;Renda
30.846.692/0001-54;2024-06-30;1;MAT 13.628;PRACA SAENS PENA 55;201;1;LOJA A;0.16929;Renda
30.982.974/0001-89;2024-09-30;1;Shopping Iguatemi São Carlos;Rua Passeio dos Flamboyants, nª 200 - Parque Faber Castel II - São Carlos/SP;70000.07;;Edificado sobre o Imóvel o empreendimento shopping, com área construída de 35.101,27m².;0.0564;Renda
32.000.013/0001-57;2024-09-30;1;Bres Raposo Empreendimentos Imobiliários Ltda.;Rodovia Raposo Tavares, km 28.250, Cotia, São Paulo - SP;9756.76;1;Imóvel Industrial;;Venda
32.892.018/0001-31;2024-12-31;1;Área Complexo Shopping Uberaba;Av. Barão do Rio Branco c/ Rua Varginha;6464;;Não há;0.0161492304071923;Renda
34.691.520/0001-00;2024-09-30;1;Assai Bauru-SP;Rua General Marcondes Salgado, 8-55, Sem Complemento, Centro, Bauru/SP, Brasil, 17010-040;6912.5;1;Direito de Propriedade;0.07939011234756;Renda
34.691.520/0001-00;2024-09-30;1;Assai Macae - RJ;Rodovia 168 E Na Estrada Linha Azul, Rodovia Rj 168, Sem Complemento, Rodovia Rj 168, Macaé/RJ, Brasil, 00027-910;14830.54;1;Direito de Propriedade;0.09366381049093;Renda
34.691.520/0001-00;2024-09-30;1;ASSAI DOURADOS-MS;Rua Coronel Ponciano De Mattos Pereira, 785, Lote Pte Fazenda Coqueiros Do Lot. Chácara N°101, Parque Dos Jequitibás, Dourados/MS, Brasil, 79839-600;13876.35;1;Direito de Propriedade;0.06337159583834;Renda
34.691.520/0001-00;2024-09-30;1;Assai Aracatuba-SP;Avenida Waldemar Alves, 230, Sem Complemento, São Vicente, Araçatuba/SP, Brasil, 16050-005;13189.14;1;Direito de Propriedade;0.07835927543636;Renda
34.691.520/0001-00;2024-09-30;1;ASSAI PORTO VELHO-RO;Avenida Governador Jorge Teixeira, 3500, Sem Complemento, Aeroporto, Porto Velho/RO, Brasil, 76803-250;16085.54;1;Direito de Propriedade;0.08902873721335;Renda
34.691.520/0001-00;2024-09-30;1;PAO DE ACUCAR AGUAS CLARAS-DF;Quadra 206, Lote 02, Praça Tuim, Sul (águas Claras), Brasília/DF, Brasil, 00071-925;5004.94;1;Direito de Propriedade;0.02320528742586;Renda
35.652.102/0001-76;2024-03-31;2;Condominio Edificio Vera Cruz II;Rua Elvira Ferraz, 68, Sem Complemento, Vila Olímpia, São Paulo/SP, Brasil, 04552-040;21847.16;8;Não possui caracteristicas que destoem dos demais;0.149081;Renda
35.652.102/0001-76;2024-06-30;1;Edificio Cidade Jardim;Avenida Cidade Jardim, 803, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 01453-000;6157;8;Não possui caracteristicas que destoem dos demais;0.09746735945803;Renda
35.652.102/0001-76;2024-09-30;1;Cidade Jardim;Avenida Cidade Jardim, 803,  Itaim Bibi, Sao Paulo/SP, Brasil, 01453-000;694.91;1;Não possui caracteristicas que destoem dos demais;1;Renda
35.652.174/0001-13;2024-03-31;1;Kalea Jardins;Rua Da Consolacao, 3290, Sem Complemento, Cerqueira César, São Paulo/SP, Brasil, 01416-000;1843.65;1;Direito de Propriedade;0.57097530040245;Venda
35.652.278/0001-28;2024-09-30;1;Galpao - Quatro Barras;Avenida Prefeito Domingos Mocelin Neto, 2600, 555,  Borda Do Campo, Quatro Barras/PR, Brasil, 83425-970;38082;1;Direito de Propriedade;0.04171853148946;Renda
35.652.278/0001-28;2024-09-30;1;Galpao Aurora;Avenida Pl Do Brasil, 3001, Fontes, Aruja/SP, Brasil, 07415-000;23066.61;1;Direito de Propriedade;1.236E-11;Renda
36.501.159/0001-37;2024-03-31;2;IMÓVEL CAUCAIA;Rodovia BR-222, n.º 7.100, entre Km. 04 e 05, Tabapuã - Caucaia/CE;43367.94;1;Imóvel Urbano Para Fins Não Residenciais (direito de uso da superfície);1;Renda
36.885.948/0001-19;2024-06-28;1;IMÓVEL IGUATEMI;Rua Viradouro nº 120, Jd Paulista;387.637;1;imovel;1;Renda
38.293.862/0001-22;2024-12-31;1;Scala Data Center;Rua Arabutan, 266, Sem Complemento, Navegantes, Porto Alegre/RS, Brasil, 90240-470;5310.59;1;Não há características que destoem dos demais;0.66142597615611;Renda
39.714.024/0001-48;2024-09-30;1;Edifício Mykonos - escritório 51;Rua Gomes de Carvalho, 1356 - São Paulo/SP;289.55;1;Conjunto 51, localizado no 5º pavimento tipo. Matrícula 113.538 do 4º Cartório de Registro de Imóveis de São Paulo;0.021219;Renda
39.714.024/0001-48;2024-09-30;1;Edifício Mykonos - escritório 52;Rua Gomes de Carvalho, 1356 - São Paulo/SP;282.52;1;Conjunto 52, localizado no 5º pavimento tipo. Matrícula 113.539 do 4º Cartório de Registro de Imóveis de São Paulo;0.021219;Renda
39.714.024/0001-48;2024-09-30;1;Centro de Tratamento de Olhos;R. Desemb. Nelson Nunes Guimarães,  esquina com R. Camboriú - Joinville/SC;10200.72;1;Imóvel destinado à Instituição e Comércio, com frente para a R. Camboriú, confrontando com o lado esquerdo de quem olha a R. Desemb. Nelson Nunes Guimarães, e seu respectivo terreno, Joinville - SC, matrícula 30.127;0.222619;Renda
40.011.234/0001-59;2024-06-30;1;Imovel Vila Mariana;Avenida Conselheiro Rodrigues Alves, 923, Sem Complemento, Vila Mariana, São Paulo/SP, Brasil, 04014-012;1901;1;Direito de Propriedade;0.20919046668225;Renda
40.011.234/0001-59;2024-06-30;1;Imovel Campo Belo;Rua Antonio De Macedo Soares, 1544, Sem Complemento, Campo Belo, São Paulo/SP, Brasil, 04607-003;1403;1;Direito de Propriedade;0.16925468411663;Renda
40.054.838/0001-82;2024-03-31;1;225930;Rua Itacema 291 - 41;137;1;Apartamento para venda;0.0243560108286845;Venda
40.886.241/0001-02;2024-03-31;1;Loja de Rua - Bernardo Manuel nº 207;Avenida Bernardo Manuel - Ate 7801 - Lado Impar, 207, Sem Complemento, Serrinha, Fortaleza/CE, Brasil, 60741-605;235.5;1;Direito de Propriedade;0.00191774669376;Renda
40.886.241/0001-02;2024-03-31;1;Loja de Rua - Bezerra de Menezes nº 1409;Avenida Bezerra De Menezes, 1409, Sem Complemento, Parquelandia, Fortaleza/CE, Brasil, 60325-004;292.45;1;Direito de Propriedade;0.00246283157942;Renda
40.886.241/0001-02;2024-03-31;1;Strip Mall Lago Jacarey;Avenida Pedro Lazar, 877, Sem Complemento, Cambeba, Fortaleza/CE, Brasil, 60822-240;2593.66;7;Direito de Propriedade;0.02771207245888;Renda
40.886.521/0001-02;2024-03-28;1;Parque Jockey- FASE 2;Rua Bento Frias, 155 - Cidade Jardim, São Paulo-SP;1955.6;20;Direito de propriedade;0;Renda
40.886.521/0001-02;2024-06-30;1;Parque Jockey- FASE 2;Rua Bento Frias, 155 - Cidade Jardim, São Paulo-SP;1955.6;20;Direito de propriedade;0;Renda
41.076.564/0001-95;2024-12-31;1;Edificio Villa Jardim Sul - unidades 2505 2806 2902 2908;Rua Da Constituicao, 161, Sem Complemento, Loteamento Jambalaia Ii, Rondonópolis/MT, Brasil, 78700-535;504.48;4;;0.00999870040453;Venda
41.088.458/0001-21;2024-03-31;1;Kalea Jardins;Rua Da Consolacao, 3290, Sem Complemento, Cerqueira César, São Paulo/SP, Brasil, 01416-000;1843.65;1;Direito de Propriedade;0.08534914553166;Venda
41.325.993/0001-59;2024-09-30;1;ALTOS22B;Rua Ampelio Dionizio Zocchi, 136, Bairro Cidade Jardim;201.14;1;matrícula 112.651 | unidade 22B - vagas 29, 30, e 6;1;Venda
41.325.993/0001-59;2024-09-30;1;ALTOS32B;Rua Ampelio Dionizio Zocchi, 136, Bairro Cidade Jardim;256.23;1;matrícula 112.651 | unidade 32B - vagas 25, 26 e 8;1;Venda
41.325.993/0001-59;2024-09-30;1;ALTOS41A;Rua Ampelio Dionizio Zocchi, 136, Bairro Cidade Jardim;263.67;1;matrícula 112.651 | unidade 41A - vagas 15, 16 e 11;1;Venda
41.325.993/0001-59;2024-12-31;1;IVA Patio Malzoni;Avenida Brigadeiro Faria Lima, nº 3.477, no 28º Subdistrito - Jardim Paulista, Município de São Paulo, Estado de São Paulo;985.71;3;matrículas 183.552, 183.553, 183.554 - unidades 32, 33, 34 - 3º pavimento do Edifício Condomínio Pátio Victor Malzoni, bloco Torre Norte;0.538;Venda
41.820.693/0001-46;2024-03-31;2;SHOPPING VILAMARIANA;Rua Pelotas, 83 - São Paulo - SP;0;1;-;;
41.820.693/0001-46;2024-06-30;1;SHOPPING VILAMARIANA;Rua Pelotas, 83 - São Paulo - SP;;;-;;
42.517.145/0001-04;2024-03-31;1;AUTO POSTO ML;Rua Francisco Palheta, Freguesia de São Cristóvão - Rio de Janeiro - RJ;6500;1;-;1;Renda
42.517.145/0001-04;2024-06-30;1;AUTO POSTO ML;Rua Francisco Palheta, Freguesia de São Cristóvão - Rio de Janeiro - RJ;6500;1;-;1;Renda
42.517.145/0001-04;2024-09-30;1;AUTO POSTO ML;Rua Francisco Palheta, Freguesia de São Cristóvão - Rio de Janeiro - RJ;6500;1;-;1;Renda
42.537.540/0001-59;2024-12-31;1;Edificio Vila Valqueire;Rua Luiz Beltrao, 118,  Vila Valqueire, Rio De Janeiro/RJ, Brasil, 21321-230;228;4;Direito de Propriedade;0.02350909641219;Renda
42.537.540/0001-59;2024-12-31;1;Ed Vila Valqueire - 130;Rua Luiz Beltrao, 130, Vila Valqueire, Rio De Janeiro/RJ, Brasil, 21321-230;480;1;Direito de Propriedade;0.02384767348126;Renda
42.754.342/0001-47;2024-03-28;1;São Luiz;Avenida Presidente Juscelino Kubitschek, 1.830, São Paulo - SP;13187.02;14;Proprietário de 14 conjuntos distribuídos entre as Torres I, II e III;0.11;Renda
42.754.342/0001-47;2024-06-28;1;Edifício HL Faria Lima;Avenida Horácio Lafer, 160, São Paulo - SP;3162.918;14;Proprietário de 14 conjuntos;0.0718;Renda
42.754.342/0001-47;2024-09-30;1;Edifício Condomínio São Luiz, Torre I, II e III;Avenida Presidente Juscelino Kubitschek, 1.830, São Paulo - SP;1896;2;Aquisição de 2 conjuntos;0.013471077604126;Renda
42.754.342/0001-47;2024-12-31;1;Shopping Uberaba;Avenida Santa Beatriz da Silva, 1501 - São Benedito Uberaba MG;7893.75;157;.;;
43.617.702/0001-21;2024-06-30;1;REGENTSPARK  - CONJUNTO 82;Av. Brigadeiro Faria Lima, 1544 - Conjunto 82;153;1;Matricula 1.520 - 13º Registro de Imoveis de São Paulo;1;Renda
43.617.702/0001-21;2024-06-30;1;REGENTSPARK  - CONJUNTO 92;Av. Brigadeiro Faria Lima, 1544 - Conjunto 92;153;1;Matricula 1.520 - 13º Registro de Imoveis de São Paulo;1;Renda
43.740.825/0001-55;2024-12-31;1;IMÓVEL RUA NICARÁGUA;RUA VENEZUELA, N279 E N254- JARDIM AMÉRICA;1225;1;0;0;Renda
43.740.825/0001-55;2024-12-31;1;BOA VISTA - FASE II;BOA VISTA - FASE II;0;0;0;0;Renda
43.740.825/0001-55;2024-12-31;1;LOTE 78 640 HASTA PU;Lote nº 78 da 640ª Hasta Pú;0;0;0;0;Renda
44.002.561/0001-03;2024-03-31;1;MT16508;Av Imigrantes;21200;1;Matricula 16.508;1;Renda
44.002.561/0001-03;2024-03-31;1;MT286460;R C L Carlucci;23402.9;1;Matricula 286.460;1;Renda
44.002.561/0001-03;2024-03-31;1;MT30499;Av F A Cabrera;18000;1;Matricula 30.499;1;Renda
44.002.561/0001-03;2024-06-30;1;MT14277;Av. Tupi, 3233 - Pato Branco, PR;6217.54;1;Matrícula 14.277;1;Renda
44.584.965/0001-44;2024-12-31;1;SALA 31;Rua curuça 1.111 - Vila Maria -  São Paulo;0.032482162761251;1;matricula 68185;0.032482162761251;Renda
44.584.965/0001-44;2024-12-31;1;SALA 32;Rua curuça 1.111 - Vila Maria -  São Paulo;0.0323739235096025;1;matricula 68186;0.0323739235096025;Renda
44.584.965/0001-44;2024-12-31;1;SALA 33;Rua curuça 1.111 - Vila Maria -  São Paulo;0.032384326681064;1;matricula 68187;0.032384326681064;Renda
44.584.965/0001-44;2024-12-31;1;SALA 34;Rua curuça 1.111 - Vila Maria -  São Paulo;0.0323900046872252;1;matricula 68188;0.0323900046872252;Renda
44.584.965/0001-44;2024-12-31;1;SALA 35;Rua curuça 1.111 - Vila Maria -  São Paulo;0.0323969420627182;1;matricula 68189;0.0323969420627182;Renda
44.584.965/0001-44;2024-12-31;1;SALA 36;Rua curuça 1.111 - Vila Maria -  São Paulo;0.0325095319944123;1;matricula 68190;0.0325095319944123;Renda
44.669.674/0001-59;2024-03-31;1;Fashion Outlet;Av. Pedro I, E800, Itaim, Taubaté - SP.;2024670;1;Matrícula 156802;;Renda
44.669.674/0001-59;2024-03-31;1;Tatuapé 235759;Rua Visconde de Itaboraí, 90 - Vila Azevedo - São Paulo-SP - 03308-050;352.12;1;Matricula 235759;0;Renda
44.669.674/0001-59;2024-03-31;1;Tatuapé 48169;Rua Visconde de Itaboraí, 90 - Vila Azevedo - São Paulo-SP - 03308-050;354;1;Matrícula 48169;0;Renda
44.669.674/0001-59;2024-06-30;1;17086_100;Av. Pedro Celestino Leite Penteado,415. Sítio Taboão, no Bairro dos Cristais, distrito de Jordanésia, Município de Cajamar;11780;1;Matrícula 17086;1;Venda
44.669.674/0001-59;2024-12-31;1;83500_44669;Rodovia Bauru/Marilia, KM 07, Marilia. CEP: 17063-060.;240000;1;Matricula 83.500;1;Renda
44.669.674/0001-59;2024-12-31;1;105410_44669;Rodovia Waldomiro Correa de Camargo SP-79, Bairro Taperá Grande, Itu - SP.;34460.1;1;Matricula 105410;1;Venda
44.669.674/0001-59;2024-12-31;1;131744_LOTE8;Green Valley I, Avenida Delmar, Lote n 8, QD B, Barueri, SP;6063.71;1;Matricula 131744;1;Venda
44.669.674/0001-59;2024-12-31;1;133541_LOTE7;Green Valley I, Avenida Delmar, Lote n 7, QD B, Barueri, SP.;4063.25;1;Matricula 133541;1;Venda
44.669.674/0001-59;2024-12-31;1;136894_44669;Chacara Chão de Estrelas, Rodovia Washington Luis, São José do Rio Preto/SP;74597.92;1;Matricula 136894;1;Venda
44.728.520/0001-90;2024-03-28;2;IMÓVEL RUA CUBA;RUA CUBA, 211;600;1;matrícula nº 77.677;0;Renda
45.188.066/0001-95;2024-12-31;1;Imovel General Olimpio;Rua General Olimpio, 100, Sem Complemento, Santa Cruz, Rio De Janeiro/RJ, Brasil, 23515-126;16207;1;Direito de Propriedade;0.328427;Renda
45.188.099/0001-35;2024-12-31;1;Apartamento Duplex nº 04 - Condominio Reboucinhas;Avenida Reboucas, 3600, Sem Complemento, Pinheiros, São Paulo/SP, Brasil, 05402-600;235.57;1;Direito de propriedade;0.13601774059079;Venda
46.027.189/0001-07;2024-09-30;1;Imóvel Pompéia;Av. Pompéia, nº 973 e 985, Pompéia, São Paulo - SP;4771.86;1;Objeto da matrícula 122.779 do 2º Cartório de Registro de Imóveis da Capital do estado de São Paulo. Área de terreno: 1.393,39 m². Área construída conforme indicado no projeto aprovado:  4.771,86m².;1;Renda
46.078.492/0001-39;2024-03-28;1;SUÍTE 1640 CID MATARAZZO;Torre Mata Atlântica do Subcondomínio Hotel de empreendimento denominado Cidade Matarazzo, Alameda Rio Claro, 190, Jardim Paulistana - SP;;1;Matrícula n° 190.798;0;Renda
46.965.606/0001-62;2024-03-28;1;IMÓVEL TUPYNAMBÁS;Rua Delorme Louzada, 32 - Santa Tereza - Juiz de Fora / MG;19243;1;Matrícula 36.476;1;Renda
46.965.606/0001-62;2024-09-30;1;Imóvel Tupynambás;Rua Delome Louzada, nº 32;19243;0;Bairro Santa Tereza - Juiz de Fora/MG - matricula 36.476;0.931446;Renda
46.965.606/0001-62;2024-12-31;1;Imóvel Tupynambás;Rua Delome Louzada, nº 32;19243;0;Bairro Santa Tereza - Juiz de Fora/MG - matricula 36.476;0.931446;Renda
47.154.849/0001-83;2024-03-28;1;Nex2_30;Av Chácara das Nascentes, s/n;220.4;1;Nenhuma característica relevante;0.000859;Venda
47.154.849/0001-83;2024-03-28;1;Nex8_36;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex11_39;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex12_40;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex14_42;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex15_43;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex17_45;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex20_48;Av Chácara das Nascentes, s/n;229.6;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex24_52;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex25_53;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex26_54;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex28_56;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex30_58;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.000933;Venda
47.154.849/0001-83;2024-03-28;1;Nex8_70;Av Chácara das Nascentes, s/n;225;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex34_96;Av Chácara das Nascentes, s/n;225;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex2_99;Av Chácara das Nascentes, s/n;204.3;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex3_00;Av Chácara das Nascentes, s/n;193.8;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex4_01;Av Chácara das Nascentes, s/n;183.3;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex6_03;Av Chácara das Nascentes, s/n;212.7;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex7_04;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex8_05;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex9_06;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex10_07;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex11_08;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex13_10;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex14_11;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex15_12;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex16_13;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex17_14;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex18_15;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex19_16;Av Chácara das Nascentes, s/n;212.9;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex21_18;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex22_19;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex24_21;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex26_23;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex27_24;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex28_25;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex29_26;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex30_27;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex31_28;Av Chácara das Nascentes, s/n;200;1;Nenhuma característica relevante;0.001185;Venda
47.154.849/0001-83;2024-03-28;1;Nex_3132;Av Chácara das Nascentes, s/n;400;1;Nenhuma característica relevante;0.001867;Venda
47.154.849/0001-83;2024-03-28;1;Nex_0304;Av Chácara das Nascentes, s/n;566.7;1;Nenhuma característica relevante;0.002371;Venda
47.154.849/0001-83;2024-03-28;1;Nex_0102;Av Chácara das Nascentes, s/n;706.9;1;Nenhuma característica relevante;0.002371;Venda
47.154.849/0001-83;2024-09-30;1;MID_304;R. José de Alencar, 1281;75.3;1;Nenhuma característica relevante;0.004467;Venda
47.154.849/0001-83;2024-09-30;1;MID_504;R. José de Alencar, 1281;75.3;1;Nenhuma característica relevante;0.005507;Venda
47.154.849/0001-83;2024-09-30;1;MID_901;R. José de Alencar, 1281;70.6;1;Nenhuma característica relevante;0.00545;Venda
47.154.849/0001-83;2024-09-30;1;MID_1001;R. José de Alencar, 1281;70.6;1;Nenhuma característica relevante;0.00545;Venda
47.154.849/0001-83;2024-09-30;1;MID_1005;R. José de Alencar, 1281;60.98;1;Nenhuma característica relevante;0.004888;Venda
47.154.849/0001-83;2024-09-30;1;MID_1;R. José de Alencar, 1281;10.6;1;Nenhuma característica relevante;0.00033;Venda
47.154.849/0001-83;2024-09-30;1;MID_2;R. José de Alencar, 1281;10.6;1;Nenhuma característica relevante;0.00033;Venda
47.154.849/0001-83;2024-09-30;1;MID_3;R. José de Alencar, 1281;10.6;1;Nenhuma característica relevante;0.00033;Venda
47.154.849/0001-83;2024-09-30;1;MID_4;R. José de Alencar, 1281;10.6;1;Nenhuma característica relevante;0.00033;Venda
47.154.849/0001-83;2024-09-30;1;MID_23;R. José de Alencar, 1281;21.2;1;Nenhuma característica relevante;0.000495;Venda
47.154.849/0001-83;2024-09-30;1;MID_48;R. José de Alencar, 1281;10.6;1;Nenhuma característica relevante;0.00033;Venda
47.154.849/0001-83;2024-09-30;1;MID_52;R. José de Alencar, 1281;21.2;1;Nenhuma característica relevante;0.000495;Venda
47.154.849/0001-83;2024-12-31;1;GOGH202;R. Bancário Francisco M Sobreira, 51;203.8;1;Nenhuma característica relevante;0.0047401985603774;Venda
47.154.849/0001-83;2024-12-31;1;GOGH1503;R. Bancário Francisco M Sobreira, 51;192.8;1;Nenhuma característica relevante;0.00473138876362998;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2203;R. Bancário Francisco M Sobreira, 51;192.8;1;Nenhuma característica relevante;0.00481446609127048;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2302;R. Bancário Francisco M Sobreira, 51;203.8;1;Nenhuma característica relevante;0.00510020031348625;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2304;R. Bancário Francisco M Sobreira, 51;150.7;1;Nenhuma característica relevante;0.00396465241445167;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2503;R. Bancário Francisco M Sobreira, 51;192.8;1;Nenhuma característica relevante;0.00489754341891098;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2504;R. Bancário Francisco M Sobreira, 51;150.7;1;Nenhuma característica relevante;0.00403849892790989;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2603;R. Bancário Francisco M Sobreira, 51;192.8;1;Nenhuma característica relevante;0.00489754341891098;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2604;R. Bancário Francisco M Sobreira, 51;153.4;1;Nenhuma característica relevante;0.00411451375961953;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2702;R. Bancário Francisco M Sobreira, 51;207.1;1;Nenhuma característica relevante;0.00519515862206076;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2703;R. Bancário Francisco M Sobreira, 51;192.8;1;Nenhuma característica relevante;0.00489754341891098;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2804;R. Bancário Francisco M Sobreira, 51;153.4;1;Nenhuma característica relevante;0.00411451375961953;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2903;R. Bancário Francisco M Sobreira, 51;192.8;1;Nenhuma característica relevante;0.00489754341891098;Venda
47.154.849/0001-83;2024-12-31;1;GOGH2904;R. Bancário Francisco M Sobreira, 51;153.4;1;Nenhuma característica relevante;0.00411451375961953;Venda
47.154.849/0001-83;2024-12-31;1;GOGH3003;R. Bancário Francisco M Sobreira, 51;192.8;1;Nenhuma característica relevante;0.00489754341891098;Venda
