CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
08.431.747/0001-06;2024-03-31;1;I Fashion Outlet;BR-116, 236 - Rio Branco, Novo Hamburgo - RS;2024-03-07;;;Fração ideal de 10% do imóvel.;0.007595;0.008106
08.431.747/0001-06;2024-03-31;1;I Fashion Outlet;BR-116, 236 - Rio Branco, Novo Hamburgo - RS;2024-03-25;;;Fração ideal de 10% do imóvel.;0.007595;0.008106
08.706.065/0001-69;2024-03-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-02-19;37.08;1;Direito de propriedade;0.00305515637777;0.30801357003046
08.706.065/0001-69;2024-03-31;1;Melia Jardim Europa;Rua Joao Cachoeira, 111, Sem Complemento, Vila Nova Conceicao, Sao Paulo/SP, Brasil, 04535-010;2024-02-14;33.82;1;Direito de propriedade;0.00314916118939;0.31749091064678
08.706.065/0001-69;2024-03-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-02-07;37.08;1;Direito de propriedade;0.00305515637777;0.30801357003046
08.706.065/0001-69;2024-03-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-02-07;37.08;1;Direito de propriedade;0.00658033681365;0.66341384314253
08.706.065/0001-69;2024-03-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-02-08;37.08;1;Direito de propriedade;0.00305515637777;0.30801357003046
08.706.065/0001-69;2024-03-31;1;Wyndham Berrini;Rua Heinrich Hertz, 14, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04575-000;2024-02-25;29;1;Direito de propriedade;0.00150407698598;0.15163744986115
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-03-31;1;Wyndham Sao Paulo Paulista;Alameda Campinas, 540, Sem Complemento, Jardim Paulista, Sao Paulo/SP, Brasil, 01404-000;2024-03-26;27.3;1;Direito de propriedade;0.00140698007746;0.14387956145554
08.706.065/0001-69;2024-06-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-04-21;37.08;1;Direito de Propriedade;0.00314005980324;0.0031896557799
08.706.065/0001-69;2024-06-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-04-28;37.08;1;Direito de Propriedade;0.00666073291596;0.00676593650282
08.706.065/0001-69;2024-06-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-05-20;37.08;1;Direito de Propriedade;0.00314175941451;0.00320079711596
08.706.065/0001-69;2024-06-30;1;Park Inn by Radisson Berrini;Rua Quintana, 963, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011;2024-05-19;28.4;1;Direito de Propriedade;0.00190409661486;0.00193987703998
08.706.065/0001-69;2024-06-30;1;Park Inn by Radisson Berrini;Rua Quintana, 963, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011;2024-05-09;28.4;1;Direito de Propriedade;0.00190409661486;0.00193987703998
08.706.065/0001-69;2024-06-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-05-23;37.08;1;Direito de Propriedade;0.00318936182988;0.00324929404196
08.706.065/0001-69;2024-06-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-06-26;37.08;1;Direito de Propriedade;0.00320793790802;0.00326332417636
08.706.065/0001-69;2024-09-30;1;Intercity Nacoes Unidas;Rua Fernandes Moreira, 1371, Sem Complemento, Chacara Santo Antonio Zona Sul, Sao Paulo/SP, Brasil, 04716-003;2024-07-02;25.4;1;Direito de Propriedade;0.00197393481425;0.00200026252021
08.706.065/0001-69;2024-09-30;1;Blue Tree Faria Lima;Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538;2024-07-22;26.86;1;Direito de Propriedade;0.00353863924018;0.00358583646916
08.706.065/0001-69;2024-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-07-28;37.08;1;Direito de Propriedade;0.003225698355;0.00326872167937
08.706.065/0001-69;2024-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-07-23;37.08;1;Direito de Propriedade;0.003225698355;0.00326872167937
08.706.065/0001-69;2024-09-30;1;Melia Jardim Europa;Rua Joao Cachoeira, 111, Sem Complemento, Vila Nova Conceicao, Sao Paulo/SP, Brasil, 04535-010;2024-07-24;33.6;1;Direito de Propriedade;0.00361085636753;0.00365901680526
08.706.065/0001-69;2024-09-30;1;Estanplaza International;Rua Fernandes Moreira, 1293, Sem Complemento, Chacara Santo Antonio Zona Sul, Sao Paulo/SP, Brasil, 04716-003;2024-08-14;26.6;1;Direito de Propriedade;0.00199551014113;0.00203745017299
08.706.065/0001-69;2024-09-30;1;Park Inn by Radisson Berrini;Rua Quintana, 963, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011;2024-08-14;28.4;1;Direito de Propriedade;0.00199551014113;0.00203745017299
08.706.065/0001-69;2024-09-30;1;Intercity Premium Ibirapuera;Avenida Ibirapuera, 2577, Sem Complemento, Indianopolis, Sao Paulo/SP, Brasil, 04029-200;2024-08-25;26.6;1;Direito de Propriedade;0.00269273657598;0.00274933035392
08.706.065/0001-69;2024-09-30;1;Park Inn by Radisson Berrini;Rua Quintana, 963, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011;2024-08-28;28.4;1;Direito de Propriedade;0.00199551014113;0.00203745017299
08.706.065/0001-69;2024-09-30;1;Park Inn by Radisson Berrini;Rua Quintana, 963, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011;2024-09-12;28.4;1;Direito de Propriedade;0.00201099019672;0.0020494434909
08.706.065/0001-69;2024-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-09-18;37.08;1;Direito de Propriedade;0.00324665887181;0.00330874009375
08.706.065/0001-69;2024-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-09-23;37.08;1;Direito de Propriedade;0.00329511646691;0.00335812427425
08.706.065/0001-69;2024-09-30;1;Park Inn by Radisson Berrini;Rua Quintana, 963, Sem Complemento, Cidade Moncoes, Sao Paulo/SP, Brasil, 04569-011;2024-09-18;28.4;1;Direito de Propriedade;0.00208367658937;0.00212351976166
08.706.065/0001-69;2024-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-09-25;37.08;1;Direito de Propriedade;0.00329511646691;0.00335812427425
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-10-06;37.08;1;Direito de Propriedade;0.00331326039964;0.0033791326398
08.706.065/0001-69;2024-12-31;1;Ibis Budget Paulista;Rua Da Consolacao, 2303, Sem Complemento, Consolacao, Sao Paulo/SP, Brasil, 01301-100;2024-10-07;12.72;1;Direito de Propriedade;0.00229004762916;0.00233557697163
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-10-21;37.08;1;Direito de Propriedade;0.00331326039964;0.0033791326398
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-11-04;37.08;1;Direito de Propriedade;0.00333638508274;0.00340975689302
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-11-04;37.08;1;Direito de Propriedade;0.00333638508274;0.00340975689302
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-11-11;37.08;1;Direito de Propriedade;0.00333638508274;0.00340975689302
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-11-11;37.08;1;Direito de Propriedade;0.00333638508274;0.00340975689302
08.706.065/0001-69;2024-12-31;1;Blue Tree Faria Lima;Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538;2024-11-11;26.86;1;Direito de Propriedade;0.00377796546133;0.00386104824651
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-10-23;37.08;1;Direito de Propriedade;0.00331326039964;0.0033791326398
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-11-21;37.08;1;Direito de Propriedade;0.00333638508274;0.00340975689302
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-11-25;37.08;1;Direito de Propriedade;0.00338544956925;0.00345990037674
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-12-09;37.08;1;Direito de Propriedade;0.00299691434507;0.00307926956505
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-12-09;37.08;1;Direito de Propriedade;0.00299691434507;0.00307926956505
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-12-09;37.08;1;Direito de Propriedade;0.00299691434507;0.00307926956505
08.706.065/0001-69;2024-12-31;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Sem Complemento, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2024-12-09;37.08;1;Direito de Propriedade;0.00299691434507;0.00307926956505
08.706.065/0001-69;2024-12-31;1;Blue Tree Faria Lima;Avenida Brigadeiro Faria Lima, 3989, Sem Complemento, Itaim Bibi, São Paulo/SP, Brasil, 00004-538;2024-12-04;26.86;1;Direito de Propriedade;0.00338781621616;0.00348091342137
08.706.065/0001-69;2024-12-31;1;Intercity Nacoes Unidas;Rua Fernandes Moreira, 1371, Sem Complemento, Chacara Santo Antonio Zona Sul, Sao Paulo/SP, Brasil, 04716-003;2024-12-09;25.4;1;Direito de Propriedade;0.0018459255024;0.00189665154369
08.924.783/0001-01;2024-03-31;2;Edifício Volkswagen;Rua Volkswagen, 291, Jabaquara, São Paulo/SP, Brasil, 04344-901;2024-03-15;12560;1;Direito de propriedade;0.04263325077281;0.05363645874973
08.924.783/0001-01;2024-03-31;2;Edifício Burity;Avenida Indianopolis, 3096, Indianópolis, São Paulo/SP, Brasil, 04062-904;2024-03-15;10550;17;Direito de propriedade;0.02777747053632;0.03494655288035
08.924.783/0001-01;2024-03-31;2;Edifício Transatlântico;Rua Verbo Divino, 1488, Chácara Santo Antônio (zona Sul), São Paulo/SP, Brasil, 04719-002;2024-03-15;4208;2;Direito de propriedade;0.00711015532068;0.00894521402072
09.072.017/0001-29;2024-03-28;1;Alienação Edifício Faria Lima;Avenida Brigadeiro Faria Lima, 1.355 - São Paulo - SP;2024-03-14;4757.4;10;-;0.051734;0.050232
09.072.017/0001-29;2024-12-31;1;Antônio das Chagas;Rua Antônio das Chagas, 1.657 - São Paulo - SP;2024-11-08;4822.41;1;-;0.016176;0.016181
09.072.017/0001-29;2024-12-31;1;Brasilinterpart;Avenida das Nações Unidas, 11.633 - São Paulo - SP;2024-12-02;308.1;1;-;0.000903;0.000884
10.427.246/0001-06;2024-03-31;1;Brazilian Financial Center;Avenida Paulista, 1374, Sem Complemento, Bela Vista, São Paulo/SP, Brasil, 01310-100;2024-03-15;9984;21;Direito de propriedade;0.25533748483231;0.40124998775547
11.260.134/0001-68;2024-12-31;2;Edifício Metropolitan;Rua Amauri, 255 - São Paulo - SP;2024-10-31;10215.55;20;-;0.804342;0.80261
11.260.134/0001-68;2024-12-31;2;Edifício Platinum;Rua Jerônimo da Veiga, 384 - São Paulo - SP;2024-10-31;2520.48;11;-;0.195658;0.195237
11.274.415/0001-70;2024-09-30;1;Imovel de Nilópolis;Avenida Duque De Caxias, 318, Praça 14 De Janeiro, Manaus/AM, Brasil, 69020-141;2024-09-25;3394.32;1;15% em comodato;1;11.3505705639528
11.728.688/0001-47;2024-06-30;1;Alienação HGLG Washington Luiz - 49%;Avenida SN 1, 280, Parque Duque, Duque de Caxias - RJ;2024-05-31;23540.7;1;-;0.01063;0.011757
11.827.568/0001-05;2024-06-28;1;HELBOR DUAL PATTEO MOGILAR;AV PREFEITO CARLOS PERREORA LOPES N 703, MOGILAR;2024-05-23;1;1;HELBOR DUAL;0.026;0.0063
11.827.568/0001-05;2024-06-28;1;Edifício Universe Life Square;Rua Comendador Araujo n 252;2024-06-03;1;6;EDIFICIO LIFE SQUARE;0.0255;0.0062
11.827.568/0001-05;2024-09-30;1;HELBOR PATTEO MOGILAR SKY MALL & OFFICE;Rua Manuel de Oliveira n 269 Vila Mogilar;2024-07-22;1;1;HELBOR SKY MALL;0.0278;0.0063
11.827.568/0001-05;2024-09-30;1;Rua Penido Bumier;Rua Penido Bumier;2024-09-16;1;1;Penido burnier;0.0278;0.0063
11.827.568/0001-05;2024-09-30;1;Estrada dos Três Rios;Estrada dos Três Rios;2024-07-09;1;1;Estrada dos Três Rios;0.013;0.0029
11.827.568/0001-05;2024-12-31;1;Rua Penido Bumier;Rua Penido Bumier;2024-10-15;1;1;Penido burnier;0.0232;0.0052
11.839.593/0001-09;2024-03-31;1;BTLG SBC - Ford;Av. do Taboão, 899 -Taboão, São Bernardo do Campo - SP, 09655-900;2024-01-12;1064106.32;1;Direito de Propriedade;6.913445;7.597205
11.839.593/0001-09;2024-06-30;1;BTLG - Feira de Santana;Estrada De Sao Goncalo, S/ Nº, Altura Aproximada Do Km 530, Humildes , Feira De Santana/BA, Brasil, 44135-000;2024-04-15;11185.6;1;Direito de Propriedade;0.01060577564798;0.01184923416649
11.839.593/0001-09;2024-06-30;1;BTLG - Guarulhos;Rua Dona Catharina Maria De Jesus, 400,  Bonsucesso, Guarulhos/SP, Brasil, 07175-500;2024-04-15;20247.6;1;Direito de Propriedade;0.01703841355939;0.01903605721936
11.839.593/0001-09;2024-12-31;1;BTLG - Campinas;Rua Ronald Cladstone Negri, 557, Sem Complemento, Polo De Alta Tecnologia De Campinas  Polo I, Campinas/SP, Brasil, 13069-472;2024-11-11;1722.66;1;Direito de Propriedade;0.00502871855708;0.06340685860687
11.839.593/0001-09;2024-12-31;1;BTLG - Camacari;Rodovia Ba535 Via Parafuso, Km 14, Cep 42849-000, S/n, Cep Correto: 42849-000, Polo Logístico, Camacari/BA, Brasil, 42800-331;2024-11-11;4415.29;1;Direito de Propriedade;0.00502871855708;0.06340685860687
11.839.593/0001-09;2024-12-31;1;BTLG - Santa Luzia;Avenida Beirario, 5777, Sem Complemento, Distrito Industrial Deputado Simao Da Cunha, Santa Luzia/MG, Brasil, 33040-260;2024-11-11;16120.5;1;Direito de Propriedade;0.01411570121287;0.1779841645105
12.681.340/0001-04;2024-12-31;1;Ag. Estilo Indianópolis;Av. Indianópolis, 546, São Paulo-SP;2024-10-23;674.39;1;Instituição financeira;0.0563;0.0563
12.989.974/0001-29;2024-06-28;1;Porto Vida Residencial;Avenida General Luis Mendes de Morais, nº 65, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro;2024-04-01;19607.38;1366;-;0.0122;0.0023
12.989.974/0001-29;2024-09-30;1;Porto Vida Residencial;Avenida General Luis Mendes de Morais, nº 65, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro;2024-05-29;19607.38;1366;O Caixa Fundo de Investimento Imobiliário Porto Maravilha - FII PM deterá uma fração ideal do empreendimento residencial a ser edificado no imóvel, em permuta pela vinculação de 68.631 Certificados de Potencial Adicional de Construção - CEPAC. A Porto 2016 Empreendimentos Imobiliários S.A., cujas cotas estão alienadas fiduciariamente ao FII PM é detentora da fração ideal remanescente do imóvel e responsável por promover a implantação, desenvolvimento e construção do empreendimento imobiliário de destinação residencial, incluindo a concepção, elaboração de projetos, desenvolvimento, custeio, financiamento, execução e incorporação.;0.2616;0.011933
13.012.312/0001-67;2024-03-31;1;Pirelli;Rodovia Castelo Branco, km 93 - Sorocaba- SP;2021-11-11;14095;1;Baixa do imóvel pela amortização total do direito de uso de solo;0.3507;0.3507
13.012.312/0001-67;2024-06-30;1;Pirelli;Rodovia Castelo Branco, km 93 - Sorocaba- SP;2021-11-11;14095;1;Baixa do imóvel pela amortização total do direito de uso de solo;0.3507;0.3507
13.012.312/0001-67;2024-12-31;1;Pirelli;Rodovia Castelo Branco, km 93 - Sorocaba- SP;2021-11-11;14095;1;Baixa do imóvel pela amortização total do direito de uso de solo;0.3507;0.3507
13.598.226/0001-88;2024-12-31;1;BARRA FUNDA;RUA BARRA FUNDA, 930;2024-10-21;20055.5;1;MATRICULA 141.051 - ID 36;0.4679;0.4096
13.873.457/0001-52;2024-12-31;1;Cuiabá;Avenida Beira Rio, 3.001, Jardim Europa - Cuiabá/MT;2024-10-11;15659.2;1;N/A;0.126729;0.114022
13.873.457/0001-52;2024-12-31;1;São Luis;Avenida São Luís Rei de França, 32, Turu - São Luís/MA;2024-10-11;24286.83;1;N/A;0.159248;0.14328
13.873.457/0001-52;2024-12-31;1;Av. Presidente Juscelino Kubitschek;Avenida Presidente Juscelino Kubitschek, n° 227/229 e 247, Centro - Betim/MG;2024-10-11;24483;1;N/A;0.321339;0.289118
13.873.457/0001-52;2024-12-31;1;Rua dos Timbiras;Rua Timbiras, 1387, Funcionários - Belo Horizonte/MG;2024-10-11;5940;1;N/A;0.103698;0.093301
13.873.457/0001-52;2024-12-31;1;Santo André;Rua Senador Fláquer, 456 - Centro - Santo André-SP;2024-10-11;7722;1;N/A;0.157756;0.141938
13.873.457/0001-52;2024-12-31;1;Consolação - 2320;Rua da Consolação, nºs 2.320 e 2.322 - São Paulo/SP;2024-10-11;586.9;1;N/A;0.016448;0.014798
13.873.457/0001-52;2024-12-31;1;São Bernardo do Campo;Av. Dr. Rudge Ramos, nº 1.501 - São Bernardo do Campo/SP;2024-10-11;23771;1;N/A;0.247759;0.222916
14.410.722/0001-29;2024-03-28;1;AG. JUIZ DE FORA;Rua Halfeld;2024-01-17;6587.2;1;O fundo detém 100% do imóvel sem ônus ou garantias;0.02294;0.02183
14.413.342/0001-48;2024-03-28;1;9° pavimento Canopus Corporate Alphaville;Av. Tambore, 267 - Tamboré, Barueri - SP - 9º Andar - Unidade 91 - Bloco B;2024-02-29;1037.28;1;Laje Corporativa;0.606975;0.014821
15.461.076/0001-91;2024-03-28;1;The one office;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2024-03-14;150;2;2 unidades;0.0057;0.005018
15.461.076/0001-91;2024-06-28;1;The one office;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2024-06-11;150;1;1 UNIDADE;0.0045;0.004
15.461.076/0001-91;2024-09-30;1;The one office;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2024-08-02;150;3;Unidade 1905/1905/1601;0.0117;0.0103
15.576.907/0001-70;2024-03-31;1;Conselheiro Rodrigues Alves;Av. Cons. Rodrigues Alves, 53;2024-01-22;1092.99;1;n/a;0.0132120577376914;0.011469
15.576.907/0001-70;2024-06-30;2;PRAÇA TIRADENTES - BH;Praça Tiradentes, 85;2024-04-15;2146;1;n-a;0.0151932861255803;0.0128007660996576
15.576.907/0001-70;2024-06-30;2;CAPAO REDONDO - ESTR ITAPECIRICA;Estrada de Itapecerica, 3.429;2024-06-05;1448.48;1;n-a;0.0101874057258226;0.00858317264485711
15.576.907/0001-70;2024-06-30;2;AV IMIRIM - MATRICULA 87525;Av. Imirim, 1.271;2024-06-13;1384.34;1;n-a;0.00588410503129409;0.00495752213108126
15.576.907/0001-70;2024-06-30;2;PQ DO CARMO - MATRICULA 299785;Av. Maria Luiza Americano, 1688;2024-06-13;912;1;n-a;0.00298596374722387;0.00251575749935467
15.576.907/0001-70;2024-09-30;1;Coco Bambu - Haddock Lobo - São Paulo/SP (PARC 1/6);Rua Haddock Lobo, 1573, Jardins;2024-08-05;1365;1;n-a;0.005737;0.004747
16.671.412/0001-93;2024-03-31;1;Multimodal D Caxias;Avenida Ol 03, 200 - Duque de Caxias - RJ;2024-01-26;44131;22;n/a;0.346462082426681;0.223931947642289
16.671.412/0001-93;2024-03-31;1;Multimodal D Caxias - Pátio;Avenida Ol 03, 200 - Duque de Caxias - RJ;2024-01-26;52040.27;1;n/a;0.0880559051076694;0.0702531600446397
17.007.443/0001-07;2024-03-31;1;Sede Administrativa Fleury - Jabaquara;Avenida General Valdomiro De Lima, 508, Sem Complemento, Jabaquara, Sao Paulo/SP, Brasil, 04344-070;2024-03-13;9862;1;Direito de Propriedade;0.16932562263116;0.16952847036907
18.497.672/0001-10;2024-03-31;1;MHR - Ilha de Santorini AP 304;Marine Home & Resort - Ilha de Santorine (Bl. 04) - Apto 304;;180;1;n/a;0.209;0.564752
19.239.245/0001-02;2024-03-31;1;FL 3500;Avenida Brigadeiro Faria Lima, 3.500, Itaim Bibi, São Paulo - SP;2023-12-22;25686.09;1;N/A;2.1608;0.1625
19.722.048/0001-31;2024-03-31;1;Não possui informação apresentada.;;;;;;;
19.722.048/0001-31;2024-06-30;2;138681;Rua José Maria Lisboa, 852;2024-05-16;207;1;;;0.113263
