CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
00.868.235/0001-08;2024-06-30;1;Imóveis para renda acabados;Medcenter;Avenida Soledade, 569 - Porto Alegre/RS;10187.47;118;Duas torres de conjutos comerciais, mall e estacionamento;0.22;0.00155745081672907;0.96312;;;;;;;
00.868.235/0001-08;2024-06-30;1;Imóveis para renda acabados;Hotel;Avenida Soledade, 569 - Porto Alegre/RS;3388;1;Hotel com operação da Accor com a marca Novotel;0;0;0.03688;;;;;;;
00.868.235/0001-08;2024-09-30;1;Imóveis para renda acabados;Hotel;Avenida Soledade, 569 - Porto Alegre/RS;3388;1;Hotel com operação da Accor com a marca Novotel;0;0;0;;;;;;;
00.868.235/0001-08;2024-09-30;1;Imóveis para renda acabados;Medcenter;Avenida Soledade, 569 - Porto Alegre/RS;10187.47;118;Duas torres de conjutos comerciais, mall e estacionamento;0.19;0.0015291646480567;0.973324;;;;;;;
00.868.235/0001-08;2024-12-31;1;Imóveis para renda acabados;Medcenter;Avenida Soledade, 569 - Porto Alegre/RS;10187.47;118;Duas torres de conjutos comerciais, mall e estacionamento;0.2;0;0.978256378963184;;;;;;;
00.868.235/0001-08;2024-12-31;1;Imóveis para renda acabados;Hotel;Avenida Soledade, 569 - Porto Alegre/RS;3388;1;Hotel com operação da Accor com a marca Novotel;0;0;0;;;;;;;
01.201.140/0001-90;2024-03-31;1;Imóveis para renda acabados;Grand Plaza Shopping;Avenida Industrial, 600, Centro, Santo André - SP;69697.51;288;Shopping Center;0.02438;0.00581;0.983486;;;;;;;
01.201.140/0001-90;2024-06-30;2;Imóveis para renda acabados;Grand Plaza Shopping;Avenida Industrial, 600, Centro, Santo André - SP;69697.51;288;Shopping Center;0.020053;0.008007;0.976275;;;;;;;
01.201.140/0001-90;2024-09-30;1;Imóveis para renda acabados;Grand Plaza Shopping;Avenida Industrial, 600, Centro, Santo André - SP;69697.51;288;Shopping Center;0.118171;0.014814;0.982751;;;;;;;
01.201.140/0001-90;2024-12-31;1;Imóveis para renda acabados;Grand Plaza Shopping;Avenida Industrial, 600, Centro, Santo André - SP;69697.51;288;Shopping Center;0.0137;0.007074;0.969803;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda em construção;Nurban;R. Fernandes Guimarães, 81, Botafogo, Rio de Janeiro - RJ;9017.92;42;Construção própia;;;;;0.643;0.1385;0.2651;7732000;34949878.48;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda em construção;Arete Toriba - Toriba Sudoeste;Loteamento Denominado "Baia Blanca/Enseada Azul", zona urbana de Armação dos Búzios - RJ;2653.32;13;Construção própia;;;;;0.217;0.9958;1;18083763;21528511;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Aretê - Toriba Norte;Av. Jose Bento Ribeiro Dantas, s/n, Marina, Armação dos Búzios - RJ;9668.69;46;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;62.71;1;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para venda em construção;All - Jardim Oceânico;Av. Nuta James, n 185, Barra da Tijuca, Rio de Janeiro - RJ;17584.43;120;Construção própia;;;;;0.908;0.5281;0.8307;50968000;65890930;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;638.64;1;Lajes Corporativas;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Rainha Guilhermina;Rainha Guilhermina, 75 , Leblon;1109.96;5;Prédio;0.166667;0;0.001688;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Hotel Aretê;Alameda Andorinhas - Lot. Praia Baia Formosa, Búzios - RJ;3078.05;1;Hotel;0;1;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Costa Mare;Rodovia Darly Santos, 134 - Jockey de Itaparica, Vila Velha - ES;3870.85;21;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para venda em construção;S Design;Rua Conde de Irajá, nº 439, Botafogo, Rio de Janeiro - RJ;10675.76;47;Construção própia;;;;;0.761;0.8008;0.9839;42910000;42756243.54;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda em construção;Tiê Residencial;Rua Homem de Melo, 169, Tijuca, Rio de Janeiro - RJ;40150.63;177;Construção própia;;;;;0.542;0.1526;0.2338;28622000;33014338;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;The Gallery;R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES;156.18;3;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Colégio São José;0;0;0.000952;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Av Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro.;800;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;3777.16;14;Lojas;0.555556;0;0.001509;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Loja;0;1;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Instituto Dominus;Av. José Bento Ribeiro Dantas, 01 - Quadra 17 - Lot. Praia Baia Formosa, Búzios - RJ;2125.82;1;Colégio Dominus;0;0;0.000372;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Blanc 260;Rua Assunção, 260 - Botafogo - RJ;5109.1;35;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Esquina 98;Rua Miguel Couto, 98;3583.39;4;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Hotel & Bureal;Setor Hoteleiro Norte, Quadra 01, Área Especial A, Brasília - DF;50;1;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Aretê - Ybirá Fase I (Lotes);Praia Rasa, Buzios - RJ;96320.16;33;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, Belo Horizonte - MG;162.05;8;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Largo de Santa Rita;Largo de Santa Rita, 10, Centro, Rio de Janeiro;292;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Seasons;Rua Barra Bonita, nº35, Jacarepaguá - RJ;58.67;1;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Innovitá;Rua do Matoso, 104, Praça da Bandeira, Rio de Janeiro / RJ;75.16;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Miraggio;R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ;142.5;1;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Teofilo Otoni 24;Rua Teofilo Otoni 24;133;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.003312;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda em construção;Glória Residencial;R. do Russel, 632 - Glória, Rio de Janeiro - RJ;35607.69;270;Construção própia;;;;;0.532;0.382;0.472;67378000;264801152.73;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;27969.29;11;Lojas;0.6;0.1;0.026078;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Arete - Alto Ybira;Av. Jose Bento Ribeiro Dantas, s/n, Marina, Armação dos Búzios - RJ;909.28;4;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;2;Salas;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0.000437;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Presidente Antonio Carlos;Av. Presidente Antonio Carlos, 51, centro , Rio de Janeiro;600;2;Laje Corporativa;0.5;0;0.000324;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Innovitá;Rua do Matoso, nº104, Tijuca - RJ;132.74;4;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645.79;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Iluminato;R. Min. Raul Fernandes, 216 - Botafogo, Rio de Janeiro - RJ;130.09;1;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Touch;Rua Jardim Botânico, nº 568, conjunto 301, Jardim Botânico, Rio de Janeiro/RJ;86.91;3;Prédio;0;0;0.000299;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;7;Lajes Corporativas;0.5;0;0.00121;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Touch;Rua Jardim Botânico, 568 - Jardim Botanico, Rio de Janeiro - RJ;278.36;3;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;1898.73;1;Lajes Corporativas;0;0;0.002158;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda em construção;Zenture;Rua Sorocaba, no 436, Botafogo, Rio de Janeiro - RJ;4997.73;27;Construção própia;;;;;0.148;0.1501;0.129;5267000;34032871.28;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Itumbiara;Avenida Santos Dumont, 979, Setor Oeste, Itumbiara - GO;4145;1;Universidade;0;0;0.001825;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda em construção;Lineu 708;Rua Lineu de Paula Machado, 708, Lagoa, Rio de Janeiro - RJ;4117.43;13;Construção própia;;;;;0.462;0.5907;0.7316;17726000;21812273.14;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Edificio Center Shopping;Rua Guarda Mor Custódio, Centro, Itabira - MG;8312;1;Universidade;0;0;0.003608;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Aretê - Peninsula Norte;Av. Jose Bento Ribeiro Dantas, s/n, Marina, Armação dos Búzios - RJ;1580.2;7;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Ícono Parque;R. Machado de Assis, 40 - Flamengo, Rio de Janeiro - RJ, 22220-060;1306.36;16;Lojas;0;0.214286;0.000813;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para venda acabados;Touch;Rua Jardim Botânico, 568 - Jardim Botanico, Rio de Janeiro - RJ;373.88;13;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Dom Gerado 42;Rua Dom Gerardo nº42, centro, Rio de Janeiro;5414.03;8;Prédio;0.75;0;0.000723;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;São Pedro da Aldeia;Rodovia Amaral Peixoto, Km 107, Quadra 20, Lote 9, S/n - Balneario São Pedro, São Pedro da Aldeia;3581.88;1;Prédio;0;0;0.000688;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;13;Lajes Corporativas;0.923077;0;0.000327;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;1;0;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Colégio Eleva;Quadra 613/614, do SGA/Sul, no Município de Brasília - DF;8914.09;1;Colégio Eleva;0;0;0.011934;;;;;;;
01.235.622/0001-61;2024-03-28;1;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;28;Teófilo Otoni;0.5;0;0.00144;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;28;Teófilo Otoni;0.5;0;0.00144;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;13;Lajes Corporativas;0.923077;0;0.000327;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda em construção;Lineu 708;Rua Lineu de Paula Machado, 708, Lagoa, Rio de Janeiro - RJ;4117.43;13;Construção própia;;;;;0;0;0;0;0;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;The Gallery;R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES;156.18;3;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Seasons;Rua Barra Bonita, nº35, Jacarepaguá - RJ;58.67;1;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para venda em construção;Arete Toriba - Toriba Sudoeste;Loteamento Denominado "Baia Blanca/Enseada Azul", zona urbana de Armação dos Búzios - RJ;2653.32;13;Construção própia;;;;;0;0;0;0;0;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Largo de Santa Rita;Largo de Santa Rita, 10, Centro, Rio de Janeiro;292;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;7;Lajes Corporativas;0.5;0;0.00121;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda em construção;Zenture;Rua Sorocaba, no 436, Botafogo, Rio de Janeiro - RJ;4997.73;27;Construção própia;;;;;0;0;0;0;0;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Blanc 260;Rua Assunção, 260 - Botafogo - RJ;5109.1;35;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Aretê - Toriba Norte;Av. Jose Bento Ribeiro Dantas, s/n, Marina, Armação dos Búzios - RJ;9668.69;46;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Miraggio;R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ;142.5;1;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Esquina 98;Rua Miguel Couto, 98;3583.39;4;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;638.64;1;Lajes Corporativas;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.003312;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Colégio Eleva;Quadra 613/614, do SGA/Sul, no Município de Brasília - DF;8914.09;1;Colégio Eleva;0;0;0.011934;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Aretê - Peninsula Norte;Av. Jose Bento Ribeiro Dantas, s/n, Marina, Armação dos Búzios - RJ;1580.2;7;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Arete - Alto Ybira;Av. Jose Bento Ribeiro Dantas, s/n, Marina, Armação dos Búzios - RJ;909.28;4;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;1898.73;1;Lajes Corporativas;0;0;0.002158;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;62.71;1;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Colégio São José;0;0;0.000952;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Hotel & Bureal;Setor Hoteleiro Norte, Quadra 01, Área Especial A, Brasília - DF;50;1;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Iluminato;R. Min. Raul Fernandes, 216 - Botafogo, Rio de Janeiro - RJ;130.09;1;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;2;Salas;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645.79;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;1;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda em construção;Nurban;R. Fernandes Guimarães, 81, Botafogo, Rio de Janeiro - RJ;9017.92;42;Construção própia;;;;;0;0;0;0;0;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Touch;Rua Jardim Botânico, 568 - Jardim Botanico, Rio de Janeiro - RJ;278.36;3;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Touch;Rua Jardim Botânico, nº 568, conjunto 301, Jardim Botânico, Rio de Janeiro/RJ;86.91;3;Prédio;0;0;0.000299;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;27969.29;11;Lojas;0.6;0.1;0.026078;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Edificio Center Shopping;Rua Guarda Mor Custódio, Centro, Itabira - MG;8312;1;Universidade;0;0;0.003608;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Itumbiara;Avenida Santos Dumont, 979, Setor Oeste, Itumbiara - GO;4145;1;Universidade;0;0;0.001825;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;São Pedro da Aldeia;Rodovia Amaral Peixoto, Km 107, Quadra 20, Lote 9, S/n - Balneario São Pedro, São Pedro da Aldeia;3581.88;1;Prédio;0;0;0.000688;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda em construção;S Design;Rua Conde de Irajá, nº 439, Botafogo, Rio de Janeiro - RJ;10675.76;47;Construção própia;;;;;0;0;0;0;0;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Aretê - Ybirá Fase I (Lotes);Praia Rasa, Buzios - RJ;96320.16;33;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Teofilo Otoni 24;Rua Teofilo Otoni 24;133;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;3777.16;14;Lojas;0.555556;0;0.001509;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Ícono Parque;R. Machado de Assis, 40 - Flamengo, Rio de Janeiro - RJ, 22220-060;1306.36;16;Lojas;0;0.214286;0.000813;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda em construção;Glória Residencial;R. do Russel, 632 - Glória, Rio de Janeiro - RJ;35607.69;270;Construção própia;;;;;0;0;0;0;0;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Dom Gerado 42;Rua Dom Gerardo nº42, centro, Rio de Janeiro;5414.03;8;Prédio;0.75;0;0.000723;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Rainha Guilhermina;Rainha Guilhermina, 75 , Leblon;1109.96;5;Prédio;0.166667;0;0.001688;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Av Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro.;800;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Hotel Aretê;Alameda Andorinhas - Lot. Praia Baia Formosa, Búzios - RJ;3078.05;1;Hotel;0;1;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda em construção;Tiê Residencial;Rua Homem de Melo, 169, Tijuca, Rio de Janeiro - RJ;40150.63;177;Construção própia;;;;;0;0;0;0;0;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Innovitá;Rua do Matoso, 104, Praça da Bandeira, Rio de Janeiro / RJ;75.16;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda em construção;All - Jardim Oceânico;Av. Nuta James, n 185, Barra da Tijuca, Rio de Janeiro - RJ;17584.43;120;Construção própia;;;;;0;0;0;0;0;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, Belo Horizonte - MG;162.05;8;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Presidente Antonio Carlos;Av. Presidente Antonio Carlos, 51, centro , Rio de Janeiro;600;2;Laje Corporativa;0.5;0;0.000324;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Instituto Dominus;Av. José Bento Ribeiro Dantas, 01 - Quadra 17 - Lot. Praia Baia Formosa, Búzios - RJ;2125.82;1;Colégio Dominus;0;0;0.000372;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Costa Mare;Rodovia Darly Santos, 134 - Jockey de Itaparica, Vila Velha - ES;3870.85;21;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2024-06-30;1;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0.000437;;;;;;;
01.235.622/0001-61;2024-06-30;1;Imóveis para venda acabados;Touch;Rua Jardim Botânico, 568 - Jardim Botanico, Rio de Janeiro - RJ;373.88;13;Aquisição de unidades prontas;;;;;;;;;;0
