CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.762.723/0001-28;2020-09-30;1;;;;;;;;;0;0;3518516.07;3513811.1;-28348.15;-28348.15;;;;;;;-289364.09;-289364.09;3200803.83;3196098.86;;;;;;;;;0;0;3200803.83;3196098.86;14651.48;14651.48;;;;;;;14651.48;14651.48;;;-91862.2;-92109.04;;;;;;;;;;;;;;;-6734.76;-6734.76;;;-2524.57;-2524.57;;;-3780;;;;-100.88;-100.88;-13818.48;-13798.78;-118820.89;-115268.03;3096634.42;3095482.31;3095482.31;2940708.1945;;0;2957478.0645;-1971636.19;985841.8745;0.955418
00.762.723/0001-28;2020-12-31;1;0;0;0;0;0;0;0;0;0;0;1876673.31;3253027.65;-19048.51;-19048.51;0;0;0;0;-11775000;0;-653544.62;-653544.62;-10570919.82;2580434.52;0;0;0;0;0;0;0;0;0;0;-10570919.82;2580434.52;13678.53;13678.53;0;0;0;0;0;0;13678.53;13678.53;;;-109820.91;-103312.99;0;0;0;0;0;0;0;0;0;0;-25101.15;-8367.05;0;0;-6475.93;-6475.93;0;0;-3154.24;-3154.24;0;0;-2520;-6300;0;0;-722.7;-742.4;-38673.14;-38673.14;-186468.07;-167025.75;-10743709.36;2427087.3;5522569.61;5246441.1295;;0;5246441.1295;-4851301.73;395139.3995;0.95
00.868.235/0001-08;2020-03-31;1;0;0;0;0;0;0;0;0;0;0;1994424.11;2071125.66;-161557.94;-178958.59;0;0;0;0;0;0;-1322099.01;-1312669.26;510767.16;579497.81;0;0;0;0;0;0;0;0;0;0;510767.16;579497.81;5600.98;5600.98;0;0;0;0;0;0;5600.98;5600.98;;;-108816.42;-108653.94;0;0;0;0;0;0;0;0;0;0;-12078.45;-12078.45;0;0;-6153.94;-6153.94;0;0;-4820.5;-4820.5;0;0;0;0;0;0;0;0;-26382.92;-26382.92;-158252.23;-158089.75;358115.91;427009.04;427009.04;405658.588;;;386630.298;-386630.3;-0.002;0.905438
00.868.235/0001-08;2020-06-30;1;0;0;0;0;0;0;0;0;0;0;1635246.25;1549245.55;-47544.4;-51026.18;0;0;0;0;0;0;-1068729.5;-1081746.19;518972.35;416473.18;0;0;0;0;0;0;0;0;0;0;518972.35;416473.18;3356.49;3356.49;0;0;0;0;0;0;3356.49;3356.49;;;-113539.26;-111177.84;0;0;0;0;0;0;0;0;0;0;-12078.45;-12078.45;0;0;-6451.2;-6451.2;0;0;-2801.17;-2801.17;0;0;-2720;-2720;0;0;-100.8;-100.8;-22185.6;-21848.23;-159876.48;-157177.69;362452.36;262651.98;689661.02;655177.969;;;671789.299;-387759.56;284029.739;0.974086
00.868.235/0001-08;2020-09-30;1;;;;;;;;;0;0;1772768.89;1809222.89;;;-23682.6;-25000.82;;;;;-692829.36;-683416.18;1056256.93;1100805.89;;;;;;;;;0;0;1056256.93;1100805.89;2080.23;2080.23;;;;;;;2080.23;2080.23;;;-115900.68;-115900.68;;;;;;;;;;;;;;;-6222.64;-6222.64;;;-4604.52;-4604.52;;;;;;;-81.18;-81.18;-25206.17;-25206.17;-152015.19;-152015.19;906321.97;950870.93;950870.93;903327.3835;;;946727.8835;-517809.04;428918.8435;0.995643
00.868.235/0001-08;2020-12-31;1;0;0;0;0;0;0;0;0;0;0;1807076.4;1771142.5;0;0;0;0;0;0;1785000;0;-375943.85;-375030.88;3216132.55;1396111.62;0;0;0;0;0;0;0;0;0;0;3216132.55;1396111.62;2695.74;2695.74;0;0;0;0;0;0;2695.74;2695.74;;;-115900.68;-115900.68;0;0;0;0;0;0;0;0;0;0;-25000;-12500;0;0;-14493.38;-6113.28;0;0;-1496.2;-1496.2;0;0;-12000;-6000;0;0;-578.16;-578.16;-24841.83;-24841.83;-194310.25;-167430.15;3024518.04;1231377.21;2182248.14;2073135.733;;;2125385.083;-1647500.94;477884.143;0.973943
01.201.140/0001-90;2020-03-31;1;0;0;0;0;0;0;0;0;0;0;19462946.44;24631206.16;-597458.26;-597458.26;0;0;0;0;0;0;-1157655.82;-1157655.82;17707832.36;22876092.08;0;0;0;0;0;0;0;0;0;0;17707832.36;22876092.08;115811.32;115811.32;0;0;0;0;0;0;115811.32;115811.32;;;-259819.65;-277853.69;;;;;;;;;;;-24477.75;-24477.75;;;-22250.57;-22250.57;;;-11535.73;-11535.73;;;;;;;;;-32778.61;-32778.61;-350862.31;-368896.35;17472781.37;22623007.05;22623007.05;21491856.6975;;0;16109058.2375;-16104498.85;4559.3875;0.712065
01.201.140/0001-90;2020-06-30;1;0;0;0;0;0;0;0;0;0;0;7585598.86;3718839.86;-541410.95;-541410.95;0;0;0;0;0;0;-3093679.43;-3093679.43;3950508.48;83749.48;0;0;0;0;0;0;0;0;0;0;3950508.48;83749.48;87751.08;87751.08;0;0;0;0;0;0;87751.08;87751.08;;;-261121.09;-259681.41;;;;;;;;;;;;;;;-15036.94;-15036.94;;;-35004.06;-35004.06;;;-5600;-5600;;;-1467.3;-1467.3;-130832.66;-130832.66;-449062.05;-447622.37;3589197.51;-276121.81;22346885.24;21229540.978;;0;22088935.918;-16104498.85;5984437.068;0.988457
01.201.140/0001-90;2020-09-30;1;;;;;;;;;0;0;7458807.86;5698095.01;-208905.77;-208905.77;;;;;;;-1485110.11;-1485110.11;5764791.98;4004079.13;;;;;;;;;0;0;5764791.98;4004079.13;26379.56;26379.56;;;;;;;26379.56;26379.56;;;-260039.81;-260205.87;;;;;;;;;;;;;;;-24983.92;-24983.92;;;-10212.39;-10212.39;;;;;;;-81.18;-81.18;-21891.86;-21891.86;-317209.16;-317375.22;5473962.38;3713083.47;3713083.47;3527429.2965;;0;3662994.2665;-1344266.19;2318728.0765;0.98651
01.201.140/0001-90;2020-12-31;1;0;0;0;0;0;0;0;0;0;0;17474665.05;17846608.34;-586100.7;-586100.7;0;0;0;0;34781700;0;-3283330.18;-3283330.18;48386934.17;13977177.46;0;0;0;0;0;0;0;0;0;0;48386934.17;13977177.46;40040.3;40040.3;0;0;0;0;0;0;40040.3;40040.3;;;-265793.17;-262745.78;0;0;0;0;0;0;0;0;0;0;-51000;-25500;0;0;-20792.94;-18793.52;0;0;-172080.46;-172080.46;0;0;-11219.54;-5609.77;0;0;-1446.5;-1446.5;-171066.81;-171066.81;-693399.42;-657242.84;47733575.05;13359974.92;17073058.39;16219405.4705;;0;16599056.1905;-10930214.62;5668841.5705;0.972237
01.235.622/0001-61;2020-03-31;1;122606759.28;26693759.33;-90246168.12;-3195783.08;0;0;-1299739.62;0;31060851.54;23497976.25;7681159.13;7588220.22;-1086072.67;-1685037.64;0;0;0;0;0;0;-1361090.16;-1236620.29;5233996.3;4666562.29;3514839.37;851961.99;0;0;0;0;902025.57;2709433.47;4416864.94;3561395.46;40711712.78;31725934;320628.2;693714.72;0;0;0;0;1819387.55;-187495.06;2140015.75;506219.66;;;-4923155.35;-5032076.27;0;0;-556122.03;-563858.87;0;0;0;0;-89080.68;-89080.68;-162000;-162000;0;0;-1305418.99;-1318844.62;0;-233885.97;-170692.49;-255400.7;0;0;0;0;0;0;-581407.52;-293546.37;-975494.88;-3201730.32;-8763371.94;-11150423.8;34088356.59;21081729.86;21081729.86;20027643.367;;0;20027643.367;0;20027643.367;0.95
01.235.622/0001-61;2020-06-30;3;255797119.6;17189183.92;-204919523.11;-4739153.79;0;0;-1657845.07;0;49219751.42;12450030.13;15989457.18;3107880.3;-2039013.09;-951600.74;0;0;0;0;-3932706.05;0;-4281505.03;-618230.82;5736233.01;1538048.74;39229533.06;0;0;0;0;0;1299848.65;2373032.85;40529381.71;2373032.85;95485366.14;16361111.72;372410.38;163847.69;0;0;0;0;3794597.32;-17689.73;4167007.7;146157.96;;;-9755327.52;-4809637.9;;;777306.03;-1066856.25;;;;;-180169.66;-91088.98;-270000;-108000;;;-3076862.12;-1733351.71;;-893801.86;-2447062.39;-1032971;;;;;;;-1722162.38;-246297.6;-4946547.08;-3191216.86;-21620825.12;-13173222.16;78031548.72;3334047.52;24424027.38;23202826.011;;;23202826.011;0;23202826.011;0.95
01.235.622/0001-61;2020-09-30;2;441034360.96;39748300.88;-338903289.28;-6229816.3;0;0;-2543517.02;0;99587554.66;33518484.58;24336034.1;4648264.44;-3123886.24;-1091714.05;0;0;0;0;4000987.25;;-11765788.06;-986879.9;13447347.05;2569670.49;44138481.65;0;0;0;0;0;2414044.58;3639667.53;46552526.23;3639667.53;159587427.94;39727822.6;414553.45;55509.39;0;0;0;0;6097594.85;-42439.86;6512148.3;13069.53;0;0;-14676557.28;-4893803.94;0;0;127208.53;-669880;0;0;0;0;-265911.24;-85741.58;-270000;0;0;0;-4743744.38;-1536780.17;0;-835254.04;-3162337.63;-715275.24;0;0;0;0;0;0;-2657134.11;-100373.09;-8062056.05;-3369599.39;-33710532.16;-12206707.45;132389044.08;27534184.68;27534184.68;26157475.446;;0;26157475.446;0;26157475.446;0.95
01.235.622/0001-61;2020-12-31;1;662638678.19;50995454.34;-497878211.89;-5265917.55;0;0;-15599806.37;0;149160659.93;45729536.79;32663261.3;5624918.46;-3880485.04;-921270.67;0;0;0;0;94957937.84;0;-13728817.09;-952241.68;110011897.01;3751406.11;43494687;0;0;0;0;0;1243106.5;2483296.06;44737793.5;2483296.06;303910350.44;51964238.96;962766.56;141330.42;0;0;0;0;8443621.09;-26701.05;9406387.65;114629.37;;;-19717560.63;-4993128.05;0;0;-529838.86;-618117.14;0;0;0;0;-351713.63;-85802.39;-270000;0;0;0;-3805262.55;952914.99;0;-330202.44;-3590054.75;-427717.12;0;0;0;0;0;0;-3026441.09;-38688.21;-8189404.27;-2640126.58;-39480275.78;-8180866.94;273836462.31;43898001.39;71432159.07;67860551.1165;;;67860551.1165;0;67860551.1165;0.95
01.356.517/0001-80;2020-03-31;1;;;;;;;;;0;0;18029249.45;18397468.52;;;;;;;;;;;18029249.45;18397468.52;;;;;;;;;0;0;18029249.45;18397468.52;;;;;-37646.75;-37646.75;6076.86;6076.86;-31569.89;-31569.89;;;-171284.31;-171284.31;;;;;-748581.06;-748581.06;;;;;-4206;-4206;;;-2325883.86;-2325883.86;;;;;;;;;;;;;-1124511.98;-1124511.98;-4374467.21;-4374467.21;13623212.35;13991431.42;13991431.42;13291859.849;;;13291859.849;0;13291859.849;0.95
01.356.517/0001-80;2020-06-30;1;;;;;;;;;0;0;34733293.45;34310847.66;;;;;;;;;;;34733293.45;34310847.66;;;;;;;;;0;0;34733293.45;34310847.66;;;;;260953.05;260953.05;6076.86;6076.86;267029.91;267029.91;;;-360049.26;-360049.26;;;;;-1497162.12;-1497162.12;;;;;-8698.44;-8698.44;;;-2636907.17;-2636907.17;;;;;;;;;;;;;-2097883.67;-2097883.67;-6600700.66;-6600700.66;28399622.7;27977176.91;27977176.91;26578318.0645;;;26578318.0645;0;26578318.0645;0.95
01.356.517/0001-80;2020-09-30;1;;;;;;;;;0;0;52776137.14;51988447.95;;;;;;;;;;;52776137.14;51988447.95;63439.84;63439.84;;;;;;;63439.84;63439.84;52839576.98;52051887.79;;;;;416712.95;416712.95;6076.86;6076.86;422789.81;422789.81;;;-535195.35;-535195.35;;;;;-2245743.18;-2245743.18;;;;;-13190.88;-13190.88;;;-2846042.53;-2846042.53;;;;;;;;;;;;;-3101914.82;-3101914.82;-8742086.76;-8742086.76;44520280.03;43732590.84;43732590.84;41545961.298;;;41545961.298;-26578318.06;14967643.238;0.95
01.356.517/0001-80;2020-12-31;1;;;;;;;;;0;0;72217455.22;71069640;;;882542.41;882542.41;;;;;;;73099997.63;71952182.41;65672.19;65672.19;;;;;;;65672.19;65672.19;73165669.82;72017854.6;;;;;445785.34;445785.34;12346.86;12346.86;458132.2;458132.2;;;-730137.28;-730137.28;;;;;-2994324.24;-2994324.24;;;;;-19180.8;-19180.8;;;-1757386.66;-1757386.66;;;;;;;;;;;;;-5353234.67;-5353234.67;-10854263.65;-10854263.65;62769538.37;61621723.15;61199277.36;58139313.492;;;58139313.492;-26578318.06;31560995.432;0.95
01.497.954/0001-14;2020-03-31;1;0;0;0;0;0;0;0;0;0;0;1326559.74;1405733.05;-10367.14;-10367.14;0;0;0;0;0;0;-318618.18;-318626.02;997574.42;1076739.89;0;0;0;0;0;0;0;0;0;0;997574.42;1076739.89;571.39;571.39;0;0;0;0;0;0;571.39;571.39;;;-87733.11;-60763.4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6014.78;-6014.78;0;0;-15111.67;-15111.67;0;0;0;0;0;0;0;0;-262835.7;-261018.17;-371695.26;-342908.02;626450.55;734403.26;734403.26;697683.097;;0;230956.977;-185059.12;45897.857;0.314483
01.497.954/0001-14;2020-06-30;1;0;0;0;0;0;0;0;0;0;0;1290664.4;1185980.92;-5848.85;-5848.85;0;0;0;0;0;0;-579236.66;-579240.58;705578.89;600891.49;0;0;0;0;0;0;0;0;0;0;705578.89;600891.49;413.05;413.05;0;0;0;0;0;0;413.05;413.05;;;-87733.11;-64291.34;0;0;0;0;0;0;0;0;0;0;-5085.67;-5085.67;0;0;-6014.78;0;0;0;-15000;-15000;0;0;0;0;0;0;0;0;-282366.28;-260768.42;-396199.84;-345145.43;309792.1;256159.11;990562.37;941034.2515;;0;941034.2515;-595956.98;345077.2715;0.95
01.497.954/0001-14;2020-09-30;1;;;;;;;;;0;0;1206972.82;1295787.09;-3831.11;-3831.11;;;;;;;-707005.25;-707007.21;496136.46;584948.77;;;;;;;;;0;0;496136.46;584948.77;285.6;285.6;;;;;;;285.6;285.6;;;-87733.11;-134616.65;;;;;;;;;;;-5085.67;-5085.67;;;-6014.78;-6014.78;;;-16404.02;-16404.02;;;;;;;;;-260355.67;-260355.67;-375593.25;-422476.79;120828.81;162757.58;162757.58;154619.701;;0;0.001;0;0.001;0
01.497.954/0001-14;2020-12-31;1;0;0;0;0;0;0;0;0;0;0;1407718.42;1355204.28;-3795.93;-3795.93;0;0;0;0;-17020050;0;-700634.41;-700397.25;-16316761.92;651011.1;0;0;0;0;0;0;0;0;0;0;-16316761.92;651011.1;80.84;80.84;0;0;0;0;0;0;80.84;80.84;;;-87733.11;-87733.11;0;0;0;0;0;0;0;0;0;0;-5085.67;-5085.67;0;0;-27612.64;-33627.42;0;0;-15672;-15672;0;0;0;0;0;0;0;0;-241175.45;-241175.45;-377278.87;-383293.65;-16693959.95;267798.29;430555.87;409028.0765;;0;409028.0765;-176247.05;232781.0265;0.95
