CNPJ_Fundo;Data_Referencia;Versao;Nome_Endereco_Imovel;Caracteristicas_Contratuais
11.179.118/0001-45;2020-03-31;1;Unidade de Valinhos;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-03-31;1;Unidade Leme;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-03-31;1;Unidade de Taboao da Serra;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-06-30;1;Unidade de Valinhos;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-06-30;1;Unidade de Leme;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-06-30;1;Unidade de Taboao da Serra;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-09-30;1;Unidade de Valinhos;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-09-30;1;Unidade de Leme;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-09-30;1;Unidade de Taboao da Serra;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-12-31;1;Unidade de Valinhos;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-12-31;1;Unidade de Leme;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2020-12-31;1;Unidade de Taboao da Serra;Não possui caracteristicas que destoem dos demais
11.260.134/0001-68;2020-03-31;1;Rua Amauri, 255 - São Paulo - SP;Contrato atípico, sem direito a revisonal, reajustado por índice e com multa por rescisão antecipada referente a 40% do aluguel devido até o vencimento do contrato.
11.260.134/0001-68;2020-06-30;1;Rua Amauri, 255 - São Paulo - SP;Contrato atípico, sem direito a revisonal, reajustado por índice e com multa por rescisão antecipada referente a 40% do aluguel devido até o vencimento do contrato.
11.260.134/0001-68;2020-09-30;1;Rua Amauri, 255 - São Paulo - SP;Contrato atípico, sem direito a revisonal, reajustado por índice e com multa por rescisão antecipada referente a 40% do aluguel devido até o vencimento do contrato.
11.260.134/0001-68;2020-12-31;1;Rua Amauri, 255 - São Paulo - SP;Contrato atípico, sem direito a revisonal, reajustado por índice e com multa por rescisão antecipada referente a 40% do aluguel devido até o vencimento do contrato.
11.268.335/0001-01;2020-03-31;1;Pajuçara 131;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-03-31;1;Pajuçara 175;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-03-31;1;Fazenda Santo Izidro - Gleba A;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-03-31;1;Fazenda Santo Izidro - Gleba B;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-03-31;1;Fazenda Boarete;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-06-30;1;Pajuçara 131;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-06-30;1;Pajuçara 175;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-06-30;1;Fazenda Santo Izidro - Gleba A;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-06-30;1;Fazenda Santo Izidro - Gleba B;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-06-30;1;Fazenda Boarete;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-09-30;1;Pajuçara 131;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-09-30;1;Pajuçara 175;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-09-30;1;Fazenda Santo Izidro - Gleba A;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-09-30;1;Fazenda Santo Izidro - Gleba B;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-09-30;1;Fazenda Boarete;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-12-31;2;Pajuçara 131;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-12-31;2;Pajuçara 175;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-12-31;2;Fazenda Santo Izidro - Gleba A;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-12-31;2;Fazenda Santo Izidro - Gleba B;Não possui características relevantes individualizadas.
11.268.335/0001-01;2020-12-31;2;Fazenda Boarete;Não possui características relevantes individualizadas.
11.274.415/0001-70;2020-03-31;2;Curso Exatas;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-03-31;2;Lojas Americanas S.A - Taquatinga;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-03-31;2;Lojas Americanas S.A - Nilopolis;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-03-31;2;Lojas Americanas S.A - Maceio;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-03-31;2;Lojas Americanas S.A - Brasilia;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-03-31;2;Lojas Americanas S.A - Belem;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;Lojas Americanas S.A - Vitória;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;Bompreço Supermercados do Nordeste Ltda;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;RW Lanchonetes;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;P CHENG;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;MAGAZINE TORRA TORRA LTDA;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;Lojas Americanas S.A - Belem;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;Lojas Americanas S.A - Brasilia;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;Lojas Americanas S.A - Nilopolis;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;Curso Exatas;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;Lojas Americanas S.A - Taquatinga;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-06-30;1;Lojas Americanas S.A - Maceio;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;Lojas Americanas S.A - Maceio;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;Bompreço Supermercados do Nordeste Ltda;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;RW Lanchonetes;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;P CHENG;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;MAGAZINE TORRA TORRA LTDA;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;Lojas Americanas S.A - Belem;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;Lojas Americanas S.A - Brasilia;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;Lojas Americanas S.A - Nilopolis;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;Curso Exatas;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-09-30;1;Lojas Americanas S.A - Taquatinga;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;Lojas Americanas S.A;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;Bompreço Supermercados do Nordeste Ltda;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;RW Lanchonetes;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;P CHENG;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;MAGAZINE TORRA TORRA LTDA;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;Lojas Americanas S.A - Belem;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;Lojas Americanas S.A - Brasilia;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;Lojas Americanas S.A - Nilopolis;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;Curso Exatas;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;Lojas Americanas S.A - Taquatinga;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2020-12-31;1;Lojas Americanas S.A - Maceio;Não possui caracteristicas que destoem dos demais
11.281.322/0001-72;2020-03-31;1;Edifício Torre Boa Vista;O imóvel encontra-se parcialmente locado, e conforme o contrato atual, o valor de aluguel será reajustado anualmente, de acordo com a variação acumulada do IGPM. O presente contrato poderá ser rescindido por qualquer uma das partes mediante o pagamento da indenização prevista em contrato e desde que o interessado dê ciência à outra parte, por escrito, com antecedência mínima de 90 dias.
11.281.322/0001-72;2020-03-31;1;Edifício Torre Vargas;Nenhuma característica relevante.
11.281.322/0001-72;2020-06-30;5;-;-
11.281.322/0001-72;2020-09-30;1;-;-
11.281.322/0001-72;2020-12-31;1;-;-
11.326.746/0001-06;2020-03-31;1;Imóvel Sumaré  -  Rod. Anhanguera, Km 106, sentido Campinas / Interior - Sumaré - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-03-31;1;Imóvel Aricanduva - Rua Comendador Gil Pinheiro, 463 - Tatuapé - São Paulo - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-03-31;1;Imóvel SJC - Rod. Presidente Dutra, esquina com a Avenida Cassiano Ricardo - Sâo Jose dos Campos - SP;Contrato de Locação Atipico - BTS  - correção anual por IGPM - 10% de multa por atraso nos pagamentos
11.326.746/0001-06;2020-03-31;1;Imóvel Guarulhos - Av. Sete de Sertembro, 1.796 - Vila Galvão - Guarulhos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-03-31;1;Imóvel Indaiatuba - Rua Tupinambás, 617, JD Guanabara - Indaiatuba - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-03-31;1;Imóvel Jundiaí Cica - Rua Cica, nº 201, Vila Francisco Eber, Jundiai - SP.;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-06-30;1;Imóvel Sumaré  -  Rod. Anhanguera, Km 106, sentido Campinas / Interior - Sumaré - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-06-30;1;Imóvel Aricanduva - Rua Comendador Gil Pinheiro, 463 - Tatuapé - São Paulo - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-06-30;1;Imóvel SJC - Rod. Presidente Dutra, esquina com a Avenida Cassiano Ricardo - Sâo Jose dos Campos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-06-30;1;Imóvel Guarulhos - Av. Sete de Sertembro, 1.796 - Vila Galvão - Guarulhos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-06-30;1;Imóvel Indaiatuba - Rua Tupinambás, 617, JD Guanabara - Indaiatuba - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-06-30;1;Imóvel Jundiaí Cica - Rua Cica, nº 201, Vila Francisco Eber, Jundiai - SP.;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-09-30;1;Imóvel Sumaré  -  Rod. Anhanguera, Km 106, sentido Campinas / Interior - Sumaré - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-09-30;1;Imóvel Aricanduva - Rua Comendador Gil Pinheiro, 463 - Tatuapé - São Paulo - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-09-30;1;Imóvel SJC - Rod. Presidente Dutra, esquina com a Avenida Cassiano Ricardo - Sâo Jose dos Campos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-09-30;1;Imóvel Guarulhos - Av. Sete de Sertembro, 1.796 - Vila Galvão - Guarulhos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-09-30;1;Imóvel Indaiatuba - Rua Tupinambás, 617, JD Guanabara - Indaiatuba - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-09-30;1;Imóvel Jundiaí Cica - Rua Cica, nº 201, Vila Francisco Eber, Jundiai - SP.;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-12-31;1;Imóvel Sumaré  -  Rod. Anhanguera, Km 106, sentido Campinas / Interior - Sumaré - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-12-31;1;Imóvel Aricanduva - Rua Comendador Gil Pinheiro, 463 - Tatuapé - São Paulo - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-12-31;1;Imóvel SJC - Rod. Presidente Dutra, esquina com a Avenida Cassiano Ricardo - Sâo Jose dos Campos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-12-31;1;Imóvel Guarulhos - Av. Sete de Sertembro, 1.796 - Vila Galvão - Guarulhos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-12-31;1;Imóvel Indaiatuba - Rua Tupinambás, 617, JD Guanabara - Indaiatuba - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2020-12-31;1;Imóvel Jundiaí Cica - Rua Cica, nº 201, Vila Francisco Eber, Jundiai - SP.;Contrato de locação para fins não residenciais - correção anual por IGPM
11.602.654/0001-01;2020-03-31;1;Insper Instituto de Pesquisa;Não possui caracteristicas que destoem dos demais
11.602.654/0001-01;2020-06-30;1;Insper Instituto de Pesquisa;Não possui caracteristicas que destoem dos demais
11.602.654/0001-01;2020-09-30;1;Insper Instituto de Pesquisa;Não possui caracteristicas que destoem dos demais
11.602.654/0001-01;2020-12-31;1;Insper Instituto de Pesquisa;Não possui caracteristicas que destoem dos demais
11.701.400/0001-40;2020-03-31;1;Não se aplica;Não se aplica
11.701.400/0001-40;2020-06-30;1;Não se aplica;Não se aplica
11.701.400/0001-40;2020-09-30;1;Não se aplica;Não se aplica
11.701.400/0001-40;2020-12-31;1;Não se aplica;Não se aplica
11.728.688/0001-47;2020-03-31;1;-;-
11.728.688/0001-47;2020-06-30;1;-;-
11.728.688/0001-47;2020-09-30;1;-;-
11.728.688/0001-47;2020-12-31;1;-;-
11.769.604/0001-13;2020-12-31;2;-;-
11.839.593/0001-09;2020-03-31;1;Galpão Industrial Supermarket;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-03-31;1;Galpão Industrial Ceratti;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-03-31;1;Galpão Industrial Magna;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-03-31;1;Galpão Industrial Itambé;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-03-31;1;Galpão Industrial Femsa;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-03-31;1;Galpão Industrial Koch;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-06-30;1;Galpão Industrial Supermarket;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-06-30;1;Galpão Industrial Ceratti;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-06-30;1;Galpão Industrial Magna;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-06-30;1;Galpão Industrial Itambé;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-06-30;1;Galpão Industrail Femsa;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-06-30;1;Galpão Industrail Koch;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-09-30;1;Galpão Industrial Supermarket;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-09-30;1;Galpão Industrial Itaitinga;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-09-30;1;Galpão Industrial Ceratti;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-09-30;1;Galpão Industrial Magna;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-09-30;1;Galpão Industrial Itambé;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-09-30;1;Galpão Industrail Femsa;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-09-30;1;Galpão Industrail Koch;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-12-31;1;Galpão Industrial Supermarket;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-12-31;1;Galpão Industrial Itaitinga;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-12-31;1;Galpão Industrial Ceratti;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-12-31;1;Galpão Industrial Magna;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-12-31;1;Galpão Industrial Itambé;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-12-31;1;Galpão Industrail Femsa;Não possui caracteristicas que destoem dos demais
11.839.593/0001-09;2020-12-31;1;Galpão Industrail Koch;Não possui caracteristicas que destoem dos demais
12.005.956/0001-65;2020-03-31;1;-;-
12.005.956/0001-65;2020-06-30;1;-;-
12.005.956/0001-65;2020-09-30;1;-;-
12.005.956/0001-65;2020-12-31;1;-;-
12.323.955/0001-69;2020-06-30;1;N/A;N/A
12.323.955/0001-69;2020-09-30;1;N/A;N/A
12.323.955/0001-69;2020-12-31;2;N/A;N/A
12.358.507/0001-09;2020-03-31;1;N/A;N/A
12.358.507/0001-09;2020-06-30;1;N/A;N/A
12.358.507/0001-09;2020-09-30;1;N/A;N/A
12.358.507/0001-09;2020-12-31;2;N/A;N/A
12.401.858/0001-47;2020-03-31;1;Condomínio WT Morumbi - Ala A;Não possui caracteristicas que destoem dos demais
12.401.858/0001-47;2020-06-30;1;Condomínio WT Morumbi - Ala A;Não possui caracteristicas que destoem dos demais
12.401.858/0001-47;2020-09-30;1;Condomínio WT Morumbi - Ala A;Não possui caracteristicas que destoem dos demais
12.401.858/0001-47;2020-12-31;1;Condomínio WT Morumbi - Ala A;Não possui caracteristicas que destoem dos demais
12.516.185/0001-70;2020-03-31;1;BM336;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-03-31;1;Brooklyn Business Square;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-03-31;1;Oscar Freire 585;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-03-31;1;Vita Corá;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-03-31;1;BMA Corporate;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-03-31;1;C&A - Alphaville;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-03-31;1;LAB 1404;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-06-30;2;BM336;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-06-30;2;Brooklyn Business Square;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-06-30;2;Oscar Freire 585;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-06-30;2;Vita Corá;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-06-30;2;BMA Corporate;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-06-30;2;C&A - Alphaville;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-06-30;2;LAB 1404;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-09-30;2;BM336;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-09-30;2;Brooklyn Business Square;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-09-30;2;Oscar Freire 585;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-09-30;2;Vita Corá;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-09-30;2;BMA Corporate;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-09-30;2;C&A - Alphaville;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-09-30;2;LAB 1404;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-12-31;2;BM336;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-12-31;2;Brooklyn Business Square;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-12-31;2;Oscar Freire 585;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-12-31;2;Vita Corá;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-12-31;2;BMA Corporate;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-12-31;2;C&A - Alphaville;Conforme item 1.1.2.1.4 deste informe.
12.516.185/0001-70;2020-12-31;2;LAB 1404;Conforme item 1.1.2.1.4 deste informe.
12.681.340/0001-04;2020-03-31;1;Não há;Não há
12.681.340/0001-04;2020-06-30;1;Não há;Não há
12.681.340/0001-04;2020-09-30;1;Não há;Não há
12.681.340/0001-04;2020-12-31;1;Não há;Não há
12.804.013/0001-00;2020-03-31;1;Nada;Nada
12.804.013/0001-00;2020-06-30;1;Nada;Nada
12.804.013/0001-00;2020-09-30;1;Nada;Nada
12.804.013/0001-00;2020-12-31;1;Nada;Nada
12.809.972/0001-00;2020-03-31;1;-;-
12.809.972/0001-00;2020-06-30;2;-;-
12.809.972/0001-00;2020-09-30;1;-;-
12.809.972/0001-00;2020-12-31;1;-;-
12.887.506/0001-43;2020-03-31;1;Schahin;O contrato é reajustado anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. (cls. 4.3) Em caso de rescisão antecipada do contrato de locação, a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato. (cls.X)As obrigações contratuais têm previsão de garantia por seguro fiança de seguradora de primeira linha, com cobertura mínima de dezoito meses. (cls. XIV)A Locatária possui o direito de adquirir o imóvel, no período compreendido entre o segundo e decimo ano de locação, pelo valor do empreendimento corrigido pelo INCC/FGV e acrescido de uma taxa de 2% a.a. (cls. XVI)
12.887.506/0001-43;2020-03-31;1;Atmosfera;O contrato é reajustado anualmente em função da variação positiva do Índice Geral De Preços do Mercado - IGP-M/FGV. (cls. 3.2) Em caso de rescisão antecipada do contrato de locação, nos cinco primeiros anos de contrato, a locatária está sujeita a multa relativo ao pagamento do saldo remanescente de aluguéis até o sexagésimo mês de locação. Se a rescisão ocorrer após o sexagésimo mês, a locatária deverá pagar multa equivalente a seis meses de aluguel, proporcionais ao decurso do prazo de locação. (cls. XI)As obrigações contratuais têm previsão de garantia por seguro locatício de instituição de primeira linha, com cobertura equivalente a seis meses de locação. (cls. XV) O contrato é, portanto, considerado atípico até o sexagésimo mês e típico após o sexagésimo primeiro mês. 
12.887.506/0001-43;2020-03-31;1;Aspro;O contrato é reajustado anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. (cls. 3.3) Em caso de rescisão antecipada do contrato de locação a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato. (cls. 10.1)As obrigações contratuais têm previsão de garantia por seguro fiança de seguradora de primeira linha, renovada anualmente pela locatária. (cls. 15.1)
12.887.506/0001-43;2020-06-30;1;Schahin;O contrato é reajustado anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. (cls. 4.3) Em caso de rescisão antecipada do contrato de locação, a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato. (cls.X)As obrigações contratuais têm previsão de garantia por seguro fiança de seguradora de primeira linha, com cobertura mínima de dezoito meses. (cls. XIV)A Locatária possui o direito de adquirir o imóvel, no período compreendido entre o segundo e decimo ano de locação, pelo valor do empreendimento corrigido pelo INCC/FGV e acrescido de uma taxa de 2% a.a. (cls. XVI)
12.887.506/0001-43;2020-06-30;1;Atmosfera;O contrato é reajustado anualmente em função da variação positiva do Índice Geral De Preços do Mercado - IGP-M/FGV. (cls. 3.2) Em caso de rescisão antecipada do contrato de locação, nos cinco primeiros anos de contrato, a locatária está sujeita a multa relativo ao pagamento do saldo remanescente de aluguéis até o sexagésimo mês de locação. Se a rescisão ocorrer após o sexagésimo mês, a locatária deverá pagar multa equivalente a seis meses de aluguel, proporcionais ao decurso do prazo de locação. (cls. XI)As obrigações contratuais têm previsão de garantia por seguro locatício de instituição de primeira linha, com cobertura equivalente a seis meses de locação. (cls. XV) O contrato é, portanto, considerado atípico até o sexagésimo mês e típico após o sexagésimo primeiro mês. 
12.887.506/0001-43;2020-06-30;1;Aspro;O contrato é reajustado anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. (cls. 3.3) Em caso de rescisão antecipada do contrato de locação a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato. (cls. 10.1)As obrigações contratuais têm previsão de garantia por seguro fiança de seguradora de primeira linha, renovada anualmente pela locatária. (cls. 15.1)
12.887.506/0001-43;2020-09-30;2;Atmosfera;O contrato é reajustado anualmente em função da variação positiva do Índice Geral De Preços do Mercado - IGP-M/FGV. (cls. 3.2) Em caso de rescisão antecipada do contrato de locação, nos cinco primeiros anos de contrato, a locatária está sujeita a multa relativo ao pagamento do saldo remanescente de aluguéis até o sexagésimo mês de locação. Se a rescisão ocorrer após o sexagésimo mês, a locatária deverá pagar multa equivalente a seis meses de aluguel, proporcionais ao decurso do prazo de locação. (cls. XI)As obrigações contratuais têm previsão de garantia por seguro locatício de instituição de primeira linha, com cobertura equivalente a seis meses de locação. (cls. XV) O contrato é, portanto, considerado atípico até o sexagésimo mês e típico após o sexagésimo primeiro mês. 
12.887.506/0001-43;2020-09-30;2;Aspro;O contrato é reajustado anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. (cls. 3.3) Em caso de rescisão antecipada do contrato de locação a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato. (cls. 10.1)As obrigações contratuais têm previsão de garantia por seguro fiança de seguradora de primeira linha, renovada anualmente pela locatária. (cls. 15.1)
12.887.506/0001-43;2020-12-31;2;Atmosfera;O contrato é reajustado anualmente em função da variação positiva do Índice Geral De Preços do Mercado - IGP-M/FGV. (cls. 3.2) Em caso de rescisão antecipada do contrato de locação, nos cinco primeiros anos de contrato, a locatária está sujeita a multa relativo ao pagamento do saldo remanescente de aluguéis até o sexagésimo mês de locação. Se a rescisão ocorrer após o sexagésimo mês, a locatária deverá pagar multa equivalente a seis meses de aluguel, proporcionais ao decurso do prazo de locação. (cls. XI)As obrigações contratuais têm previsão de garantia por seguro locatício de instituição de primeira linha, com cobertura equivalente a seis meses de locação. (cls. XV) O contrato é, portanto, considerado atípico até o sexagésimo mês e típico após o sexagésimo primeiro mês. 
12.887.506/0001-43;2020-12-31;2;Aspro;O contrato é reajustado anualmente em função da variação positiva do Índice de Preços ao Consumidor Amplo - IPCA/IBGE. (cls. 3.3) Em caso de rescisão antecipada do contrato de locação a locatária deverá pagar multa equivalente ao saldo restante de aluguéis, da data de rescisão ao termino do contrato. (cls. 10.1)As obrigações contratuais têm previsão de garantia por seguro fiança de seguradora de primeira linha, renovada anualmente pela locatária. (cls. 15.1)
12.948.291/0001-23;2020-03-31;1;Ed. The One;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M e IPCA
12.948.291/0001-23;2020-06-30;1;Ed. The One;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M e IPCA
