CNPJ_Fundo;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;5;Lajes Corporativas;0.502;0;0.014;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;AV. Brasil, 20384;Av. Brasil, 20384, Rio de Janeiro.;6500;1;Galpão;1;0;0;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Colégio São José;0;0;0.007;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Dom Gerardo 40/42;Rua Dom Gerardo nº40 e 42, centro, Rio de Janeiro;7175.92;1;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Loja;0;0;0.003;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio de Janeiro;382;1;Salas;0;0;0.002;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;1;Salas;0.601;0.399;0;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;3777.16;13;Lojas;0.629;0.075;0.009;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;1898.73;1;Lajes Corporativas;0;0;0.026;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;0;0;0.005;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Visconde de Inhauma;Rua Visconde de Inhauma, 95, centro, Rio de Janeiro;7688.02;1;Prédio;0;0;0.062;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Loja;0;1;0;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Av. Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro.;800;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Esquina 98;Rua Miguel Couto, 98;3583.39;1;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Metropolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;101;Lajes Corporativas;0;0;0.082;;;;;;;
01.235.622/0001-61;2020-06-30;3;Imóveis para renda acabados;Presidente Antonio Carlos;Av. Presidente Antonio Carlos, 51, centro , Rio de Janeiro;600;1;Laje Corporativa;0.552;0;0.002;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;9;Lajes Corporativas;0;0;5E-06;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda em construção;Itabira;Rua Guarda Mor Custódio, Centro, Itabira - MG;8312;1;Universidade;;;;1;;0.99;0.99;9481815.0862;9481815.0862;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda em construção;Highline;R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES;19287.48;274;Construção própia;;;;;0.87816;0.9538;0.9779;141233083.18;117000000;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Dom Gerardo 40/42;Rua Dom Gerardo nº40 e 42, centro, Rio de Janeiro;7175.92;12;Prédio;0;0;0.014245;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0.552166;0;0.003371;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Av. Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro;800;1;Loja;0;0;0.023452;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;27969.29;12;Lojas;0;0;0.054173;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda acabados;Fusion;Bloco "D", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;71.28;2;Construção própia;;;;;;;;;;0.003624
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;1898.73;1;Lajes Corporativas;1;0;0.003516;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Esquina 98;Rua Miguel Couto, 98;3583.39;4;Prédio;0.580984;0;0.014728;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Metropolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;2;Lajes Corporativas;0;0;0.00321;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda em construção;Aretê - Toriba 1;Praia Rasa, Buzios - RJ;12059;35;Construção própia;;;;;0.857142;0.9978;0.972;51633865.64;51338291.66;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Rainha Guilhermina;Rainha Guilhermina, 75 , Leblon;1109.96;5;Prédio;0.580984;0;0.014728;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Colégio São José;0.390042;0.047512;0.083029;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda em construção;Costa Mare;Rodovia Darly Santos, S/n°, Gleba I, Vila Velha - ES;19811;120;Construção própia;;;;;0;0.6972;0.7094;72542477.68;72542477.68;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda em construção;Icono Parque;Rua Machado de Assis, 40;36440.29;464;Construção própia;;;;;0.935344;0.7124;0.9242;115255265.65;115255265.65;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda em construção;Tijuca All Ways;Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ;8055.06;80;Construção própia;;;;;1;0.7418;0.6807;27843179.89;27843179.89;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro;6194.4;28;Teófilo Otoni;0.339677;0.04067;0.017187;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;13;Lajes Corporativas;0.565292;0;0.045384;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Largo de Santa Rita;Largo de Santa Rita, 10, Centro, Rio de Janeiro;292;1;Loja;0;0;0.018982;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda em construção;Iluminato;Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ;6175;54;Construção própia;;;;;0.666666;0.0984;0.2006;9064004.77;16940162;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;0;0;0.005547;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Presidente Antonio Carlos;Av. Presidente Antonio Carlos, 51, centro , Rio de Janeiro;600;2;Laje Corporativa;1;0;0;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;1;Salas;0;0;0.00703;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda acabados;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;400.23;3;Aquisição de unidades prontas;;;;;;;;;;0.024029
01.235.622/0001-61;2020-09-30;2;Imóveis para venda em construção;The Gallery;R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES;6841;54;Construção própia;;;;;0.560975;0.2002;0.2627;26406748.87;24000000;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;638.64;1;Lajes Corporativas;0.537862;0;0.041753;;;;;;;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda em construção;Itumbiara - Fase 1;Avenida Santos Dumont, 979, Setor Oeste, Itumbiara - GO;4145;1;Universidade;;;;1;;1;1;7546058.42;7546058.42;
01.235.622/0001-61;2020-09-30;2;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ;26140;256;Construção própia;;;;;0.742424;0.101;0.1253;20020333.22;20020333.22;
01.235.622/0001-61;2020-09-30;2;Imóveis para renda acabados;Visconde de Inhauma;Rua Visconde de Inhauma, 95, centro, Rio de Janeiro;7688.02;1;Prédio;0;0;0.238564;;;;;;;
