CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
00.868.235/0001-08;2020-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;17011.57809;823813.9
00.868.235/0001-08;2020-06-30;1;Outras Cotas de FI;BRA FIC FI RENDA FIXA SATURNO;1197545000100;;;;;;0.46441;931.71
00.868.235/0001-08;2020-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;20029.69429;973286.29
00.868.235/0001-08;2020-09-30;1;Outras Cotas de FI;BRA FIC FI RENDA FIXA SATURNO;1197545000100;;;;;;0.37637;756.36
00.868.235/0001-08;2020-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;12362.22;603427.68
00.868.235/0001-08;2020-12-31;1;Outras Cotas de FI;BRA FIC FI RENDA FIXA SATURNO;1197545000100;;;;;;0.37;757.23
01.201.140/0001-90;2020-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;256956.7306;12357350.56
01.201.140/0001-90;2020-03-31;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;77250.91765;371373.74
01.201.140/0001-90;2020-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;247719.86559;11996245.91
01.201.140/0001-90;2020-06-30;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;77085.8994;372686.27
01.201.140/0001-90;2020-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;192022.32886;9330781.8
01.201.140/0001-90;2020-09-30;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;31787.01408;154540.57
01.201.140/0001-90;2020-12-31;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;495.25;2419.55
01.201.140/0001-90;2020-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;258242.55;12605403.01
01.235.622/0001-61;2020-03-31;1;Cotas de Sociedades;Taquari - Brasília;01.235.622/0001-61;;;;;;82945;128378128.24
01.235.622/0001-61;2020-03-31;1;FII;General Severiano FII;17007528000195;;;;;;8000;10623764.96
01.235.622/0001-61;2020-03-31;1;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;721606.2
01.235.622/0001-61;2020-03-31;1;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1212136.72
01.235.622/0001-61;2020-03-31;1;CRI;RB CAPITAL SECURATIZADORA RESIDENCIAL;2773542000122;43444;200;;;;960;96810282.01
01.235.622/0001-61;2020-03-31;1;LCI;BTG PACTUAL;30306294000145;;;;;2020-12-02;200;202641248
01.235.622/0001-61;2020-03-31;1;FII;BRIX Fundo de investimento Imobiliário;35360651000177;;;;;;1650;3172248.51
01.235.622/0001-61;2020-03-31;1;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;38598345.7
01.235.622/0001-61;2020-03-31;1;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;48980;60839939.7
01.235.622/0001-61;2020-03-31;1;LCI;Santander;90.400.888/0001-42;;;;;2020-12-08;100;101190256
01.235.622/0001-61;2020-03-31;1;Outros Ativos Financeiros;ARETÊ - BÚZIOS - BR MARINAS;26700017000145;;;;SPE;;0;1200000
01.235.622/0001-61;2020-03-31;1;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;87139655.81
01.235.622/0001-61;2020-06-30;3;CRI;RB CAPITAL SECURATIZADORA RESIDENCIAL;2773542000122;43444;200;;;;960;135819148.03
01.235.622/0001-61;2020-06-30;3;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;721627.85
01.235.622/0001-61;2020-06-30;3;FII;BRIX Fundo de investimento Imobiliário;35360651000177;;;;;;4900;4860879.97
01.235.622/0001-61;2020-06-30;3;LCI;BTG PACTUAL;30306294000145;;;;;2020-12-02;200;204055638
01.235.622/0001-61;2020-06-30;3;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;48980;51862320.33
01.235.622/0001-61;2020-06-30;3;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1221494.44
01.235.622/0001-61;2020-06-30;3;Cotas de Sociedades;Taquari - Brasília;1235622000161;;;;;;82945;128378128.24
01.235.622/0001-61;2020-06-30;3;FII;General Severiano FII;17007528000195;;;;;;8000;10688714.21
01.235.622/0001-61;2020-06-30;3;LCI;Santander;90400888000142;;;;;2020-12-08;100;28422891.76
01.235.622/0001-61;2020-06-30;3;Outros Ativos Financeiros;ARETÊ - BÚZIOS - BR MARINAS;26700017000145;;;;SPE;;0;1200000
01.235.622/0001-61;2020-06-30;3;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;39340222.28
01.235.622/0001-61;2020-06-30;3;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;88935761.16
01.235.622/0001-61;2020-09-30;2;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1221494.44
01.235.622/0001-61;2020-09-30;2;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;39340222.28
01.235.622/0001-61;2020-09-30;2;LCI;Santander;90400888000142;;;;;2020-12-08;15149;15505607.61
01.235.622/0001-61;2020-09-30;2;CRI;RB CAPITAL SECURATIZADORA RESIDENCIAL;2773542000122;43444;200;;;;960;135255518.56
01.235.622/0001-61;2020-09-30;2;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;721627.85
01.235.622/0001-61;2020-09-30;2;FII;BB Progressivo II Fundo de Investimento Imobiliário;14410722000129;;;;;;0;0
01.235.622/0001-61;2020-09-30;2;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;48980.003424;55377734.3
01.235.622/0001-61;2020-09-30;2;Cotas de Sociedades;Taquari - Brasília;01.235.622/0001-61;;;;;;82945;128130584.78
01.235.622/0001-61;2020-09-30;2;FII;BRIX Fundo de investimento Imobiliário;35360651000177;;;;;;5711;5636349.84
01.235.622/0001-61;2020-09-30;2;LCI;BTG PACTUAL;30306294000145;;;;;2020-12-02;200000;205048174
01.235.622/0001-61;2020-09-30;2;Outros Ativos Financeiros;ARETÊ - BÚZIOS - BR MARINAS;26700017000145;;;;SPE;;0;1200000
01.235.622/0001-61;2020-09-30;2;FII;General Severiano FII;17007528000195;;;;;;8000;10711581.49
01.235.622/0001-61;2020-09-30;2;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;89935761.16
01.235.622/0001-61;2020-12-31;1;CRI;RB CAPITAL SECURATIZADORA RESIDENCIAL;2773542000122;43444;200;;;;960;143232066.84
01.235.622/0001-61;2020-12-31;1;FII;BRIX Fundo de investimento Imobiliário;35360651000177;;;;;;5711;5603571.72
01.235.622/0001-61;2020-12-31;1;LCI;BTG PACTUAL;30306294000145;;;;;2020-12-02;0;0
01.235.622/0001-61;2020-12-31;1;FII;General Severiano FII;17007528000195;;;;;;8000;10765781.85
01.235.622/0001-61;2020-12-31;1;Outras Cotas de FI;Opportunity Leblon FIRF Referenciado;10309574000108;;;;;;71439977.18;210728755.35
01.235.622/0001-61;2020-12-31;1;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;39507681.89
01.235.622/0001-61;2020-12-31;1;Cotas de Sociedades;Taquari - Brasília;01.235.622/0001-61;;;;;;82945;127990391.54
01.235.622/0001-61;2020-12-31;1;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1174819.48
01.235.622/0001-61;2020-12-31;1;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;51972;47886448.99
01.235.622/0001-61;2020-12-31;1;LCI;Santander;90.400.888/0001-42;;;;;2020-12-08;0;0
01.235.622/0001-61;2020-12-31;1;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;88053828.51
01.235.622/0001-61;2020-12-31;1;Outras Cotas de FI;Itaú Top Renda Fixa Ref. DI em Cotas de F. de Invest.;5902521000158;;;;;;2718434.58;13280952.89
01.235.622/0001-61;2020-12-31;1;FII;BB Progressivo II Fundo de Investimento Imobiliário;14410722000129;;;;;;0;0
01.235.622/0001-61;2020-12-31;1;Outros Ativos Financeiros;ARETÊ - BÚZIOS - BR MARINAS;26700017000145;;;;SPE;;0;1200000
01.235.622/0001-61;2020-12-31;1;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;720921.11
01.497.954/0001-14;2020-03-31;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;11496.53971;207462.1
01.497.954/0001-14;2020-06-30;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;2908.69844;52723.35
01.497.954/0001-14;2020-09-30;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;941.72348;17142.56
01.497.954/0001-14;2020-12-31;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;491.38;11454.9
01.601.918/0001-59;2020-03-31;1;Outras Cotas de FI;ITAU TOP RF REFERENCIADO DI FICFI;5902521000158;;;;;;765379.29;3679461.32
01.601.918/0001-59;2020-03-31;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;6035403
01.601.918/0001-59;2020-06-30;2;Outras Cotas de FI;ITAU SOERANO RF SIMPLES;6175696000173;;;;;;29426.09;1425007.68
01.601.918/0001-59;2020-06-30;2;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;6630030
01.601.918/0001-59;2020-06-30;2;Outras Cotas de FI;ITAU TOP RF REFERENCIADO DI FICFI;5902521000158;;;;;;346996.59;1677620.21
01.601.918/0001-59;2020-09-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;58964;2865189.06
01.601.918/0001-59;2020-09-30;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;6169102.5
01.601.918/0001-59;2020-09-30;1;Outras Cotas de FI;ITAU TOP RF REFERENCIADO DI FICFI;5902521000158;;;;;;305508.52;1485306.62
01.601.918/0001-59;2020-12-31;2;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;6323559
01.601.918/0001-59;2020-12-31;2;Outras Cotas de FI;ITAU TOP RF REFERENCIADO DI FICFI;5902521000158;;;;;;115602.31;564776.8
01.601.918/0001-59;2020-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;52993.9;2586751.99
01.636.325/0001-28;2020-03-31;1;Outros Ativos Financeiros;Bradesco INVEST PLUS;61746948000112;;;;Aplicação Automática;;1;229.81
01.636.325/0001-28;2020-03-31;1;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;Aplicação Automática;;1;397582.16
01.636.325/0001-28;2020-06-30;1;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;Aplicação Automática;;1;337808.57
01.636.325/0001-28;2020-06-30;1;Outros Ativos Financeiros;Bradesco INVEST PLUS;61746948000112;;;;Aplicação Automática;;1;230.43
01.636.325/0001-28;2020-09-30;1;Outros Ativos Financeiros;Bradesco INVEST PLUS;61746948000112;;;;Aplicação Automática;;1;231.21
01.636.325/0001-28;2020-09-30;1;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;Aplicação Automática;;1;273372.92
01.636.325/0001-28;2020-12-31;1;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;Aplicação Automática;;1;288285.13
01.636.325/0001-28;2020-12-31;1;Outros Ativos Financeiros;Bradesco INVEST PLUS;61746948000112;;;;Aplicação Automática;;1;232.95
01.657.856/0001-05;2020-03-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF REF DI L;16916063000122;;;;;;290258.976963;539772.84
01.657.856/0001-05;2020-03-31;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;2;823534.37
01.657.856/0001-05;2020-06-30;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;1;829310
01.657.856/0001-05;2020-06-30;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16916063000122;;;;;;118315.321627;221410.45
01.657.856/0001-05;2020-09-30;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16916063000122;;;;;;115325.487335;216147.52
01.657.856/0001-05;2020-09-30;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;160;163677.58
01.657.856/0001-05;2020-09-30;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;1;669661.37
01.657.856/0001-05;2020-12-31;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;1;160142.99
01.657.856/0001-05;2020-12-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16916063000122;;;;;;203064.81;382221.78
01.657.856/0001-05;2020-12-31;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;1;672661.48
01.964.775/0001-40;2020-03-31;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;131;1175789.15
01.964.775/0001-40;2020-06-30;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;131;1175789.15
01.964.775/0001-40;2020-09-30;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;130;1166813.67
01.964.775/0001-40;2020-12-31;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;129;1157838.19
02.027.437/0001-44;2020-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;9665.16401;464809.02
02.027.437/0001-44;2020-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;8062.31531;390430.96
02.027.437/0001-44;2020-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;4833.17306;234854.33
02.027.437/0001-44;2020-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;1681.3;82068.26
02.508.235/0001-14;2020-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;8605.79;249417.92
02.508.235/0001-14;2020-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;346996.59;557868.51
02.508.235/0001-14;2020-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;37325.69;1813736.62
02.508.235/0001-14;2020-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;2446.23;119406.29
03.507.519/0001-59;2020-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;83510.41;4016113.75
03.507.519/0001-59;2020-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;76457.94;3802610.11
03.507.519/0001-59;2020-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;50089.42;2433953.69
03.507.519/0001-59;2020-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;69741.8;3404254.93
03.683.056/0001-86;2020-03-31;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;2148.98523;103347.21
03.683.056/0001-86;2020-03-31;1;Outras Cotas de FI;ITAU TOP RF REFERENCIADO DI FICFI;5902521000158;;;;;;5957084.72504;28637910.22
03.683.056/0001-86;2020-03-31;1;Cotas de Sociedades;Idea Empreendimentos SPE 11 Ltda;13392368000194;;;;;;1683640;33916447.43
03.683.056/0001-86;2020-06-30;1;Cotas de Sociedades;Idea Empreendimentos SPE 11 Ltda;13392368000194;;;;;;1683640;33916447.43
03.683.056/0001-86;2020-06-30;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;204438.52151;9900274.96
03.683.056/0001-86;2020-09-30;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;2654516.02799;128988696.57
03.683.056/0001-86;2020-09-30;1;Cotas de Sociedades;Idea Empreendimentos SPE 11 Ltda;13392368000194;;;;;;1683640;33916447.43
03.683.056/0001-86;2020-09-30;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;1817005;1817005
03.683.056/0001-86;2020-12-31;1;Cotas de Sociedades;Idea Empreendimentos SPE 11 Ltda;13392368000194;;;;;;1683640;34305149.88
03.683.056/0001-86;2020-12-31;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;1459547.91;71243834.72
03.683.056/0001-86;2020-12-31;1;FII;The One;12948291000123;;;;;;368;54419.84
03.683.056/0001-86;2020-12-31;1;FII;VBI Prime Properties;35652102000176;;;;;;12193;1175161.34
03.683.056/0001-86;2020-12-31;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;522121;57067825.3
03.683.056/0001-86;2020-12-31;1;FII;CSHG Real Estate;9072017000129;;;;;;20068;3131210.04
03.683.056/0001-86;2020-12-31;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;18170;1714884.6
03.855.441/0001-63;2020-03-31;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;20176.1186389;55575120.95
03.855.441/0001-63;2020-03-31;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;280862.2106122;57987652.2
03.855.441/0001-63;2020-03-31;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;127579.114411;26289002.07
03.855.441/0001-63;2020-06-30;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;19788.9080446;54884405.38
03.855.441/0001-63;2020-06-30;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;280110.2806542;58232734.49
03.855.441/0001-63;2020-06-30;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;116802.6250392;24234640.39
03.855.441/0001-63;2020-09-30;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;105016.5504216;21856718.24
03.855.441/0001-63;2020-09-30;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;21101.049695;58705736.27
03.855.441/0001-63;2020-09-30;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;280110.2806542;58414302.71
03.855.441/0001-63;2020-12-31;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;22590.2;63113174.66
03.855.441/0001-63;2020-12-31;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;279806.48;58596160.06
03.855.441/0001-63;2020-12-31;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;98425.99;20568563.22
04.066.582/0001-60;2020-03-31;1;Outras Cotas de FI;ITAÚ SOBERANO RF SIMPLES LP FIC;6175696000173;;;;;;4325.04;207894.58
04.066.582/0001-60;2020-06-30;1;Outras Cotas de FI;SOBERANO SIMPLES FIC;6175696000173;;;;;;5842.49177;282865.1
04.066.582/0001-60;2020-09-30;1;Outras Cotas de FI;BTGP TESOURO SELIC FI RF REFERENCIADO DI;9215250000113;;;;;;8147668.07;25169904.02
04.066.582/0001-60;2020-09-30;1;Outras Cotas de FI;SOBERANO SIMPLES FIC;6175696000173;;;;;;5503.63;267371.28
04.066.582/0001-60;2020-12-31;1;Outras Cotas de FI;SOBERANO SIMPLES FIC;6175696000173;;;;;;6051.68;295300.83
04.141.645/0001-03;2020-03-31;2;Outros Ativos Financeiros;CDB DI Banco Itaú;60701190000104;;;;CDB DI;;3;296519.63
04.141.645/0001-03;2020-03-31;2;Outros Ativos Financeiros;Aplicação Especial DI;60701190000104;;;;CDB;;429.4508;34405.16
04.141.645/0001-03;2020-03-31;2;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;800;832987.78
04.141.645/0001-03;2020-03-31;2;Outros Ativos Financeiros;Aplicação Itaú Especial RF;60701190000104;;;;CDB;;1451.45;119929.4
04.141.645/0001-03;2020-03-31;2;Outros Ativos Financeiros;Aplicação Itaú Cap Perf FIX MM;60701190000104;;;;CDB;;202.13;118323.19
04.141.645/0001-03;2020-03-31;2;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;700;730610.89
04.141.645/0001-03;2020-03-31;2;Outras Cotas de FI;Aplicação Itaú Premium Referenciado;60701190000104;;;;;;12825.96;1476221.72
04.141.645/0001-03;2020-03-31;2;Outros Ativos Financeiros;CDB Caxa Economica Federal;00.360.305/0001-04;;;;CDB;;1;1050730.43
04.141.645/0001-03;2020-03-31;2;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;CDB;;1;15921.7
04.141.645/0001-03;2020-06-30;2;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;CDB;;1;7383.9
04.141.645/0001-03;2020-06-30;2;Outros Ativos Financeiros;Aplicação Itaú Especial RF;60701190000104;;;;CDB;;1448.63;120230.75
04.141.645/0001-03;2020-06-30;2;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;800;500705.83
04.141.645/0001-03;2020-06-30;2;Outros Ativos Financeiros;Aplicação Itaú Cap Perf FIX MM;60701190000104;;;;CDB;;201.22;118874.36
04.141.645/0001-03;2020-06-30;2;Outras Cotas de FI;Aplicação Itaú Premium Referenciado;60701190000104;;;;;;4002.69;463063.93
04.141.645/0001-03;2020-06-30;2;Outros Ativos Financeiros;CDB Caxa Economica Federal;00.360.305/0001-04;;;;CDB;;1;1006525.14
04.141.645/0001-03;2020-06-30;2;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;700;735913.71
04.141.645/0001-03;2020-06-30;2;Outros Ativos Financeiros;Aplicação Especial DI;60701190000104;;;;CDB;;428.66;34494.02
04.141.645/0001-03;2020-06-30;2;Outros Ativos Financeiros;CDB DI Banco Itaú;60701190000104;;;;CDB DI;;3;1079929.67
04.141.645/0001-03;2020-09-30;1;Outros Ativos Financeiros;Aplicação Itaú Cap Perf FIX MM;60701190000104;;;;CDB;;201.22;119392.18
04.141.645/0001-03;2020-09-30;1;Outros Ativos Financeiros;CDB DI Banco Itaú;60701190000104;;;;CDB DI;;3;708365.82
04.141.645/0001-03;2020-09-30;1;Outros Ativos Financeiros;Aplicação Especial DI;60701190000104;;;;CDB;;428.66;34567.39
04.141.645/0001-03;2020-09-30;1;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;800;503171.68
04.141.645/0001-03;2020-09-30;1;Outros Ativos Financeiros;CDB Caxa Economica Federal;00.360.305/0001-04;;;;CDB;;1;1011456.15
04.141.645/0001-03;2020-09-30;1;Outras Cotas de FI;Aplicação Itaú Premium Referenciado;60701190000104;;;;;;6376.31;961429.37
04.141.645/0001-03;2020-09-30;1;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;700;739613.6
04.141.645/0001-03;2020-09-30;1;Outros Ativos Financeiros;Aplicação Itaú Especial RF;60701190000104;;;;CDB;;1448.63;120522.03
04.141.645/0001-03;2020-09-30;1;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;CDB;;1;137933.96
04.141.645/0001-03;2020-12-31;1;Outros Ativos Financeiros;CDB Caxa Economica Federal;00.360.305/0001-04;;;;CDB;;700;1016011.42
04.141.645/0001-03;2020-12-31;1;Outras Cotas de FI;Aplicação Itaú Premium Referenciado;60701190000104;;;;;;9372.82;1094335.48
04.141.645/0001-03;2020-12-31;1;Outros Ativos Financeiros;Aplicação Itaú Cap Perf FIX MM;60701190000104;;;;CDB;;200.94;119682.53
04.141.645/0001-03;2020-12-31;1;Outros Ativos Financeiros;CDB DI Banco Itaú;60701190000104;;;;CDB DI;;3;711657.83
04.141.645/0001-03;2020-12-31;1;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;1;505449.69
04.141.645/0001-03;2020-12-31;1;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;CDB;;1;142314.16
04.141.645/0001-03;2020-12-31;1;Outros Ativos Financeiros;Aplicação Itaú Especial RF;60701190000104;;;;CDB;;1447.47;120743.26
04.141.645/0001-03;2020-12-31;1;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;730;743031.97
