CNPJ_Fundo;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
31.469.385/0001-64;2020-12-31;2;Imóveis para renda em construção;Unidade 203;N/A;N/A
31.907.591/0001-09;2020-03-31;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2020-03-31;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2020-06-30;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2020-06-30;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2020-09-30;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2020-09-30;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2020-12-31;1;Imóveis para renda em construção;Imóvel B, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.907.591/0001-09;2020-12-31;1;Imóveis para renda em construção;Imóvel A, TERRENO FELTRINS;Não Aplicavel;Não Aplicavel
31.962.875/0001-06;2020-09-30;1;Imóveis para renda em construção;N/A;N/A;N/A
31.962.875/0001-06;2020-12-31;1;Imóveis para renda em construção;N/A;N/A;N/A
34.508.923/0001-70;2020-09-30;1;Imóveis para venda em construção;Não há;Não há;Não há
34.508.923/0001-70;2020-12-31;1;Imóveis para venda em construção;Não há;Não há;Não há
34.895.711/0001-93;2020-03-31;1;Imóveis para venda em construção;ALPHABURLEMARX LOTE A,B e C;não aplicavel;não aplicavel
34.895.711/0001-93;2020-03-31;1;Imóveis para venda em construção;ALPHACASTELLO;não aplicavel;não aplicavel
34.895.711/0001-93;2020-06-30;1;Imóveis para venda em construção;ALPHABURLEMARX LOTE A,B e C;não aplicavel;não aplicavel
34.895.711/0001-93;2020-06-30;1;Imóveis para venda em construção;ALPHACASTELLO;não aplicavel;não aplicavel
34.895.711/0001-93;2020-09-30;1;Imóveis para venda em construção;ALPHABURLEMARX LOTE A,B e C;não aplicavel;não aplicavel
34.895.711/0001-93;2020-09-30;1;Imóveis para venda em construção;ALPHACASTELLO;não aplicavel;não aplicavel
34.895.711/0001-93;2020-09-30;1;Imóveis para venda em construção;ALPHAVILLE BAURU;não aplicavel;não aplicavel
34.895.711/0001-93;2020-12-31;1;Imóveis para venda em construção;ALPHABURLEMARX LOTE A,B e C;não aplicavel;não aplicavel
34.895.711/0001-93;2020-12-31;1;Imóveis para venda em construção;ALPHACASTELLO;não aplicavel;não aplicavel
34.895.711/0001-93;2020-12-31;1;Imóveis para venda em construção;ALPHAVILLE BAURU;não aplicavel;não aplicavel
35.725.659/0001-90;2020-12-31;1;Imóveis para renda em construção;COM RES TEENA;Não há;Não há
36.098.375/0001-83;2020-06-30;1;Imóveis para renda em construção;Fabrica Pouso Alegre;O realizado foi superior ao previsto;Não houveram custos até o momento
36.098.375/0001-83;2020-09-30;1;Imóveis para renda em construção;N/A;N/A;N/A
36.098.375/0001-83;2020-12-31;1;Imóveis para renda em construção;N/A;N/A;N/A
36.517.660/0001-91;2020-12-31;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.517.660/0001-91;2020-12-31;1;Imóveis para renda em construção;Urbic Tomas Alves;não aplicável;não aplicável
36.517.660/0001-91;2020-12-31;1;Imóveis para renda em construção;Urbic Sabia;não aplicável;não aplicável
