CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 32B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 32C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 33A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 33C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 34B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 34C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 35A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 35B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 36A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 36B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 41A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 41B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 41C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 42A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 42C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 43B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 43C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 44A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 44B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 45A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 45C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 46A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 46B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 46C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 51A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 51B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 52A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 52C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 53A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 53B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 54C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 55A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 55B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 55C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 56C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 61A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 61B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 61C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 62B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 62C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 64B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 65B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 66A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 66C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 71B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 72B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 73A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 73B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 73C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 74C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 75B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 75C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 76A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 76B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 76C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 81C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 82C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 83B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 83C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 84B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 84C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 85B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 85C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;52.66;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 86B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
22.646.161/0001-90;2020-12-31;1;Família Freguesia do Ó - 86C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;47.43;1;;;Venda
24.703.709/0001-11;2020-06-30;1;Apto 142  - Ed Adriana Margarida;Rua Baluarte, nº230, Vila Olímpia - São Paulo;125;1;Direito de Propriedade;0.0936;Venda
24.703.709/0001-11;2020-06-30;1;Apto nº21 - Ed Luciana;Alameda Jauaperi, nº 1105 - Moema - São Paulo;167;1;Direito de Propriedade;0.1174;Venda
24.796.967/0001-90;2020-03-31;1;AAZ 1537 123;Rua Arthur Azevedo 1537 - 123;118.4;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;AB 169 62;Rua Antônio Borba 169 - 62;87.45;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;AB 192 81;Rua Antônio Borba 192 - 81;65.98;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;AB 489 32;Rua Antônio Borba 489  - 32;124;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;AFO 177 101;Rua Afonso Braz 177 - 101;280.88;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;AGU 921 131;Rua Alves Guimarães 921 - 129;128.95;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;AIC 668 62;Alameda dos Aicás 668 - 62;187.75;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ALA 336 61;Rua Alagoas 336 - 61;144.3;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ALA 337 51;Rua Alagoas 337 - 51;68.61;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ALG 960 54;Rua Alves Guimarães 960 - 54;70.8;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ALV 270 62;Rua Alvorada 270 - 62;149.9343;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ALV 735 54;Rua Alvorada 735 - 54;103.82;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ANA 746 72;Alameda dos Anapurus 746  - 72;60.325;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;API 445 61;Rua Apinajés 445 - 61;112;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;API 758 121;Rua Apiacás 758 - 121;152.4;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ARA 135 22;Rua Araioses 135  - 22;126.91;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ARA 137 51;Rua Aracaju 137 - 51;200;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ARA 298 121;Avenida Aratãs 298 - 121;102.17;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ARA 298 51;Avenida Aratãs 298 - 51;102.17;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ARA 298 81;Avenida Aratãs 298 - 81;102;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ARI 666 71;Rua Araguari 666 - 71;143.63;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;BRT 306 41;Rua Brentano 306 - 41;140.1;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;BRT 306 51;Rua Brentano 306 - 51;140.1;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;BT 426 201;Rua Barão da Torre 426 - 201;140;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;CA 853 22;Rua Casa do Ator 853 - 22;66.83;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;CB 755 11;Alameda Casa Branca 755 - 11;231.01;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;CEA 101 31;Rua Ceará 101 - 31;212.02;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;CEL 632 151;Rua Cônego Eugênio Leite 362 - 151;155.2;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;CEL 632 151;Rua Cônego Eugênio Leite 362 - 151;155.2;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;CMN 1060 32;Avenida Doutor Cardoso de Melo 1060 - 32;58.06;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;CRV 243 51;Rua Cristiano Viana 243 - 51;106.27;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;CRV 243 52;Rua Cristiano Viana 243 - 52;107.27;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;DAM 1251 11;Rua Doutor Augusto de Miranda 1251 - 11;71.49;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;DAT 16 41;Rua Doutor Alberto Tôrres 16 - 41;155.54;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;DJE 130 21;Rua Doutor José Elias 130 - 21;148.49;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;EES 170 41;Rua Engenheiro Edgar Egídio de souza 170 - 41;269.46;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ESA 140 63;Rua Doutor Eduardo de Souza Aranha 140 - 63;91;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;FID 618 41;Rua Fidalga 618 - 41;61.68;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;GC 968 61;Rua Gomes de Carvalho 968 - 64;64.1008;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;GIR 721 21;Rua Girassol 721 - 21;148.6;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;GIR 770 61;Rua Girassol 770 - 61;153.72;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;GMM 362 41;Alameda dos Guaramomis 362 - 41;155.12;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;GRA 148 121;Rua Graúna 148 - 121;166.85;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;HAR 765 91;Rua Harmonia 765 - 91;106.28;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;HIG 604 61;Avenida Higienópolis 604 - 61;295.305;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;HIG 968 24B;Avenida Higienópolis 968 - 24B;81.72;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;HU 184 43;Rua Humaitá, 184 - 43;103.23;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;IA 84 103;Rua Iara 84 - 103;44.45;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;IN 737 31;Rua Inhambu 737 - 31;168.52;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;IN 758 21;Rua Inhambu 770 - 21;141;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;INH 873 51;Rua Inhambu 873 - 51;83;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ITA 350 05;Rua Itambé 350 - 5;234.89;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;ITA 869 12;Rua Itapicuru, 881 - 12;121.76;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JAM 337 13;Rua Jorge Americano 337 - 13;79.77;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JAM 522 94;Avenida Jamaris 522 - 94;77;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JCO 227 72;Rua Jericó 227 - 72;56.2;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JL 215 201;Rua José Linhares 215 - 201;108;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JLI 215 201;Rua José Linhares 215 - 201;108;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JLI 95 507;Rua João Líra 95 - 507;70;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JRP 701 101;Alameda dos Jurupis 701 - 101;117.96;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JTA 1057 44;Rua Joaquim Távora 1057 - 44;106.97;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;JUR 520 64;Avenida Jurecê, 520 - 64;69.9425;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;LC 393 21;Rua Leão Coroado 393 - 21;216.67;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;LIS 71 92;Rua Lisboa 71 - 92;95.8;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MA 1419 42;Rua Monte Alegre 1419 - 42;123.87;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MA 781 102;Rua Monte Alegre 781 - 102;138.12;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MAL 791 14;Rua Monte Alegre 791 - 14;135.5;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MAC 417 54;Avenida Macuco 417 - 54;110.415;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MAL 791 14;Rua Monte Alegre 791 - 14;135;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MES 99 22;Rua Capitão Messías 99 - 22;142.31;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MES 99 71;Rua Capitão Messías 99 - 71;142.31;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MFG 230 131;Rua Maria Figueiredo 230 - 131;63.47;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MGD 657 61;Rua Ministro GodoI 657 - 61;149.08;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;MPR 159 73;Rua Martinico Prado 159 - 73;69.4;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;NHA 1170 84;Alameda dos Nhambiquaras 1170 - 84;41.935;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;OUR 115 46;Rua Ourânia 115 - 46;56;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;PARA 115 51;Rua Para 115 - 51;153.88;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;PAV 113 22;Avenida Pavão 113 - 22;39.91;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;PI 1184 31;Rua Piauí 1184 - 31;52;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;PIU 1149 31;Rua Piauí 1149 - 31;202;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;PRA 404 53;Rua Professor Artur Ramos 404 - 53;44;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;PRA 404 54;Rua Professor Artur Ramos 404 - 54;44;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;PTR 212 51;Rua Professor Tranquilli 212 - 51;84;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;RCC 70 1009;Rua Ciro Costa 70 - 1009;32;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;RPO 537 61;Rua Raul Pompéia 537 - 61;66;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;SBR 538 82;Rua Sabará 538 - 82;151;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;SVP 416 14;Rua São Vicente de Paula 416 - 14;156;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;TNL 372 81;Rua Tonelero 372 - 81;70;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-03-31;1;TU 536 53;Rua Tuim 536 - 53;58;1;Apartamento residencial pronto para venda;;Venda
24.796.967/0001-90;2020-06-30;1;AIM 1283 82;Rua Aimberê 1283 - 82;38.35;1;Apartamento residencial pronto para venda;0.00138699832818384;Venda
24.796.967/0001-90;2020-06-30;1;AP 588 12;Rua Artur Prado 588 - 12;263.78;1;Apartamento residencial pronto para venda;0.00641384187603028;Venda
24.796.967/0001-90;2020-06-30;1;GC 280 304;Rua Gilberto Cardoso 280  - 304;82;1;Apartamento residencial pronto para venda;0.005201912666677;Venda
24.796.967/0001-90;2020-06-30;1;PI 1246 51;Rua Piauí 1246 - 51;147.2;1;Apartamento residencial pronto para venda;0.00449038678068536;Venda
24.796.967/0001-90;2020-06-30;1;CRO 227 132;Rua Croata 227 - 132;72.52;1;Apartamento residencial pronto para venda;0.0011373403852788;Venda
24.796.967/0001-90;2020-06-30;1;ANA 746 124;Alameda dos Anapurus 746 - 124;60.325;1;Apartamento residencial pronto para venda;0.00193859344973334;Venda
24.796.967/0001-90;2020-06-30;1;MJMM 28 61B;Praça Monsenhor José Maria Monteiro 28 - 61B;54.432;1;Apartamento residencial pronto para venda;0.00155291753988915;Venda
24.796.967/0001-90;2020-06-30;1;SAB 563 82;Rua Sabará 563 - 82;97.73;1;Apartamento residencial pronto para venda;0.00279921417879944;Venda
24.796.967/0001-90;2020-06-30;1;MGD 539 22;Rua Ministro Godoi 539 - 22;105.9;1;Apartamento residencial pronto para venda;0.00208230281801636;Venda
24.796.967/0001-90;2020-06-30;1;RB 497 152;Rua Bergamota 497 - 152;80.5134;1;Apartamento residencial pronto para venda;0.00197308746348278;Venda
24.796.967/0001-90;2020-06-30;1;RPM 909 11B;Avenida Raimundo Pereira de Magalhães 909 - 11B;69.26;1;Apartamento residencial pronto para venda;0.00194373029487294;Venda
24.796.967/0001-90;2020-06-30;1;ARA 628 131;Alameda dos Arapanés 628 - 131;198.53;1;Apartamento residencial pronto para venda;0.0063642241962332;Venda
24.796.967/0001-90;2020-06-30;1;PAS 1777 28;Rua Pascal 1777 - 28;80.64;1;Apartamento residencial pronto para venda;0.00278738459653773;Venda
24.796.967/0001-90;2020-06-30;1;AL 1020 33L;Rua Aliança Liberal 1020 - 33;195.36;1;Apartamento residencial pronto para venda;0.00448691840240296;Venda
24.796.967/0001-90;2020-06-30;1;DMA 957 94;Rua Doutor Miranda de Azevedo 957 - 94;53;1;Apartamento residencial pronto para venda;0.00168175322982249;Venda
24.796.967/0001-90;2020-06-30;1;CV 275 15;Rua Campos Vergueiro 275 - 15;59.24;1;Apartamento residencial pronto para venda;0.00169878634443529;Venda
24.796.967/0001-90;2020-06-30;1;DAM 597 11;Rua Doutor Augusto de Miranda 597 - 11;60.12;1;Apartamento residencial pronto para venda;0.0019608800227607;Venda
24.796.967/0001-90;2020-06-30;1;MOA 781 32;Rua Monte Alegre 781 - 32;138.12;1;Apartamento residencial pronto para venda;0.00322599156851485;Venda
24.796.967/0001-90;2020-06-30;1;CTX 1289 12;Rua Cotoxó 1289 - 12;93.62;1;Apartamento residencial pronto para venda;0.00220496407984592;Venda
24.796.967/0001-90;2020-06-30;1;SC 159 11;Rua Salvador Caruso 159 - 11;75.48;1;Apartamento residencial pronto para venda;0.00177183882524359;Venda
24.796.967/0001-90;2020-06-30;1;CTX 1289 71;Rua Cotoxó 1289 - 71;92.75;1;Apartamento residencial pronto para venda;0.00216341376573617;Venda
24.796.967/0001-90;2020-06-30;1;QUA 936 73;Rua Quatá 936 - 73;52.47;1;Apartamento residencial pronto para venda;0.00182903997745706;Venda
24.796.967/0001-90;2020-06-30;1;AUR 329 32;Rua Aurélia 329 - 32;90.3;1;Apartamento residencial pronto para venda;0.00196224099938873;Venda
24.796.967/0001-90;2020-06-30;1;PAM 33 604;Rua Professor Antônio Maria Teixeira 33 - 604;80;1;Apartamento residencial pronto para venda;0.00567761602612605;Venda
24.796.967/0001-90;2020-06-30;1;RP 296 907;Rua Paim 296 - 907;36.36;1;Apartamento residencial pronto para venda;0.00112469211564261;Venda
24.796.967/0001-90;2020-06-30;1;TPI 251 42;Rua Tupi 251 - 42;36.5;1;Apartamento residencial pronto para venda;0.00119634166334578;Venda
24.796.967/0001-90;2020-06-30;1;AEL 240 22;Rua Doutor Alfredo Ellis 240 - 22;106.52;1;Apartamento residencial pronto para venda;0.00249384875570888;Venda
24.796.967/0001-90;2020-06-30;1;GDS 224 82;Rua Dr. Gabriel dos Santos 224 - 82;155.205;1;Apartamento residencial pronto para venda;0.0033795458061496;Venda
