CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
01.235.622/0001-61;2019-03-29;3;CESBOM;Ensino;1;0.0698
01.235.622/0001-61;2019-03-29;3;Citta America;Academia;0.857;0.127
01.235.622/0001-61;2019-03-29;3;Citta America;Comércio;0.114;0.017
01.235.622/0001-61;2019-03-29;3;Citta America;Serviços;0.029;0.004
01.235.622/0001-61;2019-03-29;3;Citta Office;Midia;1;0.0662
01.235.622/0001-61;2019-03-29;3;Conde de Bonfim,149;Comércio;1;0.0119
01.235.622/0001-61;2019-03-29;3;Dom Gerado 46;Governo;0.68;0.068
01.235.622/0001-61;2019-03-29;3;Dom Gerado 46;Logistica;0.118;0.012
01.235.622/0001-61;2019-03-29;3;Dom Gerado 46;Serviços;0.1;0.01
01.235.622/0001-61;2019-03-29;3;Golden Corporate;Auditoria;0.282;0.013
01.235.622/0001-61;2019-03-29;3;Golden Corporate;Consultoria;0.136;0.006
01.235.622/0001-61;2019-03-29;3;Golden Corporate;Engenharia;0.282;0.013
01.235.622/0001-61;2019-03-29;3;Golden Corporate;Seguros;0.3;0.014
01.235.622/0001-61;2019-03-29;3;Marechal Camara;TI;1;0.0158
01.235.622/0001-61;2019-03-29;3;Presidente Antonio Carlos;N/A;0;0
01.235.622/0001-61;2019-03-29;3;Primeiro de Março;Advocacia;1;0
01.235.622/0001-61;2019-03-29;3;Rio Branco 45;Advocacia;1;0.0076005
01.235.622/0001-61;2019-03-29;3;Senhor dos Passos 107;Comércio;1;0.0071
01.235.622/0001-61;2019-03-29;3;Sete de Setembro;Comércio;1;0.0055
01.235.622/0001-61;2019-03-29;3;Travessa do Ouvidor;Comércio;1;0.0099
01.235.622/0001-61;2019-03-29;3;Uruguaiana, 76;Comércio;1;0.0069001
01.235.622/0001-61;2019-03-29;3;Uruguaiana, 78;Comércio;1;0.0078
01.235.622/0001-61;2019-03-29;3;Metrpolitan;Hospitalar;1;0.2214
01.235.622/0001-61;2019-03-29;3;Largo de Santa Rita;N/A;0;0
01.235.622/0001-61;2019-03-29;3;Visconde de Inhauma;Hotelaria;1;0.1187
01.235.622/0001-61;2019-03-29;3;São Pedro da Aldeia;Água e Esgoto;1;0.0128
01.235.622/0001-61;2019-03-29;3;Dom Gerardo 40/42;N/A;0;0
01.235.622/0001-61;2019-03-29;3;Esquina 98;N/A;0;0
01.235.622/0001-61;2019-03-29;3;Teofilo Otoni 103;N/A;0;0
01.235.622/0001-61;2019-03-29;3;Teofilo Otoni 24;N/A;0;0
01.235.622/0001-61;2019-06-28;3;AV. Brasil, 20384;N/A;0;0
01.235.622/0001-61;2019-06-28;3;Av. Mem de Sá;N/A;0;0
01.235.622/0001-61;2019-06-28;3;Barão de Mesquita;ENSINO;1;0.0168
01.235.622/0001-61;2019-06-28;3;Cardeal Leme;ADVOCACIA;0.071;0.007
01.235.622/0001-61;2019-06-28;3;Cardeal Leme;COMERCIO;0.135;0.013
01.235.622/0001-61;2019-06-28;3;Cardeal Leme;CONSULTORIA;0.162;0.015
01.235.622/0001-61;2019-06-28;3;Cardeal Leme;CONTABILIDADE;0.128;0.012
01.235.622/0001-61;2019-06-28;3;Cardeal Leme;FINANCEIRO;0.175;0.016
01.235.622/0001-61;2019-06-28;3;Cardeal Leme;TI;0.205;0.019
01.235.622/0001-61;2019-06-28;3;Carioca;COMÉRCIO;1;0.0214
01.235.622/0001-61;2019-06-28;3;CESBOM;ENSINO;1;0.0698
01.235.622/0001-61;2019-06-28;3;Citta America;ACADEMIA;0.917;0.127
01.235.622/0001-61;2019-06-28;3;Citta America;COMERCIO;0.052;0.017
01.235.622/0001-61;2019-06-28;3;Citta America;SERVIÇOS;0.031;0.004
01.235.622/0001-61;2019-06-28;3;Citta Office;MÍDIA;1;0.0662
01.235.622/0001-61;2019-06-28;3;Conde de Bonfim,149;COMÉRCIO;1;0.0119
01.235.622/0001-61;2019-06-28;3;Dom Gerado 46;Governo;0.652;0.058
01.235.622/0001-61;2019-06-28;3;Dom Gerado 46;Logistica;0.12;0.011
01.235.622/0001-61;2019-06-28;3;Dom Gerado 46;Serviços;0.12;0.011
01.235.622/0001-61;2019-06-28;3;Golden Corporate;Auditoria;0.282;0.013
01.235.622/0001-61;2019-06-28;3;Golden Corporate;Consultoria;0.136;0.006
01.235.622/0001-61;2019-06-28;3;Golden Corporate;Engenharia;0.282;0.013
01.235.622/0001-61;2019-06-28;3;Golden Corporate;Seguros;0.3;0.014
01.235.622/0001-61;2019-06-28;3;Marechal Camara;TI;1;0.0158
01.235.622/0001-61;2019-06-28;3;Presidente Antonio Carlos;N/A;0;0
01.235.622/0001-61;2019-06-28;3;Primeiro de Março;Advocacia;1;0
01.235.622/0001-61;2019-06-28;3;Rio Branco 45;Advocacia;1;0.0076005
01.235.622/0001-61;2019-06-28;3;Senhor dos Passos 107;Comércio;1;0.0071
01.235.622/0001-61;2019-06-28;3;Sete de Setembro;Comércio;1;0.0055
01.235.622/0001-61;2019-06-28;3;Travessa do Ouvidor;Comércio;1;0.0099
01.235.622/0001-61;2019-06-28;3;Uruguaiana, 76;Comércio;1;0.0069001
01.235.622/0001-61;2019-06-28;3;Uruguaiana, 78;Comércio;1;0.0078
01.235.622/0001-61;2019-06-28;3;Metrpolitan;Hospitalar;1;0.2214
01.235.622/0001-61;2019-06-28;3;Largo de Santa Rita;N/A;0;0
01.235.622/0001-61;2019-06-28;3;Visconde de Inhauma;Hotelaria;1;0.1187
01.235.622/0001-61;2019-06-28;3;São Pedro da Aldeia;Água e Esgoto;1;0.0128
01.235.622/0001-61;2019-06-28;3;Dom Gerardo 40/42;N/A;0;0
01.235.622/0001-61;2019-06-28;3;Esquina 98;N/A;0;0
01.235.622/0001-61;2019-06-28;3;Teofilo Otoni 103;N/A;0;0
01.235.622/0001-61;2019-06-28;3;Teofilo Otoni 24;N/A;0;0
01.235.622/0001-61;2019-09-30;2;AV. Brasil, 20384;N/A;0;0
01.235.622/0001-61;2019-09-30;2;Av. Mem de Sá;N/A;0;0
01.235.622/0001-61;2019-09-30;2;Barão de Mesquita;ENSINO;1;0.0168
01.235.622/0001-61;2019-09-30;2;Cardeal Leme;ADVOCACIA;0.071;0.007
01.235.622/0001-61;2019-09-30;2;Cardeal Leme;COMERCIO;0.135;0.013
01.235.622/0001-61;2019-09-30;2;Cardeal Leme;CONSULTORIA;0.162;0.015
01.235.622/0001-61;2019-09-30;2;Cardeal Leme;CONTABILIDADE;0.128;0.012
01.235.622/0001-61;2019-09-30;2;Cardeal Leme;FINANCEIRO;0.175;0.016
01.235.622/0001-61;2019-09-30;2;Cardeal Leme;TI;0.205;0.019
01.235.622/0001-61;2019-09-30;2;Carioca;COMÉRCIO;1;0.0214
01.235.622/0001-61;2019-09-30;2;CESBOM;ENSINO;1;0.0698
01.235.622/0001-61;2019-09-30;2;Citta America;ACADEMIA;0.314;0.112
01.235.622/0001-61;2019-09-30;2;Citta America;COMERCIO;0.025;0.009
01.235.622/0001-61;2019-09-30;2;Citta America;ENSINO;0.656;0.233
01.235.622/0001-61;2019-09-30;2;Citta America;SERVIÇOS;0.005;0.002
01.235.622/0001-61;2019-09-30;2;Citta Office;MÍDIA;1;0.0662
01.235.622/0001-61;2019-09-30;2;Conde de Bonfim,149;COMÉRCIO;1;0.0119
01.235.622/0001-61;2019-09-30;2;Dom Gerado 46;Governo;0.811;0.086
01.235.622/0001-61;2019-09-30;2;Dom Gerado 46;Logistica;0.095;0.01
01.235.622/0001-61;2019-09-30;2;Dom Gerado 46;Serviços;0.094;0.01
01.235.622/0001-61;2019-09-30;2;Golden Corporate;Auditoria;0.316;0.013
01.235.622/0001-61;2019-09-30;2;Golden Corporate;Consultoria;0.066;0.003
01.235.622/0001-61;2019-09-30;2;Golden Corporate;Engenharia;0.324;0.013
01.235.622/0001-61;2019-09-30;2;Golden Corporate;Seguros;0.293;0.012
01.235.622/0001-61;2019-09-30;2;Marechal Camara;TI;1;0.017
01.235.622/0001-61;2019-09-30;2;Presidente Antonio Carlos;N/A;0;0
01.235.622/0001-61;2019-09-30;2;Primeiro de Março;Advocacia;1;0
01.235.622/0001-61;2019-09-30;2;Rio Branco 45;Advocacia;1;0.0076005
01.235.622/0001-61;2019-09-30;2;Senhor dos Passos 107;Comércio;1;0.005
01.235.622/0001-61;2019-09-30;2;Sete de Setembro;Comércio;1;0.0055
01.235.622/0001-61;2019-09-30;2;Travessa do Ouvidor;Comércio;1;0.0099
01.235.622/0001-61;2019-09-30;2;Uruguaiana, 76;Comércio;1;0.007
01.235.622/0001-61;2019-09-30;2;Uruguaiana, 78;Comércio;1;0.009
01.235.622/0001-61;2019-09-30;2;Metrpolitan;Hospitalar;1;0.201
01.235.622/0001-61;2019-09-30;2;Largo de Santa Rita;N/A;0;0
01.235.622/0001-61;2019-09-30;2;Visconde de Inhauma;Hotelaria;1;0.1187
01.235.622/0001-61;2019-09-30;2;São Pedro da Aldeia;Água e Esgoto;1;0.0128
01.235.622/0001-61;2019-09-30;2;Dom Gerardo 40/42;N/A;0;0
01.235.622/0001-61;2019-09-30;2;Esquina 98;N/A;0;0
01.235.622/0001-61;2019-09-30;2;Teofilo Otoni 103;N/A;0;0
01.235.622/0001-61;2019-09-30;2;Teofilo Otoni 24;N/A;0;0
01.235.622/0001-61;2019-12-31;2;AV. Brasil, 20384;N/A;0;0
01.235.622/0001-61;2019-12-31;2;Av. Mem de Sá;N/A;0;0
01.235.622/0001-61;2019-12-31;2;Barão de Mesquita;ENSINO;1;0.0168
01.235.622/0001-61;2019-12-31;2;Cardeal Leme;ADVOCACIA;0.071;0.007
01.235.622/0001-61;2019-12-31;2;Cardeal Leme;COMERCIO;0.135;0.013
01.235.622/0001-61;2019-12-31;2;Cardeal Leme;CONSULTORIA;0.162;0.015
01.235.622/0001-61;2019-12-31;2;Cardeal Leme;CONTABILIDADE;0.128;0.012
01.235.622/0001-61;2019-12-31;2;Cardeal Leme;FINANCEIRO;0.175;0.016
01.235.622/0001-61;2019-12-31;2;Cardeal Leme;TI;0.205;0.019
01.235.622/0001-61;2019-12-31;2;Carioca;COMÉRCIO;1;0.0214
01.235.622/0001-61;2019-12-31;2;CESBOM;ENSINO;1;0.0698
01.235.622/0001-61;2019-12-31;2;Citta America;ACADEMIA;0.928;0.157172
01.235.622/0001-61;2019-12-31;2;Citta America;COMERCIO;0.042;0.007173
01.235.622/0001-61;2019-12-31;2;Citta America;SERVIÇOS;0.029;0.004971
01.235.622/0001-61;2019-12-31;2;Citta Office;MÍDIA;1;0.0662
01.235.622/0001-61;2019-12-31;2;Conde de Bonfim,149;COMÉRCIO;1;0.0119
01.235.622/0001-61;2019-12-31;2;Dom Gerado 46;Governo;0.811;0.086
01.235.622/0001-61;2019-12-31;2;Dom Gerado 46;Logistica;0.095;0.01
01.235.622/0001-61;2019-12-31;2;Dom Gerado 46;Serviços;0.094;0.01
01.235.622/0001-61;2019-12-31;2;Golden Corporate;Auditoria;0.316;0.013
01.235.622/0001-61;2019-12-31;2;Golden Corporate;Consultoria;0.066;0.003
01.235.622/0001-61;2019-12-31;2;Golden Corporate;Engenharia;0.324;0.013
01.235.622/0001-61;2019-12-31;2;Golden Corporate;Seguros;0.293;0.012
01.235.622/0001-61;2019-12-31;2;Marechal Camara;TI;1;0.017
01.235.622/0001-61;2019-12-31;2;Presidente Antonio Carlos;N/A;0;0
01.235.622/0001-61;2019-12-31;2;Primeiro de Março;N/A;0;0
01.235.622/0001-61;2019-12-31;2;Rio Branco 45;Advocacia;1;0.0076005
01.235.622/0001-61;2019-12-31;2;Senhor dos Passos 107;Comércio;1;0.005
01.235.622/0001-61;2019-12-31;2;Sete de Setembro;Comércio;1;0.0055
01.235.622/0001-61;2019-12-31;2;Travessa do Ouvidor;Comércio;1;0.0099
01.235.622/0001-61;2019-12-31;2;Uruguaiana, 76;Comércio;1;0.007
01.235.622/0001-61;2019-12-31;2;Uruguaiana, 78;Comércio;1;0.009
01.235.622/0001-61;2019-12-31;2;Metrpolitan;Hospitalar;1;0.201
01.235.622/0001-61;2019-12-31;2;Largo de Santa Rita;N/A;0;0
01.235.622/0001-61;2019-12-31;2;Visconde de Inhauma;Hotelaria;1;0.1187
01.235.622/0001-61;2019-12-31;2;São Pedro da Aldeia;Água e Esgoto;1;0.0128
01.235.622/0001-61;2019-12-31;2;Dom Gerardo 40/42;N/A;0;0
01.235.622/0001-61;2019-12-31;2;Esquina 98;N/A;0;0
01.235.622/0001-61;2019-12-31;2;Teofilo Otoni 103;N/A;0;0
01.235.622/0001-61;2019-12-31;2;Teofilo Otoni 24;N/A;0;0
01.497.954/0001-14;2019-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-03-31;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2019-03-31;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-03-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2019-03-31;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-03-31;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2019-03-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-06-30;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2019-06-30;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-06-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2019-06-30;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-06-30;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2019-06-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-09-30;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2019-09-30;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-09-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2019-09-30;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-09-30;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2019-09-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-12-31;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2019-12-31;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-12-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2019-12-31;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2019-12-31;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2019-12-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.601.918/0001-59;2019-03-31;1;Eusébio Matoso;Banco;1;0.867728
01.601.918/0001-59;2019-03-31;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2019-03-31;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2019-03-31;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2019-03-31;1;Dantas Barreto;Banco;1;0.038748
01.601.918/0001-59;2019-03-31;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2019-03-31;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2019-03-31;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2019-03-31;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2019-03-31;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2019-03-31;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2019-03-31;1;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2019-06-30;1;Eusébio Matoso;Banco;1;0.862844
01.601.918/0001-59;2019-06-30;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2019-06-30;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2019-06-30;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2019-06-30;1;Dantas Barreto;Banco;1;0.035908
01.601.918/0001-59;2019-06-30;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2019-06-30;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2019-06-30;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2019-06-30;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2019-06-30;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2019-06-30;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2019-06-30;1;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2019-09-30;1;Eusébio Matoso;Serviço;1;0.850244
01.601.918/0001-59;2019-09-30;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2019-09-30;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2019-09-30;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2019-09-30;1;Dantas Barreto;Serviço;1;0.037534
01.601.918/0001-59;2019-09-30;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2019-09-30;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2019-09-30;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2019-09-30;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2019-09-30;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2019-09-30;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2019-09-30;1;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2019-12-31;1;Eusébio Matoso;Serviço;1;0.857108
01.601.918/0001-59;2019-12-31;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2019-12-31;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2019-12-31;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2019-12-31;1;Dantas Barreto;Serviço;1;0.041189
01.601.918/0001-59;2019-12-31;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2019-12-31;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2019-12-31;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2019-12-31;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2019-12-31;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2019-12-31;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2019-12-31;1;Joaquim Floriano;SetorN;0;0
01.633.741/0001-72;2019-03-31;1;Edificio Memorial Office Building;Turismo;0.430013;0.421148
01.633.741/0001-72;2019-03-31;1;Edificio Memorial Office Building;Transportes;0.154368;0.151185
01.633.741/0001-72;2019-03-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2019-03-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2019-06-30;1;Edificio Memorial Office Building;Turismo;0.266446;0.218147
01.633.741/0001-72;2019-06-30;1;Edificio Memorial Office Building;Transportes;0.212441;0.173931
01.633.741/0001-72;2019-06-30;1;Edificio Memorial Office Building;Transportes;0.149453;0.122361
01.633.741/0001-72;2019-06-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2019-09-30;1;Edificio Memorial Office Building;Turismo;0.247824;0.243799
01.633.741/0001-72;2019-09-30;1;Edificio Memorial Office Building;Transportes;0.185189;0.182182
01.633.741/0001-72;2019-09-30;1;Edificio Memorial Office Building;Transportes;0.130281;0.128166
01.633.741/0001-72;2019-09-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2019-12-31;1;Edificio Memorial Office Building;Turismo;0.245276;0.241848
01.633.741/0001-72;2019-12-31;1;Edificio Memorial Office Building;Transportes;0.190772;0.188106
01.633.741/0001-72;2019-12-31;1;Edificio Memorial Office Building;Transportes;0.128942;0.12714
01.633.741/0001-72;2019-12-31;1;Edificio Memorial Office Building;SetorN;0;0
01.636.325/0001-28;2019-03-31;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.636.325/0001-28;2019-03-31;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2019-03-31;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2019-03-31;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.124298
01.636.325/0001-28;2019-06-30;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.636.325/0001-28;2019-06-30;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2019-06-30;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2019-06-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.12429
01.636.325/0001-28;2019-09-30;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.636.325/0001-28;2019-09-30;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2019-09-30;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2019-09-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.12429
01.636.325/0001-28;2019-12-31;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.636.325/0001-28;2019-12-31;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2019-12-31;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2019-12-31;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.12429
01.657.856/0001-05;2019-03-31;1;Shopping Center Piedade;Calçados;0.139724;0.138176
01.657.856/0001-05;2019-03-31;1;Shopping Center Piedade;Vestuário;0.10244;0.101306
01.657.856/0001-05;2019-03-31;1;Shopping Center Piedade;Variedades;0.402116;0.397661
01.657.856/0001-05;2019-06-30;1;Shopping Center Piedade;Calçados;0.165843;0.1631
01.657.856/0001-05;2019-06-30;1;Shopping Center Piedade;Alimentação;0.089238;0.087762
01.657.856/0001-05;2019-06-30;1;Shopping Center Piedade;Variedades;0.210249;0.206772
01.657.856/0001-05;2019-09-30;1;Shopping Center Piedade;Calçados;0.140003;0.137859
01.657.856/0001-05;2019-09-30;1;Shopping Center Piedade;Alimentação;0.103116;0.101537
01.657.856/0001-05;2019-09-30;1;Shopping Center Piedade;Variedades;0.221449;0.218059
01.657.856/0001-05;2019-12-31;1;Shopping Center Piedade;Calçados;0.132837;0.131462
01.657.856/0001-05;2019-12-31;1;Shopping Center Piedade;Confecções;0.108167;0.107047
01.657.856/0001-05;2019-12-31;1;Shopping Center Piedade;Variedades;0.187481;0.18554
02.027.437/0001-44;2019-03-31;1;Ed Brasílio Machado;Serviços;0.4579;0.5364
