CNPJ_Fundo;Data_Referencia;Versao;Endereco;Area;Outras_Caracteristicas_Relevantes;Percentual_Terreno_Total_Investido;Percentual_Terreno_PL
11.326.746/0001-06;2019-09-30;1;Rodovia Santos Dumont (SP 075);98319;Km 59-900m;1;0
14.788.458/0001-61;2019-09-30;1;Rua do Pinheiro, 50, Famengo, Rio de Janeiro, RJ.;652.59;Imóvel em desenvolvimento;1;0.935539748
14.788.492/0001-36;2019-09-30;2;RJ;;;0.143606826214995;0.206658185995514
14.788.492/0001-36;2019-09-30;2;SP;;;0.122602897049271;0.176432367247397
16.671.412/0001-93;2019-06-30;1;Multimodal D Caxias - Pátio;52040.3;N/A;1;0.236888
16.671.412/0001-93;2019-09-30;1;Multimodal D Caxias - Pátio;52040.3;N/A;1;0.236888
16.671.412/0001-93;2019-12-31;1;Multimodal D Caxias - Pátio;52040.3;N/A;1;0.236888
18.950.957/0001-64;2019-03-31;1;Rua Nossa senhora do Sorriso  - Bairro Área de Expansão Urbana, Sorriso - MT;26893.4;Terreno;0.0021;0.0067
18.950.957/0001-64;2019-03-31;1;Itinga I, zona rural -  Barra Velha/SC II;425000;Terreno;0.0201;0.066
18.950.957/0001-64;2019-06-30;1;Botucatu-SP;14048.6;Terreno;0.0089;0.029
18.950.957/0001-64;2019-06-30;1;Rio Grande - RS;28255;Terreno;0.0052;0.0168
18.950.957/0001-64;2019-06-30;1;Resende - RJ;22000;Terreno;0.006;0.0196
18.950.957/0001-64;2019-09-30;1;Barra Velha - SC;312000;Terreno;0.1699;0.04104
22.104.821/0001-00;2019-09-30;1;Setor Solange;330.45;21 lotes;0.011041;0.031244
23.120.098/0001-16;2019-03-31;1;Bairro de Pescaria - Itapetininga;1.1616e+006;o fundo possui 100% do imóvel;0.267953;0.014332
23.120.098/0001-16;2019-06-30;1;Bairro de Pescaria - Itapetininga;1.1616e+006;o fundo possui 100% do imóvel;0.267953;0.0049
23.120.098/0001-16;2019-09-30;1;Bairro de Pescaria - Itapetininga;1.1616e+006;o fundo possui 100% do imóvel;0.267953;0.0049
24.976.492/0001-13;2019-12-30;1;30º Subdistrito Ibirapuera;7.73061e+006;matricula 66.079;;
24.976.492/0001-13;2019-12-30;1;Rua Francisco Tramontano 30º Subdistrito Ibirapuera;3.16635e+006;matricula 67.800;;
24.976.492/0001-13;2019-12-30;1;30º Subdistrito Ibirapuera;34447.6;matricula 189.371;;
26.502.761/0001-35;2019-06-28;2;Vila Ipiranga, Londrina, Paraná;443;matricula 110.962;0.33036634;
26.502.794/0001-85;2019-12-31;2;Avenida Ceci, 1649 - Barueri/SP;30104.4;Galpão Logístico;0.8;0.0470527755671825
28.516.650/0001-03;2019-03-31;1;N/A;0;N/A;0;0
28.516.650/0001-03;2019-06-30;1;N/A;0;N/A;0;0
28.516.650/0001-03;2019-09-30;1;N/A;0;N/A;0;0
28.516.650/0001-03;2019-12-31;1;N/A;0;N/A;0;0
28.548.288/0001-52;2019-12-31;1;Rodovia Federal BR 222 - Tabapua - Caucáia/CE;90000;km 4,5 - Matrivula 2125;1;0.976151
28.693.595/0001-27;2019-03-31;1;N/A;0;N/A;0;0
28.693.595/0001-27;2019-06-30;1;N/A;0;N/A;0;0
28.693.595/0001-27;2019-09-30;1;N/A;0;N/A;0;0
28.693.595/0001-27;2019-12-31;1;N/A;0;N/A;0;0
28.899.178/0001-35;2019-09-30;1;Av. Rebouças, 2.492, 2.516 e 2.538  e Rua taçainha, 61 - Pinheiros São Paulo-SP;2157;Lote 3, 4 e 5;1;0
30.791.386/0001-68;2019-06-30;1;N/A;0;N/A;0;0
30.791.386/0001-68;2019-09-30;1;N/A;0;N/A;0;0
30.791.386/0001-68;2019-12-31;2;N/A;0;N/A;0;0
30.871.716/0001-25;2019-12-31;1;Rua Correia dias, 73 e 93;106.24;Imovel, inscrito sob amatricula de 125515;1;0.093363
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;157.42;Unidade 102;0.000659;1.3076
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;310.43;Unidade 103;0.0013;0.9711
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;159.18;Unidade 104;0.000666;0.7694
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;438.02;Unidade 109;0.001834;0.767
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;239.64;Unidade 201;0.001003;0.9302
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;148.36;Unidade 202;0.000621;0.4748
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;240.38;Unidade 203;0.001006;0.4748
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;148.36;Unidade 204;0.000621;0.5095
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;290.63;Unidade 209;0.001217;0.5038
31.469.385/0001-64;2019-03-31;1;Avenida Europa, 105 - Jardim Paulista;254.76;Unidade 210;0.001067;0.8154
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;157.42;Unidade 102;0.000659;0.3098
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;310.43;Unidade 103;0.0013;0.5971
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;159.18;Unidade 104;0.000666;0.3132
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;438.02;Unidade 109;0.001834;0.804
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;239.64;Unidade 201;0.001003;0.4716
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;148.36;Unidade 202;0.000621;0.2919
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;240.38;Unidade 203;0.001006;0.473
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;148.36;Unidade 204;0.000621;0.2919
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;290.63;Unidade 209;0.001217;0.5719
31.469.385/0001-64;2019-06-30;1;Avenida Europa, 105 - Jardim Paulista;254.76;Unidade 210;0.001067;0.5014
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;157.42;Unidade 102;0.000659;0.3098
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;310.43;Unidade 103;0.0013;0.5971
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;159.18;Unidade 104;0.000666;0.3132
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;438.02;Unidade 109;0.001834;0.804
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;239.64;Unidade 201;0.001003;0.4716
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;148.36;Unidade 202;0.000621;0.2919
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;240.38;Unidade 203;0.001006;0.473
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;148.36;Unidade 204;0.000621;0.2919
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;290.63;Unidade 209;0.001217;0.5719
31.469.385/0001-64;2019-09-30;1;Avenida Europa, 105 - Jardim Paulista;254.76;Unidade 210;0.001067;0.5014
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;157.42;Unidade 102;0.000659;0.3098
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;310.43;Unidade 103;0.0013;0.5971
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;159.18;Unidade 104;0.000666;0.3132
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;438.02;Unidade 109;0.001834;0.804
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;239.64;Unidade 201;0.001003;0.4716
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;148.36;Unidade 202;0.000621;0.2919
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;240.38;Unidade 203;0.001006;0.473
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;148.36;Unidade 204;0.000621;0.2919
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;290.63;Unidade 209;0.001217;0.5719
31.469.385/0001-64;2019-12-31;1;Avenida Europa, 105 - Jardim Paulista;254.76;Unidade 210;0.001067;0.5014
31.907.591/0001-09;2019-12-31;1;Rua dos Feltrins;27654.5;Imóvel, inscrito sob a matrícula 36851;1;1.57826555890297
31.907.591/0001-09;2019-12-31;1;Rua dos Feltrins;87742.3;Imóvel, inscrito sob a matrícula 36850;1;1.57826555890297
31.962.875/0001-06;2019-03-31;3;Av. Antônio João Abdalla, 260 - Cajamar /SP - CEP: 07.776.-700;94111.3;PLD Cajamar II;0.119316110233386;0.0175683507838756
31.962.875/0001-06;2019-03-31;3;Av. Antônio Candido Machado, 3100 - Cajamar / SP - CEP: 07.776-415;366314;PLD Cajamar III;0.547969169107862;0.0806841135099466
31.962.875/0001-06;2019-03-31;3;Rodovia Presidente Castelo Branco (SP 280) KM 46 - Araçariguama - SP - CEP: 18.147-000;192659;PLD Castelo Branco KM46;0.140019183046366;0.0206167140331562
31.962.875/0001-06;2019-03-31;3;Av. Guandu, 1000 - Campo Alegre Queimados / RJ - CEP: 26.320-270;288824;PLD Queimados;0.192695537612386;0.028372889399764
31.962.875/0001-06;2019-06-30;3;Av. Antônio João Abdalla, 260 - Cajamar /SP - CEP: 07.776.-700;94111.3;PLD Cajamar II;0.119316110233386;0.0175683507838756
31.962.875/0001-06;2019-06-30;3;Av. Antônio Candido Machado, 3100 - Cajamar / SP - CEP: 07.776-415;366314;PLD Cajamar III;0.547969169107862;0.0806841135099466
31.962.875/0001-06;2019-06-30;3;Rodovia Presidente Castelo Branco (SP 280) KM 46 - Araçariguama - SP - CEP: 18.147-000;192659;PLD Castelo Branco KM46;0.140019183046366;0.0206167140331562
31.962.875/0001-06;2019-06-30;3;Av. Guandu, 1000 - Campo Alegre Queimados / RJ - CEP: 26.320-270;288824;PLD Queimados;0.192695537612386;0.028372889399764
33.842.871/0001-01;2019-09-30;1;Av. Lomanto Junior, BR-116 - Cidade Nova - BA;29982.8;Serrinha mat. 17.357;1;0
33.842.871/0001-01;2019-09-30;1;Travessa Cidade de Araci, esquina com a rua projetada - Cidade Nova BA;2967.52;Serrinha mat. 17.358;1;0
33.842.871/0001-01;2019-09-30;1;GLEBA 2 - as Margens Rodovia Lomanto Junior;207555;Baixa da Areia - Zona Rural Sr. Do Bonfim-BA  - Mat.2450;1;0
33.842.871/0001-01;2019-12-31;1;Av. Lomanto Junior, 1575-Cidade Nova-BA;10000;Jequié mat. 37.922;1;0
33.884.197/0001-28;2019-09-30;1;Al 101 ( Sitio Marceneiro);250000;matricula nº 897 do serviço notarial e registral da comarca de Passo de Camaragibe / AL.;1;0.97774
34.895.711/0001-93;2019-12-31;1;Estrada Municipal Bela Vista, nº 2550 - Santana de Parnaíba;32518.4;Lote com 3 unidades;0.5;0.638334600280913
34.895.711/0001-93;2019-12-31;1;Rua Paraná, Itu/SP;352953;Lote de 22 unidades;0.5;3.96920013406785
