CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
17.282.011/0001-04;2019-06-28;1;Galpão São José;Av. Osvaldo José do Amaral S/N, Galpão, São José, SC, 88113-848;2019-06-10;47912.9;1;Direito de Propriedade;0.39;0.61
17.282.011/0001-04;2019-09-30;1;Galpão Campinas;Rua Maria Luiza Pompeo de Camargo 333, , Campinas, SP, 13082-325;2019-07-03;31641.54;1;Direito de Propriedade;0.22;0.2
17.282.011/0001-04;2019-12-31;2;Galpão Cotia;Estrada da Capuavam 100, Galpão, Cotia, SP, 06715-725;2019-12-30;7538.31;1;Não possui caracteristicas que destoem dos demais;0.1662;0.1768
19.722.048/0001-31;2019-03-31;1;GUA 538 - 91;Rua Guarará, nº 538 apto 91;2019-02-12;122.67;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-03-31;1;CAC 96 64;Rua Caconde, 96 - 64;2019-03-19;121.05;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-06-30;2;GUA 538 - 91;Rua Guarará, nº 538 apto 91;2019-02-12;122.67;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-06-30;2;CAC 96 64;Rua Caconde, 96 - 64;2019-03-19;121.05;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;IN 532 31;Rua Inhambu, 532 - apto 31;;113;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;CON 3630 81;Rua da Consolação, 3630 - apto 81;;138;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;HNO 131 62;Rua Hans Nobiling, 131 - apto 62;;99;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;ITA 323 122;Rua Itacema, 323 - apto 122;;83;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;ITA 198 51;Rua Itacema, 198 - apto 51;;105;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;CAC 426 91;Rua Caconde, 426 - apto 91;;179;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;BPA 49 92;Rua Bandeira Paulista, 49 - apto 92;;116;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;FC 377 12;Al. Fernão Cardim, 377 - apto 12;;142;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;TIE 471 - 103;Al. Tietê, 471 - apto 103;;109;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;MRA 495 51;Al. Ministro Rocha Azevedo, 495 - apto 51;;139;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;JAU 1863 72;Al. Jaú, 1863 - apto 72;;114;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;LO 1706 - 72;Al. Lorena, 1706 - apto 72;;115;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;CAM 911 - 111;Al. Campinas, 911 - apto 111;;126;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;Alameda Jaú, 88 - Apt 73;Al. Jaú, 88 - apto 73;;132;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;MLO 272 - A154;Rua Marcos Lopes, 272 - apto A 154;;76;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;JEL 1516 - 24;Al. Joaquim Eugênio de Lima, 1516 - apto 24;;98;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;FR 850 - 72;Al. Franca, 850 - apto 72;;99;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;GUA 77 - 113;Rua Guarará, 77 - apto 113;;122;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;TAB 133 - 33;Rua Tabapuã, 133 - apto 33;;48;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;JAU 88 133 (permuta);Al. Jaú, 88 - apto 133;;132;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;CLD 506 - 104;Rua Clodomiro Amazonas, 506 - apto 104;;70;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;MAT 129 - 162;Rua da Mata, 129 - apto 162;;139;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;CON 3268 - 112;Rua da Consolação, 3268 - apto 112;;123;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;BPA 147 - 153;Rua Bandeira Paulista, 147 - apto 153;;100;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;AF 109 -71;Rua Antônio Felício 109 - apto 71;;110;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;URI 111 - 32;Rua Urimonduba, 111 - apto 32;;142;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;MG 475 - 23;Rua Manuel Guedes, 475 - apto 23;;130;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;CON 2801 - 43;Rua da Consolação, 2801 - apto 43;;100;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;CIN 63 - 41;Rua Cinderela, 63 - apto 41;;207;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;BC 2316 - 93;Rua Bela Cintra, 2316 - apto 93;;102;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;JEL 1095 - 104;Al. Joaquim Eugênio de Lima, 1095 - apto 104;;105;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;JAU 731 - 191;Al. Jaú, 731- apto191;;141;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;RMG 69 - 101;Rua Romilda Margarida Gabriel, 69 - apto 101;;84;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;JEL 1601 - 23;Al. Joaquim Eugênio de Lima, 1601 - apto 23;;103;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;PG 1769 63;Rua Peixoto Gomide, 1769 - apto 63;;109;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;JLO 713 - 61;Rua João Lourenço, 713 - apto 61;;161;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;BPA 147 - 92;Rua Bandeira Paulista, 147 - apto 92;;100;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;JEL 1601 74;Al. Joaquim Eugênio de Lima, 1601 - apto 74;;103;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;HL 1141 - 92;Rua Hadock Lobo, 1141 - apto 92;;106;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;AF 109 - 12;Rua Antônio Felício 109 - apto 12;;110;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;FR 162 - 121;Al. Franca, 162 - apto 121;;113;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;ITU 1267 - 42;Al. Itu, 1267 - apto 42;;136;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;MRA 976 - 62;Al. Ministro Rocha Azevedo, 976 - apto 62;;127;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-09-30;1;BB 435 - 131;Rua Bueno Brandão, 435 - apto 131;;102;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;BAT 263 112;Rua Batataes 263 - 112;2019-12-24;167.27;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;BPA 49 84;Rua Bandeira Paulista 49 - 84;2019-12-30;91.06;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;BPA 97 53;Rua Bandeira Paulista 97 - 53;2019-12-28;91.06;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;CAC 50 72;Rua Caconde 50 - 72;2019-12-19;179.11;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;CPF 65 121;Rua Capitão Pinto Ferreira 65 - 121;2019-12-18;134.6;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;DMA 265 72;Rua Doutor Melo Alves 265 - 72;2019-12-23;100.55;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;FR 699 62;Alameda Franca 699 - 62;2019-12-13;156.15;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;GUA 153 75;Alameda dos Guaramomis 153 - 75;2019-12-18;122.33;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;HL 997 42;Rua Haddock Lobo 997 - 42;2019-12-09;137;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;ITA 199 31;Rua Itacema 199 - 31;2019-12-11;105.95;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;ITA 300 111;Rua Itacema 300 - 111;2019-11-30;105.95;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;ITA 366 122;Rua Itacema 366 - 111;2019-12-11;83;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;ITA 97 62;Rua Itacema 97 62;2019-11-27;206;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;ITU 1209 102;Alameda Itu 1209 102;2019-11-27;172.66;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;JAU 88 122;Alameda Jaú 88 - 122;2019-11-28;132.4;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;JEL 1095 91;Alameda Joaquim Eugênio de Lima 1095 - 91;2019-11-30;105.47;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;JEL 1601 93;Alameda Joaquim Eugênio de Lima 1601 93;2019-11-22;105.47;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;JES 294 21;Rua Jesuãno Arruda 294 21;2019-11-26;53.35;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;JL 763 142;Rua João Lourenço 763 142;2019-11-28;161.45;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;JML 284 21;Rua José Maria Lisboa 284 - 21;2019-11-08;198.75;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;LO 174 92;Alameda Lorena 174 - 92;2019-11-13;155.6;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;MRA 495 142;Alameda Ministro Rocha Azevedo 495 - 142;2019-11-04;139.55;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;MRA 976 114;Alameda Ministro Rocha Azevedo 976 - 114;2019-11-01;127.96;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;MRA 976 94;Alameda Ministro Rocha Azevedo 976 - 94;2019-10-31;127.96;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;OBR 54 102;Rua Ouro Branco 54 - 102;2019-10-31;194.28;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;PED 104 31;Rua Pedroso Alvarenga 104 - 31;2019-10-29;186;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;PED 401 62;Rua Pedroso Alvarenga 401 - 62;2019-10-30;186;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;PJM 494 31;Rua Padre João Manuel 758 - 73;2019-10-31;105.95;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;PJM 758 31;Rua Padre João Manuel 758 - 73;2019-10-31;154.29;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;TAB 222 101;Rua Tabapuã 222 -101;2019-10-31;165.95;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;URU 333 142;Rua Urussui 333 - 142;2019-10-28;142.02;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2019-12-31;1;URU 333 162;Rua Urussui 333 - 162;2019-10-29;142.02;1;Apartamento residencial pronto para venda;;
20.003.001/0001-05;2019-12-31;1;Tech Town;Rodovia SP 101 Km 9.5, N/A, Hortolândia, SP, 13187-057;2019-12-17;20556;1;Não possui caracteristicas que destoem dos demais;0.189466;0.510376
21.126.204/0001-43;2019-12-31;1;Av. João de Barros;Av. João de Barros, 1812 - Encruzilhada - Recife;2019-11-01;1625;1;Loja;3.63646045755969E-05;3.60525476346243E-05
23.964.908/0001-10;2019-03-31;1;Torre 3-1605;Av. Tancredo Neves, 199-2506 CEP: 42820020 Salvador BA;2019-01-05;71.95;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre3 -1806;Av. Tancredo Neves, 199-2312 CEP: 42820020 Salvador BA;2019-01-07;51.03;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2309;Av. Tancredo Neves, 199-2111 CEP: 42820020 Salvador BA;2019-01-26;52.25;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre - 2212;Av. Tancredo Neves, 199-1812 CEP: 42820020 Salvador BA;2019-01-26;70.85;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2509;Av. Tancredo Neves, 199-1709 CEP: 42820020 Salvador BA;2019-01-26;52.25;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 1809;Av. Tancredo Neves, 199-1213 CEP: 42820020 Salvador BA;2019-01-26;49.15;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 1411;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2018-12-28;52.65;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0;0
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2706;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-01-26;51.03;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 1211;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-02-07;52.65;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 1305;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-02-09;71.95;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0;0
23.964.908/0001-10;2019-03-31;1;Torre - 1105;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-02-16;71.95;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2602;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-02-16;52.25;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0;0
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2812;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-02-16;70.85;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2609;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-02-26;52.25;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 03 - 2213;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-03-23;51.03;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2710;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-03-25;50.52;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2109;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-03-28;52.25;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 505;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-03-28;83.75;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0
23.964.908/0001-10;2019-03-31;1;Torre 3 - 812;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-03-28;72.25;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2012;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-03-28;70.85;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 2102;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-03-28;52.25;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-03-31;1;Torre 3 - 1107;Av. Tancredo Neves, 199-1109 CEP: 42820020 Salvador BA;2019-03-29;51.03;1;Contrato global de rec. de obrigacoes, comprom. dacao em pagto, obrigacoes de fazer e outras avencas;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2602 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;52.25;1;N/A;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2812 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;70.85;1;N/A;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade  2609 -Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2213 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2710 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;50.52;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2109 -Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 505 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;83.75;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 812 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;72.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2012 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;70.95;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2102 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1107 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2013 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2409 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-04-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1005 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-05-01;71.95;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1613 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-05-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1712 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-05-01;70.95;1;N/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2002 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-05-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2714 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-05-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 413 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-05-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1906 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-05-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2506 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador BA;2019-05-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 503 - Torre 3;Av. Tancredo Neves, 199, CEP: 42820020 Salvador Prime;2019-06-01;52.02;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1802 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;52.65;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2507 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2311 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2911 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2814 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 705 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;83.75;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1702 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;52.65;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2711 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2805 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;70.85;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2810 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;50.52;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1308 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;70.95;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2909 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 2909 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-06-01;52.25;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1508 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-07-01;71.20;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 1608 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-07-01;70.95;1;n/a;0.001;0.001
23.964.908/0001-10;2019-06-28;1;Unidade 806 - Torre 3;Av. Tancredo Neves, 199 , CEP: 42820020 Salvador BA;2019-07-01;51.03;1;n/a;0.001;0.001
23.964.908/0001-10;2019-09-30;2;SPT3 - 1508;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;71.95;1;N/A;0.0187042686485295;0.00103404622619737
23.964.908/0001-10;2019-09-30;2;SPT3 - 1608;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;71.95;1;N/A;0.0188573669365734;0.00104251010735539
23.964.908/0001-10;2019-09-30;2;SPT2 - 806;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;51.03;1;N/A;0.0136626627113422;0.000755326234986555
23.964.908/0001-10;2019-09-30;2;SPT3 - 1708;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;71.95;1;N/A;0.0188329086136984;0.00104115795416816
23.964.908/0001-10;2019-09-30;2;SPT3 - 2908;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;70.85;1;N/A;0.0192731584254472;0.00106549671153833
23.964.908/0001-10;2019-09-30;2;SPT2 - 209;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;48.15;1;N/A;0.0134230628015146;0.000742080200767842
23.964.908/0001-10;2019-09-30;2;SPT3 - 2208;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;70.85;1;N/A;0.019370991716947;0.00107090532428725
23.964.908/0001-10;2019-09-30;2;SPT3 - 2608;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;70.85;1;N/A;0.0191978267909924;0.00106133207972165
23.964.908/0001-10;2019-09-30;2;SPT3 - 2508;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;70.85;1;N/A;0.0191489101452426;0.00105862777334719
23.964.908/0001-10;2019-09-30;2;SPT3 - 2604;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;52.25;1;N/A;0.0159622738762721;0.000882457869561532
23.964.908/0001-10;2019-09-30;2;SPT3 - 2013;Avenida Tancredo Neves, 2227,São Caetano, Salvador - BA;2019-07-01;51.03;1;N/A;0.0139640391956313;0.000771987523492386
23.964.908/0001-10;2019-09-30;2;Ed. Solmaior Ap 1301;Av. Prefeito Mendes de Moraes, 1100 Apto 1301. São Conrado,Rio de Janeiro-RJ;2019-07-01;530;1;N/A;0.334692839341189;0.0185031488779031
