CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.762.723/0001-28;2019-09-30;1;0;0;0;0;0;0;0;0;0;0;3519762.77;3362859.14;-107718.21;-107718.21;;;;;;;-294341.63;-294341.63;3117702.93;2960799.3;0;0;0;0;0;0;0;0;0;0;3117702.93;2960799.3;32220.67;32220.67;0;0;0;0;0;0;32220.67;32220.67;0;0;-88545.87;-85271.89;;;;;;;;;;;;;;;-7396.14;-7396.14;;;-38582.53;-38582.53;;;;;;;;;-7334.68;-8687.2;-141859.22;-139937.76;3008064.38;2853082.21;2853082.21;2710428.0995;;152269.19;2862697.2895;-1898402.34;964294.9495;1.00337
00.762.723/0001-28;2019-12-31;1;0;0;0;0;0;0;0;0;0;0;3738981.99;3288266.68;-18987.13;-18987.13;;;;;14100000;;-306642.76;-306642.76;17513352.1;2962636.79;0;0;0;0;0;0;0;0;0;0;17513352.1;2962636.79;26781.11;26781.11;0;0;0;0;0;0;26781.11;26781.11;0;0;-91042.16;-92277.8;;;;;;;;;;;-8046.65;-8046.65;;;-7648.6;-7648.6;;;-4872.26;-4872.26;;;;;;;;;-11805.1;-11805.1;-123414.77;-124650.41;17416718.44;2864767.49;5717849.7;5431957.215;;257418.41;5689375.625;-4746356.07;943019.555;0.99502
00.868.235/0001-08;2019-03-31;1;0;0;0;0;0;0;0;0;0;0;1946708.16;2048028.46;-766482.24;-766482.24;0;0;0;0;0;0;-346225.84;-347623.49;834000.08;933922.73;0;0;0;0;0;0;0;0;0;0;834000.08;933922.73;3327.78;3327.78;0;0;0;0;0;0;3327.78;3327.78;0;0;-113135.77;-108965.56;0;0;0;0;0;0;0;0;0;0;-7780;-7780;0;0;-482619.21;-482619.21;0;0;-1578.26;-1578.26;0;0;0;0;0;0;0;0;-27400.5;-27400.5;-632513.74;-628343.53;204814.12;308906.98;308906.98;293461.631;;63399.02;356860.651;-356860.65;0.001;1.155237
00.868.235/0001-08;2019-06-30;1;0;0;0;0;0;0;0;0;0;0;2127504.24;2041896.52;-442200.82;-438084.19;0;0;0;0;0;0;-492235.82;-464863.76;1193067.6;1138948.57;0;0;0;0;0;0;0;0;0;0;1193067.6;1138948.57;4140.81;4140.81;0;0;0;0;0;0;4140.81;4140.81;0;0;-102015.22;-100625.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6279.56;-6279.56;0;0;-3658.16;-3658.16;0;0;0;0;0;0;0;0;89171.4;89549.44;-22781.54;-21013.42;1174426.87;1122075.96;1430982.94;1359433.793;;13679.25;1373113.043;-1072942.87;300170.173;0.959559
00.868.235/0001-08;2019-09-30;1;0;0;0;0;0;0;0;0;0;0;2270778.67;2264594.79;-417282.36;-411906.21;0;0;0;0;0;0;-485024.58;-494471.5;1368471.73;1358217.08;0;0;0;0;0;0;0;0;0;0;1368471.73;1358217.08;6824.45;6824.45;0;0;0;0;0;0;6824.45;6824.45;0;0;-108328.95;-102015.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6014.78;-6014.78;0;0;-4434.1;-4434.1;0;0;0;0;0;0;0;0;95679.2;95679.2;-23098.63;-16784.92;1352197.55;1348256.61;1348256.61;1280843.7795;;18938.11;1299781.8895;-980319.54;319462.3495;0.964046
00.868.235/0001-08;2019-12-31;1;0;0;0;0;0;0;0;0;0;0;2200313.5;2246605.04;-253559.76;-253559.76;0;0;0;0;-3440000;0;-498841;-512082.89;-1992087.26;1480962.39;0;0;0;0;0;0;0;0;0;0;-1992087.26;1480962.39;6349.84;6349.84;0;0;0;0;0;0;6349.84;6349.84;0;0;-108329;-116708.34;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6014.78;-6014.78;0;0;-5461.22;-5461.22;0;0;0;0;0;0;0;0;86686.22;106860.92;-33118.78;-21323.42;-2018856.2;1465988.81;2814245.42;2673533.149;;0;2673533.149;-2167928.49;505604.659;0.95
01.201.140/0001-90;2019-03-31;1;0;0;0;0;0;0;0;0;0;0;18901917.13;23258815.19;-373101.13;-373101.13;0;0;0;0;206549.47;206549.47;-1672863.15;-1672863.15;17062502.32;21419400.38;0;0;0;0;0;0;0;0;0;0;17062502.32;21419400.38;139592.35;139592.35;0;0;0;0;0;0;139592.35;139592.35;0;0;-328248.85;-318304.23;0;0;0;0;0;0;0;0;0;0;-15766.67;-15766.67;0;0;-21835.16;-20788.16;0;0;-27095.03;-27095.03;0;0;0;0;0;0;0;0;-38669.74;-38669.74;-431615.45;-420623.83;16770479.22;21138368.9;21138368.9;20081450.455;;0;20081450.455;-18915940.25;1165510.205;0.95
01.201.140/0001-90;2019-06-30;1;0;0;0;0;0;0;0;0;0;0;20464618.28;18916711.16;-1214371.79;-1214371.79;0;0;0;0;0;0;-494342.59;-494342.59;18755903.9;17207996.78;0;0;0;0;0;0;0;0;0;0;18755903.9;17207996.78;133673.74;133673.74;0;0;0;0;0;0;133673.74;133673.74;0;0;-261073.21;-267553.32;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-25549.6;-26596.6;0;0;-60469.98;-60469.98;0;0;0;0;0;0;0;0;-103562.99;-103562.99;-450655.78;-458182.89;18438921.86;16883487.63;38021856.53;36120763.7035;;0;36120763.7035;-28729930.35;7390833.3535;0.95
01.201.140/0001-90;2019-09-30;1;0;0;0;0;0;0;0;0;0;0;20512451.42;20410361.71;-545375.98;-545375.98;0;0;0;0;0;0;-1378667.08;-1378667.08;18588408.36;18486318.65;0;0;0;0;0;0;0;0;0;0;18588408.36;18486318.65;147080.83;147080.83;0;0;0;0;0;0;147080.83;147080.83;0;0;-227471.36;-225083.15;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20316.36;-20316.36;0;0;-46045.18;-46045.18;0;0;0;0;0;0;0;0;-42318.35;-42318.35;-336151.25;-333763.04;18399337.94;18299636.44;18299636.44;17384654.618;;0;17384654.618;-9379231.24;8005423.378;0.95
01.201.140/0001-90;2019-12-31;1;0;0;0;0;0;0;0;0;0;0;25967306.2;20630249.13;-1366000.58;-1366000.58;0;0;0;0;126633100;0;-1468697.23;-1468697.23;149765708.39;17795551.32;0;0;0;0;0;0;0;0;0;0;149765708.39;17795551.32;128696.87;128696.87;0;0;0;0;0;0;128696.87;128696.87;0;0;-249175.43;-222890.11;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-41398.49;-25633.34;0;0;-11559.41;-11559.41;0;0;0;0;0;0;0;0;-34061.66;-34061.66;-336194.99;-294144.52;149558210.27;17630103.67;34844062.27;33101859.1565;;225913.78;33327772.9365;-27315161.35;6012611.5865;0.956484
01.235.622/0001-61;2019-03-29;3;58234513.3;43858538.34;-39955826.02;-8394421.34;;;-2933165.7;-984183.38;15345521.58;34479933.62;8370094.14;7742180.75;-1169437.71;-1383046.35;;;;;253316.66;;-50394907.95;-2044222.33;-42940934.86;4314912.07;1003878.38;;;;;3007636.43;111009.81;1004907.61;1114888.19;4012544.04;-26480525.09;42807389.73;892509.24;622713.46;;;;;234578.35;232447.63;1127087.59;855161.09;0;0;-5248515.03;-6960786.15;;;-945056.52;-954056.52;;;;;-15871.59;-15871.59;-156000;-156000;;;-8404003.12;-7917736.87;;-589568.6;-591390.77;-594966.02;;;;;;;-1840647.05;-1251078.45;-2711162.64;-2902818.87;-19912646.72;-21342883.07;-45266084.22;22319667.75;22319667.75;21203684.3625;;1115983.39;22319667.7525;0;22319667.7525;1
01.235.622/0001-61;2019-06-28;3;149268830.34;45675625.24;-102464912.41;-3242452.07;;;-10327587.96;-907474.77;36476329.97;41525698.4;16232713.06;7743529.9;-2300519.49;-1171633.06;;;;;-1229097.81;;-52438739.32;-1145467.55;-39735643.56;5426429.29;6100077.27;;;;;2248475.2;119970.91;1092150.41;6220048.18;3340625.61;2960734.59;50292753.3;758413.93;157536.26;;;;;1206201.62;962185.85;1964615.55;1119722.11;0;0;-10516794.86;;;;-1888162.32;-930105.8;;;;;-75975.28;-3554335.98;-260000;-104000;;;-8387110.48;-387280.46;;-302861.59;-1434573.53;-247214.89;;;;;;;-839953.45;-609724.09;-11241500.7;-3389428.95;-34644070.62;-9524951.76;-29718720.48;41887523.65;64207191.41;60996831.8395;;0;60996831.8395;0;60996831.8395;0.95
01.235.622/0001-61;2019-09-30;2;253684653.18;31011871.05;-188671139.23;-6972429.56;;;-3850328.16;-2142689.89;61163185.79;21896751.6;22712198.82;9871563.51;-10639212.48;-1514791.9;;;;;-241767.53;;-52041235.03;-1196014.82;-40210016.22;7160756.79;11786523.21;2319722.09;;;;;-151618.2;970432.01;11634905.01;3290154.1;32588074.58;32347662.49;1580398.57;1383364.05;;;;;2348811.33;1125079.5;3929209.9;2508443.55;0;0;-15815219.83;-7072472.51;;;-2962730.11;-1194754.82;;;;;-144240.12;-68264.84;-260000;;;;-8807940.14;-253827.08;;-130334.47;-1985120.34;-550546.81;;;;;;;-1527920.85;-548909.19;-14280261.22;-3270541.99;-45783432.61;-13089651.71;-9266148.13;21766454.33;21766454.33;20678131.6135;;0;20678131.6135;0;20678131.6135;0.95
01.235.622/0001-61;2019-12-31;2;371807361.1;329976700.77;-270803041.77;-5484677.45;;;-27205778.67;-962744.68;73798540.66;323529278.64;31748209.13;7542627.82;-11806658.75;-1196437.45;;;;;50983220.65;;-64029568.93;-1414077.79;6895202.1;4932112.58;28761763.41;1777723.7;;;;;860214.85;1291695.48;29621978.26;3069419.18;110315721.02;331530810.4;2236854.81;407743.78;;;;;3731462.49;1361929.74;5968317.3;1769673.52;0;0;-21083753.89;-3563184.21;;;-3833523.22;-851415.11;;;;;-212500.47;-68260.35;-260000;;;;-9445640.5;-292773.63;;-178609.68;-2645348.22;-313740.59;;;;;;;-1729078.57;-22868.68;-17746017.38;-3434755.34;-56955862.25;-8725607.59;59328176.07;324574876.33;346341330.66;329024264.127;;;329024264.127;-130000000;199024264.127;0.95
01.356.517/0001-80;2019-03-31;1;;;;;;;;;0;0;18762101.63;18845648.36;-393749.37;-393749.37;0;0;;;;;36764.37;36764.37;18405116.63;18488663.36;;;;;;;;;0;0;18405116.63;18488663.36;82814;82814;;;;;;;82814;82814;0;0;-169109.89;-169109.89;;;;;-794428.27;-794428.27;;;;;-3908.52;-3908.52;;;-1586920.19;-1586920.19;;;;;;;;;;;;;-1004435.44;-1004435.44;-3558802.31;-3558802.31;14929128.32;15012675.05;15012675.05;14262041.2975;;;14262041.2975;0;14262041.2975;0.95
01.356.517/0001-80;2019-06-30;1;;;;;;;;;0;0;37670859.81;37795389.18;-633140.97;-633140.97;0;0;;;;;100951.84;100951.84;37138670.68;37263200.05;;;;;;;;;0;0;37138670.68;37263200.05;297381.61;297381.61;;;;;-5576.48;-5576.48;291805.13;291805.13;0;0;-357315.82;-357315.82;;;;;-1576051.2;-1576051.2;;;;;-10720.2;-10720.2;;;-1362671.75;-1362671.75;;;;;;;;;;;;;-1991485.99;-1991485.99;-5298244.96;-5298244.96;32132230.85;32256760.22;32256760.22;30643922.209;;;30643922.209;0;30643922.209;0.95
01.356.517/0001-80;2019-09-30;1;;;;;;;;;0;0;50707920.35;50367091.83;-802816.49;-802816.49;0;0;;;;;137269.91;137269.91;50042373.77;49701545.25;;;;;;;;;0;0;50042373.77;49701545.25;521496.47;521496.47;;;;;-7837.9;-7837.9;513658.57;513658.57;0;0;-482133.08;-482133.08;;;;;-2104794.13;-2104794.13;;;;;-13524.2;-13524.2;;;-1219882.35;-1219882.35;;;;;;;;;;;;;-2667057.54;-2667057.54;-6487391.3;-6487391.3;44068641.04;43727812.52;43727812.52;41541421.894;;;41541421.894;-32256760.22;9284661.674;0.95
01.356.517/0001-80;2019-12-31;1;;;;;;;;;0;0;75722887.09;76403135.48;-1194524;-1194524;0;0;;;;;137269.91;137269.91;74665633;75345881.39;;;;;;;;;0;0;74665633;75345881.39;1061252.21;1061252.21;;;;;-7710.73;-7710.73;1053541.48;1053541.48;0;0;-735211.34;-735211.34;;;;;-3130781.96;-3130781.96;;;;;-20534.2;-20534.2;;;-1075491.46;-1075491.46;;;;;;;;;;;;;-3947012.27;-3947012.27;-8909031.23;-8909031.23;66810143.25;67490391.64;67490391.64;64115872.058;;;64115872.058;-32256760.22;31859111.838;0.95
01.497.954/0001-14;2019-03-31;1;0;0;0;0;0;0;0;0;0;0;1301669.08;1313184.25;-23483.53;-23483.53;0;0;0;0;0;0;-260528;-260528;1017657.55;1029172.72;0;0;0;0;0;0;0;0;0;0;1017657.55;1029172.72;17365.71;17365.71;0;0;0;0;0;0;17365.71;17365.71;;;-86493.09;-79552.36;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6014.78;-6014.78;0;0;-29310.25;-29310.25;0;0;0;0;0;0;0;0;-384839.87;-390110.17;-506657.99;-504987.56;528365.27;541550.87;541550.87;514473.3265;;0;514473.3265;0;514473.3265;0.95
01.497.954/0001-14;2019-06-30;1;0;0;0;0;0;0;0;0;0;0;1325777.72;1308898.97;-12515.52;-12515.52;0;0;0;0;0;0;-615493.91;-615493.91;697768.29;680889.54;0;0;0;0;0;0;0;0;0;0;697768.29;680889.54;11090.65;11090.65;0;0;0;0;0;0;11090.65;11090.65;;;-86854.26;-86854.26;0;0;0;0;0;0;0;0;0;0;-4856.93;-4856.93;0;0;-6014.78;-6014.78;0;0;-20101.65;-20101.65;0;0;0;0;0;0;0;0;-122679.58;-122677.62;-240507.2;-240505.24;468351.74;451474.95;993025.82;943374.529;;0;943374.529;0;943374.529;0.95
01.497.954/0001-14;2019-09-30;1;0;0;0;0;0;0;0;0;0;0;1297361.62;1368091.29;-13377.92;-13377.92;0;0;0;0;0;0;-615260.64;-615264.64;668723.06;739448.73;0;0;0;0;0;0;0;0;0;0;668723.06;739448.73;5947.09;5947.09;0;0;0;0;0;0;5947.09;5947.09;;;-80719.06;-82252.86;0;0;0;0;0;0;0;0;0;0;-9713.86;-9713.86;0;0;-13558.58;-13558.58;0;0;-17225.89;-17225.89;0;0;0;0;0;0;0;0;-253571.5;-253573.46;-374788.89;-376324.65;299881.26;369071.17;369071.17;350617.6115;;0;350617.6115;0;350617.6115;0.95
