CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
01.235.622/0001-61;2018-12-31;3;Dom Gerado 46;Governo;0.7;0.113
01.235.622/0001-61;2018-12-31;3;Dom Gerado 46;Logistica;0.104;0.017
01.235.622/0001-61;2018-12-31;3;Golden Corporate;Auditoria;0.282;0.022
01.235.622/0001-61;2018-12-31;3;Golden Corporate;Consultoria;0.136;0.01
01.235.622/0001-61;2018-12-31;3;Golden Corporate;Engenharia;0.282;0.022
01.235.622/0001-61;2018-12-31;3;Golden Corporate;Seguros;0.3;0.023
01.235.622/0001-61;2018-12-31;3;Marechal Camara;TI;1;0.000262
01.235.622/0001-61;2018-12-31;3;Presidente Antonio Carlos;Comércio;0;0
01.235.622/0001-61;2018-12-31;3;Primeiro de Março;Advocacia;1;0
01.235.622/0001-61;2018-12-31;3;Rio Branco 45;Advocacia;1;0.000125
01.235.622/0001-61;2018-12-31;3;Senhor dos Passos 107;Comércio;1;6.5E-05
01.235.622/0001-61;2018-12-31;3;Sete de Setembro;Comércio;1;0.000126
01.235.622/0001-61;2018-12-31;3;Travessa do Ouvidor;Comércio;1;0.0117
01.235.622/0001-61;2018-12-31;3;Uruguaiana, 76;Comércio;1;4.1E-05
01.235.622/0001-61;2018-12-31;3;Uruguaiana, 78;Comercio;1;9.6E-05
01.235.622/0001-61;2018-12-31;3;Metrpolitan;Hospitalar;1;0.002303
01.235.622/0001-61;2018-12-31;3;Largo de Santa Rita;Hotelaria;0;0
01.235.622/0001-61;2018-12-31;3;Visconde de Inhauma;Hotelaria;1;0.001235
01.235.622/0001-61;2018-12-31;3;São Pedro da Aldeia;Agua e Esgoto;1;0.000132
01.235.622/0001-61;2018-12-31;3;Dom Gerardo 40/42;Comercio;0;0
01.235.622/0001-61;2018-12-31;3;Esquina 98;Estacionamento;0;0
01.235.622/0001-61;2018-12-31;3;Teofilo Otoni 103;Sala Comercial;0;0
01.235.622/0001-61;2018-12-31;3;Teofilo Otoni 24;Sala Comercial;0;0
01.497.954/0001-14;2018-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-03-31;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2018-03-31;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-03-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2018-03-31;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-03-31;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2018-03-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-06-30;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2018-06-30;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-06-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2018-06-30;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-06-30;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2018-06-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-09-30;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2018-09-30;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-09-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2018-09-30;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-09-30;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2018-09-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-12-31;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2018-12-31;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-12-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2018-12-31;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2018-12-31;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2018-12-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.601.918/0001-59;2018-03-31;1;Eusébio Matoso;Banco;1;0.889128
01.601.918/0001-59;2018-03-31;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2018-03-31;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2018-03-31;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2018-03-31;1;Dantas Barreto;Banco;1;0.039442
01.601.918/0001-59;2018-03-31;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2018-03-31;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2018-03-31;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2018-03-31;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2018-03-31;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2018-03-31;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2018-03-31;1;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2018-06-30;1;Eusébio Matoso;Banco;1;0.898917
01.601.918/0001-59;2018-06-30;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2018-06-30;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2018-06-30;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2018-06-30;1;Dantas Barreto;Banco;1;0.039877
01.601.918/0001-59;2018-06-30;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2018-06-30;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2018-06-30;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2018-06-30;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2018-06-30;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2018-06-30;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2018-06-30;1;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2018-09-30;1;Eusébio Matoso;Banco;1;0.873484
01.601.918/0001-59;2018-09-30;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2018-09-30;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2018-09-30;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2018-09-30;1;Dantas Barreto;Banco;1;0.038748
01.601.918/0001-59;2018-09-30;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2018-09-30;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2018-09-30;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2018-09-30;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2018-09-30;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2018-09-30;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2018-09-30;1;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2018-12-31;2;Eusébio Matoso;Banco;1;0.873484
01.601.918/0001-59;2018-12-31;2;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2018-12-31;2;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2018-12-31;2;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2018-12-31;2;Dantas Barreto;Banco;1;0.038748
01.601.918/0001-59;2018-12-31;2;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2018-12-31;2;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2018-12-31;2;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2018-12-31;2;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2018-12-31;2;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2018-12-31;2;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2018-12-31;2;Joaquim Floriano;SetorN;0;0
01.633.741/0001-72;2018-03-31;1;Edificio Memorial Office Building;Turismo;0.254088;0.250527
01.633.741/0001-72;2018-03-31;1;Edificio Memorial Office Building;Instituição Financeira;0.395551;0.390008
01.633.741/0001-72;2018-03-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2018-03-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2018-06-30;1;Edificio Memorial Office Building;Turismo;0.260888;0.256988
01.633.741/0001-72;2018-06-30;1;Edificio Memorial Office Building;Instituição Financeira;0.406136;0.400065
01.633.741/0001-72;2018-06-30;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2018-06-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2018-09-30;1;Edificio Memorial Office Building;Turismo;0.259056;0.255719
01.633.741/0001-72;2018-09-30;1;Edificio Memorial Office Building;Instituição Financeira;0.403285;0.39809
01.633.741/0001-72;2018-09-30;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2018-09-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2018-12-31;1;Edificio Memorial Office Building;Turismo;0.434725;0.421957
01.633.741/0001-72;2018-12-31;1;Edificio Memorial Office Building;Transportes;0.145101;0.140839
01.633.741/0001-72;2018-12-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2018-12-31;1;Edificio Memorial Office Building;SetorN;0;0
01.636.325/0001-28;2018-03-31;1;Moinhos Shopping;Vestuário;0.645312;0.56691
01.636.325/0001-28;2018-03-31;1;Moinhos Shopping;Artigos Diversos;0.181257;0.159235
01.636.325/0001-28;2018-03-31;1;Moinhos Shopping;Conveniência/Serviços;0.173431;0.15236
01.636.325/0001-28;2018-03-31;1;Hotel Sheraton Porto Alegre;Hotelaria;1;1
01.636.325/0001-28;2018-06-30;1;Moinhos Shopping;Vestuário;0.3965;0.281027
01.636.325/0001-28;2018-06-30;1;Moinhos Shopping;Artigos Diversos;0.1068;0.075696
01.636.325/0001-28;2018-06-30;1;Moinhos Shopping;Conveniência/Serviços;0.1106;0.07839
01.636.325/0001-28;2018-06-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.12429
01.636.325/0001-28;2018-09-30;1;Moinhos Shopping;Vestuário;0.3817;0.305117
01.636.325/0001-28;2018-09-30;1;Moinhos Shopping;Artigos Diversos;0.1173;0.093765
01.636.325/0001-28;2018-09-30;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103038
01.636.325/0001-28;2018-09-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.1925
01.636.325/0001-28;2018-12-31;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.636.325/0001-28;2018-12-31;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2018-12-31;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2018-12-31;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.1472
01.657.856/0001-05;2018-03-31;1;Shopping Center Piedade;Calçados;0.13867;0.13867
01.657.856/0001-05;2018-03-31;1;Shopping Center Piedade;Vestuário;0.136061;0.136061
01.657.856/0001-05;2018-03-31;1;Shopping Center Piedade;Variedades;0.159539;0.159539
01.657.856/0001-05;2018-06-30;1;Shopping Center Piedade;Calçados;0.158441;0.156425
01.657.856/0001-05;2018-06-30;1;Shopping Center Piedade;Vestuário;0.120123;0.118595
01.657.856/0001-05;2018-06-30;1;Shopping Center Piedade;Variedades;0.191522;0.189085
01.657.856/0001-05;2018-09-30;1;Shopping Center Piedade;Calçados;0.140671;0.138801
01.657.856/0001-05;2018-09-30;1;Shopping Center Piedade;Vestuário;0.109423;0.107968
01.657.856/0001-05;2018-09-30;1;Shopping Center Piedade;Variedades;0.187592;0.185098
01.657.856/0001-05;2018-12-31;1;Shopping Center Piedade;Calçados;0.147283;0.145386
01.657.856/0001-05;2018-12-31;1;Shopping Center Piedade;Vestuário;0.096856;0.095609
01.657.856/0001-05;2018-12-31;1;Shopping Center Piedade;Variedades;0.417643;0.412263
02.027.437/0001-44;2018-03-31;1;Ed Brasílio Machado;Serviços;0.854196;0.841599
02.027.437/0001-44;2018-03-31;1;Ed Brasílio Machado;Industria;0.145804;0.143654
02.027.437/0001-44;2018-06-30;1;Ed Brasílio Machado;Serviços;0.3601;0.357
02.027.437/0001-44;2018-06-30;1;Ed Brasílio Machado;Industria;0.6399;0.6344
02.027.437/0001-44;2018-09-30;1;Ed Brasílio Machado;Serviços;0.76923;0.76031
02.027.437/0001-44;2018-09-30;1;Ed Brasílio Machado;Industria;0.23077;0.22809
02.027.437/0001-44;2018-12-31;1;Ed Brasílio Machado;Serviços;0.6341;0.6238
02.027.437/0001-44;2018-12-31;1;Ed Brasílio Machado;Industria;0.3659;0.3599
02.508.235/0001-14;2018-03-31;1;Contagem;Logística;0.797733;0.793499
02.508.235/0001-14;2018-03-31;1;Contagem;Siderúrgica;0.202267;0.201194
02.508.235/0001-14;2018-03-31;1;Contagem;Setor3;0;0
02.508.235/0001-14;2018-03-31;1;Contagem;SetorN;0;0
