CNPJ_Fundo;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Carioca;Rua da Carioca, Centro, Rio de Janeiro;6887;9;Lojas;0.4088;0.127;0.0267;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda em construção;Miguel Couto;Rua Miguel Couto, Centro - Rio de Janeiro;3583;1;Retrofit;;;;0;;1;1;14813706.61;14813706.61;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana, 78, Centro, Rio de Janeiro;645;1;Salas;0;0;0.0059;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para venda acabados;Riserva;Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES;2342;14;Construção própia;;;;;;;;;;0.194523
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Presidente Antonio Carlos;Av Presidente Antonio Carlos, 51, Centro, Rio de Janeiro;600;1;Sala;1;0;0;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Goldan Corporate;Rua Buenos Aires, 48, Centro, Rio de Janeiro;2887;7;Empresarial;0.2717;0.1695;0.0355;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Barão de Mesquita;Rua Barão de Mesquita, 164, Rio de Janeiro;2420;1;Salas;0;0;0;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Cardeal Leme;Rua Teofilo Otoni, 82, Centro, Rio de Janeiro;6194;16;Salas;0.3954;0;0.0395;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para venda acabados;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;1159;14;Aquisição de unidades prontas;;;;;;;;;;0.144379
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Conde de Bonfim, 149;Rua Conde de BonFim, 149, Centro, Rio de Janeiro;638;1;Salas;0;0;0.0079;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Citta Office;Av da Americas, 700, Barra da Tijuca, Rio de Janeiro;2016;1;Salas;0;0;0.0418;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Largo de Santa Rita;Largo de Santa Rita, 10, Centro, Rio de Janeiro;292;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para venda acabados;Le Quartier;Bloco "A", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;50;1;Construção própia;;;;;;;;;;0.005538
01.235.622/0001-61;2018-03-29;3;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG;150;5;Aquisição de unidades prontas;;;;;;;;;;0.007268
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro, 155, Centro, Rio de Janeiro;283;1;Salas;0;1;0.0044;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para venda acabados;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES;339;4;Aquisição de unidades prontas;;;;;;;;;;0.028168
01.235.622/0001-61;2018-03-29;3;Imóveis para venda em construção;Highline Square;Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES;11540.27;135;Duas Torres Residencias e os dois primeiros andares com lojas;;;;;0.7037;0.08405;0.0739;9535226.53;9535226.53;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor, 9, Centro, Rio de Janeiro;749;1;Salas;0;0;0.0066;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;AV. Mem de Sá;Av Mem de Sá, 102, Centro, Rio de Janeiro;800;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2018-03-29;3;Imóveis para renda acabados;Citta America;Av da Americas, 700, Barra da Tijuca, Rio de Janeiro;14125;12;Lojas;0;0;0.4081;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Loja;0;0;0.00566200189941094;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Av. Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro.;800;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;0;0.00292428566233392;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Metrpolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;101;Lajes Corporativas;0;0;0.152062854441364;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;0;0;0.00730472229451269;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;São Pedro da Aldeia;Rodovia Amaral Peixoto, Km 107, Quadra 20, Lote 9, S/n - Balneario São Pedro, São Pedro da Aldeia;3581.88;1;Prédio;1;0;0.00942789697536457;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;1;Salas;0.600721910759542;1;0.00560232307761404;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Due Murano;Projeção "D" da  SQNW 307, do SHCNW, Brasília - DF;31;1;Construção própia;;;;;;;;;;0.000526
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Dom Gerardo 40/42;Rua Dom Gerardo nº40 e 42, centro, Rio de Janeiro;7218.14;1;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;1;0;0;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Riserva;Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES;2181;13;Construção própia;;;;;;;;;;0.036661
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;85;2;Construção própia;;;;;;;;;;0.001907
01.235.622/0001-61;2018-06-29;2;Imóveis para renda em construção;Miguel Couto;Rua Miguel Couto, Centro - Rio de Janeiro;3583;1;Retrofit;;;;0;;1;1;14813706.61;14813706.61;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.0517635846875299;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;21463;12;Lojas;0.60191958253739;0;0.518134487131123;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG;150;5;Aquisição de unidades prontas;;;;;;;;;;0.002101
01.235.622/0001-61;2018-06-29;2;Imóveis para venda em construção;Highline Square;Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES;11540.27;135;Duas Torres Residencias e os dois primeiros andares com lojas;;;;;0.7037;0.08405;0.0739;9535226.53;9535226.53;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Presidente Antonio Carlos;Av. Presidente Antonio Carlos, 51, centro , Rio de Janeiro;600;1;Laje Corporativa;1;0;0;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Le Quartier;Bloco "A", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;50;1;Construção própia;;;;;;;;;;0.001401
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;2536;33;Construção própia;;;;;;;;;;0.053276
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Loja;0;1;0;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;AV. Brasil, 20384;Av. Brasil, 20384, Rio de Janeiro.;6500;1;Galpão;1;0;0;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;6993.66;13;Lojas;0.755820271503047;0.127;0.0189327172850768;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;1679;16;Construção própia;;;;;;;;;;0.028219
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Visconde de Inhauma;Rua Visconde de Inhauma, 95, centro, Rio de Janeiro;7688.02;1;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;2016.63;1;Lajes Corporativas;0;0;0.0457771537638827;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Torre Presidente;Av. Presidente Vargas, 1121, Centro , Rio de Janeiro;18865.66;1;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;843;12;Aquisição de unidades prontas;;;;;;;;;;0.014166
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES;169;3;Aquisição de unidades prontas;;;;;;;;;;0
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;7;Lajes Corporativas;0.444059577416003;0;0.034106347231222;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;5;Lajes Corporativas;0.344468651658194;0;0.0717560504247321;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;638.64;1;Lajes Corporativas;0;0;0.00881567730195533;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda em construção;Aretê;Praia Rasa, Buzios - RJ;26039.28;50;Terreno pra venda;;;;;0.18;0;0;0;0;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Aretê;Praia Rasa, Buzios - RJ;23983;50;Construção própia;;;;;;;;;;0.470287
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2.42;1;Colégio São José;0;0;0.00159373568597199;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Highline;R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES;15627;253;Construção própia;;;;;;;;;;0.372104
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Loja;0;0;0.00292428566233392;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;16;Teófilo Otoni;0.269041392225236;0;0.05635462837311;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Park Square;Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói;1202;13;Aquisição de unidades prontas;;;;;;;;;;0.011789
01.235.622/0001-61;2018-06-29;2;Imóveis para venda acabados;Seasons;Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ;300;5;Aquisição de unidades prontas;;;;;;;;;;0.007563
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645.79;1;Loja;0;0;0.00685724810246235;;;;;;;
01.235.622/0001-61;2018-06-29;2;Imóveis para renda acabados;Largo de Santa Rita;Largo de Santa Rita, 10, Centro, Rio de Janeiro;292;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;0;0;0.0117;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Seasons;Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ;187;3;Aquisição de unidades prontas;;;;;;;;;;0.001605
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0.018736;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645.79;1;Loja;0;0;0.010984;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Metrpolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;101;Lajes Corporativas;0;1;0.261993;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;7;Lajes Corporativas;0.444059577416003;0;0.05463;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2.42;1;Colégio São José;0;0;0.002553;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;85.08;3;Construção própia;;;;;;;;;;0.001168
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Dom Gerardo 40/42;Rua Dom Gerardo nº40 e 42, centro, Rio de Janeiro;7218.14;1;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;AV. Brasil, 20384;Av. Brasil, 20384, Rio de Janeiro.;6500;1;Galpão;1;0;0;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Le Quartier;Bloco "A", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;50;1;Construção própia;;;;;;;;;;0.000858
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Loja;0;1;0;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Visconde de Inhauma;Rua Visconde de Inhauma, 95, centro, Rio de Janeiro;7688.02;1;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.082565;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Park Square;Av. Gov. Roberto Silveira, 307 - Icaraí - Niterói;1202.46;13;Aquisição de unidades prontas;;;;;;;;;;0.014445
01.235.622/0001-61;2018-09-28;3;Imóveis para venda em construção;Highline Square;Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES;26387.15;447;Terreno pra venda;;;;;0.5365;0.13085;0.1932;1350074.13;1350074.13;
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Aretê;Praia Rasa, Buzios - RJ;23981.28;48;Construção própia;;;;;;;;;;0.288093
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES;169.37;3;Aquisição de unidades prontas;;;;;;;;;;0.001744
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Riserva;Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES;160.64;1;Construção própia;;;;;;;;;;0.002481
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Presidente Antonio Carlos;Av. Presidente Antonio Carlos, 51, centro , Rio de Janeiro;600;1;Laje Corporativa;1;0;0;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Torre Presidente;Av. Presidente Vargas, 1121, Centro , Rio de Janeiro;18865.66;1;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda em construção;Miguel Couto;Rua Miguel Couto, Centro - Rio de Janeiro;3583;1;Retrofit;;;;0;;1;1;14813706.61;14813706.61;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;0;0.004684;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;16;Teófilo Otoni;0.290885;0;0.099796;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;2016.63;1;Lajes Corporativas;0;0;0.078398;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Loja;0;0;0.004684;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para renda acabados;Av. Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro.;800;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG;150;6;Aquisição de unidades prontas;;;;;;;;;;0.001287
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;1664.24;22;Construção própia;;;;;;;;;;0.017137
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;1678.95;16;Construção própia;;;;;;;;;;0.017288
01.235.622/0001-61;2018-09-28;3;Imóveis para venda acabados;Highline;R. José Alexandre Buaiz, 230 - Enseada do Suá, Vitória - ES;13188.28;220;Construção própia;;;;;;;;;;0.192384
