CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
19.131.224/0001-60;2018-12-31;1;CEO - CORPORATE;Avenida João Cabral de Mello Neto nº 850, 5º, 6º e 7º andares, Barra da Tijuca, na Cidade e Estado do Rio de Janeiro;4781.898;24;;0.048121;Renda
19.722.048/0001-31;2018-12-31;2;CPF 95 73;Rua Capitão Pinto Ferreira, 95 - Apto 73;102;1;Apartamento residencial pronto para venda;;Venda
20.748.515/0001-81;2018-03-31;1;EMBU DAS ARTES;Avenida Helio Ossamu Daikuara nº 1.135,  Embu da Artes - SP;9331.06;1;Matrícula 5.086, RGI de Embu das Artes/SP;0.0335;Renda
20.748.515/0001-81;2018-06-30;1;EMBU DAS ARTES;Avenida Helio Ossamu Daikuara nº 1.135,  Embu da Artes - SP;9331.06;1;Matrícula 5.086, RGI de Embu das Artes/SP;0.0335;Renda
21.044.600/0001-21;2018-12-31;1;Edifício Barão de Tefé;Empreendimento comercial Edifício Barão de Tefé, localizado na região do Porto Maravilha no Rio de Janeiro.;8993.78;5;Empreendimento comercial Edifício Barão de Tefé, localizado na região do Porto Maravilha no Rio de Janeiro, com 17 pavimentos de escritórios, térreo, quatro subsolos e quatro sobressolos de garagem. O Imóvel tem área construída de 29.279,26m2 e foi construido pela Brookfield para a locação da Loreal.;0.3;Renda
21.067.825/0001-01;2018-09-28;1;CABREUVA 1.204;RODOVIA DOM GABRIEL PAULINO BUENO COUTO, KM 83;135868.88;1;DESENVOLVIDO UM EMPREENDIMENTO LOGISTICO COM AREA BRUTA LOCAVEL DE 135.868,88M², COM METRAGEM DO TERRENO DE 315.831,77M²;0.6068;Renda
21.067.825/0001-01;2018-09-28;1;CABREUVA 1.203;RODOVIA DOM GABRIEL PAULINO BUENO COUTO, KM 83;135868.88;1;DESENVOLVIDO UM EMPREENDIMENTO LOGISTICO COM AREA BRUTA LOCAVEL DE 135.868,88M², COM METRAGEM DO TERRENO DE 315.831,77M²;0.6068;Renda
21.067.825/0001-01;2018-09-28;1;GUARULHOD 101.301;RUA ESTRELA DO OESTE, N° 124;55686;1;DESENVOLVIDO UM CENTRO DISTRIBUIÇÃO DOM ÁREA BRUTA LOCÁVEL DE 55.686M²;0.3931;Renda
21.642.282/0001-09;2018-03-31;1;Edifício São Luiz;Av. Juscelino Kubitschek, 1830;9654;12;Empreendimento comercial;0.971;Renda
22.340.978/0001-35;2018-09-30;1;PENHA;Rua Dr. João Ribeiro, 428/440/452;0;1;0;0.0404;Renda
22.340.978/0001-35;2018-12-31;2;PENHA;Rua Dr. João Ribeiro, 428/440/452;0;1;0;0.0404;Renda
22.646.161/0001-90;2018-03-31;1;Frad.E - Unid. 202 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 24-10-2017.;0.0145;Venda
22.646.161/0001-90;2018-03-31;1;Frad.E - Unid. 203 - Bl 6 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 22-11-2017.;0.0089;Venda
22.646.161/0001-90;2018-03-31;1;Frad.E - Unid. 103 - Bl 4 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 13-12-2017.;0.009;Venda
22.646.161/0001-90;2018-06-30;1;Cond. Concept Living Boutique - Apto 202;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;63.66;1;Direitos de aquisição formalizados por meio de PCV datada de 10-04-2018.;0.00345261727149264;Venda
22.646.161/0001-90;2018-06-30;1;Cond. Concept Living Boutique - Apto 302;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;79.33;1;Direitos de aquisição formalizados por meio de PCV datada de 10-04-2018.;0.00444717522828969;Venda
22.646.161/0001-90;2018-06-30;1;Cond. Concept Living Boutique - Apto 402;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;74.3;1;Direitos de aquisição formalizados por meio de PCV datada de 10-04-2018.;0.00437305947615215;Venda
22.646.161/0001-90;2018-06-30;1;Cond. Concept Living Boutique - Apto 601;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 10-04-2018.;0.00547534333889041;Venda
22.646.161/0001-90;2018-06-30;1;Cond. Concept Living Boutique - Apto 701;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 10-04-2018.;0.00547534333889041;Venda
22.646.161/0001-90;2018-06-30;1;Frad.E - Unid. 201-  Bl 1 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 15-05-2018.;0.00825300369263297;Venda
22.646.161/0001-90;2018-06-30;1;Cond. Concept Living Boutique - Apto 801;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2018.;0.00547534333889041;Venda
22.646.161/0001-90;2018-06-30;1;Cond. Concept Living Boutique - Apto 1001;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2018.;0.00547534333889041;Venda
22.646.161/0001-90;2018-06-30;1;Cond. Concept Living Boutique - Apto 1101;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2018.;0.00547534333889041;Venda
22.646.161/0001-90;2018-09-30;1;Cond. Concept Living Boutique - Apto 801;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2018.;0.00532793141474943;Venda
22.646.161/0001-90;2018-09-30;1;Cond. Concept Living Boutique - Apto 1001;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2018.;0.00532793141474943;Venda
22.646.161/0001-90;2018-09-30;1;Cond. Concept Living Boutique - Apto 1101;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2018.;0.00532793141474943;Venda
22.646.161/0001-90;2018-09-30;1;Frad.E - Unid. 101 - Bl 1 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de cessão de PCV de 09-07-2018.;0.00763575073308107;Venda
22.646.161/0001-90;2018-09-30;1;Cond. Concept Living Boutique - Apto 901;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;89.1;1;Direitos de aquisição formalizados por meio de PCV datada de 14-08-2018.;0.00539722803671997;Venda
22.646.161/0001-90;2018-09-30;1;Frad.E - Unid. 201 - Bl 6 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 30-08-2018.;0.00673717158046947;Venda
22.646.161/0001-90;2018-09-30;1;Frad.E - Unid. 102 - Bl 5 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 30-08-2018.;0.00673717158046947;Venda
22.646.161/0001-90;2018-12-31;1;Cond. Concept Living Boutique - Apto 501;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;119.9;1;Direitos de aquisição formalizados por meio de PCV datada de 25-10-2018.;0.00783354279379668;Venda
22.646.161/0001-90;2018-12-31;1;Frad.E - Unid. 201 - Bl 5 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160;1;Escritura Definitiva de Compra e Venda datada de 25-10-2018.;0.00940057610514161;Venda
22.646.161/0001-90;2018-12-31;1;Cond. Concept Living Boutique - Apto 803;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;98.28;1;Direitos de aquisição formalizados por meio de PCV datada de 20-12-2018.;0.00634195087146506;Venda
23.740.595/0001-17;2018-09-30;1;Shopping Bay Market;Av. Visconde do Rio Branco, 360 - Centro, Niterói - RJ;25407;78;não há;;Renda
23.740.595/0001-17;2018-09-30;1;Shopping Hortolândia;Remanso Campineiro, Hortolândia - SP;20055;91;não há;;Renda
23.740.595/0001-17;2018-09-30;1;Shopping Valinhos;R. Paiquerê, 200 - Jardim Paiquere, Valinhos - SP;28647;89;não há;;Renda
23.781.211/0001-04;2018-09-30;1;Hosp Sabará;Av Angelica;14600.67;1;Hospital;1;Renda
23.781.211/0001-04;2018-12-31;2;Hosp Sabará;Av Angelica;14600.67;1;Hospital;1;Renda
24.796.967/0001-90;2018-12-31;1;TIE 621 142;Alameda Tietê, 621 - 142;203;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2018-12-31;1;CPA 69 41;Rua Caçapava, 69 - 41;250;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2018-12-31;1;JML 1096 31;Rua José Maria Lisboa, 1096 -31;286;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2018-12-31;1;JEL 1496 51;Alameda Joaquim Eugênio de Lima, 1496 - 51;220;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2018-12-31;1;SAR 186 51;Alameda Sarutaiá, 186 - 51;193;1;Apartamento residencial pronto para venda;;
24.796.967/0001-90;2018-12-31;1;MRA 1274 31;Alameda Ministro Rocha Azevedo, 1274 - 31;249;1;Apartamento residencial pronto para venda;;
26.195.121/0001-20;2018-09-30;1;Edificio Plaza I  -  conj. 41;Rua  James Joue, 92 - São Paulo/SP;631.191;1;Area  comum 324,841 m², na qual se inclui 7 vagas de garagem coletiva do Edificio;1;Renda
26.195.121/0001-20;2018-12-31;1;Edificio Plaza I  -  conj. 41;Rua  James Joue, 92 - São Paulo/SP;631.191;1;Area  comum 324,841 m², na qual se inclui 7 vagas de garagem coletiva do Edificio;1;Renda
26.502.761/0001-35;2018-09-28;1;Casa Jd. Quedala;Rua Padre Madureira, 393, São Paulo, SP;808.05;1;Casa;;Venda
26.502.761/0001-35;2018-12-31;1;EDIFÍCIO PARIS;RUA DR. EDUARDO DE SOUZA ARANHA, 255 AP 130, SÃO PAULO - SP;442.39;1;Apartamento residencial;;Venda
26.502.794/0001-85;2018-06-29;1;Galpão Logístico;Estrada Municipal doMandu, 250Bairro: Faz. Sta. Inês I;23454;1;Galpão;1;Renda
26.502.794/0001-85;2018-06-29;1;Galpão Logístico;Rua Lenine Queiroz, 333Bairro: Distrito Industrial;38410;1;Galpão;1;Renda
26.502.794/0001-85;2018-06-29;1;Galpão Logístico;Rua João de Pádula, 245;3009;1;Galpão;1;Renda
27.771.586/0001-44;2018-09-28;1;Apartamento Parques das Águas 902;Estrada dos Menezes nº 400 - Bairro Mutondo, São Gonçalo - Rio de Janeiro;57.62;1;Apartamento com uma vaga na garagem;0.3529;Venda
27.771.586/0001-44;2018-09-28;1;Apartamento Parques das Águas 2106;Estrada dos Menezes nº 400 - Bairro Mutondo, São Gonçalo - Rio de Janeiro;126.32;1;Apartamento com uma vaga na garagem;0.6471;Venda
28.152.272/0001-26;2018-03-31;2;Não aplicável;Não aplicável;0;1;Não aplicável;0;Renda
28.152.272/0001-26;2018-06-30;1;N/A;N/A;0;1;N/A;0;Renda
28.216.384/0001-01;2018-09-30;1;Imóvel Urbano;Rua Quatro nº 272 Bairro Saúde Rio Claro SP;586.41;1;Não se aplica.;1;Renda
28.516.650/0001-03;2018-03-31;1;Não aplicável;Não aplicável;0;1;Não aplicável;0;Renda
28.516.650/0001-03;2018-06-30;1;N/A;N/A;0;1;N/A;0;Renda
28.516.650/0001-03;2018-09-30;1;N/A;N/A;0;1;N/A;0;Renda
28.516.650/0001-03;2018-12-31;1;N/A;N/A;0;1;N/A;0;Renda
28.693.595/0001-27;2018-03-31;1;Loja;Avenida das Nações Unidas, 12551;258.91;1;-;0.0029;Renda
28.693.595/0001-27;2018-03-31;1;Clube;Avenida das Nações Unidas, 12551;6085.26;1;-;0.0431;Renda
28.693.595/0001-27;2018-03-31;1;Show Trade;Avenida das Nações Unidas, 12551;17547.9;1;-;0.1222;Renda
28.693.595/0001-27;2018-03-31;1;Edifício Centro Empresarial;Avenida das Nações Unidas, 12551;8472.11;49;15,16,17,18 e 19 andares;0.0596;Renda
28.693.595/0001-27;2018-03-31;1;Edifício Centro Empresarial;Avenida das Nações Unidas, 12551;8908.46;32;21,22,23,24 e 25 andares;0.0626;Renda
28.693.595/0001-27;2018-03-31;1;Shopping Center;Avenida das Nações Unidas, 12551;29023.54;158;-;0.2013;Renda
28.693.595/0001-27;2018-03-31;1;Hotel Meliá São Paulo;Avenida das Nações Unidas, 12551;31215.79;300;-;0.2111;Renda
28.693.595/0001-27;2018-03-31;1;Centro de Convenções;Avenida das Nações Unidas, 12551;5105.65;1;-;0.0363;Renda
28.693.595/0001-27;2018-03-31;1;Terminal Aéreo;Avenida das Nações Unidas, 12551;776.29;1;-;0.0063;Renda
28.693.595/0001-27;2018-03-31;1;Centro de Exposições;Avenida das Nações Unidas, 12551;374.31;1;-;0.0037;Renda
28.693.595/0001-27;2018-03-31;1;Garagem;Avenida das Nações Unidas, 12551;67708.41;2111;-;0.2509;Renda
28.693.595/0001-27;2018-06-30;1;N/A;N/A;0;1;N/A;0;Renda
28.693.595/0001-27;2018-09-30;1;N/A;N/A;0;1;N/A;0;Renda
28.693.595/0001-27;2018-12-31;1;N/A;N/A;0;1;N/A;0;Renda
28.737.771/0001-85;2018-03-31;3;Air Liquide São Paulo/SP;Av. Presidente Wilson  5.874, São Paulo/SP;5008;1;Locatários: Air Liquide São Paulo/SP;0.448;Renda
28.737.771/0001-85;2018-03-31;3;Atento Rio de Janeiro/RJ;Avenida Dom Hélder Câmara 3.203 e 3.229, Rio de Janeiro/RJ;8178;1;Locatários: Atento Rio de Janeiro/RJ;0.552;Renda
28.757.546/0001-00;2018-03-31;1;Caxias Shopping;od. Washington Luíz, 2895 - Duque de Caxias/RJ - CEP: 25085-008;44.03;1;Caxias Shopping;0.24;Renda
28.757.546/0001-00;2018-12-31;1;Shopping Cidade Jardim;Av. Magalhães de Castro, 12.000, São Paulo/SP.;37671;166;Não possui caracteristicas que destoem dos demais;0.254575;Renda
28.757.546/0001-00;2018-12-31;1;Catarina Fashion Outlet;Rodovia Presidente Castelo Branco, Km 60, São Roque/SP.;29506;131;Não possui caracteristicas que destoem dos demais;0.143208;Renda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86366;Rua Capitão Paulino Freire, 300, 1º Andar, Apto 12, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86368;Rua Capitão Paulino Freire, 300, 1º Andar, Apto 14, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86386;Rua Capitão Paulino Freire, 300, 6º Andar, Apto 63, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86394;Rua Capitão Paulino Freire, 300, 8º Andar, Apto 83, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86404;Rua Capitão Paulino Freire, 300, 11º Andar, Apto 111, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86410;Rua Capitão Paulino Freire, 300, 12º Andar, Apto 123, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86422;Rua Capitão Paulino Freire, 300, 15º Andar, Apto 153, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86426;Rua Capitão Paulino Freire, 300, 16º Andar, Apto 163, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86430;Rua Capitão Paulino Freire, 300, 17º Andar, Apto 173, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86432;Rua Capitão Paulino Freire, 300, 18º Andar, Apto 181, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;ALLEGRO_86434;Rua Capitão Paulino Freire, 300, 18º Andar, Apto 183, Centro, Mogi das Cruzes - SP;70.76;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;FELICITTA_72439;Rua Presidente Campos Salles, 1370, 1º Andar, Apto 13, Alto Ipiranga, Mogi das Cruzes / SP;126.60;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;FELICITTA_72440;Rua Presidente Campos Salles, 1370, 1º Andar, Apto 14, Alto Ipiranga, Mogi das Cruzes - SP;126.60;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;FELICITTA_72442;Rua Presidente Campos Salles, 1370, 2º Andar, Apto 22, Alto Ipiranga, Mogi das Cruzes - SP;126.60;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;FELICITTA_72454;Rua Presidente Campos Salles, 1370, 6º Andar, Apto 63, Alto Ipiranga, Mogi das Cruzes - SP;126.60;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;FELICITTA_72466;Rua Presidente Campos Salles, 1370, 11º Andar, Apto 111, Alto Ipiranga, Mogi das Cruzes - SP;126.60;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;FELICITTA_72474;Rua Presidente Campos Salles, 1370, 13º Andar, Apto 132, Alto Ipiranga, Mogi das Cruzes - SP;126.60;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;FELICITTA_72497;Rua Presidente Campos Salles, 1370, 20º Andar, Apto 202 Alto Ipiranga, Mogi das Cruzes - SP;217.36;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;LUMIERE_75143;Avenida Engenheiro Miguel Gemma, 1399, 2º Andar, Apto 22, Socoro, Mogi das Cruzes - SP;100.12;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;LUMIERE_75145;Avenida Engenheiro Miguel Gemma, 1399, 2º Andar, Apto 24, Socoro, Mogi das Cruzes - SP;100.12;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;LUMIERE_75146;Avenida Engenheiro Miguel Gemma, 1399, 3º Andar, Apto 32, Socoro, Mogi das Cruzes - SP;100.12;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;LUMIERE_75148;Avenida Engenheiro Miguel Gemma, 1399, 3º Andar, Apto 34, Socoro, Mogi das Cruzes - SP;100.12;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;LUMIERE_75150;Avenida Engenheiro Miguel Gemma, 1399, 4º Andar, Apto 42, Socoro, Mogi das Cruzes - SP;100.12;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;LUMIERE_75151;Avenida Engenheiro Miguel Gemma, 1399, 4º Andar, Apto 44, Socoro, Mogi das Cruzes - SP;100.12;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;LUMIERE_75152;Avenida Engenheiro Miguel Gemma, 1399, 5º Andar, Apto 51, Socoro, Mogi das Cruzes - SP;100.12;1;Nenhuma característica relevante.;0;Venda
28.893.734/0001-66;2018-03-29;1;LUMIERE_75154;Avenida Engenheiro Miguel Gemma, 1399, 5º Andar, Apto 53, Socoro, Mogi das Cruzes - SP;100.12;1;Nenhuma característica relevante.;0;Venda
