CNPJ_Fundo;Data_Referencia;Versao;Endereco;Area;Outras_Caracteristicas_Relevantes;Percentual_Terreno_Total_Investido;Percentual_Terreno_PL
12.804.013/0001-00;2018-09-30;1;Rodovia SC 401;1578.48;Aquisição de 50% da fração ideal de 1578,48 m2 de um Terreno, conforme Istrumento Particulat de Promessa de Compra e Venda da GCR Participações, datado de Dezembro de 2017.;0.5;0.5131
12.804.013/0001-00;2018-12-31;1;Rodovia SC 401;1578.48;Aquisição de 50% da fração ideal de 1578,48 m2 de um Terreno, conforme Istrumento Particulat de Promessa de Compra e Venda da GCR Participações, datado de Dezembro de 2017.;0.5;0.5131
12.978.943/0001-72;2018-12-31;2;Av. Alexandre Colares, 1188, Parque Anhanguera, São Paulo/SP;111737;Matrículas: nº 3619, 7930,133.252 e 133.300;1;1.275291
15.489.509/0001-17;2018-06-30;1;Frente para Rua Augusto Chagas ARAGUARI MG;8154.58;Lote A 1  CCI 53867;;
15.489.509/0001-17;2018-06-30;1;Frente para Rua Juscelino Kubitschec bairro São Luiz ARAGUARIMG;5015.37;Lote A 2 - CCI 53868;;
15.489.509/0001-17;2018-06-30;1;Av. Dona Maria de Santana Borges esquina com Av Beatriz Aparecida Conceição Martins UBERABAMG;12868.4;Loja 52;;
15.489.509/0001-17;2018-06-30;1;Frente para Av José Marcus Cherém e Rodovia BR 050 UBERABA MG;10638.4;Loja 49 Matrícula 22.514;;
15.489.509/0001-17;2018-12-31;1;Av. Ricardo Grimaldo Estides, 200, Ilha do Lazareto, Cidade de Além Paraíba/MG;3971.09;Imóvel Comercial, Matrícula 14516;0;0
16.671.412/0001-93;2018-12-28;1;Multimodal D Caxias - Pátio;52040.3;N/A;1;0.236888
16.915.968/0001-88;2018-03-29;3;Rua Luís Gemin, Bairro Descampado, Campinas - SP;177057;Adquisição de gleba para desenvolvimento de condominio de apartamentos;0.0363680682884575;0.0385586826852856
16.915.968/0001-88;2018-09-28;1;Rua Lauro de Freitas, 451, Vila Sonia, São Paulo-SP;1840;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;0.0887;0.0117
23.120.098/0001-16;2018-09-30;1;Bairro de Pescaria - Itapetininga;1.1616e+006;o fundo possui 100% do imóvel;0.267953;0.014332
23.120.098/0001-16;2018-12-31;1;Bairro de Pescaria - Itapetininga;1.1616e+006;o fundo possui 100% do imóvel;0.267953;0.014332
26.269.251/0001-60;2018-03-29;1;Matricula 18993, lote 87 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio;1470;NA;0.201867;0.202451
26.269.251/0001-60;2018-03-29;1;Matricula 18994, lote 88 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio;1470;NA;0.201867;0.202451
26.269.251/0001-60;2018-03-29;1;Matricula 18995, lote 89 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio;1472.98;NA;0.202276;0.202861
26.269.251/0001-60;2018-03-29;1;Matricula 18996, lote 90 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio;1389.39;NA;0.192124;0.189786
26.269.251/0001-60;2018-03-29;1;Matricula 18997, lote 91 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio;1470;NA;0.201867;0.202451
26.502.761/0001-35;2018-06-29;1;RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP;3025.08;;;
26.502.761/0001-35;2018-06-29;1;RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP;3973.57;;;
26.502.761/0001-35;2018-06-29;1;RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP;3370;;;
26.502.761/0001-35;2018-06-29;1;AVENIDA HIGIENÓPOLIS, 403, SÃO PAULO -SP;638.61;;;
26.502.761/0001-35;2018-06-29;1;RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP;3431.73;;;
26.502.761/0001-35;2018-06-29;1;Rua Herculano Freitas, 73, SÃO PAULO -SP;647.836;;;
26.502.761/0001-35;2018-06-29;1;RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP;3213.96;;;
26.502.761/0001-35;2018-06-29;1;RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP;3213.96;;;
26.502.761/0001-35;2018-06-29;1;RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP;3005.96;;;
26.502.761/0001-35;2018-12-31;1;Vila Ipiranga, Londrina, Paraná;443;matricula 110.962;0.33036634;
27.368.617/0001-10;2018-06-30;1;Coordenadas UTM N=7.803.827,02 - E=598.794,65, localizado junto à margem esquerda da Av. das Comtendas - Contagem-MG;610087;Fundo é proprietário de 100% da área, sem ônus;1;1.1042
28.152.272/0001-26;2018-03-31;2;Não aplicável;0;Não aplicável;0;0
28.152.272/0001-26;2018-06-30;1;N/A;0;N/A;0;0
28.516.650/0001-03;2018-03-31;1;Não aplicável;0;Não aplicável;0;0
28.516.650/0001-03;2018-06-30;1;N/A;0;N/A;0;0
28.516.650/0001-03;2018-09-30;1;N/A;0;N/A;0;0
28.516.650/0001-03;2018-12-31;1;N/A;0;N/A;0;0
28.693.595/0001-27;2018-03-31;1;Não Aplicavel;0;Não Aplicavel;0;0
28.693.595/0001-27;2018-06-30;1;N/A;0;N/A;0;0
28.693.595/0001-27;2018-09-30;1;N/A;0;N/A;0;0
28.693.595/0001-27;2018-12-31;1;N/A;0;N/A;0;0
30.492.505/0001-81;2018-06-30;1;Rua Benedito Hipólito, s/n - Lote 1, do Pal 48.853  -  Cidade Nova  -  Rio de Janeiro - RJ;2704.5;Imovel melhor descrito e caracterizado na matricula 50.054 do Registro de Imóveis do 7º Oficio. Imovel é foreiro à União e está registrado na Secretaria de Patrimônio da União sob o Regisatro Imobiliário Patrimonial RIP nº 6001.0127137-76;0.674102;0.674182
