CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-03;58.02;1;TORRE 2, 22;0.01392;0.006471
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-03;56.19;1;TORRE 2, 86;0.013683;0.006361
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-11;58.02;1;TORRE 2, 162;0.015156;0.007046
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-13;58.02;1;TORRE 3, 154;0.015166;0.007051
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-30;58.02;1;TORRE 3, 121;0.014287;0.006642
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-21;56.19;1;TORRE 4, 153;0.013902;0.006463
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-03;58.02;1;TORRE 4, 154;0.015386;0.007153
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-22;56.19;1;TORRE 4, 73;0.013738;0.006387
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-18;56.19;1;TORRE 4, 53;0.01338;0.006221
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-03;56.19;1;TORRE 4, 123;0.013408;0.006233
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-14;58.02;1;TORRE 4, 162;0.015722;0.007309
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-14;58.02;1;TORRE 4, 14;0.014012;0.006514
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-10;58.02;1;TORRE 4, 124;0.014782;0.006872
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-18;56.19;1;TORRE 4, 33;0.012913;0.006003
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-26;56.19;1;TORRE 4, 133;0.013902;0.006463
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-11;56.19;1;TORRE 4, 113;0.013902;0.006463
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-07;58.02;1;TORRE 4, 71;0.015111;0.007025
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-09-10;56.19;1;TORRE 4, 143;0.013875;0.00645
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-08-14;58.02;1;TORRE 4, 122;0.015106;0.007023
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-23;58.02;1;TORRE 4, 112;0.014837;0.006898
11.945.604/0001-27;2018-09-30;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-07-19;56.19;1;TORRE 4, 13;0.012748;0.005927
11.945.604/0001-27;2018-09-30;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2018-07-25;58.07;1;TORRE 1, 46;0.017859;0.008303
11.945.604/0001-27;2018-09-30;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2018-07-27;58.86;1;TORRE 1, 38;0.018079;0.008405
11.945.604/0001-27;2018-09-30;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2018-07-18;58.07;1;TORRE 1, 45;0.017859;0.008303
11.945.604/0001-27;2018-09-30;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2018-09-18;58.86;1;TORRE 1, 88;0.017584;0.008175
11.945.604/0001-27;2018-09-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-07-12;76.93;1;TORRE 1, 25;0.017859;0.008303
11.945.604/0001-27;2018-09-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-09-27;76.93;1;TORRE 1, 135;0.018304;0.00851
11.945.604/0001-27;2018-09-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-08-14;66.41;1;TORRE 2, 33;0.015161;0.007048
11.945.604/0001-27;2018-09-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-07-24;76.93;1;TORRE 1, 12;0.016595;0.007715
11.945.604/0001-27;2018-09-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-08-24;66.41;1;TORRE 2, 123;0.015806;0.007348
11.945.604/0001-27;2018-09-30;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-07-05;76.93;1;TORRE 2, 14;0.017864;0.008305
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-10-08;56.19;1;TORRE 1, 13;0.010478;0.005476
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-12-24;58.02;1;TORRE 1, 45;0.015359;0.008027
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-10-08;58.02;1;TORRE 1, 65;0.010478;0.005476
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-10-02;58.02;1;TORRE 1, 74;0.016847;0.008804
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-10-01;58.02;1;TORRE 1, 82;0.016865;0.008814
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-10-03;58.02;1;TORRE 1, 84;0.016865;0.008814
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-10-02;58.02;1;TORRE 1, 122;0.016847;0.008804
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-12-27;58.02;1;TORRE 2, 152;0.016263;0.008499
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-12-05;56.19;1;TORRE 3, 96;0.014456;0.007555
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-10-31;58.02;1;TORRE 3, 152;0.015998;0.008361
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-12-21;58.02;1;TORRE 3, 162;0.016618;0.008685
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-11-05;58.02;1;TORRE 4, 64;0.016847;0.008804
11.945.604/0001-27;2018-12-31;1;Empreendimento Sapopemba;Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente;2018-10-08;58.02;1;TORRE 4, 144;0.010796;0.005642
11.945.604/0001-27;2018-12-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-11-01;76.93;1;TORRE 2, 32;0.019015;0.009938
11.945.604/0001-27;2018-12-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-11-09;76.93;1;TORRE 1, 124;0.019007;0.009934
11.945.604/0001-27;2018-12-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-10-02;76.93;1;TORRE 1, 135;0.020063;0.010485
11.945.604/0001-27;2018-12-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-11-16;66.41;1;TORRE 2, 46;0.016147;0.008439
11.945.604/0001-27;2018-12-31;1;Empreendimento Elizabeta Lips;Rua Elizabeta Lips, 304 - Taboão da Serra - Jardim Bom Tempo;2018-12-19;76.93;1;TORRE 1, 32;0.017187;0.008982
11.945.604/0001-27;2018-12-31;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2018-11-22;58.86;1;TORRE 1, 34;0.019365;0.01012
11.945.604/0001-27;2018-12-31;1;Empreendimento Ameixeiras;Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo;2018-11-19;58.86;1;TORRE 1, 83;0.019365;0.01012
12.005.956/0001-65;2018-03-29;1;Lavradio;Rua do Lavradio, 132, Centro, Rio de Janeiro - RJ;2018-02-02;17839.29;13;N/A;1.20797367301356;0.0782804564231255
12.989.974/0001-29;2018-12-31;1;BTS L´Oréal;Avenida Venezuela, nº 154 e 156, Bairro Saúde, Município do Rio de Janeiro, Estado do Rio de Janeiro;2018-12-14;17400;20;O Caixa Fundo de Investimento Imobiliário Porto Maravilha - FII PM detinha uma fração ideal do empreendimento corporativo, em permuta pela vinculação de Certificados de Potencial Adicional de Construção - CEPAC. Empreendimento corporativo, com 15.725,00m ²  de área privativa, mais 1.808,21m ² entre lajes corporativas e lojas. Edifício composto por 20 pavimentos.;0;0.018
14.665.312/0001-29;2018-03-31;1;HAPPY VIDA APTO 504;Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos;2018-01-16;69.96;1;Imóvel Residencial;0.020173;0.0107
14.665.312/0001-29;2018-03-31;1;TLCH - BL3 APTO905;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;2018-02-05;73.57;1;Imóvel Residencial;0.017862;0.0092
14.665.312/0001-29;2018-12-31;1;TLCH - BL1 APTO1204;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;2018-10-15;73.57;1;Escritura;0.0160688564585517;0.0089
14.665.312/0001-29;2018-12-31;1;TLCH - BL2 APTO1301;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;2018-11-29;73.57;1;Escritura;0.0223156163165447;0.0118
14.665.312/0001-29;2018-12-31;1;TLCH - BL2 APTO 901;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;2018-12-11;73.57;1;Escritura;0.0223101294379036;0.0118
14.733.211/0001-48;2018-09-30;1;Edifcio Pedro Mariz - conj. 601;Avenida Brigadeiro Faria Lima, 3900 - 6º andar - conj. 601 e 18 vagas de garagens - São Paulo/SP;2018-07-25;818.18;1;Imovel adquirido em regime de condominio, regido por convenção registrada por escritura pública declaratória;1;0.179381
15.006.267/0001-63;2018-12-31;1;GT Plaza;Rua Eng. Francisco Pitta Brito 779, , São Paulo, SP, 04753-080;2018-12-19;6548.23;13;Não possui caracteristicas que destoem dos demais;0.3722;0.8316
16.915.968/0001-88;2018-12-31;2;Imóvel Boituva SP;Estrada Municipal BTV 250, Boituva - SP;;187233.58;644;-;1;0.078705
17.209.378/0001-00;2018-06-30;1;Unidade 1309 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-05-19;52.88;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0059;0.0072
17.209.378/0001-00;2018-06-30;1;Unidade 705 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-24;46.89;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.005;0.0062
17.209.378/0001-00;2018-06-30;1;Unidade 1806 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-05-30;39.33;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0043;0.0053
17.209.378/0001-00;2018-06-30;1;Unidade 905 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-05-19;46.89;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0051;0.0063
17.209.378/0001-00;2018-06-30;1;Unidade 704 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-03;46.89;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0045;0.0056
17.209.378/0001-00;2018-06-30;1;Unidade 901 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-18;39.33;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0042;0.0052
17.209.378/0001-00;2018-06-30;1;Unidade 903 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-11;39.09;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.004;0.0049
17.209.378/0001-00;2018-06-30;1;Unidade 1305 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-29;46.89;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0052;0.0064
17.209.378/0001-00;2018-06-30;1;Unidade 1307 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-22;39.46;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0043;0.0053
17.209.378/0001-00;2018-06-30;1;Unidade 2501 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-09;39.33;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0046;0.0057
17.209.378/0001-00;2018-06-30;1;Unidade 2603 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-03;39.09;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0046;0.0056
17.209.378/0001-00;2018-06-30;1;Unidade 2604 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-18;46.89;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0052;0.0064
17.209.378/0001-00;2018-06-30;1;Unidade 2605 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-18;46.89;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0052;0.0064
17.209.378/0001-00;2018-06-30;1;Unidade 1809 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-03;52.88;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0061;0.0075
17.209.378/0001-00;2018-06-30;1;Unidade 1101 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-04-14;39.33;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0037;0.0045
17.209.378/0001-00;2018-06-30;1;Unidade 2505 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-05-19;46.89;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0055;0.0068
17.209.378/0001-00;2018-06-30;1;Unidade 2504 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-05-19;46.89;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0055;0.0068
17.209.378/0001-00;2018-06-30;1;Unidade 907 - NUN Vila Nova;Avenida Santo Amaro, nº 604 - São Paulo;2018-05-19;39.46;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0042;0.0052
17.209.378/0001-00;2018-06-30;1;Unidade 1102 - Torre I - Urban Resort;Rua Vitória e Praça Júlio de Mesquita - São Paulo;2018-04-04;60;1;Alienada através de Instrumento Particular de Contrato de Promessa de Cessão de Direitos e Obrigações Sobre Unidade Condominial a ser Contruída e Outras Avenças;0.0045;0.0056
17.282.011/0001-04;2018-06-29;1;Galpão Cachoeirinha;Rua Lenine Queiroz 333, Galpão, Cachoeirinha, RS, 94931-350;2018-07-02;38.41;1;Imóvel vendido por escritura pública;0.1897;0.3927
17.282.011/0001-04;2018-06-29;1;Galpão Indusrial de Americana;Rua João de Pádula 245, Gleba B, Americana, SP, 13473-610;2018-07-02;29.991;1;Imóvel vendido por escritura pública;0.1111;0.2301
17.282.011/0001-04;2018-12-31;1;Edíficio JK1455;Av. Juscelino Kubitschek, 1455. Bairro: Vila Olímpia - São Paulo, SP.;2018-10-08;828.13;1;Direito de Propriedade;0.0483;0.0812
19.442.626/0001-86;2018-12-31;1;GOOGLE BRASIL INTERNET LTDA;AVENIDA DOS ANDRADAS, N° 3000 - SALAS 171 A 174 161 A 164 151 A 154 141 A 144 e 51 A 54;2018-12-14;6007.7;20;Contrato de Compra e Venda;0.294117647058824;
19.442.626/0001-86;2018-12-31;1;THOUGHTWORKS BRASIL SOFTWARE LTDA;AVENIDA DOS ANDRADAS, N° 3000 - SALAS 61 A 64;2018-12-14;1201.54;4;Contrato de Compra e Venda;0.0588235294117647;
19.442.626/0001-86;2018-12-31;1;WBR CONSULTORIA S.A.;AVENIDA DOS ANDRADAS, N° 3000 - SALAS 41 A 44;2018-12-14;1201.54;4;Contrato de Compra e Venda;0.0588235294117647;
19.442.626/0001-86;2018-12-31;1;CI&T SOFTWARE S.A.;AVENIDA DOS ANDRADAS, N° 3000 - SALAS 31 A 34 e 21 A 24;2018-12-14;2403.08;8;Contrato de Compra e Venda;0.117647058823529;
19.722.048/0001-31;2018-12-31;2;FR 917 31;Alameda Franca, 917 - 31;2018-11-30;98;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2018-12-31;2;GUA 538 91;Rua Guarará, 538 - 91;2018-11-01;123;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2018-12-31;2;JEL 1601 32;Alameda Joaquim Eugênio de Lima, 1601 - 32;2018-11-19;103;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2018-12-31;2;JML 1003 123;Rua José Maria, 1003 - 123;;137;1;Apartamento residencial pronto para venda;;
19.722.048/0001-31;2018-12-31;2;FR 1282 44;Alameda Franca, 1282 - 44;2018-12-27;109.42;1;Apartamento residencial pronto para venda;;
20.265.467/0001-70;2018-03-31;1;Ville Celestine - Residence Service 601;Rua Guaicui, 594, Luxemburgo, Belo horizonte.;2018-01-04;77.23;1;Promessa de compra e venda da unidade 601. A matricula da unidade é 140.419. A unidade tem área privativa real de 77,23m²;0.0209;0.0356
21.126.204/0001-43;2018-03-31;1;Loja 184;Rua Espirito Santo, 318 e 322,Belo Horizonte-MG;2018-03-02;1480;1;Venda Realizada no 1º Tri de 2018;0.009059;0.008949
22.888.670/0001-29;2018-03-31;1;Pax Perdizes;R. Urbanizadora, 232 -Apto 84 - Sumaré, São Paulo - SP, 01252-020;2018-03-23;55;1;Pax Perdizes;0.3674;0.1872
22.888.670/0001-29;2018-03-31;1;VN Campinas;Alameda Campinas, 708 - Apto 72 - Jardim Paulista, São Paulo - SP, 01404-001;2018-02-15;72.27;1;VN Campinas;0.4178;0.2129
22.888.670/0001-29;2018-03-31;1;VN Campinas;Alameda Campinas, 708 - Apto 102 Jardim Paulista, São Paulo - SP, 01404-001;2018-03-07;72.27;1;VN Campinas;0.4178;0.2129
22.888.670/0001-29;2018-03-31;1;VN Campinas;Alameda Campinas, 708 - Apto 92 Jardim Paulista, São Paulo - SP, 01404-001;2018-03-07;72.27;1;VN Campinas;0.4178;0.2129
22.888.670/0001-29;2018-03-31;1;VN Campinas;Alameda Campinas, 708- Apto 82 - Jardim Paulista, São Paulo - SP, 01404-001;2018-03-07;72.27;1;VN Campinas;0.4178;0.2129
22.888.670/0001-29;2018-09-28;1;Pax Perdizes Unidade 82;Rua Urbanizadora 232, unidade 82, São Paulo, SP,  01252-020;2018-08-14;136.196;1;Direito de Propriedade;0.510625;0.283104
22.888.670/0001-29;2018-09-28;1;Pax Perdizes Unidade 83;Rua Urbanizadora 232, unidade 83, São Paulo, SP,  01252-020;2018-07-25;107.21;1;Direito de Propriedade;0.49118;0.411191
23.964.908/0001-10;2018-09-28;1;SPT3 - 2203;SP TORRE 3 - 2203;2018-07-04;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000694
23.964.908/0001-10;2018-09-28;1;SPT3 - 2204;SPT3 - 2204;2018-07-04;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000717
23.964.908/0001-10;2018-09-28;1;SPT3 - 2205;SPT3 - 2205;2018-07-05;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001045
23.964.908/0001-10;2018-09-28;1;SPT3 - 2307;SPT3 - 2307;2018-07-12;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000644
23.964.908/0001-10;2018-09-28;1;SPT2 - 811;SPT2 - 811;2018-07-12;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000617
23.964.908/0001-10;2018-09-28;1;SPT3 - 2003;SPT3 - 2003;2018-07-12;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000687
23.964.908/0001-10;2018-09-28;1;SPT3 - 2005;SPT3 - 2005;2018-07-12;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.001042
23.964.908/0001-10;2018-09-28;1;SPT3 - 2014;SPT3 - 2014;2018-07-12;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000634
23.964.908/0001-10;2018-09-28;1;SPT3 - 2202;SPT3 - 2202;2018-07-12;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000717
23.964.908/0001-10;2018-09-28;1;SPT3 - 2002;SPT3 - 2002;2018-07-12;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000717
23.964.908/0001-10;2018-09-28;1;SPT3 - 2102;SPT3 - 2102;2018-07-20;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000717
23.964.908/0001-10;2018-09-28;1;SPT3 - 2103;SPT3 - 2103;2018-07-20;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000694
23.964.908/0001-10;2018-09-28;1;SPT3 - 2006;SPT3 - 2006;2018-07-26;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.00062
23.964.908/0001-10;2018-09-28;1;SPT3 - 2009;SPT3 - 2009;2018-07-26;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000681
23.964.908/0001-10;2018-09-28;1;SPT3 - 2013;SPT3 - 2013;2018-07-26;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.00062
23.964.908/0001-10;2018-09-28;1;SPT3 - 2503;SPT3 - 2503;2018-07-26;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000712
23.964.908/0001-10;2018-09-28;1;SPT3 - 114;SPT3 - 114;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000595
23.964.908/0001-10;2018-09-28;1;SPT3 - 1307;SPT3 - 1307;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000666
23.964.908/0001-10;2018-09-28;1;SPT3 - 1513;SPT3 - 1513;2018-07-30;48.95;1;Contrato global de reconhecimento de obrigações, compromisso de dação em pagamento, obrigações de fazer e outras avenças.;0.000691;0.000678
