CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
14.665.312/0001-29;2016-12-31;1;HAPPY VIDA APTO 401;Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos;69.96;1;;0.0115012847179738;Venda
14.665.312/0001-29;2016-12-31;1;HAPPY PRAIA APTO 301;Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos;93.3;1;;0.0144377829438395;Venda
14.665.312/0001-29;2016-12-31;1;HAPPY PRAIA APTO 1208;Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos;69.96;1;;0.0108895142542518;Venda
14.665.312/0001-29;2016-12-31;1;HAPPY PRAIA APTO 1108;Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos;69.96;1;;0.0108895142542518;Venda
17.655.115/0001-17;2016-12-31;2;MOT - Morumbi Office Towe;MOT - Morumbi Office Tower, Avenida Roque Petroni Júnior, 999, 3.650,88 m² dividios em 12 conjuntos.;3650.88;1;MOT - Morumbi Office Tower, Avenida Roque Petroni Júnior, 999, 3.650,88 m² dividios em 12 conjuntos.;0.48;Renda
18.497.672/0001-10;2016-12-31;1;Edifício Antares 301;Avenida F, nº 50-A, quadra K-6, Setor Oeste, Goiânia, Goiás.;166.35;1;Imóvel recebido em dação;0.009929;Venda
20.748.515/0001-81;2016-12-31;1;GPA São Paulo;Avenida Marginal Direita do Tietê, nº 342, Vila Jaguará, São Paulo/SP;111472;1;;0.450468;Renda
21.500.481/0001-74;2016-12-31;1;Edifício Botafogo;Rua São Clemente, 38, Rio de Janeiro-RJ;8403.34;1;Edifício com 14 pavimentos e subsolo, 31 vagas, 4 elevadores. Idade de 5 anos (retrofit de um prédio com aproximadamente 40 anos);0.97;Renda
22.340.978/0001-35;2016-12-31;1;Primitiva Vianco;Rua Primitiva Vianco nº 561 - Osasco/SP  - CEP 06010-000;0;0;0;0;Renda
22.340.978/0001-35;2016-12-31;1;Soldado Benedito Patricio;Rua Soldado Benedito Patricio, 100;0;0;0;0;Renda
22.646.161/0001-90;2016-12-31;1;Frad.E - Unid. 101 - Bl 1 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 17-11-2016.;0.0247;Venda
22.646.161/0001-90;2016-12-31;1;Frad.E - Unid. 101 - Bl 11 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 01-11-2016.;0.0247;Venda
22.646.161/0001-90;2016-12-31;1;Frad.E - Unid. 102 - Bl 11 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 01-11-2016.;0.0247;Venda
22.646.161/0001-90;2016-12-31;1;Frad.E - Unid. 102 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 14-10-2016.;0.0247;Venda
22.646.161/0001-90;2016-12-31;1;Frad.E - Unid. 201 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 19-10-2016.;0.0247;Venda
22.646.161/0001-90;2016-12-31;1;Frad.E - Unid. 301 - Bl 6 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;594.75;1;Direitos de aquisição formalizados por meio de PCV datada de 14-12-2016.;0.088;Venda
22.646.161/0001-90;2016-12-31;1;Frad.E - Unid. 301 - Bl 5 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;321.35;1;Direitos de aquisição formalizados por meio de PCV datada de 17-11-2016.;0.0296;Venda
22.646.161/0001-90;2016-12-31;1;Frad.E - Unid. 301 - Bl 4 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;321.35;1;Direitos de aquisição formalizados por meio de PCV datada de 14-12-2016.;0.0306;Venda
23.781.211/0001-04;2016-12-31;1;Usufruto Hospital Santa Luzia;Shls 716, Conjunto E, Lote 05 - Asa Sul, Brasília - DF;6113;1;Direito de Usufruto pelo prazo de 274 meses;0.157363687909583;Renda
23.781.211/0001-04;2016-12-31;1;Usufruto Hospital Coração do Brasil;SHLS 716, Conjunto G, Lote 6 - Asa Sul, Brasília - DF;5000;1;Direito de Usufruto pelo prazo de 274 meses;0.0698152276490121;Renda
23.964.908/0001-10;2016-12-31;1;Imóvel 1;1. Hotel Fazenda: Sorocaba - SP, matrícula: 46.699. Endereço: Estrada Municipal Engenho Velho - Rod. Pres. Castelo Branco - Engenho Velho.;284658;1;1. Hotel Fazenda: Sorocaba - SP, matrícula: 46.699. Endereço: Estrada Municipal Engenho Velho - Rod. Pres. Castelo Branco - Engenho Velho.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 2;2. Prédio Comercial: Pilar do Sul - SP, matrícula: 39. Endereço: Rua Dom Lucio Antunes de Souza, 393.;551;1;2. Prédio Comercial: Pilar do Sul - SP, matrícula: 39. Endereço: Rua Dom Lucio Antunes de Souza, 393.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 3;3. Imóvel Comercial: Presidente Dutra - MA, matrícula: 6.797. Endereço: Praça São Sebastião, 411, Centro.;585;1;3. Imóvel Comercial: Presidente Dutra - MA, matrícula: 6.797. Endereço: Praça São Sebastião, 411, Centro.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 4;4. Imóvel Comercial: Carazinho - RS, matrícula: 37.134. Endereço: Av. Gal. Flores da Cunha, 1657, Centro.;419;1;4. Imóvel Comercial: Carazinho - RS, matrícula: 37.134. Endereço: Av. Gal. Flores da Cunha, 1657, Centro.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 5;5. Imóvel Industrial: Contagem - MG, matrícula: 93.214. Endereço: Av. Wilson Tavares Ribeiro, 800 - Chácaras Reunidas Sta. Terezinha.;16554;1;5. Imóvel Industrial: Contagem - MG, matrícula: 93.214. Endereço: Av. Wilson Tavares Ribeiro, 800 - Chácaras Reunidas Sta. Terezinha.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 6;6. Prédio Residencial: São Conrado - RJ, matrícula: 44.236. Endereço: Avenida Prefeito Mendes de Morais, 1100, apto. 1301, Rio de Janeiro.;1909;1;6. Prédio Residencial: São Conrado - RJ, matrícula: 44.236. Endereço: Avenida Prefeito Mendes de Morais, 1100, apto. 1301, Rio de Janeiro.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 7;7. Imóvel Comercial: Magé - RJ, matrícula: 41.879. Endereço: Av. N Sra. da Piedade, 75, Jardim N. Sra. da Piedade, Sede.;7311;1;7. Imóvel Comercial: Magé - RJ, matrícula: 41.879. Endereço: Av. N Sra. da Piedade, 75, Jardim N. Sra. da Piedade, Sede.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 8;8. Empreendimento Residencial: Salvador Prime. Matrícula Global: 91.468. Endereço: Av. Tancredo Neves Esquina com a Alameda Salvador, Nº 2227, Caminho das Árvores, Salvador - BA.;50;1;8. Empreendimento Residencial: Salvador Prime. Matrícula Global: 91.468. Endereço: Av. Tancredo Neves Esquina com a Alameda Salvador, Nº 2227, Caminho das Árvores, Salvador - BA.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 9;9.Imóvel Industrial 2: São José dos Pinhais - PR, matrícula: 65.771. Endereço: Avenida das Torres, 2391.;5489;1;9.Imóvel Industrial 2: São José dos Pinhais - PR, matrícula: 65.771. Endereço: Avenida das Torres, 2391.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 10;10. Industrial: Bady Bassit - SP, matrícula: 64.610. Endereço: Rodovia BR-153, km 75,5 - Distrito Industrial III.;20100;1;10. Industrial: Bady Bassit - SP, matrícula: 64.610. Endereço: Rodovia BR-153, km 75,5 - Distrito Industrial III.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 11;11. Imóvel Comercial: Rio de Janeiro - RJ, matrícula: 344.069, Endereço: Rua Cândido Benício, nº 200, CEP: 21.320-060;0;1;11. Imóvel Comercial: Rio de Janeiro - RJ, matrícula: 344.069, Endereço: Rua Cândido Benício, nº 200, CEP: 21.320-060;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 12;12. Imóvel Comercial: Niterói - RJ, matrícula: 344.069, Endereço:Rodovia Amaral Peixoto, 3.001 e 3.674,;0;1;12. Imóvel Comercial: Niterói - RJ, matrícula: 344.069, Endereço:Rodovia Amaral Peixoto, 3.001 e 3.674,;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 13;13. Galpão Comercial: Mogi das Cruzes - SP, matrícula: 44.617. Endereço: Rua Tenente Onofre Rodrigues de Aguiar, 1301, Vila Industrial;0;1;13. Galpão Comercial: Mogi das Cruzes - SP, matrícula: 44.617. Endereço: Rua Tenente Onofre Rodrigues de Aguiar, 1301, Vila Industrial;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 14;14. Prédio Residencial: Recife - PE, matrícula: 80.066. Endereço: Rua Amália Bernardino de Souza, 454, Bloco C, apto. 103, Paço Imperial, Boa Viagem.;0;1;14. Prédio Residencial: Recife - PE, matrícula: 80.066. Endereço: Rua Amália Bernardino de Souza, 454, Bloco C, apto. 103, Paço Imperial, Boa Viagem.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 15;15. Empreendimento Lumina Office: Bauru - SP, Endereço: Rua Rodrigo Romeiro, 50, esquina da Av. das Nações Unidas - Higienópolis.;155;1;15. Empreendimento Lumina Office: Bauru - SP, Endereço: Rua Rodrigo Romeiro, 50, esquina da Av. das Nações Unidas - Higienópolis.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 16;16. Prédio Residencial: Belo Horizonte - MG, matrícula: 79.744.  Endereço: Rua Ouro Preto, 1523 - Ed. Costa Smeralda - Ap. 1402;0;1;16. Prédio Residencial: Belo Horizonte - MG, matrícula: 79.744.  Endereço: Rua Ouro Preto, 1523 - Ed. Costa Smeralda - Ap. 1402;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 17;17. Prédio Residencial: Belo Horizonte - MG, matrícula: 105.559. Endereço: Rua Felipe dos Santos, 760, esquina Rua Coelho de Souza - Lourdes;0;1;17. Prédio Residencial: Belo Horizonte - MG, matrícula: 105.559. Endereço: Rua Felipe dos Santos, 760, esquina Rua Coelho de Souza - Lourdes;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 18;18. Industrial: Cubatão - SP, matrícula: 14.171. Endereço: Rodovia Anchieta, Km 53,5 - Bairro Fabril.;0;1;18. Industrial: Cubatão - SP, matrícula: 14.171. Endereço: Rodovia Anchieta, Km 53,5 - Bairro Fabril.;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 19;19. Industrial: Paulista - PE., matrícula: 22.388. Endereço: BR 101 Norte, Km 16/17 e Ruas Rio Sibre e Alberto Frazão Ferreira - Distrito Industrial;0;1;19. Industrial: Paulista - PE., matrícula: 22.388. Endereço: BR 101 Norte, Km 16/17 e Ruas Rio Sibre e Alberto Frazão Ferreira - Distrito Industrial;0;Venda
23.964.908/0001-10;2016-12-31;1;Imóvel 20;20. Industrial: Osasco - SP , matrícula: 30.335. Endereço: Rua Luis Henrique de Oliveira, nº 346 - Quitaúna;0;1;20. Industrial: Osasco - SP , matrícula: 30.335. Endereço: Rua Luis Henrique de Oliveira, nº 346 - Quitaúna;0;Venda
26.132.504/0001-59;2016-12-31;1;Edifício Metro Office II;Rua Butantã, nº 194, Pinheiros - São Paulo;1322.906;4;Imóvel correspondente as futuras unidades nº 31, 32,33 e 34 localizadas no 3º andar do imóvel, sendo que as unidades 32 e 33 farão jus ao uso de 6 vagas de garagem cada e as unidades 31 e 34 farão jus ao uso de 5 vagas de garagem cada.;0.103982;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 31;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;45.86;1;Imóvel em fase de construção;0.0101055445779786;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 61;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;45.86;1;Imóvel em fase de construção;0.0104669432815831;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 91;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;45.86;1;Imóvel em fase de construção;0.0106749067711483;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 121;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;45.86;1;Imóvel em fase de construção;0.0108828443688448;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 141;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;45.86;1;Imóvel em fase de construção;0.0112987713479752;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 151;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;45.86;1;Imóvel em fase de construção;0.0115067089456717;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 181;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;45.86;1;Imóvel em fase de construção;0.0168976290401542;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 211;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;100.45;1;Imóvel em fase de construção;0.0121774119130145;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 241;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46.84;1;Imóvel em fase de construção;0.0121774119130145;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 261;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46.84;1;Imóvel em fase de construção;0.0105881949028024;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 42;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46.16;1;Imóvel em fase de construção;0.0108028126026289;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 72;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46.16;1;Imóvel em fase de construção;0.0110174561943241;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 102;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46.16;1;Imóvel em fase de construção;0.0112320738941505;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 132;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46.16;1;Imóvel em fase de construção;0.0116613092938034;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 162;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46.16;1;Imóvel em fase de construção;0.0118759528854986;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 192;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46.16;1;Imóvel em fase de construção;0.014953563969124;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 53;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.87;1;Imóvel em fase de construção;0.0152566800762381;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 83;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.87;1;Imóvel em fase de construção;0.0155597961833521;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 113;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.87;1;Imóvel em fase de construção;0.0158629122904662;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 143;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.87;1;Imóvel em fase de construção;0.0164691186128255;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 173;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.87;1;Imóvel em fase de construção;0.0167722347199396;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 203;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.87;1;Imóvel em fase de construção;0.0150404570805509;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 34;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;65.57;1;Imóvel em fase de construção;0.015345333834738;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 64;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;65.57;1;Imóvel em fase de construção;0.0156502105889251;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 94;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;65.57;1;Imóvel em fase de construção;0.0159550873431121;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 124;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;65.57;1;Imóvel em fase de construção;0.0165648408514862;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 154;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;65.57;1;Imóvel em fase de construção;0.0168697176056733;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 184;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;65.57;1;Imóvel em fase de construção;0.0176260708747444;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 244;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.12;1;Imóvel em fase de construção;0.0152161075179526;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 45;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.11;1;Imóvel em fase de construção;0.0154717120459641;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 75;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.11;1;Imóvel em fase de construção;0.015779100311417;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 105;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.11;1;Imóvel em fase de construção;0.01608648857687;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 135;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.11;1;Imóvel em fase de construção;0.0167012651077759;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 165;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.11;1;Imóvel em fase de construção;0.0170086533732289;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 195;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.11;1;Imóvel em fase de construção;0.0173160157468132;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 225;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.11;1;Imóvel em fase de construção;0.0176234040122661;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 255;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;66.11;1;Imóvel em fase de construção;0.0147757127228811;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 56;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.03;1;Imóvel em fase de construção;0.0150591251178986;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 86;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.03;1;Imóvel em fase de construção;0.0153583056609671;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 116;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.03;1;Imóvel em fase de construção;0.0156574862040356;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 146;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.03;1;Imóvel em fase de construção;0.0162558731820413;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 176;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.03;1;Imóvel em fase de construção;0.0165550537251098;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 186;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.03;1;Imóvel em fase de construção;0.0165550537251098;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 206;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.03;1;Imóvel em fase de construção;0.0168542342681782;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 236;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;64.03;1;Imóvel em fase de construção;0.0147092224040062;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 37;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0150073672723258;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 67;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0153055380325142;Venda
26.395.660/0001-02;2016-12-31;1;Unidade  97;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0156036829008338;Venda
26.395.660/0001-02;2016-12-31;1;Unidade  127;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0162000244212106;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 157;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0162000244212106;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 167;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0164981692895302;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 187;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0167963400497186;Venda
26.395.660/0001-02;2016-12-31;1;Unidade  217;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0170944849180383;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 247;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0170944849180383;Venda
26.395.660/0001-02;2016-12-31;1;Unidade  267;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;63.81;1;Imóvel em fase de construção;0.0102877197662979;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 48;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46;1;Imóvel em fase de construção;0.0104988938475845;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 78;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46;1;Imóvel em fase de construção;0.0107075046338677;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 108;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46;1;Imóvel em fase de construção;0.0109160895282823;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 138;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46;1;Imóvel em fase de construção;0.0109160895282823;Venda
26.395.660/0001-02;2016-12-31;1;Unidade 168;Rua  Aguiar de Barros, 36 x Av. Brigadeiro Luiz Antônio, Bela Vista - São Paulo/SP;46;1;Imóvel em fase de construção;0.0113333111008487;Venda
