CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
00.332.266/0001-31;2016-12-31;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;4543.57;175149.99
00.762.723/0001-28;2016-12-31;2;Outras Cotas de FI;Rio Bravo Liquidez DI FI Referenciado;9075571000160;;;;;;1390.27;3382.2
00.762.723/0001-28;2016-12-31;2;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;6470.89;15649.28
00.762.723/0001-28;2016-12-31;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;32110.39;1237821.41
00.868.235/0001-08;2016-12-31;1;Outras Cotas de FI;BRA FIC FI RENDA FIXA SATURNO;60746948000112;;;;;;1;38267.87
00.868.235/0001-08;2016-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;1;1187382.06
01.201.140/0001-90;2016-12-31;2;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;634113.09;1533545.77
01.201.140/0001-90;2016-12-31;2;Outras Cotas de FI;Rio Bravo Liquidez DI FI Referenciado;9075571000160;;;;;;374352.07;910710.68
01.201.140/0001-90;2016-12-31;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;112814.48;4348878.71
01.235.622/0001-61;2016-12-31;1;Outras Cotas de FI;Itaú Top Renda Fixa Ref. DI em Cotas de F. de Invest.;05.902.521/0001-58;;;;;;5679511.2772;21962454.26
01.235.622/0001-61;2016-12-31;1;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;113853175.46
01.235.622/0001-61;2016-12-31;1;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;2607810.18
01.235.622/0001-61;2016-12-31;1;Ações de Sociedades;JFE 42 Empreend. Imobiliário Ltda;14148570000138;;;;;;11150661;18308340.94
01.235.622/0001-61;2016-12-31;1;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;58413174;39331975.6
01.235.622/0001-61;2016-12-31;1;Ações de Sociedades;JFE 16 Empreend. Imobiliários Ltda;11323252000156;;;;;;38425433;41777538.05
01.235.622/0001-61;2016-12-31;1;Cotas de Sociedades;JFE 22 Empreed. Imobiliário Ltda;12052242000108;;;;;;6862337;3258517.79
01.235.622/0001-61;2016-12-31;1;Ações de Sociedades;Charitas Empreend. Imob. Ltda;18983215000135;;;;;;18868300;30430013.29
01.235.622/0001-61;2016-12-31;1;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1404913.98
01.235.622/0001-61;2016-12-31;1;FII;BB Progressivo II Fundo de Investimento Imobiliário;14410722000129;;;;;;187305;23308234.2
01.235.622/0001-61;2016-12-31;1;Outras Cotas de FI;Opportunity Ipanema F. de Investi. R. F. Curto Prazo;10.237.450/0001-56;;;;;;20575155.8113846;159998440.82
01.235.622/0001-61;2016-12-31;1;Cotas de Sociedades;JFE 21 Empreed. Imobiliário Ltda;12052280000160;;;;;;8861829;3210529.9
01.235.622/0001-61;2016-12-31;1;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;44250;53774770.43
01.497.954/0001-14;2016-12-31;1;Outras Cotas de FI;Bradesco FICFIRF DI Special;9573255000175;;;;;;12806.52;187293.43
01.601.918/0001-59;2016-12-31;1;Outras Cotas de FI;Rio Bravo Liquidez DI FI Referenciado;9075571000160;;;;;;844481.84;2054426.04
01.601.918/0001-59;2016-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;11351.86;437602.1
01.601.918/0001-59;2016-12-31;1;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;1188820.78;2875056.68
01.636.325/0001-28;2016-12-31;1;Outras Cotas de FI;Caixa Econômica Federal CDB;360305000104;;;;;;1;1049385.03
01.636.325/0001-28;2016-12-31;1;Outras Cotas de FI;Bradesco Investimento Plus;61746948000112;;;;;;1;461020.27
01.636.325/0001-28;2016-12-31;1;Outras Cotas de FI;Caixa Econômica Federal CDB;360305000104;;;;;;1;1361377.87
01.636.325/0001-28;2016-12-31;1;Outras Cotas de FI;Bradesco CDB Fácil;61746948000112;;;;;;1;21864.32
01.636.325/0001-28;2016-12-31;1;Outras Cotas de FI;Santander CDB;90400888000142;;;;;;1;1323453.92
01.657.856/0001-05;2016-12-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF REF DI L;16916063000122;;;;;;130344.218286;195923.77
01.657.856/0001-05;2016-12-31;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;2;700265.92
02.027.437/0001-44;2016-12-31;1;Outras Cotas de FI;Rio Bravo Liquidez DI FI Referenciado;9075571000160;;;;;;6823.86;16600.87
02.027.437/0001-44;2016-12-31;1;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;3097.4047;7490.8
02.027.437/0001-44;2016-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;7440.96;286841.33
02.508.235/0001-14;2016-12-31;1;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;301293.4;728651.12
02.508.235/0001-14;2016-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;539.71;20805.21
03.507.519/0001-59;2016-12-31;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;1;858838.07
03.507.519/0001-59;2016-12-31;2;Outras Cotas de FI;Rio Bravo Liquidez DI FI Referenciado;9075571000160;;;;;;1;849401.67
03.507.519/0001-59;2016-12-31;2;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;1;869592.18
03.683.056/0001-86;2016-12-31;4;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;1;3405666.57
03.683.056/0001-86;2016-12-31;4;LCI;CEF;360305000104;;;;;2019-07-10;1;5251510.75
03.683.056/0001-86;2016-12-31;4;Outras Cotas de FI;Rio Bravo Liquidez DI FI Referenciado;9075571000160;;;;;;1;420200.04
03.683.056/0001-86;2016-12-31;4;Outras Cotas de FI;Itau TOP RF REF DI FICFI;5902521000158;;;;;;1;150680.66
03.683.056/0001-86;2016-12-31;4;LCI;CEF;360305000104;;;;;2019-07-10;1;10509015.6
03.683.056/0001-86;2016-12-31;4;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;1;456681.92
03.855.441/0001-63;2016-12-31;1;Outras Cotas de FI;Santos FI RF;13950429000191;;;;;;1;28095506.4
03.855.441/0001-63;2016-12-31;1;Outras Cotas de FI;FPSO Fundo de Investimento de Renda Fixa;9295128000102;;;;;;1;27846796.81
03.855.441/0001-63;2016-12-31;1;Outras Cotas de FI;L.F. Macaé FI RF;13950198000116;;;;;;1;65595416.27
04.066.582/0001-60;2016-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;821.6;31626
04.066.582/0001-60;2016-12-31;2;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;5959.12;44516.59
04.141.645/0001-03;2016-12-31;1;Outros Ativos Financeiros;BANCO BRADESCO S.A.;61746948000112;;;;CDB;;700;873711.73
04.141.645/0001-03;2016-12-31;1;Outras Cotas de FI;Compromissada Itaú S/A;4222376000100;;;;;;1;1896694.67
04.141.645/0001-03;2016-12-31;1;Outras Cotas de FI;Auto Mais Itaú S/A;4222376000100;;;;;;1;21147.99
04.141.645/0001-03;2016-12-31;1;Outros Ativos Financeiros;CDB DI Itaú S/A (Caução);60701190000104;;;;CDB DI (CAUÇÃO);;1;151526.34
04.141.645/0001-03;2016-12-31;1;Outros Ativos Financeiros;BANCO SANTANDER;90400888000142;;;;CDB;;500;541858.34
04.141.645/0001-03;2016-12-31;1;Outros Ativos Financeiros;CAIXA ECONOMICA FEDERAL;360305000104;;;;CDB;;1;605715.8
04.141.645/0001-03;2016-12-31;1;Outras Cotas de FI;Especial RF Itaú;4222376000100;;;;;;8139.93803;553097.19
04.722.883/0001-02;2016-12-31;2;Outros Ativos Financeiros;ITAÚ UNIBANCO S.A.;;;;;CDB-DI;;648600;648600.5
04.722.883/0001-02;2016-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;87226.97;3356880.07
04.782.236/0001-88;2016-12-31;2;Outras Cotas de FI;COINVALORES FIM TERMO;8319861000149;;;;;;962099.15;2720871
04.782.236/0001-88;2016-12-31;2;Outras Cotas de FI;COINVALORES FIC REF.DI CRED.PRIVADO;2233665000170;;;;;;69826.13;866214
04.782.236/0001-88;2016-12-31;2;Outras Cotas de FI;COINVALORES FIC REF.DI CRED.PRIVADO;2233665000170;;;;;;22326.57;276968
05.562.312/0001-02;2016-12-31;2;Outras Cotas de FI;CDB FLEX EMPRESARIAL/CDB CAIXA PROGR. PJ;360305000104;;;;;;1458818.69;1458818.69
07.122.725/0001-00;2016-12-31;2;Outros Ativos Financeiros;CAIXA ECONÔMICA FEDERAL;;;;;CDB Flex Empresarial;;1;3442354.03
07.224.019/0001-60;2016-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;398735.38;15355632.54
07.224.019/0001-60;2016-12-31;2;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;45975.38;344644.2
07.352.632/0001-63;2016-12-31;2;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;6190.08;46436.83
07.352.632/0001-63;2016-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;34.64;1330.05
07.583.627/0001-61;2016-12-31;1;Ações;não aplicavel;0;;;;;;0;0
07.583.627/0001-61;2016-12-31;1;FII;não aplicavel;0;;;;;;0;0
07.583.627/0001-61;2016-12-31;1;FIA;não aplicavel;0;;;;;;0;0
07.583.627/0001-61;2016-12-31;1;Cotas de Sociedades;não aplicavel;0;;;;;;0;0
07.583.627/0001-61;2016-12-31;1;LIG;não aplicavel;0;;;;;1899-12-31;0;0
07.583.627/0001-61;2016-12-31;1;Outros Ativos Financeiros;não aplicavel;0;;;;não aplicavel;;0;0
07.583.627/0001-61;2016-12-31;1;CRI;não aplicavel;0;não aplicavel;não aplicavel;;;;0;0
07.583.627/0001-61;2016-12-31;1;LCI;não aplicavel;0;;;;;1899-12-31;0;0
07.583.627/0001-61;2016-12-31;1;Ações de Sociedades;não aplicavel;0;;;;;;0;0
07.583.627/0001-61;2016-12-31;1;Outras Cotas de FI;não aplicavel;0;;;;;;0;0
07.583.627/0001-61;2016-12-31;1;FIDC;não aplicavel;0;;;;;;0;0
07.583.627/0001-61;2016-12-31;1;FIP;não aplicavel;0;;;;;;0;0
07.583.627/0001-61;2016-12-31;1;CEPAC;não aplicavel;0;;;;;;0;0
07.789.135/0001-27;2016-12-31;3;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;06.175.696/0001-73;;;;;;100;624781.98
07.789.135/0001-27;2016-12-31;3;Outras Cotas de FI;GF FIC FI REFERENCIADO DI;09.115.233/0001-04;;;;;;100;39586552.43
08.014.513/0001-63;2016-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;47611.26;1834986.6
08.014.513/0001-63;2016-12-31;2;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;246357.69;1848016.19
08.098.114/0001-28;2016-12-31;2;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;366273.12;2741492.35
08.417.532/0001-30;2016-12-31;1;Outras Cotas de FI;FCM Fundo de Investimento Renda Fixa;12610716000190;;;;;;1129228.67;202380819.87
08.431.747/0001-06;2016-12-31;1;CRI;GAIA SECURITIZADORA S.A.;7587384000130;4ª Emissão;Série nº 33;;;;18;18481998.15
08.431.747/0001-06;2016-12-31;1;FII;FII SHOPPING PAR D. P;7224019000160;;;;;;201839;199217928.68
08.431.747/0001-06;2016-12-31;1;LCI;BANCO BTG PACTUAL S.A.;30306294000145;;;;;2017-02-09;7000;7113887.75
08.431.747/0001-06;2016-12-31;1;FII;FII VIA PARQUE SHOPPING;332266000131;;;;;;425515;48934225
08.431.747/0001-06;2016-12-31;1;CRI;BRASIL PLURAL SECURITIZADORA S.A.;12610764000188;1ª Emissão;Série nº 04;;;;13;4508673.61
08.431.747/0001-06;2016-12-31;1;CRI;GAIA SECURITIZADORA S.A.;7587384000130;4ª Emissão;Série nº 42;;;;25;32696782.45
08.431.747/0001-06;2016-12-31;1;CRI;GAIA SECURITIZADORA S.A.;7587384000130;4ª Emissão;Série nº 22;;;;25;37169393.47
08.431.747/0001-06;2016-12-31;1;FII;FII SHOPPING JARDIM SUL;14879856000193;;;;;;277238;20687499.56
08.431.747/0001-06;2016-12-31;1;FII;FII PARQUE DOM PEDRO SHOPPING CENTER;10869155000112;;;;;;10;19710
08.431.747/0001-06;2016-12-31;1;LCI;BANCO ABC BRASIL S.A.;28195667000106;;;;;2017-08-07;12000;12567963.03
08.431.747/0001-06;2016-12-31;1;FII;FII SHOPPING WEST PLAZA;9326861000139;;;;;;10594;794550
08.431.747/0001-06;2016-12-31;1;CRI;GAIA SECURITIZADORA S.A.;7587384000130;4ª Emissão;Série nº 55;;;;17;16058154.73
08.431.747/0001-06;2016-12-31;1;CRI;GAIA SECURITIZADORA S.A.;7587384000130;4ª Emissão;Série nº 48;;;;10;7410177.92
08.610.522/0001-17;2016-12-31;2;CEPAC;SECRETARIA MUNICIPAL DE FINANÇAS - SF;46392130000118;;;;;;13060;33480.27
08.610.522/0001-17;2016-12-31;2;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;1237.66;9261.45
08.706.065/0001-69;2016-12-31;3;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;60681.55;453630.85
08.706.065/0001-69;2016-12-31;3;Outras Cotas de FI;ITAU CORP PLUS RENDA FIXA REFERENCIADO DI - FICFI;1599628000118;;;;;;6944.59;17339731.66
08.924.783/0001-01;2016-12-31;2;Outros Ativos Financeiros;BANCO VOTORANTIM;;;;;DEBÊNTURE;;144;25046693.08
08.924.783/0001-01;2016-12-31;2;Outros Ativos Financeiros;BANCO ITAU S.A.;;;;;CDB-DI;;1;924959.9
08.924.783/0001-01;2016-12-31;2;LCI;CAIXA ECONOMICA FEDERAL;360305000104;;;;;2019-05-23;6;64488694.8
08.924.783/0001-01;2016-12-31;2;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII EDIFÍCIO GALERIA;15333306000137;;;;;;407028;20717725.2
08.924.783/0001-01;2016-12-31;2;LCI;BRAZILIAN MORTGAGES COMPANHIA HIPOTECARIA;62237367000180;;;;;2019-09-22;54917;72402174.1
08.924.783/0001-01;2016-12-31;2;LCI;CAIXA ECONOMICA FEDERAL;360305000104;;;;;2018-08-29;9;93509739
08.924.783/0001-01;2016-12-31;2;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII PRIME PORTFÓLIO;10427246000106;;;;;;5712008;911075337.6
08.924.783/0001-01;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;06/06/2013;311;;;;1;872347.86
08.924.783/0001-01;2016-12-31;2;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;1700005.15;12770406.09
08.924.783/0001-01;2016-12-31;2;LCI;CAIXA ECONOMICA FEDERAL;360305000104;;;;;2018-08-29;5;51995551.5
08.924.783/0001-01;2016-12-31;2;FII;FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII TB OFFICE;17365105000147;;;;;;118205;7500107.25
08.924.783/0001-01;2016-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;44631.04;1718750.07
08.924.783/0001-01;2016-12-31;2;FII;FII PROJETO AGUA BRANCA;3251720000118;;;;;;126198;36979799.94
09.006.914/0001-34;2016-12-31;1;Outros Ativos Financeiros;Banco do Brasil;00.000.000/0001-91;;;;CDB;;1;896805
09.072.017/0001-29;2016-12-31;2;FII;CSHG RECEBIVEIS IMOBILIARIOS FII;11160521000122;;;;;;2142;2152710
09.072.017/0001-29;2016-12-31;2;FII;KINEA RENDIMENTOS IMOBILIARIOS FII;16706958000132;;;;;;90196;10237246
09.072.017/0001-29;2016-12-31;2;LCI;BANCO BTG PACTUAL S/A;30306294000145;;;;;2017-03-13;10000;10062154.99
09.072.017/0001-29;2016-12-31;2;FII;BB PROGRESSIVO II - FII;14410722000129;;;;;;67424;8360576
09.072.017/0001-29;2016-12-31;2;FII;FUNDO INVEST IMOBILIARIO INDL BRASIL;14217108000145;;;;;;9;2970
09.072.017/0001-29;2016-12-31;2;CRI;GAIA SECURITIZADORA S.A.;7587384000130;4ª Emissão;Série nº 33;;;;7;7187443.72
09.072.017/0001-29;2016-12-31;2;FII;FII CYRELA THERA CORPORATE;13966653000171;;;;;;45832;3776556.8
09.072.017/0001-29;2016-12-31;2;LCI;BANCO BTG PACTUAL S/A;30306294000145;;;;;2017-02-09;4000;4065078.72
