CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
09.072.017/0001-29;2016-12-31;2;FII;FUNDO INVEST IMOBILIARIO FII TB OFFICE;17365105000147;;;;;;1548;98220.6
09.072.017/0001-29;2016-12-31;2;FII;FII CEO CYRELA COMMERCIAL PROPERTIES;15799397000109;;;;;;186291;12662199.27
09.072.017/0001-29;2016-12-31;2;FII;CASTELLO BRANCO OFFICE PARK FII;17144039000185;;;;;;71033;45248021
09.072.017/0001-29;2016-12-31;2;LCI;CAIXA ECONOMICA FEDERAL - CEF;360305000104;;;;;2017-01-26;1;15204844.82
09.072.017/0001-29;2016-12-31;2;LCI;BANCO ABC BRASIL S.A.;28195667000106;;;;;2017-09-22;5000;5156414.27
09.072.017/0001-29;2016-12-31;2;LCI;BANCO ABC BRASIL S.A.;28195667000106;;;;;2017-10-02;12000;12351531.55
09.072.017/0001-29;2016-12-31;2;FII;FUNDO INVEST IMOBILIARIO VBI FL 4440 FII;13022993000144;;;;;;5637;501411.15
09.072.017/0001-29;2016-12-31;2;FII;FII BB VOTORANTIM JHSF CID JD CONT TOWER;10347985000180;;;;;;109929;6073577.25
09.072.017/0001-29;2016-12-31;2;Ações de Sociedades;GUAÍBA EMP E PARTICIPAÇÕES LTDA;10.953.580/0001-95;;;;;;3;3
09.072.017/0001-29;2016-12-31;2;CRI;RB CAPITAL SECURITIZADORA S.A.;3559006000191;1 ª Emissão;Série nº 119;;;;3813;3942722.38
09.072.017/0001-29;2016-12-31;2;FII;FUNDO INVEST IMOBILIARIO EUROPAR;5437916000127;;;;;;3330;636030
09.150.967/0001-24;2016-12-31;1;Outras Cotas de FI;FIR PETRA LIQUIDEZ;17.000.151/0001-42;;;;;;112.3758306;146747.14
09.150.967/0001-24;2016-12-31;1;CRI;RB CAPITAL SECURITIZADORA S.A;3559006000191;1;83;;;;13;7498719.12
09.276.964/0001-31;2016-12-31;2;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;107433.09;802166.72
09.326.861/0001-39;2016-12-31;3;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;4741.42;182702.79
09.326.861/0001-39;2016-12-31;3;Outras Cotas de FI;BTG PACTUAL CAPITAL MARKETS FI RF;4501865000192;;;;;;35397.42;265264.29
09.350.920/0001-04;2016-12-31;1;Outras Cotas de FI;Rio Bravo Liquidez DI FI Referenciado;9075571000160;;;;;;47197.94;114821.51
09.350.920/0001-04;2016-12-31;1;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;278938.7;674588.27
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/09/2011;257;;;;42;2656377.05
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/06/2011;239;;;;26;1021889.18
09.552.812/0001-14;2016-12-31;2;CRI;RB CAPITAL SECURITIZADORA RESIDENCI;2773542000122;25/02/2013;86;;;;8;2759060.08
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/02/2009;116;;;;3;328134.88
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/05/2011;233;;;;26;2770690.95
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/09/2008;105;;;;18;157550.12
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/04/2011;226;;;;25;3091247.13
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/10/2008;111;;;;2;282528.23
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/11/2011;269;;;;71;10886970.91
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/01/2011;201;;;;19;1750462.72
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/03/2008;88;;;;7;287277.24
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/06/2011;238;;;;26;2885924.69
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/10/2009;127;;;;1;108519.95
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/06/2011;244;;;;26;2621400.37
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/11/2007;77;;;;1;10608.5
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/09/2008;106;;;;2;188588.68
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/10/2011;261;;;;47;3183805.56
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/06/2011;242;;;;6144;997718.42
09.552.812/0001-14;2016-12-31;2;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;312198.33;12017540.51
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/06/2011;237;;;;26;4013266.62
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/03/2009;117;;;;2;118748.74
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/08/2011;255;;;;24;2888239.78
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/08/2009;125;;;;1;76637.53
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/12/2011;274;;;;70;7912998.6
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/08/2011;253;;;;17;2320739.73
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/09/2015;368;;;;37;11680332.81
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/06/2009;123;;;;1;70184.42
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/03/2011;217;;;;28;3224848.67
09.552.812/0001-14;2016-12-31;2;CRI;GAIA SECURITIZADORA S.A.;7587384000130;13/12/2016;97;;;;200;10038516.41
09.552.812/0001-14;2016-12-31;2;CRI;PDG COMPANHIA SECURITIZADORA;9538973000153;05/09/2014;25;;;;47;10818301.04
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/04/2010;156;;;;10;1358242.47
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/06/2011;247;;;;15;1786903.94
09.552.812/0001-14;2016-12-31;2;CRI;ÁPICE SECURITIZADORA IMOBILIÁRIA S.A;12130744000100;06/09/2013;8;;;;5;2490762.62
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/01/2008;85;;;;15;481008.39
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/07/2011;251;;;;40;2873307.01
09.552.812/0001-14;2016-12-31;2;LCI;CAIXA ECONOMICA FEDERAL;360305000104;;;;;2017-01-23;1;12676169
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/10/2009;130;;;;6558;8131601.42
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/04/2009;120;;;;5;534064.36
09.552.812/0001-14;2016-12-31;2;CRI;RB CAPITAL SECURITIZADORA RESIDENCI;2773542000122;06/06/2016;141;;;;6939;7398814.66
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/09/2010;180;;;;37;2491803.96
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/12/2008;113;;;;12;740167.95
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;20/09/2011;259;;;;38;3406308.42
09.552.812/0001-14;2016-12-31;2;CRI;BRAZILIAN SECURITIES COMPANHIA DE SECURITIZAÇÃO;3767538000114;13/12/2007;78;;;;1;152878.95
10.347.505/0001-80;2016-12-31;1;CRI;Brazilian Securities;03.767.538/0001-14;1ª;307ª;;;;33;5941082.8356
10.347.505/0001-80;2016-12-31;1;CRI;Brazilian Securities;03.767.538/0001-14;1ª;323ª;;;;12;17280942.432
