CNPJ_Fundo;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
01.235.622/0001-61;2016-12-31;1;Imóveis para renda em construção;Metropolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);2058;1;Retrofit;;;;1;;0.94;1;35369992;36999992;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282;1;Salas;0;0;0.00496;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para venda acabados;Seasons;Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ;189;3;Aquisição de unidades prontas;;;;;;;;;;0.0079
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Salas;0;1;0.00561;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para venda acabados;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;3926;52;Construção própia;;;;;;;;;;0.2375
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;521;2;Salas;0;0;0.00949;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Av. Mem de sá;Av. Mem de Sá, Centro, Rio de Janeiro;800;1;Colégio São José;0;0;0.135;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para venda acabados;Le Quartier;Bloco "A", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;104;2;Construção própia;;;;;;;;;;0.0023
01.235.622/0001-61;2016-12-31;1;Imóveis para venda acabados;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES, Rua Ludwick Macal, nº 1190, Jardim da Penha, Vitória-ES e Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES;363;5;-;;;;;;;;;;0.0214
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;13711;9;Lojas;0;0;0.32704;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;3545;5;Andares;0;0;0.08227;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17450;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.05103;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Cardeal Leme;Cardeal Leme, centro, Rio de Janeiro;2568;14;Teófilo Otoni;0;0;0.03728;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;4071;9;Lojas;0;0;0.04234;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Visconde de Inhaúma;Rua Visconde de Inhúma nº95, centro, Rio de Janeiro;7688;1;Hotel;0;1;0.10632;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG;437;19;Aquisição de unidades prontas;;;;;;;;;;0.0103
01.235.622/0001-61;2016-12-31;1;Imóveis para venda acabados;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;2349;23;Aquisição de unidades prontas;;;;;;;;;;0.1081
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;639;1;Salas;0;0;0.00916;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;2017;1;Salas;0;0;0.04793;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;750;1;Salas;0;0;0.00765;;;;;;;
01.235.622/0001-61;2016-12-31;1;Imóveis para venda acabados;Estoque Diversos - Rio de Janeiro;Rua São Clemente, nº 159, Botafogo/ Av. Canal de Marapendi, nº 1.315, Jacarapagua, Rio de Janeiro - RJ;612;2;Aquisição de unidades prontas;;;;;;;;;;0.0026
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Conjunto Voluntários;Rua Voluntários da Pátria, 46 - Centro, Porto Alegre/RS;1190.36;10;Conjuntos Comerciais;0.22;0;0.1;;;;;;;
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Prédio Dom Pedro;Rua Dom Pedro II, 1129 - Três Figueiras, Porto Alegre/RS;709.5;6;Prédio Comercial;0.25;0;0.15;;;;;;;
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Edifício Mostardeiro;Avenida Mostardeiro, 322 - Moinhos de Vento - Porto Alegre/RS;4237.05;20;Lojas, Conjuntos Comerciais e Boxes;0.25;0;0.06;;;;;;;
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Prédio Carlos Gomes;Avenida Carlos Gomes, 111 - Bela Vista, Porto Alegre/RS;9896.35;3;Prédio Comercial;0.25;0;0.05;;;;;;;
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Prédio Carlos Gomes;Avenida Carlos Gomes, 651 - Bela Vista, Porto Alegre/RS;4595.02;5;Conjuntos Comerciais;0.25;0;0.12;;;;;;;
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Praça Montivideo;Praça Montivideo, 11 e 19 - Centro - Porto Alegre/RS;151.8;1;Loja 02;0.25;0;0.03;;;;;;;
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Edifício Rio Guaiba;Avenida Júlio de Castilhos, 124/132 e Mauá, 1587 - Centro, Porto Alegre/RS;4400.1;20;Cobertura;0.22;0;0.11;;;;;;;
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Praça Montivideo;Praça Montivideo, 11 e 19 - Centro - Porto Alegre/RS;193.96;1;Loja 01;0.25;0;0.02;;;;;;;
01.497.954/0001-14;2016-12-31;1;Imóveis para renda acabados;Praça Montivideo;Praça Montivideo, 11 e 19 - Centro - Porto Alegre/RS;150.56;1;Loja 03;0.25;0;0.1;;;;;;;
01.601.918/0001-59;2016-12-31;1;Imóveis para renda acabados;Eusébio Matoso;Av Eusébio Matoso nº 891 - São Paulo - SP;5279.94;6;N/A;0;0;0;;;;;;;
01.601.918/0001-59;2016-12-31;1;Imóveis para renda acabados;Joaquim Floriano;R. Joaquim Floriano, 717- São Paulo - SP;737.83;1;N/A;0;0;0;;;;;;;
01.601.918/0001-59;2016-12-31;1;Imóveis para renda acabados;Dantas Barreto;Av Dantas Barreto 507 - Recife - PE;619.78;2;N/A;0;0;0;;;;;;;
01.633.741/0001-72;2016-12-31;1;Imóveis para renda acabados;Edificio Memorial Office Building;Rua Júlio Gonzales, 132;13105;96;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio. Não há prazo para;0.467;0;1;;;;;;;
01.636.325/0001-28;2016-12-31;1;Imóveis para renda acabados;Moinhos Shopping;Rua Olavo Barreto Viana, nº 36;8874.81;89;Shopping Center localizado em Bairro nobre da Cidade.;0.071;0.017;0.017;;;;;;;
01.657.856/0001-05;2016-12-31;1;Imóveis para renda acabados;Shopping Center Piedade;Rua Junqueira Ayres, 165 - Barris - Salvador - BA;4752.34;50;O Fundo é proprietário de lojas no Shopping Center Piedade, em Saldor-BA, correspondendo à 31,57% da area do shopping, não existinddo quaisquer onus ou impedimentos sobre os referidos imóveis;0.019611;0;0.9805;;;;;;;
02.027.437/0001-44;2016-12-31;1;Imóveis para renda acabados;Ed Brasílio Machado;Av Dr Cardoso de Mello, 1.955, São Paulo - SP;10585.06;26;Imóvel Comercial;0.2002;0.2299;1;;;;;;;
02.508.235/0001-14;2016-12-31;1;Imóveis para renda acabados;Contagem;Samambaia, Perobas e Campo Do Meio - Contagem -  MG;348156.92;2;N/A;0;0;1;;;;;;;
03.251.720/0001-18;2016-12-31;2;Imóveis para renda acabados;Edifício New York e Los Angeles;Avenida Francisco Matarazzo, 1500;35810.72;80;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra evenda. Os imóveis não possuem ônus reais bem como qualquer garantia e não foram adquiridos em regime de condomínio. Todas as construções estão concluídas.;0.2413;0;1;;;;;;;
03.507.519/0001-59;2016-12-31;2;Imóveis para renda acabados;Shopping Patio Higienópolis;Rua Dr. Veiga Filho, 133, Higienópolis, São Paulo - SP;35500;311;Shopping Center;0.02;0.018;0.998073;;;;;;;
03.683.056/0001-86;2016-12-31;4;Imóveis para renda acabados;CETENCO PLAZA;Avenida Paulista 1842, Cerqueira Cesar, São Paulo/SP;2135;2;Laje Corporativa;0.5;0;0.068972;;;;;;;
03.683.056/0001-86;2016-12-31;4;Imóveis para renda acabados;NEW CENTURY;Rua Leopoldo Couto de M. Jr, 758, Itaim Bibi, São Paulo/SP;999;1;Laje Corporativa;0;0;0.066991;;;;;;;
03.683.056/0001-86;2016-12-31;4;Imóveis para renda acabados;PARQUE PAULISTA;Alameda Santos, 1940, Cerqueira César, São Paulo/SP;1151;2;Laje Corporativa;0;0;0.055602;;;;;;;
03.683.056/0001-86;2016-12-31;4;Imóveis para renda acabados;JK FINANCIAL CENTER;Av. Juscelino Kubitschek, 510, Itaim Bibi, São Paulo/SP;5155;6;Laje Corporativa;0;0;0.396054;;;;;;;
03.683.056/0001-86;2016-12-31;4;Imóveis para renda acabados;PQ CULTURAL PAULISTA;Avenida Paulista, 37, São Paulo/SP;2031;2;Laje Corporativa;0;0;0.120144;;;;;;;
03.683.056/0001-86;2016-12-31;4;Imóveis para renda acabados;CANDELÁRIA CORPORATE;Rua da Candelária nº 65, Centro, Rio de Janeiro/RJ;1297;2;Laje Corporativa;0;0;0.030111;;;;;;;
03.683.056/0001-86;2016-12-31;4;Imóveis para renda acabados;INTERNACIONAL RIO;Praia do Flamengo nº 154, Flamengo, Rio de Janeiro/RJ;1480;2;Laje Corporativa;0.44;0;0.089126;;;;;;;
03.683.056/0001-86;2016-12-31;4;Imóveis para renda acabados;JATOBÁ;Rua Surubim, 373, Brooklin Novo, São Paulo/SP;1520;1;Laje Corporativa;0;0;0.073395;;;;;;;
03.855.441/0001-63;2016-12-31;1;Imóveis para renda em construção;Laboratório de Fluidos;Imboassica - Macaé-RJ;0;1;Laboratório locado para a Petrobras;;;;1;;0.8732;1;109382530.91;125271518.73;
04.066.582/0001-60;2016-12-31;2;Imóveis para renda acabados;Hospital da Criança;Rua das Perobas 344, , São Paulo, SP, 04321-120;1401.9;1;Direito de Propriedade;0;0;0.2;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;432.3;1;cj. 43;0.1;0;0.0398;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;460;1;cj. 51;0.1;0;0.0412;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;460;1;cj. 41;0.1;0;0.0398;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;395.6;1;cj. 13;0.1;0;0.0357;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;405.22;1;CJ. 11;0.1;0;0.0382;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;460;1;cj. 31;0.1;0;0.0402;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;395.6;1;cj. 14;0.1;0;0.0382;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;432.3;1;cj. 33;0.1;0;0.0402;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;432.3;1;cj. 34;0.1;0;0.0402;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;411.13;1;cj. 12;0.1;0;0.0415;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;432.3;1;cj. 23;0.1;0;0.0501;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;460;1;cj. 22;0.1;0;0.0501;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;460;1;cj. 21;0.1;0;0.0501;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;453.36;1;cj. 53;0.1;0;0.0412;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;17291.63;135;75% DO HOTEL PULLMAN;0.1;0;0.3739;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;460;1;cj. 32;0.1;0;0.0402;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;432.3;1;cj. 44;0.1;0;0.0398;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;460;1;cj. 42;0.1;0;0.0207;;;;;;;
04.141.645/0001-03;2016-12-31;1;Imóveis para renda acabados;ED. CONTINENTAL SQUARE FARIA LIMA;RUA DAS OLIMPIADAS, 205;432.3;1;cj. 24;0.1;0;0.039;;;;;;;
04.722.883/0001-02;2016-12-31;2;Imóveis para renda acabados;Centro Empresarial Nações Unidas;Av. Nações Unidas 12901, , São Paulo, SP, 04794-000;55815.77;68;Direito de Propriedade;0.39;0;0.7099;;;;;;;
04.782.236/0001-88;2016-12-31;2;Imóveis para renda acabados;Condominio Perini Business Park;Rua Dona Francisca, 8300 - Distrito Industrial - Joinville - SC.;170039.03;11;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra e venda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio.;0.0834;0.0116;1;;;;;;;
05.437.916/0001-27;2016-12-31;1;Imóveis para renda acabados;Centro de Distribuição Anhanguera - CDA;Rodovia Anhanguera , S/N KM 17,5;26291.09;3;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra evenda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio. Os imóveis estão concluídos.;0.0569;0;0.789185;;;;;;;
05.437.916/0001-27;2016-12-31;1;Imóveis para renda acabados;Centro de Distribuição -Rio de Janeiro;Rua Sargento Aquino, 135/Rua Comandante Vergueiro da Cruz, 206;6404.61;2;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra evenda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio. Os imóveis estão concluídos.;0.68849;0;0.090242;;;;;;;
05.437.916/0001-27;2016-12-31;1;Imóveis para renda acabados;Torre de Elevadores - Interlagos - SP;Av. Interlagos, 4.455;3298;1;Fundo legítmo proprietário do imóvel conforme matrícula e contrato de compra evenda. Os imóveis não possuem ônus reais bem como qualquer garantia. Os imóveis não foram adquiridos em regime de condomínio. Os imóveis estão concluídos.;0;0;0.120573;;;;;;;
05.562.312/0001-02;2016-12-31;2;Imóveis para renda acabados;Edifício Almirante Barroso;Av. Rio Branco 174, , Rio de Janeiro, RJ, 20040-003;56429.46;12;Direito de Propriedade;0;0;0.0604;;;;;;;
06.175.262/0001-73;2016-12-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (14º ANDAR);350.17;1;Direito de posse, domínio e ação do imóvel;0;0;0.068176;;;;;;;
06.175.262/0001-73;2016-12-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (1ª ANDAR);1178.22;1;Direito de posse, domínio e ação do imóvel;0;0;0.223939;;;;;;;
06.175.262/0001-73;2016-12-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (10º ANDAR);350.17;1;Direito de posse, domínio e ação do imóvel;0;0;0.065504;;;;;;;
06.175.262/0001-73;2016-12-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (12º ANDAR);350.17;1;Direito de posse, domínio e ação do imóvel;0;0;0.06114;;;;;;;
06.175.262/0001-73;2016-12-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (SL E 2ª ANDAR);1189.79;1;Direito de posse, domínio e ação do imóvel;0;0;0.369494;;;;;;;
06.175.262/0001-73;2016-12-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (11º ANDAR);350.17;1;Direito de posse, domínio e ação do imóvel;0;0;0.06114;;;;;;;
06.175.262/0001-73;2016-12-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (13º ANDAR);350.17;1;Direito de posse, domínio e ação do imóvel;0;0;0.065504;;;;;;;
06.175.262/0001-73;2016-12-31;1;Imóveis para renda acabados;Edifício Ourinvest;Avenida Paulista, 1728, São Paulo/SP (3º ANDAR);455.26;1;Direito de posse, domínio e ação do imóvel;0;0;0.085103;;;;;;;
07.000.400/0001-46;2016-12-31;1;Imóveis para renda acabados;CARJ;Rua Barão de São Francisco, 177 - Rio de Janeiro - RJ;40176.69;1;o Fundo é proprietário de todo o imóvel;0;0;0.713766;;;;;;;
07.000.400/0001-46;2016-12-31;1;Imóveis para renda acabados;SEDE I;Setor Bancário Sul, Quadra 4 - Brasília - DF;46135;1;o Fundo é proprietário de todo o imóvel;0.721903;0;0.232578;;;;;;;
07.122.725/0001-00;2016-12-31;2;Imóveis para renda acabados;Edificio Torre Almirante;Av. Almirante Barroso 81 , Rio de Janeiro, RJ, 20031-004;24881.4;25;Direito de Propriedade, Imóvel adquirido com co-proprietário (FIITorre Almirante 40% e FIIPrime Portfolio 60%);0;0;0.9945;;;;;;;
07.224.019/0001-60;2016-12-31;2;Imóveis para renda acabados;Parque Dom Pedro Shopping;Av. Guilherme Campos 500, , Campinas, SP, 13087-901;187390.45;500;Direito de Propriedade, Imóvel adquirido com co-proprietário (FII Shopping Parque D. Pedro 85% e FII Parque D. Pedro Shopping Center 15%);0.02;0.0165;0.2071;;;;;;;
07.352.632/0001-63;2016-12-31;2;Imóveis para renda acabados;Rodoshopping Fernão Dias;Rua Benito Meana 100,São Paulo, SP, 02161-170;11179.68;93;Direito de Propriedade;0;0.203;1;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Montese;Av. Dos Expedicionários, nº 4444;37263.01;1;;0;0;0.00773635103645636;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Morro Grande;Av. Tomás Rabelo e Silva, nº 74;3044.93;1;;0;0;0.000988725724735487;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Sócrates;Rua Sócrates, nº 120;4095.45;1;;0;0;0.00328560231092832;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Cardoso de Almeida;Rua Cardoso de Almeida, nº 472;4823;1;;0;0;0.00388572603222002;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Campinas ;Rua da Abolição, nº 2013 - Ponte Preta;78905.64;1;;0;0;0.0152021428923267;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Osasco;Rua Catarina Fazio Antoniazzi, 23;11997.94;1;;0;0;0.00230664989066659;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Aeroporto;Av. Washington Luís, nº 5859;20520;1;;0;0;0.0153533601713619;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Lavandisca;Av. Lavandisca, 249/263;2000;1;;0;0;0.00187933299249799;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Jardim Paulistano;Al. Gabriel Monteiro da Silva, nº 1351;2056;1;;0;0;0.00264965108841191;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Sudoeste - Brasília;CCSW 06 LOJAS 4/5, Comércio Local;4036.92;1;;0;0;0.00333468690480155;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Pacaembu;Pça. Wendell Wilkie, nº 11;2059;1;;0;0;0.00129710810869397;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Belo Horizonte (Minas Shopping);Av. Cristiano Machado, nº 4000;58715.7;1;;0;0;0.0126652115065175;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Teodoro Sampaio;Rua Teodoro Sampaio, 1933;8254;1;;0;0;0.00588226503101796;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;305 Sul;(SHCS 304/305, s/n, Bloco A);2009;1;;0;0;0.00149630932361531;;;;;;;
07.583.627/0001-61;2016-12-31;1;Imóveis para renda acabados;Cerro Corá;Rua Bairi, 435;9856.9;1;;0;0;0.00311465343830091;;;;;;;
