CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
01.601.918/0001-59;2016-12-31;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2016-12-31;1;Joaquim Floriano;Banco;1;0
01.601.918/0001-59;2016-12-31;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2016-12-31;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2016-12-31;1;Joaquim Floriano;SetorN;0;0
01.633.741/0001-72;2016-12-31;1;Edificio Memorial Office Building;Turismo;0.294529;0.28657
01.633.741/0001-72;2016-12-31;1;Edificio Memorial Office Building;Instituição Financeira;0.375758;0.365603
01.633.741/0001-72;2016-12-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2016-12-31;1;Edificio Memorial Office Building;SetorN;0;0
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Vestuário;0.3965;0
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Artigos Diversos;0.1068;0
01.636.325/0001-28;2016-12-31;1;Moinhos Shopping;Conveniência/Serviços;0.1106;0
01.657.856/0001-05;2016-12-31;1;Shopping Center Piedade;Calçados;0.1371;0.134117
01.657.856/0001-05;2016-12-31;1;Shopping Center Piedade;Vestuários;0.166083;0.162469
01.657.856/0001-05;2016-12-31;1;Shopping Center Piedade;Variedades;0.223175;0.218319
02.027.437/0001-44;2016-12-31;1;Ed Brasílio Machado;Farmaceutica;1;0
02.027.437/0001-44;2016-12-31;1;Ed Brasílio Machado;Engenharia;1;0
02.027.437/0001-44;2016-12-31;1;Ed Brasílio Machado;Meio ambiente;1;0
02.027.437/0001-44;2016-12-31;1;Ed Brasílio Machado;Financeira;1;0
02.508.235/0001-14;2016-12-31;1;Contagem;Logística;0.5;0
02.508.235/0001-14;2016-12-31;1;Contagem;Siderúrgica;0.5;0
02.508.235/0001-14;2016-12-31;1;Contagem;Setor3;0;0
02.508.235/0001-14;2016-12-31;1;Contagem;SetorN;0;0
03.251.720/0001-18;2016-12-31;2;Edifício New York e Los Angeles;Tecnologia;0.2255;0.215716
03.251.720/0001-18;2016-12-31;2;Edifício New York e Los Angeles;Comunicação;0.116308;0.111261
03.251.720/0001-18;2016-12-31;2;Edifício New York e Los Angeles;Instituição Financeira;0.112563;0.107679
03.251.720/0001-18;2016-12-31;2;Edifício New York e Los Angeles;SetorN;0;0
03.507.519/0001-59;2016-12-31;2;Shopping Patio Higienópolis;Comércio;0.976661;0.97481
03.683.056/0001-86;2016-12-31;4;JK FINANCIAL CENTER;Serviços;1;0.396054
03.683.056/0001-86;2016-12-31;4;JATOBÁ;Indústrial;1;0.073395
03.683.056/0001-86;2016-12-31;4;PARQUE PAULISTA;Serviços;1;0.056202
03.683.056/0001-86;2016-12-31;4;NEW CENTURY;Serviços;1;0.066991
03.683.056/0001-86;2016-12-31;4;CETENCO PLAZA;Serviços;1;0.068972
03.683.056/0001-86;2016-12-31;4;INTERNACIONAL RIO;Indústrial;1;0.089126
03.683.056/0001-86;2016-12-31;4;CANDELÁRIA CORPORATE;Serviços;1;0.030111
03.683.056/0001-86;2016-12-31;4;PQ CULTURAL PAULISTA;Serviços;1;0.120144
04.066.582/0001-60;2016-12-31;2;Hospital da Criança;Hospital;1;0.2
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;VESTUARIO;0.0382;0.0382
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;CONSULTORIA EMPRESARIAL;0.0415;0.0415
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;ENGENHARIA;0.0357;0.0357
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;VESTUARIO;0.0382;0.0382
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA DE DADOS;0.0501;0.0501
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA DE DADOS;0.0501;0.0501
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA DE DADOS;0.0501;0.0501
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Setor1;0.039;0.039
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA DA INFORMAÇÃO;0.0402;0.0402
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA DA INFORMAÇÃO;0.0402;0.0402
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA DA INFORMAÇÃO;0.0402;0.0402
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA DA INFORMAÇÃO;0.0402;0.0402
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;CO WORKING;0.0398;0.035
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;CO WORKING;0.0207;0.0207
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;CO WORKING;0.0398;0.0398
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;CO WORKING;0.0398;0.0398
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA;0.0412;0.0412
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;TECNOLOGIA;0.0412;0.0412
04.141.645/0001-03;2016-12-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;HOTELARIA;0.37;0.37
04.722.883/0001-02;2016-12-31;2;Centro Empresarial Nações Unidas;Telecomunicações;0.237497;0.16861
04.722.883/0001-02;2016-12-31;2;Centro Empresarial Nações Unidas;Agricultura e Biotecnologia;0.257067;0.182503
04.722.883/0001-02;2016-12-31;2;Centro Empresarial Nações Unidas;Tecnologia;0.265585;0.18855
04.782.236/0001-88;2016-12-31;2;Condominio Perini Business Park;Setor1;0.115905;0.102113
04.782.236/0001-88;2016-12-31;2;Condominio Perini Business Park;AutomotivoSetor2;0;0
04.782.236/0001-88;2016-12-31;2;Condominio Perini Business Park;Setor3;0;0
04.782.236/0001-88;2016-12-31;2;Condominio Perini Business Park;SetorN;0;0
05.437.916/0001-27;2016-12-31;1;Centro de Distribuição Anhanguera - CDA;Logística;0.937701;0.74
05.437.916/0001-27;2016-12-31;1;Centro de Distribuição Anhanguera - CDA;Setor2;0;0
05.437.916/0001-27;2016-12-31;1;Centro de Distribuição Anhanguera - CDA;Setor3;0;0
05.437.916/0001-27;2016-12-31;1;Centro de Distribuição Anhanguera - CDA;SetorN;0;0
05.437.916/0001-27;2016-12-31;1;Centro de Distribuição -Rio de Janeiro;Serviços;1;0
05.437.916/0001-27;2016-12-31;1;Centro de Distribuição -Rio de Janeiro;Setor2;0;0
05.437.916/0001-27;2016-12-31;1;Centro de Distribuição -Rio de Janeiro;Setor3;0;0
05.437.916/0001-27;2016-12-31;1;Centro de Distribuição -Rio de Janeiro;SetorN;0;0
05.437.916/0001-27;2016-12-31;1;Torre de Elevadores - Interlagos - SP;Serviços;1;0.120573
05.437.916/0001-27;2016-12-31;1;Torre de Elevadores - Interlagos - SP;Setor2;0;0
05.437.916/0001-27;2016-12-31;1;Torre de Elevadores - Interlagos - SP;Setor3;0;0
05.437.916/0001-27;2016-12-31;1;Torre de Elevadores - Interlagos - SP;SetorN;0;0
05.562.312/0001-02;2016-12-31;2;Edifício Almirante Barroso;Empresa Pública;1;0.060436
06.175.262/0001-73;2016-12-31;1;Edifício Ourinvest;Banco múltiplo sem carteira comercial;0.5;0.116969
06.175.262/0001-73;2016-12-31;1;Edifício Ourinvest;Holding de instituição não financeira;0.5;0.116969
06.175.262/0001-73;2016-12-31;1;Edifício Ourinvest;Banco múltiplo sem carteira comercial;1;0.369494
07.000.400/0001-46;2016-12-31;1;CARJ;Financeiro;1;0.713766
07.000.400/0001-46;2016-12-31;1;SEDE I;Financeiro;1;0.232578
07.122.725/0001-00;2016-12-31;2;Edificio Torre Almirante;Petroleo;0.990354;0.9849
07.224.019/0001-60;2016-12-31;2;Parque Dom Pedro Shopping;Não Possui;0;0
07.352.632/0001-63;2016-12-31;2;Rodoshopping Fernão Dias;Não Possui;0;0
07.583.627/0001-61;2016-12-31;1;Jardim Paulistano;Multivarejo;0.1;0.0026
07.583.627/0001-61;2016-12-31;1;Pacaembu;Multivarejo;0.1;0.00129
07.583.627/0001-61;2016-12-31;1;Araçatuba;Multivarejo;0.1;0.00226
07.583.627/0001-61;2016-12-31;1;Cardoso de Almeida;Multivarejo;0.1;0.00388
07.583.627/0001-61;2016-12-31;1;Guaratinguetá;Multivarejo;0.1;0.00059
07.583.627/0001-61;2016-12-31;1;SCRS - 516 (W3);Multivarejo;0.1;0.00229
07.583.627/0001-61;2016-12-31;1;Rótula;Multivarejo;0.1;0.00869
07.583.627/0001-61;2016-12-31;1;Pedreira;Multivarejo;0.1;0.00221
07.583.627/0001-61;2016-12-31;1;Curuçá;Multivarejo;0.1;0.00117
07.583.627/0001-61;2016-12-31;1;Sócrates;Multivarejo;0.1;0.00328
07.583.627/0001-61;2016-12-31;1;Portal;Multivarejo;0.1;0.00457
07.583.627/0001-61;2016-12-31;1;305 Sul;Multivarejo;0.1;0.00149
07.583.627/0001-61;2016-12-31;1;Asa Sul 308 Sul;Multivarejo;0.1;0.00185
07.583.627/0001-61;2016-12-31;1;Alphaville;Multivarejo;0.1;0.00377
07.583.627/0001-61;2016-12-31;1;Pedroso;Multivarejo;0.1;0.00149
07.583.627/0001-61;2016-12-31;1;Granja Viana;Multivarejo;0.1;0.00252
07.583.627/0001-61;2016-12-31;1;Nova Cantareira;Multivarejo;0.1;0.00285
07.583.627/0001-61;2016-12-31;1;Morumbi;Multivarejo;0.1;0.00576
07.583.627/0001-61;2016-12-31;1;Aflitos;Multivarejo;0.1;0.00228
07.583.627/0001-61;2016-12-31;1;Sudoeste - Brasília;Multivarejo;0.1;0.00333
07.583.627/0001-61;2016-12-31;1;Real Parque;Multivarejo;0.1;0.0059
07.583.627/0001-61;2016-12-31;1;Campo Grande;Multivarejo;0.1;0.00689
07.583.627/0001-61;2016-12-31;1;Curitiba;Multivarejo;0.1;0.00525
07.583.627/0001-61;2016-12-31;1;Campinas ;Multivarejo;0.1;0.0152
07.583.627/0001-61;2016-12-31;1;Anhanguera;Multivarejo;0.1;0.01901
07.583.627/0001-61;2016-12-31;1;João Dias;Multivarejo;0.1;0.01732
07.583.627/0001-61;2016-12-31;1;Amoreiras ;Multivarejo;0.1;0.00985
07.583.627/0001-61;2016-12-31;1;Anchieta;Multivarejo;0.1;0.02435
07.583.627/0001-61;2016-12-31;1;São Caetano;Multivarejo;0.1;0.01889
07.583.627/0001-61;2016-12-31;1;Alto da XV;Multivarejo;0.1;0.00857
07.583.627/0001-61;2016-12-31;1;Penha;Multivarejo;0.1;0.0128
07.583.627/0001-61;2016-12-31;1;Belo Horizonte (Minas Shopping);Multivarejo;0.1;0.01266
07.583.627/0001-61;2016-12-31;1;Aeroporto;Multivarejo;0.1;0.01535
07.583.627/0001-61;2016-12-31;1;Montese;Multivarejo;0.1;0.00773
07.583.627/0001-61;2016-12-31;1;Sorocaba;Multivarejo;0.1;0.02024
07.583.627/0001-61;2016-12-31;1;Brasília Norte;Multivarejo;0.1;0.01932
07.583.627/0001-61;2016-12-31;1;Santos;Multivarejo;0.1;0.01834
07.583.627/0001-61;2016-12-31;1;Guaianazes;Multivarejo;0.1;0.00861
07.583.627/0001-61;2016-12-31;1;Taboão da Serra;Multivarejo;0.1;0.01688
07.583.627/0001-61;2016-12-31;1;Vasco da Gama;Multivarejo;0.1;0.00839
07.583.627/0001-61;2016-12-31;1;Goiânia;Multivarejo;0.1;0.01219
07.583.627/0001-61;2016-12-31;1;Brasília Sul;Multivarejo;0.1;0.01333
07.583.627/0001-61;2016-12-31;1;Freguesia do Ó;Multivarejo;0.1;0.01076
07.583.627/0001-61;2016-12-31;1;Jaguaré;Multivarejo;0.1;0.01667
07.583.627/0001-61;2016-12-31;1;Belvedere;Multivarejo;0.1;0.011
07.583.627/0001-61;2016-12-31;1;Ricardo Jafet;Multivarejo;0.1;0.02073
07.583.627/0001-61;2016-12-31;1;Recife;Multivarejo;0.1;0.00607
07.583.627/0001-61;2016-12-31;1;Taguatinga;Multivarejo;0.1;0.01544
07.583.627/0001-61;2016-12-31;1;Paralela;Multivarejo;0.1;0.01207
07.583.627/0001-61;2016-12-31;1;Edgar Facó;Multivarejo;0.1;0.00189
07.583.627/0001-61;2016-12-31;1;Guarani;Multivarejo;0.1;0.00066
07.583.627/0001-61;2016-12-31;1;Carapicuíba;Multivarejo;0.1;0.00133
07.583.627/0001-61;2016-12-31;1;Dom Pedro;Multivarejo;0.1;0.00306
07.583.627/0001-61;2016-12-31;1;Morro Grande;Multivarejo;0.1;0.00098
07.583.627/0001-61;2016-12-31;1;Osasco;Multivarejo;0.1;0.0023
07.583.627/0001-61;2016-12-31;1;Dourados;Multivarejo;0.1;0.0055
07.583.627/0001-61;2016-12-31;1;Santo André;Multivarejo;0.1;0.00664
07.583.627/0001-61;2016-12-31;1;Jabaquara ;Multivarejo;0.1;0.0049
07.583.627/0001-61;2016-12-31;1;Teodoro Sampaio;Multivarejo;0.1;0.00588
07.583.627/0001-61;2016-12-31;1;Cerro Corá;Multivarejo;0.1;0.00311
07.583.627/0001-61;2016-12-31;1;Champagnat;Multivarejo;0.1;0.00067
07.583.627/0001-61;2016-12-31;1;Lavandisca;Multivarejo;0.1;0.00187
07.789.135/0001-27;2016-12-31;3;BPS - BOTAFOGO PRAIA SHOPPING;Alimentação;0.2019;0.1317
07.789.135/0001-27;2016-12-31;3;BPS - BOTAFOGO PRAIA SHOPPING;Vestuario;0.2452;0.1599
07.789.135/0001-27;2016-12-31;3;BPS - BOTAFOGO PRAIA SHOPPING;Artigos diversos;0.1445;0.0943
07.789.135/0001-27;2016-12-31;3;BPS - BOTAFOGO PRAIA SHOPPING;SetorN;0;0
07.789.135/0001-27;2016-12-31;3;CNB - CONJUNTO NACIONAL BRASILIA;Vestuário;0.3448;0.2249
07.789.135/0001-27;2016-12-31;3;CNB - CONJUNTO NACIONAL BRASILIA;Artigos do lar;0.1688;0.1101
07.789.135/0001-27;2016-12-31;3;CNB - CONJUNTO NACIONAL BRASILIA;Calçados;0.1032;0.0673
07.789.135/0001-27;2016-12-31;3;CNB - CONJUNTO NACIONAL BRASILIA;SetorN;0;0
07.789.135/0001-27;2016-12-31;3;CVS - CENTER VALE SHOPPING;Vestuário;0.2554;0.1666
07.789.135/0001-27;2016-12-31;3;CVS - CENTER VALE SHOPPING;Alimentação;0.1572;0.1025
07.789.135/0001-27;2016-12-31;3;CVS - CENTER VALE SHOPPING;Calçados;0.1057;0.0689
07.789.135/0001-27;2016-12-31;3;CVS - CENTER VALE SHOPPING;SetorN;0;0
08.014.513/0001-63;2016-12-31;2;Hospital e Maternidade;Hospital;1;0.450648
08.098.114/0001-28;2016-12-31;2;ABC - Shopping ABC;Varejo;1;0.003691
08.098.114/0001-28;2016-12-31;2;VIX - Loja Vitória;Varejo;1;0.005252
08.098.114/0001-28;2016-12-31;2;TIJ - Loja de Rua Tijuca;Varejo;1;0.015501
08.098.114/0001-28;2016-12-31;2;SVP-Shopp.Piedade Barris;Varejo;1;0.009596
08.098.114/0001-28;2016-12-31;2;SVB - Shopping Barra;Varejo;1;0.004946
08.098.114/0001-28;2016-12-31;2;SPC - Loja de Rua Centro;Varejo;0.862603;0.011072
08.098.114/0001-28;2016-12-31;2;SPC - Loja de Rua Centro;Telemarketing;0.137397;0.001764
08.098.114/0001-28;2016-12-31;2;SLZ - Loja de Rua Centro;Varejo;1;0.007323
08.098.114/0001-28;2016-12-31;2;SIR-Shopp.C.Iguatemi Rio;Imobiliário;1;0.003357
08.098.114/0001-28;2016-12-31;2;REC - Loja de Rua Centro;Varejo;1;0.012696
08.098.114/0001-28;2016-12-31;2;OUV - Loja de Rua Centro;Varejo;1;0.015058
08.098.114/0001-28;2016-12-31;2;NOR - Norte Shopping;Varejo;1;0.01291
08.098.114/0001-28;2016-12-31;2;NIT - Plaza Shopping;Varejo;1;0.012112
08.098.114/0001-28;2016-12-31;2;NIG - Loja de Rua Centro;Varejo;1;0.009965
08.098.114/0001-28;2016-12-31;2;MCO-Shopp.Center Iguatemi;Varejo;1;0.010408
08.098.114/0001-28;2016-12-31;2;GOI Goiania Shopping;Varejo;1;0.00465
08.098.114/0001-28;2016-12-31;2;FOS - Iguatemi Fortaleza;Varejo;1;0.007064
08.098.114/0001-28;2016-12-31;2;Ed. Santa Catarina;Escritório de Advocacia;0.233896;0.003867
08.098.114/0001-28;2016-12-31;2;Ed. Santa Catarina;Hoteleiro;0.464922;0.007687
08.098.114/0001-28;2016-12-31;2;Ed. Santa Catarina;Imobiliário;0.301182;0.00498
08.098.114/0001-28;2016-12-31;2;EC - Escritório Central;Varejo;1;0.02228
08.098.114/0001-28;2016-12-31;2;DQE - Loja de Rua Centro;Varejo;1;0.008614
08.098.114/0001-28;2016-12-31;2;CPK - Shopp. Parque D.Pedro;Varejo;1;0.005169
08.098.114/0001-28;2016-12-31;2;COP - Lj de Rua Copacabana;Varejo;1;0.011072
08.098.114/0001-28;2016-12-31;2;COP- GAR;Varejo;1;0.000886
08.098.114/0001-28;2016-12-31;2;CBS - Shopp.Center Curitiba;Varejo;1;0.004577
08.098.114/0001-28;2016-12-31;2;CAC - Loja de Rua Centro;Varejo;1;0.008673
08.098.114/0001-28;2016-12-31;2;BPB - Pátio Brasil Shopping;Varejo;1;0.006053
08.098.114/0001-28;2016-12-31;2;BHM - Minas Shopping;Varejo;1;0.006127
08.098.114/0001-28;2016-12-31;2;BHD - Shopp.Del Rey;Varejo;1;0.005536
08.098.114/0001-28;2016-12-31;2;BHC - Loja de Rua;Varejo;1;0.011811
08.098.114/0001-28;2016-12-31;2;BEI - Shopping Iguatemi Belém;Varejo;1;0.009161
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.417.532/0001-30;2016-12-31;1;Posto de Combustível;Petroquímica;1;0
08.693.497/0001-82;2016-12-31;1;Loja Comercial;Varejista;1;0.036979
08.693.497/0001-82;2016-12-31;1;Condomínio de Galpões Sindi;Loja de departamentos;0.488381;0.387665
08.693.497/0001-82;2016-12-31;1;Condomínio de Galpões Sindi;Transporte rodoviário de cargas;0.272119;0.216002
08.693.497/0001-82;2016-12-31;1;Condomínio de Galpões Sindi;Transporte rodoviário de cargas;0.108415;0.086058
08.696.175/0001-97;2016-12-31;1;Ambev;Varejo de Bebibas;0;0
08.696.175/0001-97;2016-12-31;1;Barry;Alimentos;0.1416;0.1408
08.696.175/0001-97;2016-12-31;1;C&A;Varejo;0.4553;0.4527
08.696.175/0001-97;2016-12-31;1;Danfoss;Engenharia e serviços;0.2414;0.2401
08.696.175/0001-97;2016-12-31;1;Leader Nova Iguaçu;Varejo;0.4553;0.4527
08.696.175/0001-97;2016-12-31;1;Magazine;Varejo;0.4553;0.4527
08.696.175/0001-97;2016-12-31;1;Telha Norte;Varejo e Atacado de construção civil;0.1617;0.1608
08.706.065/0001-69;2016-12-31;3;Ibis Styles Faria Lima;Hoteleiro;1;0.005055
08.706.065/0001-69;2016-12-31;3;Ibis Congonhas;Hoteleiro;1;0.003156
08.706.065/0001-69;2016-12-31;3;Comfort Nova Paulista;Hoteleiro;1;0.005019
08.706.065/0001-69;2016-12-31;3;Tryp Itaim;Hoteleiro;1;0.005972
08.706.065/0001-69;2016-12-31;3;Intercity Premium Berrini;Hoteleiro;1;0.006391
08.706.065/0001-69;2016-12-31;3;Meliá Jardim Europa;Hoteleiro;1;0.013587
08.706.065/0001-69;2016-12-31;3;Ibis São Paulo Paulista;Hoteleiro;1;0.016414
08.706.065/0001-69;2016-12-31;3;Blue Tree Faria Lima;Hoteleiro;1;0.038415
08.706.065/0001-69;2016-12-31;3;Ibis Budget Paulista;Hoteleiro;1;0.025918
08.706.065/0001-69;2016-12-31;3;Tryp Berrini;Hoteleiro;1;0.009379
08.706.065/0001-69;2016-12-31;3;Tryp Iguatemi;Hoteleiro;1;0.016414
08.706.065/0001-69;2016-12-31;3;Wyndham Berrini;Hoteleiro;1;0.006903
08.706.065/0001-69;2016-12-31;3;Intercity Premium Ibirapuera;Hoteleiro;1;0.013027
08.706.065/0001-69;2016-12-31;3;Ibis Budget Jardins;Hoteleiro;1;0.02699
08.706.065/0001-69;2016-12-31;3;Estanplaza Nações Unidas;Hoteleiro;1;0.002227
08.706.065/0001-69;2016-12-31;3;Quality Jardins;Hoteleiro;1;0.011325
08.706.065/0001-69;2016-12-31;3;Estanplaza Ibirapuera;Hoteleiro;1;0.00707
08.706.065/0001-69;2016-12-31;3;Intercity Nações Unidas;Hoteleiro;1;0.021196
08.706.065/0001-69;2016-12-31;3;Gran Estanplaza;Hoteleiro;1;0.037681
08.706.065/0001-69;2016-12-31;3;Tryp Paulista;Hoteleiro;1;0.019948
08.706.065/0001-69;2016-12-31;3;Estanplaza Berrini;Hoteleiro;1;0.006163
08.706.065/0001-69;2016-12-31;3;Estanplaza International;Hoteleiro;1;0.009871
