CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
01.497.954/0001-14;2023-03-31;2;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2023-03-31;2;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2023-03-31;2;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2023-03-31;2;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2023-03-31;2;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2023-03-31;2;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2023-06-30;2;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2023-06-30;2;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2023-06-30;2;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2023-06-30;2;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2023-06-30;2;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2023-06-30;2;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2023-06-30;2;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2023-09-30;2;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2023-09-30;2;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2023-09-30;2;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2023-09-30;2;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2023-09-30;2;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2023-09-30;2;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2023-09-30;2;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2023-12-31;2;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2023-12-31;2;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2023-12-31;2;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2023-12-31;2;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2023-12-31;2;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2023-12-31;2;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2023-12-31;2;Edifício Piratini;Serviços;0;0
01.601.918/0001-59;2023-03-31;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2023-03-31;1;Dantas Barreto;Serviço;1;0
01.601.918/0001-59;2023-03-31;1;Eusébio Matoso;Serviço;0;0
01.601.918/0001-59;2023-06-30;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2023-06-30;1;Dantas Barreto;Serviço;1;0.315474
01.601.918/0001-59;2023-06-30;1;Eusébio Matoso;Serviço;0;0
01.601.918/0001-59;2023-09-30;1;Eusébio Matoso;Serviço;0;0
01.601.918/0001-59;2023-09-30;1;Dantas Barreto;Serviço;1;0.332522
01.601.918/0001-59;2023-09-30;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2023-12-31;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2023-12-31;1;Dantas Barreto;Serviço;1;0.359839
01.601.918/0001-59;2023-12-31;1;Eusébio Matoso;Serviço;0;0
01.633.741/0001-72;2023-03-31;1;Edificio Memorial Office Building;Turismo;0.201804;0.194264
01.633.741/0001-72;2023-03-31;1;Edificio Memorial Office Building;Transporte;0.275429;0.265138
01.633.741/0001-72;2023-03-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2023-03-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2023-06-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2023-06-30;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2023-06-30;1;Edificio Memorial Office Building;Transporte;0.259828;0.247842
01.633.741/0001-72;2023-06-30;1;Edificio Memorial Office Building;Turismo;0.241067;0.229946
01.633.741/0001-72;2023-09-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2023-09-30;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2023-09-30;1;Edificio Memorial Office Building;Transporte;0.266375;0.255213
01.633.741/0001-72;2023-09-30;1;Edificio Memorial Office Building;Turismo;0.225192;0.215755
01.633.741/0001-72;2023-12-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2023-12-31;1;Edificio Memorial Office Building;Tecnologia;0.133872;0.128664
01.633.741/0001-72;2023-12-31;1;Edificio Memorial Office Building;Transporte;0.273469;0.262829
01.633.741/0001-72;2023-12-31;1;Edificio Memorial Office Building;Turismo;0.231189;0.222194
01.636.325/0001-28;2023-03-31;2;Moinhos Shopping;Vestuário;0.410182;0.317985
01.636.325/0001-28;2023-03-31;2;Moinhos Shopping;Conveniência e Serviços;0.273343;0.211904
01.636.325/0001-28;2023-03-31;2;Moinhos Shopping;Joalherias e Óticas;0.210809;0.163426
01.636.325/0001-28;2023-03-31;2;Hotel Hilton Porto Alegre;Hotelaria;1;0.116695
01.636.325/0001-28;2023-06-30;1;Edifício Lafayette;Serviços Financeiros;0;0
01.636.325/0001-28;2023-06-30;1;Hotel Hilton Porto Alegre;Hotelaria;1;0.116695
01.636.325/0001-28;2023-06-30;1;Moinhos Shopping;Joalherias e Óticas;0.210809;0.163426
01.636.325/0001-28;2023-06-30;1;Moinhos Shopping;Conveniência e Serviços;0.273343;0.211904
01.636.325/0001-28;2023-06-30;1;Moinhos Shopping;Vestuário;0.410182;0.317985
01.636.325/0001-28;2023-09-30;1;Moinhos Shopping;Vestuário;0.3488;0.2722
01.636.325/0001-28;2023-09-30;1;Edifício Lafayette;Serviços Financeiros;0;0
01.636.325/0001-28;2023-09-30;1;Moinhos Shopping;Artigos DiversosJoalherias e Óticas;0.1523;0.1188
01.636.325/0001-28;2023-09-30;1;Hotel Hilton Porto Alegre;Hotelaria;1;0.116695
01.636.325/0001-28;2023-09-30;1;Moinhos Shopping;Estética;0.1963;0.1582
01.636.325/0001-28;2023-12-31;1;Edifício Lafayette;Serviços Financeiros;0;0
01.636.325/0001-28;2023-12-31;1;Hotel Hilton Porto Alegre;Hotelaria;1;0.116695
01.636.325/0001-28;2023-12-31;1;Moinhos Shopping;Estética;0.1963;0.1582
01.636.325/0001-28;2023-12-31;1;Moinhos Shopping;Artigos DiversosJoalherias e Óticas;0.1523;0.1188
01.636.325/0001-28;2023-12-31;1;Moinhos Shopping;Vestuário;0.3488;0.2722
01.657.856/0001-05;2023-03-31;1;Shopping Center Piedade;Variedades (âncora);0.218318;0.210484
01.657.856/0001-05;2023-03-31;1;Shopping Center Piedade;Mall;0.213561;0.205898
01.657.856/0001-05;2023-03-31;1;Shopping Center Piedade;Roupas e acessórios;0.20134;0.194122
01.657.856/0001-05;2023-06-30;1;Shopping Center Piedade;Variedades (âncora);0.256098;0.247535
01.657.856/0001-05;2023-06-30;1;Shopping Center Piedade;Mall;0.211291;0.204226
01.657.856/0001-05;2023-06-30;1;Shopping Center Piedade;Roupas e acessórios;0.1593;0.153978
01.657.856/0001-05;2023-09-30;1;Shopping Center Piedade;Variedades (âncora);0.257374;0.248695
01.657.856/0001-05;2023-09-30;1;Shopping Center Piedade;Mall;0.231438;0.223634
01.657.856/0001-05;2023-09-30;1;Shopping Center Piedade;Roupas e acessórios;0.146255;0.141322
01.657.856/0001-05;2023-12-31;1;Shopping Center Piedade;Variedades (âncora);0.320287;0.310683
01.657.856/0001-05;2023-12-31;1;Shopping Center Piedade;Mall;0.251733;0.244185
01.657.856/0001-05;2023-12-31;1;Shopping Center Piedade;Roupas e acessórios;0.145388;0.141029
02.027.437/0001-44;2023-03-31;2;Ed Brasílio Machado;Serviços;0.823909;0.792913
02.027.437/0001-44;2023-03-31;2;Ed Brasílio Machado;Industria;0.17609;0.169511
02.027.437/0001-44;2023-06-30;1;Ed Brasílio Machado;Serviços;0.758115;0.722036
02.027.437/0001-44;2023-06-30;1;Ed Brasílio Machado;Industria;0.241885;0.230374
02.027.437/0001-44;2023-09-30;1;Ed Brasílio Machado;Serviços;0.871353;0.836356
02.027.437/0001-44;2023-09-30;1;Ed Brasílio Machado;Industria;0.128647;0.12348
02.027.437/0001-44;2023-12-31;1;Ed Brasílio Machado;Industria;0.20928;0.200043
02.027.437/0001-44;2023-12-31;1;Ed Brasílio Machado;Serviços;0.79072;0.755822
02.508.235/0001-14;2023-03-31;1;Contagem;Logística;1;0.980583
02.508.235/0001-14;2023-06-30;1;Contagem;Logística;1;0.987917
02.508.235/0001-14;2023-09-30;1;Contagem;Logística;1;0.988004
02.508.235/0001-14;2023-12-31;1;Contagem;Logística;1;0.982464
03.251.720/0001-18;2023-03-31;1;Edifício New York e Los Angeles;Telecomunicação;0.21841;0.154047
03.251.720/0001-18;2023-03-31;1;Edifício New York e Los Angeles;Tecnologia;0.198049;0.139686
03.251.720/0001-18;2023-03-31;1;Edifício New York e Los Angeles;Saúde;0.138997;0.098036
03.251.720/0001-18;2023-03-31;1;Edifício New York e Los Angeles;Consultoria;0.104729;0.073866
03.251.720/0001-18;2023-06-30;1;Edifício New York e Los Angeles;Telecomunicação;0.201502;0.160448
03.251.720/0001-18;2023-06-30;1;Edifício New York e Los Angeles;Tecnologia;0.182717;0.14549
03.251.720/0001-18;2023-06-30;1;Edifício New York e Los Angeles;Saúde;0.128236;0.102109
03.251.720/0001-18;2023-06-30;1;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2023-09-30;1;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2023-09-30;1;Edifício New York e Los Angeles;Saúde;0.123243;0.058794
03.251.720/0001-18;2023-09-30;1;Edifício New York e Los Angeles;Tecnologia;0.175602;0.083773
03.251.720/0001-18;2023-09-30;1;Edifício New York e Los Angeles;Telecomunicação;0.193655;0.092385
03.251.720/0001-18;2023-12-31;1;Edifício New York e Los Angeles;Telecomunicação;0.167504;0.150663
03.251.720/0001-18;2023-12-31;1;Edifício New York e Los Angeles;Tecnologia;0.151888;0.136617
03.251.720/0001-18;2023-12-31;1;Edifício New York e Los Angeles;Saúde;0.1066;0
03.251.720/0001-18;2023-12-31;1;Edifício New York e Los Angeles;Seguros;0.105772;0
03.507.519/0001-59;2023-03-31;1;Shopping Center;Comércio;0.940335;0.926576
03.507.519/0001-59;2023-03-31;1;Shopping Center;Serviço;0.059665;0.058792
03.507.519/0001-59;2023-06-30;1;Shopping Center;Comércio;0.937282;0.912632
03.507.519/0001-59;2023-06-30;1;Shopping Center;Serviço;0.062718;0.061069
03.507.519/0001-59;2023-09-30;1;Shopping Center;Comércio;0.937282;0.911587
03.507.519/0001-59;2023-09-30;1;Shopping Center;Serviço;0.062718;0.060999
03.507.519/0001-59;2023-12-31;1;Shopping Center;Comércio;0.950416;0.9392
03.507.519/0001-59;2023-12-31;1;Shopping Center;Serviço;0.049584;0.048999
03.683.056/0001-86;2023-03-31;1;JK FINANCIAL CENTER;Serviços;1;0.391056
03.683.056/0001-86;2023-03-31;1;JATOBÁ;Indústrial;1;0
03.683.056/0001-86;2023-03-31;1;INTERNACIONAL RIO;Indústrial;1;0.020557
03.683.056/0001-86;2023-03-31;1;CANDELÁRIA CORPORATE;Serviços;1;0
03.683.056/0001-86;2023-03-31;1;PQ CULTURAL PAULISTA;Serviços;1;0.09651
03.683.056/0001-86;2023-03-31;1;PARQUE SANTOS;Serviços;1;0.106793
03.683.056/0001-86;2023-03-31;1;CONTINENTAL SQUARE;Serviços;1;0.120024
03.683.056/0001-86;2023-03-31;1;EDIFÍCIO GIRASSOL;Serviços;1;0.12064
03.683.056/0001-86;2023-03-31;1;EDIFÍCIO BRAVO! PAULISTA;Serviços;1;0.022743
03.683.056/0001-86;2023-06-30;1;EDIFÍCIO BRAVO! PAULISTA;Serviços;1;0.029375
03.683.056/0001-86;2023-06-30;1;EDIFÍCIO GIRASSOL;Serviços;1;0.12189
03.683.056/0001-86;2023-06-30;1;CONTINENTAL SQUARE;Serviços;1;0.128205
03.683.056/0001-86;2023-06-30;1;PARQUE SANTOS;Serviços;1;0.105133
03.683.056/0001-86;2023-06-30;1;PQ CULTURAL PAULISTA;Serviços;1;0.098077
03.683.056/0001-86;2023-06-30;1;CANDELÁRIA CORPORATE;Serviços;1;0
03.683.056/0001-86;2023-06-30;1;INTERNACIONAL RIO;Indústrial;1;0.02493
03.683.056/0001-86;2023-06-30;1;JATOBÁ;Indústrial;1;0
03.683.056/0001-86;2023-06-30;1;JK FINANCIAL CENTER;Serviços;1;0.371936
03.683.056/0001-86;2023-09-30;1;JATOBÁ;Indústrial;1;0
03.683.056/0001-86;2023-09-30;1;EDIFÍCIO GIRASSOL;Serviços;1;0.12383
03.683.056/0001-86;2023-09-30;1;EDIFÍCIO BRAVO! PAULISTA;Serviços;1;0.035778
03.683.056/0001-86;2023-09-30;1;PARQUE SANTOS;Serviços;1;0.110048
03.683.056/0001-86;2023-09-30;1;PQ CULTURAL PAULISTA;Serviços;1;0.099761
03.683.056/0001-86;2023-09-30;1;JK FINANCIAL CENTER;Serviços;1;0.348429
03.683.056/0001-86;2023-09-30;1;CONTINENTAL SQUARE;Serviços;1;0.138782
03.683.056/0001-86;2023-09-30;1;INTERNACIONAL RIO;Indústrial;1;0.021563
03.683.056/0001-86;2023-09-30;1;CANDELÁRIA CORPORATE;Serviços;1;0
03.683.056/0001-86;2023-12-31;1;PQ CULTURAL PAULISTA;Serviços;1;0.090475
03.683.056/0001-86;2023-12-31;1;PARQUE SANTOS;Serviços;1;0.099805
03.683.056/0001-86;2023-12-31;1;CONTINENTAL SQUARE;Serviços;1;0.131244
03.683.056/0001-86;2023-12-31;1;EDIFÍCIO GIRASSOL;Serviços;1;0.112304
03.683.056/0001-86;2023-12-31;1;EDIFÍCIO BRAVO! PAULISTA;Serviços;1;0.063275
03.683.056/0001-86;2023-12-31;1;JK FINANCIAL CENTER;Serviços;1;0.342267
03.683.056/0001-86;2023-12-31;1;JATOBÁ;Indústrial;1;0.003159
03.683.056/0001-86;2023-12-31;1;INTERNACIONAL RIO;Indústrial;1;0.021655
03.683.056/0001-86;2023-12-31;1;CANDELÁRIA CORPORATE;Serviços;1;0
04.066.582/0001-60;2023-03-31;1;Instituto de Espec Pediatricas de SP - Hospital da Crianca;Outros;1;0.97546621184753
04.066.582/0001-60;2023-06-30;1;Instituto de Espec Pediatricas de SP - Hospital da Crianca;Outros;1;0.97511438322636
04.066.582/0001-60;2023-09-30;1;Instituto de Espec Pediatricas de SP - Hospital da Crianca;Outros;1;0.97724157261154
04.066.582/0001-60;2023-12-31;1;Instituto de Espec Pediatricas de SP- Hospital da Crianca;Serviços Médico - Hospitalares;1;0.81849446301886
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Vago;0;0
04.141.645/0001-03;2023-03-31;1;Edifício Lafayette;Serviços Financeiros;0;0
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Hotelaria;1;0.393315
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia de Dados;1;0.040175
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.03728
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Engenharia;1;0.033166
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia;1;0.070049
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Seguros;1;0.0596
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.041361
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;0;0
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;0;0
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Co Working;1;0.17732
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia;1;0.026666
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.038186
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.037812
04.141.645/0001-03;2023-03-31;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.031593
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.053314
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;0;0
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Vago;1;0.019604
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.027353
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Engenharia;1;0.024276
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia;1;0.019518
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Franquia de Cosmeticos;1;0.028018
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.053314
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.030275
04.141.645/0001-03;2023-06-30;1;Edifício Lafayette;Serviços Financeiros;0;0
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Hotelaria;1;0.448504
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia;1;0.052171
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Co Working;1;0.132066
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.025109
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.023701
04.141.645/0001-03;2023-06-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Seguros;1;0.048262
04.141.645/0001-03;2023-09-30;1;Edifício Lafayette;Serviços Financeiros;0;0
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Hotelaria;1;0.406399
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia;1;0.05296
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Co Working;1;0.134062
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.024837
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Tecnologia da Informação;1;0.02406
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Seguros;1;0.046027
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Serviços de comunicação;1;0.030732
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.05412
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.05412
04.141.645/0001-03;2023-09-30;1;ED. CONTINENTAL SQUARE FARIA LIMA;Educação;1;0.054809
