CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
08.706.065/0001-69;2023-06-30;1;Comfort Nova Paulista;Rua Vergueiro, 2740, Sem Complemento, Vila Mariana, Sao Paulo/SP, Brasil, 04102-001 - Unidade 1704;2023-06-29;47.33;1;Direito de propriedade;0.0022362;0.002161567
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-07-25;37.08;1;Direito de propriedade;0.00270745608617;0.00275020750827
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-07-24;37.08;1;Direito de propriedade;0.0026362072418;0.00267783362647
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-08-02;37.08;1;Direito de propriedade;0.00267370760764;0.00271632688619
08.706.065/0001-69;2023-09-30;1;Wyndham Berrini;Rua Heinrich Hertz 14,São Paulo, SP, 04575-000;2023-08-08;29;1;Direito de propriedade;0.00128910902511;0.00130965760584
08.706.065/0001-69;2023-09-30;1;Wyndham Berrini;Rua Heinrich Hertz 14,São Paulo, SP, 04575-000;2023-08-27;29;1;Direito de propriedade;0.00133685380382;0.0013581634431
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-08-22;37.08;1;Direito de propriedade;0.00553839433012;0.0056266771214
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-08-30;37.08;1;Direito de propriedade;0.00557400865987;0.00566939684102
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-08-30;37.08;1;Direito de propriedade;0.00557400865987;0.00566939684102
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-08-30;37.08;1;Direito de propriedade;0.00264284893356;0.00268807608842
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-08-30;37.08;1;Direito de propriedade;0.00278700432993;0.00283469842051
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-09-11;37.08;1;Direito de propriedade;0.00557400865987;0.00566939684102
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-09-18;37.08;1;Direito de propriedade;0.00278700432993;0.00283469842051
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-09-19;37.08;1;Direito de propriedade;0.00283505612873;0.00288357253121
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-09-20;37.08;1;Direito de propriedade;0.00278700432993;0.00283469842051
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-09-24;37.08;1;Direito de propriedade;0.00864932378255;0.00879733992573
08.706.065/0001-69;2023-09-30;1;Staybridge Suites Sao Paulo;Rua Bandeira Paulista 555, São Paulo, SP, 04532-011;2023-09-24;37.08;1;Direito de propriedade;0.00283505612873;0.00288357253121
08.706.065/0001-69;2023-09-30;1;Intercity Nacoes Unidas;Rua Fernandes Moreira 1371,São Paulo, SP, 04716-003;2023-09-25;39.07;1;Direito de propriedade;0.00182596835409;0.00185721620654
08.706.065/0001-69;2023-09-30;1;Wyndham Berrini;Rua Heinrich Hertz 14,São Paulo, SP, 04575-000;2023-09-25;29;1;Direito de propriedade;0.00134545036617;0.00136847509956
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-10-04;37.08;1;Direito de propriedade;0.00284518372766;0.00296999932846
08.706.065/0001-69;2023-12-31;2;Estanplaza Funchal;Rua Funchal, 281, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-060;2023-10-04;30.62;1;Direito de propriedade;0.00209772020598;0.0021897452676
08.706.065/0001-69;2023-12-31;2;Estanplaza Funchal;Rua Funchal, 281, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-060;2023-10-04;30.62;1;Direito de propriedade;0.00209772020598;0.0021897452676
08.706.065/0001-69;2023-12-31;2;Estanplaza Funchal;Rua Funchal, 281, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-060;2023-10-04;30.62;1;Direito de propriedade;0.00209772020598;0.0021897452676
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-10-03;37.08;1;Direito de propriedade;0.00265228991561;0.00276864344179
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-10-16;37.08;1;Direito de propriedade;0.00284518372766;0.00296999932846
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-10-15;37.08;1;Direito de propriedade;0.00284518372766;0.00296999932846
08.706.065/0001-69;2023-12-31;2;Wyndham Berrini;Rua Heinrich Hertz, 14, Cidade Moncoes, Sao Paulo/SP, Brasil, 04575-000;2023-10-26;29;1;Direito de propriedade;0.00142259186383;0.00148499966423
08.706.065/0001-69;2023-12-31;2;Wyndham Berrini;Rua Heinrich Hertz, 14, Cidade Moncoes, Sao Paulo/SP, Brasil, 04575-000;2023-10-26;29;1;Direito de propriedade;0.00142259186383;0.00148499966423
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-11-15;37.08;1;Direito de propriedade;0.00297782517756;0.00307131997517
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-11-15;37.08;1;Direito de propriedade;0.00297782517756;0.00307131997517
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-11-13;37.08;1;Direito de propriedade;0.00297782517756;0.00307131997517
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-10-31;37.08;1;Direito de propriedade;0.00297782517756;0.00307131997517
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-11-15;37.08;1;Direito de propriedade;0.00297782517756;0.00307131997517
08.706.065/0001-69;2023-12-31;2;Blue Tree Faria Lima;Avenida Brigadeiro Faria Lima, 3989, Itaim Bibi, São Paulo/SP, Brasil, 00004-538;2023-11-07;26.86;1;Direito de propriedade;0.00307545878993;0.00317201899075
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-11-21;37.08;1;Direito de propriedade;0.00297782517756;0.00307131997517
08.706.065/0001-69;2023-12-31;2;Wyndham Berrini;Rua Heinrich Hertz, 14, Cidade Moncoes, Sao Paulo/SP, Brasil, 04575-000;2023-11-27;29;1;Direito de propriedade;0.00146450418568;0.00151048523369
08.706.065/0001-69;2023-12-31;2;Wyndham Berrini;Rua Heinrich Hertz, 14, Cidade Moncoes, Sao Paulo/SP, Brasil, 04575-000;2023-11-27;29;1;Direito de propriedade;0.00146450418568;0.00151048523369
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-12-11;37.08;1;Direito de propriedade;0.00310676610175;0.00320707984363
08.706.065/0001-69;2023-12-31;2;Staybridge Suites Sao Paulo;Rua Bandeira Paulista, 555, Itaim Bibi, Sao Paulo/SP, Brasil, 04532-011;2023-12-12;37.08;1;Direito de propriedade;0.00314156188209;0.00320707984363
08.706.065/0001-69;2023-12-31;2;Wyndham Berrini;Rua Heinrich Hertz, 14, Cidade Moncoes, Sao Paulo/SP, Brasil, 04575-000;2023-12-13;29;1;Direito de propriedade;0.00154095598647;0.00159071160244
09.072.017/0001-29;2023-06-30;1;Torre Rio Sul;Rua Lauro Muller, 116 - Rio de Janeiro - RJ;2023-04-06;1677;8;-;0.014308;0.014426
09.072.017/0001-29;2023-06-30;1;Centro Empresarial Dom Pedro;Rodovia Dom Pedro I, Km 69 - Atibaia - SP;2023-04-10;26565.53;9;-;0.018564;0.018718
09.072.017/0001-29;2023-06-30;1;Edifício Brasilinterpart;Avenida das Nações Unidas, 11.633 - São Paulo - SP;2023-05-18;727.14;3;-;0.001787;0.001749
09.350.920/0001-04;2023-12-31;1;Muniz Barreto;Muniz Barreto, 366 - Rio de janeiro - RJ;2023-12-20;1146.77;1;n/a;0.65755;0.715173
10.456.799/0001-89;2023-12-31;2;Terreno;São Leopoldo-RS, Bairro Morro do Espelho, lotes 03, 04 e 05 da quadra 556 no quarteirão formado pelas Ruas Raimundo Corrêa e Dietrich Hilbk, Avenida Mauá e propriedade de Industrial Japs Ltda.;2023-10-27;1302.12;3;Nenhuma;0.027412;0.002597
11.728.688/0001-47;2023-09-30;1;HGLG Cumbica;Rua Antônio Utrilla, 349, Guarulhos, SP;2023-07-20;18275.95;1;-;0.017498;0.019037
11.827.568/0001-05;2023-09-29;1;Residencial Paysage Di Piero;Residencial Paysage Di Piero;2023-07-12;2;2;2 unidades Vendidas;0.0756;0.0144
11.827.568/0001-05;2023-12-29;1;UNIDADES LIFE SQUARE;UNIDADES LIFE SQUARE;2023-12-28;3;3;3 unidades Vendidas;0.0368;0.009733
11.839.593/0001-09;2023-12-31;1;BTLG Dutra | SP;Rua Sargento Rodoval Cabral Trindade 780, 780, 36º Subdistrito - Vila Maria, Parque Novo Mundo, Sao Paulo/SP, Brasil, 02190-900;2023-12-18;19415;1;Direito de propriedade;0.025985930741;0.02889005436237
11.839.593/0001-09;2023-12-31;1;BTLG Dutra | RJ;Estrada Rio Douro, 800,  Mantiquira, Duque De Caxias/RJ, Brasil, 25245-810;2023-10-13;17244;1;Direito de propriedade;0.011764;0.013167
12.005.956/0001-65;2023-03-31;1;CD Bandeirantes;Rodovia dos Bandeirantes, km 69, Louveira - SP;2023-02-14;99278.63;1;.;1.40695225601566;0.0764596800174557
12.927.767/0001-40;2023-09-29;1;Não possui informação apresentada;;;;;;;
12.948.291/0001-23;2023-12-31;1;Ed. The One;Rua Ministro Jesuino Cardoso, 454, São Paulo - SP;2023-12-22;6015.39;16;-;0.9906;0.9876
13.012.312/0001-67;2023-01-31;1;Pirelli;Rodovia Castelo Branco, km 93 - Sorocaba- SP;2021-11-11;14095;1;Baixa do imóvel pela amortização total do direito de uso de solo;0.3507;0.3507
13.012.312/0001-67;2023-03-31;1;Pirelli;Rodovia Castelo Branco, km 93 - Sorocaba- SP;2021-11-11;14095;1;Baixa do imóvel pela amortização total do direito de uso de solo;0.3507;0.3507
13.012.312/0001-67;2023-06-30;1;Pirelli;Rodovia Castelo Branco, km 93 - Sorocaba- SP;2021-11-11;14095;1;Baixa do imóvel pela amortização total do direito de uso de solo;0.3507;0.3507
13.012.312/0001-67;2023-09-30;1;Pirelli;Rodovia Castelo Branco, km 93 - Sorocaba- SP;2021-11-11;14095;1;Baixa do imóvel pela amortização total do direito de uso de solo;0.3507;0.3507
13.012.312/0001-67;2023-12-31;1;Pirelli;Rodovia Castelo Branco, km 93 - Sorocaba- SP;2021-11-11;14095;1;Baixa do imóvel pela amortização total do direito de uso de solo;0.3507;0.3507
13.598.226/0001-88;2023-03-31;1;ID 155;Rua Alfredo Maia,647;2023-03-29;4210;1;MATRICULA 46005 - ITAPETININGA;1;0
13.598.226/0001-88;2023-06-30;1;ID 181;Avenida Manoel Bento da Cruz, 568;2023-04-28;493.8;1;MATRICULA 4349 - PENAPOLIS;1;0.0107
13.873.457/0001-52;2023-03-31;1;Ipatinga - Jequitibá;Rua Jequitibá, 401, Horto - Ipatinga/MG;2023-01-02;14097;1;N/A;0.0629196677736575;0.0752984616464047
14.056.001/0001-62;2023-06-30;1;ANTONY RODRIGUES PEREIRA;AV. GERAMARIO DANTAS 1401 - SALA 513;2023-05-25;19.34;1;n/a;;
14.056.001/0001-62;2023-12-31;1;RODRIGO DA SILVA MARTINS;Estrada da Barra 315 - Apto 303 Bloco 01;2023-12-19;183.2;1;não se aplica;;
14.376.247/0001-11;2023-06-30;1;Edificio Brascan Century Corporate;Rua Joaquim Floriano, 466, Itaim Bibi, São Paulo/SP, Brasil, 04534-002;2023-05-11;1453;8;Direito de Propriedade;1;0.164309
15.296.696/0001-12;2023-03-31;1;Edifício Vila Olimpia Corporate;Rua Fidêncio Ramos - São Paulo - SP, nº 302;2023-02-02;10368;24;Não se aplica;1;0.9798
15.461.076/0001-91;2023-09-29;1;Terreno Urbano Condomínio Golf Boutique;Estrada de Arraial D'Ajuda KM 18 Trancoso - Porto Seguro BA;2023-08-01;1;1;Terreno Urbano Condomínio Golf Boutique;0.0789;0.0778
15.461.076/0001-91;2023-09-29;1;Unidades tipo bangalôs Hotel Resort TxaiTerravista;Estrada de Arraial D'Ajuda KM 18 Trancoso -  Porto Seguro BA;2023-08-01;1;1;Terreno Urbano Condomínio Golf Boutique;0.0696;0.0686
15.461.076/0001-91;2023-09-29;1;Unidades Tipo Villas no Hotel Resort TxaiTerravista.;Estrada de Arraial D'Ajuda KM 18 Trancoso - Porto Seguro BA;2023-08-01;1;1;Terreno Urbano Condomínio Golf Boutique;0.0696;0.0686
15.461.076/0001-91;2023-12-29;1;The one office;Av. Itália esquina com a Rua Jurandir Martins - Taubaté SP;2023-12-04;150;3;3 unidades;0.0097;0.0084
15.576.907/0001-70;2023-12-31;1;Conselheiro Rodrigues Alves;Av. Cons. Rodrigues Alves, 53;2023-12-20;1092.99;1;n/a;0.0132120577376914;0.0113182561741437
16.543.270/0001-89;2023-06-30;1;Season Empreendimentos;Subdistrito de Amaralina, Salvador, Bahia.;2023-06-30;1000;1;Season Empreendimentos;0.04;0.024
16.924.913/0001-34;2023-03-31;1;V.HOUSE;Av. Eusébio Matoso, 218 - Pinheiros, São Paulo - SP, CEP 05423-000;2023-02-23;78.49;1;Unidades do imóvel adquiridas pelo Fundo como dação em pagamento de parte de redução de capital da Companhia Investida VRE D2 S.A;1;0.07
17.098.794/0001-70;2023-09-29;1;Não possui informação apresentada.;;;;;;;
18.497.672/0001-10;2023-03-31;1;BPWR - BL5 APTO502;Ceará,Fortaleza,  Medusa - Porto das Dunas, Beach Park Wellness;;159;1;n/a;0.0217;0.0635
18.497.672/0001-10;2023-03-31;1;Edifício Antares 301;Avenida F, nº 50-A, quadra K-6, Setor Oeste, Goiânia, Goiás;;166.35;1;n/a;0.0134;0.0467
18.497.672/0001-10;2023-03-31;1;MHR - Ilha de Mikonos AP 304;Marine Home & Resort - Ilha de Mikonos (Bl. 02) - Apto 304;;180;1;n/a;0.2278;0.2278
18.497.672/0001-10;2023-03-31;1;MHR - Ilha de Santorini AP 304;Marine Home & Resort - Ilha de Santorine (Bl. 04) - Apto 304;;180;1;n/a;0.209;0.209
18.497.672/0001-10;2023-06-30;1;BPWR - BL5 APTO502;Ceará,Fortaleza,  Medusa - Porto das Dunas, Beach Park Wellness;;159;1;n/a;0.0217;0.0635
18.497.672/0001-10;2023-06-30;1;Edifício Antares 301;Avenida F, nº 50-A, quadra K-6, Setor Oeste, Goiânia, Goiás;;166.35;1;n/a;0.0134;0.0627
18.497.672/0001-10;2023-06-30;1;MHR - Ilha de Mikonos AP 304;Marine Home & Resort - Ilha de Mikonos (Bl. 02) - Apto 304;;180;1;n/a;0.2278;0.2402
18.497.672/0001-10;2023-06-30;1;MHR - Ilha de Santorini AP 304;Marine Home & Resort - Ilha de Santorine (Bl. 04) - Apto 304;;180;1;n/a;0.209;0.2526
19.239.245/0001-02;2023-12-31;1;FL 3500;Avenida Brigadeiro Faria Lima, 3.500, Itaim Bibi, São Paulo - SP;2023-12-22;25686.09;1;N/A;2.1608;0.1625
19.722.048/0001-31;2023-03-31;1;141277;Rua José Maria Lisboa  20;2023-03-10;34;1;Imoveis Para Venda Acabados;0.016339;0.017818
19.722.048/0001-31;2023-03-31;1;207128;Rua Cristiano Viana 671;2023-02-02;70;1;Imoveis Para Venda Acabados;0.026553;0.028876
19.722.048/0001-31;2023-03-31;1;225039;Rua Pedroso Alvarenga 1004;2023-02-03;67.09;1;Imoveis Para Venda Acabados;0.023465;0.026746
19.722.048/0001-31;2023-03-31;1;227058;Rua Professor Carlos de Carvalho 74;2023-03-01;87.34;1;Imoveis Para Venda Acabados;0.029984;0.032383
19.722.048/0001-31;2023-03-31;1;341590;Avenida Doutor Cardoso de Melo 123;2023-01-26;104.55;1;Imoveis Para Venda Acabados;0.021189;0.023693
19.722.048/0001-31;2023-03-31;1;334129;Rua Santa Justina, 244 - 161;2023-01-19;99.96;1;Imoveis Para Venda Acabados;0.02096;0.020913
19.722.048/0001-31;2023-06-30;2;211892;Rua Cônego Eugênio Leite, 524-44;2023-05-24;113;1;N/A;0.0392599090588772;0.0379574194249881
19.722.048/0001-31;2023-09-29;1;145626;Alameda Itu, 745 - 42;2023-08-30;172.66;1;N/A;0.0736769526258558;0.0673643088494994
19.722.048/0001-31;2023-09-29;1;208544;Rua João Moura - 975 - 124;2023-08-08;87;1;N/A;0.0403324952624871;0.0362467495949243
19.722.048/0001-31;2023-09-29;1;145074;PJM 494 111;2023-09-06;140;1;N/A;0.047449927612965;0.0450695121056075
19.722.048/0001-31;2023-09-29;1;146894;Rua Doutor Melo Alves 265, apt 112;2023-09-13;110;1;N/A;0.0633192466996923;0.0570765482758401
19.722.048/0001-31;2023-12-29;1;138681;Rua José Maria Lisboa, 852 - 71;2023-12-14;198;1;N/A;0;0.497028
20.680.775/0001-62;2023-06-30;1;Subcondominio FL Residence;Rua Elvira Ferraz, 250, Sem Complemento, Vila Olímpia, São Paulo/SP, Brasil, 04552-040;2023-06-29;704.65;14;Direito de Propriedade;0;0
20.748.515/0001-81;2023-06-30;1;GPA CD06 São Paulo;Avenida Marginal Direita do Tietê, nº 342, São Paulo - SP;2023-05-11;53764.56;1;Imóvel Logístico;0.182865;0.183129
20.748.515/0001-81;2023-09-30;1;GPA CD06 São Paulo;Avenida Marginal Direita do Tietê, nº 342, São Paulo - SP;2023-05-11;53764.56;1;Imóvel Logístico;0.182865;0.183129
21.126.204/0001-43;2023-03-31;1;Loja 31;Rua Marechal Deodoro, 900 - Centro - SBC/SP;2023-02-06;2587;1;n/a;0.0594842672749778;0.0358186870208674
21.126.204/0001-43;2023-09-30;1;FEIRA DE SANTANA;Avenida Senhor dos Passos, 1167 - Centro;2023-07-07;1670;1;n/a;2.56515461788424E-05;0.0134022213053604
21.126.204/0001-43;2023-09-30;1;MOGI DAS CRUZES;Rua Dr. Deodato Wertheimer, 1374, 1384 e 1394;2023-09-05;331;1;n/a;8.93350415658262E-05;0.0035873848453514
21.126.204/0001-43;2023-09-30;1;SALVADOR;Avenida Sete de Setembro, 238 - Centro;2023-09-13;2147;1;n/a;9.12815633852435E-05;0.02417990564594
21.126.204/0001-43;2023-09-30;1;TAUBATE;Praça Dom Epaminondas, 131;2023-09-15;1074;1;n/a;0.000224603964789017;0.011787121634726
21.126.204/0001-43;2023-09-30;1;S.B. CAMPO;Rua Marechal Deodoro, 1315 - Centro;2023-09-25;689;1;n/a;1.71775165412141E-09;0.0111193400401368
21.126.204/0001-43;2023-12-31;1;Meier;Rua Dias da Cruz, 155;2023-10-10;4415;1;n/a;0.0501161605145922;0.047568580351411
21.126.204/0001-43;2023-12-31;1;Lages;Marechal Deodoro, 102;2023-11-01;932;1;n/a;0.00694045651496202;0.00658764877471642
22.103.617/0001-75;2023-03-31;1;IGUACU;Fazenda Caveira e João Vaz, s/n, Goiânia, GO;2023-03-03;19445.65;1;Matrícula nº15.499;0.7826;0.75
22.646.161/0001-90;2023-03-31;1;Família Freguesia do Ó - 52C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;;52.66;1;;;
22.646.161/0001-90;2023-03-31;1;Família Freguesia do Ó - 53A;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;;47.43;1;;;
22.646.161/0001-90;2023-03-31;1;Família Freguesia do Ó - 75B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;;52.66;1;;;
22.646.161/0001-90;2023-06-30;1;Família Freguesia do Ó - 51B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2023-03-31;52.66;1;Matrícula 196.159 do 8º registro de imóveis de SP.;;
22.646.161/0001-90;2023-06-30;1;Família Freguesia do Ó - 62C;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2023-04-29;52.66;1;Matrícula 196.214 do 8º registro de imóveis de SP.;;
22.646.161/0001-90;2023-06-30;1;Família Freguesia do Ó - 83B;Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo;2023-05-27;52.66;1;Matrícula 196.179 do 8º registro de imóveis de SP.;;
22.862.226/0001-34;2023-12-31;1;Indaiatuba;Rodovia Engenheiro Ermenio Oliveira Pentedo - Marginal Norte, Km 57,5, Indaiatuba;2023-10-06;11641.24;16;não se aplica;0.163284418956804;0.31426665262123
23.740.552/0001-31;2023-09-30;1;Helbor 405;Av. Nossa Senhora do Ó, 865 - Bairro do Limão - São Paulo / SP;2023-07-11;68.98;1;O fundo é proprietário de 100% do imóvel;0.331384;0.174184
23.964.908/0001-10;2023-06-30;1;GOY-RJ-13800;Avenida Silvio Basto Tavares, 341/351 e 329/339 - Parque Presidente Juscelino;2023-05-31;2892;1;;0.026754;0.019119
23.964.908/0001-10;2023-06-30;1;SPA-SP-163106;Estrada dos Romeiros, alt. Km 47 - Cristal Park IV;2023-05-31;122280;1;;0.169014;0.120783
23.964.908/0001-10;2023-06-30;1;RJ-RJ-1126;Estrada do Gabinal, 1284 - Jacarépagua;2023-06-30;3850;1;;0.043568;0.02967
23.964.908/0001-10;2023-09-30;1;NFL-RN-221;Fazenda Cachoeira I - Zona Rural, s/n - Zona Rural - Nisia Floresta/RN;2023-09-30;168.8;1;;0.000439;0.005651
24.796.967/0001-90;2023-03-31;1;138391;Alameda Fernão Cardim,98;2023-03-31;120;1;Apartamento residencial para venda;0.004097;0.003779
24.796.967/0001-90;2023-03-31;1;140079;Alameda Sarutaiá,160;2023-01-26;83;1;Apartamento residencial para venda;0.002464;0.002261
24.796.967/0001-90;2023-03-31;1;142249;Alameda Santos,2081-112;2023-03-29;134.8;1;Apartamento residencial para venda;0.004568;0.004317
24.796.967/0001-90;2023-03-31;1;1439720;Rua Coronel Diogo, 1200;2023-02-08;42.6;1;Apartamento residencial para venda;0.001525;0.00139
24.796.967/0001-90;2023-03-31;1;144203;Rua Bela Cintra,1604;2023-01-04;94.39;1;Apartamento residencial para venda;0.004107;0.003799
24.796.967/0001-90;2023-03-31;1;1453666;Avenida Raimundo Pereira de Magalhães,909;2023-02-13;69;1;Apartamento residencial para venda;0.002149;0.001952
24.796.967/0001-90;2023-03-31;1;1541230;Avenida Prado Júnior, 150;2023-02-13;40;1;Apartamento residencial para venda;0.001509;0.001371
24.796.967/0001-90;2023-03-31;1;154721;Alameda Casa Branca,749;2023-02-15;175;1;Apartamento residencial para venda;0.007664;0.006916
24.796.967/0001-90;2023-03-31;1;155719;Avenida Nove de Julho,3239;2023-02-15;49;1;Apartamento residencial para venda;0.002382;0.002213
24.796.967/0001-90;2023-03-31;1;1633646;Rua Artur Araripe 1;2023-01-24;146;1;Apartamento residencial para venda;0.006085;0.005612
24.796.967/0001-90;2023-03-31;1;1680398;Rua Timóteo da Costa,1100;2023-01-26;101;1;Apartamento residencial para venda;0.004856;0.004457
24.796.967/0001-90;2023-03-31;1;187768;Rua Maranhão 181;2023-02-03;240;1;Apartamento residencial para venda;0.007389;0.006728
24.796.967/0001-90;2023-03-31;1;202458;Rua Doutor Melo Alves,55;2023-03-01;38;1;Apartamento residencial para venda;0.001447;0.00139
24.796.967/0001-90;2023-03-31;1;204903;Rua Alves Guimarães,921-144;2023-01-20;129;1;Apartamento residencial para venda;0.00399;0.003686
24.796.967/0001-90;2023-03-31;1;2127836;Rua Voluntários da Pátria, 410-701;2023-03-15;117;1;Apartamento residencial para venda;0.003795;0.003527
