CNPJ_Fundo_Classe;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
01.235.622/0001-61;2023-03-31;2;Outras Cotas de FI;FICFI ITAU TOP RENDA FIXA REFERENCIADO DI;5902521000158;;;;;;3365.27;19907.85
01.235.622/0001-61;2023-03-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;36;2877784.42
01.235.622/0001-61;2023-03-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;34;2717907.51
01.235.622/0001-61;2023-03-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO- CRI_18L1368412;2773542000122;1;200;;;;429;42264648.37
01.235.622/0001-61;2023-03-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427_CCI;2773542000122;1;201;;;;1;136304173.55
01.235.622/0001-61;2023-03-31;2;FII;OPPORTUNITY BALASSIANO FII- A;42273290000197;;;;;;1063;1084443.89
01.235.622/0001-61;2023-03-31;2;FII;OPPORTUNITY BALASSIANO FII- B;42273290000197;;;;;;71436.04;83395414.98
01.235.622/0001-61;2023-03-31;2;FII;BRIX FII;35360651000177;;;;;;10141.83;3954520.29
01.235.622/0001-61;2023-03-31;2;FII;Dovel FII;10522648000181;;;;;;51145.01;61371572.76
01.235.622/0001-61;2023-03-31;2;FII;BRIX FII- MEZANINO;35360651000177;;;;;;26171.31;30487129.3
01.235.622/0001-61;2023-03-31;2;FII;OPPORTUNITY BALASSIANO FII- C;42273290000197;;;;;;9502.68;1448967.06
01.235.622/0001-61;2023-03-31;2;FII;Dovel FII- DOVL11B;10522648000181;;;;;;4775;5729772.55
01.235.622/0001-61;2023-03-31;2;FII;FII- GENERAL SEVERIANO;17007528000195;;;;;;8000;14187164.99
01.235.622/0001-61;2023-03-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368412;2773542000122;1;200;;;;461;45417256.17
01.235.622/0001-61;2023-03-31;2;Outras Cotas de FI;OPPORTUNITY LEBLON FI RF REFERENCIADO DI;10309574000108;;;;;;399962.36;23606190.97
01.235.622/0001-61;2023-03-31;2;Ações de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;81238063.89
01.235.622/0001-61;2023-03-31;2;Ações de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;284601252;734096.05
01.235.622/0001-61;2023-03-31;2;Ações de Sociedades;Taquari - Brasília;1235622000161;;;;;;82945;126720599.28
01.235.622/0001-61;2023-03-31;2;Ações de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1273170.81
01.235.622/0001-61;2023-03-31;2;Ações de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;61513174;39991083.1
01.235.622/0001-61;2023-06-30;1;FII;BRIX FII- SÊNIOR;35360651000177;;;;;;13704.08;20056215.58
01.235.622/0001-61;2023-06-30;1;FII;FII- GENERAL SEVERIANO;17007528000195;;;;;;8000;14090274.99
01.235.622/0001-61;2023-06-30;1;FII;BRIX FII;35360651000177;;;;;;10141.83;2377366.57
01.235.622/0001-61;2023-06-30;1;Outras Cotas de FI;OPPORTUNITY LEBLON FI RF REFERENCIADO DI;10309574000108;;;;;;32359058.43;119101413.69
01.235.622/0001-61;2023-06-30;1;Outras Cotas de FI;FICFI ITAU TOP RENDA FIXA REFERENCIADO DI;5902521000158;;;;;;3352.18;20404.25
01.235.622/0001-61;2023-06-30;1;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO- CRI_18L1368412;2773542000122;1;200;;;;429;42148539.04
01.235.622/0001-61;2023-06-30;1;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;34;3052927.83
01.235.622/0001-61;2023-06-30;1;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427_CCI;2773542000122;1;201;;;;1;136304173.55
01.235.622/0001-61;2023-06-30;1;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368412;2773542000122;1;200;;;;461;45292486.01
01.235.622/0001-61;2023-06-30;1;FII;BRIX FII- MEZANINO;35360651000177;;;;;;39905.95;48406443.4
01.235.622/0001-61;2023-06-30;1;FII;Dovel FII;10522648000181;;;;;;51145.01;61432502.96
01.235.622/0001-61;2023-06-30;1;FII;OPPORTUNITY BALASSIANO FII- B;42273290000197;;;;;;74932;90228434.17
01.235.622/0001-61;2023-06-30;1;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;36;3232511.82
01.235.622/0001-61;2023-06-30;1;FII;FII DOVEL - DOVL11B;10522648000181;;;;;;4775;5735461.12
01.235.622/0001-61;2023-06-30;1;FII;OPPORTUNITY BALASSIANO FII- C;42273290000197;;;;;;9700;228995.71
01.235.622/0001-61;2023-06-30;1;Ações de Sociedades;Taquari - Brasília;1235622000161;;;;;;82945;126569919.43
01.235.622/0001-61;2023-06-30;1;Ações de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;284601252;292989.02
01.235.622/0001-61;2023-06-30;1;Ações de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1355898.31
01.235.622/0001-61;2023-06-30;1;Ações de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;79639538.64
01.235.622/0001-61;2023-06-30;1;Ações de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;62013174;39107485.8
01.235.622/0001-61;2023-06-30;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;398614.59;24269896.9
01.235.622/0001-61;2023-06-30;1;Outras Cotas de FI;CAIXA FIC PLENO RF REF DI LP;10740508000180;;;;;;46585.24;118627.46
01.235.622/0001-61;2023-06-30;1;Outras Cotas de FI;CAIXA FACIL RENDA FIXA SIMPLES FIC FI;5114716000133;;;;;;0;0.02
01.235.622/0001-61;2023-09-30;1;FII;BRIX FII- SÊNIOR;35360651000177;;;;;;15066.05;22959165.46
01.235.622/0001-61;2023-09-30;1;FII;FII- GENERAL SEVERIANO;17007528000195;;;;;;8000;14092566.23
01.235.622/0001-61;2023-09-30;1;FII;FII DOVEL;10522648000181;;;;;;51145.01;60727881.2
01.235.622/0001-61;2023-09-30;1;FII;OPPORTUNITY BALASSIANO FII- B;42273290000197;;;;;;116040;144227097.65
01.235.622/0001-61;2023-09-30;1;FII;BRIX FII;35360651000177;;;;;;10141.83;793135.84
01.235.622/0001-61;2023-09-30;1;FII;BRIX FII- MEZANINO;35360651000177;;;;;;54476.04;68890600.92
01.235.622/0001-61;2023-09-30;1;Outras Cotas de FI;FICFI ITAU TOP RENDA FIXA REFERENCIADO DI;5902521000158;;;;;;600871.32;3794478.42
01.235.622/0001-61;2023-09-30;1;Outras Cotas de FI;CAIXA FACIL RENDA FIXA SIMPLES FIC FI;5114716000133;;;;;;0;0.02
01.235.622/0001-61;2023-09-30;1;Outras Cotas de FI;OPPORTUNITY LEBLON FI RF REFERENCIADO DI;10309574000108;;;;;;13486987.82;51179435.4
01.235.622/0001-61;2023-09-30;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368427;2773542000122;1;201;;;;34;2894781.86
01.235.622/0001-61;2023-09-30;1;FII;OPPORTUNITY BALASSIANO FII- C;42273290000197;;;;;;12075;2105862.35
01.235.622/0001-61;2023-09-30;1;FII;FII DOVEL - DOVL11B;10522648000181;;;;;;4775;5669676.22
01.235.622/0001-61;2023-09-30;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368427;2773542000122;1;201;;;;36;3055063.15
01.235.622/0001-61;2023-09-30;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368412;2773542000122;1;200;;;;429;42039874.23
01.235.622/0001-61;2023-09-30;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368427;2773542000122;1;201;;;;1;136304173.55
01.235.622/0001-61;2023-09-30;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368412;2773542000122;1;200;;;;461;45175715.66
01.235.622/0001-61;2023-09-30;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;247840.08;15572064.89
01.235.622/0001-61;2023-09-30;1;Outras Cotas de FI;CAIXA FIC PLENO RF REF DI LP;10740508000180;;;;;;46585.24;122568.99
01.235.622/0001-61;2023-09-30;1;Ações de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;62013174;39107485.8
01.235.622/0001-61;2023-09-30;1;Ações de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;284601252;292989.02
01.235.622/0001-61;2023-09-30;1;Ações de Sociedades;Taquari - Brasília;1235622000161;;;;;;82945;126569919.43
01.235.622/0001-61;2023-09-30;1;Ações de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;79639538.64
01.235.622/0001-61;2023-09-30;1;Ações de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1355898.31
01.235.622/0001-61;2023-12-29;1;FII;BRIX FII;35360651000177;;;;;;10141.83;10141.92
01.235.622/0001-61;2023-12-29;1;FII;FII DOVEL - DOVL11B;10522648000181;;;;;;4775;3892815.86
01.235.622/0001-61;2023-12-29;1;Outras Cotas de FI;OPPORTUNITY LEBLON FI RF REFERENCIADO DI;10309574000108;;;;;;824927.9525;3215463.71
01.235.622/0001-61;2023-12-29;1;Outras Cotas de FI;CAIXA FACIL RENDA FIXA SIMPLES FIC FI;5114716000133;;;;;;0;0.02
01.235.622/0001-61;2023-12-29;1;CRI/CRA;OPEA SEC - CRI_23L1952070;2773542000122;201;1;;;;533;534881.2
01.235.622/0001-61;2023-12-29;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368427;2773542000122;1;201;;;;1;136304173.55
01.235.622/0001-61;2023-12-29;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368412;2773542000122;1;200;;;;429;41895584.1
01.235.622/0001-61;2023-12-29;1;FII;OPPORTUNITY BALASSIANO FII- B;42273290000197;;;;;;116040;146812665.35
01.235.622/0001-61;2023-12-29;1;FII;BRIX FII- MEZANINO;35360651000177;;;;;;65832.28;78928530.59
01.235.622/0001-61;2023-12-29;1;FII;BRIX FII- SÊNIOR;35360651000177;;;;;;15066.05;23808194.72
01.235.622/0001-61;2023-12-29;1;FII;OPPORTUNITY BALASSIANO FII- C;42273290000197;;;;;;12075;12075.02
01.235.622/0001-61;2023-12-29;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368427;2773542000122;1;201;;;;34;3121861.44
01.235.622/0001-61;2023-12-29;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368427;2773542000122;1;201;;;;36;3305500.34
01.235.622/0001-61;2023-12-29;1;CRI/CRA;RB CAPITAL SA - CRI_18L1368412;2773542000122;1;200;;;;461;45020662.64
01.235.622/0001-61;2023-12-29;1;FII;FII DOVEL;10522648000181;;;;;;51145.01;41695936.43
01.235.622/0001-61;2023-12-29;1;Ações de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;63183174;10179219.89
01.235.622/0001-61;2023-12-29;1;Ações de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;284601252;299299.17
01.235.622/0001-61;2023-12-29;1;Ações de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1368055.09
01.235.622/0001-61;2023-12-29;1;Ações de Sociedades;Taquari - Brasília;1235622000161;;;;;;82945;121788553.43
01.235.622/0001-61;2023-12-29;1;Ações de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;76225577.81
01.235.622/0001-61;2023-12-29;1;Outras Cotas de FI;FICFI CAIXA GIRO EMPRESAS RENDA FIXA REF DI LP;16916063000122;;;;;;368114.244;908139.68
01.235.622/0001-61;2023-12-29;1;Outras Cotas de FI;CAIXA FIC PLENO RF REF DI LP;10740508000180;;;;;;46996.2134;124883.91
01.235.622/0001-61;2023-12-29;1;Outras Cotas de FI;FICFI ITAU SOBERANO RENDA FIXA SIMPLES LP;6175696000173;;;;;;968097.81;62545139.84
01.497.954/0001-14;2023-03-31;2;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;341.78;23967.68
01.497.954/0001-14;2023-06-30;2;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;512.33;11703.86
01.497.954/0001-14;2023-09-30;2;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;850.89;15414.78
01.497.954/0001-14;2023-12-31;2;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;375.53;9114.34
01.601.918/0001-59;2023-03-31;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5433450
01.601.918/0001-59;2023-03-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;3279.24;193695.76
01.601.918/0001-59;2023-06-30;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5921850
01.601.918/0001-59;2023-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;839.4;51138.92
01.601.918/0001-59;2023-09-30;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;56390;5639000
01.601.918/0001-59;2023-09-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;5609.42;352707.79
01.601.918/0001-59;2023-12-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;3393.52;219336.26
01.601.918/0001-59;2023-12-31;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;56390;5639000
01.633.741/0001-72;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2029;;8;103034.01
01.633.741/0001-72;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;2;25446.18
01.633.741/0001-72;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;34;433368.74
01.633.741/0001-72;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;17;215978.3
01.633.741/0001-72;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;1;13064.01
01.633.741/0001-72;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;34;445881.1
01.633.741/0001-72;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2029;;11;146358.47
01.633.741/0001-72;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;17;221906.81
01.633.741/0001-72;2023-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;10;134583.86
01.633.741/0001-72;2023-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2029;;37;507238.29
01.633.741/0001-72;2023-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;1;13466.47
01.633.741/0001-72;2023-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;15;203015.29
01.633.741/0001-72;2023-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;1;13788.9
01.633.741/0001-72;2023-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2029;;67;941528.98
01.633.741/0001-72;2023-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;5;69150.79
01.636.325/0001-28;2023-03-31;2;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;2700.6;10424672.82
01.636.325/0001-28;2023-06-30;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;2700.6;10424672.82
01.636.325/0001-28;2023-09-30;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;2700.6;10424672.82
01.636.325/0001-28;2023-12-31;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;2700.6;10424672.82
01.657.856/0001-05;2023-03-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16.916.063/0001-22;;;;;;107023.6;214860.27
01.657.856/0001-05;2023-03-31;1;Outras Cotas de FI;CAIXA FIC GIRO MPE RF REF DI LP;10551370000170;;;;;;7353.74;16500.96
01.657.856/0001-05;2023-03-31;1;Outras Cotas de FI;ITAU - CDB DI;360305000104;;;;;;1;751546.31
01.657.856/0001-05;2023-06-30;1;Outras Cotas de FI;TRUST ITAU - DI;360305000104;;;;;;1;696592.21
01.657.856/0001-05;2023-06-30;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16.916.063/0001-22;;;;;;106172.84;219160.47
01.657.856/0001-05;2023-06-30;1;Outras Cotas de FI;CAIXA FIC GIRO MPE RF REF DI LP;10551370000170;;;;;;65439.06;152456.64
01.657.856/0001-05;2023-09-30;1;Outras Cotas de FI;TRUST ITAU - DI;360305000104;;;;;;1;714569.08
01.657.856/0001-05;2023-09-30;1;Outras Cotas de FI;CAIXA FIC GIRO MPE RF REF DI LP;10551370000170;;;;;;3841.810784;9228.44
01.657.856/0001-05;2023-09-30;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16.916.063/0001-22;;;;;;101416.334174;215352.63
01.657.856/0001-05;2023-12-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;10551370000170;;;;;;13896.214;30239.4
01.657.856/0001-05;2023-12-31;1;Outras Cotas de FI;TRUST ITAU - DI;360305000104;;;;;;2014.34;709094.16
02.027.437/0001-44;2023-03-31;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;14248.24;841603.95
02.027.437/0001-44;2023-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;11661.88;710476.02
02.027.437/0001-44;2023-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;7328.4;460793.09
02.027.437/0001-44;2023-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;10549.18;681834.93
02.508.235/0001-14;2023-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;32515.64;1920608.92
02.508.235/0001-14;2023-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;31564.51;1923003.1
02.508.235/0001-14;2023-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;32252.8;2027984.09
02.508.235/0001-14;2023-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;14657.25;947355.52
03.251.720/0001-18;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2028;;112;1431582.2
03.251.720/0001-18;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;84;1072383.2
03.251.720/0001-18;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;158;2014145.01
03.251.720/0001-18;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2026;;25;319405.68
03.251.720/0001-18;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;7;88800.34
03.251.720/0001-18;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;2;25347.67
03.251.720/0001-18;2023-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2029;;1196;15409758.9
03.251.720/0001-18;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;7;92743.83
03.251.720/0001-18;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2029;;1178;15574610.74
03.251.720/0001-18;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2028;;3;39438.88
03.251.720/0001-18;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;47;616902.28
03.251.720/0001-18;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;2;26050.17
03.251.720/0001-18;2023-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2026;;25;327876.53
03.251.720/0001-18;2023-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2029;;921;12535019.82
03.251.720/0001-18;2023-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2029;;818;11406722.51
03.507.519/0001-59;2023-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;123461.53;7292531.63
03.507.519/0001-59;2023-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;126575.75;7711368.13
03.507.519/0001-59;2023-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;81545.76;5127416.08
03.507.519/0001-59;2023-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;106555.85;6887119.05
03.683.056/0001-86;2023-03-31;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;2270;138470
03.683.056/0001-86;2023-03-31;1;FII;The One;12948291000123;;;;;;756;128217.6
03.683.056/0001-86;2023-03-31;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;468872;48293816
03.683.056/0001-86;2023-03-31;1;FII;Renda Educacional;13873457000152;;;;;;22141;2729763.89
03.683.056/0001-86;2023-03-31;1;FII;Rio Bravo Fundo de Fundos;17329029000114;;;;;;123562;5840775.74
03.683.056/0001-86;2023-03-31;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;211397.51;12486666.47
03.683.056/0001-86;2023-06-30;1;FII;Rio Bravo Fundo de Fundos;17329029000114;;;;;;93937;5531010.56
03.683.056/0001-86;2023-06-30;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;229770.01;13998266.4
03.683.056/0001-86;2023-06-30;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;468872;46887200
03.683.056/0001-86;2023-06-30;1;FII;The One;12948291000123;;;;;;756;149672.88
03.683.056/0001-86;2023-06-30;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;2270;160829.5
03.683.056/0001-86;2023-06-30;1;FII;Renda Educacional;13873457000152;;;;;;21278;2935725.66
03.683.056/0001-86;2023-09-30;1;FII;Rio Bravo Fundo de Fundos;17329029000114;;;;;;9622;591656.78
03.683.056/0001-86;2023-09-30;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;2270;149116.3
03.683.056/0001-86;2023-09-30;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;317237.5;19947185.77
03.683.056/0001-86;2023-09-30;1;FII;The One;12948291000123;;;;;;756;151872.84
03.683.056/0001-86;2023-09-30;1;FII;Renda Educacional;13873457000152;;;;;;2638;379502.68
