CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.762.723/0001-28;2023-09-30;1;0;0;0;0;0;0;0;0;0;0;61804.83;61003.66;0;0;0;0;0;0;0;0;-1701027.34;-1757694.37;-1639222.51;-1696690.71;0;0;0;0;0;0;0;0;0;0;-1639222.51;-1696690.71;89445.03;89445.03;0;0;0;0;0;0;89445.03;89445.03;;;-143772.57;-143772.57;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5059.83;-5059.83;0;0;-9285.98;-9285.98;0;0;0;0;0;0;0;0;-6447.14;-6447.14;-164565.52;-164565.52;-1714343;-1771811.2;-1771811.2;0;;0;0;0;0;0
00.762.723/0001-28;2023-12-31;1;0;0;0;0;0;0;0;0;0;0;305606.01;305606.04;0;0;0;0;0;0;150000;0;-1445461.57;-1728369.08;-989855.56;-1422763.04;0;0;0;0;0;0;0;0;0;0;-989855.56;-1422763.04;34099.06;34099.06;0;0;0;0;0;0;34099.06;34099.06;;;-143772.57;-143772.57;0;0;0;0;0;0;0;0;0;0;-29704.5;0;0;0;-5059.17;-5059.17;0;0;-5839.56;-5839.56;0;0;-6100;-3660;0;0;0;0;-5650.27;-5022.27;-196126.07;-163353.57;-1151882.57;-1552017.55;-3323878.75;0;;0;0;0;0;0
00.868.235/0001-08;2023-03-31;1;0;0;0;0;0;0;0;0;0;0;2270669.25;1675986.96;-15632;-15632;0;0;0;0;0;0;-1439623.11;-1449783.87;815414.14;210571.09;0;0;0;0;0;0;0;0;0;0;815414.14;210571.09;32902.73;32902.73;0;0;0;0;0;0;32902.73;32902.73;;;-174902.22;-174902.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1269.9;-1269.9;0;0;-10187.48;-10187.48;-13600;-13600;0;0;0;0;0;0;-40307.24;-52459.36;-240266.84;-252418.96;608050.03;-8945.14;-8945.14;0;;0;0;-342190.8;-342190.8;0
00.868.235/0001-08;2023-06-30;1;0;0;0;0;0;0;0;0;0;0;2537902.65;2030529.49;-141476;-140156;0;0;0;0;0;0;356737.44;30620.95;2753164.09;1920994.44;0;0;0;0;0;0;0;0;0;0;2753164.09;1920994.44;31455.27;31455.27;0;0;0;0;0;0;31455.27;31455.27;;;-174902.22;-174902.22;0;0;0;0;0;0;0;0;0;0;-0.05;-23302.93;0;0;-13270.29;-13270.29;0;0;-11838.12;-11838.12;0;0;0;0;0;0;0;0;-39117.99;-39074.7;-239128.67;-262388.26;2545490.69;1690061.45;1681116.31;1597060.4945;;0;1597433.5645;-1071043.4;526390.1645;0.950222
00.868.235/0001-08;2023-09-30;1;0;0;0;0;0;0;0;0;0;0;2886713.58;2615981.95;-33317;-34637;0;0;0;0;0;0;-230677.98;-215711.54;2622718.6;2365633.41;0;0;0;0;0;0;0;0;0;0;2622718.6;2365633.41;46423.44;46423.44;0;0;0;0;0;0;46423.44;46423.44;;;-174902.22;-174902.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7978.92;-7978.92;0;0;-12207.63;-12207.63;0;0;0;0;-34408;-34408;0;0;-75441.6;-75441.6;-304938.37;-304938.37;2364203.67;2107118.48;2107118.48;2001762.556;;0;2199797.996;-1462834.59;736963.406;1.043984
00.868.235/0001-08;2023-12-31;1;0;0;0;0;0;0;0;0;0;0;2540272.39;2935712.77;-386357.43;-386357.43;0;0;0;0;4000000;0;37957.56;50192.71;6191872.52;2599548.05;0;0;0;0;0;0;0;0;0;0;6191872.52;2599548.05;51171.06;51171.06;0;0;0;0;0;0;51171.06;51171.06;;;-174902.22;-174902.22;0;0;0;0;0;0;0;0;0;0;-37905;0;0;0;-8328.81;-8328.81;0;0;-1394.33;-1394.33;0;0;21408;26608;0;0;0;0;-18924.63;-18296.63;-220046.99;-176313.99;6022996.59;2474405.12;2474405.12;2350684.864;;0;2525631.004;-2119709.43;405921.574;1.020702
01.201.140/0001-90;2023-03-31;2;0;0;0;0;0;0;0;0;0;0;8975531.68;9408877.85;-550094.41;-550094.41;0;0;0;0;0;0;-228815.68;-228815.68;8196621.59;8629967.76;0;0;0;0;0;0;0;0;0;0;8196621.59;8629967.76;183082.7;183082.7;0;0;0;0;0;0;183082.7;183082.7;;;-290701.2;-284588.09;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-15343.52;-15343.52;0;0;-12632.85;-687596.71;0;0;0;0;0;0;0;-118049.81;-22084.24;-54551.48;-340761.81;-1160129.61;8038942.48;7652920.85;7652920.85;7270274.8075;;0;7063622.9975;-4713519.25;2350103.7475;0.922997
01.201.140/0001-90;2023-06-30;1;0;0;0;0;0;0;0;0;0;0;9158259.16;8212003.81;-1102643.74;-1102643.74;0;0;0;0;0;0;-258340.52;-258340.52;7797274.9;6851019.55;0;0;0;0;0;0;0;0;0;0;7797274.9;6851019.55;190322.45;190322.45;0;0;0;0;0;0;190322.45;190322.45;;;-290701.2;-290701.2;0;0;0;0;0;0;0;0;0;0;-1661.53;-62196.29;0;0;-49282.44;-49282.44;0;0;-225069.13;-225069.13;0;0;0;0;0;0;-100.74;-100.74;-19148.78;-19148.78;-585963.82;-646498.58;7401633.53;6394843.42;14047764.27;13345376.0565;;0;14127245.9965;-11774526.72;2352719.2765;1.005658
01.201.140/0001-90;2023-09-30;1;0;0;0;0;0;0;0;0;0;0;9225551.02;9555162.06;-1215917.8;-1215917.8;0;0;0;0;0;0;-55746.75;-55746.75;7953886.47;8283497.51;0;0;0;0;0;0;0;0;0;0;7953886.47;8283497.51;233683.15;233683.15;0;0;0;0;0;0;233683.15;233683.15;;;-290701.2;-290701.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-32307.69;-32307.69;0;0;-11740.69;-280364.33;0;0;0;0;0;0;0;-183950.19;-15773.07;-15773.07;-350522.65;-803096.48;7837046.97;7714084.18;7714084.18;7328379.971;;0;7534531.201;-4706530.82;2828000.381;0.976724
01.201.140/0001-90;2023-12-31;1;0;0;0;0;0;0;0;0;0;0;11684311.53;11017712.64;-1303694.72;-1303694.72;0;0;0;0;69905280.46;0;-398293.72;-398293.72;79887603.55;9315724.2;0;0;0;0;0;0;0;0;0;0;79887603.55;9315724.2;224657.15;224657.15;0;0;0;0;0;0;224657.15;224657.15;;;-290701.2;-290701.2;0;0;0;0;0;0;0;0;0;0;-81108;0;0;0;-36869.22;-36869.22;0;0;-11161.49;-11161.49;0;0;0;0;0;0;0;0;-20088.95;-19171.95;-439928.86;-357903.86;79672331.84;9182477.49;16896561.67;16051733.5865;;0;16246332.8965;-13186916.82;3059416.0765;0.961517
01.235.622/0001-61;2023-03-31;2;;;;;;;;;0;0;11205699.92;9721108.47;-5859418.79;-5859418.79;64878157.99;65244714.7;;;;;938023.74;1795912.26;71162462.86;70902316.64;3769262.8;3769262.8;1124543.25;;;;2594239.51;2594239.51;7488045.56;6363502.31;78650508.42;77265818.95;1479985.64;1479985.64;;;;;;;1479985.64;1479985.64;;;-6784741.31;-6777558.19;;;-1606151.07;-1433756.16;;;;;;;-151000;-151000;;;-237951.17;-237951.17;;;;;;;;;;;-1234044.7;-1234044.7;-13947105.98;-12675821.75;-23960994.23;-22510131.97;56169499.83;56235672.62;56235672.62;53423888.989;;;-0.001;0;-0.001;0
01.235.622/0001-61;2023-06-30;1;;;;;;;;;0;0;11348899.04;11853409.39;-6580522.78;-6580522.78;75979076.1;139147009.01;;;;;1655424.87;1602165.46;82402877.23;146022061.08;4511861.7;4511861.7;2831393.24;;;;957226.04;1404762.35;8300480.98;5916624.05;90703358.21;151938685.13;3557490.8;3557490.8;;;;;;;3557490.8;3557490.8;;;-6807152.83;-6813623.68;;;-1524348.87;-1679649.28;;;;;;;-59766.4;-151000;;;-1005702.15;-1005702.15;;;;;;;;;;;-1418333.17;-1418333.17;-15693615.75;2292556.61;-26508919.17;-8775751.67;67751929.84;146720424.26;109481012.14;104006961.533;;;0.003;0;0.003;0
01.235.622/0001-61;2023-09-30;1;;;;;;;;;0;0;11140245.44;11780844.35;-7063567.19;-7063567.19;49806479.86;43553845.99;;;-1390168.46;;4300812.82;3160847.52;56793802.47;51431970.67;3440300.72;3440300.72;6172005.27;;;;1909726.26;1909726.26;11522032.25;5350026.98;68315834.72;56781997.65;3189075.04;3189075.04;;;;;;;3189075.04;3189075.04;;;-7097198.71;-7100209.41;;;-1214329.32;-1286586.04;;;;;;;;;;;-824137.39;-824137.39;;;;;;;;;;;-1015391.36;-1015391.36;-16819046.33;-19976370.09;-26970103.11;-30202694.29;44534806.65;29768378.4;29768378.4;28279959.48;;;0;0;0;0
01.235.622/0001-61;2023-12-29;1;;;;;;;;;0;0;12863423.49;11676947.82;-10552862.39;-10552862.39;78064603.11;32363928.89;;;-12736335.7;;2228223.51;3389278.3;69867052.02;36877292.62;4257012.78;4257012.78;-30104980.23;;;;-24925059.79;10770065.86;-50773027.24;15027078.64;19094024.78;51904371.26;1392053.88;1392053.88;;;;;;;1392053.88;1392053.88;;;-7021332.56;-7020353.05;;;-1616245.06;-1592736.59;;;;;;;-396000;-198000;;;-389925.56;-389925.56;;;;;;;;;;;-49557.95;-49557.95;-42849151.88;-13534147.68;-52322213.01;-22784720.83;-31836134.35;30511704.31;60331910.72;57315315.184;;;60331910.724;0;60331910.724;1
01.356.517/0001-80;2023-03-31;1;;;;;;;;;0;0;18748730.41;18243710.31;-367891.37;-367891.37;0;0;0;0;;;3173.97;3173.97;18384013.01;17878992.91;;;;;;;;;0;0;18384013.01;17878992.91;;;;;920675.87;920675.87;;;920675.87;920675.87;;;-199419.73;-199419.73;;;;;-773747.43;-773747.43;;;;;-6759.45;-6759.45;;;-2937556.69;-2937556.69;;;;;;;;;;;;;-1260316.09;-1260316.09;-5177799.39;-5177799.39;14126889.49;13621869.39;13621869.39;12940775.9205;;;12940775.9205;0;12940775.9205;0.95
01.356.517/0001-80;2023-06-30;1;;;;;;;;;0;0;37536641.94;37467844.16;-708385.69;-708385.69;20000;20000;0;0;;;25680.44;25680.44;36873936.69;36805138.91;;;;;;;;;0;0;36873936.69;36805138.91;;;;;2577800.42;2577800.42;;;2577800.42;2577800.42;;;-404849.8;-404849.8;;;;;-1552845.9;-1552845.9;;;;;-13515.75;-13515.75;;;-2418487.71;-2418487.71;;;;;;;;;;;;;-2359378.96;-2359378.96;-6749078.12;-6749078.12;32702658.99;32633861.21;32633861.21;31002168.1495;;;31002168.1495;0;31002168.1495;0.95
01.356.517/0001-80;2023-09-30;1;;;;;;;;;0;0;56275861.16;55573514.03;-1021472.6;-1021472.6;20000;20000;0;0;;;116975.16;116975.16;55391363.72;54689016.59;;;;;;;;;0;0;55391363.72;54689016.59;;;;;5070016.73;5070016.73;;;5070016.73;5070016.73;;;-620293.35;-620293.35;;;;;-2329558.41;-2329558.41;;;;;-18015.75;-18015.75;;;-2087978.85;-2087978.85;;;;;;;;;;;;;-3433672.21;-3433672.21;-8489518.57;-8489518.57;51971861.88;51269514.75;51971861.88;49373268.786;;;49373268.786;-31002168.15;18371100.636;0.95
01.356.517/0001-80;2023-12-31;1;;;;;;;;;0;0;75035424.7;74698793.17;-1398704.36;-1398704.36;20000;20000;0;0;;;158582.82;158582.82;73815303.16;73478671.63;;;;;;;;;0;0;73815303.16;73478671.63;;;;;6871427.43;6871427.43;;;6871427.43;6871427.43;;;-762825.04;-762825.04;;;;;-3173726.87;-3173726.87;;;;;-27015.75;-27015.75;;;-1737856.26;-1737856.26;;;;;;;;;;;;;-4613121.4;-4613121.4;-10314545.32;-10314545.32;70372185.27;70035553.74;70035553.74;66533776.053;;;66533776.053;-31002168.15;35531607.903;0.95
01.497.954/0001-14;2023-03-31;2;0;0;0;0;0;0;0;0;0;0;1172163.18;1264043.1;-6372.25;-6372.25;0;0;0;0;4985.9;4985.9;-813250.43;-845942.61;357526.4;416714.14;0;0;0;0;0;0;0;0;0;0;357526.4;416714.14;1462.87;1462.87;0;0;0;0;0;0;1462.87;1462.87;;;-51197.88;-47634.05;0;0;0;0;0;0;0;0;0;0;-1315;0;0;0;-8214.87;-8164.29;0;0;-18596.91;-18596.91;0;0;0;0;0;0;0;0;-5330.7;-5330.7;-84655.36;-79725.95;274333.91;338451.06;338451.06;321528.507;;0;321528.507;-321103.4;425.107;0.95
01.497.954/0001-14;2023-06-30;2;0;0;0;0;0;0;0;0;0;0;1251322.08;1178399.58;-9149.83;-9149.83;0;0;0;0;0;0;-721510.82;-755048.52;520661.43;414201.23;0;0;0;0;0;0;0;0;0;0;520661.43;414201.23;875.89;875.89;0;0;0;0;0;0;875.89;875.89;;;-54064.45;-52505.24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-10119.3;-10119.3;0;0;-19072.29;-19072.29;0;0;0;0;0;0;0;0;-12748.99;-31521.3;-96005.03;-113218.13;425532.29;301858.99;640310.05;608294.5475;;0;608294.5475;-575874.77;32419.7775;0.95
01.497.954/0001-14;2023-09-30;2;0;0;0;0;0;0;0;0;0;0;1235836.53;1198266.14;-1156.34;-1156.34;0;0;0;0;0;0;-751990.33;-786374.54;482689.86;410735.26;0;0;0;0;0;0;0;0;0;0;482689.86;410735.26;1070.6;1070.6;0;0;0;0;0;0;1070.6;1070.6;;;-53124.7;-53509.63;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5059.65;-5059.65;0;0;-21316.69;-21316.69;0;0;0;0;0;0;0;0;-12803.67;-12803.67;-92304.71;-92689.64;391455.75;319116.22;319116.22;303160.409;;0;106440.349;-85396.32;21044.029;0.333547
01.497.954/0001-14;2023-12-31;2;0;0;0;0;0;0;0;0;0;0;1208157.28;1286735.79;0;0;0;0;0;0;10924000;0;-767313.86;-795696.65;11364843.42;491039.14;0;0;0;0;0;0;0;0;0;0;11364843.42;491039.14;890.12;890.12;0;0;0;0;0;0;890.12;890.12;;;-51796.56;-51796.56;0;0;0;0;0;0;0;0;0;0;-20615.2;0;0;0;-5059.71;-5059.71;0;0;-19989.98;-19989.98;0;0;-7000;-7000;0;0;0;0;-12804.48;-13454.82;-117265.93;-97301.07;11248467.61;394628.19;713744.41;678057.1895;;0;678057.1895;-530378.62;147678.5695;0.95
01.601.918/0001-59;2023-03-31;1;0;0;0;0;0;0;0;0;0;0;71405.07;71405.07;0;0;0;0;0;0;0;0;-125924.39;-125924.39;-54519.32;-54519.32;0;0;-334554;0;0;0;0;0;-334554;0;-389073.32;-54519.32;158968.83;158968.83;0;0;0;0;0;0;158968.83;158968.83;;;-156258.12;-156258.12;0;0;0;0;0;0;0;0;-3233.39;-3233.39;-13699.99;-13699.99;0;0;0;-17110.68;0;0;-310.57;-310.57;0;0;0;0;0;0;-586.79;-586.79;-26483.01;-9126.55;-200571.87;-200326.09;-430676.36;-95876.58;-95876.58;0;;0;0;0;0;0
