CNPJ_Fundo_Classe;Data_Referencia;Versao;Endereco;Outras_Caracteristicas_Relevantes;Area;Percentual_Terreno_Total_Investido;Percentual_Terreno_PL
13.555.918/0001-49;2023-09-29;1;Rodovia Presidente Dutra, Km 189 e 190 - Queimados - RJ.;Queimados - RJ.Situado entre os municípios de nova iguaçu - RJ e Queimados próximo a entrada da cidade de Queimados;116446.84;0.24;1
13.555.918/0001-49;2023-12-29;1;Rodovia Presidente Dutra, Km 192 - Queimados - RJ.;Possui acesso pela estrada Olegório maciel conectando-se a área urbana da cidade a 3 km do centro da cidade, assim como estação de trem da Supervia e toda a rede de comércio (bancos, supermercados e shoppings).;109619.53;0.76;0
13.555.918/0001-49;2023-12-29;1;Rodovia Presidente Dutra, Km 189 e 190 - Queimados - RJ.;Queimados - RJ.Situado entre os municípios de nova iguaçu - RJ e Queimados próximo a entrada da cidade de Queimados;116446.84;0.24;1
13.598.226/0001-88;2023-03-31;1;RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;ID 164 RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;164996.69;1;0
13.598.226/0001-88;2023-03-31;1;RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;ID 165 RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;810291.35;1;0
13.598.226/0001-88;2023-06-30;1;RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;ID 164 RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;164996.69;1;0
13.598.226/0001-88;2023-06-30;1;RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;ID 165 RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;810291.35;1;0
13.598.226/0001-88;2023-09-30;1;RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;ID 164 RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;164996.69;1;0
13.598.226/0001-88;2023-09-30;1;RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;ID 165 RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;810291.35;1;0
13.598.226/0001-88;2023-12-31;1;RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;ID 164 RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;164996.69;1;0
13.598.226/0001-88;2023-12-31;1;RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;ID 165 RODOVIA WALDOMIRO CORREA CAMARGO KM 63 - ITU - SP;810291.35;1;0
13.726.079/0001-84;2023-03-31;1;Rua 28, Lote 24 Quadra 33 / Rua 31, Lote n° 04, Quadra 51;Embu-Guaçu - 124.555 e 99.948;6712.98;1;0.0003
13.726.079/0001-84;2023-03-31;1;Estrada Nova de Caucaia;Matricula 218.967 - Grande Moravia;677.97;1;0
13.726.079/0001-84;2023-06-30;1;Rua 28, Lote 24 Quadra 33 / Rua 31, Lote n° 04, Quadra 51;Embu-Guaçu - 124.555 e 99.948;6712.98;1;0.0003
13.726.079/0001-84;2023-06-30;1;Estrada Nova de Caucaia;Matricula 218.967 - Grande Moravia;677.97;1;0
13.726.079/0001-84;2023-09-30;1;Rua 28, Lote 24 Quadra 33 / Rua 31, Lote n° 04, Quadra 51;Embu-Guaçu - 124.555 e 99.948;6712.98;1;0.0003
13.726.079/0001-84;2023-09-30;1;Estrada Nova de Caucaia;Matricula 218.967 - Grande Moravia;677.97;1;0
13.726.079/0001-84;2023-12-31;2;Rua 28, Lote 24 Quadra 33 / Rua 31, Lote n° 04, Quadra 51;Embu-Guaçu - 124.555 e 99.948;6712.98;1;0.0003
13.726.079/0001-84;2023-12-31;2;Estrada Nova de Caucaia;Matricula 218.967 - Grande Moravia;677.97;1;0
14.074.706/0001-02;2023-03-31;1;Balneário Água Limpa;Loteamento localizado no Vetor Sul, na região metropolitana de Belo Horizonte MG,entre as cidades Nova Lima e Itabirito.;104000;0.2779;0.2779
14.074.706/0001-02;2023-03-31;1;Empresarial Bandeirantes;Próximo à Rodovia dos Bandeirantes, Hortolândia - MG;249444;0.25;0.25
14.074.706/0001-02;2023-03-31;1;Via Expressa;Próximo à Rua dos Industriarios, Cidade de Contagem - MG;76000;0.68;0.68
14.074.706/0001-02;2023-03-31;1;Chacara Imaculada;Próximo à Estrada do Ipatinga, Sorocaba - SP;290400;0.25;0.25
14.074.706/0001-02;2023-03-31;1;Granja Califórnia;Entre a Av. Eng. Augusto Figueiredo e a Rod. José Roberto Magalhães (SP -083) , Campinas - SP;228508;0.15;0.15
14.074.706/0001-02;2023-03-31;1;Lagoa Queiroz;Bairro Campo Grande, Campinas - SP;288349;0.164;0.164
14.074.706/0001-02;2023-03-31;1;Medical Center;Bairro Alameda do Morro, Nova Lima - MG;22293;0.25;0.25
14.074.706/0001-02;2023-03-31;1;Moutain View Residencial;Próximo a Rua dos Industriários, Cidade Nova Lima - MG;500000;0.686;0.686
14.074.706/0001-02;2023-06-30;1;Moutain View Residencial;Próximo a Rua dos Industriários, Cidade Nova Lima - MG;500000;0.686;0.686
14.074.706/0001-02;2023-09-29;1;Moutain View Residencial;Próximo a Rua dos Industriários, Cidade Nova Lima - MG;500000;0.686;0.686
14.074.706/0001-02;2023-12-31;1;Moutain View Residencial;Próximo a Rua dos Industriários, Cidade Nova Lima - MG;500000;0.686;0.686
14.217.108/0001-45;2023-03-31;1;R. D. Francisca, 8300 - Dist. Indl - Joinville -SC;Matricula;277714.5;0.194537;0
14.217.108/0001-45;2023-03-31;1;R. Alemanha, nº 0 - Bairro Gloria Joinville - SC;Matricula;10635.13;0.058188;0
14.217.108/0001-45;2023-03-31;1;R. Silva Jardim, nº 0 - Bairro Gloria-Joinville-SC;Matricula;33650;0.18411;0
14.217.108/0001-45;2023-03-31;1;R. Otto Berner, nº 0 - Baiiro Gloria-Joinville-SC.;Matricula;36575;0.200114;0
14.217.108/0001-45;2023-03-31;1;R. Silva Jardim, nº 0 - Bairro Atiradores-Joinville-SC;Matricula;2100;0.01149;0
14.217.108/0001-45;2023-03-31;1;R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC;Matricula;2516.3;0.013768;0
14.217.108/0001-45;2023-03-31;1;R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC;Matricula;30367.1;0.166148;0
14.217.108/0001-45;2023-03-31;1;R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC;Matricula;14587.09;0.079811;0
14.217.108/0001-45;2023-03-31;1;R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC;Matricula;16784.49;0.091834;0
14.217.108/0001-45;2023-06-30;1;R. D. Francisca, 8300 - Dist. Indl - Joinville -SC;Matricula;277714.5;0.194537;0
14.217.108/0001-45;2023-06-30;1;R. Alemanha, nº 0 - Bairro Gloria Joinville - SC;Matricula;10635.13;0.058188;0
14.217.108/0001-45;2023-06-30;1;R. Silva Jardim, nº 0 - Bairro Gloria-Joinville-SC;Matricula;33650;0.18411;0
14.217.108/0001-45;2023-06-30;1;R. Otto Berner, nº 0 - Baiiro Gloria-Joinville-SC.;Matricula;36575;0.200114;0
14.217.108/0001-45;2023-06-30;1;R. Silva Jardim, nº 0 - Bairro Atiradores-Joinville-SC;Matricula;2100;0.01149;0
14.217.108/0001-45;2023-06-30;1;R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC;Matricula;2516.3;0.013768;0
14.217.108/0001-45;2023-06-30;1;R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC;Matricula;30367.1;0.166148;0
14.217.108/0001-45;2023-06-30;1;R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC;Matricula;14587.09;0.079811;0
14.217.108/0001-45;2023-06-30;1;R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC;Matricula;16784.49;0.091834;0
14.217.108/0001-45;2023-09-30;1;R. D. Francisca, 8300 - Dist. Indl - Joinville -SC;Matricula;277714.5;0.194537;0
14.217.108/0001-45;2023-09-30;1;R. Alemanha, nº 0 - Bairro Gloria Joinville - SC;Matricula;10635.13;0.058188;0
14.217.108/0001-45;2023-09-30;1;R. Silva Jardim, nº 0 - Bairro Gloria-Joinville-SC;Matricula;33650;0.18411;0
14.217.108/0001-45;2023-09-30;1;R. Otto Berner, nº 0 - Baiiro Gloria-Joinville-SC.;Matricula;36575;0.200114;0
14.217.108/0001-45;2023-09-30;1;R. Silva Jardim, nº 0 - Bairro Atiradores-Joinville-SC;Matricula;2100;0.01149;0
14.217.108/0001-45;2023-09-30;1;R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC;Matricula;2516.3;0.013768;0
14.217.108/0001-45;2023-09-30;1;R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC;Matricula;30367.1;0.166148;0
14.217.108/0001-45;2023-09-30;1;R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC;Matricula;14587.09;0.079811;0
14.217.108/0001-45;2023-09-30;1;R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC;Matricula;16784.49;0.091834;0
14.217.108/0001-45;2023-12-31;1;R. D. Francisca, 8300 - Dist. Indl - Joinville -SC;Matricula;277714.5;0.194537;0
14.217.108/0001-45;2023-12-31;1;R. Alemanha, nº 0 - Bairro Gloria Joinville - SC;Matricula;10635.13;0.058188;0
14.217.108/0001-45;2023-12-31;1;R. Silva Jardim, nº 0 - Bairro Gloria-Joinville-SC;Matricula;33650;0.18411;0
14.217.108/0001-45;2023-12-31;1;R. Otto Berner, nº 0 - Baiiro Gloria-Joinville-SC.;Matricula;36575;0.200114;0
14.217.108/0001-45;2023-12-31;1;R. Silva Jardim, nº 0 - Bairro Atiradores-Joinville-SC;Matricula;2100;0.01149;0
14.217.108/0001-45;2023-12-31;1;R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC;Matricula;2516.3;0.013768;0
14.217.108/0001-45;2023-12-31;1;R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC;Matricula;30367.1;0.166148;0
14.217.108/0001-45;2023-12-31;1;R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC;Matricula;14587.09;0.079811;0
14.217.108/0001-45;2023-12-31;1;R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC;Matricula;16784.49;0.091834;0
15.098.422/0001-19;2023-06-30;1;Estrada Samuel Aizemberg, 1707, Sem Complemento, Alves Dias, Sao Bernardo Do Campo/SP, Brasil, 09851-550;Não possui caracteristicas que destoem dos demais;41004.31;1;0
15.098.422/0001-19;2023-09-30;1;Estrada Samuel Aizemberg, 1707, Sem Complemento, Alves Dias, Sao Bernardo Do Campo/SP, Brasil, 09851-550;Direito de Propriedade;41004.31;1;0
15.254.249/0001-09;2023-03-31;2;Esquina da Avenida 3 com a Avenida 8 - Freguesia de Jacarepaguá - Rio de Janeiro - RJ;O Caixa FII VLT detém o domínio útil do terreno.;33901.32;1;1
15.254.249/0001-09;2023-06-30;1;Esquina da Avenida 3 com a Avenida 8 - Freguesia de Jacarepaguá - Rio de Janeiro - RJ;O Caixa FII VLT detém o domínio útil do terreno.;33901.32;1;1
15.489.509/0001-17;2023-03-31;1;Terreno 1: Localizado à Rua Barão de Retiro, 310 - Bairro Bonfim, Juiz de Fora/MG;Contrato Vigente;8360;0.0226;0
15.489.509/0001-17;2023-03-31;1;Terreno 2: Localizado à Rua Renato Pandolfi, 121 - Bairro Jd. De Alah, Juiz de Fora/MG (Granja Ipiranga);Granja Ipiranga - Contrato Vigente;24200;0.0216;0
15.489.509/0001-17;2023-03-31;1;Terreno 3: Localizado à Rodovia BR-040, Km 790, Expo Minas - Bairro Fazendinha São Pedro, Juiz de Fora /MG;Expo Minas - Contrato Vigente;72037;0.0475;0
15.489.509/0001-17;2023-03-31;1;Terreno 4: Localizado à Rua Safra, 2111, Bairro Minas Gerais, Uberlândia/MG;Loja 37 - Contrato Vigente;119064;0.1475;0
15.489.509/0001-17;2023-03-31;1;Terreno 6: Localizado à Rua Americo Lobo - MZ SB Juiz de Fora/MG;Referente Matricula 075 1 Oficio - Contrato Vigente;4939;0.1449;0.0236
15.489.509/0001-17;2023-03-31;1;Araxá - Capela de Santo Antônio - Bairro Alto, Araxá/MG;Não se aplica;15621;0.0082;0.0081
15.489.509/0001-17;2023-03-31;1;Rio Pomba - Av do Contorno - Bairro Cel. José Mendonça dos Reis, Rio Pomba/MG;Não se aplica;4956;0.0023;0.0022
15.489.509/0001-17;2023-06-30;1;Terreno 1: Localizado à Rua Barão de Retiro, 310 - Bairro Bonfim, Juiz de Fora/MG;Contrato Vigente;8360;0.0226;0
15.489.509/0001-17;2023-06-30;1;Terreno 2: Localizado à Rua Renato Pandolfi, 121 - Bairro Jd. De Alah, Juiz de Fora/MG (Granja Ipiranga);Granja Ipiranga - Contrato Vigente;24200;0.0216;0
15.489.509/0001-17;2023-06-30;1;Terreno 3: Localizado à Rodovia BR-040, Km 790, Expo Minas - Bairro Fazendinha São Pedro, Juiz de Fora /MG;Expo Minas - Contrato Vigente;72037;0.0475;0
15.489.509/0001-17;2023-06-30;1;Terreno 4: Localizado à Rua Safra, 2111, Bairro Minas Gerais, Uberlândia/MG;Loja 37 - Contrato Vigente;119064;0.1475;0
15.489.509/0001-17;2023-06-30;1;Terreno 6: Localizado à Rua Americo Lobo - MZ SB Juiz de Fora/MG;Referente Matricula 075 1 Oficio - Contrato Vigente;4939;0.1449;0.0236
15.489.509/0001-17;2023-06-30;1;Araxá - Capela de Santo Antônio - Bairro Alto, Araxá/MG;Não se aplica;15621;0.0082;0.0081
15.489.509/0001-17;2023-06-30;1;Rio Pomba - Av do Contorno - Bairro Cel. José Mendonça dos Reis, Rio Pomba/MG;Não se aplica;4956;0.0023;0.0022
15.489.509/0001-17;2023-09-30;1;Araxá - Capela de Santo Antônio - Bairro Alto, Araxá/MG;Contrato de Cessão de Superfície;15621;0.1048;0.0081
15.489.509/0001-17;2023-09-30;1;Bonfim - Localizado à Rua Barão de Retiro, 310 - Bairro Bonfim, Juiz de Fora/MG;Não se aplica;8360;0.0895;0
15.489.509/0001-17;2023-09-30;1;Uberlandia - Localizado à Rua Safra, 2111, Bairro Minas Gerais, Uberlândia/MG;Não se aplica;111064;0.3957;0
15.489.509/0001-17;2023-09-30;1;Expo Minas - Localizado à Rodovia BR-040, Km 790, Expo Minas - Bairro Fazendinha São Pedro, Juiz de Fora /MG;Não se aplica;72037;0.2452;0
15.489.509/0001-17;2023-09-30;1;Granja - R. Renato Pandolfi, 121 - Bairro Jd. De Alah, Juiz de Fora/MG (Granja Ipiranga);Não se aplica;24200;0.0662;0
15.489.509/0001-17;2023-09-30;1;Panorama - R. Americo Lobo - MZ SB Juiz de Fora/MG;Não se aplica;4939;0.0985;0
15.489.509/0001-17;2023-12-31;2;Araxá - Capela de Santo Antônio - Bairro Alto, Araxá/MG;Contrato de Cessão de Superfície;15621;0.1048;0.0081
15.489.509/0001-17;2023-12-31;2;Bonfim - Localizado à Rua Barão de Retiro, 310 - Bairro Bonfim, Juiz de Fora/MG;Não se aplica;8360;0.0895;0
15.489.509/0001-17;2023-12-31;2;Uberlandia - Localizado à Rua Safra, 2111, Bairro Minas Gerais, Uberlândia/MG;Não se aplica;111064;0.3957;0
15.489.509/0001-17;2023-12-31;2;Expo Minas - Localizado à Rodovia BR-040, Km 790, Expo Minas - Bairro Fazendinha São Pedro, Juiz de Fora /MG;Não se aplica;72037;0.2452;0
15.489.509/0001-17;2023-12-31;2;Granja - R. Renato Pandolfi, 121 - Bairro Jd. De Alah, Juiz de Fora/MG (Granja Ipiranga);Não se aplica;24200;0.0662;0
15.489.509/0001-17;2023-12-31;2;Panorama - R. Americo Lobo - MZ SB Juiz de Fora/MG;Não se aplica;4939;0.0985;0
16.915.968/0001-88;2023-03-31;2;Rua Cidade de Bagdá, 940, Jabaquara, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1800;0.158166204151087;0
16.915.968/0001-88;2023-03-31;2;Rua Luís Gemin, Bairro Descampado, Campinas - SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;177056.5;0.254632762462227;0
16.915.968/0001-88;2023-03-31;2;Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;890;0.0226681925951718;0
16.915.968/0001-88;2023-03-31;2;Av. Paes de Barros, 455, Alto da Mooca, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1090.76;0.151349835710718;0
16.915.968/0001-88;2023-03-31;2;Av. Adélia Chohfi, 90 - Jardim Vera Cruz, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1920;0.192490894662438;0
16.915.968/0001-88;2023-03-31;2;Rua Joaquim Galvão, 346 - Vila Sônia, São Paulo - SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1226.8;0.220692110418358;0
16.915.968/0001-88;2023-06-30;1;Rua Cidade de Bagdá, 940, Jabaquara, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1800;0.158166204151087;0
16.915.968/0001-88;2023-06-30;1;Rua Luís Gemin, Bairro Descampado, Campinas - SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;177056.5;0.254632762462227;0
16.915.968/0001-88;2023-06-30;1;Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;890;0.0226681925951718;0
16.915.968/0001-88;2023-06-30;1;Av. Paes de Barros, 455, Alto da Mooca, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1090.76;0.151349835710718;0
16.915.968/0001-88;2023-06-30;1;Av. Adélia Chohfi, 90 - Jardim Vera Cruz, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1920;0.192490894662438;0
16.915.968/0001-88;2023-06-30;1;Rua Joaquim Galvão, 346 - Vila Sônia, São Paulo - SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1226.8;0.220692110418358;0
16.915.968/0001-88;2023-09-30;1;Rua Cidade de Bagdá, 940, Jabaquara, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1800;0.158166204151087;0
16.915.968/0001-88;2023-09-30;1;Rua Luís Gemin, Bairro Descampado, Campinas - SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;177056.5;0.254632762462227;0
16.915.968/0001-88;2023-09-30;1;Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;890;0.0226681925951718;0
16.915.968/0001-88;2023-09-30;1;Av. Paes de Barros, 455, Alto da Mooca, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1090.76;0.151349835710718;0
16.915.968/0001-88;2023-09-30;1;Av. Adélia Chohfi, 90 - Jardim Vera Cruz, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1920;0.192490894662438;0
16.915.968/0001-88;2023-09-30;1;Rua Joaquim Galvão, 346 - Vila Sônia, São Paulo - SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1226.8;0.220692110418358;0
16.915.968/0001-88;2023-12-31;2;Rua Luís Gemin, Bairro Descampado, Campinas - SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;177056.5;0.298335693729884;0
16.915.968/0001-88;2023-12-31;2;Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;890;0.0266978648939013;0
16.915.968/0001-88;2023-12-31;2;Av. Paes de Barros, 455, Alto da Mooca, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1090.76;0.177340520844649;0
16.915.968/0001-88;2023-12-31;2;Av. Adélia Chohfi, 90 - Jardim Vera Cruz, São Paulo-SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1920;0.239012514057718;0
16.915.968/0001-88;2023-12-31;2;Rua Joaquim Galvão, 346 - Vila Sônia, São Paulo - SP;O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel;1226.8;0.258613406473847;0
17.098.794/0001-70;2023-09-29;1;Não possui informação apresentada.;;0;0;0
17.331.883/0001-15;2023-03-31;1;Eng. Januário Alvarenga Santos - Bicas - São Benedito - MG 33040-220;Os recebíveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais e o imóvel está concluído.;26000;1;1
17.331.883/0001-15;2023-06-30;1;Eng. Januário Alvarenga Santos - Bicas - São Benedito - MG 33040-220;Os recebíveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais e o imóvel está concluído.;26000;1;1
17.331.883/0001-15;2023-09-30;1;Eng. Januário Alvarenga Santos - Bicas - São Benedito - MG 33040-220;Os recebíveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais e o imóvel está concluído.;26000;1;1
17.331.883/0001-15;2023-12-31;1;Eng. Januário Alvarenga Santos - Bicas - São Benedito - MG 33040-220;Os recebíveis oriundos dos aluguéis foram cedidos e securitizados em operações de Mercado de Capitais e o imóvel está concluído.;26000;1;1
18.369.510/0001-04;2023-03-31;1;Rodovia PR 445, km 85 - Lote 250 - A2-2, Cambé-PR.;Rio Jacutinga S.A;396258.23;1;0
18.369.510/0001-04;2023-06-30;1;Rodovia PR 445, km 85 - Lote 250 - A2-2, Cambé-PR.;Rio Jacutinga S.A;396258.23;1;0
18.369.510/0001-04;2023-09-29;1;Rodovia PR 445, km 85 - Lote 250 - A2-2, Cambé-PR.;Rio Jacutinga S.A;396258.23;1;0
18.369.510/0001-04;2023-12-29;1;Rodovia PR 445, km 85 - Lote 250 - A2-2, Cambé-PR.;Rio Jacutinga S.A;396258.23;1;0
18.950.957/0001-64;2023-03-31;1;Av. Senador Valdon Varjão, S/N (próximo ao número 2780), na BR 070 - Barra do Garças- MT;Terreno;5558.85;0.0093;0.003
18.950.957/0001-64;2023-03-31;1;Av. Perimetral Presidente Tancredo de Almeida Neves, 1.733 - Campo Mourão/PR;Terreno;26895;0.0678;0.0064
18.950.957/0001-64;2023-03-31;1;Rua Nossa senhora do Sorriso  - Bairro Área de Expansão Urbana, Sorriso - MT;Terreno;26893.41;0.1184;0.0111
18.950.957/0001-64;2023-03-31;1;Itinga I, zona rural -  Barra Velha/SC;Terreno;887000;0.328;0.0516
18.950.957/0001-64;2023-03-31;1;Rua Joaquim Lyra Brandão s/n, Bairro Vila Assumpção, na cidade de Botucatu-SP;Terreno;14048.63;0.0743;0.007
18.950.957/0001-64;2023-03-31;1;Av. Italia nº 1573 e Av. Italia nº 1579, Bairro Vila Maria José, Município de Rio Grande - RS;Terreno;28255;0.041;0
18.950.957/0001-64;2023-03-31;1;Av. Doutor Tácito Vianna Rodrigues, nº 590, Gleba A, Bairro Paraíso,Município de Resende - RJ;Terreno;22000;0.0505;0
18.950.957/0001-64;2023-03-31;1;Rua Rio de Janeiro, n° 1.595, lote 01/A, quadra 101, bairro Primavera do Leste II;Terreno;23326.16;0.0671;0
18.950.957/0001-64;2023-03-31;1;Avenida Parigot de Souza, n° 1561, Jardim Porto Alegre - Toledo - PR;Terreno;25013;0.2179;0
18.950.957/0001-64;2023-03-31;1;Avenida Maragogi s/n., no Município de Alta Floresta/MT, CEP 78580-000;Terreno;29253.15;0.0259;0
18.950.957/0001-64;2023-06-30;1;Av. Senador Valdon Varjão, S/N (próximo ao número 2780), na BR 070 - Barra do Garças- MT;Terreno;5558.85;0.0093;0.003
18.950.957/0001-64;2023-06-30;1;Av. Perimetral Presidente Tancredo de Almeida Neves, 1.733 - Campo Mourão/PR;Terreno;26895;0.0678;0.0064
18.950.957/0001-64;2023-06-30;1;Rua Nossa senhora do Sorriso  - Bairro Área de Expansão Urbana, Sorriso - MT;Terreno;26893.41;0.1184;0.0111
18.950.957/0001-64;2023-06-30;1;Itinga I, zona rural -  Barra Velha/SC;Terreno;887000;0.328;0.0516
18.950.957/0001-64;2023-06-30;1;Rua Joaquim Lyra Brandão s/n, Bairro Vila Assumpção, na cidade de Botucatu-SP;Terreno;14048.63;0.0743;0.007
18.950.957/0001-64;2023-06-30;1;Av. Italia nº 1573 e Av. Italia nº 1579, Bairro Vila Maria José, Município de Rio Grande - RS;Terreno;28255;0.041;0
18.950.957/0001-64;2023-06-30;1;Av. Doutor Tácito Vianna Rodrigues, nº 590, Gleba A, Bairro Paraíso,Município de Resende - RJ;Terreno;22000;0.0505;0
18.950.957/0001-64;2023-06-30;1;Rua Rio de Janeiro, n° 1.595, lote 01/A, quadra 101, bairro Primavera do Leste II;Terreno;23326.16;0.0671;0
18.950.957/0001-64;2023-06-30;1;Avenida Parigot de Souza, n° 1561, Jardim Porto Alegre - Toledo - PR;Terreno;25013;0.2179;0
18.950.957/0001-64;2023-06-30;1;Avenida Maragogi s/n., no Município de Alta Floresta/MT, CEP 78580-000;Terreno;29253.15;0.0259;0
18.950.957/0001-64;2023-09-30;1;Av. Senador Valdon Varjão, S/N (próximo ao número 2780), na BR 070 - Barra do Garças- MT;Terreno;5558.85;0.0093;0.003
18.950.957/0001-64;2023-09-30;1;Av. Perimetral Presidente Tancredo de Almeida Neves, 1.733 - Campo Mourão/PR;Terreno;26895;0.0678;0.0064
18.950.957/0001-64;2023-09-30;1;Rua Nossa senhora do Sorriso  - Bairro Área de Expansão Urbana, Sorriso - MT;Terreno;26893.41;0.1184;0.0111
18.950.957/0001-64;2023-09-30;1;Itinga I, zona rural -  Barra Velha/SC;Terreno;887000;0.328;0.0516
18.950.957/0001-64;2023-09-30;1;Rua Joaquim Lyra Brandão s/n, Bairro Vila Assumpção, na cidade de Botucatu-SP;Terreno;14048.63;0.0743;0.007
18.950.957/0001-64;2023-09-30;1;Av. Italia nº 1573 e Av. Italia nº 1579, Bairro Vila Maria José, Município de Rio Grande - RS;Terreno;28255;0.041;0
18.950.957/0001-64;2023-09-30;1;Av. Doutor Tácito Vianna Rodrigues, nº 590, Gleba A, Bairro Paraíso,Município de Resende - RJ;Terreno;22000;0.0505;0
18.950.957/0001-64;2023-09-30;1;Rua Rio de Janeiro, n° 1.595, lote 01/A, quadra 101, bairro Primavera do Leste II;Terreno;23326.16;0.0671;0
18.950.957/0001-64;2023-09-30;1;Avenida Parigot de Souza, n° 1561, Jardim Porto Alegre - Toledo - PR;Terreno;25013;0.2179;0
18.950.957/0001-64;2023-09-30;1;Avenida Maragogi s/n., no Município de Alta Floresta/MT, CEP 78580-000;Terreno;29253.15;0.0259;0
18.950.957/0001-64;2023-12-31;1;Av. Senador Valdon Varjão, S/N (próximo ao número 2780), na BR 070 - Barra do Garças- MT;Terreno;5558.85;0.0093;0.003
18.950.957/0001-64;2023-12-31;1;Av. Perimetral Presidente Tancredo de Almeida Neves, 1.733 - Campo Mourão/PR;Terreno;26895;0.0678;0.0064
18.950.957/0001-64;2023-12-31;1;Rua Nossa senhora do Sorriso  - Bairro Área de Expansão Urbana, Sorriso - MT;Terreno;26893.41;0.1184;0.0111
18.950.957/0001-64;2023-12-31;1;Itinga I, zona rural -  Barra Velha/SC;Terreno;887000;0.328;0.0516
