CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
17.161.979/0001-82;2023-06-30;1;Shopping Diamond Mall;R. Gonçalves Dias, 2400 e Av. Olegário Maciel, 1600;4788.93;172;24,95% do Shopping Diamond Mall = 24,95% do imóvel constituído pelo prédio comercial sito à R. Gonçalves Dias nº 2400, R. Bernardo Guimarães nº 2408, e Av. Olegário Maciel nº 1600, e seu terreno, constituído pelo lotes 01 a 24, do quarteirão 13, da 9ª seção urbana, descrito e caracterizado na matrícula nº 61506 do Cartório do 1º Ofício de Registro de Imóveis de Belo Horizonte/MG. A área indicada corresponde somente aos 24,95% pertencente ao fundo. A área total é de 19.194,11;1;Renda
17.554.274/0001-25;2023-12-29;1;Shopping Conjunto Nacional;SDN, CNB - Asa Norte, Brasilia - DF;43271;0;Área total construida 43.271 m²;0;Renda
17.554.274/0001-25;2023-12-29;1;Shopping Madureira;Estr. do Portela, 222 - Madureira, Rio de Janeiro - RJ;0;0;Área total construida;0;Renda
17.554.274/0001-25;2023-12-29;1;Shopping Estação Curitiba;Avenida Sete de Setembro nº 2.775 - Curitiba - PR;294.6;0;Área total construida;0;Renda
17.554.274/0001-25;2023-12-29;1;Shopping Via Sul;Av. Washington Soares, 4335 - Lagoa Sapiranga - Fortaleza - CE;26018;0;Área total construida;0;Renda
20.680.775/0001-62;2023-06-30;1;Jockey Corporate - Sala 91;Rua Bento Frias, 155, Sem Complemento, Pinheiros, Sao Paulo/SP, Brasil, 05423-050;0;1;Direito de propriedade;0.00468604491816;Renda
20.680.775/0001-62;2023-06-30;1;Edificio JK1600;Avenida Presidente Juscelino Kubitschek, 1600, Sem Complemento, Vila Nova Conceição, São Paulo/SP, Brasil, 04543-000;5200.86;1;Direito de propriedade;0.00483407673157;Renda
20.680.775/0001-62;2023-06-30;1;WTorre Nacoes Unidas - Torre III;Rua Eugenio De Medeiros, 303, Sem Complemento, Pinheiros, Sao Paulo/SP, Brasil, 05425-000;2305.41;2;Direito de propriedade;0.01193705927041;Renda
20.680.775/0001-62;2023-06-30;1;WTorre Nacoes Unidas - Torre III;Rua Eugenio De Medeiros, 303, Sem Complemento, Pinheiros, Sao Paulo/SP, Brasil, 05425-000;2305.41;1;Direito de propriedade;0.00116977276634;Renda
20.680.775/0001-62;2023-06-30;1;WTorre Nacoes Unidas - Torre III;Rua Eugenio De Medeiros, 303, Sem Complemento, Pinheiros, Sao Paulo/SP, Brasil, 05425-000;2305.41;1;Direito de propriedade;0.00047971753825;Renda
20.680.775/0001-62;2023-09-30;1;Ed Moncoes da Gastao;Avenida Doutor Gastao Vidigal, 1305, Sem Complemento, Vila Leopoldina, Sao Paulo/SP, Brasil, 05314-000;5210;42;Não possui caracteristicas que destoem dos demais;0.01251783213456;Renda
26.614.291/0001-00;2023-12-29;1;RIZOBACTER DO BRASIL;Rod. Celso Garcia Cid, 3577 Londrina, PR;40277;1;Industrial / Logística - Galpão Matrícula nº 136.528;0.0628;Renda
27.538.422/0001-71;2023-06-30;1;IM.MARINGÁ;sem informação apresentada;43655.34;1;Sem informação apresentada;0;Renda
27.538.422/0001-71;2023-06-30;1;IM. CASTANHA;sem informação apresentada;30000;1;Sem informação apresentada;0;Renda
27.538.477/0001-81;2023-03-31;1;COL T01 301;Av Eduardo Andrea Matarazzo, 6050T01 Apto 301;0;1;Mat 204.118;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T01 402;Av Eduardo Andrea Matarazzo, 6050T01 Apto 402;0;1;Mat 204.123;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T01 502;Av Eduardo Andrea Matarazzo, 6050T01 Apto 502;0;1;Mat. 204.127;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T01 601;Av Eduardo Andrea Matarazzo, 6050T01 Apto 601;0;1;Mat. 204.130;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T02 303;Av Eduardo Andrea Matarazzo, 6050T02 Apto 303;0;1;Mat. 204.152;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T02 402;Av Eduardo Andrea Matarazzo, 6050T02 Apto 402;0;1;Mat. 204.155;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T02 503;Av Eduardo Andrea Matarazzo, 6050T02 Apto 503;0;1;Mat 204.160;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T02 603;Av Eduardo Andrea Matarazzo, 6050T02 Apto 603;0;1;Mat. 204.164;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T03 301;Av Eduardo Andrea Matarazzo, 6050T03 Apto 301;0;1;Mat. 204.182;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T03 404;Av Eduardo Andrea Matarazzo, 6050T03 Apto 404;0;1;Mat. 204.189;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T03 503;Av Eduardo Andrea Matarazzo, 6050T03 Apto 503;0;1;Mat. 204.192;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T03 604;Av Eduardo Andrea Matarazzo, 6050T03 Apto 604;0;1;Mat. 204.197;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T04 301;Av Eduardo Andrea Matarazzo, 6050T04 Apto 301;0;1;Mat. 204.214;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T04 402;Av Eduardo Andrea Matarazzo, 6050T04 Apto 402;0;1;Mat. 204.219;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T04 501;Av Eduardo Andrea Matarazzo, 6050T04 Apto 501;0;1;Mat. 204.222;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T04 604;Av Eduardo Andrea Matarazzo, 6050T04 Apto 604;0;1;Mat 204.229;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T05 302;Av Eduardo Andrea Matarazzo, 6050T05 Apto 302;0;1;Mat. 204.247;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T05 402;Av Eduardo Andrea Matarazzo, 6050T05 Apto 402;0;1;Mat. 204.241;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T05 503;Av Eduardo Andrea Matarazzo, 6050T05 Apto 503;0;1;Mat. 204.256;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T05 602;Av Eduardo Andrea Matarazzo, 6050T05 Apto 602;0;1;Mat. 204.259;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T06 304;Av Eduardo Andrea Matarazzo, 6050T06 Apto 304;0;1;Mat. 204.281;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T06 403;Av Eduardo Andrea Matarazzo, 6050T06 Apto 403;0;1;Mat. 204.284;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T06 503;Av Eduardo Andrea Matarazzo, 6050T06 Apto 503;0;1;Mat. 204.288;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T06 604;Av Eduardo Andrea Matarazzo, 6050T06 Apto 604;0;1;Mat. 204.293;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T07 301;Av Eduardo Andrea Matarazzo, 6050T07 Apto 301;0;1;Mat. 204.310;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T07 401;Av Eduardo Andrea Matarazzo, 6050T07 Apto 401;0;1;Mat. 204.314;0.015653;Venda
27.538.477/0001-81;2023-03-31;1;COL T07 504;Av Eduardo Andrea Matarazzo, 6050T07 Apto 504;0;1;Mat. 204.321;0.015653;Venda
27.538.477/0001-81;2023-12-31;1;PQ OL L08Q04;Rua Pastor Napoleão Pereira Lins, 8. Parque das Oliveiras, Ribeirão Preto - SP;0;1;Mat. 102588;0;Venda
27.538.477/0001-81;2023-12-31;1;CHIANTI 1007;Al Dr Newton Mendes Garcia, 185 - Apto 1007 - Ribeirão Preto;113.1575;196;Mat. 200.804;0;Venda
27.538.477/0001-81;2023-12-31;1;CHIANTI 1205;Al Dr Newton Mendes Garcia, 185 - Apto 1205 - Ribeirão Preto;113.1575;196;Mat. 200.804;0;Venda
27.538.477/0001-81;2023-12-31;1;CHIANTI 1206;Al Dr Newton Mendes Garcia, 185 - Apto 1206 - Ribeirão Preto;113.1575;196;Mat. 200.804;0;Venda
27.538.477/0001-81;2023-12-31;1;CHIANTI 1306;Al Dr Newton Mendes Garcia, 185 - Apto 1306 - Ribeirão Preto;113.1575;196;Mat. 200.804;0;Venda
28.152.272/0001-26;2023-06-30;1;MORUMBI PLAZA_11;Edifício Morumbi Plaza Avenida Dr. Chucri Zaidan, 150 -Bloco A;1695.34;1;Matrículas 115.383, 101.340, 101.464, 101.840, 101.676, 101.538 e 101.447, do 15º Cartório de Registro de Imóveis de São Paulo;0;Renda
28.152.272/0001-26;2023-06-30;1;MORUMBI PLAZA_31;Edifício Morumbi Plaza Avenida Dr. Chucri Zaidan, 150 -Bloco A;1695.34;1;Matrículas 115.383, 101.340, 101.464, 101.840, 101.676, 101.538 e 101.447, do 15º Cartório de Registro de Imóveis de São Paulo;0;Renda
28.152.272/0001-26;2023-06-30;1;MORUMBI PLAZA_41;Edifício Morumbi Plaza Avenida Dr. Chucri Zaidan, 150 -Bloco A;1695.34;1;Matrículas 115.383, 101.340, 101.464, 101.840, 101.676, 101.538 e 101.447, do 15º Cartório de Registro de Imóveis de São Paulo;0;Renda
28.152.272/0001-26;2023-06-30;1;MORUMBI PLAZA_51;Edifício Morumbi Plaza Avenida Dr. Chucri Zaidan, 150 -Bloco A;1695.34;1;Matrículas 115.383, 101.340, 101.464, 101.840, 101.676, 101.538 e 101.447, do 15º Cartório de Registro de Imóveis de São Paulo;0;Renda
28.152.272/0001-26;2023-06-30;1;MORUMBI PLAZA_61;Edifício Morumbi Plaza Avenida Dr. Chucri Zaidan, 150 -Bloco A;1695.34;1;Matrículas 115.383, 101.340, 101.464, 101.840, 101.676, 101.538 e 101.447, do 15º Cartório de Registro de Imóveis de São Paulo;0;Renda
28.152.272/0001-26;2023-06-30;1;MORUMBI PLAZA_71;Edifício Morumbi Plaza Avenida Dr. Chucri Zaidan, 150 -Bloco A;1695.34;1;Matrículas 115.383, 101.340, 101.464, 101.840, 101.676, 101.538 e 101.447, do 15º Cartório de Registro de Imóveis de São Paulo;0;Renda
28.152.272/0001-26;2023-06-30;1;MORUMBI PLAZA_81;Edifício Morumbi Plaza Avenida Dr. Chucri Zaidan, 150 -Bloco A;1695.34;1;Matrículas 115.383, 101.340, 101.464, 101.840, 101.676, 101.538 e 101.447, do 15º Cartório de Registro de Imóveis de São Paulo;0;Renda
28.267.696/0001-36;2023-03-31;1;Empreendimento Votorantim - Splice;Avenida Juscelino Kubitschek De Oliveira, 154, Blocos A, B, C, Centro, Votorantim/SP, Brasil, 18110-901;13719.34;1;Direito de Propriedade;0.11605128008258;Renda
28.516.650/0001-03;2023-09-30;1;YOU Unlimited;R. Oscar Freire, 1597 -Cerqueira César  - São Paulo - SP;2598.07;6;N/A;0.6;Venda
28.548.288/0001-52;2023-06-30;1;DRS_BELEM - GRUPO MATEUS;Estrada do Benguí, n° 386 Benguí - Belém - PA;30661.99;1;Direito de propriedade;0;Renda
28.548.288/0001-52;2023-06-30;1;OBRAMAX_SUZANO;Rua Prudente de Moraes, s/nº - Vila Amorim - Suzano - SP;33000;1;Matrículas nº 66.390 e 78.083 - Cartório de Registro de Imóveis de Suzano - SP.;0;Renda
28.737.771/0001-85;2023-09-30;1;Emprendimento Pueri Domus;Rua Ministro Godoi, 1697, Sem Complemento, Perdizes, Sao Paulo/SP, Brasil, 05015-001;8016;1;Não possui caracteristicas que destoem dos demais;0.07688043415877;Renda
29.641.226/0001-53;2023-03-31;1;Makro Serra;Rod. Governador Mário Covas, 4284, km 267, Serra, ES;9041;1;-;0.008301;Renda
30.567.216/0001-02;2023-06-30;1;Edifício Plaza I;Rua James Joule, 92 - cj. 62;306.35;1;vagas de garagem com matrículas individualizadas;0.840485036952789;Renda
30.567.216/0001-02;2023-06-30;1;Edifício Plaza I;Rua James Joule, 92 - vagas de garagem 07, 08, 39, 43, 44;49.35;5;vagas de garagem com matrículas individualizadas;0.0886196014933169;Renda
30.567.216/0001-02;2023-06-30;1;Edifício Plaza I;Rua James Joule, 92 - vagas de garagem 57-58 (vaga dupla) e 58-59 (vaga dupla);39.48;2;vagas de garagem com matrículas individualizadas;0.0708953615538939;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Atrium IV;Rua  Helena, 260 - São Paulo/SP;198.14;2;cjs. 21 e 23;0.028571;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Atrium Jardins;Rua Cristiano Viana, 401 - São Paulo/SP;989.13;11;Salas 1501 a 1511 (mais 2 vagas duplas e 9 vagas simples objeto de matrículas específicas);0.128705;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Atrium VIII;Rua Fidêncio Ramos, 213 - São Paulo/SP;582.92;2;cjs. 11 e 12;0.079892;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Atrium VIII;Rua Fidêncio Ramos, 213 - São Paulo/SP;291;1;cj. 51;0.043708;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Bueno Business Tower;Avenida Doutor Cardoso de Melo, 1336 - São Paulo/SP;606.65;2;cjs. 141 e 142;0.092163;Renda
30.567.216/0001-02;2023-09-30;1;Edifício JF 100;Rua  Joaquim Floriano, 100 - São Paulo/SP;489.06;2;cjs. 121 e 122;0.077384;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Millenium;Avenida Brigadeiro Faria Lima, 3015 - São Paulo/SP;181.17;1;cj. 132 (adquirido por meio da incorporação do fundo Brazil Victory);0.036095;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Millenium;Avenida Brigadeiro Faria Lima, 3015 - São Paulo/SP;181.17;1;cj. 131 ( (adquirido por meio da incorporação do fundo Brazil Victory);0.036095;Renda
30.567.216/0001-02;2023-09-30;1;Edificio Mykonos;Rua Gomes de Carvalho, 1356 - São Paulo/SP;572.07;2;cjs. 51 e 52;0.095477;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Parque Paulista;Alameda Santos, 1940 - São Paulo/SP;575.6;2;cjs. 101 e 102;0.108374;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Plaza I;Rua James Joule, 92 - São Paulo/SP;306.25;1;cj. 41;0.047828;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Result Corporate Plaza;Rua  Joaquim Floriano, 413 - São Paulo/SP;241.06;1;cj. 111;0.042544;Renda
30.567.216/0001-02;2023-09-30;1;Edificio Spazio Centrale;Alameda Itu, 852 - São Paulo/SP;276.6;2;cjs. 71 e 72;0.04335;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Brasif;Rua Luigi Galvani, 146;319.1;1;Cj. 31;0.039406;Renda
30.567.216/0001-02;2023-09-30;1;Edifício The Taj Office Tower;Rua Casa do Ator, 1.117;340.41;3;Cj. 111, 113 e 114;0.059022;Renda
30.567.216/0001-02;2023-09-30;1;Edifício Conselheiro Paranguá;Avenida Brigadeiro Faria Lima, 1234;281.92;5;cjs. 52 a 56 (até o segundo trimestre estava como opção de compra aquisição concluída no terceiro trimestre);0.041387;Renda
30.567.216/0001-02;2023-12-31;2;Edifício Beira Rio;Rua Beira Rio, 57 - São Paulo/SP;286.13;1;Cj. 51;0.120696;Renda
30.567.216/0001-02;2023-12-31;2;Edifício Setin Tower;Rua Fidêncio Ramos, 100 - São Paulo/SP;244.39;1;Cj. 14;0.124027;Renda
30.567.216/0001-02;2023-12-31;2;Edifício Francisco Lopes;Avenida Doutor Cardoso de Melo, 1460 - São Paulo/SP;384.81;1;Cj. 51;0.188572;Renda
30.567.216/0001-02;2023-12-31;2;Edifício Santa Filippa;Avenida Paulista, 688 - São Paulo/SP;467.8;2;Cj. 120 - Salas 1 e 2;0.23811;Renda
30.567.216/0001-02;2023-12-31;2;Edifício Atrium II;Rua Helena, 235 - São Paulo/SP;661.63;1;Cj. 111;0.328595;Renda
30.846.692/0001-54;2023-06-30;1;Av. das Américas nº 500;Av. das Américas nº 500, L 122;87;1;Localizado no Shopping Downtown, Barra da Tijuca - RJ;;
30.846.692/0001-54;2023-06-30;1;Av. Érico Veríssimo, nº 725;Av. Érico Veríssimo, nº 725;588;1;Imóvel urbano a ser demolido;;
30.846.692/0001-54;2023-06-30;1;Praça Edmundo Rego, 26 - ap. 202;Praça Edmundo Rego, 26 - ap. 202;86;1;Imóvel urbano a ser demolido;;
30.846.692/0001-54;2023-06-30;1;Estrada da Cachamorra;Estrada da Cachamorra, nº 656;509;1;Terreno parcialmente edificado;;
30.846.692/0001-54;2023-09-30;1;MAT 114.633;AV. MARACANÃ 1350;143;1;TÉRREO E 1º PAVIMENTO;0.005355;Renda
30.846.692/0001-54;2023-09-30;1;MAT 114.634;AV. MARACANÃ 1354;176;1;TÉRREO E 1º PAVIMENTO;0.006255;Renda
30.846.692/0001-54;2023-09-30;1;MAT 77322;RUA URUGUAI 351 - TIJUCA - RJ;305.55;1;LOJA;0.022289;Renda
30.846.692/0001-54;2023-12-29;1;MAT 114.633;AV. MARACANÃ 1350;143;1;TÉRREO E 1º PAVIMENTO;0.005355;Renda
30.846.692/0001-54;2023-12-29;1;MAT 114.634;AV. MARACANÃ 1354;176;1;TÉRREO E 1º PAVIMENTO;0.006255;Renda
30.846.692/0001-54;2023-12-29;1;MAT 77322;RUA URUGUAI 351 - TIJUCA - RJ;305.55;1;LOJA;0.022289;Renda
31.547.782/0001-07;2023-03-31;1;FAZENDA AMBROSIO;Fazenda Itacolomi - Estrada vicinal, com acesso pelasRodovias BR 040 e LMG 690 - Paracatu MG;148.6312;1;Matricula de Registro de Imóveis de Paracatu MG Nº 35.647 e 11.739.;0;Renda
32.274.553/0001-29;2023-12-29;2;MINERVA_IMOV;Rua Minerva 64, Perdizes -SP;1498.42;1;Matricula nº 139.625 2º Oficial de Registro de Imoves de Comarca da Capital do Estado de SP;0;Renda
32.274.553/0001-29;2023-12-29;2;SKR REBOUÇAS;Rua Luminarias, 37 e 39;1889;1;Matricula nº 103.959 13º Oficial de Registro de Imoves de Comarca da Capital do Estado de SP;0;Renda
34.835.191/0001-23;2023-03-31;1;Residencial Luggo Tipuana;Rua Tenente Brito Melo, 472, bairro Barro Preto - Belo Horizonte - MG;1605.5;38;N/A;0.09094;Renda
35.652.102/0001-76;2023-03-31;1;Vila Olimpia Corporate;Rua Fidencio Ramos, 302, Sem Complemento, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-010;17282.16;24;Direito de Propriedade;0.14904553119928;Renda
35.652.102/0001-76;2023-09-30;2;Empreendimento The One;Rua Ministro Jesuino Cardoso, 454, Sem Complemento, Vila Nova Conceicao, Sao Paulo/SP, Brasil, 04544-051;1610;4;Não possui caracteristicas que destoem dos demais;0.04007453325588;Renda
35.652.102/0001-76;2023-09-30;2;Vila Olimpia Corporate;Rua Fidencio Ramos, 302, Sem Complemento, Vila Olimpia, Sao Paulo/SP, Brasil, 04551-010;17282.16;4;Não possui caracteristicas que destoem dos demais;0.03072373151242;Renda
35.652.102/0001-76;2023-12-31;1;Condominio The One;Rua Ministro Jesuino Cardoso, 454, 1º, 2º, 7º E 10º Pavimentos, Vila Nova Conceicao, Sao Paulo/SP, Brasil, 04544-051;11740.37;16;Não possui caracteristicas que destoem dos demais;0.10407712950488;Renda
35.652.278/0001-28;2023-03-31;1;Imovel Vitoria da Conquista;Avenida Anel De Contorno, S/n, Lote J-13b, Ayrton Senna, Vitoria Da Conquista/BA, Brasil, 45057-000;20000;1;Não possui características que destoem dos demais;0.0114168334573;Renda
35.652.278/0001-28;2023-09-30;1;Imovel Querencia;Estrada R-1, Na Esquina Com A Estrada R-4, S/n,  Querencia/MT, Brasil, 78643-000;5716.7;1;Direito de Propriedade;0.06648170718423;Renda
35.755.044/0001-06;2023-03-31;1;XP EXETER JANDIRA;Estrada Velha de Itu, 1045 - Jandira, São Paulo;17051;1;N/A;;Venda
35.755.044/0001-06;2023-06-30;1;XP EXETER JANDIRA;Estrada Velha de Itu, 1045 - Jandira, São Paulo;17051;1;N/A;;Venda
35.755.044/0001-06;2023-09-30;1;XP EXETER JANDIRA;Estrada Velha de Itu, 1045 - Jandira, São Paulo;17051;1;N/A;;Venda
35.765.907/0001-26;2023-06-30;1;GOLGI GRAVAT;Estrada Henrique Closs, nº 455, Galpão 01-B, Distrito do Ipiranga, Gravataí/RS;150644.61;1;N/A;0.0588;Renda
35.765.907/0001-26;2023-06-30;1;GOLGI SAO JO;Alameda Bom Pastor, nº 1.816, Ouro Fino, São José dos Pinhais/PR;51122.5;3;N/A;0.0322;Renda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 13 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 14 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 15 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 16 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 18 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 21 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 24 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 32 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 49 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 50 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 09 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
36.731.458/0001-68;2023-03-31;1;Casa;Loteamento n 10 quadra 37 Campos do Conde Campina Grande, Fazenda Quilombo, Distrito de Sta Terezinha;332;1;0;0.004;Venda
