CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
34.471.719/0001-22;2022-09-30;1;Imóveis para venda em construção;25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL;NA;NA
34.471.719/0001-22;2022-12-31;1;Imóveis para venda em construção;25% Imóvel - FABRICA DA FORD MOTORS DO BRASIL;NA;NA
34.508.923/0001-70;2022-03-31;1;Imóveis para venda em construção;Não há;Não há;Não há
34.508.923/0001-70;2022-06-30;1;Imóveis para venda em construção;Não há;Não há;Não há
34.508.923/0001-70;2022-09-30;1;Imóveis para venda em construção;Não há;Não há;Não há
34.508.923/0001-70;2022-12-31;1;Imóveis para venda em construção;Não há;Não há;Não há
34.895.711/0001-93;2022-03-31;2;Imóveis para venda em construção;ALPHAVILLE DOM PEDRO;n/a;n/a
34.895.711/0001-93;2022-03-31;2;Imóveis para venda em construção;ALPHAVILLE JUNDIAÍ;n/a;n/a
34.895.711/0001-93;2022-03-31;2;Imóveis para venda em construção;ALPHAVILLE NOVAESPLANADA;n/a;n/a
34.895.711/0001-93;2022-03-31;2;Imóveis para venda em construção;ALPHACASTELLO;n/a;n/a
34.895.711/0001-93;2022-06-30;2;Imóveis para venda em construção;ALPHAVILLE NOVAESPLANADA;n/a;n/a
34.895.711/0001-93;2022-06-30;2;Imóveis para venda em construção;ALPHACASTELLO;n/a;n/a
34.895.711/0001-93;2022-06-30;2;Imóveis para venda em construção;ALPHAVILLE JUNDIAÍ;n/a;n/a
34.895.711/0001-93;2022-09-30;2;Imóveis para venda em construção;ALPHAVILLE JUNDIAÍ;n/a;n/a
34.895.711/0001-93;2022-09-30;2;Imóveis para venda em construção;ALPHACASTELLO;n/a;n/a
34.895.711/0001-93;2022-09-30;2;Imóveis para venda em construção;ALPHAVILLE NOVAESPLANADA;n/a;n/a
34.895.711/0001-93;2022-12-31;2;Imóveis para renda em construção;ALPHAVILLE DOM PEDRO;n/a;n/a
34.895.711/0001-93;2022-12-31;2;Imóveis para renda em construção;ALPHAVILLE JUNDIAÍ;n/a;n/a
34.895.711/0001-93;2022-12-31;2;Imóveis para renda em construção;ALPHAVILLE NOVAESPLANADA;n/a;n/a
34.895.711/0001-93;2022-12-31;2;Imóveis para renda em construção;ALPHACASTELLO;n/a;n/a
34.895.752/0001-80;2022-09-30;1;Imóveis para venda em construção;PROJETO MAGNOLIAS;N/A;N/A
34.895.752/0001-80;2022-09-30;1;Imóveis para venda em construção;PROJETO JAMARIS 98% - BRIO III;N/A;N/A
34.895.752/0001-80;2022-09-30;1;Imóveis para venda em construção;PROJETO PADRE CHICO;N/A;N/A
34.895.752/0001-80;2022-09-30;1;Imóveis para venda em construção;PROJETO DOM MANUEL;N/A;N/A
34.895.752/0001-80;2022-09-30;1;Imóveis para venda em construção;GUARARA (BRIO III) - 50%;N/A;N/A
34.895.752/0001-80;2022-09-30;1;Imóveis para venda em construção;SEBASTIAO PAES (BRIO III) 50%;N/A;N/A
34.895.752/0001-80;2022-09-30;1;Imóveis para venda em construção;PROJETO MIN FERREIRA ALVES;N/A;N/A
34.895.752/0001-80;2022-12-31;1;Imóveis para venda em construção;PROJETO MIN FERREIRA ALVES;N/A;N/A
34.895.752/0001-80;2022-12-31;1;Imóveis para venda em construção;GUARARA (BRIO III) - 50%;N/A;N/A
34.895.752/0001-80;2022-12-31;1;Imóveis para venda em construção;PROJETO PADRE CHICO;N/A;N/A
34.895.752/0001-80;2022-12-31;1;Imóveis para venda em construção;PROJETO DOM MANUEL;N/A;N/A
34.895.752/0001-80;2022-12-31;1;Imóveis para venda em construção;SEBASTIAO PAES (BRIO III) 50%;N/A;N/A
34.895.752/0001-80;2022-12-31;1;Imóveis para venda em construção;PROJETO JAMARIS 98% - BRIO III;N/A;N/A
34.895.752/0001-80;2022-12-31;1;Imóveis para venda em construção;PROJETO MAGNOLIAS;N/A;N/A
35.360.651/0001-77;2022-09-30;2;Imóveis para venda em construção;n/a;n/a;n/a
35.360.651/0001-77;2022-12-31;2;Imóveis para venda em construção;LEVER;n/a;n/a
35.360.651/0001-77;2022-12-31;2;Imóveis para venda em construção;RARO;n/a;n/a
35.360.651/0001-77;2022-12-31;2;Imóveis para venda em construção;EDIFÍCIO B.LAR;Replanejamento da Obra;n/a
35.360.651/0001-77;2022-12-31;2;Imóveis para venda em construção;EDIFÍCIO PB 50;Replanejamento da Obra;n/a
35.360.651/0001-77;2022-12-31;2;Imóveis para venda em construção;PURO;Replanejamento da Obra;n/a
35.652.081/0001-99;2022-09-30;1;Imóveis para renda em construção;.;.;.
35.652.102/0001-76;2022-03-31;1;Imóveis para renda em construção;Union Faria Lima;Não aplicável;Não aplicável
35.652.102/0001-76;2022-06-30;1;Imóveis para renda em construção;Union Faria Lima;Não aplicável;Não aplicável
35.652.102/0001-76;2022-09-30;1;Imóveis para renda em construção;Union Faria Lima;Não aplicável;Não aplicável
35.652.102/0001-76;2022-12-31;1;Imóveis para renda em construção;Union Faria Lima;Não aplicável;Não aplicável
35.652.278/0001-28;2022-03-31;1;Imóveis para renda em construção;Imóvel Itajaí/SC;Não possui;Não possui
35.652.278/0001-28;2022-06-30;1;Imóveis para renda em construção;Imovel ItajaiSC;NÃO SE APLICA;NÃO SE APLICA
35.652.278/0001-28;2022-06-30;1;Imóveis para renda em construção;Imovel Conde - Paraiba;NÃO SE APLICA;NÃO SE APLICA
35.652.278/0001-28;2022-06-30;1;Imóveis para renda em construção;Imovel Viana;NÃO SE APLICA;NÃO SE APLICA
35.652.278/0001-28;2022-09-30;1;Imóveis para renda em construção;Imovel Conde - Paraiba;Não aplicável;Não aplicável
35.652.278/0001-28;2022-09-30;1;Imóveis para renda em construção;Imovel Viana;Não aplicável;Não aplicável
35.652.278/0001-28;2022-09-30;1;Imóveis para renda em construção;Imovel ItajaiSC;Não aplicável;Não aplicável
35.652.278/0001-28;2022-12-31;2;Imóveis para renda em construção;Imovel Viana;Não Aplicavel;Não Aplicavel
35.652.278/0001-28;2022-12-31;2;Imóveis para renda em construção;Imovel Conde - Paraiba;Não Aplicavel;Não Aplicavel
35.705.463/0001-33;2022-03-31;1;Imóveis para renda em construção;GALPÃO WTLOG RBR;n/a;n/a
35.705.463/0001-33;2022-06-30;1;Imóveis para renda em construção;GALPÃO WTLOG RBR;n/a;n/a
35.705.463/0001-33;2022-09-30;1;Imóveis para renda em construção;GALPÃO WTLOG RBR;n/a;n/a
35.705.463/0001-33;2022-12-31;2;Imóveis para renda em construção;GALPÃO WTLOG RBR;n/a;n/a
35.725.659/0001-90;2022-03-31;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.
35.725.659/0001-90;2022-03-31;1;Imóveis para renda em construção;COND RES TEENA;Os desvios aconteceram foram ocasionados devido aos decretos/paralizações ocorridas no ano de 2020 e 2021 em decorrência da pandemia, acrescido da baixa de oferta de alguns materiais da construção civil.;Não se aplica.
35.725.659/0001-90;2022-06-30;1;Imóveis para renda em construção;COND RES TEENA;Os desvios aconteceram foram ocasionados devido aos decretos/paralizações ocorridas no ano de 2020 e 2021 em decorrência da pandemia, acrescido da baixa de oferta de alguns materiais da construção civil.;Não se aplica.
35.725.659/0001-90;2022-06-30;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.
35.725.659/0001-90;2022-09-30;2;Imóveis para renda em construção;COND RES TEENA;Os desvios aconteceram foram ocasionados devido aos decretos/paralizações ocorridas no ano de 2020 e 2021 em decorrência da pandemia, acrescido da baixa de oferta de alguns materiais da construção civil.;Não se aplica.
35.725.659/0001-90;2022-09-30;2;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.
35.725.659/0001-90;2022-12-31;2;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.
35.725.659/0001-90;2022-12-31;2;Imóveis para renda em construção;COND RES TEENA;Os desvios aconteceram foram ocasionados devido aos decretos/paralizações ocorridas no ano de 2020 e 2021 em decorrência da pandemia, acrescido da baixa de oferta de alguns materiais da construção civil.;Não se aplica.
35.725.666/0001-91;2022-03-31;1;Imóveis para venda em construção;RUA ATLANTICA 262;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-03-31;1;Imóveis para venda em construção;LOTEAMENTO CANARIAS;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-03-31;1;Imóveis para venda em construção;RUA ATLANTICA 280;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-06-30;1;Imóveis para venda em construção;LOTEAMENTO CANARIAS;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-06-30;1;Imóveis para venda em construção;RUA ATLANTICA 262;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-06-30;1;Imóveis para venda em construção;RUA ATLANTICA 280;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-09-30;1;Imóveis para venda em construção;RUA ATLANTICA 280;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-09-30;1;Imóveis para venda em construção;RUA ATLANTICA 262;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-12-31;1;Imóveis para venda em construção;RUA ATLANTICA 262;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.725.666/0001-91;2022-12-31;1;Imóveis para venda em construção;RUA ATLANTICA 280;NÃO HOUVE EVOLUÇÃO INFERIOR.;NÃO HOUVE.
35.755.044/0001-06;2022-03-31;1;Imóveis para renda em construção;XP EXETER EXTREMA;n/a;n/a
35.755.044/0001-06;2022-03-31;1;Imóveis para renda em construção;XP EXETER JANDIRA;n/a;n/a
35.755.044/0001-06;2022-06-30;1;Imóveis para renda em construção;XP EXETER EXTREMA;n/a;n/a
35.755.044/0001-06;2022-09-30;1;Imóveis para renda em construção;XP EXETER EXTREMA;n/a;n/a
35.765.889/0001-82;2022-03-31;1;Imóveis para renda em construção;HOSPITAL BANDEIRANTES;.;.
36.312.025/0001-78;2022-06-30;1;Imóveis para venda em construção;Não há informação apresentada.;Não há informação apresentada.;Não há informação apresentada.
36.312.025/0001-78;2022-09-30;1;Imóveis para venda em construção;Não há informação apresentada.;Não há informação apresentada.;Não há informação apresentada.
36.312.025/0001-78;2022-12-31;1;Imóveis para venda em construção;Não há informação apresentada.;Não há informação apresentada.;Não há informação apresentada.
36.517.660/0001-91;2022-03-31;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.517.660/0001-91;2022-03-31;1;Imóveis para renda em construção;Urbic Sabia;não aplicável;não aplicável
36.517.660/0001-91;2022-06-30;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.517.660/0001-91;2022-06-30;1;Imóveis para renda em construção;Urbic Sabia;não aplicável;não aplicável
36.517.660/0001-91;2022-09-30;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.517.660/0001-91;2022-12-31;1;Imóveis para renda em construção;Cyrela for you;não aplicável;não aplicável
36.673.421/0001-20;2022-03-31;1;Imóveis para venda em construção;Não há;Não há;Não há
36.673.421/0001-20;2022-06-30;1;Imóveis para venda em construção;Não há;Não há;Não há
36.673.421/0001-20;2022-09-30;1;Imóveis para venda em construção;Não há;Não há;Não há
36.673.421/0001-20;2022-12-31;2;Imóveis para venda em construção;Não há;Não há;Não há
37.467.733/0001-40;2022-03-31;1;Imóveis para venda em construção;nada;nada;nada
37.467.733/0001-40;2022-06-30;1;Imóveis para venda em construção;nada;nada;nada
37.467.733/0001-40;2022-09-30;1;Imóveis para venda em construção;nada;nada;nada
37.532.662/0001-12;2022-03-31;1;Imóveis para venda em construção;nada;nada;nada
39.347.413/0001-82;2022-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
39.347.413/0001-82;2022-06-30;1;Imóveis para renda em construção;Hospital Unimed Campina Grande;Não se aplica;Não se aplica
39.347.413/0001-82;2022-09-30;1;Imóveis para renda em construção;Hospital Unimed Campina Grande;Não se aplica;Não se aplica
39.347.413/0001-82;2022-12-31;1;Imóveis para renda em construção;Hospital Unimed Campina Grande;Não se aplica;Não se aplica
39.601.007/0001-02;2022-03-31;1;Imóveis para renda em construção;Galpão Industrial - Valinhos - SP - loteamento Macuco;Evolução dentro do previsto.;Custos dentro do previsto.
39.601.007/0001-02;2022-06-30;1;Imóveis para renda em construção;Galpão Industrial - Valinhos - SP - loteamento Macuco;Evolução dentro do previsto.;Custos dentro do previsto.
39.601.007/0001-02;2022-06-30;1;Imóveis para venda em construção;Galpão Industrial - Valinhos - SP - loteamento Macuco;Desenpenho dentro do esperado;Desenpenho dentro do esperado
39.601.007/0001-02;2022-09-30;1;Imóveis para renda em construção;Galpão Industrial - Valinhos - SP - loteamento Macuco;Evolução dentro do previsto.;Custos dentro do previsto.
39.601.007/0001-02;2022-09-30;1;Imóveis para venda em construção;Galpão Industrial - Valinhos - SP - loteamento Macuco;Desempenho dentro do esperado;Desempenho dentro do esperado
40.010.015/0001-55;2022-06-30;1;Imóveis para renda em construção;Não possui informação apresentada.;Não possui informação apresentada.;Não possui informação apresentada.
40.010.015/0001-55;2022-09-30;1;Imóveis para renda em construção;Não possui informação apresentada.;Não possui informação apresentada.;Não possui informação apresentada.
40.010.015/0001-55;2022-12-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
40.010.015/0001-55;2022-12-31;1;Imóveis para venda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
40.041.723/0001-53;2022-03-31;1;Imóveis para renda em construção;Cyrela On The Parc By Yoo;Não se aplica;Não se aplica
40.041.723/0001-53;2022-03-31;1;Imóveis para renda em construção;Atmosfera Vila Mariana;Não se aplica;Não se aplica
40.041.723/0001-53;2022-03-31;1;Imóveis para renda em construção;Cyrela For You;Não se aplica;Não se aplica
40.041.723/0001-53;2022-03-31;1;Imóveis para renda em construção;Iconyc;Não se aplica;Não se aplica
40.041.723/0001-53;2022-06-30;2;Imóveis para renda em construção;Cyrela For You;Não se aplica;Não se aplica
40.041.723/0001-53;2022-06-30;2;Imóveis para renda em construção;Atmosfera Vila Mariana;Não se aplica;Não se aplica
40.041.723/0001-53;2022-06-30;2;Imóveis para renda em construção;Iconyc;Não se aplica;Não se aplica
40.041.723/0001-53;2022-06-30;2;Imóveis para renda em construção;Cyrela On The Parc By Yoo;Não se aplica;Não se aplica
40.041.723/0001-53;2022-09-30;1;Imóveis para renda em construção;Iconyc;Não se aplica;Não se aplica
40.041.723/0001-53;2022-09-30;1;Imóveis para renda em construção;Cyrela On The Parc By Yoo;Não se aplica;Não se aplica
40.041.723/0001-53;2022-09-30;1;Imóveis para renda em construção;Cyrela For You;Não se aplica;Não se aplica
40.041.723/0001-53;2022-09-30;1;Imóveis para renda em construção;Atmosfera Vila Mariana;Não se aplica;Não se aplica
40.041.723/0001-53;2022-12-31;1;Imóveis para renda em construção;Cyrela On The Parc By Yoo;Não se aplica;Não se aplica
40.041.723/0001-53;2022-12-31;1;Imóveis para renda em construção;Iconyc;Não se aplica;Não se aplica
40.041.723/0001-53;2022-12-31;1;Imóveis para renda em construção;Atmosfera Vila Mariana;Não se aplica;Não se aplica
40.041.723/0001-53;2022-12-31;1;Imóveis para renda em construção;Cyrela For You;Não se aplica;Não se aplica
40.575.940/0001-23;2022-06-30;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
40.575.940/0001-23;2022-09-30;2;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
40.575.940/0001-23;2022-12-31;1;Imóveis para renda em construção;Não possui informação apresentada;Não possui informação apresentada;Não possui informação apresentada
41.081.336/0001-03;2022-09-30;1;Imóveis para renda em construção;n/a;n/a;n/a
41.081.336/0001-03;2022-12-31;1;Imóveis para renda em construção;n/a;n/a;n/a
41.114.606/0001-35;2022-12-31;1;Imóveis para renda em construção;Hospital Unimed Maceió;Não se aplica;Não se aplica
41.325.993/0001-59;2022-12-31;2;Imóveis para venda em construção;Não se aplica;Não se aplica;Não se aplica
41.776.356/0001-07;2022-09-30;2;Imóveis para renda em construção;.;.;.
41.776.356/0001-07;2022-09-30;2;Imóveis para venda em construção;.;.;.
41.922.239/0001-04;2022-03-31;1;Imóveis para renda em construção;-;-;-
41.922.239/0001-04;2022-06-30;1;Imóveis para renda em construção;-;-;-
42.273.290/0001-97;2022-12-31;1;Imóveis para venda em construção;Dona Delfina;n/a;n/a
42.273.290/0001-97;2022-12-31;1;Imóveis para venda em construção;Alma Ipanema;n/a;n/a
42.869.892/0001-01;2022-09-30;1;Imóveis para renda em construção;SEBASTIAO PAES (BRIO IV) 50%;N/A;N/A
42.869.892/0001-01;2022-09-30;1;Imóveis para renda em construção;GUARARA (BRIO IV) - 50%;N/A;N/A
42.869.892/0001-01;2022-12-31;1;Imóveis para renda em construção;GUARARA (BRIO IV) - 50%;N/A;N/A
42.869.892/0001-01;2022-12-31;1;Imóveis para renda em construção;SEBASTIAO PAES (BRIO IV) 50%;N/A;N/A
43.617.647/0001-70;2022-06-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
43.617.647/0001-70;2022-09-30;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
43.617.647/0001-70;2022-12-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
43.862.625/0001-75;2022-03-31;1;Imóveis para venda em construção;nada;nada;nada
43.862.625/0001-75;2022-06-30;1;Imóveis para venda em construção;nada;nada;nada
43.862.625/0001-75;2022-09-30;1;Imóveis para venda em construção;nada;nada;nada
43.862.625/0001-75;2022-12-31;1;Imóveis para venda em construção;Edíficio sem nome;Projeto arquitetônico em aprovação nos órgãos municipais competentes. Obra principal não iniciada. Iniciada apenas preparação interna do edfício, limpezas e desmontagens de itens internos removíveis.;
46.157.348/0001-98;2022-12-31;2;Imóveis para renda em construção;MOB STATION SANTA CRUZ;n/a;n/a
47.136.369/0001-90;2022-09-30;2;Imóveis para venda em construção;Edifício sem nome da Rua Sete de Abril, 309 - República - São Paulo/SP;o projeto está em aprovação. A obra tem previsão de início para o terceiro trimestre de 2023;não houve desvios de custos
47.136.369/0001-90;2022-12-31;2;Imóveis para venda em construção;Edifício sem nome da Rua Sete de Abril, 309 - República - São Paulo/SP;O projeto está em aprovação. A obra tem previsão de início para o terceiro trimestre de 2023;Não houve desvios de custos
