CNPJ_Fundo_Classe;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
01.235.622/0001-61;2022-06-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;36;2862828.03
01.235.622/0001-61;2022-06-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368412;2773542000122;1;200;;;;461;45629652.86
01.235.622/0001-61;2022-06-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427_CCI;2773542000122;1;201;;;;1;137845853.01
01.235.622/0001-61;2022-06-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;34;2703782.03
01.235.622/0001-61;2022-09-30;2;Outras Cotas de FI;OPPORTUNITY LEBLON FI RF REFERENCIADO DI;10309574000108;;;;;;955894.7721464;3179249.32
01.235.622/0001-61;2022-09-30;2;Outras Cotas de FI;CAIXA FACIL RENDA FIXA SIMPLES FIC FI;5114716000133;;;;;;47429.576856;110206.54
01.235.622/0001-61;2022-09-30;2;Outras Cotas de FI;FICFI ITAU TOP RENDA FIXA REFERENCIADO DI;5902521000158;;;;;;11385155.632;63863268.2
01.235.622/0001-61;2022-09-30;2;Outras Cotas de FI;CAIXA FIC PLENO RF REF DI LP;10740508000180;;;;;;99440.958714;373268.57
01.235.622/0001-61;2022-09-30;2;FII;FUNDO DE INVESTIMENTO IMOBILIARIO GENERAL SEVERIANO;17007528000195;;;;;;8000;14140175.46
01.235.622/0001-61;2022-09-30;2;FII;OPPORTUNITY BALASSIANO FUNDO DE INVESTIMENTO IMOBILIARIO;42273290000197;;;;;;41189.71459748;38879657.56
01.235.622/0001-61;2022-09-30;2;FII;BRIX Fundo de investimento Imobiliário - MEZANINO;35360651000177;;;;;;12160.71169399;14347027.58
01.235.622/0001-61;2022-09-30;2;Ações de Sociedades;Taquari - Brasília;01235622000161;;;;;;82945;128047094.78
01.235.622/0001-61;2022-09-30;2;Ações de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;79826574.65
01.235.622/0001-61;2022-09-30;2;Ações de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;284601252;1122464.28
01.235.622/0001-61;2022-09-30;2;Ações de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;39300892.27
01.235.622/0001-61;2022-09-30;2;Ações de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1226671.84
01.235.622/0001-61;2022-09-30;2;FII;BRIX Fundo de investimento Imobiliário;35360651000177;;;;;;7604.22706009;2511048.9
01.235.622/0001-61;2022-09-30;2;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;55920.00743262;68185782.27
01.235.622/0001-61;2022-09-30;2;FII;BRIX Fundo de investimento Imobiliário - SÊNIOR;35360651000177;;;;;;9304.36975874;12071559.27
01.235.622/0001-61;2022-09-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427_CCI;2773542000122;1;201;;;;1;136304173.55
01.235.622/0001-61;2022-09-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368412;2773542000122;1;200;;;;461;45583483.2
01.235.622/0001-61;2022-09-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;34;2871393.69
01.235.622/0001-61;2022-09-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;36;3040299.2
01.235.622/0001-61;2022-09-30;2;CRI;RB SEC COMPANHIA DE SECURITIZACAO- CRI_18L1368412;2773542000122;1;200;;;;429;42419337.83
01.235.622/0001-61;2022-12-31;2;Outras Cotas de FI;CAIXA FACIL RENDA FIXA SIMPLES FIC FI;5114716000133;;;;;;0.005633;-0.94
01.235.622/0001-61;2022-12-31;2;Outras Cotas de FI;CAIXA FIC PLENO RF REF DI LP;10740508000180;;;;;;46996.21;112743.35
01.235.622/0001-61;2022-12-31;2;Outras Cotas de FI;OPPORTUNITY LEBLON FI RF REFERENCIADO DI;10309574000108;;;;;;999700.18;3458825.81
01.235.622/0001-61;2022-12-31;2;Outras Cotas de FI;FICFI ITAU TOP RENDA FIXA REFERENCIADO DI;5902521000158;;;;;;7252155.85;42092553.46
01.235.622/0001-61;2022-12-31;2;FII;OPPORTUNITY BALASSIANO FII;42273290000197;;;;;;7252.09;93457.01
01.235.622/0001-61;2022-12-31;2;FII;Dovel FII- DOVL11B;10522648000181;;;;;;4775;5719858.62
01.235.622/0001-61;2022-12-31;2;FII;BRIX FII;35360651000177;;;;;;9766.28;2578722.27
01.235.622/0001-61;2022-12-31;2;Ações de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;284601252;734096.05
01.235.622/0001-61;2022-12-31;2;Ações de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;81238063.89
01.235.622/0001-61;2022-12-31;2;Ações de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;60813174;39291083.11
01.235.622/0001-61;2022-12-31;2;Ações de Sociedades;Taquari - Brasília;01235622000161;;;;;;82945;126720599.28
01.235.622/0001-61;2022-12-31;2;Ações de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1273170.81
01.235.622/0001-61;2022-12-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368412;2773542000122;1;200;;;;461;45488961.07
01.235.622/0001-61;2022-12-31;2;FII;BRIX FII- SÊNIOR;35360651000177;;;;;;9867.75;13324233.6
01.235.622/0001-61;2022-12-31;2;FII;Dovel FII;10522648000181;;;;;;51145.01;61265384.64
01.235.622/0001-61;2022-12-31;2;FII;OPPORTUNITY BALASSIANO FII;42273290000197;;;;;;65851.17;74788622.23
01.235.622/0001-61;2022-12-31;2;FII;FII- GENERAL SEVERIANO;17007528000195;;;;;;8000;14255513.33
01.235.622/0001-61;2022-12-31;2;FII;BRIX FII- MEZANINO;35360651000177;;;;;;26171.32;32172967.29
01.235.622/0001-61;2022-12-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;34;2735886.88
01.235.622/0001-61;2022-12-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - CRI_18L1368427_CCI;2773542000122;1;201;;;;1;136304173.55
01.235.622/0001-61;2022-12-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO- CRI_18L1368412;2773542000122;1;200;;;;429;42331376.9
01.235.622/0001-61;2022-12-31;2;CRI/CRA;RB SEC COMPANHIA DE SECURITIZACAO - - CRI_18L1368427;2773542000122;1;201;;;;36;2896821.41
01.497.954/0001-14;2022-03-31;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;903.05;38311.63
01.497.954/0001-14;2022-06-30;4;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;1214.1;24441.76
01.497.954/0001-14;2022-09-30;1;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;853.39;36551.09
01.497.954/0001-14;2022-12-31;2;Outras Cotas de FI;Bradesco FICFI RF Referenciado DI Special;60906179000172;;;;;;853.39;21516.45
01.601.918/0001-59;2022-03-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;14054.82;733637.36
01.601.918/0001-59;2022-03-31;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5611105.5
01.601.918/0001-59;2022-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;10907.32;585624.31
01.601.918/0001-59;2022-06-30;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5361411
01.601.918/0001-59;2022-09-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;7608.92;421979.7
01.601.918/0001-59;2022-09-30;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5982900
01.601.918/0001-59;2022-12-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;5058.83;289454.59
01.601.918/0001-59;2022-12-31;1;FII;Fundo SDI Rio Bravo Renda Logística;16.671.412/0001-93;;;;;;61050;5768004
01.633.741/0001-72;2022-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;9;102015.3
01.633.741/0001-72;2022-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;39;444792.06
01.633.741/0001-72;2022-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;22;249793.41
01.633.741/0001-72;2022-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;13;151611.2
01.633.741/0001-72;2022-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2028;;8;93863.8
01.633.741/0001-72;2022-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;41;479871.3
01.633.741/0001-72;2022-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;9;104387.36
01.633.741/0001-72;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;4;48413.27
01.633.741/0001-72;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2026;;2;24205.08
01.633.741/0001-72;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;17;204737.9
01.633.741/0001-72;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2028;;2;23846.79
01.633.741/0001-72;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;44;531842.41
01.633.741/0001-72;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2028;;6;75113.13
01.633.741/0001-72;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2028;;14;174859.67
01.633.741/0001-72;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;4;48416.94
01.633.741/0001-72;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;17;212991.24
01.633.741/0001-72;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;34;423448.04
01.636.325/0001-28;2022-03-31;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;1086.15;3727762.9
01.636.325/0001-28;2022-06-30;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;1029.66;3643099.5
01.636.325/0001-28;2022-09-30;1;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;1587.7;5812895.13
01.636.325/0001-28;2022-12-31;2;Outros Ativos Financeiros;Aplicação Itaú Corpus Plus DI;60701190000104;;;;Aplicação Automática;;2258.55;8548854.84
01.657.856/0001-05;2022-03-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16.916.063/0001-22;;;;;;169215.98;339392.42
01.657.856/0001-05;2022-03-31;1;Outras Cotas de FI;ITAU - CDB DI;360305000104;;;;;;1;831108.37
01.657.856/0001-05;2022-06-30;1;Outras Cotas de FI;ITAU - CDB DI;360305000104;;;;;;1;855264.32
01.657.856/0001-05;2022-06-30;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16.916.063/0001-22;;;;;;194552.86058;400926.75
01.657.856/0001-05;2022-06-30;1;Outras Cotas de FI;CAIXA FIC GIRO MPE RF REF DI LP;10551370000170;;;;;;8163.807338;15039.82
01.657.856/0001-05;2022-09-30;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16.916.063/0001-22;;;;;;138861.09;295328.31
01.657.856/0001-05;2022-09-30;1;Outras Cotas de FI;ITAU - CDB DI;360305000104;;;;;;1;883575.59
01.657.856/0001-05;2022-09-30;1;Outras Cotas de FI;CAIXA FIC GIRO MPE RF REF DI LP;10551370000170;;;;;;63248.54;119975.35
01.657.856/0001-05;2022-12-31;1;Outras Cotas de FI;ITAU - CDB DI;360305000104;;;;;;1;911833.51
01.657.856/0001-05;2022-12-31;1;Outras Cotas de FI;CAIXA FIC GIRO EMPRESARIAL RF DLL;16.916.063/0001-22;;;;;;108340.7971718;212446.89
01.657.856/0001-05;2022-12-31;1;Outras Cotas de FI;CAIXA FIC GIRO MPE RF REF DI LP;10551370000170;;;;;;96904.524676;211376.46
01.964.775/0001-40;2022-03-31;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;125;1121936.27
01.964.775/0001-40;2022-06-30;1;Outros Ativos Financeiros;BANCO CENTRAL;;;;;LFT;;125;1121936.27
02.027.437/0001-44;2022-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;5250.3;274056.54
02.027.437/0001-44;2022-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;4962.39471;266435.71
02.027.437/0001-44;2022-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;5653.30599;313524.26
02.027.437/0001-44;2022-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI;6175696000173;;;;;;8188.75;468541.29
02.508.235/0001-14;2022-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;27800.47;1451136.96
02.508.235/0001-14;2022-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;25959.9;1377704.94
02.508.235/0001-14;2022-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;34961.09;1938892.56
02.508.235/0001-14;2022-12-31;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;16688.70567;954889.21
03.251.720/0001-18;2022-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;18;204030.59
03.251.720/0001-18;2022-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;31;351850.63
03.251.720/0001-18;2022-03-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;366;4182623.97
03.251.720/0001-18;2022-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;18;208774.72
03.251.720/0001-18;2022-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;375;4380321.61
03.251.720/0001-18;2022-06-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;7;81737.57
03.251.720/0001-18;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;7;84124.01
03.251.720/0001-18;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2028;;58;704656.63
03.251.720/0001-18;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;2;24025.22
03.251.720/0001-18;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;15;182143.4
03.251.720/0001-18;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2026;;25;303818.7
03.251.720/0001-18;2022-09-30;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;306;3682624.92
03.251.720/0001-18;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2027;;84;1054343.24
03.251.720/0001-18;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2026;;158;1941064.86
03.251.720/0001-18;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2028;;122;1529901.62
03.251.720/0001-18;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2026;;25;313648.96
03.251.720/0001-18;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2025;;2;24808.84
03.251.720/0001-18;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 09/2028;;4;50088.79
03.251.720/0001-18;2022-12-31;1;Outros Ativos Financeiros;TESOURO NACIONAL;;;;;LFT VENC 03/2027;;7;86876.83
03.507.519/0001-59;2022-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;44982.2;2347993.03
03.507.519/0001-59;2022-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;65532.00629;3518476.37
03.507.519/0001-59;2022-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;54171.17289;3004256.13
03.507.519/0001-59;2022-09-30;1;Outros Ativos Financeiros;Aplicação Itaú Trust DI;60701190000104;;;;CDB;;1;1335500
03.507.519/0001-59;2022-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;71968.8625;4117890.19
03.683.056/0001-86;2022-03-31;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;149420.99;7799517.53
03.683.056/0001-86;2022-03-31;1;FII;VBI Prime Properties;35652102000176;;;;;;12193;1120414.77
03.683.056/0001-86;2022-03-31;1;FII;Renda Educacional;13873457000152;;;;;;41542;5124621.12
03.683.056/0001-86;2022-03-31;1;FII;Legatus Shopping;30248158000146;;;;;;3500;304465
03.683.056/0001-86;2022-03-31;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;522121;49966979.7
03.683.056/0001-86;2022-03-31;1;FII;CSHG Real Estate;9072017000129;;;;;;20068;2539806.08
03.683.056/0001-86;2022-03-31;1;FII;The One;12948291000123;;;;;;368;56598.4
03.683.056/0001-86;2022-03-31;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;18170;1472315.1
03.683.056/0001-86;2022-06-30;1;Outras Cotas de FI;Itaú SOBERANO FR SIMPLES LP FICFI;6175696000173;;;;;;118060.38;6338775.36
03.683.056/0001-86;2022-06-30;1;FII;CSHG Real Estate;9072017000129;;;;;;20068;2602418.24
03.683.056/0001-86;2022-06-30;1;FII;Renda Educacional;13873457000152;;;;;;41542;4897801.8
03.683.056/0001-86;2022-06-30;1;FII;VBI Prime Properties;35652102000176;;;;;;12193;1119317.4
03.683.056/0001-86;2022-06-30;1;FII;Brazil Real Estate Victory;26195121000120;;;;;;522121;49079374
03.683.056/0001-86;2022-06-30;1;FII;Autonomy Edifícios Corporativos FII;35765826000126;;;;;;18170;1389823.3
03.683.056/0001-86;2022-06-30;1;FII;The One;12948291000123;;;;;;368;59660.16
