CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.762.723/0001-28;2022-09-30;1;0;0;0;0;0;0;0;0;0;0;78616.68;76780.89;-86651.26;-86651.26;0;0;0;0;0;0;-1624156.83;-2133152.59;-1632191.41;-2143022.96;0;0;0;0;0;0;0;0;0;0;-1632191.41;-2143022.96;121467.6;121467.6;0;0;0;0;0;0;121467.6;121467.6;;;-132812.46;-128481.66;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5059.65;-5059.65;0;0;-162022.01;-162022.01;0;0;0;0;0;0;0;0;-6285.54;-6285.54;-306179.66;-301848.86;-1816903.47;-2323404.22;-2323404.22;0;;0;0;0;0;0
00.762.723/0001-28;2022-12-31;1;0;0;0;0;0;0;0;0;0;0;63969.1;60202.47;-27382.94;-27382.94;0;0;0;0;-9600000;0;-4810.87;-1673887.22;-9568224.71;-1641067.69;0;0;0;0;0;0;0;0;0;0;-9568224.71;-1641067.69;50030.79;50030.79;0;0;0;0;0;0;50030.79;50030.79;;;-143772.57;-140091.38;0;0;0;0;0;0;0;0;0;0;-28699.98;-14349.99;0;0;-5059.71;-5059.71;0;0;-5318.6;-5318.6;0;0;0;-2605;0;0;-3517.96;-3517.96;-66411.97;-63806.97;-252780.79;-234749.61;-9770974.71;-1825786.51;-4149190.73;0;;0;0;0;0;0
00.868.235/0001-08;2022-03-31;1;0;0;0;0;0;0;0;0;0;0;1871769.04;1778396.38;-17800;-17800;0;0;0;0;0;0;-1406568.77;-1405771.82;447400.27;354824.56;0;0;0;0;0;0;0;0;0;0;447400.27;354824.56;22266.52;22266.52;0;0;0;0;0;0;22266.52;22266.52;;;-152538.72;-238027.56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-508.92;-508.92;0;0;0;0;0;0;-92.75;-92.75;-42846.14;-75346.14;-195986.53;-313975.37;273680.26;63115.71;63115.71;59959.9245;;;434528.0045;0;434528.0045;6.884625
00.868.235/0001-08;2022-06-30;1;0;0;0;0;0;0;0;0;0;0;1993405.68;1989384.16;0;0;0;0;0;0;0;0;61127.46;64421.94;2054533.14;2053806.1;0;0;0;0;0;0;0;0;0;0;2054533.14;2053806.1;21354.9;21354.9;0;0;0;0;0;0;21354.9;21354.9;;;-167354.9;-159993.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-12401.6;-12401.6;0;0;-2822.87;-2822.87;0;0;0;0;0;0;-94.02;-94.02;-37453.52;-44290.12;-220126.91;-219601.83;1855761.13;1855559.17;1918674.88;1822741.136;;;1846743.996;-1380886;465857.996;0.96251
00.868.235/0001-08;2022-09-30;1;0;0;0;0;0;0;0;0;0;0;2099224.71;2026296.14;-46896;-46896;0;0;0;0;0;0;84773.03;83215.86;2137101.74;2062616;0;0;0;0;0;0;0;0;0;0;2137101.74;2062616;90020.02;90020.02;0;0;0;0;0;0;90020.02;90020.02;;;-174902.22;-174902.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6165.47;-6165.47;0;0;-68644.42;-68644.42;0;0;0;0;0;0;0;0;-39233.89;-31280.96;-288946;-280993.07;1938175.76;1871642.95;1871642.95;1778060.8025;;;2064008.0025;-1360032.03;703975.9725;1.102779
00.868.235/0001-08;2022-12-31;1;0;0;0;0;0;0;0;0;0;0;2042557.16;2046568.45;-684406.34;-684406.34;0;0;0;0;5800000;0;34135.93;49336.47;7192286.75;1411498.58;0;0;0;0;0;0;0;0;0;0;7192286.75;1411498.58;27566.92;27566.92;0;0;0;0;0;0;27566.92;27566.92;;;-174902.22;-174902.22;0;0;0;0;0;0;0;0;0;0;-35425;0;0;0;-7083.04;-7083.04;0;0;-12545.34;-12545.34;0;0;0;-2605;0;0;-75.65;-75.65;-37452.06;-34847.06;-267483.31;-232058.31;6952370.36;1207007.19;3078650.14;2924717.633;;0;3856436.003;-3204644;651792.003;1.252639
01.201.140/0001-90;2022-03-31;1;0;0;0;0;0;0;0;0;0;0;21156235.73;26281811.9;-660137.31;-660137.31;0;0;0;0;0;0;-542388.62;-1111572.81;19953709.8;24510101.78;0;0;0;0;0;0;0;0;0;0;19953709.8;24510101.78;385141.05;385141.05;0;0;0;0;0;0;385141.05;385141.05;;;-280132.77;-281037.58;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-23150.99;-23150.99;0;0;-271392.56;-271392.56;0;0;0;0;0;0;-276.53;-276.53;-71304.86;-133304.86;-646257.71;-709162.52;19692593.14;24186080.31;24186080.31;22976776.2945;;0;20990591.0445;-14900992.6;6089598.4445;0.867879
01.201.140/0001-90;2022-06-30;1;0;0;0;0;0;0;0;0;0;0;22035350.89;22730908.19;-846210.39;-846210.39;0;0;0;0;0;0;-1007010.78;-1322585.31;20182129.72;20562112.49;0;0;0;0;0;0;0;0;0;0;20182129.72;20562112.49;483808.48;483808.48;0;0;0;0;0;0;483808.48;483808.48;;;-280089.22;-280689.84;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-60579;-60579;0;0;-95170.84;-95170.84;0;0;0;0;0;0;-94.02;-94.02;-31288.33;-31288.33;-467221.41;-467822.03;20198716.79;20578098.94;44764179.25;42525970.2875;;0;42713411.9975;-36133003.44;6580408.5575;0.954187
01.201.140/0001-90;2022-09-30;1;0;0;0;0;0;0;0;0;0;0;23299445.82;22678342.82;-1222151.02;-1222151.02;0;0;0;0;0;0;-910470.66;-1082683.17;21166824.14;20373508.63;0;0;0;0;0;0;0;0;0;0;21166824.14;20373508.63;557569.69;557569.69;0;0;0;0;0;0;557569.69;557569.69;;;-280142.11;-272856.91;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-45974.39;-45974.39;0;0;-69248.77;-69248.77;0;0;-7200;-7200;0;0;0;0;52014.07;52014.07;-350551.2;-343266;21373842.63;20587812.32;20587812.32;19558421.704;;0;19526131.204;-13204494.26;6321636.944;0.948432
01.201.140/0001-90;2022-12-31;1;0;0;0;0;0;0;0;0;0;0;27847677.4;24751151.63;-1750385.35;-1750385.35;0;0;0;0;-2405700;0;-474501.2;-474501.2;23217090.85;22526265.08;0;0;0;0;0;0;0;0;0;0;23217090.85;22526265.08;581274.39;581274.39;0;0;0;0;0;0;581274.39;581274.39;;;-279113.62;-281681.1;0;0;0;0;0;0;0;0;0;0;-85802;0;0;0;-13315622.95;-13311073.76;0;0;-1029377.43;-85789.93;0;0;-7200;0;0;0;-422693.56;-120693.56;-90308.76;-90308.76;-15230118.32;-13889547.11;8568246.92;9217992.36;29805804.68;28315514.446;;0;33560538;-33560538;0;1.125973
01.235.622/0001-61;2022-03-31;3;;;;;;;;;0;0;13730088.02;9644055.02;-6079053.49;-6079053.49;107638832.32;107638832.32;;;19070323.6;-50283975.64;-5040263.76;-5040263.76;129319926.69;55879594.45;5553874.26;5553874.26;1527671.71;;;;303968.07;303968.07;7385514.04;5857842.33;136705440.73;61737436.78;2789692.36;2789692.36;;;;;;;2789692.36;2789692.36;;;-6279324.5;-6280828.43;-4727273.12;;-3055975.99;-3142070.44;;;;;;-14300.12;-106900;-150583.73;;;-583564.55;-588451.56;-4808083.13;-4808083.13;;;-20746.49;-20746.49;;;;;-324453.85;-337899.13;-10531692.3;-10407791.25;-30438013.93;-25750754.28;109057119.16;38776374.86;38776374.86;36837556.117;;;-0.003;0;-0.003;0
01.235.622/0001-61;2022-06-30;2;;;;;;;;;0;0;6517878.36;8613001.44;-8219218.16;-8219218.16;73003244.69;112355885.72;;;1901650.06;;130387.44;415314.41;73333942.39;113164983.41;7295801.64;7295801.64;2667460.36;;;;2034231.33;326888.5;11997493.33;7622690.14;85331435.72;120787673.55;2205806.16;2205806.16;;;;;;;2205806.16;2205806.16;;;-6534900.24;-6538498.06;4285011.11;;-3173467.57;-3259815.18;;;;;;;;;;;-586561.48;-586561.48;;;;;;;;;;;-1025501.11;-1025501.11;-24819795.32;-18750850.64;-31855214.61;-30161226.47;55682027.27;92832253.24;127216046.57;120855244.2415;;;120855244.2415;0;120855244.2415;0.95
01.235.622/0001-61;2022-09-30;2;;;;;;;;;0;0;-4356084.88;9429334.84;-7122057.82;-7122057.82;71892511.5;56260386.59;;;;;19468612.21;7088419.5;79882981.01;65656083.11;2415794.43;2415794.43;226676.56;;;;1801931.5;1801931.5;4444402.49;4217725.93;84327383.5;69873809.04;1865193.73;1865193.73;;;;;;;1865193.73;1865193.73;;;-6733994.79;-6733136.65;;;-1814739.89;-1794144.46;;;;;;;-75297.6;;;;-619364.96;-619364.96;;;;;;;;;;;729477.33;729477.33;-18299919.25;-19291109.71;-26813839.16;-27708278.45;59378738.07;44030724.32;44030724.32;41829188.104;;;0.004;0;0.004;0
01.235.622/0001-61;2022-12-31;2;;;;;;;;;0;0;9185585.81;9613004.05;-7390577.79;-7390577.79;64948839.65;64028698.25;;;7198886.87;;9099985.22;7875359.05;83042719.76;74126483.56;3334771.22;3334771.22;63490.14;;;;83634.53;350319.24;3481895.89;3685090.46;86524615.65;77811574.02;1577043.65;1577043.65;;;;;;;1577043.65;1577043.65;;;-6468893.16;-6462882.51;9323296.4;;-2826656.88;-2682401.28;;;;;;;-122836;-106900;;;-387712.4;-387712.4;;;;;;;;;;;-325030.67;-325030.67;-20832825.83;-31626642.76;-21640658.54;-41591569.62;66461000.76;37797048.05;81801753.68;77711665.996;;;77711665.996;-35216046.44;42495619.556;0.95
01.356.517/0001-80;2022-03-31;1;;;;;;;;;0;0;20307212.4;19744376.14;-428972.6;-428972.6;0;0;0;0;;;12878.82;12878.82;19891118.62;19328282.36;0;0;;;;;;;0;0;19891118.62;19328282.36;;;;;338211.92;338211.92;7301.48;7301.48;345513.4;345513.4;;;-183359.37;-183359.37;;;;;-842669.51;-842669.51;;;;;-5889.57;-5889.57;;;-2558398.27;-2558398.27;;;;;;;;;;;;;-995595.53;-995595.53;-4585912.25;-4585912.25;15650719.77;15087883.51;15087883.51;14333489.3345;;;14333489.3345;0;14333489.3345;0.95
01.356.517/0001-80;2022-06-30;1;;;;;;;;;0;0;40783420.98;40602144.77;-720740.98;-720740.98;0;0;0;0;;;85575.79;85575.79;40148255.79;39966979.58;0;0;;;;;;;0;0;40148255.79;39966979.58;;;;;1110425.61;1110425.61;;;1110425.61;1110425.61;;;-386966.4;-386966.4;;;;;-1693432.91;-1693432.91;;;;;-12649.02;-12649.02;;;-2338810.4;-2338810.4;;;;;;;;;;;;;-2214083.15;-2214083.15;-6645941.88;-6645941.88;34612739.52;34431463.31;34431463.31;32709890.1445;;;32709890.1445;0;32709890.1445;0.95
01.356.517/0001-80;2022-09-30;1;;;;;;;;;0;0;62251980.26;61645644.41;-1037874.99;-1037874.99;0;0;0;0;;;92283.92;92283.92;61306389.19;60700053.34;0;0;;;;;;;0;0;61306389.19;60700053.34;;;;;2306509.27;2306509.27;;;2306509.27;2306509.27;;;-587815.27;-587815.27;;;;;-2578361.4;-2578361.4;;;;;-19408.47;-19408.47;;;-2005319.62;-2005319.62;;;;;;;;;;;;;-3189692.9;-3189692.9;-8380597.66;-8380597.66;55232300.8;54625964.95;54625964.95;51894666.7025;;;51894666.7025;-32709890.14;19184776.5625;0.95
01.356.517/0001-80;2022-12-31;1;;;;;;;;;0;0;77865974.95;78367115;-1373126.39;-1373126.39;0;0;0;0;;;110952.63;110952.63;76603801.19;77104941.24;;;;;;;;;0;0;76603801.19;77104941.24;;;;;3598003.88;3598003.88;;;3598003.88;3598003.88;;;-798558.64;-798558.64;;;;;-3223202.79;-3223202.79;;;;;-28421.07;-28421.07;;;-1850071.26;-1850071.26;;;;;;;;;;;;;-4480941.89;-4480941.89;-10381195.65;-10381195.65;69820609.42;70321749.47;70321749.47;66805661.9965;;;66805661.9965;-32709890.14;34095771.8565;0.95
01.497.954/0001-14;2022-03-31;1;0;0;0;0;0;0;0;0;0;0;1088599.36;1251925.73;-5045.34;-5045.34;0;0;0;0;0;0;-769427.17;-790272.78;314126.85;456607.61;0;0;0;0;0;0;0;0;0;0;314126.85;456607.61;814.86;814.86;0;0;0;0;0;0;814.86;814.86;;;-52610.04;-44066.79;0;0;0;0;0;0;0;0;0;0;-1635;0;0;0;-5802.15;-742.5;0;0;-15000;-15000;0;0;0;0;0;0;0;0;-10636.13;-10636.13;-85683.32;-70445.42;229258.39;386977.05;386977.05;367628.1975;;0;-0.0025;0;-0.0025;0
01.497.954/0001-14;2022-06-30;4;0;0;0;0;0;0;0;0;0;0;1572964.71;1537865.72;-4948.1;-4948.1;0;0;0;0;0;0;-805775.72;-828115.5;762240.89;704802.12;0;0;0;0;0;0;0;0;0;0;762240.89;704802.12;1583.3;1583.3;0;0;0;0;0;0;1583.3;1583.3;;;-51856.72;-42314.67;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5826.56;-10886.21;0;0;-33162.96;-33162.96;0;0;0;0;0;0;0;0;-12494.64;-10917.85;-103340.88;-97281.69;660483.31;609103.73;996080.78;946276.741;;0;946276.741;-530580.62;415696.121;0.95
01.497.954/0001-14;2022-09-30;1;0;0;0;0;0;0;0;0;0;0;1264310.87;1232115.58;-6568.62;-6568.62;0;0;0;0;0;0;-795542.42;-819421.65;462199.83;406125.31;0;0;0;0;0;0;0;0;0;0;462199.83;406125.31;1068.16;1068.16;0;0;0;0;0;0;1068.16;1068.16;;;-51726.72;-42535.73;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5802.15;-5802.15;0;0;-18596.91;-18596.91;0;0;0;0;0;0;0;0;-11784.99;-11784.99;-87910.77;-78719.78;375357.22;328473.69;328473.69;312050.0055;;120556.9;120556.8955;0;120556.8955;0.367021
01.497.954/0001-14;2022-12-31;2;0;0;0;0;0;0;0;0;0;0;1248687.77;1199238.21;-4876.68;-4876.68;0;0;0;0;4778450;0;-768511.59;-798146.56;5253749.5;396214.97;0;0;0;0;0;0;0;0;0;0;5253749.5;396214.97;1171.9;1171.9;0;0;0;0;0;0;1171.9;1171.9;;;-57786.75;-49079.97;0;0;0;0;0;0;0;0;0;0;-17695;-17695;0;0;-5802.15;-5802.15;0;0;-18596.91;-18596.91;0;0;-6000;-6000;0;0;0;0;-19995.63;-19995.63;-125876.44;-117169.66;5129044.96;280217.21;608690.9;578256.355;;0;578256.355;-211901.18;366355.175;0.95
