CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Data_Alienacao;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Percentual_Imovel_PL
32.655.589/0001-52;2022-06-30;1;NYT_503;Avenida Brasilia nº 2121, Sala 503 - Vila São Paulo, Araçatuba-SP;2022-05-02;42.74;1;Não possui características relevantes;0.000928;0.007455
32.655.589/0001-52;2022-06-30;1;NYT_504;Avenida Brasilia nº 2121, Sala 504 - Vila São Paulo, Araçatuba-SP;2022-05-03;42.74;1;Não possui características relevantes;0.000928;0.007455
32.655.589/0001-52;2022-06-30;1;NYT_506;Avenida Brasilia nº 2121, Sala 506 - Vila São Paulo, Araçatuba-SP;2022-06-23;43.87;1;Não possui características relevantes;0.002349;0.007725
32.655.589/0001-52;2022-06-30;1;NYT_605;Avenida Brasilia nº 2121, Sala 605 - Vila São Paulo, Araçatuba-SP;2022-06-14;43.87;1;Não possui características relevantes;0.000963;0.007725
32.655.589/0001-52;2022-06-30;1;NYT_615;Avenida Brasilia nº 2121, Sala 615 - Vila São Paulo, Araçatuba-SP;2022-05-18;45.40;1;Não possui características relevantes;0.070532;0.007995
32.655.589/0001-52;2022-06-30;1;NYT_619;Avenida Brasilia nº 2121, Sala 619 - Vila São Paulo, Araçatuba-SP;2022-05-04;42.74;1;Não possui características relevantes;0.001774;0.007526
32.655.589/0001-52;2022-06-30;1;NYT_704;Avenida Brasilia nº 2121, Sala 704 - Vila São Paulo, Araçatuba-SP;2022-05-31;42.74;1;Não possui características relevantes;0.000938;0.007526
32.655.589/0001-52;2022-06-30;1;NYT_907;Avenida Brasilia nº 2121, Sala 907 - Vila São Paulo, Araçatuba-SP;2022-04-05;42.74;1;Não possui características relevantes;0.000937;0.007526
32.655.589/0001-52;2022-06-30;1;NYT_1004;Avenida Brasilia nº 2121, Sala 1004 - Vila São Paulo, Araçatuba-SP;2022-05-17;42.74;1;Não possui características relevantes;0.000931;0.007476
32.655.589/0001-52;2022-06-30;1;NYT_1103;Avenida Brasilia nº 2121, Sala 1103 - Vila São Paulo, Araçatuba-SP;2022-04-19;42.74;1;Não possui características relevantes;0.000937;0.007526
32.655.589/0001-52;2022-06-30;1;NYT_1206;Avenida Brasilia nº 2121, Sala 1206 - Vila São Paulo, Araçatuba-SP;2022-06-23;43.87;1;Não possui características relevantes;0.000963;0.007725
32.655.589/0001-52;2022-06-30;1;NYT_1505;Avenida Brasilia nº 2121, Sala 1505 - Vila São Paulo, Araçatuba-SP;2022-04-28;43.87;1;Não possui características relevantes;0.002368;0.007725
32.655.589/0001-52;2022-06-30;1;NYT_1606;Avenida Brasilia nº 2121, Sala 1606 - Vila São Paulo, Araçatuba-SP;2022-04-07;43.87;1;Não possui características relevantes;0.00197;0.007725
32.655.589/0001-52;2022-06-30;1;NYT_1607;Avenida Brasilia nº 2121, Sala 1607 - Vila São Paulo, Araçatuba-SP;2022-04-07;42.74;1;Não possui características relevantes;0.000937;0.007526
32.655.589/0001-52;2022-06-30;1;NYT_1608;Avenida Brasilia nº 2121, Sala 1608 - Vila São Paulo, Araçatuba-SP;2022-04-07;42.74;1;Não possui características relevantes;0.000937;0.007526
32.655.589/0001-52;2022-06-30;1;LEDM_4A;Lotes nº 34 e 36, Rua 210, QS 1, A Unid. 6 - Águas Claras-DF;2022-06-21;194.31;1;Nenhuma característica relevante;0.003772;0.03027
32.655.589/0001-52;2022-09-30;1;DOTO1006;Rua Barão Geraldo de Resende, 97, Sala 1006 Guanabara, Campinas - SP;2022-08-31;41.08;1;Nenhuma caracteristica relevante.;0.000706;0.007962
32.655.589/0001-52;2022-09-30;1;NYT_404;Avenida Brasilia nº 2121, Sala 404 - Vila São Paulo, Araçatuba-SP;2022-09-08;42.74;1;Não possui características relevantes;0.004149;0.010609
32.655.589/0001-52;2022-09-30;1;NYT_505;Avenida Brasilia nº 2121, Sala 505 - Vila São Paulo, Araçatuba-SP;2022-07-20;43.87;1;Não possui características relevantes;0.003227;0.010772
32.655.589/0001-52;2022-09-30;1;NYT_08;Avenida Brasilia nº 2121, Sala 508 - Vila São Paulo, Araçatuba-SP;2022-08-08;42.74;1;Não possui características relevantes;0.005105;0.027209
32.655.589/0001-52;2022-09-30;1;NYT_809;Avenida Brasilia nº 2121, Sala 809 - Vila São Paulo, Araçatuba-SP;2022-08-11;44.98;1;Não possui características relevantes;0.002045;0.011165
32.655.589/0001-52;2022-09-30;1;NYT_904;Avenida Brasilia nº 2121, Sala 904 - Vila São Paulo, Araçatuba-SP;2022-08-11;42.74;1;Não possui características relevantes;0.002424;0.010609
32.655.589/0001-52;2022-09-30;1;NYT_906;Avenida Brasilia nº 2121, Sala 906 - Vila São Paulo, Araçatuba-SP;2022-07-05;43.87;1;Não possui características relevantes;0.000963;0.01089
32.655.589/0001-52;2022-09-30;1;NYT_908;Avenida Brasilia nº 2121, Sala 908 - Vila São Paulo, Araçatuba-SP;2022-07-21;42.74;1;Não possui características relevantes;0.002267;0.010609
32.655.589/0001-52;2022-09-30;1;NYT_1104;Avenida Brasilia nº 2121, Sala 1104 - Vila São Paulo, Araçatuba-SP;2022-08-23;42.74;1;Não possui características relevantes;0.000939;0.010609
32.655.589/0001-52;2022-09-30;1;NYT_1105;Avenida Brasilia nº 2121, Sala 1105 - Vila São Paulo, Araçatuba-SP;2022-09-08;43.87;1;Não possui características relevantes;0.000965;0.01089
32.655.589/0001-52;2022-09-30;1;NYT_1107;Avenida Brasilia nº 2121, Sala 1107 - Vila São Paulo, Araçatuba-SP;2022-09-14;42.74;1;Não possui características relevantes;0.000766;0.010538
32.655.589/0001-52;2022-09-30;1;NYT_1208;Avenida Brasilia nº 2121, Sala 1208 - Vila São Paulo, Araçatuba-SP;2022-08-16;42.74;1;Não possui características relevantes;0.000939;0.010609
32.655.589/0001-52;2022-09-30;1;NYT_1504;Avenida Brasilia nº 2121, Sala 1504 - Vila São Paulo, Araçatuba-SP;2022-08-29;42.74;1;Não possui características relevantes;0.004037;0.010609
32.655.589/0001-52;2022-09-30;1;AL_233BV;Rua Bernardo Giumarães, 105 Vaga 233- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_236BV;Rua Bernardo Giumarães, 105 Vaga 236- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_237BV;Rua Bernardo Giumarães, 105 Vaga 237- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_238BV;Rua Bernardo Giumarães, 105 Vaga 238- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma característica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_239BV;Rua Bernardo Giumarães, 105 Vaga 239- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_240BV;Rua Bernardo Giumarães, 105 Vaga 240- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_241BV;Rua Bernardo Giumarães, 105 Vaga 241- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_242BV;Rua Bernardo Giumarães, 105 Vaga 242- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_243BV;Rua Bernardo Giumarães, 105 Vaga 243- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_244BV;Rua Bernardo Giumarães, 105 Vaga 244- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_248BV;Rua Bernardo Giumarães, 105 Vaga 248- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_249BV;Rua Bernardo Giumarães, 105 Vaga 249- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_250BV;Rua Bernardo Giumarães, 105 Vaga 250- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_274BV;Rua Bernardo Giumarães, 105 Vaga 274- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_275BV;Rua Bernardo Giumarães, 105 Vaga 275- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_276BV;Rua Bernardo Giumarães, 105 Vaga 276- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_277BV;Rua Bernardo Giumarães, 105 Vaga 277- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_278BV;Rua Bernardo Giumarães, 105 Vaga 278- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_279BV;Rua Bernardo Giumarães, 105 Vaga 279- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_280BV;Rua Bernardo Giumarães, 105 Vaga 280- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_281BV;Rua Bernardo Giumarães, 105 Vaga 281- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_282BV;Rua Bernardo Giumarães, 105 Vaga 282- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_283BV;Rua Bernardo Giumarães, 105 Vaga 283- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_284BV;Rua Bernardo Giumarães, 105 Vaga 284- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;AL_285BV;Rua Bernardo Giumarães, 105 Vaga 285- Vila Boa Vista, Sorocaba-SP;2022-07-25;10.35;1;Nenhuma caracteristica relevante.;1.7E-05;0.000187
32.655.589/0001-52;2022-09-30;1;1LED310;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 310 - Águas Claras-DF;2022-08-31;36.99;1;Nenhuma característica relevante;0.000666;0.0064
32.655.589/0001-52;2022-09-30;1;1LED406;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 406 - Águas Claras-DF;2022-08-23;39.23;1;Nenhuma característica relevante;0.00064;0.006948
32.655.589/0001-52;2022-09-30;1;1LED702;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 702 - Águas Claras-DF;2022-08-09;55.65;1;Nenhuma característica relevante;0.000867;0.0098
32.655.589/0001-52;2022-09-30;1;1LED704;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 704 - Águas Claras-DF;2022-08-09;36.99;1;Nenhuma característica relevante;0.000567;0.0064
32.655.589/0001-52;2022-09-30;1;1LED804;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 804 - Águas Claras-DF;2022-08-09;36.99;1;Nenhuma característica relevante;0.000726;0.006512
32.655.589/0001-52;2022-09-30;1;1LED810;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 810 - Águas Claras-DF;2022-08-31;36.99;1;Nenhuma característica relevante;0.000577;0.006512
32.655.589/0001-52;2022-09-30;1;1LED812;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 812 - Águas Claras-DF;2022-08-09;39.06;1;Nenhuma característica relevante;0.000611;0.006906
32.655.589/0001-52;2022-09-30;1;1LED1005;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1005 - Águas Claras-DF;2022-08-18;39.87;1;Nenhuma característica relevante;0.000625;0.00706
32.655.589/0001-52;2022-09-30;1;1LED1101;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1104 - Águas Claras-DF;2022-08-31;36.99;1;Nenhuma característica relevante;0.000789;0.008901
32.655.589/0001-52;2022-09-30;1;1LED1204;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1204 - Águas Claras-DF;2022-08-31;36.99;1;Nenhuma característica relevante;0.00069;0.006512
32.655.589/0001-52;2022-09-30;1;1LED1207;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1207 - Águas Claras-DF;2022-08-19;39.87;1;Nenhuma característica relevante;0.000658;0.00706
32.655.589/0001-52;2022-09-30;1;1LED1311;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1311 - Águas Claras-DF;2022-08-16;39.06;1;Nenhuma característica relevante;0.000604;0.00682
32.655.589/0001-52;2022-09-30;1;1LED1312;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1312 - Águas Claras-DF;2022-08-16;39.06;1;Nenhuma característica relevante;0.000604;0.00682
32.655.589/0001-52;2022-09-30;1;1LED1401;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1401 - Águas Claras-DF;2022-08-31;39.06;1;Nenhuma característica relevante;0.000716;0.006906
32.655.589/0001-52;2022-09-30;1;1LED1403;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1403 - Águas Claras-DF;2022-08-31;37.54;1;Nenhuma característica relevante;0.000615;0.00661
32.655.589/0001-52;2022-09-30;1;1LED1406;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1406 - Águas Claras-DF;2022-08-31;39.23;1;Nenhuma característica relevante;0.00098;0.006948
32.655.589/0001-52;2022-09-30;1;1LED1407;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1407 - Águas Claras-DF;2022-08-29;39.87;1;Nenhuma característica relevante;0.036125;0.00706
32.655.589/0001-52;2022-09-30;1;1LED1504;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1504 - Águas Claras-DF;2022-08-31;36.99;1;Nenhuma característica relevante;0.000929;0.0064
32.655.589/0001-52;2022-09-30;1;1LED1505;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1505 - Águas Claras-DF;2022-08-31;39.87;1;Nenhuma característica relevante;0.000985;0.006987
32.655.589/0001-52;2022-09-30;1;1LED1507;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1507 - Águas Claras-DF;2022-08-19;39.87;1;Nenhuma característica relevante;0.001008;0.006987
32.655.589/0001-52;2022-09-30;1;1LED1511;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1511 - Águas Claras-DF;2022-08-09;39.06;1;Nenhuma característica relevante;0.001354;0.00682
32.655.589/0001-52;2022-09-30;1;1LED1605;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1605 - Águas Claras-DF;2022-08-24;39.87;1;Nenhuma característica relevante;0.00033;0.00706
32.655.589/0001-52;2022-09-30;1;1LED1606;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1606 - Águas Claras-DF;2022-08-31;39.23;1;Nenhuma característica relevante;0.03542;0.006948
32.655.589/0001-52;2022-09-30;1;1LED1608;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1608 - Águas Claras-DF;2022-08-31;39.23;1;Nenhuma característica relevante;0.00253;0.006948
32.655.589/0001-52;2022-09-30;1;1LED1612;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1612 - Águas Claras-DF;2022-08-31;39.06;1;Nenhuma característica relevante;0.000489;0.006906
32.655.589/0001-52;2022-09-30;1;CAL812_9;Rua Teixeira Heizer, 1.965 Ap. 812 Torre 9 - Recreio dos Bandeirantes - Rio de Janeiro, RJ;2022-07-08;175.00;1;Nenhuma característica relevante.;0.006371;0.035127
32.655.589/0001-52;2022-12-30;1;NYT_705;Avenida Brasilia nº 2121, Sala 705 - Vila São Paulo, Araçatuba-SP;2022-10-31;43.87;1;Não possui características relevantes;0.000965;0.014154
32.655.589/0001-52;2022-12-30;1;NYT_803;Avenida Brasilia nº 2121, Sala 803 - Vila São Paulo, Araçatuba-SP;2022-11-01;42.74;1;Não possui características relevantes;0.00094;0.013789
32.655.589/0001-52;2022-12-30;1;AL_2B;Rua Bernardo Giumarães, 105 Loja 2- Vila Boa Vista, Sorocaba-SP;2022-11-09;537.80;1;Nenhuma caracteristica relevante.;0.006129;0.089644
32.655.589/0001-52;2022-12-30;1;AL_129BV;Rua Bernardo Giumarães, 105 Vaga 129- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_138BV;Rua Bernardo Giumarães, 105 Vaga 138- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_139BV;Rua Bernardo Giumarães, 105 Vaga 139- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_147BV;Rua Bernardo Giumarães, 105 Vaga 147- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_151BV;Rua Bernardo Giumarães, 105 Vaga 151- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_152BV;Rua Bernardo Giumarães, 105 Vaga 152- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_227BV;Rua Bernardo Giumarães, 105 Vaga 227- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_231BV;Rua Bernardo Giumarães, 105 Vaga 231- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_234BV;Rua Bernardo Giumarães, 105 Vaga 234- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_235BV;Rua Bernardo Giumarães, 105 Vaga 235- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_252BV;Rua Bernardo Giumarães, 105 Vaga 252- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_253BV;Rua Bernardo Giumarães, 105 Vaga 253- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_273BV;Rua Bernardo Giumarães, 105 Vaga 273- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_37BV;Rua Bernardo Giumarães, 105 Vaga 37- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_38BV;Rua Bernardo Giumarães, 105 Vaga 38- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_45BV;Rua Bernardo Giumarães, 105 Vaga 45- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_46BV;Rua Bernardo Giumarães, 105 Vaga 46- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_47BV;Rua Bernardo Giumarães, 105 Vaga 47- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_48BV;Rua Bernardo Giumarães, 105 Vaga 48- Vila Boa Vista, Sorocaba-SP;2022-12-01;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;AL_223BV;Rua Bernardo Giumarães, 105 Vaga 223- Vila Boa Vista, Sorocaba-SP;2022-11-08;10.35;1;Nenhuma caracteristica relevante.;1.1E-05;0.000167
32.655.589/0001-52;2022-12-30;1;1LED104;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 104 - Águas Claras-DF;2022-12-01;36.99;1;Nenhuma característica relevante;0.000615;0.009
32.655.589/0001-52;2022-12-30;1;1LED110;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 110 - Águas Claras-DF;2022-12-01;36.99;1;Nenhuma característica relevante;0.000615;0.009
32.655.589/0001-52;2022-12-30;1;1LED203;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 203 - Águas Claras-DF;2022-10-24;37.54;1;Nenhuma característica relevante;0.000633;0.009292
32.655.589/0001-52;2022-12-30;1;1LED204;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 204 - Águas Claras-DF;2022-10-24;36.99;1;Nenhuma característica relevante;0.000625;0.009175
32.655.589/0001-52;2022-12-30;1;1LED210;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 210 - Águas Claras-DF;2022-12-01;36.99;1;Nenhuma característica relevante;0.000627;0.009175
32.655.589/0001-52;2022-12-30;1;1LED212;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 212 - Águas Claras-DF;2022-12-01;39.06;1;Nenhuma característica relevante;0.000663;0.009701
32.655.589/0001-52;2022-12-30;1;1LED304;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 304 - Águas Claras-DF;2022-12-01;36.99;1;Nenhuma característica relevante;0.000615;0.009
32.655.589/0001-52;2022-12-30;1;1LED403;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 403 - Águas Claras-DF;2022-10-24;37.54;1;Nenhuma característica relevante;0.000633;0.009292
32.655.589/0001-52;2022-12-30;1;1LED404;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 404 - Águas Claras-DF;2022-10-24;36.99;1;Nenhuma característica relevante;0.000625;0.009175
32.655.589/0001-52;2022-12-30;1;1LED409;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 409 - Águas Claras-DF;2022-10-24;37.54;1;Nenhuma característica relevante;0.000633;0.009292
32.655.589/0001-52;2022-12-30;1;1LED410;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 410 - Águas Claras-DF;2022-10-24;36.99;1;Nenhuma característica relevante;0.000625;0.009175
32.655.589/0001-52;2022-12-30;1;1LED506;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 506 - Águas Claras-DF;2022-10-24;39.23;1;Nenhuma característica relevante;0.000657;0.009643
32.655.589/0001-52;2022-12-30;1;1LED604;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 604 - Águas Claras-DF;2022-10-20;36.99;1;Nenhuma característica relevante;0.000577;0.008464
32.655.589/0001-52;2022-12-30;1;1LED1003;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1003 - Águas Claras-DF;2022-10-24;37.54;1;Nenhuma característica relevante;0.000633;0.009292
32.655.589/0001-52;2022-12-30;1;1LED1104;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1104 - Águas Claras-DF;2022-10-17;36.99;1;Nenhuma característica relevante;0.000567;0.008319
32.655.589/0001-52;2022-12-30;1;1LED1109;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1109 - Águas Claras-DF;2022-10-24;37.54;1;Nenhuma característica relevante;0.000621;0.009117
32.655.589/0001-52;2022-12-30;1;1LED1306;Lotes nº 34 e 36, Rua 210, QS 1, T1 Unid. 1306 - Águas Claras-DF;2022-10-17;39.23;1;Nenhuma característica relevante;0.000609;0.008937
32.655.589/0001-52;2022-12-30;1;LEDM_54F;Lotes nº 34 e 36, Rua 210, QS 1, F Unid. 54 - Águas Claras-DF;2022-11-01;45.45;1;Nenhuma característica relevante;0.001033;0.015158
32.774.914/0001-04;2022-06-30;2;HESA 170 - 301 - B;;2022-05-24;;1;Mat165314;0.0026486192208992;0.00250894991088182
32.774.914/0001-04;2022-06-30;2;HESA 170 - 402 - B;;2022-06-29;;1;Mat165325;0.00293485153035381;0.00240088730312815
32.774.914/0001-04;2022-06-30;2;HESA 170 - 503 - B;;2022-05-24;;1;Mat165336;0.00262476213671308;0.00248635087936744
32.774.914/0001-04;2022-06-30;2;HESA 170 - 508 - B;;2022-05-24;;1;Mat165341;0.00256074471357286;0.0024257092790894
32.774.914/0001-04;2022-06-30;2;HESA 170 - 702 - B;;2022-05-24;;1;Mat165355;0.00264653948356974;0.00250697984408391
32.774.914/0001-04;2022-06-30;2;HESA 170 - 703 - B;;2022-06-29;;1;Mat165356;0.00298779735719052;0.00244420021422132
32.774.914/0001-04;2022-06-30;2;HESA 170 - 1002 - B;;2022-04-28;;1;Mat165385;0.0024329950756648;0.00224752943923646
32.774.914/0001-04;2022-06-30;2;HESA 170 - 1102 - B;;2022-05-24;;1;Mat165395;0.00268091478837276;0.00253954244018739
32.774.914/0001-04;2022-06-30;2;HESA 170 - 1201R - B;;2022-06-29;;1;Mat165404;0.00305410955033594;0.00249844762705254
32.774.914/0001-04;2022-06-30;2;HESA 170 - 1301 - B;;2022-04-28;;1;Mat165414;0.00249898200273591;0.0023084862256601
32.774.914/0001-04;2022-06-30;2;HESA 170 - 1302 - B;;2022-05-24;;1;Mat165415;0.00268091478837276;0.00253954244018739
32.774.914/0001-04;2022-06-30;2;HESA 170 - 1303 - B;;2022-06-29;;1;Mat165416;0.00302659807984208;0.0024759415685634
32.774.914/0001-04;2022-06-30;2;HESA 170 - 1503R - B;;2022-04-28;;1;Mat165436;0.00250822657623923;0.00231702609132185
