CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
01.235.622/0001-61;2022-09-30;2;Cardeal Leme;LOGISTICA;0.162065;0.013625
01.235.622/0001-61;2022-09-30;2;Cardeal Leme;TELECOMUNICAÇÃO;0.070718;0.005945
01.235.622/0001-61;2022-09-30;2;Cardeal Leme;TI;0.42049;0.035351
01.235.622/0001-61;2022-09-30;2;Dom Gerado 46;MÍDIA;0.080206;0.001088
01.235.622/0001-61;2022-09-30;2;Dom Gerado 42;MIDÍA;1;0.027602
01.235.622/0001-61;2022-09-30;2;Golden Corporate;ENGENHARIA;0.476914;0.024794
01.235.622/0001-61;2022-09-30;2;Golden Corporate;SEGUROS;0.523086;0.027194
01.235.622/0001-61;2022-09-30;2;Ícono Parque;COMÉRCIO;0.248272;0.004256
01.235.622/0001-61;2022-09-30;2;Ícono Parque;HOSPITALAR;0.751728;0.012887
01.235.622/0001-61;2022-09-30;2;Largo de Santa Rita;SELF STORE;0;0
01.235.622/0001-61;2022-09-30;2;Marechal Camara;TI;1;0.029955
01.235.622/0001-61;2022-09-30;2;Presidente Antonio Carlos;FINANCEIRO;1;0.008897
01.235.622/0001-61;2022-09-30;2;Primeiro de Março;DISPONÍVEL;0;0
01.235.622/0001-61;2022-09-30;2;Rio Branco 45;DISPONÍVEL;0;0
01.235.622/0001-61;2022-09-30;2;Senhor dos Passos 107;COMERCIO;0;0
01.235.622/0001-61;2022-09-30;2;Sete de Setembro;COMERCIO;0;0
01.235.622/0001-61;2022-09-30;2;Teofilo Otoni 24;DISPONÍVEL;0;0
01.235.622/0001-61;2022-09-30;2;Travessa do Ouvidor;DISPONÍVEL;0;0
01.235.622/0001-61;2022-09-30;2;Uruguaiana, 76;DISPONÍVEL;0;0
01.235.622/0001-61;2022-09-30;2;Uruguaiana, 78;DISPONÍVEL;0;0
01.235.622/0001-61;2022-09-30;2;São Pedro da Aldeia;ÁGUA E ESGOTO;1;0.01663
01.235.622/0001-61;2022-09-30;2;Esquina 98;DISPONÍVEL;0;0
01.235.622/0001-61;2022-09-30;2;Rainha Guilhermina;FINANCEIRO;0.196083;0.009548
01.235.622/0001-61;2022-09-30;2;Rainha Guilhermina;ADVOCACIA;0.803917;0.039147
01.235.622/0001-61;2022-09-30;2;Touch;HOSPITALAR;0.673933;0.005342
01.235.622/0001-61;2022-09-30;2;Touch;MIDÍA;0.326067;0.002585
01.235.622/0001-61;2022-09-30;2;Itumbiara;ENSINO;1;0.056525
01.235.622/0001-61;2022-09-30;2;Edificio Center Shopping;ENSINO;1;0.124163
01.235.622/0001-61;2022-09-30;2;Innovitá;COMERCIO;0;0
01.235.622/0001-61;2022-09-30;2;Dom Gerado 46;LOGÍSTICA;0.919794;0.012473
01.235.622/0001-61;2022-09-30;2;Conde de Bonfim,149;DISPONÍVEL;0;0
01.235.622/0001-61;2022-09-30;2;Citta Office;MIDIA;1;0.111348
01.235.622/0001-61;2022-09-30;2;Citta America;ENSINO;0;0
01.235.622/0001-61;2022-12-31;2;Presidente Antonio Carlos;FINANCEIRO;1;0.008897
01.235.622/0001-61;2022-12-31;2;Marechal Camara;TI;1;0.024829
01.235.622/0001-61;2022-12-31;2;Largo de Santa Rita;SELF STORE;0;0
01.235.622/0001-61;2022-12-31;2;Ícono Parque;HOSPITALAR;0.511401;0.005131
01.235.622/0001-61;2022-12-31;2;Ícono Parque;COMÉRCIO;0.488599;0.004902
01.235.622/0001-61;2022-12-31;2;Golden Corporate;SEGUROS;0.452786;0.01637
01.235.622/0001-61;2022-12-31;2;Golden Corporate;ENGENHARIA;0.547214;0.019784
01.235.622/0001-61;2022-12-31;2;Dom Gerado 42;MIDIA;1;0.02093
01.235.622/0001-61;2022-12-31;2;Primeiro de Março;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Rio Branco 45;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Senhor dos Passos 107;COMERCIO;0;0
01.235.622/0001-61;2022-12-31;2;Av Mem de Sá;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Barão de Mesquita;ENSINO;1;0.032998
01.235.622/0001-61;2022-12-31;2;Sete de Setembro;COMERCIO;0;0
01.235.622/0001-61;2022-12-31;2;Teofilo Otoni 24;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Travessa do Ouvidor;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Uruguaiana, 76;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Cardeal Leme;COMÉRCIO;0.268435;0.022865
01.235.622/0001-61;2022-12-31;2;Cardeal Leme;CONSULTORIA;0.00034;2.9E-05
01.235.622/0001-61;2022-12-31;2;Cardeal Leme;CONTABILIDADE;0.100636;0.008572
01.235.622/0001-61;2022-12-31;2;Cardeal Leme;ENGENHARIA;0.041561;0.00354
01.235.622/0001-61;2022-12-31;2;Cardeal Leme;FINANCEIRO;0.070673;0.00602
01.235.622/0001-61;2022-12-31;2;Cardeal Leme;LOGISTICA;0.134331;0.011442
01.235.622/0001-61;2022-12-31;2;Cardeal Leme;TELECOMUNICAÇÃO;0.056429;0.004806
01.235.622/0001-61;2022-12-31;2;Cardeal Leme;TI;0.327596;0.027904
01.235.622/0001-61;2022-12-31;2;Uruguaiana, 78;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Carioca;COMERCIO;0;0
01.235.622/0001-61;2022-12-31;2;Carioca;FINANCEIRO;1;0.034207
01.235.622/0001-61;2022-12-31;2;São Pedro da Aldeia;ÁGUA E ESGOTO;1;0.020022
01.235.622/0001-61;2022-12-31;2;Esquina 98;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Rainha Guilhermina;ADVOCACIA;0.207781;0.007996
01.235.622/0001-61;2022-12-31;2;Rainha Guilhermina;FINANCEIRO;0.792219;0.030486
01.235.622/0001-61;2022-12-31;2;CESBOM;ENSINO;1;0.09617
01.235.622/0001-61;2022-12-31;2;Citta America;ACADEMIA;0.99421;0.331433
01.235.622/0001-61;2022-12-31;2;Citta America;COMERCIO;0.00579;0.00193
01.235.622/0001-61;2022-12-31;2;Citta America;ENSINO;0;0
01.235.622/0001-61;2022-12-31;2;Citta Office;MIDIA;1;0.092695
01.235.622/0001-61;2022-12-31;2;Touch;HOSPITALAR;0.501538;0.002233
01.235.622/0001-61;2022-12-31;2;Touch;MÍDIA;0.498462;0.002219
01.235.622/0001-61;2022-12-31;2;Itumbiara;ENSINO;1;0.047587
01.235.622/0001-61;2022-12-31;2;Edificio Center Shopping;ENSINO;1;0.10442
01.235.622/0001-61;2022-12-31;2;Conde de Bonfim,149;DISPONÍVEL;0;0
01.235.622/0001-61;2022-12-31;2;Dom Gerado 46;LOGÍSTICA;0.919286;0.010011
01.235.622/0001-61;2022-12-31;2;Dom Gerado 46;MÍDIA;0.080714;0.000879
01.497.954/0001-14;2022-03-31;1;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2022-03-31;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2022-03-31;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2022-03-31;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2022-03-31;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2022-03-31;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2022-03-31;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2022-06-30;4;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2022-06-30;4;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2022-06-30;4;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2022-06-30;4;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2022-06-30;4;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2022-06-30;4;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2022-06-30;4;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2022-09-30;1;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2022-09-30;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2022-09-30;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2022-09-30;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2022-09-30;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2022-09-30;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2022-09-30;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2022-12-31;2;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2022-12-31;2;Centro Empresarial Rio Guahyba;Serviços;0;0
01.497.954/0001-14;2022-12-31;2;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2022-12-31;2;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2022-12-31;2;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2022-12-31;2;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2022-12-31;2;Edifício Maipú;Serviços;0;0
01.601.918/0001-59;2022-03-31;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2022-03-31;1;Dantas Barreto;Serviço;1;0.302078
01.601.918/0001-59;2022-03-31;1;Eusébio Matoso;Serviço;0;0
01.601.918/0001-59;2022-06-30;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2022-06-30;1;Dantas Barreto;Serviço;1;0.30175
01.601.918/0001-59;2022-06-30;1;Eusébio Matoso;Serviço;0;0
01.601.918/0001-59;2022-09-30;1;Eusébio Matoso;Serviço;0;0
01.601.918/0001-59;2022-09-30;1;Dantas Barreto;Serviço;1;0.304208
01.601.918/0001-59;2022-09-30;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2022-12-31;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2022-12-31;1;Dantas Barreto;Serviço;1;0
01.601.918/0001-59;2022-12-31;1;Eusébio Matoso;Serviço;0;0
01.633.741/0001-72;2022-03-31;1;Edificio Memorial Office Building;Transportes;0.220603;0.21434
01.633.741/0001-72;2022-03-31;1;Edificio Memorial Office Building;Turismo;0.354556;0.344491
01.633.741/0001-72;2022-06-30;1;Edificio Memorial Office Building;Turismo;0.217441;0.209238
01.633.741/0001-72;2022-06-30;1;Edificio Memorial Office Building;Transportes;0.240171;0.231111
01.633.741/0001-72;2022-09-30;1;Edificio Memorial Office Building;Transportes;0.240171;0.230076
01.633.741/0001-72;2022-09-30;1;Edificio Memorial Office Building;Turismo;0.217441;0.208301
01.633.741/0001-72;2022-12-31;1;Edificio Memorial Office Building;Turismo;0.210613;0.193366
01.633.741/0001-72;2022-12-31;1;Edificio Memorial Office Building;Transporte;0.246387;0.226211
01.633.741/0001-72;2022-12-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2022-12-31;1;Edificio Memorial Office Building;SetorN;0;0
01.636.325/0001-28;2022-03-31;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.089077
01.636.325/0001-28;2022-03-31;1;Moinhos Shopping;Calçados;0.113428;0.12718
01.636.325/0001-28;2022-03-31;1;Moinhos Shopping;Vestuário;0.193208;0.216633
01.636.325/0001-28;2022-03-31;1;Moinhos Shopping;Jóias;0.196267;0.220063
01.636.325/0001-28;2022-06-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.222708
01.636.325/0001-28;2022-06-30;1;Moinhos Shopping;Conveniência e Serviços;0.130479;0.098656
01.636.325/0001-28;2022-06-30;1;Moinhos Shopping;Joalherias e Óticas;0.166662;0.126014
01.636.325/0001-28;2022-06-30;1;Moinhos Shopping;Artigos Diversos;0.195135;0.147543
01.636.325/0001-28;2022-06-30;1;Moinhos Shopping;Vestuário;0.32139;0.243005
01.636.325/0001-28;2022-09-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.138874
01.636.325/0001-28;2022-09-30;1;Moinhos Shopping;Alimentação;0.07494;0.062428
01.636.325/0001-28;2022-09-30;1;Moinhos Shopping;Artigos Diversos;0.117025;0.097486
01.636.325/0001-28;2022-09-30;1;Moinhos Shopping;Conveniência e Serviços;0.125319;0.104395
01.636.325/0001-28;2022-09-30;1;Moinhos Shopping;Joalherias e Óticas;0.149513;0.12455
01.636.325/0001-28;2022-09-30;1;Moinhos Shopping;Vestuário;0.33303;0.277426
01.636.325/0001-28;2022-12-31;2;Moinhos Shopping;Vestuário;0.298148;0.21885
01.636.325/0001-28;2022-12-31;2;Moinhos Shopping;Conveniência e Serviços;0.205686;0.15098
01.636.325/0001-28;2022-12-31;2;Moinhos Shopping;Joalherias e Óticas;0.150885;0.110755
01.636.325/0001-28;2022-12-31;2;Moinhos Shopping;Artigos Diversos;0.107978;0.079259
01.636.325/0001-28;2022-12-31;2;Moinhos Shopping;Alimentação;0.051869;0.038074
01.636.325/0001-28;2022-12-31;2;Hotel Hilton Porto Alegre;Hotelaria;1;0.229202
01.636.325/0001-28;2022-12-31;2;Edifício Lafayette;Serviços Financeiros;0;0
01.657.856/0001-05;2022-03-31;1;Shopping Center Piedade;Variedades (âncora);0.301078;0.293628
01.657.856/0001-05;2022-03-31;1;Shopping Center Piedade;Roupas e acessórios;0.183626;0.179082
01.657.856/0001-05;2022-06-30;1;Shopping Center Piedade;Roupas e acessórios;0.163993;0.158132
01.657.856/0001-05;2022-06-30;1;Shopping Center Piedade;Variedades (âncora);0.339451;0.327319
01.657.856/0001-05;2022-09-30;1;Shopping Center Piedade;Roupas e acessórios;0.180741;0.17255
01.657.856/0001-05;2022-09-30;1;Shopping Center Piedade;Variedades (âncora);0.277866;0.265274
01.657.856/0001-05;2022-12-31;1;Shopping Center Piedade;Variedades (âncora);0.318758;0.305354
01.657.856/0001-05;2022-12-31;1;Shopping Center Piedade;Mall;0.199463;0.191075
01.657.856/0001-05;2022-12-31;1;Shopping Center Piedade;Roupas e acessórios;0.14224;0.13626
02.027.437/0001-44;2022-03-31;1;Ed Brasílio Machado;Industria;0.285714;0.313421
02.027.437/0001-44;2022-03-31;1;Ed Brasílio Machado;Serviços;0.714286;0.666947
02.027.437/0001-44;2022-06-30;1;Ed Brasílio Machado;Serviços;0.681117;0.666915
02.027.437/0001-44;2022-06-30;1;Ed Brasílio Machado;Industria;0.318883;0.312235
02.027.437/0001-44;2022-09-30;1;Ed Brasílio Machado;Industria;0.310251;0.302491
02.027.437/0001-44;2022-09-30;1;Ed Brasílio Machado;Serviços;0.689749;0.6725
02.027.437/0001-44;2022-12-31;1;Ed Brasílio Machado;Serviços;0.631124;0.613225
02.027.437/0001-44;2022-12-31;1;Ed Brasílio Machado;Industria;0.368876;0.358415
02.508.235/0001-14;2022-03-31;1;Contagem;Logística;1;0.993423
02.508.235/0001-14;2022-06-30;1;Contagem;Logística;1;0.992552
02.508.235/0001-14;2022-09-30;1;Contagem;Logística;1;0.988376
02.508.235/0001-14;2022-12-31;2;Contagem;Logística;1;0.980583
03.251.720/0001-18;2022-03-31;1;Edifício New York e Los Angeles;Instituição Financeira;0.544268;0.501503
