CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Ativo;Principais_Caracteristicas;Valor
15.576.907/0001-70;2022-12-31;2;GPA - Guarulhos;Direitos de superficie GPA - Imóvel Guarulhos;43186620.576456
15.576.907/0001-70;2022-12-31;2;GPA - São José dos Campos;Direitos de superfície GPA - Imóvel SJC;47028774.6628585
16.543.270/0001-89;2022-03-31;1;3 Apartamentos MG;Edificio Bossa Nova -BURITI;3000000
16.543.270/0001-89;2022-03-31;1;Season Empreendimentos;Subdistrito de Amaralina, Salvador, Bahia.;1868358.01
16.543.270/0001-89;2022-03-31;1;Terras Empreendimentos;Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS);11000000
16.543.270/0001-89;2022-03-31;1;120 LOTES -JARDINS MONET;JARDINS MONET-MG - ABAETÉ;12000000
16.543.270/0001-89;2022-03-31;1;80 LOTES -JARDINS MONET;JARDINS MONET-MG - ABAETÉ;8000000
16.543.270/0001-89;2022-03-31;1;BELA VISTA III 70 UNIDADES;BELA VISTA III -MG-FUNILÃNDIA;7000000
16.543.270/0001-89;2022-06-30;1;3 Apartamentos MG;Edificio Bossa Nova -BURITI;3000000
16.543.270/0001-89;2022-06-30;1;Season Empreendimentos;Subdistrito de Amaralina, Salvador, Bahia.;1868358.01
16.543.270/0001-89;2022-06-30;1;Terras Empreendimentos;Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS);11000000
16.543.270/0001-89;2022-06-30;1;120 LOTES -JARDINS MONET;JARDINS MONET-MG - ABAETÉ;12000000
16.543.270/0001-89;2022-06-30;1;80 LOTES -JARDINS MONET;JARDINS MONET-MG - ABAETÉ;8000000
16.543.270/0001-89;2022-06-30;1;BELA VISTA III 70 UNIDADES;BELA VISTA III -MG-FUNILÃNDIA;7000000
16.543.270/0001-89;2022-09-30;1;3 Apartamentos MG;Edificio Bossa Nova -BURITI;3000000
16.543.270/0001-89;2022-09-30;1;Season Empreendimentos;Subdistrito de Amaralina, Salvador, Bahia.;1868358.01
16.543.270/0001-89;2022-09-30;1;Terras Empreendimentos;Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS);11000000
16.543.270/0001-89;2022-09-30;1;120 LOTES -JARDINS MONET;JARDINS MONET-MG - ABAETÉ;12000000
16.543.270/0001-89;2022-09-30;1;80 LOTES -JARDINS MONET;JARDINS MONET-MG - ABAETÉ;8000000
16.543.270/0001-89;2022-09-30;1;BELA VISTA III 70 UNIDADES;BELA VISTA III -MG-FUNILÃNDIA;7000000
16.543.270/0001-89;2022-12-30;1;3 Apartamentos MG;Edificio Bossa Nova -BURITI;3000000
16.543.270/0001-89;2022-12-30;1;Season Empreendimentos;Subdistrito de Amaralina, Salvador, Bahia.;1868358.01
16.543.270/0001-89;2022-12-30;1;Terras Empreendimentos;Obras finalizadas o mercado regional ainda incipiente possui grande potencial ( Bonito MS);11000000
16.543.270/0001-89;2022-12-30;1;120 LOTES -JARDINS MONET;JARDINS MONET-MG - ABAETÉ;12000000
16.543.270/0001-89;2022-12-30;1;80 LOTES -JARDINS MONET;JARDINS MONET-MG - ABAETÉ;8000000
16.543.270/0001-89;2022-12-30;1;BELA VISTA III 70 UNIDADES;BELA VISTA III -MG-FUNILÃNDIA;7000000
16.671.412/0001-93;2022-12-31;1;Galpão Contagem;Direitos de usufruto imóvel de Contagem - MG;114407851.57
22.503.991/0001-68;2022-03-31;1;IMOVEL NO BAIRRO DO BRÁS - SP;Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.;133024.5
22.503.991/0001-68;2022-06-30;3;IMOVEL NO BAIRRO DO BRÁS - SP;Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.;133024.5
22.503.991/0001-68;2022-09-30;1;IMOVEL NO BAIRRO DO BRÁS - SP;Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.;133024.5
24.070.076/0001-51;2022-03-31;1;DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA;Participação através de permuta financeira;12802829.95
24.070.076/0001-51;2022-03-31;1;DIREITO DE PARTICIPAÇÃO VGV - PENAFOR;Participação através de permuta financeira;7896634.65
24.070.076/0001-51;2022-03-31;1;DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL;Participação através de permuta financeira;14140354.17
24.070.076/0001-51;2022-03-31;1;DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE;Participação através de permuta financeira;14700671.87
24.070.076/0001-51;2022-06-30;1;DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA;Participação através de permuta financeira;10093761.84
24.070.076/0001-51;2022-06-30;1;DIREITO DE PARTICIPAÇÃO VGV - PENAFOR;Participação através de permuta financeira;7373107.65
24.070.076/0001-51;2022-06-30;1;DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL;Participação através de permuta financeira;13937873.82
24.070.076/0001-51;2022-06-30;1;DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE;Participação através de permuta financeira;14338308.99
24.070.076/0001-51;2022-09-30;1;DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA;Participação através de permuta financeira;5812971.64
24.070.076/0001-51;2022-09-30;1;DIREITO DE PARTICIPAÇÃO VGV - PENAFOR;Participação através de permuta financeira;4839096.56
24.070.076/0001-51;2022-09-30;1;DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL;Participação através de permuta financeira;13496543.45
24.070.076/0001-51;2022-09-30;1;DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE;Participação através de permuta financeira;13907828.74
24.070.076/0001-51;2022-12-31;1;DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA;Participação através de permuta financeira;3999616.78
24.070.076/0001-51;2022-12-31;1;DIREITO DE PARTICIPAÇÃO VGV - PENAFOR;Participação através de permuta financeira;2785462.51
24.070.076/0001-51;2022-12-31;1;DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL;Participação através de permuta financeira;11688118.81
24.070.076/0001-51;2022-12-31;1;DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE;Participação através de permuta financeira;12763243.83
27.486.542/0001-72;2022-03-31;1;Viracopos;Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP;304901462
27.486.542/0001-72;2022-06-30;1;Viracopos;Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP;304901462
27.486.542/0001-72;2022-09-30;1;Viracopos;Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP;304901462
27.486.542/0001-72;2022-12-30;1;Viracopos;Galpão na Rodovia Miguel Melhado Campos, SP-324, Km 81,5, Itupeva - SP;311622602.4
28.267.530/0001-10;2022-03-31;1;IMOVEL NO BAIRRO DO BRÁS - SP;Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.;133024.5
28.267.530/0001-10;2022-06-30;3;IMOVEL NO BAIRRO DO BRÁS - SP;Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.;133024.5
28.267.530/0001-10;2022-09-30;2;IMOVEL NO BAIRRO DO BRÁS - SP;Propriedade fiduciária de imóveis na Rua Coronel Mursa, 46 a 166 no bairro do Brás em São Paulo - SP, relativos a execução de garantia.;133024.5
29.267.567/0001-00;2022-03-31;1;Sala Comercial;Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771;433000
29.267.567/0001-00;2022-03-31;1;Sala Comercial;Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776;433000
29.267.567/0001-00;2022-06-30;1;Sala Comercial;Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771;433000
29.267.567/0001-00;2022-06-30;1;Sala Comercial;Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776;433000
29.267.567/0001-00;2022-09-30;1;Sala Comercial;Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771;433000
29.267.567/0001-00;2022-09-30;1;Sala Comercial;Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776;433000
29.267.567/0001-00;2022-12-31;1;Sala Comercial;Sala Comercial - EDIFÍCIO GAUDÍ - N° 61 - MAT - 179.771;433000
29.267.567/0001-00;2022-12-31;1;Sala Comercial;Sala Comercial - EDIFÍCIO GAUDÍ - N° 71 - MAT - 179.776;433000
30.178.506/0001-56;2022-03-31;1;Fazenda Pirapozinho;Ativo em fase e regularização de documentação (Temos formalizado um CVC com clausulas resolutivas a serem cumpridas antes da integralização do ativo);1042000
30.178.506/0001-56;2022-06-30;1;Fazenda Pirapozinho;Ativo em fase e regularização de documentação (Temos formalizado um CVC com clausulas resolutivas a serem cumpridas antes da integralização do ativo);1042000
30.178.506/0001-56;2022-09-30;1;Fazenda Pirapozinho;Ativo em fase e regularização de documentação (Temos formalizado um CVC com clausulas resolutivas a serem cumpridas antes da integralização do ativo);1042000
30.178.506/0001-56;2022-12-31;1;Fazenda Pirapozinho;Ativo em fase e regularização de documentação (Temos formalizado um CVC com clausulas resolutivas a serem cumpridas antes da integralização do ativo);1042000
31.524.789/0001-03;2022-09-30;1;BBM PORTO BRAS;PERMUTA;9719072.52
36.501.128/0001-86;2022-12-31;1;FAZ ROMA - TO;Aquisição de Participação da empresa ECO BRASIL FLORESTAS S.A., referente as propriedades: Bela Vista I, Bela Vista II, Bom Jesus, Cachoeira - Lote 1, Cachoeira - Lote 2, Caititu, Estância Córdoba, Feio, Lontra, Pitanga, União I, União II, União III, Vai Quem Quer, Vitória, Vitória II e Capivara com as suas respectivas matrículas 640, 641, 455, 457, 456, 458, 586, 446, 459, 454, 507, 508, 442, 644, 585, 610 e 464 do CRI de Tupiratins-TO. A área total das propriedades é de 13.764,06 hectares.;40000000
36.731.458/0001-68;2022-03-31;1;Recebíveis Imobiliários;Provenientes das CRIs;33533562.27
36.731.458/0001-68;2022-03-31;1;Imoveis;Provenientes das CRIs;28610773.6
36.731.458/0001-68;2022-06-30;2;Imóveis;Provenientes das CRIs;26275864.07
36.731.458/0001-68;2022-09-30;1;Imóveis;Provenientes das CRIs;24585980.46
39.591.218/0001-01;2022-06-30;1;Terreno - Posto;Sinal pago aos proprietários. Aguardando finalizar as condições precedentes do CCV para quitar o pagamento e passar a escritura para o Fundo;1300000
39.591.218/0001-01;2022-09-30;1;Terreno - Posto;Concluídasas condições precedentes constantes do CCV mediante a quitação do preço do imóvel.;14269529.37
39.591.218/0001-01;2022-12-31;1;Terreno - Posto;Concluídasas condições precedentes constantes do CCV mediante a quitação do preço do imóvel.;14269529.37
40.010.015/0001-55;2022-12-31;1;Não possui informação apresentada;Não possui informação apresentada;0
40.944.707/0001-70;2022-12-31;1;Terreno - Posto;Concluídasas condições precedentes constantes do CCV mediante a quitação do preço do imóvel.;14269529.37
41.320.997/0001-44;2022-03-31;1;CUSTOS A INCORPORAR;CUSTOS A INCORPORAR NO IMÓVEL;209950.66
41.320.997/0001-44;2022-06-30;1;CUSTOS A INCORPORAR;CUSTOS A INCORPORAR NO IMÓVEL;1335458.98
41.320.997/0001-44;2022-09-30;1;CUSTOS A INCORPORAR;CUSTOS A INCORPORAR NO IMÓVEL;1405875.69
43.008.884/0001-33;2022-12-31;1;Empreendimento Edson 1400;Participação do Empreendimento equivalente a 2.296,80 m² (dois mil duzentos e noventa e seis metros e oitenta centímetros quadrados) de área privativa.;24116400
