CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Ativo;Principais_Caracteristicas;Valor
03.855.441/0001-63;2022-03-31;1;Vitória;Arrend Mercantil Financeiro;180032587.56
03.855.441/0001-63;2022-03-31;1;Santos;Arrend Mercantil Financeiro;496815250.1
03.855.441/0001-63;2022-03-31;1;Laboratório de Fluidos;Arrend Mercantil Financeiro;115619714.58
03.855.441/0001-63;2022-06-30;1;Vitória;Arrend Mercantil Financeiro;190869925.91
03.855.441/0001-63;2022-06-30;1;Santos;Arrend Mercantil Financeiro;522369018.39
03.855.441/0001-63;2022-06-30;1;Laboratório de Fluidos;Arrend Mercantil Financeiro;127838724.8
03.855.441/0001-63;2022-09-30;1;Vitória;Arrend Mercantil Financeiro;204364348.98
03.855.441/0001-63;2022-09-30;1;Santos;Arrend Mercantil Financeiro;530317101.01
03.855.441/0001-63;2022-09-30;1;Laboratório de Fluidos;Arrend Mercantil Financeiro;133102632.94
03.855.441/0001-63;2022-12-31;1;Vitória;Arrend Mercantil Financeiro;142175253.77
03.855.441/0001-63;2022-12-31;1;Santos;Arrend Mercantil Financeiro;421681954.72
03.855.441/0001-63;2022-12-31;1;Laboratório de Fluidos;Arrend Mercantil Financeiro;99136350.52
08.417.532/0001-30;2022-03-31;1;Bapon;Arrendamento Mercantil Financeiro;171565481.97
08.417.532/0001-30;2022-03-31;1;Basul;Arrendamento Mercantil Financeiro;208151759.15
08.417.532/0001-30;2022-06-30;1;Bapon;Arrendamento Mercantil Financeiro;180683725.51
08.417.532/0001-30;2022-06-30;1;Basul;Arrendamento Mercantil Financeiro;225013886.13
08.417.532/0001-30;2022-09-30;1;Bapon;Arrendamento Mercantil Financeiro;183197217.55
08.417.532/0001-30;2022-09-30;1;Basul;Arrendamento Mercantil Financeiro;234157385.02
08.417.532/0001-30;2022-12-31;1;Bapon;Arrendamento Mercantil Financeiro;188314295.78
08.417.532/0001-30;2022-12-31;1;Basul;Arrendamento Mercantil Financeiro;247065661.64
13.568.181/0001-07;2022-03-31;1;Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro;Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.525.925,93;3474074.07
13.568.181/0001-07;2022-03-31;1;Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP;Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 42.433,08;6412493.51
13.568.181/0001-07;2022-06-30;1;Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro;Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.525.925,93;3307407.42
13.568.181/0001-07;2022-06-30;1;Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP;Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 42.433,08;6412493.51
13.568.181/0001-07;2022-09-30;1;Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro;Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.525.925,93;3307407.42
13.568.181/0001-07;2022-09-30;1;Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP;Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 42.433,08;6412493.51
13.568.181/0001-07;2022-12-31;1;Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro;Direito Real de Uso de Superfície - DUS a ser amortizado até 2027 - Valor da Cessão R$ 10 MM - valor já amortizado de R$ 6.525.925,93;3307407.42
13.568.181/0001-07;2022-12-31;1;Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP;Direito Real de Uso de Superfície - DUS - a ser amortizado ate 2023 - Valor da Cessão R$ 50 mil - valor já amortizado R$ 42.433,08;6412493.51
13.584.584/0001-31;2022-03-31;1;Cemitério Morumby;130 Jazigos;1690000
13.584.584/0001-31;2022-03-31;1;Cemitério Morumby;943 Jazigos;14616500
13.584.584/0001-31;2022-03-31;1;Cemitério Morumby;1799 Jazigos;28604095.9
13.584.584/0001-31;2022-06-30;2;Cemitério Morumby;130 Jazigos;1690000
13.584.584/0001-31;2022-06-30;2;Cemitério Morumby;943 Jazigos;14616500
13.584.584/0001-31;2022-06-30;2;Cemitério Morumby;1799 Jazigos;28604100
13.584.584/0001-31;2022-09-30;2;Cemitério Morumby;130 Jazigos;1690000
13.584.584/0001-31;2022-09-30;2;Cemitério Morumby;943 Jazigos;14616500
13.584.584/0001-31;2022-09-30;2;Cemitério Morumby;1799 Jazigos;28604095.9
13.584.584/0001-31;2022-12-31;1;Cemitério Morumby;130 Jazigos;1690000
13.584.584/0001-31;2022-12-31;1;Cemitério Morumby;943 Jazigos;14616500
13.584.584/0001-31;2022-12-31;1;Cemitério Morumby;1799 Jazigos;28604095.9
14.423.780/0001-97;2022-03-31;1;DIR. REAL TINER COMP;Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora;2827457.47
14.423.780/0001-97;2022-06-30;1;DIR. REAL TINER COMP;Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora;2827457.47
14.423.780/0001-97;2022-09-30;1;DIR. REAL TINER COMP;Direito aquisitivo sobre 57 unidades residenciais, hipotecadas para garantia do financiamento da SPE incorporadora;2827457.47
15.576.907/0001-70;2022-03-31;1;Centauro;DIREITOS DE USO / RES-SPERATA A RECEBER;10280616.07
15.576.907/0001-70;2022-03-31;1;GPA - Tatuapé;Direitos de superficie GPA - Imóvel Tatuapé;17537478.2397979
15.576.907/0001-70;2022-03-31;1;GPA - Guarulhos;Direitos de superficie GPA - Imóvel Guarulhos;45692173.4580023
15.576.907/0001-70;2022-03-31;1;GPA - São José dos Campos;Direitos de superfície GPA - Imóvel SJC;49757237.3278976
15.576.907/0001-70;2022-06-30;1;Centauro;DIREITOS DE USO / RES-SPERATA A RECEBER;9926482.12
15.576.907/0001-70;2022-06-30;1;GPA - Tatuapé;Direitos de superficie GPA - Imóvel Tatuapé;17219250.8180988
15.576.907/0001-70;2022-06-30;1;GPA - Guarulhos;Direitos de superficie GPA - Imóvel Guarulhos;44863063.2317452
15.576.907/0001-70;2022-06-30;1;GPA - São José dos Campos;Direitos de superfície GPA - Imóvel SJC;48854364.2278301
15.576.907/0001-70;2022-09-30;2;Centauro;DIREITOS DE USO / RES-SPERATA A RECEBER;10584709.810884
15.576.907/0001-70;2022-09-30;2;GPA - Tatuapé;Direitos de superficie GPA - Imóvel Tatuapé;16897526.3917656
15.576.907/0001-70;2022-09-30;2;GPA - Guarulhos;Direitos de superficie GPA - Imóvel Guarulhos;44024841.9041006
15.576.907/0001-70;2022-09-30;2;GPA - São José dos Campos;Direitos de superfície GPA - Imóvel SJC;47941569.4453443
15.576.907/0001-70;2022-12-31;2;Centauro;DIREITOS DE USO / RES-SPERATA A RECEBER;10192683.52
15.576.907/0001-70;2022-12-31;2;GPA - Tatuapé;Direitos de superficie GPA - Imóvel Tatuapé;16575801.9654323
