CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
08.706.065/0001-69;2017-06-30;4;Estanplaza Funchal (ap. 505); R. Funchal, 281 - Vila Olimpia, São Paulo - SP, 04551-060;30.63;1;Estanplaza Funchal (ap. 505);0.0013;Renda
08.706.065/0001-69;2017-06-30;4;Estanplaza Funchal (ap. 502); R. Funchal, 281 - Vila Olimpia, São Paulo - SP, 04551-060;26.55;1;Estanplaza Funchal (ap. 502);0.0011;Renda
08.706.065/0001-69;2017-06-30;4;Estanplaza Funchal (ap. 501); R. Funchal, 281 - Vila Olimpia, São Paulo - SP, 04551-060;26.55;1;Estanplaza Funchal (ap. 501);0.0011;Renda
08.706.065/0001-69;2017-06-30;4;Estanplaza Funchal (ap. 310); R. Funchal, 281 - Vila Olimpia, São Paulo - SP, 04551-060;30.63;1;Estanplaza Funchal (ap. 310);0.0013;Renda
08.706.065/0001-69;2017-06-30;4;Estanplaza Funchal (ap. 207); R. Funchal, 281 - Vila Olimpia, São Paulo - SP, 04551-060;29.14;1;Estanplaza Funchal (ap. 207);0.0012;Renda
08.706.065/0001-69;2017-06-30;4;Estanplaza Funchal (ap. 105); R. Funchal, 281 - Vila Olimpia, São Paulo - SP, 04551-060;30.63;1;Estanplaza Funchal (ap. 105);0.0013;Renda
08.706.065/0001-69;2017-06-30;4;Estanplaza Funchal (ap. 103); R. Funchal, 281 - Vila Olimpia, São Paulo - SP, 04551-060;30.45;1;Estanplaza Funchal (ap. 103);0.0013;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1606);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1606);0.0056;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1605);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1605);0.0026;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1604);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1604);0.0026;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1603);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1603);0.0021;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1601);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1601);0.0056;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1516);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1516);0.0015;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1515);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1515);0.0015;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1507);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1507);0.0017;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1506);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1506);0.0017;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1505);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1505);0.0013;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1503);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1503);0.0013;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1502);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1502);0.0015;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1007);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1007);0.0017;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1006);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1006);0.0017;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 1002);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 1002);0.0015;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 815);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 815);0.0015;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 516);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 516);0.0015;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 507);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 507);0.0017;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 506);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 506);0.0017;Renda
08.706.065/0001-69;2017-06-30;4;Gran Estanplaza SP (ap. 307);R. Arizona, 1517 - Cidade Monções, São Paulo - SP, 04567-010;30.5;1;Gran Estanplaza SP (ap. 307);0.0017;Renda
11.701.400/0001-40;2017-03-31;1;Cores da Lapa, 640;RUA DO RIACHUELO, 92, APTO 640, LAPA, RIO DE JANEIRO/RJ;60;1;Este imóvel foi permutado com o Cores da Lapa, 1031.;0.0362;Renda
12.927.767/0001-40;2017-09-30;1;Venezuela;Avenida Venezuela, nºs 232 a 264, Bairro Gamboa, Município do Rio de Janeiro, Estado do Rio de Janeiro;5350;0;nenhuma;0.047592;Venda
12.927.767/0001-40;2017-12-29;1;Venezuela;Avenida Venezuela, nºs 232 a 264, Bairro Gamboa, Município do Rio de Janeiro, Estado do Rio de Janeiro;5350;0;nenhuma;0.047592;Venda
13.320.290/0001-00;2017-06-30;1;Heritage 311;Rua Leopoldo Couto de Magalhães Junior, s/nº - 28º Subdistrito - Jardim Paulista;564;0;O APARTAMENTO nº 311, localizado no 31º andar ou pavimento, possuirá a área privativa principal de 564,000m², a área privativa acessória de 94,470m² correspondentes a 5 (cinco) vagas de garagem, 1 (um) Box e 1 (um) depósito, adiante vinculados, totalizando uma área privativa coberta de 658,470m², a área comum de 335,676m², sendo 282,801m² de área comum coberta e 52,875m² de área comum descoberta, perfazendo a área total de 994,146m², correspondendo a fração ideal de 0,031672 no terreno do condomínio;0.1281;Renda
13.320.290/0001-00;2017-06-30;1;Heritage 321;Rua Leopoldo Couto de Magalhães Junior, s/nº - 28º Subdistrito - Jardim Paulista;1024;0;O APARTAMENTO DUPLEX nº 321 (Trezentos e vinte e um) localizado no 32º e 33º andares ou pavimentos, possuirá a área privativa principal de 1.024,000m², sendo 858,600m² de área privativa principal coberta e 165,400m² de área privativa principal descoberta, a área privativa acessória de 114,670m² correspondentes a 7 (sete) vagas de garagem, 1 (um) Box e 2 (dois) depósitos, adiante vinculados, perfazendo uma área privativa total de 1.138,670m², a área comum de 475,327m², sendo 391,881m² de área comum coberta e 83,446m² de área comum descoberta, perfazendo a área total de 1.613,997m², correspondendo-lhe a fração ideal de 0,050025 no terreno do condomínio.;0.2691;Renda
14.665.312/0001-29;2017-12-31;1;TLCH - BL1 APTO905;Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life;73.57;1;Imóvel vendido e depois distratado.;0.0075;Venda
18.312.285/0001-61;2017-09-30;1;Emprendimento EZ Towers, Torre B;Rua Arquiteto Olavo Redig de Campos. N° 105, São Paulo, SP;47001.51;52;Foram emitidos Certificados de Recebíveis Imobiliários ("CRI"), Séries de 173ª a 176ª da RB Capital Companhia de Securitização, adquiridos em sua totalidade Kinea. Em garantia dos pagamentos destes CRIs, foi outorgado alienação fiduciária sobre a totalidade das cotas de emissão e do imóvel do FII.;1;Renda
18.497.672/0001-10;2017-03-31;1;Edifício Antares 301;Avenida F, nº 50-A, quadra K-6, Setor Oeste, Goiânia, Goiás.;166.35;;Imóvel recebido em dação;0.0099293;Venda
18.497.672/0001-10;2017-03-31;1;Oeste Tower 2001;Avenida A, nº 555, Setor Oeste, Goiânia, Goiás;109.83;;Imóvel recebido em dação;0.0109;Venda
19.131.224/0001-60;2017-09-30;1;CEO - CORPORATE;Avenida João Cabral de Mello Neto nº 850, 5º, 6º e 7º andares, Barra da Tijuca, na Cidade e Estado do Rio de Janeiro;4781.898;24;;0.0446;Renda
19.131.224/0001-60;2017-09-30;1;GREEN TOWERS  BRASILIA  I;SAUN, Quadra 5, Lote B, Torres I, II e III, Brasília, Distrito Federal;24461.829;103;;0.1396;Renda
19.131.224/0001-60;2017-09-30;1;GREEN TOWERS  BRASILIA  II;SAUN, Quadra 5, Lote B, Loja nº 02 da Torre Sul I, Brasília, Distrito Federal;5.55;1;;0;Renda
19.131.224/0001-60;2017-09-30;1;GREEN TOWERS  BRASILIA  III;SAUN, Quadra 5, Lote B, Loja nº 02 da Torre Norte, Brasília, Distrito Federal;6.05;1;;0;Renda
19.131.224/0001-60;2017-09-30;1;GREEN TOWERS  BRASILIA  IV;SAUN, Quadra 5, Lote B, Lojas nº 05 e 06 da Torre Norte, Brasília, Distrito Federal;10.27;2;;0.0001;Renda
19.131.224/0001-60;2017-09-30;1;GREEN TOWERS  BRASILIA  V;SAUN, Quadra 5, Lote B, Lojas nº 03, 04 e 05, Brasília, Distrito Federal;13.6;3;;0.0001;Renda
19.131.224/0001-60;2017-09-30;1;GREEN TOWERS  BRASILIA  VI;SAUN, Quadra 5, Lote B, Lojas nº 03 e 04  da Torre Sul I, Brasília, Distrito Federal;9.09;2;;0.0001;Renda
20.118.492/0001-21;2017-03-31;1;Shopping Vautier Premium;Av. Vautier, 248, Brás - São Paulo, SP;29281.91;611;O shopping é formado por 10 edifícios localizados nas ruas Rodrigues dos Santos, Rua Victor Hugo e Rua Tiers no bairro do Brás em São Paulo;1;Renda
20.748.515/0001-81;2017-12-31;1;EMBU DAS ARTES;Avenida Helio Ossamu Daikuara nº 1.135,  Embu da Artes - SP;9331.06;1;Matrícula 5.086, RGI de Embu das Artes/SP;0.0335;Renda
22.103.617/0001-75;2017-03-31;1;Iguaçu;Fazenda Caveira e João Vaz, zona norte industrial, Perimetral  Norte, Goiânia,;19445.65;1;área de 19.445,65 m², galpão com área construída de 6.605,00 m²;0.0928;Renda
22.103.617/0001-75;2017-06-30;1;Iguaçu;Fazenda Caveira e João Vaz, zona norte industrial, Perimetral  Norte, Goiânia,;19445.65;1;área de 19.445,65 m², galpão com área construída de 6.605,00 m²;0.0928;Renda
22.646.161/0001-90;2017-03-31;1;Frad.E - Unid. 101 - Bl 1 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 17-11-2016.;0.0247;Venda
22.646.161/0001-90;2017-03-31;1;Frad.E - Unid. 101 - Bl 11 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 01-11-2016.;0.0247;Venda
22.646.161/0001-90;2017-03-31;1;Frad.E - Unid. 102 - Bl 11 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 01-11-2016.;0.0247;Venda
22.646.161/0001-90;2017-03-31;1;Frad.E - Unid. 102 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 14-10-2016.;0.0247;Venda
22.646.161/0001-90;2017-03-31;1;Frad.E - Unid. 201 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 19-10-2016.;0.0247;Venda
22.646.161/0001-90;2017-03-31;1;Frad.E - Unid. 301 - Bl 6 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;594.75;1;Direitos de aquisição formalizados por meio de PCV datada de 14-12-2016.;0.088;Venda
22.646.161/0001-90;2017-03-31;1;Frad.E - Unid. 301 - Bl 5 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;321.35;1;Direitos de aquisição formalizados por meio de PCV datada de 17-11-2016.;0.0296;Venda
22.646.161/0001-90;2017-03-31;1;Frad.E - Unid. 301 - Bl 4 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;321.35;1;Direitos de aquisição formalizados por meio de PCV datada de 14-12-2016.;0.0306;Venda
22.646.161/0001-90;2017-06-30;1;Frad.E - Unid. 102 - Bl 2 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 19-06-2017.;0.0409;Venda
22.646.161/0001-90;2017-06-30;1;Frad.E - Unid. 101 - Bl 2 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 02-05-2017.;0.0409;Venda
22.646.161/0001-90;2017-06-30;1;Frad.E - Unid. 102 - Bl 4 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 05-04-2017.;0.0142;Venda
22.646.161/0001-90;2017-06-30;1;Cond. Concept Living Boutique;Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ;144.89;1;Direitos de aquisição formalizados por meio de PCV datada de 12-05-2017.;0.0094;Venda
22.646.161/0001-90;2017-09-30;1;Frad.E - Unid. 102 - Bl 3 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 05-07-2017.;0.0309;Venda
22.646.161/0001-90;2017-09-30;1;Frad.E - Unid. 202 - Bl 4 - Village Maris;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;297.4;1;Direitos de aquisição formalizados por meio de PCV datada de 27-07-2017.;0.0309;Venda
22.646.161/0001-90;2017-09-30;1;Frad.E - Unid. 301 - Bl 3 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;321.35;1;Direitos de aquisição formalizados por meio de PCV datada de 27-07-2017.;0.0214;Venda
22.646.161/0001-90;2017-12-31;1;Frad.E - Unid. 202 - Bl 9 - Village Acqua;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;250.6;1;Direitos de aquisição formalizados por meio de PCV datada de 24-10-2017.;0.0145;Venda
22.646.161/0001-90;2017-12-31;1;Frad.E - Unid. 203 - Bl 6 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 22-11-2017.;0.0089;Venda
22.646.161/0001-90;2017-12-31;1;Frad.E - Unid. 103 - Bl 4 - Village Natura;"Fazenda do Frade" - 2º Distrito de Angra dos Reis - Rio de Janeiro;160.7;1;Direitos de aquisição formalizados por meio de PCV datada de 13-12-2017.;0.009;Venda
23.120.006/0001-06;2017-12-31;1;CD Contagem;Quinhão número 4 da Fazenda da Tapera, Contagem-MG;175000;1;o fundo é proprietário de 100% do imóvel;0.347546;Renda
23.120.098/0001-16;2017-12-29;1;Condominio Antonio Prado;Praça Antonio Prado, Nº 17 / 33 / 39 - Centro - CEP: 01010-010;11497;26;Possui 23 andares e 3 lojas;0.0191;Renda
23.120.098/0001-16;2017-12-29;1;Condominio Consolação;Rua da Consolação, Nº 247 / 257 / 265 / 271 e 279 - Consolação - CEP: 01301-000;17316;21;Possui 11 andares e 10 lojas;0.0348;Renda
23.740.527/0001-58;2017-12-29;1;Edificio de Escritório - Torre I (Sul);Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF;28902.77;16;O Fundo detem 85% do Imóvel;0.5942;Renda
23.740.527/0001-58;2017-12-29;1;Edificio de Escritório - Torre II (Central);Setor de Autarquias Norte - Quadra 5 - Lote B - Brasilia / DF;31348.95;16;O Fundo detem 42,5% do Imóvel;0.3106;Renda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 52;Rua Professor Dario Veloso, 36 - Curitiba;62.42;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 246;Rua Professor Dario Veloso, 36 - Curitiba;87.83;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 84;Rua Professor Dario Veloso, 36 - Curitiba;33.08;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 144;Rua Professor Dario Veloso, 36 - Curitiba;33.08;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 146;Rua Professor Dario Veloso, 36 - Curitiba;47.6;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 174;Rua Professor Dario Veloso, 36 - Curitiba;33.08;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 223;Rua Professor Dario Veloso, 36 - Curitiba;33.08;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 241;Rua Professor Dario Veloso, 36 - Curitiba;87.83;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 243;Rua Professor Dario Veloso, 36 - Curitiba;33.08;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 244;Rua Professor Dario Veloso, 36 - Curitiba;33.08;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 121;Rua Professor Dario Veloso, 36 - Curitiba;47.49;1;não há;0.0322740918036959;Venda
23.740.552/0001-31;2017-09-30;1;IGLOO CURITIBA - Torre A - unid 194;Rua Professor Dario Veloso, 36 - Curitiba;33.08;1;não há;0.0322740918036959;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 1;1. Hotel Fazenda: Sorocaba - SP, matrícula: 46.699. Endereço: Estrada Municipal Engenho Velho - Rod. Pres. Castelo Branco - Engenho Velho.;284658;1;1. Hotel Fazenda: Sorocaba - SP, matrícula: 46.699. Endereço: Estrada Municipal Engenho Velho - Rod. Pres. Castelo Branco - Engenho Velho.;0;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 2;2. Prédio Comercial: Pilar do Sul - SP, matrícula: 39. Endereço: Rua Dom Lucio Antunes de Souza, 393.;551;1;2. Prédio Comercial: Pilar do Sul - SP, matrícula: 39. Endereço: Rua Dom Lucio Antunes de Souza, 393.;0;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 3;3. Imóvel Comercial: Presidente Dutra - MA, matrícula: 6.797. Endereço: Praça São Sebastião, 411, Centro.;585;1;3. Imóvel Comercial: Presidente Dutra - MA, matrícula: 6.797. Endereço: Praça São Sebastião, 411, Centro.;0;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 4;4. Imóvel Comercial: Carazinho - RS, matrícula: 37.134. Endereço: Av. Gal. Flores da Cunha, 1657, Centro.;419;1;4. Imóvel Comercial: Carazinho - RS, matrícula: 37.134. Endereço: Av. Gal. Flores da Cunha, 1657, Centro.;0;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 5;5. Imóvel Industrial: Contagem - MG, matrícula: 93.214. Endereço: Av. Wilson Tavares Ribeiro, 800 - Chácaras Reunidas Sta. Terezinha.;16554;1;5. Imóvel Industrial: Contagem - MG, matrícula: 93.214. Endereço: Av. Wilson Tavares Ribeiro, 800 - Chácaras Reunidas Sta. Terezinha.;0;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 6;6. Prédio Residencial: São Conrado - RJ, matrícula: 44.236. Endereço: Avenida Prefeito Mendes de Morais, 1100, apto. 1301, Rio de Janeiro.;1909;1;6. Prédio Residencial: São Conrado - RJ, matrícula: 44.236. Endereço: Avenida Prefeito Mendes de Morais, 1100, apto. 1301, Rio de Janeiro.;0;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 7;7. Imóvel Comercial: Magé - RJ, matrícula: 41.879. Endereço: Av. N Sra. da Piedade, 75, Jardim N. Sra. da Piedade, Sede.;7311;1;7. Imóvel Comercial: Magé - RJ, matrícula: 41.879. Endereço: Av. N Sra. da Piedade, 75, Jardim N. Sra. da Piedade, Sede.;0;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 8;8. Empreendimento Residencial: Salvador Prime. Matrícula Global: 91.468. Endereço: Av. Tancredo Neves Esquina com a Alameda Salvador, Nº 2227, Caminho das Árvores, Salvador - BA.;50;1;8. Empreendimento Residencial: Salvador Prime. Matrícula Global: 91.468. Endereço: Av. Tancredo Neves Esquina com a Alameda Salvador, Nº 2227, Caminho das Árvores, Salvador - BA.;0;Venda
23.964.908/0001-10;2017-03-31;1;Imóvel 9;9.Imóvel Industrial 2: São José dos Pinhais - PR, matrícula: 65.771. Endereço: Avenida das Torres, 2391.;5489;1;9.Imóvel Industrial 2: São José dos Pinhais - PR, matrícula: 65.771. Endereço: Avenida das Torres, 2391.;0;Venda
