CNPJ_Fundo;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
00.868.235/0001-08;2017-12-31;1;Imóveis para renda acabados;ABS;Avenida Soledade, 569 - Porto Alegre/RS;10061;1;Duas torres de conjutos comerciais, mall e estacionamento;0.1837;0.069485;0.821214;;;;;;;
00.868.235/0001-08;2017-12-31;1;Imóveis para renda acabados;Hotel;Avenida Soledade, 569 - Porto Alegre/RS;3388;1;Hotel com operação da Accor com a marca Novotel;0;0;0.176412;;;;;;;
01.201.140/0001-90;2017-03-31;2;Imóveis para renda acabados;Grand Plaza Shopping;Avenida Industrial, 600, Centro, Santo André - SP;69628;300;Shopping Center;0.013;0.051;0.987335;;;;;;;
01.201.140/0001-90;2017-06-30;2;Imóveis para renda acabados;Grand Plaza Shopping;Avenida Industrial, 600, Centro, Santo André - SP;69628;300;Shopping Center;0.015;0.071;0.990626;;;;;;;
01.201.140/0001-90;2017-09-30;1;Imóveis para renda acabados;Grand Plaza Shopping;Avenida Industrial, 600, Centro, Santo André - SP;69628;300;Shopping Center;0.01;0.079;0.99647;;;;;;;
01.201.140/0001-90;2017-12-31;1;Imóveis para renda acabados;Grand Plaza Shopping;Avenida Industrial, 600, Centro, Santo André - SP;69628;300;Shopping Center;0.013;0.057;0.996377;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;0;0.0037075;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Salas;0;0;0.0184032;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Due Capri;Projeção "C" da  SQNW 307, do SHCNW, Brasília - DF;973;26;Construção própia;;;;;;;;;;0.0733
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;3926;49;Construção própia;;;;;;;;;;0.2245
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Visconde de Inhaúma;Rua Visconde de Inhúma nº95, centro, Rio de Janeiro;7688;1;Hotel;0;1;0;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES, Rua Ludwick Macal, nº 1190, Jardim da Penha, Vitória-ES e Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES;363;5;-;;;;;;;;;;0.0352
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;2017;1;Salas;0;0;0.00708519010240194;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282;1;Salas;0;0;0.0047676;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Due Murano;Projeção "D" da  SQNW 307, do SHCNW, Brasília - DF;37;33;Construção própia;;;;;;;;;;0.0935
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;4071;9;Lojas;0.408890734510692;0.127087032845131;0.0267899;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Estoque Diversos - Rio de Janeiro;Rua São Clemente, nº 159, Botafogo/ Av. Canal de Marapendi, nº 1.315, Jacarapagua, Rio de Janeiro - RJ;612;2;Aquisição de unidades prontas;;;;;;;;;;0.0027
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;2349;21;Aquisição de unidades prontas;;;;;;;;;;0.1164
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;14125;12;Lojas;0;0;0.813382;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Fusion;Bloco "D", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;1059;21;Construção própia;;;;;;;;;;0.0436
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;646;1;Salas;0;0;0.0062482;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0.0184424;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Riserva;Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES;3404;19;Construção própia;;;;;;;;;;0.2216
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Seasons;Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ;189;4;Aquisição de unidades prontas;;;;;;;;;;0.0105
01.235.622/0001-61;2017-03-31;1;Imóveis para renda em construção;Metropolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);2058;1;Retrofit;;;;1;;1;1;36999992;36999992;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;1722;55;Construção própia;;;;;;;;;;0.0788
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Le Quartier;Bloco "A", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;104;1;Construção própia;;;;;;;;;;0.0019
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;3545;5;Andares;0.253967001283751;0;0.0186721;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda em construção;Miguel Couto;Rua Miguel Couto, Centro - Rio de Janeiro;3583;1;Retrofit;;;;0;;0.25;0.27;4038558;4669487;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;208;1;Salas;0.600721910759542;0;0.0070917;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Cardeal Leme;Cardeal Leme, centro, Rio de Janeiro;2568;16;Teófilo Otoni;0.490459124370399;0.003;0.0412809;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Panorama;Av. Mexico nº74, centro, Rio de Janeiro;5210;4;Andares;0;0.0498993376822525;0.009497;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;750;1;Salas;0;0;0.0070166;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Salas;0;1;0.0050927;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17540;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG;437;19;Aquisição de unidades prontas;;;;;;;;;;0.011
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;799;1;Salas;0;1;0;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2005;7;Empresarial;0.285204991087344;0.142602495543672;0.0183734;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para venda acabados;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;1491;14;Aquisição de unidades prontas;;;;;;;;;;0.0914
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;639;1;Salas;0;0;0;;;;;;;
01.235.622/0001-61;2017-03-31;1;Imóveis para renda acabados;Av. Mem de sá;Av. Mem de Sá, Centro, Rio de Janeiro;800;1;Colégio São José;0;0;0.0012347;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Panorama;Av. Mexico nº74, centro, Rio de Janeiro;5210.49;4;Andares;0;0.049899;0.142269;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Visconde de Inhaúma;Rua Visconde de Inhúma nº95, centro, Rio de Janeiro;7688.02;1;Hotel;0;1;0;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Salas;0;1;0.004432;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645.79;1;Salas;0;0;0.005948;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;1;Salas;0.600721;0;0.005014;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Le Quartier;Bloco "A", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;5;1;Construção própia;;;;;;;;;;7.2E-05
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;16;Teófilo Otoni;0.395435;0;0.039567;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Riserva;Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES;2984.4;18;Construção própia;;;;;;;;;;0.240477
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;2016.63;1;Salas;0;0;0.041856;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG;115;5;Aquisição de unidades prontas;;;;;;;;;;0.012603
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Salas;0;0;0.004538;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Salas;0;0;0;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;638.64;1;Salas;0;0;0.007998;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;7;Empresarial;0.271704;0.166955;0.035543;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;1277.97;40;Construção própia;;;;;;;;;;0.059196
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Fusion;Bloco "D", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;425.49;11;Construção própia;;;;;;;;;;0.016761
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;1491.155;17;Aquisição de unidades prontas;;;;;;;;;;0.104698
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Due Murano;Projeção "D" da  SQNW 307, do SHCNW, Brasília - DF;929.25;27;Construção própia;;;;;;;;;;0.0782
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0.011367;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Due Capri;Projeção "C" da  SQNW 307, do SHCNW, Brasília - DF;832.83;25;Construção própia;;;;;;;;;;0.074877
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;5;Andares;0.226648;0;0.073809;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;0;0.003529;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;3483.93;46;Construção própia;;;;;;;;;;0.238737
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;2142.42;21;Construção própia;;;;;;;;;;0.1334
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Av. Mem de sá;Av. Mem de Sá, Centro, Rio de Janeiro;800;1;Colégio São José;0;0;0.001175;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Metrpolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;101;Salas;0;0;0.137956;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES;222.46;3;Aquisição de unidades prontas;;;;;;;;;;0.022861
01.235.622/0001-61;2017-06-30;1;Imóveis para renda em construção;Miguel Couto;Rua Miguel Couto, Centro - Rio de Janeiro;3583;1;Retrofit;;;;0;;0.0048;0.0043;4101444.03;4578356.13;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Salas;0;1;0;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Salas;0;0;0.006679;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;6887.17;9;Lojas;0.40889;0.127087;0.026789;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;14125;12;Lojas;0;0;0.408193;;;;;;;
01.235.622/0001-61;2017-06-30;1;Imóveis para venda acabados;Seasons;Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ;247.26;4;Aquisição de unidades prontas;;;;;;;;;;0.011995
01.235.622/0001-61;2017-06-30;1;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.044566;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda em construção;Miguel Couto;Rua Miguel Couto, Centro - Rio de Janeiro;3583;1;Retrofit;;;;0;;0.61;0.97;11798260.14;11798260.14;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;6887.17;9;Lojas;0.40889;0.127087;0.026789;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG;115;5;Aquisição de unidades prontas;;;;;;;;;;0.012603
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Due Capri;Projeção "C" da  SQNW 307, do SHCNW, Brasília - DF;595;18;Construção própia;;;;;;;;;;0.0121098285014551
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;5;Andares;0.226648;0;0.073809;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Due Murano;Projeção "D" da  SQNW 307, do SHCNW, Brasília - DF;792;24;Construção própia;;;;;;;;;;0.0245701575834237
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.044566;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Estoque Diversos;Av. Carlos Moreira Lima, nº 460, Vitória-ES /  Av. Central, nº 265, Colinas de Laranjeiras, Serra-ES / Rua Dona Tereza Cristina, no. 179, Colinas de Laranjeiras, Município da Serra/ES;222.46;3;Aquisição de unidades prontas;;;;;;;;;;0.022861
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Visconde de Inhaúma;Rua Visconde de Inhúma nº95, centro, Rio de Janeiro;7688.02;1;Hotel;0;1;0;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Salas;0;0;0;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Salas;0;1;0.004432;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;638.64;1;Salas;0;0;0.007998;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;2016.63;1;Salas;0;0;0.041856;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Salas;0;1;0;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645.79;1;Salas;0;0;0.005948;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Fusion;Bloco "D", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;416;12;Construção própia;;;;;;;;;;0.0123011322534148
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Le Quartier;Bloco "A", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;0;0;Construção própia;;;;;;;;;;0
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;7;Empresarial;0.271704;0.166955;0.035543;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;0;0.003529;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;16;Teófilo Otoni;0.395435;0;0.039567;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;1;Salas;0.600721;0;0.005014;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Salas;0;0;0.004538;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Salas;0;0;0.006679;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Allegro;Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES;2380;22;Construção própia;;;;;;;;;;0.0279544279786686
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0.011367;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Seasons;Estrada dos Bandeirantes, 5837 - Jacarepaguá - Rio de Janeiro - RJ;247.26;4;Aquisição de unidades prontas;;;;;;;;;;0.011995
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;14125;12;Lojas;0;0;0.408193;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para renda acabados;Metrpolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;101;Salas;0;0;0.137956;;;;;;;
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;3410;44;Construção própia;;;;;;;;;;0.0441537086253808
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Riserva;Rua Constante Sodré, 1313 - Praia do Canto, Vitória - ES;3330;20;Construção própia;;;;;;;;;;0.0571319290708277
01.235.622/0001-61;2017-09-29;2;Imóveis para venda em construção;Highline Square;Rua José Alexandre Buaiz, 230, Enseada do Suá, Vitória - ES;11540.27;135;-;;;;;0.42963;0.0057;0.0057;1070000;1070000;
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;1491.155;14;Aquisição de unidades prontas;;;;;;;;;;0.104698
01.235.622/0001-61;2017-09-29;2;Imóveis para venda acabados;Vision;Bloco "F", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;1085;28;Construção própia;;;;;;;;;;0.059196
01.235.622/0001-61;2017-12-29;2;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;6887;9;Lojas;0.4088;0.127;0.0267;;;;;;;
01.235.622/0001-61;2017-12-29;2;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;14125;12;Lojas;0;0;0.4081;;;;;;;
01.235.622/0001-61;2017-12-29;2;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG;5;150;Aquisição de unidades prontas;;;;;;;;;;0.0067
01.235.622/0001-61;2017-12-29;2;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798;1;Salas;0;1;0;;;;;;;
01.235.622/0001-61;2017-12-29;2;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749;1;Salas;0;0;0.0066;;;;;;;
01.235.622/0001-61;2017-12-29;2;Imóveis para venda acabados;Fusion;Bloco "D", do conjunto "A", do Edifício "Fusion Work & Live" da quadra 01, do SH/Norte, Brasília - DF;6;505;Construção própia;;;;;;;;;;0.0488
01.235.622/0001-61;2017-12-29;2;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645;1;Salas;0;0;0.0059;;;;;;;
01.235.622/0001-61;2017-12-29;2;Imóveis para renda acabados;Metrpolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;101;Salas;0;0;0.1379;;;;;;;
01.235.622/0001-61;2017-12-29;2;Imóveis para renda em construção;Miguel Couto;Rua Miguel Couto, Centro - Rio de Janeiro;3583;1;Retrofit;;;;0;;0.61;0.97;11798260.14;11798260.14;
