CNPJ_Fundo;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
01.201.140/0001-90;2017-12-31;1;Grand Plaza Shopping;Serviço;0.136135;0.135642
01.235.622/0001-61;2017-03-31;1;Av. Mem de sá;comércio;1;0.001235
01.235.622/0001-61;2017-03-31;1;Barão de Mesquita;Ensino;1;0.018403
01.235.622/0001-61;2017-03-31;1;Cardeal Leme;Serviços;0.196818;0.008125
01.235.622/0001-61;2017-03-31;1;Cardeal Leme;TI;0.168353;0.00695
01.235.622/0001-61;2017-03-31;1;Cardeal Leme;Comércio;0.159852;0.006599
01.235.622/0001-61;2017-03-31;1;Cardeal Leme;Engenharia;0.099585;0.004111
01.235.622/0001-61;2017-03-31;1;Carioca;Comércio;1;0.02679
01.235.622/0001-61;2017-03-31;1;CESBOM;Ensino;1;0.0074547
01.235.622/0001-61;2017-03-31;1;Citta America;Mineração;0.840825;0.683912
01.235.622/0001-61;2017-03-31;1;Citta America;Academia;0.099512;0.080941
01.235.622/0001-61;2017-03-31;1;Citta America;Telecomunicação;0.044545;0.036232
01.235.622/0001-61;2017-03-31;1;Citta America;Comércio;0.015118;0.012297
01.235.622/0001-61;2017-03-31;1;Citta Office;Mídia;1;0.0013878
01.235.622/0001-61;2017-03-31;1;Conde de Bonfim,149;Comércio;1;0.0070015
01.235.622/0001-61;2017-03-31;1;Dom Gerado 46;Logistica;0.518789;0.009687
01.235.622/0001-61;2017-03-31;1;Dom Gerado 46;Serviços;0.373305;0.00697
01.235.622/0001-61;2017-03-31;1;Dom Gerado 46;Governo;0.373305;0.002015
01.235.622/0001-61;2017-03-31;1;Golden Corporate;Auditoria;0.491214;0.009025
01.235.622/0001-61;2017-03-31;1;Golden Corporate;Consultoria;0.172979;0.003178
01.235.622/0001-61;2017-03-31;1;Golden Corporate;Engenharia;0.335807;0.00617
01.235.622/0001-61;2017-03-31;1;Marechal Camara;Engenharia;1;0.018442
01.235.622/0001-61;2017-03-31;1;Panorama;Comércio;1;0.009497
01.235.622/0001-61;2017-03-31;1;Primeiro de Março;Comércio;0;0
01.235.622/0001-61;2017-03-31;1;Rio Branco 45;Advocacia;1;0.007092
01.235.622/0001-61;2017-03-31;1;Senhor dos Passos 107;Comércio;1;0.003707
01.235.622/0001-61;2017-03-31;1;Sete de Setembro;Comércio;1;0.005903
01.235.622/0001-61;2017-03-31;1;Travessa do Ouvidor;Comércio;1;0.007017
01.235.622/0001-61;2017-03-31;1;Uruguaiana, 76;Comércio;1;0.004768
01.235.622/0001-61;2017-03-31;1;Uruguaiana, 78;Comércio;1;0.006248
01.235.622/0001-61;2017-03-31;1;Visconde de Inhaúma;Hotelaria;0;0
01.235.622/0001-61;2017-06-30;1;Av. Mem de sá;Comércio;1;0.001176
01.235.622/0001-61;2017-06-30;1;Barão de Mesquita;Ensino;1;0
01.235.622/0001-61;2017-06-30;1;Cardeal Leme;Serviços;0.195463;0.007743
01.235.622/0001-61;2017-06-30;1;Cardeal Leme;Contabilidade;0.096495;0.003822
01.235.622/0001-61;2017-06-30;1;Cardeal Leme;Comércio;0.132373;0.005244
01.235.622/0001-61;2017-06-30;1;Cardeal Leme;Engenharia;0.098899;0.003918
01.235.622/0001-61;2017-06-30;1;Carioca;Comércio;1;0.025561
01.235.622/0001-61;2017-06-30;1;CESBOM;Ensino;1;0.044621
01.235.622/0001-61;2017-06-30;1;Citta America;Mineração;0.67;0.002734
01.235.622/0001-61;2017-06-30;1;Citta America;Academia;0.212338;0.0865
01.235.622/0001-61;2017-06-30;1;Citta America;Telecomunicação;0.08;0.000345
01.235.622/0001-61;2017-06-30;1;Citta America;Comércio;0.028764;0.01172
01.235.622/0001-61;2017-06-30;1;Citta Office;Mídia;1;0.041908
01.235.622/0001-61;2017-06-30;1;Conde de Bonfim,149;Comércio;1;0.008007
01.235.622/0001-61;2017-06-30;1;Dom Gerado 46;Logistica;0.12493;0.009232
01.235.622/0001-61;2017-06-30;1;Dom Gerado 46;Serviços;0.090783;0.006709
01.235.622/0001-61;2017-06-30;1;Dom Gerado 46;Governo;0.784285;0.057959
01.235.622/0001-61;2017-06-30;1;Golden Corporate;Auditoria;0.247858;0.008601
01.235.622/0001-61;2017-06-30;1;Golden Corporate;Consultoria;0.050445;0.001795
01.235.622/0001-61;2017-06-30;1;Golden Corporate;Engenharia;0.335807;0.00882
01.235.622/0001-61;2017-06-30;1;Golden Corporate;Oleo & gás;0.23606;0.0084
01.235.622/0001-61;2017-06-30;1;Marechal Camara;Engenharia;1;0.011381
01.235.622/0001-61;2017-06-30;1;Panorama;Comércio;1;0.009051
01.235.622/0001-61;2017-06-30;1;Primeiro de Março;Comércio;0;0
01.235.622/0001-61;2017-06-30;1;Rio Branco 45;Advocacia;1;0.003533
01.235.622/0001-61;2017-06-30;1;Senhor dos Passos 107;Comércio;1;0.003533
01.235.622/0001-61;2017-06-30;1;Sete de Setembro;Comércio;1;0.004437
01.235.622/0001-61;2017-06-30;1;Travessa do Ouvidor;Comércio;1;0.006687
01.235.622/0001-61;2017-06-30;1;Uruguaiana, 76;Comércio;1;0.004543
01.235.622/0001-61;2017-06-30;1;Uruguaiana, 78;Comércio;1;0.005955
01.235.622/0001-61;2017-06-30;1;Visconde de Inhaúma;Hotelaria;0;0
01.235.622/0001-61;2017-06-30;1;Metrpolitan;Hospitalar;1;0.013812
01.235.622/0001-61;2017-09-29;2;Barão de Mesquita;Ensino;1;0
01.235.622/0001-61;2017-09-29;2;Cardeal Leme;Serviços;0.195463;0.007743
01.235.622/0001-61;2017-09-29;2;Cardeal Leme;Contabilidade;0.096495;0.003822
01.235.622/0001-61;2017-09-29;2;Cardeal Leme;Comércio;0.132373;0.005244
01.235.622/0001-61;2017-09-29;2;Cardeal Leme;Engenharia;0.098899;0.003918
01.235.622/0001-61;2017-09-29;2;Carioca;Comércio;1;0.025561
01.235.622/0001-61;2017-09-29;2;CESBOM;Ensino;1;0.044621
01.235.622/0001-61;2017-09-29;2;Citta America;Mineração;0.67;0.002734
01.235.622/0001-61;2017-09-29;2;Citta America;Academia;0.212338;0.0865
01.235.622/0001-61;2017-09-29;2;Citta America;Telecomunicação;0.08;0.000345
01.235.622/0001-61;2017-09-29;2;Citta America;Comércio;0.028764;0.01172
01.235.622/0001-61;2017-09-29;2;Citta Office;Mídia;1;0.041908
01.235.622/0001-61;2017-09-29;2;Conde de Bonfim,149;Comércio;1;0.008007
01.235.622/0001-61;2017-09-29;2;Dom Gerado 46;Logistica;0.12493;0.009232
01.235.622/0001-61;2017-09-29;2;Dom Gerado 46;Serviços;0.090783;0.006709
01.235.622/0001-61;2017-09-29;2;Dom Gerado 46;Governo;0.784285;0.057959
01.235.622/0001-61;2017-09-29;2;Golden Corporate;Auditoria;0.247858;0.008601
01.235.622/0001-61;2017-09-29;2;Golden Corporate;Consultoria;0.050445;0.001795
01.235.622/0001-61;2017-09-29;2;Golden Corporate;Engenharia;0.335807;0.00882
01.235.622/0001-61;2017-09-29;2;Golden Corporate;Oleo & gás;0.23606;0.0084
01.235.622/0001-61;2017-09-29;2;Marechal Camara;Engenharia;1;0.011381
01.235.622/0001-61;2017-09-29;2;Primeiro de Março;Comércio;0;0
01.235.622/0001-61;2017-09-29;2;Rio Branco 45;Advocacia;1;0.003533
01.235.622/0001-61;2017-09-29;2;Senhor dos Passos 107;Comércio;1;0.003533
01.235.622/0001-61;2017-09-29;2;Sete de Setembro;Comércio;1;0.004437
01.235.622/0001-61;2017-09-29;2;Travessa do Ouvidor;Comércio;1;0.006687
01.235.622/0001-61;2017-09-29;2;Uruguaiana, 76;Comércio;1;0.004543
01.235.622/0001-61;2017-09-29;2;Uruguaiana, 78;Comércio;1;0.005955
01.235.622/0001-61;2017-09-29;2;Visconde de Inhaúma;Hotelaria;0;0
01.235.622/0001-61;2017-09-29;2;Metrpolitan;Hospitalar;1;0.013812
01.235.622/0001-61;2017-12-29;2;Barão de Mesquita;Ensino;1;0
01.235.622/0001-61;2017-12-29;2;Cardeal Leme;Serviços;0.195463;0.007743
01.235.622/0001-61;2017-12-29;2;Cardeal Leme;Contabilidade;0.096495;0.003822
01.235.622/0001-61;2017-12-29;2;Cardeal Leme;Comércio;0.132373;0.005244
01.235.622/0001-61;2017-12-29;2;Cardeal Leme;Engenharia;0.098899;0.003918
01.235.622/0001-61;2017-12-29;2;Carioca;Comércio;1;0.025561
01.235.622/0001-61;2017-12-29;2;CESBOM;Ensino;1;0.044621
01.235.622/0001-61;2017-12-29;2;Citta America;Mineração;0.67;0.002734
01.235.622/0001-61;2017-12-29;2;Citta America;Academia;0.212338;0.0865
01.235.622/0001-61;2017-12-29;2;Citta America;Telecomunicação;0.08;0.000345
01.235.622/0001-61;2017-12-29;2;Citta America;Comércio;0.028764;0.01172
01.235.622/0001-61;2017-12-29;2;Citta Office;Mídia;1;0.041908
01.235.622/0001-61;2017-12-29;2;Conde de Bonfim,149;Comércio;1;0.008007
01.235.622/0001-61;2017-12-29;2;Dom Gerado 46;Logistica;0.12493;0.009232
01.235.622/0001-61;2017-12-29;2;Dom Gerado 46;Serviços;0.090783;0.006709
01.235.622/0001-61;2017-12-29;2;Dom Gerado 46;Governo;0.784285;0.057959
01.235.622/0001-61;2017-12-29;2;Golden Corporate;Auditoria;0.247858;0.008601
01.235.622/0001-61;2017-12-29;2;Golden Corporate;Consultoria;0.050445;0.001795
01.235.622/0001-61;2017-12-29;2;Golden Corporate;Engenharia;0.335807;0.00882
01.235.622/0001-61;2017-12-29;2;Golden Corporate;Oleo & gás;0.23606;0.0084
01.235.622/0001-61;2017-12-29;2;Marechal Camara;Engenharia;1;0.011381
01.235.622/0001-61;2017-12-29;2;Primeiro de Março;Comércio;0;0
01.235.622/0001-61;2017-12-29;2;Rio Branco 45;Advocacia;1;0.003533
01.235.622/0001-61;2017-12-29;2;Senhor dos Passos 107;Comércio;1;0.003533
01.235.622/0001-61;2017-12-29;2;Sete de Setembro;Comércio;1;0.004437
01.235.622/0001-61;2017-12-29;2;Travessa do Ouvidor;Comércio;1;0.006687
01.235.622/0001-61;2017-12-29;2;Uruguaiana, 76;Comércio;1;0.004543
01.235.622/0001-61;2017-12-29;2;Uruguaiana, 78;Comércio;1;0.005955
01.235.622/0001-61;2017-12-29;2;Metrpolitan;Hospitalar;1;0.013812
01.497.954/0001-14;2017-03-31;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-03-31;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-03-31;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-03-31;1;Edifício Rio Guaiba;Clínica Médica;0.01;0.02
01.497.954/0001-14;2017-03-31;1;Edifício Mostardeiro;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-03-31;1;Prédio Carlos Gomes;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-03-31;1;Prédio Dom Pedro;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-03-31;1;Conjunto Voluntários;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-03-31;1;Prédio Carlos Gomes;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Edifício Rio Guaiba;Clínica Médica;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Edifício Mostardeiro;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Prédio Carlos Gomes;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Prédio Dom Pedro;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Conjunto Voluntários;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-06-30;1;Prédio Carlos Gomes;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Praça Montivideo;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Edifício Rio Guaiba;Clínica Médica;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Edifício Mostardeiro;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Prédio Carlos Gomes;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Prédio Dom Pedro;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Conjunto Voluntários;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-09-30;1;Prédio Carlos Gomes;Sala Comercial;0.01;0.02
01.497.954/0001-14;2017-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2017-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2017-12-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2017-12-31;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2017-12-31;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2017-12-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2017-12-31;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2017-12-31;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2017-12-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.601.918/0001-59;2017-03-31;1;Eusébio Matoso;Banco;1;0
01.601.918/0001-59;2017-03-31;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2017-03-31;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2017-03-31;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2017-03-31;1;Dantas Barreto;Banco;1;0
01.601.918/0001-59;2017-03-31;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2017-03-31;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2017-03-31;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2017-03-31;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2017-03-31;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2017-03-31;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2017-03-31;1;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2017-06-30;2;Eusébio Matoso;Banco;1;0
01.601.918/0001-59;2017-06-30;2;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2017-06-30;2;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2017-06-30;2;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2017-06-30;2;Dantas Barreto;Banco;1;0
01.601.918/0001-59;2017-06-30;2;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2017-06-30;2;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2017-06-30;2;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2017-06-30;2;Joaquim Floriano;Banco;1;0
01.601.918/0001-59;2017-06-30;2;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2017-06-30;2;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2017-06-30;2;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2017-09-30;1;Eusébio Matoso;Banco;1;0.824245
01.601.918/0001-59;2017-09-30;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2017-09-30;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2017-09-30;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2017-09-30;1;Dantas Barreto;Banco;1;0.036802
01.601.918/0001-59;2017-09-30;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2017-09-30;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2017-09-30;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2017-09-30;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2017-09-30;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2017-09-30;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2017-09-30;1;Joaquim Floriano;SetorN;0;0
01.601.918/0001-59;2017-12-31;1;Eusébio Matoso;Banco;1;0.855297
01.601.918/0001-59;2017-12-31;1;Eusébio Matoso;Setor2;0;0
01.601.918/0001-59;2017-12-31;1;Eusébio Matoso;Setor3;0;0
01.601.918/0001-59;2017-12-31;1;Eusébio Matoso;SetorN;0;0
01.601.918/0001-59;2017-12-31;1;Dantas Barreto;Banco;1;0.038189
01.601.918/0001-59;2017-12-31;1;Dantas Barreto;Setor2;0;0
01.601.918/0001-59;2017-12-31;1;Dantas Barreto;Setor3;0;0
01.601.918/0001-59;2017-12-31;1;Dantas Barreto;SetorN;0;0
01.601.918/0001-59;2017-12-31;1;Joaquim Floriano;Setor1;0;0
01.601.918/0001-59;2017-12-31;1;Joaquim Floriano;Setor2;0;0
01.601.918/0001-59;2017-12-31;1;Joaquim Floriano;Setor3;0;0
01.601.918/0001-59;2017-12-31;1;Joaquim Floriano;SetorN;0;0
01.633.741/0001-72;2017-03-31;1;Edificio Memorial Office Building;Turismo;0.269087;0.294604
01.633.741/0001-72;2017-03-31;1;Edificio Memorial Office Building;Instituição Financeira;0.343299;0.376035
01.633.741/0001-72;2017-03-31;1;Edificio Memorial Office Building;Setor3;0;0
01.633.741/0001-72;2017-03-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2017-06-30;1;Edificio Memorial Office Building;Turismo;0.277962;0.269531
01.633.741/0001-72;2017-06-30;1;Edificio Memorial Office Building;Instituição Financeira;0.395055;0.383072
01.633.741/0001-72;2017-06-30;1;Edificio Memorial Office Building;Comercio;0;0
01.633.741/0001-72;2017-06-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2017-09-30;1;Edificio Memorial Office Building;Turismo;0.270866;0.265813
01.633.741/0001-72;2017-09-30;1;Edificio Memorial Office Building;Instituição Financeira;0.384969;0.377788
01.633.741/0001-72;2017-09-30;1;Edificio Memorial Office Building;Comercio;0.105702;0.10373
01.633.741/0001-72;2017-09-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2017-12-31;1;Edificio Memorial Office Building;Turismo;0.257325;0.25368
01.633.741/0001-72;2017-12-31;1;Edificio Memorial Office Building;Instituição Financeira;0.40059;0.394916
01.633.741/0001-72;2017-12-31;1;Edificio Memorial Office Building;Comercio;0.100418;0.098995
01.633.741/0001-72;2017-12-31;1;Edificio Memorial Office Building;SetorN;0;0
01.636.325/0001-28;2017-03-31;1;Moinhos Shopping;Vestuário;0.3965;0
01.636.325/0001-28;2017-03-31;1;Moinhos Shopping;Artigos Diversos;0.1068;0
01.636.325/0001-28;2017-03-31;1;Moinhos Shopping;Conveniência/Serviços;0.1106;0
01.636.325/0001-28;2017-06-30;1;Moinhos Shopping;Vestuário;0.3965;0
01.636.325/0001-28;2017-06-30;1;Moinhos Shopping;Artigos Diversos;0.1068;0
01.636.325/0001-28;2017-06-30;1;Moinhos Shopping;Conveniência/Serviços;0.1106;0
01.636.325/0001-28;2017-06-30;1;Hotel Sheraton Porto Alegre;Hotelaria;0.3965;0
01.636.325/0001-28;2017-09-30;1;Moinhos Shopping;Vestuário;0.64587;0.553708
01.636.325/0001-28;2017-09-30;1;Moinhos Shopping;Artigos Diversos;0.17397;0.149145
01.636.325/0001-28;2017-09-30;1;Moinhos Shopping;Conveniência/Serviços;0.18016;0.154452
01.636.325/0001-28;2017-09-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.117326
01.636.325/0001-28;2017-12-31;1;Moinhos Shopping;Vestuário;0.64587;0.553708
01.636.325/0001-28;2017-12-31;1;Moinhos Shopping;Artigos Diversos;0.17397;0.149145
01.636.325/0001-28;2017-12-31;1;Moinhos Shopping;Conveniência/Serviços;0.18016;0.154452
01.636.325/0001-28;2017-12-31;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.117326
01.657.856/0001-05;2017-03-31;1;Shopping Center Piedade;Calçados;0.137701;0.122443
01.657.856/0001-05;2017-03-31;1;Shopping Center Piedade;Vestuário;0.152569;0.135663
01.657.856/0001-05;2017-03-31;1;Shopping Center Piedade;Variedades;0.22769;0.20246
01.657.856/0001-05;2017-06-30;1;Shopping Center Piedade;Calçados;0.1428;0.1428
01.657.856/0001-05;2017-06-30;1;Shopping Center Piedade;Vestuário;0.140431;0.140431
01.657.856/0001-05;2017-06-30;1;Shopping Center Piedade;Variedades;0.142969;0.142969
01.657.856/0001-05;2017-09-30;1;Shopping Center Piedade;Calçados;0.139255;0.136873
01.657.856/0001-05;2017-09-30;1;Shopping Center Piedade;Vestuário;0.142957;0.140512
01.657.856/0001-05;2017-09-30;1;Shopping Center Piedade;Variedades;0.257824;0.253414
01.657.856/0001-05;2017-12-31;1;Shopping Center Piedade;Calçados;0.121429;0.120315
01.657.856/0001-05;2017-12-31;1;Shopping Center Piedade;Vestuário;0.129851;0.12866
01.657.856/0001-05;2017-12-31;1;Shopping Center Piedade;Variedades;0.188204;0.186478
02.027.437/0001-44;2017-03-31;1;Ed Brasílio Machado;Farmaceutica;1;0
02.027.437/0001-44;2017-03-31;1;Ed Brasílio Machado;Engenharia;1;0
02.027.437/0001-44;2017-03-31;1;Ed Brasílio Machado;Meio ambiente;1;0
02.027.437/0001-44;2017-03-31;1;Ed Brasílio Machado;Financeira;1;0
02.027.437/0001-44;2017-06-30;1;Ed Brasílio Machado;Farmaceutica;1;0
02.027.437/0001-44;2017-06-30;1;Ed Brasílio Machado;Engenharia;1;0
02.027.437/0001-44;2017-06-30;1;Ed Brasílio Machado;Meio ambiente;1;0
02.027.437/0001-44;2017-06-30;1;Ed Brasílio Machado;Financeira;1;0
02.027.437/0001-44;2017-09-30;1;Ed Brasílio Machado;Serviços;0.579562;0.57255
02.027.437/0001-44;2017-09-30;1;Ed Brasílio Machado;Industria;0.420438;0.415351
02.027.437/0001-44;2017-12-31;1;Ed Brasílio Machado;Serviços;0.547244;0.541576
02.027.437/0001-44;2017-12-31;1;Ed Brasílio Machado;Industria;0.452756;0.448106
02.508.235/0001-14;2017-03-31;1;Contagem;Logística;0.5;0
02.508.235/0001-14;2017-03-31;1;Contagem;Siderúrgica;0.5;0
02.508.235/0001-14;2017-03-31;1;Contagem;Setor3;0;0
02.508.235/0001-14;2017-03-31;1;Contagem;SetorN;0;0
02.508.235/0001-14;2017-06-30;1;Contagem;Logística;0.5;0
02.508.235/0001-14;2017-06-30;1;Contagem;Siderúrgica;0.5;0
02.508.235/0001-14;2017-06-30;1;Contagem;Setor3;0;0
02.508.235/0001-14;2017-06-30;1;Contagem;SetorN;0;0
02.508.235/0001-14;2017-09-30;1;Contagem;Logística;0.758355;0.752655
02.508.235/0001-14;2017-09-30;1;Contagem;Siderúrgica;0.241645;0.239828
02.508.235/0001-14;2017-09-30;1;Contagem;Setor3;0;0
02.508.235/0001-14;2017-09-30;1;Contagem;SetorN;0;0
02.508.235/0001-14;2017-12-31;1;Contagem;Logística;0.759869;0.754853
02.508.235/0001-14;2017-12-31;1;Contagem;Siderúrgica;0.240131;0.238546
02.508.235/0001-14;2017-12-31;1;Contagem;Setor3;0;0
02.508.235/0001-14;2017-12-31;1;Contagem;SetorN;0;0
03.251.720/0001-18;2017-03-31;2;Edifício New York e Los Angeles;Tecnologia;0.221094;0.210058
03.251.720/0001-18;2017-03-31;2;Edifício New York e Los Angeles;Comunicação;0.113505;0.108342
03.251.720/0001-18;2017-03-31;2;Edifício New York e Los Angeles;Instituição Financeira;0.119938;0.114483
03.251.720/0001-18;2017-03-31;2;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2017-06-30;1;Edifício New York e Los Angeles;Tecnologia;0.215185;0.208063
03.251.720/0001-18;2017-06-30;1;Edifício New York e Los Angeles;Comunicação;0.112183;0.10847
03.251.720/0001-18;2017-06-30;1;Edifício New York e Los Angeles;Instituição Financeira;0.156998;0.151802
03.251.720/0001-18;2017-06-30;1;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2017-09-30;1;Edifício New York e Los Angeles;Tecnologia;0.211228;0.203933
03.251.720/0001-18;2017-09-30;1;Edifício New York e Los Angeles;Comunicação;0.112356;0.118131
03.251.720/0001-18;2017-09-30;1;Edifício New York e Los Angeles;Instituição Financeira;0.205951;0.198838
03.251.720/0001-18;2017-09-30;1;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2017-12-31;1;Edifício New York e Los Angeles;Tecnologia;0.20926;0.206499
03.251.720/0001-18;2017-12-31;1;Edifício New York e Los Angeles;Comunicação;0.121216;0.119617
03.251.720/0001-18;2017-12-31;1;Edifício New York e Los Angeles;Instituição Financeira;0.152418;0.150407
03.251.720/0001-18;2017-12-31;1;Edifício New York e Los Angeles;SetorN;0;0
03.507.519/0001-59;2017-03-31;2;Shopping Patio Higienópolis;Comércio;0.965819;0.962625
03.507.519/0001-59;2017-06-30;2;Shopping Patio Higienópolis;Comércio;0.965591;0.963392
03.507.519/0001-59;2017-09-30;1;Shopping Patio Higienópolis;Comércio;0.970771;0.969406
03.507.519/0001-59;2017-12-31;1;Shopping Patio Higienópolis;Comércio;0.982489;0.981937
03.683.056/0001-86;2017-03-31;4;JK FINANCIAL CENTER;Serviços;1;0.411624
03.683.056/0001-86;2017-03-31;4;JATOBÁ;Indústrial;1;0.076891
