CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.332.266/0001-31;2017-03-31;3;0;0;0;0;0;0;0;0;0;0;11499205.88;13052182.92;-343104.57;-343104.57;0;0;0;0;0;0;-3794306.44;-3761607.58;7361794.87;8947470.77;0;0;0;0;0;0;0;0;0;0;7361794.87;8947470.77;60886.19;60886.19;0;0;0;0;101.17;0;60987.36;60886.19;;;-173311.04;-173066.4;0;0;-36000;-36000;0;0;0;0;0;0;-25511.63;-25511.63;0;0;-20912.6;-20912.6;0;0;-102530.34;-102530.34;0;;0;;0;;0;;-34149.83;-34149.83;-392415.44;-392170.8;7030366.79;8616186.16;8616186.16;8185376.852;;;8185376.852;-4583180.37;3602196.482;0.95
00.332.266/0001-31;2017-06-30;2;0;0;0;0;0;0;0;0;0;0;11895320.91;11798426.56;-367198.16;-367198.16;0;0;0;0;0;0;-3615868.37;-3583169.51;7912254.38;7848058.89;0;0;0;0;0;0;0;0;0;0;7912254.38;7848058.89;53671.07;53671.07;0;0;0;0;54.38;0;53725.45;53671.07;;;-174317.99;-174562.63;0;0;-36000;-24000;0;0;0;0;0;0;-17216.35;-17216.35;0;0;-18768.07;-18768.07;0;0;-45225.11;-33225.11;0;;0;;0;;0;;-93128.67;-117128.67;-384656.19;-384900.83;7581323.64;7516829.13;16133015.29;15326364.5255;;;15326364.5255;-15326364.53;-0.0045;0.95
00.332.266/0001-31;2017-09-30;1;0;0;0;0;0;0;0;0;0;0;13046159.56;12965078.64;-763830.98;-763830.98;0;0;0;0;0;0;-3888376.17;-3855677.31;8393952.41;8345570.35;0;0;0;0;0;0;0;0;0;0;8393952.41;8345570.35;57163.96;57163.96;0;0;0;0;0;0;57163.96;57163.96;;;-173045.69;-173045.71;0;0;-36000;-24000;0;0;0;0;0;0;0;0;0;0;-21988.3;-15908.76;0;0;-40187.23;-52187.23;0;;0;;0;;0;;-15923.51;-15923.5;-287144.73;-281065.2;8163971.64;8121669.11;8121669.11;7715585.6545;;;7715585.6545;-7083639.01;631946.6445;0.95
00.332.266/0001-31;2017-12-31;1;0;0;0;0;0;0;0;0;0;0;14639271.84;12849573.09;-366977.61;-366977.61;0;0;0;0;9975313.08;0;-3648333.99;-3615635.13;20599273.32;8866960.35;0;0;0;0;0;0;0;0;0;0;20599273.32;8866960.35;67766.58;67766.58;0;0;0;0;9923.77;9923.77;77690.35;77690.35;;;-173042.1;-173045.1;0;0;-36000;-36000;0;0;0;0;0;0;-30466.68;-30466.68;0;0;-14731.1;-14731.1;0;0;-52740.33;-52740.33;0;;0;;0;;0;;-169781.2;-169778.2;-476761.41;-476761.41;20200202.26;8467889.29;16589558.4;15760080.48;;220000;15980080.48;-15980080.48;0;0.963261
00.613.094/0001-74;2017-03-31;1;;;;;;;-236288.82;-116394.76;-236288.82;-116394.76;;;-149078.18;-149078.18;325092.28;325092.28;-264053.79;-217166.98;10046.68;;995686.68;;917693.67;-41152.88;;;;;;;;;0;0;681404.85;-157547.64;;;;;;;;;0;0;0;0;;;;;;;;;;;-15422.24;-15422.24;-15000;-15000;;;-29221.31;-29221.31;;;-6357.87;-6357.87;;;;;;;;;-62152.24;-94224.96;-128153.66;-160226.38;553251.19;-317774.02;-317774.02;0;;;0;0;0;0
00.613.094/0001-74;2017-06-30;1;;;;;;;-236288.82;-174592.14;-236288.82;-174592.14;;;-134078.16;-134078.16;127434.78;127434.78;-798515.02;-325750.47;27201.2;;-4217192.97;;-4995150.17;-332393.85;;;;;;;;;0;0;-5231438.99;-506985.99;;;;;;;;;0;0;0;0;0;;0;;0;;0;;0;;-15304.16;-15304.16;-10000;-10000;0;;-27882.74;-27882.74;0;;-272.4;-272.4;0;;0;;0;;0;;-38773.29;-119287.52;-92232.59;-172746.82;-5323671.58;-679732.81;-997506.83;0;;;0;0;0;0
00.613.094/0001-74;2017-09-30;1;;;;;;;-236288.82;-174592.14;-236288.82;-174592.14;;;-134078.16;-134078.16;136857.08;136857.08;-264053.79;-325750.47;8883;;-449780.15;;-702172.02;-322971.55;;;;;;;;;0;0;-938460.84;-497563.69;;;;;;;;;0;0;0;0;0;;0;;0;;0;;0;;-15300.06;-15300.06;-24466.33;-24466.33;0;;-27882.74;-27882.74;0;;-111267.72;-91267.72;0;;0;;0;;0;;-115772.78;-156029.94;-294689.63;-314946.79;-1233150.47;-812510.48;-812510.48;0;;;0;0;0;0
00.613.094/0001-74;2017-12-31;1;;;;;;;-78762.94;-116394.76;-78762.94;-116394.76;;;-134078.16;-134078.16;15214.39;15214.39;-21068.95;-217166.98;3036.38;;2336443.25;;2199546.91;-336030.75;;;;;;;;;0;0;2120783.97;-452425.51;;;;;;;;;0;0;0;0;0;;0;;0;;0;;0;;-15300.06;-15300.06;-8155.44;-12233.16;0;;-29763.99;-29763.99;0;;-17873.12;-37873.12;0;;0;;0;;0;;-123616.53;-144552.3;-194709.14;-239722.63;1926074.83;-692148.14;-1504658.62;0;;;0;0;0;0
00.762.723/0001-28;2017-03-31;2;0;0;0;0;0;0;0;0;0;0;4603356.65;4220490.53;0;0;0;0;0;0;0;0;-515446.93;-515446.93;4087909.72;3705043.6;0;0;0;0;0;0;0;0;0;0;4087909.72;3705043.6;46568.26;46568.26;0;0;0;0;404.47;0;46972.73;46568.26;;;-71654.39;-71748.12;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-10428.14;-10428.14;0;0;-2683.55;-2683.55;0;0;0;0;0;0;0;0;-18881.53;-18881.53;-103647.61;-103741.34;4031234.84;3647870.52;3647870.52;3465476.994;;;3465476.994;-3664988.05;-199511.056;0.95
00.762.723/0001-28;2017-06-30;2;0;0;0;0;0;0;0;0;0;0;4608420.52;4161170.08;0;0;0;0;0;0;0;0;-464560.74;-464560.74;4143859.78;3696609.34;0;0;0;0;0;0;0;0;0;0;4143859.78;3696609.34;45153.74;45153.74;0;0;0;0;168.44;0;45322.18;45153.74;;;-71729.68;-71635.89;0;0;0;0;0;0;0;0;0;0;-32111.65;-32111.65;0;0;-27788.93;-8957.26;0;0;-2145.38;-2145.38;0;0;0;0;0;0;0;0;-13921.67;-13921.67;-147697.31;-128771.85;4041484.65;3612991.23;7260861.75;6897818.6625;;;6897818.6625;-7284975.72;-387157.0575;0.95
