CNPJ_Fundo;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.762.723/0001-28;2017-09-30;1;0;0;0;0;0;0;0;0;0;0;4513141.11;4245784.06;0;0;0;0;0;0;0;0;-478909.82;-478909.82;4034231.29;3766874.24;0;0;0;0;0;0;0;0;0;0;4034231.29;3766874.24;48158.21;48158.21;0;0;0;0;0;0;48158.21;48158.21;;;-68760.19;-68523.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-7442.72;-7442.72;0;0;-5797.29;-5797.29;0;0;0;0;0;0;0;0;-13228.37;-13228.37;-95228.57;-94992.32;3987160.93;3720040.13;3720040.13;3534038.1235;;170946.28;3704984.4035;-3704984.4;0.0035;0.995953
00.762.723/0001-28;2017-12-31;1;0;0;0;0;0;0;0;0;0;0;3433979.16;4356458.5;-58956.6;-58956.6;0;0;0;0;1425000;0;-458212.51;-458212.51;4341810.05;3839289.39;0;0;0;0;0;0;0;0;0;0;4341810.05;3839289.39;39328.94;39328.94;0;0;0;0;0;0;39328.94;39328.94;;;-67470.18;-67352.38;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-8937.84;-8937.84;0;0;-3965.67;-3965.67;0;0;0;0;0;0;0;0;-17939.1;-17939.1;-98312.79;-98194.99;4282826.2;3780423.34;7500463.47;7125440.2965;;329522.47;7454962.7665;-7454962.77;-0.0035;0.993934
00.868.235/0001-08;2017-03-31;1;0;0;0;0;0;0;0;0;0;0;2154932.94;2118244.04;-642146.51;-642146.51;0;0;0;0;0;0.03;-680450.48;-680450.48;832335.95;795647.08;0;0;0;0;0;0;0;0;0;0;832335.95;795647.08;23583.08;23583.08;0;0;0;0;1070.6;0;24653.68;23583.08;;;-68920.53;-67382.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-9078.53;-9078.53;0;0;-3182.45;-3182.45;0;0;0;0;0;0;0;0;-78288.9;-76206.67;-159470.41;-155850.6;697519.22;663379.56;663379.56;630210.582;;;630210.582;-1409999.81;-779789.228;0.95
00.868.235/0001-08;2017-06-30;1;0;0;0;0;0;0;0;0;0;0;2211597.03;2028818.14;-592541.27;-592541.27;0;0;0;0;0;0.03;-343077.11;-343077.11;1275978.65;1093199.79;0;0;0;0;0;0;0;0;0;0;1275978.65;1093199.79;7210.71;7210.71;0;0;0;0;959.08;0;8169.79;7210.71;;;-88203.51;-78562.02;0;0;0;0;0;0;0;0;0;0;-11586.25;-11586.25;0;0;-7470.7;-7470.7;0;0;-3317.92;-3317.92;0;0;0;0;0;0;0;0;-37796.6;-39800.27;-148374.98;-140737.16;1135773.46;959673.34;1623052.87;1541900.2265;;;1541900.2265;-2424999.58;-883099.3535;0.95
00.868.235/0001-08;2017-09-30;1;0;0;0;0;0;0;0;0;0;0;2399670.13;2582955.99;-181091.46;-180823.9;0;0;0;0;0;0.03;-320676.43;-320676.43;1897902.24;2081455.69;0;0;0;0;0;0;0;0;0;0;1897902.24;2081455.69;10992.2;10992.2;0;0;0;0;0;0;10992.2;10992.2;;;-97845;-97845;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5855.22;-5855.22;0;0;-15885.79;-15885.79;0;0;0;0;0;0;0;0;-28650.62;-28943;-148236.63;-148529.01;1760657.81;1943918.88;1943918.88;1846722.936;;78276.94;1924999.876;-1924999.88;-0.004;0.990268
00.868.235/0001-08;2017-12-31;1;0;0;0;0;0;0;0;0;0;0;2269814.59;2182855.86;-111627.55;-111895.11;0;0;0;0;-857300;0;-32293.75;-32293.75;1268593.29;2038667;0;0;0;0;0;0;0;0;0;0;1268593.29;2038667;8426.61;8426.61;0;0;0;0;0;0;8426.61;8426.61;;;-97845;-97845;0;0;0;0;0;0;0;0;0;0;-15026.68;-15026.68;0;0;-7094.84;-7094.84;0;0;-3592.5;-3592.5;0;0;0;0;0;0;0;0;-83412.2;-27870.67;-206971.22;-151429.69;1070048.68;1895663.92;3839582.77;3647603.6315;;207396.11;3854999.7415;-3854999.74;0.0015;1.004015
01.201.140/0001-90;2017-03-31;2;0;0;0;0;0;0;0;0;0;0;16618432.91;19762940.2;-459381.73;-459381.73;;0;;0;0;0;-1724074.06;-1724074.06;14434977.12;17579484.41;0;0;0;0;0;0;0;0;0;0;14434977.12;17579484.41;206187.74;206187.74;0;0;0;0;5010.46;0;211198.2;206187.74;;;-170747.56;-170102.55;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-31426.43;-31426.43;0;0;-28091.22;-28091.22;0;0;0;0;0;0;0;0;-11849.84;-11849.84;-242115.05;-241470.04;14404060.27;17544202.11;17544202.11;16666992.0045;;;16666992.0045;-13236392.07;3430599.9345;0.95
01.201.140/0001-90;2017-06-30;2;0;0;0;0;0;0;0;0;0;0;17520959.14;17076722.96;-1170924.6;-1170924.6;;0;;0;0;0;-1277765.91;-1277765.91;15072268.63;14628032.45;0;0;0;0;0;0;0;0;0;0;15072268.63;14628032.45;166890.25;166890.25;0;0;0;0;2863.13;0;169753.38;166890.25;;;-169801.8;-170276.9;0;0;0;0;0;0;0;0;0;0;-59312.21;-59312.21;0;0;-27427.46;-27427.46;0;0;-20978.71;-20978.71;0;0;0;0;0;0;0;0;-1819.27;-1819.27;-279339.45;-279814.55;14962682.56;14515108.15;32059310.26;30456344.747;;;30456344.747;-30456344.75;-0.003;0.95
01.201.140/0001-90;2017-09-30;1;0;0;0;0;0;0;0;0;0;0;17351593.18;17309580.8;-264629.61;-264629.61;;0;;0;0;0;-1424197.42;-1424197.42;15662766.15;15620753.77;0;0;0;0;0;0;0;0;0;0;15662766.15;15620753.77;86230.87;86230.87;0;0;0;0;0;0;86230.87;86230.87;;;-170705.3;-170260.95;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-325847.34;-325847.34;0;0;-22157.71;-22157.71;0;0;0;0;0;0;0;0;-13873.51;-13873.51;-532583.86;-532139.51;15216413.16;15174845.13;15174845.13;14416102.8735;;;14416102.8735;-9884309.97;4531792.9035;0.95
01.201.140/0001-90;2017-12-31;1;0;0;0;0;0;0;0;0;0;0;21222703.52;17586425.24;-644097.38;-644097.38;0;0;0;0;100030888;0;-1651631.41;-1651631.41;118957862.73;15290696.45;0;0;0;0;0;0;0;0;0;0;118957862.73;15290696.45;71441.53;71441.53;0;0;0;0;0;0;71441.53;71441.53;;;-179387.51;-170798;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-6942.4;-6942.4;0;0;-27745.84;-27745.84;0;0;0;0;0;0;0;0;-18833.62;-18833.62;-232909.37;-224319.86;118796394.89;15137818.12;30632750.34;29101112.823;;;29101112.823;-29101112.82;0.003;0.95
01.235.622/0001-61;2017-03-31;1;30271640.71;39351622;-14325117.99;-23396006;;;-2101118.7;-1001014;13845404.02;14954602;11692980.22;11137060;-33056635.15;-32056635.15;;;-1070781.05;-1070781.05;4648112.93;;-673968.76;;-18460291.81;-21990356.2;;;9023264.87;;;;793183.05;793183.05;9816447.92;793183.05;5201560.13;-6242571.15;2685074.33;1015838;;;;;;;2685074.33;1015838;0;0;-2541953.66;-2682114.86;;;-916005.39;-461067.9;;;;;-19932.93;-19932.93;;;;;-6508585.76;-5366845.19;;;-309500.98;-289049;;;;;;;-427328.5;-427328.5;-18784345.71;-4835988.47;-29507652.93;-14082326.85;-21621018.47;-19309060;-19309060;0;;0;0;0;0;0
01.235.622/0001-61;2017-06-30;1;58741032.37;89113887.68;-20562591.07;-55951201.59;;;-9637728.82;-5737710.33;28540712.48;27424975.76;25131424.2;22456664.87;-41090607.11;-41090607.11;;;;;3558900.25;;;;-12400282.66;-18633942.24;3714310.25;;5014628.12;;;;1369869.62;6987677.48;10098807.99;6987677.48;26239237.81;15778711;5077719.09;5077719.09;;;;1335489.1;;;5077719.09;6413208.19;0;0;-5034538.09;-5196211.96;;;-2960490.16;-2900000;;;;;-40219.04;-40219.04;;;;;-5910580.68;-5600380.68;;;-758897.6;-683111.83;;;;;;;-754519.74;-754519.74;-21368504.77;-28202595.89;-36827750.08;-43377039.14;-5510793.18;-21185119.95;-21185119.95;0;;0;0;0;0;0
01.235.622/0001-61;2017-09-29;2;72106564.66;72431752.33;-31585830.59;-42563337.85;;;-11166833.81;-480028.24;29353900.26;29388386.24;38886527.47;11435271.03;-49186522.36;-6835915.05;11025000;;;;3723245.99;;-694673.46;;3753577.64;4599355.98;11568028.64;2454733.96;18195623.86;;;;-217217.97;;29546434.53;2454733.96;62653912.43;36442476.18;7723903.44;433826.6;;;;;896.6;;7724800.04;433826.6;0;0;-2536665.2;-2522082.37;;;-3810831.02;-880340.86;;;;;-12076.61;-12076.61;;;;;-5776216.69;-159556.15;;;-1247247.86;-488350.26;;;;;;;-1459811.28;-705291.54;-28269257.72;-7321177.58;-43112106.38;-12088875.37;27266606.09;24787427.41;24787427.41;23548056.0395;;0;23548056.0395;0;23548056.0395;0.95
01.235.622/0001-61;2017-12-29;2;107932533.37;164620928.2;-39828312.28;-71582213.86;;;19902100.98;2652369.66;88006322.07;95691084;50022760.48;23080268.74;-55775629.4;-14643912.71;11025000;;;;-53187802.16;;-690028.09;481554;-48605699.17;8917910.03;16418418.78;3387601.23;;;;;1982367.69;-559515.95;18400786.47;2828085.28;57801409.37;107437079.31;10415572.35;4836921.56;;;;;896.6;;10416468.95;4836921.56;0;0;-10117760.18;-5086262.77;;;-4675593.35;-2213378.14;;;;;-55085.6;-20542.85;;;;;-7915410.17;-3113687.84;;;-1884916.63;-1111019.03;;;-585474.95;-585474.95;;;-1351901.49;;-32928966.84;-9317182.53;-59515109.21;-21447548.11;8702769.11;90826452.76;90826452.76;86285130.122;;;86285130.122;0;86285130.122;0.95
01.497.954/0001-14;2017-03-31;1;0;0;0;0;0;0;0;0;0;0;1820276.82;1785678.93;0;0;0;0;0;0;0;0;-212771.57;-224733.02;1607505.25;1560945.91;0;0;0;0;0;0;0;0;0;0;1607505.25;1560945.91;3760.58;3760.58;0;0;0;0;0;0;3760.58;3760.58;;;-45912.15;-44885.51;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-13476.29;-13476.29;0;0;-30953.87;-35953.87;0;0;0;0;0;0;0;0;-369540.43;-369233.84;-459882.74;-463549.51;1151383.09;1101156.98;1101156.98;1046099.131;;;1046099.131;0;1046099.131;0.95
01.497.954/0001-14;2017-06-30;1;0;0;0;0;0;0;0;0;0;0;1868706.72;1849360.71;-106567.95;-106567.95;0;0;0;0;0;0;-207480.21;-224754.07;1554658.56;1518038.69;0;0;0;0;0;0;0;0;0;0;1554658.56;1518038.69;22904.26;22904.26;0;0;0;0;177750.95;177750.95;200655.21;200655.21;;;-45912.15;-45912.14;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-80690.58;-80690.58;0;0;-28678.11;-28678.11;0;0;0;0;0;0;0;0;-139899.42;-138163.63;-295180.26;-293444.46;1460133.51;1425249.44;2526406.42;2400086.099;;;2400086.099;0;2400086.099;0.95
01.497.954/0001-14;2017-09-30;1;0;0;0;0;0;0;0;0;0;0;1704363.9;1720452.76;-190057.1;-190057.1;0;0;0;0;0;0;-199716.84;-215623.84;1314589.96;1314771.82;0;0;0;0;0;0;0;0;0;0;1314589.96;1314771.82;15600.8;15600.8;0;0;0;0;0;0;15600.8;15600.8;;;-56695.95;-54000;0;0;0;0;0;0;0;0;0;0;-13680.21;-13680.21;0;0;-33009.66;-33009.66;0;0;-38217.02;-38217.02;0;0;0;0;0;0;0;0;-145992.46;-147271.23;-287595.3;-286178.12;1042595.46;1044194.5;1044194.5;991984.775;;;991984.775;0;991984.775;0.95
01.497.954/0001-14;2017-12-31;1;0;0;0;0;0;0;0;0;0;0;1804007.59;1814178.38;-1340.51;-1340.51;0;0;0;0;15012500;0;-256476.54;-256476.54;16558690.54;1556361.33;0;0;0;0;0;0;0;0;0;0;16558690.54;1556361.33;26043.29;26043.29;0;0;0;0;0;0;26043.29;26043.29;;;-54000;-54000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5369.86;-5369.86;0;0;-32706.9;-32706.9;0;0;0;0;0;0;0;0;-290576.94;-290576.94;-382653.7;-382653.7;16202080.13;1199750.92;2243945.42;2131748.149;;0;2131748.149;-2131748.15;-0.001;0.95
01.601.918/0001-59;2017-03-31;1;0;0;0;0;0;0;0;0;0;0;1351766.8;1351766.8;0;0;0;0;0;0;0;0;-2878.33;-2878.33;1348888.47;1348888.47;0;0;0;0;0;0;0;0;0;0;1348888.47;1348888.47;189203.37;189203.37;0;0;0;0;0;0;189203.37;189203.37;;;-88922.43;-88922.43;0;0;0;0;0;0;0;0;-2265.46;-2265.46;0;0;0;0;-4312.32;-4312.32;0;0;-4054.99;-4054.99;0;0;0;0;0;0;0;0;-15721.94;-26141.27;-115277.14;-125696.47;1422814.7;1412395.37;1412395.37;1341775.6015;;;1341775.6015;0;1341775.6015;0.95
01.601.918/0001-59;2017-06-30;2;0;0;0;0;0;0;0;0;0;0;1245643.98;1245643.98;0;0;0;0;0;0;0;0;-40064.99;-40064.99;1205578.99;1205578.99;0;0;0;0;0;0;0;0;0;0;1205578.99;1205578.99;198509.7;198509.7;0;0;0;0;0;0;198509.7;198509.7;;;-88922.43;-88922.43;0;0;0;0;0;0;0;0;-2312.85;-2312.85;0;0;0;0;-80513.1;-80513.1;0;0;-962.67;-962.67;0;0;0;0;0;0;0;0;-14957.15;-25557.15;-187668.2;-198268.2;1216420.49;1205820.49;2618215.86;2487305.067;;;2487305.067;-2600000;-112694.933;0.95
01.601.918/0001-59;2017-09-30;1;0;0;0;0;0;0;0;0;0;0;1236864.34;1236864.34;0;0;0;0;0;0;0;0;-42362.85;-42362.85;1194501.49;1194501.49;0;0;0;0;0;0;0;0;0;0;1194501.49;1194501.49;194124.46;194124.46;0;0;0;0;0;0;194124.46;194124.46;;;-88922.43;-88922.43;0;0;0;0;0;0;0;0;-2312.85;-2312.85;0;0;0;0;-21.84;-21.84;0;0;-1492.02;-1492.02;0;0;0;0;0;0;0;0;-15082.36;-15082.36;-107831.5;-107831.5;1280794.45;1280794.45;1280794.45;1216754.7275;;;1216754.7275;0;1216754.7275;0.95
