CNPJ_Fundo;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
00.332.266/0001-31;2017-03-31;3;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;1;2778117.98
00.332.266/0001-31;2017-06-30;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;16377.29;667000
00.332.266/0001-31;2017-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;38705.875;1611719.44
00.332.266/0001-31;2017-09-30;1;Outras Cotas de FI;Itaú CDB DI;6175696000173;;;;;;1;1686570.07
00.332.266/0001-31;2017-12-31;1;Outras Cotas de FI;Itaú CDB DI;6175696000173;;;;;;1;595730.19
00.332.266/0001-31;2017-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;4906.83349;207866.99
00.762.723/0001-28;2017-03-31;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;33315.27;1322816.38
00.762.723/0001-28;2017-06-30;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;30309.29651;1234410.59
00.762.723/0001-28;2017-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;30822.82;1284841.8
00.762.723/0001-28;2017-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;31170.240062;1320457.36
00.868.235/0001-08;2017-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;1;276045.53
00.868.235/0001-08;2017-03-31;1;Outras Cotas de FI;BRA FIC FI RENDA FIXA SATURNO;60746948000112;;;;;;1;39370.81
00.868.235/0001-08;2017-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;2251.29093;91688.61
00.868.235/0001-08;2017-06-30;1;Outras Cotas de FI;BRA FIC FI RENDA FIXA SATURNO;60746948000112;;;;;;1;39889.98
00.868.235/0001-08;2017-09-30;1;Outras Cotas de FI;BRA FIC FI RENDA FIXA SATURNO;60746948000112;;;;;;1;38096.68
00.868.235/0001-08;2017-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;12716.48;534946.57
00.868.235/0001-08;2017-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;9685.31957;410296.83
00.868.235/0001-08;2017-12-31;1;Outras Cotas de FI;BRA FIC FI RENDA FIXA SATURNO;60746948000112;;;;;;1;41170.75
01.201.140/0001-90;2017-03-31;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;1;7833799.59
01.201.140/0001-90;2017-06-30;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;133520.57343;5437909.45
01.201.140/0001-90;2017-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;108815.33;4531089.61
01.201.140/0001-90;2017-09-30;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;78919.53;329657.68
01.201.140/0001-90;2017-12-31;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;78614.92922;334066.9
01.201.140/0001-90;2017-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;139573.33352;5912711.33
01.235.622/0001-61;2017-03-31;1;FII;BB Progressivo II Fundo de Investimento Imobiliário;14410722000129;;;;;;187305;25651419.75
01.235.622/0001-61;2017-03-31;1;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1404913.98
01.235.622/0001-61;2017-03-31;1;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;113853175.46
01.235.622/0001-61;2017-03-31;1;Outras Cotas de FI;Opportunity Leblon FIRF Referenciado;10309574000108;;;;;;32124357.99;76870391.33
01.235.622/0001-61;2017-03-31;1;Cotas de Sociedades;JFE 21 Empreed. Imobiliário Ltda;12052280000160;;;;;;8861829;3210529.9
01.235.622/0001-61;2017-03-31;1;Ações de Sociedades;JFE 16 Empreend. Imobiliários Ltda;11323252000156;;;;;;38425433;43625175.97
01.235.622/0001-61;2017-03-31;1;Outras Cotas de FI;Itaú Top Renda Fixa Ref. DI em Cotas de F. de Invest.;05.902.521/0001-58;;;;;;5679511.2772;4508826.43
01.235.622/0001-61;2017-03-31;1;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;2607810.18
01.235.622/0001-61;2017-03-31;1;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;58413174;39331975.6
01.235.622/0001-61;2017-03-31;1;Ações de Sociedades;JFE 42 Empreend. Imobiliário Ltda;14148570000138;;;;;;11739270;20103271.98
01.235.622/0001-61;2017-03-31;1;Ações de Sociedades;Charitas Empreend. Imob. Ltda;18983215000135;;;;;;23524509;37095914.5
01.235.622/0001-61;2017-03-31;1;Cotas de Sociedades;JFE 22 Empreed. Imobiliário Ltda;12052242000108;;;;;;6862337;3258517.79
01.235.622/0001-61;2017-03-31;1;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;44250;56254072.28
01.235.622/0001-61;2017-06-30;1;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;111966146.64
01.235.622/0001-61;2017-06-30;1;Ações de Sociedades;JFE 42 Empreend. Imobiliário Ltda;14148570000138;;;;;;8485716;12865224.19
01.235.622/0001-61;2017-06-30;1;FII;Dovel Fundo de Investimento Imobiliário;10522648000181;;;;;;44250;55458694.48
01.235.622/0001-61;2017-06-30;1;Outras Cotas de FI;Opportunity Leblon FIRF Referenciado;10309574000108;;;;;;94872742.21;100549599.16
01.235.622/0001-61;2017-06-30;1;Cotas de Sociedades;JFE 22 Empreed. Imobiliário Ltda;12052242000108;;;;;;6862337;885717.15
01.235.622/0001-61;2017-06-30;1;FII;BB Progressivo II Fundo de Investimento Imobiliário;14410722000129;;;;;;187305;25338620.4
01.235.622/0001-61;2017-06-30;1;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;2397365.82
01.235.622/0001-61;2017-06-30;1;Cotas de Sociedades;JFE 21 Empreed. Imobiliário Ltda;12052280000160;;;;;;8861829;267006.62
01.235.622/0001-61;2017-06-30;1;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1455133.46
01.235.622/0001-61;2017-06-30;1;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;58413174;39256507.74
01.235.622/0001-61;2017-06-30;1;Ações de Sociedades;JFE 16 Empreend. Imobiliários Ltda;11323252000156;;;;;;31700889;30465996.37
01.235.622/0001-61;2017-06-30;1;Ações de Sociedades;Charitas Empreend. Imob. Ltda;18983215000135;;;;;;28522963;43895910.09
01.235.622/0001-61;2017-06-30;1;Outras Cotas de FI;Itaú Top Renda Fixa Ref. DI em Cotas de F. de Invest.;05.902.521/0001-58;;;;;;1462563.56;5976338.84
01.235.622/0001-61;2017-09-29;2;FII;BB Progressivo II FII;14410722000129;;;;;;187305;25338620.4
01.235.622/0001-61;2017-09-29;2;Outras Cotas de FI;Opportunity Leblon FIRF Referenciado;10309574000108;;;;;;94872742.21;100549599.16
01.235.622/0001-61;2017-09-29;2;Ações de Sociedades;JFE 16 Empreend. Imobiliários Ltda;11323252000156;;;;;;31700889;30465996.37
01.235.622/0001-61;2017-09-29;2;Ações de Sociedades;JFE 42 Empreend. Imobiliário Ltda;14148570000138;;;;;;8485716;12865224.19
01.235.622/0001-61;2017-09-29;2;Ações de Sociedades;Charitas Empreend. Imob. Ltda;18983215000135;;;;;;28522963;43895910.09
01.235.622/0001-61;2017-09-29;2;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;1455133.46
01.235.622/0001-61;2017-09-29;2;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;111966146.64
01.235.622/0001-61;2017-09-29;2;Cotas de Sociedades;JFE 21 Empreed. Imobiliário Ltda;12052280000160;;;;;;8861829;267006.62
01.235.622/0001-61;2017-09-29;2;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;58413174;39256507.74
01.235.622/0001-61;2017-09-29;2;Outras Cotas de FI;Itau Top RF DI FI em Cotas de FI;5902521000158;;;;;;1462563.56;5976338.84
01.235.622/0001-61;2017-09-29;2;FII;Dovel FII;10522648000181;;;;;;44250;55458694.48
01.235.622/0001-61;2017-09-29;2;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;2397365.82
01.235.622/0001-61;2017-09-29;2;Cotas de Sociedades;JFE 22 Empreed. Imobiliário Ltda;12052242000108;;;;;;6862337;885717.15
01.235.622/0001-61;2017-12-29;2;FII;Dovel FII;10522648000181;;;;;;44250;55458694.48
01.235.622/0001-61;2017-12-29;2;Outras Cotas de FI;Itau Top RF DI FI em Cotas de FI;5902521000158;;;;;;9989153.14;42447987.16
01.235.622/0001-61;2017-12-29;2;LCI;BTG PACTUAL;30306294000145;;;;;2019-05-02;10000;10092823.6
01.235.622/0001-61;2017-12-29;2;FII;BB Progressivo II FII;14410722000129;;;;;;187305;26956935.6
01.235.622/0001-61;2017-12-29;2;Ações de Sociedades;JFE 16 Empreend. Imobiliários Ltda;11323252000156;;;;;;14017208;15888017.01
01.235.622/0001-61;2017-12-29;2;Cotas de Sociedades;4 De Janeiro Adm. E Partic. Ltda;31894926000100;;;;;;58413174;38451947.7
01.235.622/0001-61;2017-12-29;2;Outras Cotas de FI;Opportunity Leblon FIRF Referenciado;10309574000108;;;;;;51224280.8051991;130839408.2
01.235.622/0001-61;2017-12-29;2;Cotas de Sociedades;JFE 21 Empreed. Imobiliário Ltda;12052280000160;;;;;;8861829;5210961.43
01.235.622/0001-61;2017-12-29;2;Ações de Sociedades;Charitas Empreend. Imob. Ltda;18983215000135;;;;;;30328773;48816139.15
01.235.622/0001-61;2017-12-29;2;Ações de Sociedades;JFE 42 Empreend. Imobiliário Ltda;14148570000138;;;;;;4276978;6176049.02
01.235.622/0001-61;2017-12-29;2;Cotas de Sociedades;XX de Novembro Invest. E Part. S/A;3538833000107;;;;;;315912258;105737178.48
01.235.622/0001-61;2017-12-29;2;Cotas de Sociedades;19 de Fevereiro Empr. E Partic. Ltda;35795251000194;;;;;;25776422;2423645.2
01.235.622/0001-61;2017-12-29;2;Cotas de Sociedades;JFE 22 Empreed. Imobiliário Ltda;12052242000108;;;;;;6862337;4755265.92
01.235.622/0001-61;2017-12-29;2;Cotas de Sociedades;Brasilia Plaza S/A;3772684000138;;;;;;33370561;10207395.61
01.235.622/0001-61;2017-12-29;2;FII;GENERAL SEVERIANO FII;17007528000195;;;;;;815.2656;1249982.33
01.497.954/0001-14;2017-03-31;1;Outras Cotas de FI;Bradesco FICFIRF DI Special;9573255000175;;;;;;31542.82;423581.65
01.497.954/0001-14;2017-06-30;1;Outras Cotas de FI;Bradesco FICFIRF DI Special;9573255000175;;;;;;53554.033;827095.23
01.497.954/0001-14;2017-09-30;1;Outras Cotas de FI;Bradesco FICFIRF DI Special;9573255000175;;;;;;57298.75;905790.9
01.497.954/0001-14;2017-12-31;1;Outras Cotas de FI;Bradesco FICFIRF DI Special;9573255000175;;;;;;87403.17293;1404415.71
01.601.918/0001-59;2017-03-31;1;Outras Cotas de FI;Rio Bravo Liquidez DI FI Referenciado;9075571000160;;;;;;830036.59;2077616.27
01.601.918/0001-59;2017-03-31;1;Outras Cotas de FI;Rio Bravo Crédito Privado FI RF;9573255000175;;;;;;1188820.78;2967092.18
01.601.918/0001-59;2017-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;45607.18;1810878.99
01.601.918/0001-59;2017-06-30;2;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;498107.75218;2035371.88
01.601.918/0001-59;2017-06-30;2;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;84077.37;3424229.73
01.601.918/0001-59;2017-09-30;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FI FICFI;5902521000158;;;;;;1522482.18;6359616.64
01.601.918/0001-59;2017-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI CFI;6175696000173;;;;;;80687.69;3359849.64
01.601.918/0001-59;2017-12-31;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FI FICFI;5902521000158;;;;;;1062082.82;4513223.19
01.601.918/0001-59;2017-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FI CFI;6175696000173;;;;;;80100.23356;3393266.76
01.633.741/0001-72;2017-06-30;1;Outras Cotas de FI;COINVALORES FIC DI CREDITO PRIVADO LP;2233665000170;;;;;;13.0828394;507438.99
01.633.741/0001-72;2017-09-30;1;Outras Cotas de FI;COINVALORES FIC DI CREDITO PRIVADO LP;2233665000170;;;;;;31894.37;423263.41
01.633.741/0001-72;2017-12-31;1;Outras Cotas de FI;COINVALORES FIC DI CREDITO PRIVADO LP;2233665000170;;;;;;41998.8281139;13.5464
01.636.325/0001-28;2017-03-31;1;Outras Cotas de FI;Bradesco CDB Fácil;61746948000112;;;;;;1;3770
01.636.325/0001-28;2017-03-31;1;Outras Cotas de FI;Santander CDB;90400888000142;;;;;;1;1281089.32
01.636.325/0001-28;2017-03-31;1;Outras Cotas de FI;Caixa Econômica Federal;360305000104;;;;;;1;1402474.54
01.636.325/0001-28;2017-03-31;1;Outras Cotas de FI;Caixa Econômica Federal;360305000104;;;;;;1;555097.7
01.636.325/0001-28;2017-03-31;1;Outras Cotas de FI;Banco Itaú Compromissada Plus;;;;;;;1;988845.79
01.636.325/0001-28;2017-03-31;1;Outras Cotas de FI;Banco Itaú Auto Mais;;;;;;;1;198943.21
01.636.325/0001-28;2017-06-30;1;Outros Ativos Financeiros;Santander CDB;90400888000142;;;;CDB;;1250;1312732.91
01.636.325/0001-28;2017-06-30;1;Outras Cotas de FI;Banco Itaú Auto Mais;4222376000100;;;;;;1;199673.44
01.636.325/0001-28;2017-06-30;1;Outros Ativos Financeiros;Itaú CDB Plus;60701190000104;;;;CDB DI (Caução);;1;880983.76
01.636.325/0001-28;2017-06-30;1;Outros Ativos Financeiros;Caixa Econômica Federal;360305000104;;;;CDB;;1;568837.51
01.636.325/0001-28;2017-06-30;1;Outras Cotas de FI;Bradesco CDB Fácil;61746948000112;;;;;;1;26121.8
01.636.325/0001-28;2017-06-30;1;Outros Ativos Financeiros;Caixa Econômica Federal;360305000104;;;;CDB;;1;1438020.27
01.636.325/0001-28;2017-06-30;1;Outras Cotas de FI;Banco Itaú Compromissada Plus;4222376000100;;;;;;1;655225.81
01.636.325/0001-28;2017-09-30;1;Outros Ativos Financeiros;Aplicação Auto Mais Banco Itaú;60701190000104;;;;Aplicação Automática;;1;135609.97
01.636.325/0001-28;2017-09-30;1;Outros Ativos Financeiros;Compromissada PLUS Banco Itaú;60701190000104;;;;Compromissada PLUS;;3;669977.8
01.636.325/0001-28;2017-09-30;1;Outros Ativos Financeiros;CAIXA ECONÔMICA FEDERAL;360305000104;;;;CDB;;1;581331.61
01.636.325/0001-28;2017-09-30;1;Outros Ativos Financeiros;Bradesco INVEST PLUS;61746948000112;;;;Aplicação Automática;;1;19341.46
01.636.325/0001-28;2017-09-30;1;Outros Ativos Financeiros;Santander CDB;90400888000142;;;;CDB;;1250;1341506.16
01.636.325/0001-28;2017-09-30;1;Outros Ativos Financeiros;CDB PLUS Banco Itaú;60701190000104;;;;CDB PLUS;;1;512980.23
01.636.325/0001-28;2017-09-30;1;Outros Ativos Financeiros;CAIXA ECONÔMICA FEDERAL;360305000104;;;;CDB;;1;1470360.92
01.636.325/0001-28;2017-12-31;1;Outros Ativos Financeiros;CAIXA ECONÔMICA FEDERAL;360305000104;;;;CDB;;1;591291.8
01.636.325/0001-28;2017-12-31;1;Outros Ativos Financeiros;Santander CDB;90400888000142;;;;CDB;;1250;1364443.03
01.636.325/0001-28;2017-12-31;1;Outros Ativos Financeiros;Bradesco INVEST PLUS;61746948000112;;;;Aplicação Automática;;1;12558.86
01.636.325/0001-28;2017-12-31;1;Outros Ativos Financeiros;CAIXA ECONÔMICA FEDERAL;360305000104;;;;CDB;;1;1496154.43
01.636.325/0001-28;2017-12-31;1;Outros Ativos Financeiros;Compromissada PLUS Banco Itaú;60701190000104;;;;Compromissada PLUS;;2;363510.6
