CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
00.332.266/0001-31;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;9842053.96;10631852.86;-39999.99;-85234.47;0;0;0;0;0;0;-4362478.48;-4362478.48;5439575.49;6184139.91;0;0;0;0;0;0;0;0;0;0;5439575.49;6184139.91;118865.99;118865.99;0;0;0;0;0;0;118865.99;118865.99;;;-325600.13;-325600.14;0;0;0;0;0;0;0;0;0;0;-55158.64;-55158.64;0;0;0;0;0;0;-57911.53;-57911.53;0;0;-5250;-5250;0;0;0;0;-12491.26;-12491.26;-456411.56;-456411.57;5102029.92;5846594.33;5846594.33;5554264.6135;;;4200223.5035;-4200223.5;0.0035;0.718405
00.613.094/0001-74;2025-03-31;1;;;;;;;;;0;0;0;;-145188.03;;0;;-644726.06;;0;;0;;-789914.09;0;0;;0;;0;;0;;0;0;-789914.09;0;0;;0;;0;;0;;0;0;0;0;0;;0;;0;;0;;0;;-27000;;0;;0;;-6509.04;;0;;-106516.64;;0;;0;;0;;0;;-29277.34;0;-169303.02;0;-959217.11;0;0;0;;0;0;0;0;0
00.762.723/0001-28;2025-03-31;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;-1237646.31;600000;-1237646.31;600000;;;;;;;;;0;0;-1237646.31;600000;8073.05;8073.05;;;;;;;8073.05;8073.05;;;-152486.4;-175699.37;0;0;0;0;0;0;0;0;0;0;0;-14000;0;0;0;0;0;0;-6111.76;-6111.76;0;0;-6100;-6100;0;0;0;0;-7208.23;-7208.23;-171906.39;-209119.36;-1401479.65;398953.69;398953.69;379006.0055;;;-0.0045;0;-0.0045;0
00.868.235/0001-08;2025-03-31;1;;;;;;;;;0;0;2512357.95;2456422.53;-1270125.17;-1270125.17;0;0;0;0;0;0;83089.99;52736.64;1325322.77;1239034;;;;;;;;;0;0;1325322.77;1239034;55492.93;55492.93;;;;;;;55492.93;55492.93;;;-174902.22;-174902.22;;;;;;;;;0;0;0.04;-27038.64;;;-30554.06;0;;;-545.38;-545.38;;;-13000;-13000;;;-2731.05;-2731.05;-60171.37;-60171.37;-281904.04;-278388.66;1098911.66;1016138.27;1016138.27;965331.3565;;;1023846.5965;-325896;697950.5965;1.007586
01.201.140/0001-90;2025-03-31;1;;;;;;;;;0;0;9423039.69;12922791.9;-792413.16;-792413.16;;;;;;;-466938.74;-466938.74;8163687.79;11663440;;;;;;;;;0;0;8163687.79;11663440;242498.97;242498.97;;;;;;;242498.97;242498.97;;;-309706.68;-303371.49;;;;;;;;;;;;-18000;;;;;;;-38890.6;-38890.6;;;-5250;-5250;;;-6639;-6639;640709.86;-8680.91;280223.58;-380832;8686410.34;11525106.97;11525106.97;10948851.6215;;;7063623.0015;-7063623;0.0015;0.61289
01.235.622/0001-61;2025-03-31;1;;;;;;;;;0;0;13087792.9;12541419.43;-7924264.96;-7924264.96;42047657.4;28182637.53;;;;;1464468.46;1994479.56;48675653.8;34794271.56;17978101.71;17978101.71;9810273.23;;;;704890.96;704890.96;28493265.9;18682992.67;77168919.7;53477264.23;4946702.84;4946702.84;;;;;;;4946702.84;4946702.84;;;-8265006.32;-8271005.58;;;-1934767.19;-2078749.41;;;;;;;;-349800;;;-1757096.93;-1757096.93;;;;;;;;;;;-976824.68;-976824.68;-17859908.22;-22949937.56;-30793603.34;-36383414.16;51322019.2;22040552.91;22040552.91;20938525.2645;;37769068.62;59809621.5345;-59809621.53;0.0045;2.713617
01.356.517/0001-80;2025-03-31;1;0;;0;;0;;0;;0;0;19278294.39;18772740.47;-420750.36;-1484487.06;0;0;0;0;0;0;17104.7;17104.7;18874648.73;17305358.11;0;;0;;0;;0;;0;0;18874648.73;17305358.11;3930209.37;3930209.37;0;0;0;0;0;0;3930209.37;3930209.37;;;-196110.91;-196110.91;0;0;0;0;-802609.86;-802609.86;0;0;0;0;-4500;-4500;0;0;-3110420.7;-3110420.7;0;0;0;0;0;0;0;0;0;0;0;0;-1496163.75;-1496163.75;-5609805.22;-5609805.22;17195052.88;15625762.26;15625762.26;14844474.147;;;14844474.147;0;14844474.147;0.95
01.497.954/0001-14;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;1362163.73;1297691.43;0;0;0;0;0;0;0;0;-506981.79;-506981.79;855181.94;790709.64;0;0;0;0;0;0;0;0;0;0;855181.94;790709.64;2301.6;2301.6;0;0;0;0;0;0;2301.6;2301.6;;;-59018.9;-57990.74;;;;;;;;;0;0;-20332.8;-20332.8;;;0;0;;;-19934.22;-19934.22;;;0;0;;;0;0;-13097.49;-12873.63;-112383.41;-111131.39;745100.13;681879.85;681879.85;647785.8575;;0;637499.9975;0;637499.9975;0.934915
01.601.918/0001-59;2025-03-31;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;-1052868.23;-230719.51;-1052868.23;-230719.51;;;-296800.48;0;;;;;-296800.48;0;-1349668.71;-230719.51;501473.2;501473.2;;;;;;;501473.2;501473.2;;;-167598.48;-167598.48;;;;;;;;;0;0;0;-18750;;;0;0;;;-13040.69;-13040.69;;;0;0;;;0;0;-27945.4;-27634.56;-208584.57;-227023.73;-1056780.08;43729.96;43729.96;41543.462;;0;0.002;0;0.002;0
01.633.741/0001-72;2025-03-31;1;;;;;;;;;0;0;766868.94;751371.59;;;;;;;;;-154740.33;-157543.33;612128.61;593828.26;;;;;;;;;0;0;612128.61;593828.26;34079.92;30476.99;;;;;;;34079.92;30476.99;;;-38343.45;-37567.61;;;;;;;;;;;-2583.33;0;;;-45699.14;-50967.33;;;-14865.88;-6562.82;;;0;-3400;;;;;-8306.46;-76025.68;-109798.26;-174523.44;536410.27;449781.81;449781.81;427292.7195;;;457207.1995;-254004;203203.1995;1.016509
01.636.325/0001-28;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;6449015.85;6449015.85;-68472.86;-68472.86;0;0;0;0;0;0;-1140351.8;-1140351.8;5240191.19;5240191.19;0;0;0;0;0;0;0;0;0;0;5240191.19;5240191.19;230262.63;230262.63;0;0;0;0;0;0;230262.63;230262.63;0;0;-66716.88;-66716.88;0;0;-208338.45;-208338.45;0;0;0;0;0;0;0;0;0;0;-7469.02;-7469.02;0;0;-6776.06;-6776.06;-20257.22;-20257.22;-11050;-11050;0;0;-729.6;-729.6;17539.28;17539.28;-303797.95;-303797.95;5166655.87;5166655.87;5166655.87;4908323.0765;;0;5166655.87;0;5166655.87;1
01.657.856/0001-05;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;799472.68;905525.58;-435077.6;-435077.6;0;0;0;0;0;0;7368.96;0;371764.04;470447.98;0;0;0;0;0;0;0;0;0;0;371764.04;470447.98;6263.18;6263.18;0;0;0;0;0;0;6263.18;6263.18;;;-30000;-30000;0;0;;;-52530.53;-52530.53;0;0;0;0;-1825;-1825;0;0;-51366.28;-53563.4;0;0;-15377.3;-16424.3;-7067.14;-7026.82;0;0;0;0;0;0;-85323.53;-130477.89;-243489.78;-291847.94;134537.44;184863.22;184863.22;175620.059;;0;175620.059;0;175620.059;0.95
01.964.775/0001-40;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;39917.35;0;;;;;0;0;39917.35;0;39917.35;0;0;0;0;0;;;;;0;0;;;-2808.08;-3713.05;;;;;;;;;;;;;;;-18629.94;-18629.94;;;;;;;;;;;;;0;0;-21438.02;-22342.99;18479.33;-22342.99;0;0;;;0;0;0;0
01.964.775/0001-40;2025-06-30;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;45008.61;0;;;;;0;0;45008.61;0;45008.61;0;0;0;0;0;;;;;0;0;;;-5476.15;-2786.82;;;;;;;;;;;;;;;-40931.2;-22301.26;;;;;;;;;;;;;0;0;-46407.35;-25088.08;-1398.74;-25088.08;0;0;;;0;0;0;0
02.508.235/0001-14;2025-03-31;1;;;;;;;;;0;0;3801457.8;5068610.4;0;0;0;0;0;0;0;0;0;0;3801457.8;5068610.4;;;;;;;;;0;0;3801457.8;5068610.4;50530.04;50530.04;;;;;;;50530.04;50530.04;;;-207858.69;-203606.85;;;;;;;;;0;0;0;-26666.67;;;0;0;;;-721.85;-721.85;;;0;0;;;0;0;-29908.78;-29908.78;-238489.32;-260904.15;3613498.52;4858236.29;4858236.29;4615324.4755;;;4770899.9955;-3573900;1196999.9955;0.982023
03.251.720/0001-18;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;3714530.65;3591296.35;0;0;0;0;0;0;0;0;-429278.52;-429278.52;3285252.13;3162017.83;0;0;0;0;0;0;-1863.81;-1863.81;-1863.81;-1863.81;3283388.32;3160154.02;409359.38;409359.38;0;0;0;0;-10737.52;-10737.52;398621.86;398621.86;0;0;-212370.9;-212370.9;0;0;0;0;0;0;0;0;0;0;-15617.37;-31234.95;0;0;-182367.83;-174778.34;-183051.6;-183051.6;0;0;0;0;-2225.01;-4450;0;0;0;0;-5485.17;-5485.17;-601117.88;-611370.96;3080892.3;2947404.92;2947404.92;2800034.674;;0;2947404.92;-1944369.92;1003035;1
03.507.519/0001-59;2025-03-31;1;;;;;;;;;0;0;10315533.24;12597822.79;-606749.38;-606749.38;0;0;0;0;0;0;-863190.19;-863190.19;8845593.67;11127883.22;;;;;;;;;0;0;8845593.67;11127883.22;262992.22;262992.22;;;;;;;262992.22;262992.22;;;-281353.42;-268619.96;;;;;;;;;0;0;0;-55158.68;;;0;0;;;-49404.94;-49404.94;;;-7250;-7250;;;0;0;6482.32;6482.32;-331526.04;-373951.26;8777059.85;11016924.18;11016924.18;10466077.971;;;9682305.001;-6441143;3241162.001;0.878857
03.683.056/0001-86;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;13021223.17;13289345.17;0;0;0;0;0;0;0;0;-4196578.91;-2898835.39;8824644.26;10390509.78;0;0;-990320.24;0;2598341.02;2598341.02;-2638543.04;-3110248.54;-1030522.26;-511907.52;7794122;9878602.26;1065319.03;1065319.03;0;0;0;0;0;0;1065319.03;1065319.03;;;-770313.87;-757808.89;0;0;0;0;0;0;-46485.9;-46485.9;-6612.73;-6612.73;0;-35373.34;0;0;0;0;0;0;-112596.68;-112596.68;0;0;-5250;-5250;0;0;-10119.74;-10119.74;-205706.32;-205706.32;-1157085.24;-1179953.6;7702355.79;9763967.69;9763967.69;9275769.3055;;;9411272.2455;-9411272.25;-0.0045;0.963878
03.855.441/0001-63;2025-03-31;1;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;0;43277.8;43277.8;43277.8;43277.8;;;;;;;;;0;0;43277.8;43277.8;4048278.62;4048278.62;;;;;21102145.07;0;25150423.69;4048278.62;;;-458620.86;-458620.86;;;;;;;;;-3365.4;-3365.4;-52500;-546150;;;0;0;;;-83036.8;-83036.8;;;0;0;;;0;0;-16844305.23;-112628.07;-17441828.29;-1203801.13;7751873.2;2887755.29;2887755.29;2743367.5255;;;-0.0045;0;-0.0045;0
04.066.582/0001-60;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;1716331.11;1716331.11;0;0;0;0;0;0;0;0;0;0;1716331.11;1716331.11;0;0;0;0;0;0;0;0;0;0;1716331.11;1716331.11;27552.92;27552.92;0;0;0;0;-5496.02;-5496.02;22056.9;22056.9;0;0;-74816.99;-74816.99;0;0;0;0;0;0;0;0;0;0;-14201.89;-24303.51;0;0;-3162.33;-6324.63;0;0;0;0;0;0;-1674.99;0;0;0;0;0;-2969.39;-2969.39;-96825.59;-108414.52;1641562.42;1629973.49;1629973.49;1548474.8155;;0;1629973.49;-1101999.31;527974.18;1
04.141.645/0001-03;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;5353428.05;5208751.84;0;0;;;;;0;;-1079507.8;-1079507.8;4273920.25;4129244.04;0;0;0;0;0;0;0;0;0;0;4273920.25;4129244.04;88942.32;88942.32;0;0;0;0;0;0;88942.32;88942.32;;;-145898.92;-133248.25;;;-81894.46;-88046.24;;;;;0;0;-2687.5;-5375;;;-7589.49;-7589.49;;;0;0;;;-7450;-7450;;;0;0;-62764.4;-62764.4;-308284.77;-304473.38;4054577.8;3913712.98;3913712.98;3718027.331;;0;3714002.301;-2303023.01;1410979.291;0.948972
04.644.612/0001-78;2025-03-31;1;0;0;;;;;;;0;0;;;0;;;;;;;;;;0;0;;;12489.85;;;;;;12489.85;0;12489.85;0;;;;;;;;;0;0;;;-49825.53;-49825.53;;;-1042.68;-1042.68;;;;;-28234.47;-28234.47;-3760.05;-3760.05;;;;;;;-2634;-2634;;;;;;;;;-7710.77;-7728.91;-93207.5;-93225.64;-80717.65;-93225.64;0;0;;0;0;0;0;0
04.722.883/0001-02;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;9635725.31;9805213.51;0;0;0;0;0;0;0;0;-2997031.97;-2873233.34;6638693.34;6931980.17;0;0;0;0;0;0;0;0;0;0;6638693.34;6931980.17;261350.34;261350.34;0;0;0;0;0;0;261350.34;261350.34;0;0;-261082.5;-261082.5;0;0;-74811.03;-74811.03;0;0;0;0;0;0;-12151.89;-24303.51;0;0;-12903.93;-254.76;0;0;-106334.63;-106334.63;0;0;-2450.01;0;0;0;-732;-732;-22883.55;1041082.78;-493349.54;573564.35;6406694.14;7766894.86;7766894.86;7378550.117;;0;-0.003;0;-0.003;0
05.437.916/0001-27;2025-03-31;1;;;;;;;;;0;0;2528263.74;2520497.17;;0;;;;;;;;;2528263.74;2520497.17;;;;;;;;;0;0;2528263.74;2520497.17;44900.47;44900.47;;;;;;;44900.47;44900.47;;;-176294.49;-176294.49;;;;;;;;;;;-3850;;;;-23313.29;-14435.36;;;-15424.15;-7121.09;;;0;-10600;;;;;-19653.6;-23471.84;-238535.53;-231922.78;2334628.68;2333474.86;2333474.86;2216801.117;;;2222989.437;-1481992.96;740996.477;0.952652
05.562.312/0001-02;2025-03-31;1;0;0;0;0;0;0;;;0;0;1057089.73;885256.74;-312861.11;-312861.11;0;0;0;0;0;0;-855156.69;-855156.69;-110928.07;-282761.06;0;0;0;0;0;0;0;0;0;0;-110928.07;-282761.06;1325672.23;1325672.23;0;0;0;0;-350339.64;-350339.64;975332.59;975332.59;0;0;-117578.14;-117578.14;0;0;0;0;0;0;0;0;0;0;-11877.78;0;-9000;-9000;-2027646.42;-1769097.95;0;0;-6868.87;-6868.87;0;0;-1500;-6000;0;0;-202;-202;-7900.42;-7900.42;-2182573.63;-1916647.38;-1318169.11;-1224075.85;-1224075.85;0;;0;0;0;0;0
06.175.262/0001-73;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;1076020.17;1076020.17;-108184.02;-292705.75;0;0;0;0;0;0;-196324.3;7078.76;771511.85;790393.18;0;0;0;0;0;0;0;0;0;0;771511.85;790393.18;0;15243.69;15052.87;0;0;0;0;0;15052.87;15243.69;0;0;-56699.16;-44943.69;0;0;0;0;0;0;0;0;0;0;-7854.87;0;0;0;-4013.44;-1850.12;0;0;0;0;0;-7868.39;0;0;0;0;-1770.4;-1770.4;8552.56;-12444.2;-61785.31;-68876.8;724779.41;736760.07;736760.07;699922.0665;;0;736760.0665;-716777.8;19982.2665;1
07.000.400/0001-46;2025-03-31;1;0;0;0;0;0;0;;;0;0;-4285.53;-4285.53;-674229.31;-674229.31;0;0;0;0;0;0;-104705.46;-104705.46;-783220.3;-783220.3;0;0;0;0;0;0;0;0;0;0;-783220.3;-783220.3;858535.15;858535.15;0;0;0;0;0;0;858535.15;858535.15;0;0;-158687.42;-158687.42;0;0;0;0;0;0;0;0;0;0;-12287.49;-20000;-14000;-14000;-1240179.48;-986072;-66;-66;-160;-160;-14194.06;-14194.06;-5574.99;0;0;0;0;0;430020.44;430020.44;-1015129;-763159.04;-939814.15;-687844.19;-168565837.53;0;;0;0;0;0;0
07.122.725/0001-00;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;2318906.83;2429861.15;0;0;0;0;0;0;0;0;-967394.28;-909667.44;1351512.55;1520193.71;0;0;0;0;0;0;0;0;0;0;1351512.55;1520193.71;249795.6;249795.6;0;0;0;0;-15305.57;-15305.57;234490.03;234490.03;0;0;-331421.09;-331421.09;0;0;0;0;0;0;0;0;0;0;-12151.89;0;0;0;-188965.57;-183905.92;-81350.98;-81350.98;-800;-800;0;0;-2124.99;-4250;0;0;-202;-202;-16133.57;-16133.57;-633150.09;-618063.56;952852.49;1136620.18;1136620.18;1079789.171;;0;1136620.18;-138842.58;997777.6;1
07.224.019/0001-60;2025-03-31;1;0;0;0;0;0;0;;;0;0;30447196.88;34441584.18;0;0;0;0;0;0;-921076.5;0;-3653259.55;-3653259.55;25872860.83;30788324.63;0;0;0;0;0;0;0;0;0;0;25872860.83;30788324.63;973503.32;973503.32;0;0;0;0;0;0;973503.32;973503.32;0;0;-469147.43;-469147.43;0;0;-26437.41;-26437.41;0;0;0;0;0;0;-13763.28;-25013.28;0;0;-14230.29;0;-1099903.61;-1099903.61;-52537.98;-52537.98;0;0;-5618.23;-6880.59;0;0;0;0;41295.5;2653610.29;-1640342.73;973689.99;25206021.42;32735517.94;32735517.94;31098742.043;;0;31642369.58;-24061457.46;7580912.12;0.966607
07.583.627/0001-61;2025-03-31;1;;;;;;;;;0;0;91515185.85;86153757.68;-14310;-14310;;;0;0;0;0;-74794.56;-305210.08;91426081.29;85834237.6;;;;;;;;;0;0;91426081.29;85834237.6;936947.07;936947.07;;;;;;;936947.07;936947.07;;;-822958.05;-809865.54;;;-1019117.3;-234213.2;;;;;;;-70760.86;-96269.24;;;-13949.05;-13949.05;;;-220296.64;-220296.64;-269208.27;0;-249343.34;-11200;;;;;-252966.2;-239017.15;-2918599.71;-1624810.82;89444428.65;85146373.85;85146373.85;80889055.1575;;;83017714.4975;-54749868.01;28267846.4875;0.975
07.789.135/0001-27;2025-03-31;1;;;;;;;;;0;0;53109021.98;59784468.15;0;0;0;0;0;0;-116341.08;-116341.08;-11161672.75;-7356787.59;41831008.15;52311339.48;0;0;600322.68;317388.17;0;0;4269531.11;4269531.11;4869853.79;4586919.28;46700861.94;56898258.76;0;0;309621.58;878492.470000001;0;0;0;0;309621.58;878492.47;;;-217930.89;-217930.89;0;0;0;0;0;0;0;0;0;0;-310935.94;-310935.94;0;0;-49837.39;-49837.39;0;0;0;0;-40106.67;-40106.67;0;0;0;0;0;0;-673104.98;-463726.08;-1291915.87;-1082536.97;45718567.65;56694214.26;56694214.26;53859503.547;;;56694214.187;0;56694214.187;1
08.014.513/0001-63;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;6164105.13;6164105.13;0;0;0;0;0;0;0;0;0;0;6164105.13;6164105.13;0;0;0;0;0;0;0;0;0;0;6164105.13;6164105.13;213024.61;213024.61;0;0;0;0;-37157.81;-37157.81;175866.8;175866.8;0;0;-233285.08;-233285.08;0;0;0;0;0;0;0;0;0;0;-12174.99;-24349.99;0;0;-7589.49;0;0;0;-1592.75;-1592.75;0;0;-1674.99;0;0;0;-23;-23;-5010.49;-5010.49;-261350.79;-264261.31;6078621.14;6075710.62;6075710.62;5771925.089;;0;6075710.62;-2017526.16;4058184.46;1
08.098.114/0001-28;2025-03-31;1;;;;;;;;;0;0;16734919.03;16921968.84;-17326.47;-23013.68;;;;;;;2500000;2500000;19217592.56;19398955.16;;;;;;;;;0;0;19217592.56;19398955.16;657100.06;657100.06;;;;;;;657100.06;657100.06;;;-1711518.98;-1767724.06;-304988.14;-5123221.09;-889.2;-889.2;;;;;;;-24121.84;;;;-163808.85;-151598.01;;;;;-15864.78;-7932.4;;;;;;;-401.13;-401.13;-2221592.92;-7051765.89;17653099.7;13004289.33;13004289.33;12354074.8635;;4348222.47;17352511.8035;-11568341.2;5784170.6035;1.334368
08.417.532/0001-30;2025-03-31;1;;;;;;;;;0;0;3290339.43;3367118.16;0;0;0;0;0;0;0;0;0;0;3290339.43;3367118.16;;;;;;;;;0;0;3290339.43;3367118.16;6483902.27;593948.43;;;;;;;6483902.27;593948.43;;;-535780.42;-549988.91;;;;;;;;;-3365.4;-3365.4;-5671.33;-45370.66;;;-41678.9;-41678.9;;;-45867.12;-43555.12;;;-93600;-93600;;;0;0;-176057.89;-176057.89;-902021.06;-953616.88;8872220.64;3007449.71;3007449.71;2857077.2245;;0;0.0045;0;0.0045;0
08.431.747/0001-06;2025-03-31;1;;;;;;;;;0;0;48446212.02;59071238.3;0;;191215.85;11167919.41;;;-6744592.32;0;0;0;41892835.55;70239157.71;14682721.19;6480807.29;19844417.2;0;4020789.17;5236695.74;0;0;38547927.56;11717503.03;80440763.11;81956660.74;1229340.53;1229340.53;;;;;;;1229340.53;1229340.53;;;-3388979.77;-3467836.24;0;;0;;0;;;;-206449.52;-213852.78;-58854.02;-8800;;;-100859.66;-80151.71;-72.71;;-24618.78;-24618.78;0;;-29152.4;-21047;0;;-175.77;-392.98;-11187869.41;-8484848.27;-14997032.04;-12301547.76;66673071.6;70884453.51;70884453.51;67340230.8345;;;61983844.8045;-41322563.2;20661281.6045;0.874435
08.693.497/0001-82;2025-03-31;1;;;;;;;;;0;0;7743903.25;7713338.6;-587419.29;-586369.29;;;;;;;-171541.39;-159754.37;6984942.57;6967214.94;;;;;;;937281.7;229197.43;937281.7;229197.43;7922224.27;7196412.37;82912.72;76844.21;;;;;;;82912.72;76844.21;;;-496674.38;-547334.85;;;-284343.69;-278249.88;;;;;;;;-26040;;;-19768.83;-8368.78;;;-156270.19;-161341.87;;;-12150;-12150;;;-17979.25;-17979.25;-205004.37;-203730.9;-1192190.71;-1255195.53;6812946.28;6018061.05;6018061.05;5717157.9975;;;-0.0025;0;-0.0025;0
08.696.175/0001-97;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;4636541.55;4573378.68;-48052;-48052;0;0;0;0;0;0;-75478.88;-75478.88;4513010.67;4449847.8;0;0;0;0;0;0;0;0;0;0;4513010.67;4449847.8;110770.66;110770.66;0;0;0;0;0;0;110770.66;110770.66;0;0;-75203.25;-75203.25;;;;;;;;;0;0;0;0;;;0;0;;;0;0;;;0;0;;;0;0;-132619.31;-135209.31;-207822.56;-210412.56;4415958.77;4350205.9;4350205.9;4132695.605;;0;3894080.395;-2696053.32;1198027.075;0.895149
08.706.065/0001-69;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;3422233.26;3422233.26;0;0;2195000;2195000;-113687.58;-113687.58;-1896312.42;0;0;-388864.95;3607233.26;5114680.73;0;0;0;0;0;0;0;0;0;0;3607233.26;5114680.73;6501489.99;6501489.99;0;0;0;0;-1630713.5;-1630713.5;4870776.49;4870776.49;0;0;-1030221.16;-1030221.16;-4864153;-178834.3;0;0;0;0;0;0;0;0;-23375.01;-46750;0;0;-7589.49;0;-1160.2;-1160.2;0;0;0;0;-15024.99;0;0;0;-622.7;-622.7;-34366.8;-34366.8;-5976513.35;-1291955.16;2501496.4;8693502.06;8693502.06;8258826.957;;0;8693502.06;-6388192.6;2305309.46;1
08.924.783/0001-01;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;37499495.32;37499495.32;-92225.51;-92225.51;0;0;0;0;0;0;-2104606.97;-2354015.49;35302662.84;35053254.32;5025779.19;5025779.19;-3008604.76;0;-4454170.72;-4454170.72;0;0;-2436996.29;571608.47;32865666.55;35624862.79;642625.17;642625.17;0;0;0;0;-134938.16;-134938.16;507687.01;507687.01;0;0;-1020231.6;-1020231.6;0;0;-5966.12;-5966.12;0;0;0;0;-426.46;-426.46;-54249.99;-50700;0;0;-147248.6;-133018.31;-149434.55;-149434.55;-3609.58;-3609.58;0;0;-35365.11;-26223;0;0;0;0;-3152292.66;3847707.34;-4568824.67;2458097.72;28804528.89;38590647.52;38590647.52;36661115.144;;0;38590647.52;-11987190.9;26603456.62;1
08.971.868/0001-40;2025-03-31;1;0;;0;;;;;;0;0;;;;;;;;;;;-150568.59;-150568.59;-150568.59;-150568.59;;;;;;;;;0;0;-150568.59;-150568.59;32705.5;31875.51;205197.93;;;;;2914.97;237903.43;34790.48;;;-5700;-2357.14;;;;;;;;;-300;-261.9;;;;;-12995.15;-474.99;;;-7500;-7500;;;-4427.92;-4427.92;;;;;-1751.54;-6643.19;-32674.61;-21665.14;54660.23;-137443.25;-137443.25;0;;;0;0;0;0
