CNPJ_Fundo_Classe;Data_Referencia;Versao;Receita_Venda_Estoque_Contabil;Receita_Venda_Estoque_Financeiro;Custo_Estoque_Contabil;Custo_Estoque_Financeiro;Ajuste_Realizacao_Estoque_Contabil;Ajuste_Realizacao_Estoque_Financeiro;Outras_Receitas_Despesas_Estoque_Contabil;Outras_Receitas_Despesas_Estoque_Financeiro;Resultado_Liquido_Estoque_Contabil;Resultado_Liquido_Estoque_Financeiro;Receita_Aluguel_Investimento_Contabil;Receita_Aluguel_Investimento_Financeiro;Despesa_Manutencao_Investimento_Contabil;Despesa_Manutencao_Investimento_Financeiro;Receita_Venda_Investimento_Contabil;Receita_Venda_Investimento_Financeiro;Custo_Investimento_Contabil;Custo_Investimento_Financeiro;Ajuste_Justo_Investimento_Contabil;Ajuste_Justo_Investimento_Financeiro;Outras_Receitas_Despesas_Investimento_Contabil;Outras_Receitas_Despesas_Investimento_Financeiro;Resultado_Liquido_Renda_Contabil;Resultado_Liquido_Renda_Investimento_Financeiro;Receita_Juros_TVM_Contabil;Receita_Juros_TVM_Financeiro;Ajuste_Justo_TVM_Contabil;Ajuste_Justo_TVM_Financeiro;Resultado_Venda_TVM_Contabil;Resultado_Venda_TVM_Financeiro;Outras_Receitas_Despesas_TVM_Contabil;Outras_Receitas_Despesas_TVM_Financeiro;Resultado_Liquido_TVM_Contabil;Resultado_Liquido_TVM_Financeiro;Resultado_Liquido_Total_Contabil;Resultado_Liquido_Total_Financeiro;Receita_Juros_Aplicacao_Contabil;Receita_Juros_Aplicacao_Financeiro;Ajuste_Justo_Aplicacao_Contabil;Ajuste_Justo_Aplicacao_Financeiro;Resultado_Venda_Aplicacao_Contabil;Resultado_Venda_Aplicacao_Financeiro;Outras_Receitas_Despesas_Aplicacao_Contabil;Outras_Receitas_Despesas_Aplicacao_Financeiro;Resultado_Liquido_Recurso_Liquidez_Contabil;Resultado_Liquido_Recurso_Liquidez_Financeiro;Resultado_Liquido_Derivativos_Contabil;Resultado_Liquido_Derivativos_Financeiro;Taxa_Administracao_Contabil;Taxa_Administracao_Financeiro;Taxa_Desempenho_Contabil;Taxa_Desempenho_Financeiro;Despesa_Consultoria_Especializada_Contabil;Despesa_Consultoria_Especializada_Financeiro;Despesa_Empresa_Especializada_Contabil;Despesa_Empresa_Especializada_Financeiro;Despesa_Formador_Mercado_Contabil;Despesa_Formador_Mercado_Financeiro;Despesa_Custodia_Contabil;Despesa_Custodia_Financeiro;Despesa_Auditoria_Independente_Contabil;Despesa_Auditoria_Independente_Financeiro;Despesa_Representantes_Cotistas_Contabil;Despesa_Representantes_Cotistas_Financeiro;Taxa_Imposto_Contribuicao_Contabil;Taxa_Imposto_Contribuicao_Financeiro;Despesa_Comissoes_Emolumentos_Contabil;Despesa_Comissoes_Emolumentos_Financeiro;Despesa_Honorarios_Defesas_Contabil;Despesa_Honorarios_Defesas_Financeiro;Despesa_Contratos_Seguros_Contabil;Despesa_Contratos_Seguros_Financeiro;Despesa_Avaliacoes_Contabil;Despesa_Avaliacoes_Financeiro;Taxa_Ingresso_Saida_Cotista_Contabil;Taxa_Ingresso_Saida_Cotista_Financeiro;Despesa_Registro_Cartorio_Contabil;Despesa_Registro_Cartorio_Financeiro;Outras_Receitas_Depesas_Contabil;Outras_Receitas_Depesas_Financeiro;Total_Receitas_Despesas_Contabil;Total_Receitas_Despesas_Financeiro;Resultado_Trimestral_Liquido_Contabil;Resultado_Trimestral_Liquido_Financeiro;Resultado_Financeiro_Liquido_Acumulado;Resultado_Financeiro_Liquido_Acumulado_95;Parcela_Rendimento_Retido;Lucro_Contabil;Rendimentos_Declarados;Rendimentos_Pagos_Antecipadamente;Rendimento_Liquido_Pagar;Percentual_Resultado_Financeiro_Liquido_Declarado
24.960.430/0001-13;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;263977431.1;236878074.02;867371.91;;;3802463.03;;;264844803.01;240680537.05;264844803.01;240680537.05;2391999.8;2391999.8;;;;;-17106374.27;-4114169.87;-14714374.47;-1722170.07;;;-17723553.28;-18341463.29;;;-430.32;-430.32;;;-52534.62;-52534.62;-125.11;-129.91;-11237.36;;;;-330108.73;-310367.75;;;;;;;;;;;-48.47;;-20000;-20000;-18138037.89;-18724925.89;231992390.65;220233441.09;220233441;209221768.95;;15997207.62;236230648.62;-148144644;88086004.62;1.072638
24.976.492/0001-13;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-54000;0;;;;;;;;;;;-24000;;;;;0;;;;;;;;;;;;;-85917;0;-163917;0;-163917;0;0;0;;;0;0;0;0
25.032.881/0001-53;2025-03-31;1;15106460.72;;;;;;;;15106460.72;0;121823.06;121823.06;;;;;;;;;-272352.55;-266932.55;-150529.49;-145109.49;8521042.54;8521042.54;-74397642.31;;60455405.32;60455405.32;16908244.59;7596324.98;11487050.14;76572772.84;26442981.37;76427663.35;6426961.5;3416198.2;941866.48;;;;;;7368827.98;3416198.2;;;-6888941.64;-7329346.98;;;-14255.37;-14255.37;;;;;;;;;;;-119171.23;-106235.21;;;-26538.2;-6967.37;;;;;;;-1442.73;-9566.09;-1781021;-384459.35;-8831370.17;-7850830.37;24980439.18;71993031.18;71993031.18;68393379.621;;;70703905.091;-47135936.73;23567968.361;0.982094
26.091.656/0001-50;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;11691084.58;10934555.28;-353376.86;0;0;0;0;0;11337707.72;10934555.28;11337707.72;10934555.28;1917516.04;1103471.04;-349023.87;0;0;0;-297697.88;0;1270794.29;1103471.04;;;-90624.13;-92523.81;0;0;-15992.5;-16327.74;0;0;0;0;-35538.91;-36283.89;-3134.18;0;0;0;-19205.16;-15639.29;0;0;0;0;0;0;0;0;0;0;-193.8;-193.8;-507041.63;-516105.37;-671730.31;-677073.9;11936771.7;11360952.42;11360952.42;10792904.799;;;9074151.359;-5984386.56;3089764.799;0.798714
26.191.053/0001-20;2025-03-31;1;;;;;;;;;0;0;272785.61;358413.89;-1500;-1500;;;;;;;-56605.97;-56605.97;214679.64;300307.92;;;507025.49;;;;;;507025.49;0;721705.13;300307.92;95629.24;89776.41;;;;;;;95629.24;89776.41;;;-67463.04;-67463.04;;;;;;;;;;;-4220;-13600;;;-3643.03;-4641.54;;;;;;;;;;;;;-4758.51;-520.05;-80084.58;-86224.63;737249.79;303859.7;303859.7;288666.715;;;0;0;0;0
26.269.251/0001-60;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;;;;;;;;;;;;;0;;;;-1028.59;0;;;;;;;;;;;;;-19887.13;-12.23;-20915.72;-12.23;-20915.72;-12.23;-12.23;0;;;0;0;0;0
26.452.053/0001-37;2025-03-31;1;;;;;;;;;0;0;9907308.64;9568155.53;-961226.8;-1695609.44;0;;;;;;;;8946081.84;7872546.09;;;;;;;;;0;0;8946081.84;7872546.09;;;;;;;;;0;0;;;-61897.83;-61897.83;;;-296477.94;;;;;;;;-17000;-8500;;;;;;;-35187.35;;;;;;;;;;-138880.78;372802.6;-549443.9;302404.77;8396637.94;8174950.86;8174950.86;7766203.317;;;7766203.317;-11000000;-3233796.683;0.95
26.452.179/0001-01;2025-03-31;1;;;;;;;;;0;0;0;;;;;;;;;;;;0;0;;;-396610.32;;;;-6234564.85;;-6631175.17;0;-6631175.17;0;;;;;;;;;0;0;544656.18;;-34626.8;-34085.7;;;;;;;;;0;-13634.28;0;;;;-16407;-1153.23;;;;;;;;;;;;;-24239.38;119092.89;-75273.18;70219.68;-6161792.17;70219.68;284836.99;270595.1405;;;270595.1405;0;270595.1405;0.95
26.499.833/0001-32;2025-03-31;1;;;;;;;;;0;0;68040114.22;60986701.36;0;0;-69571.47;423291.4;0;0;24345467.24;0;-20000;-32000;92296009.99;61377992.76;3064794.48;3553664.97;11174924.38;0;0;0;-8260846.6;-8729653.31;5978872.26;-5175988.34;98274882.25;56202004.42;6665667.34;6665667.34;3635399.25;2662581.67;0;1136233.29;-604387.41;14.67;9696679.18;10464496.97;;;-3425134.89;-3486477.19;0;0;0;0;0;0;0;0;-43920.66;-43920.66;0;0;0;0;-144353.91;-99436.78;0;0;-155703.6;-155703.6;0;0;-42300;-42300;0;0;-75445;-75445;-453920.72;-453920.72;-4340778.78;-4357203.95;103630782.65;62309297.44;62309297.44;59193832.568;;;60974557.158;-50854030.64;10120526.518;0.978579
26.502.794/0001-85;2025-03-31;1;;;;;;;;;0;0;58687238.44;62848684.44;-357695.9;-357695.9;;-1543452.31;;;;;-1252790.45;-1648755.03;57076752.09;59298781.2;;;-64031675.81;;;;26534097.34;25066317.93;-37497578.47;25066317.93;19579173.62;84365099.13;5068640.48;5068640.48;;;;;;;5068640.48;5068640.48;;;-5509466.34;-5848477.96;;;-154826.89;-947408.89;;;;;;;-369102.31;-94900;;;-118698.37;-104748.88;-2336034.31;;-75932.49;-78811.36;-13230.2;-13230.2;-109000;-109000;;;-16847.82;-16847.82;-6163668.47;-5190435.45;-14866807.2;-12403860.56;9781006.9;77029879.05;77029879.05;73178385.0975;;;76692790.2575;-51128526.84;25564263.4175;0.995624
26.502.810/0001-30;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-100323.54;-295885.91;0;0;0;0;0;0;0;0;0;0;-9971.5;-33000;0;0;-8110.23;-5163.83;0;0;0;0;0;0;-6000;-6000;0;0;0;0;-4919.22;-4904.3;-129324.49;-344954.04;-129324.49;-344954.04;-344954.04;0;;;0;0;0;0
26.545.627/0001-11;2025-03-31;1;;;;;;;;;0;0;1751605.43;1747501.24;-116612.22;-116612.22;0;0;0;0;-4541000;1278630.9;-5042440.51;-5042440.51;-7948447.3;-2132920.59;16344.19;16344.19;-2058739.98;3553284.13;-74933.36;-74933.36;683939.94;683939.94;-1433389.21;4178634.9;-9381836.51;2045714.31;58649.15;58649.15;;;;;;;58649.15;58649.15;;;-84876.57;-84876.57;0;0;-102000;-102000;0;0;0;0;-2340.02;-2210.02;-6375.81;-6325.82;0;0;-12709.27;-12709.27;-1511.81;-1511.81;0;0;0;0;0;0;0;0;-302.04;-302.04;-291.09;-4579911.81;-210406.61;-4789847.34;-9533593.97;-2685483.88;-4789847.34;0;;0;0;0;0;0
26.614.291/0001-00;2025-03-31;1;;;;;;;;;0;0;46634916.61;52227741.47;-80740.54;-80740.54;;;;;;;;;46554176.07;52147000.93;;;-14385792.59;;;;318181.56;318181.56;-14067611.03;318181.56;32486565.04;52465182.49;361356.31;361356.31;;;;;21559.12;21559.12;382915.43;382915.43;;;-3136028.47;-3321089.79;;;-84617.09;-84617.09;;;;;-92104.51;-91036.17;;;;;-223012.99;-209502.1;-4290.8;-4290.8;-74766.12;-74766.12;;;-25020;-25020;;;-22399.18;-22399.18;-6152677.41;-4027890.17;-9814916.57;-7860611.42;23054563.9;44987486.5;44987486.5;42738112.175;;;42738112.175;-36074104.5;6664007.675;0.95
26.642.727/0001-66;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;7346660.71;7346660.71;-160015.08;-160015.08;0;0;0;0;0;0;-679873.57;-679873.57;6506772.06;6506772.06;0;0;0;0;0;0;0;0;0;0;6506772.06;6506772.06;257095.26;257095.26;0;0;0;0;0;0;257095.26;257095.26;0;0;-96882.48;-96882.48;0;0;-4793.92;-4793.92;0;0;0;0;0;0;0;0;0;0;-10119.32;-10119.32;0;0;0;0;0;0;0;0;0;0;-2613.04;-2613.04;10840.77;10840.77;-103567.99;-103567.99;6660299.33;6660299.33;6660299.33;6327284.3635;;0;6660299.33;0;6660299.33;1
26.642.834/0001-94;2025-03-31;1;;;;;;;;;0;0;150876.08;150876.08;-22319.78;-22319.78;;;;;;;;;128556.3;128556.3;;;;;;;;;0;0;128556.3;128556.3;50031.89;50031.89;;;;;;;50031.89;50031.89;;;;;;;-154513.94;-154513.94;;;;;;;-21164.82;;;;-96106.99;-81263.71;;;-25230.11;-25230.11;;;;;;;;;-262842.09;-262842.09;-559857.95;-523849.85;-381269.76;-345261.66;-345261.66;0;;0;0;0;0;0
26.681.370/0001-25;2025-03-31;1;;;;;;;;;0;0;7152799.89;9579278.52;-140570.8;-140487.19;2099728.01;8805189.42;;;;;;;9111957.1;18243980.75;220831.6;220831.6;-110990.55;0;60486.79;60486.79;76561.08;76561.08;246888.92;357879.47;9358846.02;18601860.22;234460.7;234460.7;;;;;;;234460.7;234460.7;;;-825747.99;-869376.59;0;0;-152918.38;-136025.38;0;0;0;0;-15169.89;-14729.51;-15217.87;0;0;0;-38832.51;-29393.69;0;0;0;0;0;0;0;0;0;0;0;0;-3341473.5;-1806704.43;-4389360.14;-2856229.6;5203946.58;15980091.32;15980091.32;15181086.754;;1438859.36;17418950.684;-7388442.25;10030508.434;1.090041
26.813.118/0001-22;2025-03-31;1;;;;;;;;;0;0;;618946.22;;;;-3509628.53;;;;;-13283826.75;-293188.13;-13283826.75;-3183870.44;333015.76;;0.03;;-919.6;;;;332096.19;0;-12951730.56;-3183870.44;97687.37;89819.84;;;;;;;97687.37;89819.84;;;-104279.78;-111096.07;;;-4500;;;;;;-5574.12;-5490.66;-3122.62;-12900;;;-3136.57;-7174.06;-8330.79;;-40000;-40000;;;;;;;;;-215089.34;-5768.31;-384033.22;-182429.1;-13238076.41;-3276479.7;-3276479.7;0;;;0;0;0;0
26.846.134/0001-11;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;5565.33;5516.75;0;0;0;0;0;0;5565.33;5516.75;5565.33;5516.75;;;;;;;;;0;0;;;-11336.76;-7557.84;0;0;0;0;0;0;0;0;0;0;-15050;-15050;0;0;-2698.49;-2795.69;0;0;0;0;0;0;0;0;0;0;0;0;-517.93;-4123.79;-29603.18;-29527.32;-24037.85;-24010.57;-24010.57;0;;0;0;0;0;0
26.846.280/0001-47;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;-0.1;;;;187915.38;124758;187915.28;124758;187915.28;124758;879.95;879.95;;;;;;;879.95;879.95;;;-44590.45;-44927.19;;;;;;;;;;;;;;;-2074.75;-286.77;;;;;;;;;;;;;-198.62;-222.3;-46863.82;-45436.26;141931.41;80201.69;80201.69;76191.6055;;;-0.0045;0;-0.0045;0
26.990.011/0001-50;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;42849.96;42849.96;0;0;0;0;0;0;42849.96;42849.96;;;-42921.36;-42972.02;;;-128291.81;-128694.86;;;;;;;0;-1375;;;-2371.71;-2371.71;;;0;0;;;0;0;;;0;0;-6366.58;-6366.58;-179951.46;-181780.17;-137101.5;-138930.21;-138930.21;0;;0;0;0;0;0
27.368.600/0001-63;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;7026695.91;6920387.01;-23500;-23500;0;0;0;0;0;0;0;-139499.99;7003195.91;6757387.02;0;0;0;0;0;0;0;0;0;0;7003195.91;6757387.02;192793.37;196847.63;0;0;0;0;0;0;192793.37;196847.63;;;-511844.52;-540740.56;0;0;0;0;0;0;0;0;0;0;-15343.03;-64185.42;0;0;-25539.17;125320.91;0;0;-6706.83;-6706.83;0;0;0;0;0;0;-2949.74;-2685.1;-152099.73;-153482.72;-714483.02;-642479.72;6481506.26;6311754.93;6311754.93;5996167.1835;;;5996167.1835;-4103100;1893067.1835;0.95
27.368.617/0001-10;2025-03-31;1;;;;;;;;;0;0;3259622.24;2384352.21;-692073.45;-694711.83;;;;;;;765420.56;943576.54;3332969.35;2633216.92;;;;;;;;;0;0;3332969.35;2633216.92;82093.95;76620.76;;;;;;;82093.95;76620.76;;;-155202.81;-144313.38;;;-136732.03;-56642.58;;;;;;;-9093.14;-18135;;;-17173.29;-9611.23;;;-14876.52;-14876.52;;;-3250;-3250;;;-2788.26;-2788.26;-33934.22;16376.71;-373050.27;-233240.26;3042013.03;2476597.42;2476597.42;2352767.549;;;2219825.279;-1664868.96;554956.319;0.896321
27.368.863/0001-72;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-185226.69;;;;;;;;;;;;-4384.42;;;;-15647.08;;;;;;;;;;;;;;37185;;-168073.19;0;-168073.19;0;0;0;;;0;0;0;0
27.445.482/0001-40;2025-03-31;2;;;;;0;0;0;0;0;0;8283042.26;5652589.65;0;0;0;0;;0;0;0;-126188.22;-126187.74;8156854.04;5526401.91;0;0;0;0;0;0;0;0;0;0;8156854.04;5526401.91;24255.58;24255.58;;0;;0;;0;24255.58;24255.58;;;-187588.37;-138450.42;0;0;-92732.42;-92732.42;0;0;0;0;-18758.58;-13844.86;-21629.38;0;0;0;-15395.54;-4986.81;0;0;-43094.9;-43094.9;-6923.37;-6923.37;-6009.11;-11406.91;0;0;-484.67;-948.72;-5466382.33;-2209916.66;-5858998.67;-2522305.07;2322110.95;3028352.42;3028352.42;2876934.799;;;829199.999;-552800;276399.999;0.273812
27.486.542/0001-72;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;10517464.05;10683606.64;140645.01;11048.13;474008.55;1964024.89;0;0;12959.76;0;-63100.19;-55195.03;11081977.18;12603484.63;1551715.91;906997.91;-1436191.47;0;0;0;0;0;115524.44;906997.91;11197501.62;13510482.54;177500.05;177500.05;0;0;0;0;0;0;177500.05;177500.05;;;-913291.09;-673387.1;0;0;0;0;0;0;0;0;-34628.01;-25633.75;-13797.59;-17100;0;0;-32743.4;-20513.8;0;0;-54928.56;-54928.56;0;0;-11134.33;-8000;0;0;-185.93;-403.14;-2662092.38;-2895512.34;-3722801.29;-3695478.69;7652200.38;9992503.9;9992503.9;9492878.705;;;8287499.995;-5525000;2762499.995;0.829372
27.529.279/0001-51;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;60116861.26;58209685.33;11594899.48;-2330412.13;2161514.1;2161514.1;38.26;38.26;73873313.1;58040825.56;73873313.1;58040825.56;-25457336.47;-25457336.47;0;0;0;0;-87097.37;-87097.37;-25544433.84;-25544433.84;0;0;-2096088.55;-2096088.55;0;0;-3402;-3402;0;0;0;0;-3708.33;-3708.33;-10376.76;-20753.49;0;0;-12649.17;0;0;0;-160;-160;0;0;0;0;0;0;0;0;-88054.79;3669632.68;-2214439.6;1545520.31;46114439.66;34041912.03;34041912.03;32339816.4285;;0;34043804.78;-16416924;17626880.78;1.000056
27.538.422/0001-71;2025-03-31;1;;;;;;;;;0;0;2407443.4;2099108.61;-97601.92;-89948.65;;;;;;;-573.15;280000;2309268.33;2289159.96;;;;;;-4883.35;25086.9;22941.99;25086.9;18058.64;2334355.23;2307218.6;635758.62;622302.2;;;211739.5;211505.300000001;;;847498.12;833807.5;;;-191530.33;-196328.7;;;-5173.21;;;;;;-7255.9;-7477.17;;-20900;;;-27417.75;;-5596.77;-17243.16;-157978.38;-163309.44;;;-8500;-8500;;;-3581.76;-1462.66;-12192.37;-18131.66;-419226.47;-433352.79;2762626.88;2707673.31;2707673.31;2572289.6445;;;2486963.4545;-1696058.58;790904.8745;0.918487
27.538.477/0001-81;2025-03-31;1;;;;;;;;;0;0;3000;3000;-94302.5;-94302.5;;;;;;;-119497.62;-119497.62;-210800.12;-210800.12;;;108793.26;;;;58497.73;58497.73;167290.99;58497.73;-43509.13;-152302.39;48560.25;24581.62;;;12508.49;12508.49;;;61068.74;37090.11;;;-86156.3;-74636.32;;;-488478.79;-379304.09;;;;;-2687.41;-2758.38;;-12900;;;-503716.69;-446238.35;-93629;-93719;-25358.45;-21858.45;-7234.98;-7234.98;-12000;-12000;;;-10528.41;-10528.41;-57026.05;-54334.93;-1286816.08;-1115512.91;-1269256.47;-1230725.19;-1230725.19;0;;;0;0;0;0
27.539.651/0001-00;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;1780.81;0;1780.81;0;1780.81;0;;;;;;;;;0;0;;;-61277.56;0;;;;;;;;;;;;;;;-3580.2;-418;;;-26673.75;-26673.75;;;;;;;;;;;-91531.51;-27091.75;-89750.7;-27091.75;-27091.75;0;;;0;0;0;0
27.590.950/0001-70;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;-19703.65;-19703.65;-19703.65;-19703.65;;;;;;;;;0;0;-19703.65;-19703.65;;;;;;;;;0;0;;;-42000;;;;-5150;-5150;;;;;;;-10500;-10500;;;-774.7;;;;;;;;;;;;;;-135.63;-65;-58560.33;-15715;-78263.98;-35418.65;-35418.65;0;;;0;0;0;0
27.602.955/0001-75;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;50000;50000;0;0;0;0;0;0;0;0;0;0;50000;50000;0;0;0;0;0;0;0;0;0;0;50000;50000;359.57;359.57;0;0;0;0;-287.72;-287.73;71.85;71.84;0;0;-45000;-30000;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-20829.97;-20829.97;-65829.97;-50829.97;-15758.12;-758.13;-758.13;0;;0;0;0;0;0
27.771.547/0001-47;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-271439.69;-3513.4;;;;;;;;;;;;;;;-23321.47;-4401.04;;;;;;;;;;;;;-7380.99;-1356.3;-302142.15;-9270.74;-302142.15;-9270.74;-9270.74;0;;;0;0;0;0
27.771.586/0001-44;2025-03-31;1;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;;;0;0;0;0;;;;;;;;;0;0;;;-42506.61;;;;-45734.25;;;;;;-11433.57;;-9745.98;;;;;;;;;;;;;;;;;;196;;-109224.41;0;-109224.41;0;0;0;;;0;0;0;0
27.773.327/0001-52;2025-03-31;1;;;;;;;;;0;0;2230163.96;2230163.96;-443807.88;-443807.88;;;;;;;;;1786356.08;1786356.08;;;;;;;;;0;0;1786356.08;1786356.08;;;;;;;;;0;0;;;-68385.84;-68385.84;;;;;;;;;;;;;;;-314058.77;-303394.82;;;;;;;;;;;;;-299594.12;-300511.12;-682038.73;-672291.78;1104317.35;1114064.3;1114064.3;1058361.085;;;1058361.085;0;1058361.085;0.95
28.108.193/0001-18;2025-03-31;1;;;;;;;;;0;0;107651.61;176129.13;;;;;;;;;;;107651.61;176129.13;;;;;;;;;0;0;107651.61;176129.13;34227.59;34227.59;;;;;;;34227.59;34227.59;;;-24747.57;-24219.75;;;-15000;-10000;;;;;-1881.72;-7559.04;-9120;-9120;;;-1162.05;;;;;;;;;;;;;;-232.32;-145;-52143.66;-51043.79;89735.54;159312.93;159312.93;151347.2835;;;196934.8835;-196934.88;0.0035;1.236151
28.152.272/0001-26;2025-03-31;1;;;;;;;;;0;0;;;-595871.66;-595871.66;;;;;;;;;-595871.66;-595871.66;85220026.92;85220026.92;-22315532.05;;1884716.71;1884716.71;1988107.07;1988107.07;66777318.65;89092850.7;66181446.99;88496979.04;1892820.12;1892820.12;;;;;;;1892820.12;1892820.12;;;-948952.74;-954432.03;;;-6017565.63;-6221680.98;;;;;-151952.26;-134160.79;-9246.38;-22920;;;-441160.61;-427436.83;;;;;;;;;;;;;-7797.78;-7797.78;-7576675.4;-7768428.41;60497591.71;82621370.75;82621370.75;78490302.2125;;;82613377.5325;-52194135.46;30419242.0725;0.999903
28.152.777/0001-90;2025-03-31;1;;;;;;;;;0;0;1164048.18;1164048.18;;;;;;;;;;;1164048.18;1164048.18;20289266.79;21560197.57;-9573839.66;;;1121.59;;157600.98;10715427.13;21718920.14;11879475.31;22882968.32;;;711733.04;157987.62;;;;;711733.04;157987.62;;;-1340346.47;-1385116.68;;;;;-62034.3;-62034.3;;;-15016.79;-15518.56;-17121.63;-70732;;;-10183.92;-17920.22;-18160.46;;;;;;;;;;;;-36631.26;-35708.79;-1499494.83;-1587030.55;11091713.52;21453925.39;21453925.39;20381229.1205;;;20044316.4905;-13362877.66;6681438.8305;0.934296
28.216.384/0001-01;2025-03-31;1;;;;;;;;;0;0;146792.31;146792.31;;;;;;;;;;;146792.31;146792.31;;;;;;;;;0;0;146792.31;146792.31;;;;;;;;;0;0;;;-60000;-60000;;;;;;;;;-1242.69;-1272.87;-3874.23;-16005;;;-2683.25;-260;;;;;;;;;;;;;-3209.87;-3127.38;-71010.04;-80665.25;75782.27;66127.06;66127.06;62820.707;;9655.21;75782.267;-75458.47;323.797;1.14601
28.267.530/0001-10;2025-03-31;2;;;;;;;;;0;0;;;;;;;;;;;;;0;0;;;;;;;31801.55;;31801.55;0;31801.55;0;;;;;;;;;0;0;;;-35378.26;99700;;;;;;;;;;;;;;;-1393.02;-245;;;;;;;;;;;-90.12;-90.12;-223928.74;-46540.78;-260790.14;52824.1;-228988.59;52824.1;52824.1;50182.895;;;50182.895;0;50182.895;0.95
28.267.555/0001-13;2025-03-31;1;;;;;;;;;0;0;186298.62;186298.62;-588975.88;0;0;0;0;0;0;0;0;0;-402677.26;186298.62;0;0;-285295.81;0;0;0;0;0;-285295.81;0;-687973.07;186298.62;84480.2;84480.2;0;0;0;0;0;0;84480.2;84480.2;;;-536376.61;-556599.13;0;0;0;0;0;0;0;0;0;0;-35710.7;-37050;0;0;-308017.03;-1181826.31;0;0;0;0;0;0;-7000;0;0;0;-1305.68;-1305.68;-1294.36;-1294.36;-889704.38;-1778075.48;-1493197.25;-1507296.66;-1507296.66;0;;0;0;0;0;0
28.267.696/0001-36;2025-03-31;1;0;0;0;0;0;0;0;0;0;0;9447980.49;9447980.49;0;0;0;0;0;0;0;0;7309097.29;7309097.29;16757077.78;16757077.78;454503.83;583615.92;-27530.49;-0.02;124954.97;124954.97;-694.85;-694.85;551233.46;707876.02;17308311.24;17464953.8;185705.48;185705.48;0;0;0;0;-41405.8;-41405.8;144299.68;144299.68;0;0;-921907.72;-921907.72;0;0;-53000;-53000;0;0;0;0;-143.49;-143.49;-18750;0;0;0;-10119.33;0;0;0;-36089.25;-36089.25;0;0;-21450;0;0;0;0;0;-21295.73;-21295.73;-1082755.52;-1032436.19;16369855.4;16576817.29;16576817.29;15747976.4255;;0;16576817.29;-8518451.35;8058365.94;1
28.516.301/0001-91;2025-03-31;1;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1022128.27;22995671.58;28343759.81;0;0;0;0;0;29365888.08;22995671.58;29365888.08;22995671.58;0;172079.03;170390.44;0;0;29256.72;0;0;170390.44;201335.75;;;-1519826.96;-1578181.84;0;0;0;0;0;0;0;0;0;0;-23204.28;-54810;0;0;-52265.67;-62367.37;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-1595296.91;-1695359.21;27940981.61;21501648.12;21501648.12;20426565.714;;;21927911.034;-14531591.84;7396319.194;1.019825
28.516.325/0001-40;2025-03-31;1;;;;;;;;;0;0;8607276.75;15704173.41;-18289.85;-214350.21;;9745617.48;;;;;-237855.71;-877644.06;8351131.19;24357796.62;;;1976284.46;;;;95046.42;95046.42;2071330.88;95046.42;10422462.07;24452843.04;266555.34;266555.34;230398.98;;;;;;496954.32;266555.34;;;-863028.9;-894941.45;;;-470579.24;-470579.24;;;;;;;-3400;-3400;;;-58645.08;-54674.92;;;-10000;-10000;-112639.25;-60984.44;;;;;;;-369035.13;-4350274.47;-1887327.6;-5844854.52;9032088.79;18874543.86;18874543.86;17930816.667;;;15873936.837;-10582624.56;5291312.277;0.841024
