CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Endereco_Imovel;Caracteristicas_Contratuais
01.235.622/0001-61;2025-03-31;1;Golden Corporate;Aviso prévio para devolução superior a 30 dias. Penalidade em caso de não cumprimento de aviso prédio. Devolução de carência e desconto em caso de rescisão antecipada, sem isentar a multa por rescisão. Isenção de multa por rescisão antecipada após certo período do contrato de locação.
01.235.622/0001-61;2025-03-31;1;Marechal Câmara 160;Prazo contratual superior, índice de reajuste pelo IPCA, Isenção de multa após transcorrido determinado prazo e desde que respeitado o aviso prévio, impossibilidade de retenção pelo Locatário de todas as benfeitorias realizadas no imóvel.
01.235.622/0001-61;2025-03-31;1;Senhor Dos Passos 107;Multa por atraso superior. Multa por rescisão em caso de contrato em prazo indeterminado e desde que não cumprido o aviso prévio estabelecido.
01.235.622/0001-61;2025-03-31;1;Sete De Setembro N° 155;Multa por atraso superior.
01.235.622/0001-61;2025-03-31;1;Travessa Do Ouvidor, 9;Multa por atraso superior.
01.235.622/0001-61;2025-03-31;1;Uruguaiana 76;Multa por atraso superior.
01.235.622/0001-61;2025-03-31;1;Uruguaiana 78;Multa por atraso superior, prazo contratual maior e devolução de desconto em caso de rescisão antecipada
01.497.954/0001-14;2025-03-31;1;Nenhuma;Nenhuma
01.601.918/0001-59;2025-03-31;1;Dantas Barreto;N/A
01.601.918/0001-59;2025-03-31;1;Joaquim Floriano;N/A
01.633.741/0001-72;2025-03-31;1;Edifício Memorial Office;Os contratos possuem as modalidades de fiadores, caução e seguro fiança.
01.636.325/0001-28;2025-03-31;1;Moinhos Shopping;Lojas que pagam o aluguel através de percentual estabelecido sobre as vendas/Lojas que tem custo de ocupação fixo e aluguel variável
01.636.325/0001-28;2025-03-31;1;Hotel Hilton Porto Alegre;Não possui características que destoem dos demais
01.657.856/0001-05;2025-03-31;1;nda;nda
02.508.235/0001-14;2025-03-31;1;Contagem;O contrato é típico, corrigido anualmente pela variação IPCA acumulado (últimos 12 (doze) meses anteriores ao reajuste). As demais cláusulas são confidenciais.
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre New York;Não possui caracteristicas que destoem dos demais
03.251.720/0001-18;2025-03-31;1;Centro Empresarial Agua Branca - Torre Los Angeles;Não possui caracteristicas que destoem dos demais
03.507.519/0001-59;2025-03-31;1;Shopping Higienópolis;Contratos típicos de 5 anos, ajustados anualmente pelo indíce IGP-M ou IGP-DI com garantia de Fiadores. Além de contratos temporários e locações temporárias de quiosques e semelhantes.
03.683.056/0001-86;2025-03-31;1;JK FINANCIAL CENTER;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2025-03-31;1;JATOBÁ;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2025-03-31;1;INTERNACIONAL RIO;Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.
03.683.056/0001-86;2025-03-31;1;CANDELÁRIA CORPORATE;Os contratos são majoritaramente reajustados anualmente pelo IGP-M e pelo prazo de 5 anos.
03.683.056/0001-86;2025-03-31;1;PQ CULTURAL PAULISTA;Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.
03.683.056/0001-86;2025-03-31;1;PARQUE SANTOS;Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.
03.683.056/0001-86;2025-03-31;1;CONTINENTAL SQUARE;Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.
03.683.056/0001-86;2025-03-31;1;EDIFÍCIO GIRASSOL;Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.
03.683.056/0001-86;2025-03-31;1;Bravo! Paulista;Os contratos são majoritaramente reajustados anualmente pelo IPCA e pelo prazo de 5 anos.
04.066.582/0001-60;2025-03-31;1;Instituto de Especialidade Pediatricas de Sao Paulo - Hospital da Crianca;Não possui caracteristicas que destoem dos demais
04.141.645/0001-03;2025-03-31;1;Empreendimento Continental Square Faria Lima - conjunto 32;Caso o LOCADOR decida rescindir a presente Locação antes do prazo previsto, deverá comunicar o LOCATÁRIO com antecedência mínima de 90 dias e será aplicada multa de R$ 936.828,72
04.141.645/0001-03;2025-03-31;1;Empreendimento Continental Square Faria Lima - conjuntos 22, 23 e 24;vigência de 90 meses multa atípica no caso de rescisão antecipada obrigação de aviso prévio de 120 dias em caso de rescisão antecipada.
04.644.612/0001-78;2025-03-31;1;NA;NA
04.722.883/0001-02;2025-03-31;1;Torre Norte - Centro Empresarial Nacoes Unidas - CENU;Não possui caracteristicas que destoem dos demais
05.437.916/0001-27;2025-03-31;1;Av. Interlagos, 4455;Indexador de reajuste IPC-FIPE
05.562.312/0001-02;2025-03-31;1;Ed Almirante Barroso;Não possui caracteristicas que destoem dos demais
06.175.262/0001-73;2025-03-31;1;Avenida Paulista, 1728, São Paulo/SP (1ª ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2025-03-31;1;Avenida Paulista, 1728, São Paulo/SP (SL E 2ª ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2025-03-31;1;Avenida Paulista, 1728, São Paulo/SP (3º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
06.175.262/0001-73;2025-03-31;1;Avenida Paulista, 1728, São Paulo/SP (11º ANDAR);Reajuste anual por indexador vinculado à inflação (IGP-M ou IPCA). Todos contratos típicos de locação, multa em caso de rescisão antecipada equivalente a 3 meses do valor do aluguel à época, calculados de maneira proporcional ao decurso do prazo do contrato.
07.000.400/0001-46;2025-03-31;1;CARJ - Rio de Janeiro;Não possui caracteristicas que destoem dos demais
07.000.400/0001-46;2025-03-31;1;Sede I - Brasilia;Não possui caracteristicas que destoem dos demais
07.000.400/0001-46;2025-03-31;1;Sede I - Antenas;Não possui caracteristicas que destoem dos demais
07.122.725/0001-00;2025-03-31;1;Edificio Torre Almirante;Não possui caracteristicas que destoem dos demais
07.224.019/0001-60;2025-03-31;1;Shopping Parque Dom Pedro - 59,41%;Não possui caracteristicas que destoem dos demais
07.583.627/0001-61;2025-03-31;1;n/A;n/A
07.789.135/0001-27;2025-03-31;1;BPS - BOTAFOGO PRAIA SHOPPING;N/A
07.789.135/0001-27;2025-03-31;1;CNB - CONJUNTO NACIONAL BRASILIA;N/A
07.789.135/0001-27;2025-03-31;1;CVS - CENTER VALE SHOPPING;N/A
07.789.135/0001-27;2025-03-31;1;SNI - SHOPPING NOVA IGUACU;N/A
07.789.135/0001-27;2025-03-31;1;MNS - MINAS SHOPPING;N/A
07.789.135/0001-27;2025-03-31;1;NAT - NATAL SHOPPING;N/A
07.789.135/0001-27;2025-03-31;1;NSF - NORTH SHOPPING FORTALEZA;N/A
08.014.513/0001-63;2025-03-31;1;Hospital e Maternidade Nossa Senhora de Lourdes;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Pátio Belém;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Centro BH;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Del Rey BH;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Minas;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Pátio Brasil;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Curitiba;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Duque De Caxias;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Iguatemi Fortal;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Maceió;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Niterói;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Recife;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Ouvidor;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Copacabana;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Garagem Copacabana;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Norte;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Tijuca;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping  Iguatemi RJ;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Barra Salvador;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Center Piedade;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Shopping Abc;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Centro São Luiz;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Vitória;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;UNITOLEDO;Não possui caracteristicas que destoem dos demais
08.098.114/0001-28;2025-03-31;1;Loja - Centro Campinas;Não possui caracteristicas que destoem dos demais
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Base de distribuição;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Base de distribuição;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Base de distribuição;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.417.532/0001-30;2025-03-31;1;Posto de Combustível;Contratos de locação tipico com prazo indeterminado, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA
08.431.747/0001-06;2025-03-31;1;-;-
08.693.497/0001-82;2025-03-31;1;Informação não apresentada.;
08.696.175/0001-97;2025-03-31;1;Ambev;Não Aplicável
08.696.175/0001-97;2025-03-31;1;Barry;Não Aplicável
08.696.175/0001-97;2025-03-31;1;C&A;Não Aplicável
08.696.175/0001-97;2025-03-31;1;Danfoss;Não Aplicável
08.696.175/0001-97;2025-03-31;1;Leader Nova Iguaçú;Não Aplicável
08.696.175/0001-97;2025-03-31;1;Magazine Luiza;Não Aplicável
08.696.175/0001-97;2025-03-31;1;Telha Norte;Não Aplicável
08.706.065/0001-69;2025-03-31;1;Blue Tree Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Double Tree by Hilton Sao Paulo Itaim;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Ibis Styles Faria Lima;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Staybridge Suites Sao Paulo;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Estanplaza International;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Ibis Congonhas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;ibis Sao Paulo Morumbi;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Estanplaza Funchal;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Comfort Nova Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Wyndham Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Estanplaza Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Intercity Nacoes Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Melia Jardim Europa;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Wyndham Sao Paulo Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Park Inn by Radisson Berrini;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Ibis Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Estanplaza Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Innside by Melia Sao Paulo Iguatemi;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Intercity Premium Ibirapuera;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Ibis Budget Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Estanplaza Nacoes Unidas;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Gran Estanplaza;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Ibis Budget Jardins;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Ibis Sao Paulo Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Intercity Paulista;Não possui caracteristicas que destoem dos demais
08.706.065/0001-69;2025-03-31;1;Ibis Budget Morumbi;
08.706.065/0001-69;2025-03-31;1;Novotel Morumbi;
08.924.783/0001-01;2025-03-31;1;Edificio Eldorado;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;Edificio Morumbi (Cargill);Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;Burity;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;Flamengo;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;Volkswagen;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;EDIFICIO TRANSATLANTICO;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;Montreal;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;CEO Corporate Executive Offices;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;CONDOMINIO PARQUE DA CIDADE - Torre Sucupira;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;Centro Empresarial Senado;Não possui caracteristicas que destoem dos demais
08.924.783/0001-01;2025-03-31;1;Morumbi Corporate - Diamond Tower;Não possui caracteristicas que destoem dos demais
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
08.971.868/0001-40;2025-03-31;1;N/A;N/A
09.006.914/0001-34;2025-03-31;2;AMBEV;Não se aplica
09.006.914/0001-34;2025-03-31;2;AMPLA;Não se aplica
09.006.914/0001-34;2025-03-31;2;CATETE;Não se aplica
09.006.914/0001-34;2025-03-31;2;NATAL;Não se aplica
09.072.017/0001-29;2025-03-31;1;-;
09.150.967/0001-24;2025-03-31;1;Anhanguera Educacional;contrato corrigido pelo IPCA.
09.276.964/0001-31;2025-03-31;1;Imóvel 1;Edifício Commercial Brascan Century Plaza
09.326.861/0001-39;2025-03-31;1;-;-
09.517.273/0001-82;2025-03-31;1;LOJA HABITAR;Contrato Atípico
09.517.273/0001-82;2025-03-31;1;POLO JANDIRA;Contrato Típico
09.517.273/0001-82;2025-03-31;1;MADUREIRA;Contrato Típico
09.517.273/0001-82;2025-03-31;1;SANT ANTONIO;Contrato Atípico
10.347.985/0001-80;2025-03-31;1;-;-
10.375.382/0001-91;2025-03-31;1;-;-
10.427.246/0001-06;2025-03-31;1;Brazilian Financial Center;Não possui caracteristicas que destoem dos demais
10.427.246/0001-06;2025-03-31;1;Edificio Torre Almirante;Não possui caracteristicas que destoem dos demais
10.456.799/0001-89;2025-03-31;1;Nenhuma;Nenhuma
10.456.810/0001-00;2025-03-31;1;ED NU ESCR3;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2025-03-31;1;ED NU ESCR4;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2025-03-31;1;ED PEDRA GR;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2025-03-31;1;ED PEDRA GRL;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.456.810/0001-00;2025-03-31;1;ED TORRE SUL;Contratos de locação típicos, com prazo de 5 (cinco) anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IGP-M.
10.522.648/0001-81;2025-03-31;1;Bay View;Aviso prédio de 90 dias e devolução dos descontos e carência em caso de rescisão antecipada.
10.522.648/0001-81;2025-03-31;1;ANM Retrofit;Prazo inferior. Devolução de carência em caso de rescisão antecipada, sem isentar a multa por rescisão. Após determinado prazo e desde que cumprido aviso prévio, a devolução da carência é isentada.
10.869.155/0001-12;2025-03-31;1;Shopping Parque Dom Pedro - 12,01%;Não possui caracteristicas que destoem dos demais
10.991.914/0001-15;2025-03-31;2;Edifício Nova CEDAE;O contrato é reajustado anualmente pela variação do IPCA. O contrato está garantido por Seguro Fiança (garantia temporariamente substituída conforme detalhado no item 1.1.2.1.4 acima) e conta com cláusula de multa em caso de rescisão antecipada do aluguel.
11.044.355/0001-07;2025-03-31;1;Centerminas (Supermercado BH, Petz, Decathlon, 1001  Festas);Presença de Cláusula estabelecendo valor máximo para o metro quadrado de condomínio. A cada doze meses de contrato o valor da contribuição dos encargos comuns é calculado. Caso exceda o estabelecido em contrato para essa rubrica, o valor excedente pode ser descontado do valor mensal cobrado a título de aluguel do mês de fechamento.
11.044.355/0001-07;2025-03-31;1;Centerminas (Lojas Americanas, 1001 Festas);Presença de Cláusula que prevê pagamento de aluguel na forma de CTO (Custo Total de Ocupação). No valor do CTO mensal previsto em contrato deverão ser descontadas todas as despesas dos lojistas, como encargos comum, Fundo de Reserva. As despesas específicas são cobradas separadamente  e não são passíveis de desconto.
11.044.355/0001-07;2025-03-31;1;Centerminas (Atacarejão do Lar, Petz, Natura, Mr. Mix, Espaço Laser, Lojas Americanas, Cacau Show, Emporio Ponzo, Hash Case, White Cat, Lojas Rede, Vila Trampolim, 1001 Festas e Quiosques);Presença de Cláusula que prevê pagamento de aluguel percentual sobre faturamento da loja do mês anterior. Além do pagamento de taxa mínima mensal a título de aluguel, será devido o pagamento de um percentual sobre o faturamento, caso este valor exceda o valor mínimo previsto em contrato.
11.179.118/0001-45;2025-03-31;1;Anhanguera Educacional - Leme;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2025-03-31;1;Anhanguera Educacional - Taboao da Serra;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2025-03-31;1;Anhanguera Educacional - Valinhos;Não possui caracteristicas que destoem dos demais
11.179.118/0001-45;2025-03-31;1;Anhanguera Educacional - Valinhos 2;Contrato "BTS"
11.233.841/0001-65;2025-03-31;1;Correção pelo IGPM-FGV.;Correção pelo IPCA.
11.260.134/0001-68;2025-03-31;1;-;
11.268.335/0001-01;2025-03-31;1;COTE131;Nenhuma característica relevante
11.268.335/0001-01;2025-03-31;1;COTE175;Nenhuma característica relevante
11.268.335/0001-01;2025-03-31;1;F_IZID_A;Nenhuma característica relevante
11.268.335/0001-01;2025-03-31;1;F_IZID_B;Nenhuma característica relevante
11.268.335/0001-01;2025-03-31;1;PAJUM003;Nenhuma característica relevante
11.274.415/0001-70;2025-03-31;1;Imovel de Belem;76 em comodato
11.274.415/0001-70;2025-03-31;1;Imovel de Brasilia;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2025-03-31;1;Imovel de Maceio;81 em comodato
11.274.415/0001-70;2025-03-31;1;Imovel de Manaus;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2025-03-31;1;Imovel de Nilopolis;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2025-03-31;1;Imovel de Taguatinga;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2025-03-31;1;Imovel de Vitoria;Não possui caracteristicas que destoem dos demais
11.274.415/0001-70;2025-03-31;1;Imovel de Joao Pessoa;Não possui caracteristicas que destoem dos demais
11.281.322/0001-72;2025-03-31;1;-;-
11.326.746/0001-06;2025-03-31;1;Imóvel Sumaré  -  Rod. Anhanguera, Km 106, sentido Campinas / Interior - Sumaré - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2025-03-31;1;Imóvel Aricanduva - Rua Comendador Gil Pinheiro, 463 - Tatuapé - São Paulo - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2025-03-31;1;Imóvel SJC - Rod. Presidente Dutra, esquina com a Avenida Cassiano Ricardo - Sâo Jose dos Campos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2025-03-31;1;Imóvel Guarulhos - Av. Sete de Sertembro, 1.796 - Vila Galvão - Guarulhos - SP;Contrato de locação para fins não residenciais - correção anual por IGPM
11.326.746/0001-06;2025-03-31;1;Imóvel Jundiaí Cica - Rua Cica, nº 201, Vila Francisco Eber, Jundiai - SP.;Contrato de locação para fins não residenciais - correção anual por IGPM
11.602.654/0001-01;2025-03-31;1;Insper Instituto de Ensino e Pesquisa;Não possui caracteristicas que destoem dos demais
11.728.688/0001-47;2025-03-31;1;-;-
11.769.604/0001-13;2025-03-31;1;Outlet Premium São Paulo;Não possui caracteristicas que destoem dos demais
11.769.604/0001-13;2025-03-31;1;Outlet Premium Brasília;Não possui caracteristicas que destoem dos demais
11.769.604/0001-13;2025-03-31;1;Outlet Premium Rio de Janeiro;Não possui caracteristicas que destoem dos demais
11.769.604/0001-13;2025-03-31;1;Outlet Premium Salvador;Não possui caracteristicas que destoem dos demais
11.769.604/0001-13;2025-03-31;1;Parque Shopping Barueri;Não possui caracteristicas que destoem dos demais
11.769.604/0001-13;2025-03-31;1;Shopping Bonsucesso;Não possui caracteristicas que destoem dos demais
