CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Endereco_Imovel;Justificativa_Evolucao_Inferior_Previsto;Justificativa_Custo_Superior_Previsto
16.915.968/0001-88;2025-03-31;1;Imóveis para renda em construção;Corifeu;de acordo com o previsto;de acordo com o previsto
16.915.968/0001-88;2025-03-31;1;Imóveis para renda em construção;Paes de Barros;de acordo com o previsto;de acordo com o previsto
17.311.079/0001-74;2025-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
18.369.510/0001-04;2025-03-31;1;Imóveis para renda em construção;.;;
19.249.989/0001-08;2025-03-31;1;Imóveis para venda em construção;Não aplicável;Não aplicável;Não aplicável
20.265.467/0001-70;2025-03-31;1;Imóveis para venda em construção;Informação não apresentada.;;
20.680.775/0001-62;2025-03-31;1;Imóveis para renda em construção;Condomínio Funchal 641;N/A;N/A
21.085.863/0001-89;2025-03-31;1;Imóveis para renda em construção;Eldorado;N/A;
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 5 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 1 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 4 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 5 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 1 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 202 - Bl 3 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 3 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 301 - Bl 4 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 5 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 201 - Bl 4 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 102 - Bl 5 - Village Acqua;não aplicável;não aplicável
22.646.161/0001-90;2025-03-31;1;Imóveis para venda em construção;Frad.E - Unid. 101 - Bl 3 - Village Acqua;não aplicável;não aplicável
23.964.843/0001-03;2025-03-31;1;Imóveis para venda em construção;TER_TUMIARU;N/A;N/A
26.502.794/0001-85;2025-03-31;1;Imóveis para renda em construção;Especulativo Extrema;Detalhes explicados acima.;Detalhes explicados acima.
27.368.617/0001-10;2025-03-31;1;Imóveis para renda em construção;Informação não apresentada.;;
27.538.477/0001-81;2025-03-31;1;Imóveis para venda em construção;Não há informação apresentada;Não há informação apresentada;Não há informação apresentada
28.548.288/0001-52;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
30.017.492/0001-99;2025-03-31;1;Imóveis para renda em construção;.;.;.
30.017.492/0001-99;2025-03-31;1;Imóveis para renda em construção;.;;
30.258.790/0001-70;2025-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
31.152.015/0001-07;2025-03-31;1;Imóveis para renda em construção;Não há informação apresentada;Não há informação apresentada;Não há informação apresentada
31.161.410/0001-48;2025-03-31;1;Imóveis para venda em construção;Não aplicável;;
32.274.197/0001-43;2025-03-31;1;Imóveis para venda em construção;N/D;N/D;N/D
32.274.553/0001-29;2025-03-31;1;Imóveis para renda em construção;N/A;N/A;N/A
33.842.871/0001-01;2025-03-31;1;Imóveis para renda em construção;BARREIRAS - BA;N/A;N/A
33.842.871/0001-01;2025-03-31;1;Imóveis para renda em construção;JEQUIÉ;N/A;N/A
33.842.871/0001-01;2025-03-31;1;Imóveis para renda em construção;NOSSA SENHORA DO SOCORRO;N/A;N/A
33.884.197/0001-28;2025-03-31;1;Imóveis para renda em construção;.;.;.
34.081.631/0001-02;2025-03-31;1;Imóveis para venda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada
34.895.711/0001-93;2025-03-31;1;Imóveis para venda em construção;ALPHACASTELLO;n/a;n/a
34.895.752/0001-80;2025-03-31;1;Imóveis para venda em construção;SEBASTIAO PAES (BRIO III) 50%;N/A;N/A
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;RARO;n/a;n/a
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;ANIBAL;n/a;n/a
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;GOMES CARNEIRO;n/a;n/a
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;LEOPOLDO MIGUEZ;n/a;n/a
35.360.651/0001-77;2025-03-31;1;Imóveis para venda em construção;BULHÕES DE CARVALHO;n/a;n/a
35.652.174/0001-13;2025-03-31;1;Imóveis para venda em construção;Kalea Jardins;Não se aplica;Não se aplica
35.725.659/0001-90;2025-03-31;1;Imóveis para renda em construção;COND COM QUINTINO BOCAIUVA;A obra não iniciou, está em fase de aprovação de projeto na prefeitura protocolado em fev/2021.;Não se aplica.
36.673.421/0001-20;2025-03-31;1;Imóveis para venda em construção;Não há;Não há;Não há
38.293.897/0001-61;2025-03-31;1;Imóveis para venda em construção;Jardim Petrella Brooklin;Não Aplicável;Não Aplicável
39.347.413/0001-82;2025-03-31;1;Imóveis para renda em construção;Hospital Unimed Campina Grande;Em 20/02/2025 havíamos informado que o novo cronograma apresentado pela construtora o qual previa a conclusão da obra em 28/02/2025 dificilmente seria cumprido, como de fato não foi.  De acordo com a Gerenciadora da obra, o avanço físico em 31/05/2025 era de 99,6% e a expectativa para conclusão da obra passou a ser 30/04/2025.  O que ocorre é que existem diversas pendências que precisam ser sanadas pela Construtora para que a obra posse ser efetivamente concluída.;Em 21/11/2023 foi formalizado o 2 anditamento ao contrato de construção para formalizar o acordo por meio do qual a UNIMED CAMPINA GRANDE assumiu a responsabilidade pelo pagamento de um custo adicional no valor de R$ 12.000.000,00. O valor adicional foi pleiteado pela construtora alegando que o orçamento por ela apresentado continha erros, de sua exclusiva responsabilidade, mas que para viabilizar a conclusão da obra seria necessário o pagamento do custo adicional. Além disso, afirmou que durante a execução da obra identificou a necessidade de alterações de projetos motivadas por incompatibilidades, o que também estaria impactando no custo da  obra. O valor do custo adicional será pago pela UNIMED diretamente aos fornecedores de materias e serviços para obra, não impactando o fluxo de caixa do Fundo.  Quanto ao desvio entre o avanço físico e o avanço financeiro, é importante destacar que tal desvio decorre da contratação de insumos por meio de faturamento direto. .
40.010.015/0001-55;2025-03-31;1;Imóveis para renda em construção;informação não apresentada;informação não apresentada;informação não apresentada
40.041.723/0001-53;2025-03-31;1;Imóveis para renda em construção;Cyrela On The Parc By Yoo;Não se aplica;Não se aplica
40.041.723/0001-53;2025-03-31;1;Imóveis para renda em construção;Atmosfera Vila Mariana;Não se aplica;Não se aplica
40.041.723/0001-53;2025-03-31;1;Imóveis para renda em construção;Cyrela For You;Não se aplica;Não se aplica
40.041.723/0001-53;2025-03-31;1;Imóveis para renda em construção;Iconyc;Não se aplica;Não se aplica
41.081.336/0001-03;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
41.081.356/0001-84;2025-03-31;1;Imóveis para venda em construção;Avenida Indianópolis, 70 Moema;N/A;N/A
41.088.458/0001-21;2025-03-31;1;Imóveis para venda em construção;Kalea Jardins;Não se aplica;Não se aplica
41.114.606/0001-35;2025-03-31;1;Imóveis para renda em construção;Hospital Unimed Maceió;Por meio do Fato Relevante (FR) divulgado em 25/11/2024 havíamos informado quanto ao impasse envolvendo a aprovação dos pleitos de aditivos apresentados pela construtora que, após analisados pela Gerenciadora da obra foram enviados para aprovação da Unimed Maceió. Posteriormente em 06/12/2024 divulgamos novo FR informando sobre a formalização de um acordo de Standstill, no período de 02/12/2024 até 28/02/2025 ("Período de Standstill"), com o objetivo de permitir que as Partes entrem em consenso quanto às responsabilidades pelos pleitos apresentados pela Construtora. Ocorre que apesar de avanços na análise dos pleitos restaram pendentes diversas questões sem consenso entre a partes. Assim, em 10/04/2025 divulgamos FR informando que o acordo de Standstill não foi renovado e que o Fundo está mantendo tratativas com a construtora com o objetivo de garantir a continuidade da obra e minimizar eventuais prejuízos decorrentes do atraso. Na oportunidade também informamos que a construtora apresentou novo cronograma com previsão de entrega da obra em 28/08/2026. A Administradora em conjunto com sua assessoria jurídica, está avaliando as melhores alternativas para possibilitar um entendimento entre as partes envolvidas e viabilizar a conclusão do projeto dentro do novo cronograma previsto, zelando pela segurança jurídica, viabilidade financeira e pelo melhor interesse dos cotistas. Manteremos o mercado informado sobre os próximos desdobramentos.;Não se aplica
41.325.993/0001-59;2025-03-31;1;Imóveis para venda em construção;não se aplica;;
41.978.154/0001-30;2025-03-31;1;Imóveis para venda em construção;GRAND QUARTIER;N/A;N/A
42.273.290/0001-97;2025-03-31;1;Imóveis para venda em construção;Alma Ipanema;n/a;n/a
42.273.290/0001-97;2025-03-31;1;Imóveis para venda em construção;Dona Delfina;n/a;n/a
42.273.290/0001-97;2025-03-31;1;Imóveis para venda em construção;Vista Ipanema;n/a;n/a
42.273.290/0001-97;2025-03-31;1;Imóveis para venda em construção;PRUDENTE 786;n/a;n/a
42.869.892/0001-01;2025-03-31;1;Imóveis para venda em construção;GUARAMOMIS;N/A;N/A
43.617.647/0001-70;2025-03-31;1;Imóveis para renda em construção;não se aplica;não se aplica;não se aplica
43.862.625/0001-75;2025-03-31;1;Imóveis para venda em construção;Basílio 177;Até outubro/23 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/23, conforme previsto. Devido à compatibilização de determinadas etapas dos projetos executivos, e devido a ajustes no efetivo de mão de obra entre o final de 2024 e início de 2025 (período de festas e férias) foi necessário o replanejamento de alguns serviços, de forma que a evolução física ficou abaixo do previsto. O replanejamento contempla a compensação de tal defasagem de forma que o prazo de entrega da obra será mantido. O Habite-se está previsto para julho-agosto/25, sendo que há serviços gerais previstos para conclusão nos meses subsequentes ao habite-se.;NÃO INCORRERAM CUSTOS SUPERIORES AO PREVISTO.A evolução física não inclui a demolição. Porém, por uma questão de planejamento e acompanhamento de fluxo de caixa, a evoluçõo dos custos acima indicada inclui os custos de demolição.
46.157.348/0001-98;2025-03-31;1;Imóveis para renda em construção;YOUR OSCAR FREIRE;n/a;n/a
46.157.348/0001-98;2025-03-31;1;Imóveis para renda em construção;HELBOR VILA OLIMPIA HOME & STY;n/a;n/a
46.157.348/0001-98;2025-03-31;1;Imóveis para renda em construção;PATTEO KLABIN;n/a;n/a
47.136.369/0001-90;2025-03-31;1;Imóveis para venda em construção;Basílio, 177;Até outubro/2023 foram realizados serviços preliminares de demolição e desmontagem interna, por se tratar de um retrofit. Tais serviços não foram contemplados no percentual de evolução física de obra. O início de obras ocorreu em novembro/2023, conforme previsto. Devido à compatibilização de determinadas etapas dos projetos executivos, foi necessário o replanejamento de alguns serviços, de forma que a evolução física ficou abaixo do previsto. O replanejamento contempla a compensação de tal defasagem nos meses subsequentes. O prazo de entrega da obra será mantido.;Não incorreram custos superiores ao previsto. A evolução fisica não inclui a demolição. Porém, por uma questão de planejamento e acompanhamento de fluxo de caixa, a evolução dos custos acima indicada inclui os custos de demolição
50.399.189/0001-05;2025-03-31;1;Imóveis para venda em construção;N/A;N/A;N/A
50.569.855/0001-06;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
50.750.438/0001-65;2025-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2601;N/A;N/A
50.750.438/0001-65;2025-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2402;N/A;N/A
50.750.438/0001-65;2025-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2801;N/A;N/A
50.750.438/0001-65;2025-03-31;1;Imóveis para venda em construção;You Oscar - Unidades 2201;N/A;N/A
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 502 TORRE 2;evolucao conforme o previsto;custos conforme previsto
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 501 TORRE 2;evolucao conforme o previsto;custos conforme previsto
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 1201;evolucao conforme o previsto;custos conforme previsto
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 1902 TORRE 3;evolucao conforme o previsto;custos conforme previsto
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO  702 TIPO 2;evolucao conforme o previsto;custos conforme previsto
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 501 TORRE 4;evolucao conforme o previsto;custos conforme previsto
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 1203 TORRE 2;evolucao conforme o previsto;custos conforme previsto
50.876.919/0001-11;2025-03-31;1;Imóveis para renda em construção;APTO 302 TORRE 2;evolucao conforme o previsto;custos conforme previsto
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;ESTRADA DO GANCHINHO;N/A;N/A
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;XV NOVEMBRO - RIO NEGRO;N/A;N/A
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;ANITA GARIBALDI;N/A;N/A
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;JOAO_LUIZ_M_COUTINHO;N/A;N/A
50.957.247/0001-79;2025-03-31;1;Imóveis para renda em construção;AV PORTUGAL;N/A;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Icon Residenc Club - Longitude;N/A;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Derby Central - Max Plural;O atraso é reflexo de início tardio de execução das fundações, agravado pelo baixo desempenho em dezembro em função do calendário reduzido (festas de fim de ano).;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Residencial Aquarela Habitat;N/A;Obra adiantada.
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Haia Boa Vista - GRM;Em novembro, refletindo a partir de dezembro, a construtora replanejou o cronograma da obra com objetivo em manter o prazo de entrega.;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Sky Pinheiros - AAM;N/A;
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Duo Living Complex - Catamarã;Pequeno atraso em relação ao cronograma, mas recuperável nesse estágio da obra;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Gafisa - Evolve Vila Mariana;Obra teve dificuldade de execução na estrutura, prejudicando avanço nas demais etapas.;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Green View - Patrimônio;A construtora replanejou a obra, postergando a entrega final para 31/10/2025, dentro do prazo máximo de tolerância;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Coral Gables - Vetter;Obra replanejada;Obra adiantada
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Vista Madalena By You, Inc;O atraso é devido à dificuldade de montagem e concretagem das grandes áreas de embasamento do emrpeendimento.;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Condomínio Wish 675 - EBM;Obra iniciada com atraso de 60 dias.;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Stillo Barra - AGER;A defasagem entre o total previsto e realizado é reflexo das dificuldades iniciais para remoção de desmonte de rochas no terreno, não recuperado ao longo da obra.;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Residencial Vida Habitat;N/A;Obra concluída
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Seven Living - Maximo Aldana;Atraso em função de período chuvoso - obra em fase de fundação e escavação;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Residencial Habitat Zoe;Atraso é reflexo do início tardio da obra (30 dias após o previsto), refletindo no andamento normal.;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Unlimited - Oscar Freire - Youi, Inc;N/A;Obra adiantada.
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Residencial Aldana Jardim - Maximo Aldana;N/A;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;José Antonio Bortolotto - MGB;O atraso da obra é devido ao longo período chuvoso na região, o que paralisou a concretagem, consequentemente desmontagem e montagem das formas das edificações seguintes.;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Edifício Gibran;Obra em finalização. Atraso ocorreu por lentidão em execução de concretagem que não foi recuperada ao longo da obra.;N/A
51.870.412/0001-13;2025-03-31;1;Imóveis para venda em construção;Varandas Joy - Realiza;Pequeno atraso em relação ao cronograma, porém recuperável. Período chuvoso dificultou execução de terraplanagem e fundações.;N/A
52.324.762/0001-47;2025-03-31;1;Imóveis para renda em construção;0;0;0
53.251.006/0001-06;2025-03-31;1;Imóveis para renda em construção;Casa Jardins Jaú;A evolução está ocorrendo conforme o previsto;A evolução está ocorrendo conforme o previsto
55.089.373/0001-72;2025-03-31;1;Imóveis para renda em construção;Informação não apresentada;Informação não apresentada;Informação não apresentada
55.307.025/0001-24;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
55.435.378/0001-00;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
55.985.307/0001-80;2025-03-31;1;Imóveis para renda em construção;HELBOR PATTEO KLABIN;Imóvel em construção;Imóvel em construção
57.495.006/0001-02;2025-03-31;1;Imóveis para venda em construção;Imóvel Angélica;O projeto ainda está em desenvolvimento e aprovação. Portanto, ainda não há previsão de início de obras.;
57.882.804/0001-89;2025-03-31;1;Imóveis para renda em construção;Não se aplica;Não se aplica;Não se aplica
58.372.239/0001-72;2025-03-31;1;Imóveis para renda em construção;n/a;n/a;n/a
