CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Imovel_Total_Investido;Categoria
30.567.216/0001-02;2025-03-31;1;Ed. Brasílio Machado;Rua Dr. Cardoso de Mello, 1855;384.81;1;Conjunto 112, localizado no 11º andar, com área privativa de 384,81m², objeto da matrícula: 52.090 do 4º registro de imóveis. Incluidas 7 vagas indeterminadas de garagem, objetos de matrículas distintas do 4º registro de imóveis.;0.00586401551163703;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Brasílio Machado;Rua Dr. Cardoso de Mello, 1855;384.81;1;Conjunto 141, localizado no 14º andar, com área privativa de 384,81m², objeto da matrícula: 52.095 do 4º registro de imóveis. Incluidas 7 vagas indeterminadas de garagem, objetos de matrículas distintas do 4º registro de imóveis.;0.00586401551163703;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Brasílio Machado;Rua Dr. Cardoso de Mello, 1855;384.81;1;Conjunto 142, localizado no 14º andar, com área privativa de 384,81m², objeto da matrícula: 52.096 do 4º registro de imóveis. Incluidas 7 vagas indeterminadas de garagem, objetos de matrículas distintas do 4º registro de imóveis.;0.00586401551163703;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Brasílio Machado;Rua Dr. Cardoso de Mello, 1855;384.81;1;Conjunto 151, localizado no 15º andar, com área privativa de 384,81m², objeto da matrícula: 52.097 do 4º registro de imóveis. Incluidas 7 vagas indeterminadas de garagem, objetos de matrículas distintas do 4º registro de imóveis.;0.00586401551163703;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Brasílio Machado;Rua Dr. Cardoso de Mello, 1855;384.81;1;Conjunto 152, localizado no 15º andar, com área privativa de 384,81m², objeto da matrícula: 52.098 do 4º registro de imóveis. Incluidas 7 vagas indeterminadas de garagem, objetos de matrículas distintas do 4º registro de imóveis.;0.00586401551163703;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Gaudi;Rua Princesa Isabel, 86 e 94;53.323;1;Conjunto 121, localizado no 12º andar, com área privativa de 53,323m², incluidas 2 vagas indeterminadas de garagem, objetos da matrícula: 179.801 do 15º registro de imóveis.;0.00180815391444961;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Gaudi;Rua Princesa Isabel, 86 e 94;53.323;1;Conjunto 122, localizado no 12º andar, com área privativa de 53,323m², incluidas 2 vagas indeterminadas de garagem, objetos da matrícula: 179.802 do 15º registro de imóveis.;0.00180815391444961;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Gaudi;Rua Princesa Isabel, 86 e 94;53.323;1;Conjunto 123, localizado no 12º andar, com área privativa de 53,323m², incluidas 2 vagas indeterminadas de garagem, objetos da matrícula: 179.803 do 15º registro de imóveis.;0.00180815391444961;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Gaudi;Rua Princesa Isabel, 86 e 94;53.323;1;Conjunto 124, localizado no 12º andar, com área privativa de 53,323m², incluidas 2 vagas indeterminadas de garagem, objetos da matrícula: 179.804 do 15º registro de imóveis.;0.00180815391444961;Renda
30.567.216/0001-02;2025-03-31;1;Ed. Gaudi;Rua Princesa Isabel, 86 e 94;53.323;1;Conjunto 125, localizado no 12º andar, com área privativa de 53,323m², incluidas 2 vagas indeterminadas de garagem, objetos da matrícula: 179.805 do 15º registro de imóveis.;0.00180815391444961;Renda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;115.99;1;RES-1003/10ºPAV;0.06148;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;88.32;1;RES-1101/11ºPAV;0.046814;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;73.48;1;RES-1202/12ºPAV;0.038948;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;88.32;1;RES-1301/13ºPAV;0.046814;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;115.99;1;RES-1403/14ºPAV;0.06148;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;73.48;1;RES-1502/15ºPAV;0.038948;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;73.48;1;RES-702/7ºPAV;0.038948;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;73.48;1;RES-802/8ºPAV;0.038948;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;73.48;1;RES-902/9ºPAV;0.038948;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;36.48;1;STUDIO-305/3ºPAV;0.019336;Venda
31.161.410/0001-48;2025-03-31;1;Vista Park;R. Dra. Neyde Apparecida Sollitto, 252/306 - Vila Clementino;36.48;1;STUDIO-405/4ºPAV;0.019336;Venda
36.885.948/0001-19;2025-03-31;1;IMÓVEL IGUATEMI;Rua Viradouro nº 120, Jd Paulista;387.637;1;imovel;1;Renda
38.293.897/0001-61;2025-03-31;1;Jardim Petrella Brooklin;Rua Pascoal Pais, 494/498, Vila Cordeiro, São Paulo/SP, Brasil, 04581-060;7580.61;1;Direito de Propriedade;0.01435315608519;Venda
44.669.674/0001-59;2025-03-31;1;119344_44669;Av Manoel de Abreu,790- Náutica  G4 -São Vicente/SP - CEP:11355-400;445.3;1;Matricula 60691;1;Renda
47.669.336/0001-05;2025-03-31;1;Villa Cora;Villa CoraBalneário Camboriú/SC, na Av. Atlântica, nº 4294, Edifício ResidencialBalneário Camboriú/SC;217.23;1;matrícula nº 27.153;1;Renda
49.592.781/0001-40;2025-03-31;1;BLOG Garuva;Rodovia SC - 417, 11915, Bairro Mina Velha, Garuva/SC;22790;1;Galpão de uso logístico industrial com 22.789 m² de área bruta locável entregue, localizado em Garuva, Santa Catarina, dentro de um terreno com área total de 61.737 m². O ativo, configurado como condomínio logístico classe AAA, possui 100% de sua área entregue atualmente ocupada, consolidando-se como uma oportunidade estratégica para operações de alta performance na Região Sul do Brasil.O empreendimento conta com pátio de manobras, vagas de espera para caminhões e estacionamento para motos, além de vias internas em ótimas condições operacionais. Inaugurado em 2020, com habite-se emitido e pronto para ocupação, o imóvel é certificado como green building e oferece infraestrutura moderna para operadores logísticos. Todos os módulos possuem sistema de sprinklers, niveladores de doca e pé-direito de 12 metros, com piso industrial de alta resistência, com capacidade para 5 t/m². A distância entre pilares é de 22,50 x 22,50 metros, favorecendo layout flexível de armazenagem.O Módulo 1 dispõe de 17 docas, enquanto os módulos 1-A, 2 e 3 contam com 4, 4 e 5 docas, respectivamente. O imóvel conta ainda com cobertura metálica, iluminação zenital, isolamento termoacústico e ventilação forçada, garantindo eficiência energética e conforto operacional. O controle de acesso para veículos leves, pesados e pedestres reforça os padrões de segurança, posicionando o Braspark Garuva como um polo logístico de referência na região.;1;Renda
50.375.550/0001-63;2025-03-31;1;AP PADRE JOAO;AP PADRE JOAO;0;1;Apartamento;0;Renda
51.786.271/0001-55;2025-03-31;1;Galpao Estrada Ladeira Grande;Estrada Ladeira Grande, S/n, Parque Industrial, Parque Industrial, Viana/ES, Brasil, 29136-537;121702.5;16;Direito de Propriedade;0.70002328245892;Renda
51.870.412/0001-13;2025-03-31;1;Icon Residence Club;Rua Odete Jones Gigo, 380 - Sumaré - SP;2363.5;57;N/A;0.4572;Venda
51.889.479/0001-08;2025-03-31;1;CANOAS Finkler - mat. 23.955;Rua Roberto Francisco Behrens;1015.57;1;CANOAS Finkler - mat. 23.955;0.0164;Renda
51.889.479/0001-08;2025-03-31;1;CANOAS Klopsh- mat. 39.823;Rua Roberto Francisco Behrens;19964.08;1;CANOAS Klopsh- mat. 39.823;0.1283;Renda
51.889.479/0001-08;2025-03-31;1;VENANCIO AIRES - mat. 55.026;Av. Imperatriz Dona Leopoldina, 4785 - Leopoldina - Venâncio Aires - RS;31282.50;1;VENANCIO AIRES - mat. 55.026;0.0317;Renda
51.889.479/0001-08;2025-03-31;1;ERECHIM - Mat. 10.897;Rua Luiz Cavagni - Bela Vista, Erechim - RS;16381.75;1;ERECHIM - Mat. 10.897;0.0715;Renda
51.889.479/0001-08;2025-03-31;1;ERECHIM - Mat.10.898;Rua Luiz Cavagni - Bela Vista, Erechim - RS;16381.75;1;ERECHIM - Mat.10.898;0.0186;Renda
52.904.581/0001-90;2025-03-31;1;IMOVEL RJ;Condomínio Grand Hyatt;238;1;IMOVEL RENDA FUTURA;0.95;Venda
54.375.187/0001-37;2025-03-31;1;Shopping RioSul;Rua Lauro Müller, 116 - Botafogo, Rio de Janeiro - RJ, 22290-070;51966;308;O FII é proprietário de 33,27% do Shopping RioSul;0.3327;Renda
55.793.516/0001-22;2025-03-31;1;117889-302_5;Apartamento nº 302 do edifício situado à Rua Figueiredo Magalhães, nº 780, Rio de Janeiro / RJ;0;1;Matricula - 117889;0;Venda
55.793.516/0001-22;2025-03-31;1;119583_534_3;Avenida Conselheiro Rodrigues Alves, 534, Apto 32, Rua Hidelbrando Tomás de Carvalho, Rua Humberto I e Rua Otávio de Moraes Dantas, Edifício Bandeiras CEP 04014-001, Vila Mariana, São Paulo - SP;0;1;Matricula - 119583 "Condomínio 1B - Ibirapuera Boulevard", já incluído o direito ao uso de 04 (quatro) vagas na garagem em local individual e indeterminado;0;Venda
55.793.516/0001-22;2025-03-31;1;148130-23_5;Rua Salete, 279, Apto 23, Condomínio Salete Residencial Club Bairro Santana CEP 02016-001, São Paulo Estado São Paulo;235;1;Matricula - 148130;0;Venda
55.793.516/0001-22;2025-03-31;1;152918_1464_;Alameda dos Anapurus, 1464, Apto 171, Edifício Huantar Bairro Indianópolis CEP 4087005 Cidade São Paulo Estado São Paulo;353;1;Matricula - 152918;0;Venda
55.793.516/0001-22;2025-03-31;1;156161-34_5;Rua Alberto Faria, 182, Apto 34, Condomínio Grand Guanabara One Bairro Jardim Brasil CEP 13073014 Cidade Campinas Estado São Paulo;128;1;Matricula - 156161;0;Venda
55.793.516/0001-22;2025-03-31;1;157139_2860_;Avenida Marquês de São Vicente, 2860, Apto 182, Condomínio Marques 2900 Bairro Água Branca CEP 05036-040 Cidade São Paulo Estado SP;193;1;Matricula - 157139;0;Venda
55.793.516/0001-22;2025-03-31;1;50634-106_5;Rua Sacopa, 852, Apartamento 106, Bloco 1, Condomínio Chácara Sacopã, Cep: 22471-180, Lagoa, Rio de Janeiro - RJ;0;1;Matricula - 50634;0;Venda
55.793.516/0001-22;2025-03-31;1;82540-121_5;Rua Santa Catarina, 44, Apartamento 12, Edifício Palla Bianca, Água Verde, Curitiba - PR - Cep: 80620100, Curitiba / PR;0;1;Matricula - 82540;0;Venda
55.793.516/0001-22;2025-03-31;1;173455_171_5;Informação não apresentada;0;1;Informação não apresentada;0;Venda
55.793.516/0001-22;2025-03-31;1;73202_55793;Rua Jardim Botanico, 183, ap 102 Rio de Janeiro - RJ;339.35;1;Matricula - 73202;0;Venda
55.793.516/0001-22;2025-03-31;1;79095_55793;Alphaville Residencial, Santana de Parnaíba, Barueri - SP;447.77;1;Matricula - 79095;0;Venda
57.216.258/0001-47;2025-03-31;1;Edifício Adalmiro Dellape Baptista B32;Avenida Brigadeiro Faria Lima, nº 3.732, São Paulo, SP;8223.93;1;Imóvel destinado à uso corporativo.;0.899237;Renda
57.285.563/0001-90;2025-03-31;1;EDIFÍCIO ALBERTO DE CAMPOS;Rua Barata Ribeiro, 573, Copacabana, RJ;362.6;1;prédio e respectivo terreno, subdividido em unidades 101, 102, 201 e 202, medindo de frente e de fundos 10m, com extensão de frente a fundo de 33,10m, matrícula nº 18741;0.1897;Venda
57.285.563/0001-90;2025-03-31;1;PRINCESA JANUARIA;Rua Alberto de Campos, 130 - Ipanema, RJ;33.1;1;imovel;0.5;Venda
57.466.934/0001-30;2025-03-31;1;JUNDIAÍ - CASA BAHIA;Rodovia Anhanguera, km 52 + 350m e Rodovia Presidente Tancredo Neves, km 58, Bairro Castanho, CEP 13203-850, cidade de Jundiaí, Estado de São Paulo.;313314;3;N/A;0.63;Renda
57.466.934/0001-30;2025-03-31;1;DUQUE DE CAXIAS- CASA BAHIA;Av. Automóvel Clube, 7.543 - Duque de Caxias;209442;1;N/A;0.11;Renda
57.466.934/0001-30;2025-03-31;1;CAJAMAR - CAPITAL BRASILEIRO;Via de Acesso Sul Km 34, Rodovia Anhanguera, S/Nº, Bairro Empresarial Mirim, complemento Km 34+368 ao Km 35, CEP 07.754-200;76120;2;Usina Diesel e Fotovoltaíca;0.19;Renda
57.466.934/0001-30;2025-03-31;1;RIBEIRÃO PRETO - CASA BAHIA;Avenida Patriarca, nº 5355 - Parque Ribeirão Preto - CEP 14031-580, cidade de Ribeirão Preto, Estado de São Paulo.;35558;1;N/A;0.07;Renda
57.593.613/0001-05;2025-03-31;1;Sao Jose dos Pinhais;Br 376, 18500, Sem Complemento, Mandaguari, Mandaguari/PR, Brasil, 86975-000;14305.09;1;Direito de Propriedade;0.33800371117796;Renda
58.019.792/0001-26;2025-03-31;1;Plaza Imperial;Av. José Pereira Liberato, esquina com a Av. Jacob Ardigó;3423.77;1;Matrícula 31.579;1;Venda
58.316.418/0001-92;2025-03-31;1;Fazenda Taquaral;Rodovia Arquiteto Helder Candia, 567, 3º Andar, Sala 03, Ribeirão Do Lipa, Cuiabá/MT, Brasil, 78048-150;9172.4;4;não possui características que destoem dos demais;0.02461557223353;Renda
58.496.557/0001-45;2025-03-31;1;IRA Imovel;Rua Gomes Jardim, 201, bairro Santana, Porto Alegre/RS;2235.17;4;Salas Comerciais - 101, 102, 103, 1703 - Matrículas 147.685, 147.686, 147.687, 148.037;1;Renda
58.523.596/0001-94;2025-03-31;1;CASA MORUMBI;BAIRRO DO MORUMBI;0;1;LOTE 11;0;Renda
58.544.087/0001-48;2025-03-31;1;Le Dépanneur - Botafogo;Rua Voluntarios da Patria, 86, Botafogo - RJ;327;2;Padaria;0.4919;Renda
58.544.087/0001-48;2025-03-31;1;Nova Farma - Ipanema;Rua Visconde de Piraja, 228, Ipanema - RJ;136;1;Framacia;0.2403;Renda
58.544.087/0001-48;2025-03-31;1;Nova Farma - Gloria;Rua do Catete, 287, Gloria - RJ;120;1;Framacia;0.1551;Renda
58.544.087/0001-48;2025-03-31;1;Fleury - Gloria;Rua do Catete, 216, Gloria - RJ;545;2;Saude;0.1528;Renda
58.561.054/0001-06;2025-03-31;1;ED. BRASÍLIO MACHADO NETO;Rua Dr. Cardoso de Mello, 1855;206.8;1;Cj 31-A, subdivisão do cj 31, localizado no 3º andar, com área privativa de 206,80m², objeto da matrícula nº 52073 do 4° registro de imóveis.  Contrato de locação formalizado, com vigência a partir de maio/25.;0.109458;Renda
58.561.054/0001-06;2025-03-31;1;ED. BRASÍLIO MACHADO NETO;Rua Dr. Cardoso de Mello, 1855;178.01;1;Cj 31-B, subdivisão do cj 31, localizado no 3º andar, com área privativa de 178,01m², objeto da matrícula nº 52073 do 4° registro de imóveis.  Contrato de locação formalizado, com vigência a partir de julho/25.;0.094219;Renda
58.561.054/0001-06;2025-03-31;1;ED. BRASÍLIO MACHADO NETO;Rua Dr. Cardoso de Mello, 1855;198.08;1;Cj 32-A, subdivisão do cj 32, localizado no 3º andar, com área privativa de 198,08m², objeto da matrícula nº 52074 do 4° registro de imóveis.  Contrato de locação formalizado, com vigência a partir de maio/25.;0.104842;Renda
58.561.054/0001-06;2025-03-31;1;ED. BRASÍLIO MACHADO NETO;Rua Dr. Cardoso de Mello, 1855;186.73;1;Cj 32-B, subdivisão do cj 32, localizado no 3º andar, com área privativa de 186,73m², objeto da matrícula nº 52074 do 4° registro de imóveis.;0.098835;Renda
58.561.054/0001-06;2025-03-31;1;ED. BRASÍLIO MACHADO NETO;Rua Dr. Cardoso de Mello, 1855;384.81;1;Cj 41, localizado no 4º andar, com área privativa de 384,81 m², objeto da matrícula nº 52075 do 4° registro de imóveis.;0.203788;Renda
58.561.054/0001-06;2025-03-31;1;ED. BRASÍLIO MACHADO NETO;Rua Dr. Cardoso de Mello, 1855;384.81;1;Cj 42, localizado no 4º andar, com área privativa de 384,81m², objeto da matrícula nº 52076 do 4° registro de imóveis.;0.203788;Renda
