CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Imovel,Endereco,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Categoria,CNPJ_Fundo
,2020-06-30,2,CLD 506 183,"Rua Clodomiro Amazonas, 506 - 183",67.34,1.0,Apartamento residencial pronto para venda,0.0059701528545175,Venda,19.722.048/0001-31
,2020-06-30,2,TOM 880 151,Rua Doutor Tomás Carvalhal 880 - 151,296.37,1.0,Apartamento residencial pronto para venda,0.014659584735918,Venda,19.722.048/0001-31
,2020-06-30,2,CAC 50 82,"Rua Caconde, 50 - 82",128.78,1.0,Apartamento residencial pronto para venda,0.0038533354831272,Venda,19.722.048/0001-31
,2020-06-30,2,SAJ 244 161,Rua Santa Justina 244 - 161,96.96,1.0,Apartamento residencial pronto para venda,0.0040849801576636,Venda,19.722.048/0001-31
,2020-06-30,2,ITU 745 42,Alameda Itu 745 - 42,172.66,1.0,Apartamento residencial pronto para venda,0.0080775873198583,Venda,19.722.048/0001-31
,2020-06-30,2,BAL 63 12,Rua Baluarte 63 - 12,93.7122,1.0,Apartamento residencial pronto para venda,0.0029233299356669,Venda,19.722.048/0001-31
,2020-06-30,2,TAB 452 73,Rua Tabapuã 452 - 73,77.44,1.0,Apartamento residencial pronto para venda,0.0026943055753669,Venda,19.722.048/0001-31
,2020-06-30,2,CON 2801 43,Rua da Consolação 2801 - 43,100.38,1.0,Apartamento residencial pronto para venda,0.0041383950108296,Venda,19.722.048/0001-31
,2020-09-30,1,AFE 61 41,"Rua André Fernandes 51,61 n 41",196.42,1.0,Apartamento para venda,0.00979,Venda,19.722.048/0001-31
,2020-09-30,1,BC 1760 34,Rua Bela Cintra 1760 - 34,112.35,1.0,Apartamento para venda,0.006059,Venda,19.722.048/0001-31
,2020-09-30,1,BPA 747 104,Rua Bandeira Paulista 747 - 104,54.45,1.0,Apartamento para venda,0.002636,Venda,19.722.048/0001-31
,2020-09-30,1,BV 273 11,Rua Baltazar da Veiga 273 - 11,126.29,1.0,Apartamento para venda,0.008319,Venda,19.722.048/0001-31
,2020-09-30,1,CAM 1176 71,Alameda Campinas 1176 - 71,109.8,1.0,Apartamento para venda,0.004797,Venda,19.722.048/0001-31
,2020-09-30,1,CAT 891 64,Rua Casa do Ator 891 - 64,57.34,1.0,Apartamento para venda,0.003017,Venda,19.722.048/0001-31
,2020-09-30,1,COP 114 32,Rua Coronel Oscar Porto 114 - 32,132.67,1.0,Apartamento para venda,0.005072,Venda,19.722.048/0001-31
,2020-09-30,1,DMA 265 112,Rua Doutor Melo Alves 265 - 112,110.0,1.0,Apartamento para venda,0.005048,Venda,19.722.048/0001-31
,2020-09-30,1,FC 395 103,Alameda Fernão Cardim 395 - 103,45.0,1.0,Apartamento para venda,0.003844,Venda,19.722.048/0001-31
,2020-09-30,1,FC 98 102,Alameda Fernão Cardim 98 - 102,125.17,1.0,Apartamento para venda,0.003552,Venda,19.722.048/0001-31
,2020-09-30,1,FR 1331 92,Alameda Franca 1331 - 92,188.22,1.0,Apartamento para venda,0.006965,Venda,19.722.048/0001-31
,2020-09-30,1,HL 1141 92,Rua Haddock Lobo 1141 - 92,144.2,1.0,Apartamento para venda,0.005197,Venda,19.722.048/0001-31
,2020-09-30,1,HL 971 14,Rua Haddock Lobo 971 - 14,113.59,1.0,Apartamento para venda,0.004505,Venda,19.722.048/0001-31
,2020-09-30,1,JF 162 31,Rua Jaques Félix 162 - 31,156.0,1.0,Apartamento para venda,0.009584,Venda,19.722.048/0001-31
,2020-09-30,1,LO 280 34,"Alameda Lorena, 280 - 34",58.79,1.0,Apartamento para venda,0.003067,Venda,19.722.048/0001-31
,2020-09-30,1,PED 1004 92,Rua Pedroso Alvarenga 1004  - 92,67.09,1.0,Apartamento para venda,0.00314,Venda,19.722.048/0001-31
,2020-09-30,1,QUA 960 53,Rua Quatá 960 - 53,54.9336,1.0,Apartamento para venda,0.002948,Venda,19.722.048/0001-31
,2020-09-30,1,RPB 1054 22,Rua Doutor Renato Paes de Barros 1054 - 22,105.51,1.0,Apartamento para venda,0.004124,Venda,19.722.048/0001-31
,2020-09-30,1,VIR 97 54,Rua Viradouro 97 - 54,92.72,1.0,Apartamento para venda,0.004399,Venda,19.722.048/0001-31
,2020-12-31,1,IA 84 84,Rua Iara 84 - 84,44.45,1.0,Apartamento residencial pronto para venda,0.0,Venda,19.722.048/0001-31
,2020-12-31,1,PJM 494 111,Rua Padre João Manuel 494 - 111,140.0,1.0,Apartamento residencial pronto para venda,0.004863,Venda,19.722.048/0001-31
,2020-12-31,1,CPRU 161 12,Rua Capitão Prudente 161 - 12,160.18,1.0,Apartamento residencial pronto para venda,0.005528,Venda,19.722.048/0001-31
,2020-12-31,1,SAR 173 21,Alameda Sarutaiá 173 - 21,222.28,1.0,Apartamento residencial pronto para venda,0.009764,Venda,19.722.048/0001-31
,2020-12-31,1,JML 20 1004,Rua José Maria Lisboa  20 - 1004,33.8,1.0,Apartamento residencial pronto para venda,0.001819,Venda,19.722.048/0001-31
,2020-12-31,1,URI 111 11,Rua Urimonduba 111 - 11,142.02,1.0,Apartamento residencial pronto para venda,0.006592,Venda,19.722.048/0001-31
,2020-12-31,1,FC 369 92,Rua Francisco Leitão 369 - 92,101.05,1.0,Apartamento residencial pronto para venda,0.0,Venda,19.722.048/0001-31
,2020-12-31,1,QUA 746 54,Rua Quatá 746 - 54,111.44,1.0,Apartamento residencial pronto para venda,0.0044,Venda,19.722.048/0001-31
,2020-12-31,1,ALV 735 41,Rua Alvorada 735 - 41,103.82,1.0,Apartamento residencial pronto para venda,0.003718,Venda,19.722.048/0001-31
,2020-12-31,1,TC 362 61,Rua Tomás Carvalhal 362 - 61,130.02,1.0,Apartamento residencial pronto para venda,0.005057,Venda,19.722.048/0001-31
,2020-12-31,1,TAB 281 92,Rua Tabapuã 281 - 92,121.69,1.0,Apartamento residencial pronto para venda,0.005059,Venda,19.722.048/0001-31
,2020-12-31,1,CEL 524 44,Rua Cônego Eugênio Leite 524 - 44,113.0,1.0,Apartamento residencial pronto para venda,0.004095,Venda,19.722.048/0001-31
,2020-12-31,1,ABI 951 12,Rua Abílio Soares 951 - 12,104.6,1.0,Apartamento residencial pronto para venda,0.003245,Venda,19.722.048/0001-31
,2020-12-31,1,PED 271 92,Rua Pedroso Alvarenga 271 - 92,122.5,1.0,Apartamento residencial pronto para venda,0.00781,Venda,19.722.048/0001-31
,2020-12-31,1,BLA 2759 31,Avenida Brigadeiro Luís Antônio 2759 - 31,111.79,1.0,Apartamento residencial pronto para venda,0.003744,Venda,19.722.048/0001-31
,2020-12-31,1,SANT 1126 503,Alameda Santos 1126 - 503,99.4,1.0,Apartamento residencial pronto para venda,0.0,Venda,19.722.048/0001-31
,2020-12-31,1,GUA 100 84,Rua Guarará 100 - 84,71.13,1.0,Apartamento residencial pronto para venda,0.0,Venda,19.722.048/0001-31
,2020-12-31,1,JLO 754 82,Rua João Lourenço 754 - 82,66.0,1.0,Apartamento residencial pronto para venda,0.002627,Venda,19.722.048/0001-31
,2020-03-31,2,Centro Universitário UNA - UNA,"Rua dos Aimorés, nº 1451-A, Lourdes, Belo Horizonte/MG  CEP: 30.140-072",10059.61,1.0,"Matrícula nº 3043, do 2º Ofício de Registro de Imóveis de Belo Horizonte - Minas Gerais. O imóvel está cadastrado na Prefeitura Municipal de BH com a Classificação Fiscal nº 13.001.19.0004866 e 13.001.19.0558605 e Identificação nº  004015020001-8 e 0040150200026, tendo-lhes sido atribuído no exercício de 2019 o valor venal de R$506.767,00 e R$16.131.779,00.",1.0,Renda,19.872.887/0001-36
,2020-06-30,1,Centro Universitário UNA - UNA,"Rua dos Aimorés, nº 1451-A, Lourdes, Belo Horizonte/MG  CEP: 30.140-072",10059.61,1.0,"Matrícula nº 3043, do 2º Ofício de Registro de Imóveis de Belo Horizonte - Minas Gerais. O imóvel está cadastrado na Prefeitura Municipal de BH com a Classificação Fiscal nº 13.001.19.0004866 e 13.001.19.0558605 e Identificação nº  004015020001-8 e 0040150200026, tendo-lhes sido atribuído no exercício de 2019 o valor venal de R$506.767,00 e R$16.131.779,00.",1.0,Renda,19.872.887/0001-36
,2020-09-30,1,Escola Parque,"Rua Pedra de Itaúna nº 111, Rio de Janeiro/RJ, CEP 22.793-390",8982.81,1.0,"Matrícula nº 132.954, do 9º Ofício de Registro de Imóveis de Rio de Janeiro - Rio de Janeiro.",1.0,Renda,19.872.887/0001-36
,2020-12-31,1,BH OUTLET,"Rod BR 356, 7.515, Belo Horizonte/MG",24383.86,7.0,"Matrículas: 73.217, 73.219, 73.220, 73.221, 73.222, 73.223, 73.224 e 73.226",0.5001,Renda,20.118.470/0001-61
,2020-12-31,1,GUARULHOS OUTLET,"Rodovia Presidente Dutra, KM 395, Guarulhos/SP",13945.87,1.0,Matrícula: 55.147,0.5,Renda,20.118.470/0001-61
,2020-12-31,3,Bresco Bahia G100,"Rod. BA-535. km 23, Lauro de Freitas - BA",38141.97,1.0,Galpão Logístico,1.0,Renda,20.748.515/0001-81
,2020-06-30,2,Edíficio Mario Garneiro Torre Sul,"Av. Brigadeiro Faria Lima nº 1.461,  Pinheiros, São Paulo/SP",726.0,4.0,São Paulo,0.034720123761834,Renda,21.408.063/0001-51
,2020-06-30,2,Edíficio Pravda,"Alameda Grajaú, nº 98 - Alphaville Industrial, Barueri/SP",502.0,1.0,São Paulo,0.0154592029077103,Renda,21.408.063/0001-51
,2020-12-31,1,Edíficio Mario Garneiro Torre Sul,"Rua Da Consolação, 2320/2322 - Consolação - São Paulo - SP",1633.41,5.0,Direito de propriedade,0.026769,Renda,21.408.063/0001-51
,2020-12-31,1,Edíficio River One,"Rua Gerivativa, esquina com a Rua Pirajussara, nºs 71, 87 e 95 - Pinheiros - São Paulo - SP",23625.14,1.0,Direito de propriedade,0.57443,Renda,21.408.063/0001-51
,2020-06-30,1,Perimetral,Avenida Perimetral Norte - Goiânia - GO,6782.6,1.0,"Galpão Logístico, com área total onstruída de 6782,60 metros quadrados",0.5,Renda,22.103.617/0001-75
,2020-03-31,1,Cond. Concept Living Boutique - Apto 201,"Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ",75.55,1.0,,1.0,Venda,22.646.161/0001-90
,2020-03-31,1,Cond. Concept Living Boutique - Apto 403,"Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ",92.61,1.0,,1.0,Venda,22.646.161/0001-90
,2020-03-31,1,Cond. Concept Living Boutique - Apto 503,"Rua Pinheiro Guimarães, 49 - Botafogo - Rio de Janeiro - RJ",98.28,1.0,,1.0,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 11B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 11C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 12A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 12C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 13A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 14A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 14B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 14C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 15A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 16A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 16B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 16C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 21B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 21C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 22A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 22B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 23A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 23B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 24A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 24B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 24C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 25A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 25B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 25C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 26B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 26C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 31A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 31C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 32B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 32C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 33A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 33C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 34B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 34C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 35A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 35B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 36A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 36B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 41A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 41B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 41C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 42A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 42C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 43B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 43C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 44A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 44B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 45A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 45C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 46A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 46B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 46C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 51A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 51B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 52A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 52C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 53A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 53B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 54C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 55A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 55B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 55C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 56C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 61A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 61B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 61C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 62B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 62C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 64B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 65B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 66A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 66C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 71B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 72B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 73A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 73B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 73C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 74C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 75B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 75C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 76A,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 76B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 76C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 81C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 82C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 83B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 83C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 84B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 84C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 85B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 85C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",52.66,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 86B,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-12-31,1,Família Freguesia do Ó - 86C,"Rua Jacaré Copaiba nº 30, Vila Clymene - São Paulo",47.43,1.0,,,Venda,22.646.161/0001-90
,2020-06-30,1,Apto 142  - Ed Adriana Margarida,"Rua Baluarte, nº230, Vila Olímpia - São Paulo",125.0,1.0,Direito de Propriedade,0.0936,Venda,24.703.709/0001-11
,2020-06-30,1,Apto nº21 - Ed Luciana,"Alameda Jauaperi, nº 1105 - Moema - São Paulo",167.0,1.0,Direito de Propriedade,0.1174,Venda,24.703.709/0001-11
,2020-03-31,1,AAZ 1537 123,Rua Arthur Azevedo 1537 - 123,118.4,1.0,Apartamento residencial pronto para venda,,Venda,24.796.967/0001-90
,2020-03-31,1,AB 169 62,Rua Antônio Borba 169 - 62,87.45,1.0,Apartamento residencial pronto para venda,,Venda,24.796.967/0001-90
,2020-03-31,1,AB 192 81,Rua Antônio Borba 192 - 81,65.98,1.0,Apartamento residencial pronto para venda,,Venda,24.796.967/0001-90
,2020-03-31,1,AB 489 32,Rua Antônio Borba 489  - 32,124.0,1.0,Apartamento residencial pronto para venda,,Venda,24.796.967/0001-90
,2020-03-31,1,AFO 177 101,Rua Afonso Braz 177 - 101,280.88,1.0,Apartamento residencial pronto para venda,,Venda,24.796.967/0001-90
,2020-03-31,1,AGU 921 131,Rua Alves Guimarães 921 - 129,128.95,1.0,Apartamento residencial pronto para venda,,Venda,24.796.967/0001-90
,2020-03-31,1,AIC 668 62,Alameda dos Aicás 668 - 62,187.75,1.0,Apartamento residencial pronto para venda,,Venda,24.796.967/0001-90
,2020-03-31,1,ALA 336 61,Rua Alagoas 336 - 61,144.3,1.0,Apartamento residencial pronto para venda,,Venda,24.796.967/0001-90
