CNPJ_Fundo_Classe,Data_Referencia,Versao,Endereco,Area,Outras_Caracteristicas_Relevantes,Percentual_Terreno_Total_Investido,Percentual_Terreno_PL,CNPJ_Fundo
,2017-09-29,1,Estrada Nova para Mauá esquina com a Avenida Marginal Cassaquera,67323.9,,0.8909,1016.972,26.502.810/0001-30
,2017-09-29,1,Avenida Giovanii Battista Pirelli,2625.0,,0.0345,39.4336,26.502.810/0001-30
,2017-12-29,1,Chácara Suiça,5773.44,Matrícula 48404,0.0745,7.4833,26.502.810/0001-30
,2017-12-29,1,Estrada Nova para Mauá,67323.9,Matrícula 47255,0.8909,89.4343,26.502.810/0001-30
,2017-12-29,1,Chácara Suiça,2625.0,Matrícula 48403,0.0345,3.4679,26.502.810/0001-30
,2017-03-31,1,"Estrada do Cajuru,  São José dos Campos - SP",9402.98,"Matrícula nº 123.191, do Oficial de Registro de Imóveis e Anexos da Comarca de São José dos Campos:",0.139,73.4126,26.545.627/0001-11
,2017-09-29,1,"Rodovia Buritizeiro S Romão Km61, MG",18997500.0,Fazenda São Judas Tadeu,0.10997639825844,,27.782.823/0001-72
,2017-09-29,1,"Rua Araguaia, nºs 51,53 e 57, São Paulo",100.0,"Matrícula 74.791, 5º Registro de Imóveis de São Paulo",0.0374696148862191,,27.782.823/0001-72
,2017-09-29,1,Petrolina - Orla II,3740.68,"Matrícula nº 53.596, 1º Registro de Imóveis de Petrolina",0.0024885922456438,,27.782.823/0001-72
,2017-09-29,1,Petrolina - Orla II,3456.78,"Matrícula nº 53.597, 1º Registro de Imóveis de Petrolina",0.0026824767769525,,27.782.823/0001-72
,2017-09-29,1,Petrolina - Orla II,3862.14,"Matrícula nº 53.598, 1º Registro de Imóveis de Petrolina",0.0028944232916761,,27.782.823/0001-72
,2017-12-31,3,Não aplicável,0.0,Não aplicável,0.0,0.0,28.152.272/0001-26
,2016-12-31,1,"Rua 2 de Dezembro, Freguesia da Glória, Rio de Janeiro",8319.78,"Lote 1 do PAL 47855 situado na Rua Dois de Dezembro, entre os números 63 e 71 e Lote 3 do PAL 47855 situado na Rua Irineu Bornhausen, na Freguesia da Gloria",0.03,0.0019,01.235.622/0001-61
,2016-12-31,2,"Rua Dona Francisca, 8300  Joinville - SC",37500.0,Contrato de compra e venda,1.0,0.007163,04.782.236/0001-88
,2016-12-31,1,não aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2016-12-31,2,"Avenida Venezuela, nº 154 e 156, Bairro Saúde, Município do Rio de Janeiro, Estado do Rio de Janeiro",2558.41,"O Caixa Fundo de Investimento Imobiliário Porto Maravilha - FII PM deterá uma fração ideal do empreendimento corporativo em construção no imóvel, em permuta pela vinculação de 39.582 Certificados de Potencial Adicional de Construção - CEPAC. A Barão de Tefé SPE Empreendimentos Imobiliários S.A., detentora da fração remanescente do imóvel, que encontra-se alienada fiduciariamente ao FII PM é responsável por promover a implantação, desenvolvimento e construção do empreendimento imobiliário de destinação não residencial, incluindo a concepção, elaboração de projetos, desenvolvimento, custeio, financiamento e execução.  Prazo estimado para conclusão do empreendimento pelo desenvolvedor e início do recebimento do aluguel: segundo semestre de 2017. Empreendimento corporativo, com área locável total de 16.500m² e com lojas, com área de 1.500m².Edifício composto por 3 pavimentos de lojas e 17 pavimentos de salas de escritório.",0.0,0.020786,12.989.974/0001-29
,2016-12-31,2,"R. Alemanha, nº 0 - Bairro Gloria Joinville - SC",10635.1,Matricula,0.07224,0.0024,14.217.108/0001-45
,2016-12-31,2,"R. Silva Jardim, nº 0 - Bairro Gloria-Joinville-SC",33650.0,Matricula,0.22858,0.0077,14.217.108/0001-45
,2016-12-31,2,"R. Otto Berner, nº 0 - Baiiro Gloria-Joinville-SC.",36575.0,Matricula,0.24845,0.0083,14.217.108/0001-45
,2016-12-31,2,"R. Silva Jardim, nº 0 - Bairro Atiradores-Joinville-SC",2100.0,Matricula,0.01426,0.0005,14.217.108/0001-45
,2016-12-31,2,"R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC",2516.3,Matricula,0.01709,0.0006,14.217.108/0001-45
,2016-12-31,2,"R. Sd 40187, nº 0 - Bairro Gloria - Joinville - SC",30367.1,Matricula,0.20628,0.0069,14.217.108/0001-45
,2016-12-31,2,"R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC",14587.1,Matricula,0.09909,0.0033,14.217.108/0001-45
,2016-12-31,2,"R. D. Nelson N. Guimareaes, nº - Bairro Gloria - Joinville - SC",16784.5,Matricula,0.11401,0.0038,14.217.108/0001-45
,2016-12-31,1,"1. Terreno 1: Candeias - BA,  matrículas: 6052, 6053, 6054, 6055, 6056, 6057, 6058, 6059, 6060, 6061, 6062 e 6063 Endereço: 50km de Salvador.",0.0,"1. Terreno 1: Candeias - BA,  matrículas: 6052, 6053, 6054, 6055, 6056, 6057, 6058, 6059, 6060, 6061, 6062 e 6063 Endereço: 50km de Salvador.",0.024,0.024,23.964.908/0001-10
,2016-12-31,1,"2. Terreno 2: Candeias - BA, matrícula 6044.  Endereço: 50km de Salvador.",0.0,"2. Terreno 2: Candeias - BA, matrícula 6044.  Endereço: 50km de Salvador.",0.024,0.024,23.964.908/0001-10
,2016-12-31,1,"3. Terreno 3: Campo Grande - MS , matrícula 137.658, Endereço: Rodoanel Rodoviário BR 262.",0.0,"3. Terreno 3: Campo Grande - MS , matrícula 137.658, Endereço: Rodoanel Rodoviário BR 262.",0.023,0.023,23.964.908/0001-10
,2016-12-31,1,"4. Terreno 4: Guarujá - SP, matrículas: 97.185, 97.186, 97.187, 97.188, 97.189, 97.190, 97.191.  Endereço: Guarujá Central Park, Jardim Belmar.",0.0,"4. Terreno 4: Guarujá - SP, matrículas: 97.185, 97.186, 97.187, 97.188, 97.189, 97.190, 97.191.  Endereço: Guarujá Central Park, Jardim Belmar.",0.036,0.036,23.964.908/0001-10
,2016-12-31,1,"5. Terreno 5: Porangantu - GO, matrícula: 3.296. Endereço: Rua São Miguel do Araguaia, nº 242.",0.0,"5. Terreno 5: Porangantu - GO, matrícula: 3.296. Endereço: Rua São Miguel do Araguaia, nº 242.",0.004,0.004,23.964.908/0001-10
,2016-12-31,1,"6.Terreno Comercial: Pilar do Sul - SP, matrícula: 603. Endereço: Rua Tenente Almeida, 368.",667.0,"6.Terreno Comercial: Pilar do Sul - SP, matrícula: 603. Endereço: Rua Tenente Almeida, 368.",0.003,0.003,23.964.908/0001-10
,2016-12-31,1,"7. Terreno : Campo de Goytacazes - RJ, matrícula: 13.799, 13.800. Endereço: Silvio Basto Tavares, 341/351 e 329/339.",0.0,"7. Terreno : Campo de Goytacazes - RJ, matrícula: 13.799, 13.800. Endereço: Silvio Basto Tavares, 341/351 e 329/339.",0.015,0.015,23.964.908/0001-10
,2016-12-31,1,"8. Terreno Rural: Pedro Velho / RN, matrícula: 468. Endereço: Carnaúba (Fazenda Lagoa das Vieiras).",85.3,"8. Terreno Rural: Pedro Velho / RN, matrícula: 468. Endereço: Carnaúba (Fazenda Lagoa das Vieiras).",0.002,0.002,23.964.908/0001-10
,2016-12-31,1,"9. Terreno Rural: Pedro Velho / RN, matrícula: 300. Endereço: Cuité (Fazenda Barra do Cuité). Área: 120m²",120.0,"9. Terreno Rural: Pedro Velho / RN, matrícula: 300. Endereço: Cuité (Fazenda Barra do Cuité). Área: 120m²",0.003,0.003,23.964.908/0001-10
,2016-12-31,1,"10. Terreno Rural: Pedro Velho / RN, matrícula: 320. Endereço: Cuité (Fazenda Lameiro).",107.0,"10. Terreno Rural: Pedro Velho / RN, matrícula: 320. Endereço: Cuité (Fazenda Lameiro).",0.002,0.002,23.964.908/0001-10
,2016-12-31,1,"11. Terreno Rural: Nísia Floresta / RN, matrícula: 2.469. Endereço: Fazenda Cachoeira.",507.0,"11. Terreno Rural: Nísia Floresta / RN, matrícula: 2.469. Endereço: Fazenda Cachoeira.",0.012,0.012,23.964.908/0001-10
,2016-12-31,1,"12. Terreno Rural: Espírito Santo / RN, matrícula: 35. Endereço: Fazenda Boa Esperança.",169.2,"12. Terreno Rural: Espírito Santo / RN, matrícula: 35. Endereço: Fazenda Boa Esperança.",0.003,0.003,23.964.908/0001-10
,2016-12-31,1,"13. Terreno Rural: Nísia Floresta / RN, matrícula: 221. Endereço: Fazenda Cachoeira II.",750.0,"13. Terreno Rural: Nísia Floresta / RN, matrícula: 221. Endereço: Fazenda Cachoeira II.",0.021,0.021,23.964.908/0001-10
,2016-12-31,1,"14. Terreno 8: Jacarepaguá - Rio de Janeiro - RJ, matrícula 161.009. Endereço: Estrada do Gabinal, nº 1336.",0.0,"14. Terreno 8: Jacarepaguá - Rio de Janeiro - RJ, matrícula 161.009. Endereço: Estrada do Gabinal, nº 1336.",0.01,0.0,23.964.908/0001-10
,2016-12-31,1,"15: Terreno 9: Jacarepaguá - Rio de Janeiro - RJ, matrícula: 1.126. Endereço: Rua Estrada do Gabinal, nº 1284",0.0,"15: Terreno 9: Jacarepaguá - Rio de Janeiro - RJ, matrícula: 1.126. Endereço: Rua Estrada do Gabinal, nº 1284",0.01,0.0,23.964.908/0001-10
,2016-12-31,1,"16. Terreno 10: São José dos Pinhais - PR, matrícula: 66.244. Endereço: Rotatória de confluência da Avenida Norte com a Rua Sebastião Souza Ramos - Campininha do Guaraituba",0.0,"16. Terreno 10: São José dos Pinhais - PR, matrícula: 66.244. Endereço: Rotatória de confluência da Avenida Norte com a Rua Sebastião Souza Ramos - Campininha do Guaraituba",0.03,0.0,23.964.908/0001-10
,2016-12-31,1,"17. Terreno 11: Várzea Grande - MT, matrícula: 55.043. Endereço: Estrada da Guarita - Passagem da Conceição",0.0,"17. Terreno 11: Várzea Grande - MT, matrícula: 55.043. Endereço: Estrada da Guarita - Passagem da Conceição",0.015,0.0,23.964.908/0001-10
,2016-12-31,1,"18. Terreno 12: Várzea Grande - MT, matrícula: 55.429. Endereço: Rodovia dos Imigrantes, altura do KM 25.",0.0,"18. Terreno 12: Várzea Grande - MT, matrícula: 55.429. Endereço: Rodovia dos Imigrantes, altura do KM 25.",0.018,0.0,23.964.908/0001-10
,2018-06-29,2,"Rua das Marrecas, 11, Centro",185.15,,0.00653,0.001021,01.235.622/0001-61
,2018-09-28,3,"Rua Caetano Tunholi, 60, Enseada do Sua, Vitoria - ES",11449.5,Leilão Banco do Brasil - 85% do Opportunity Fundo de Investimento Imobiliário e 15% da Policlinica de Referência UVV LTDA.,0.120859,0.013476,01.235.622/0001-61
,2018-12-31,3,"Rua Ministro Raul Fernandes, Lote nº 4 do PAL 27.387",1635.0,Raul Fernandes - Botafogo,0.008146,0.01354,01.235.622/0001-61
,2018-12-31,3,"Gleba G-03, situada no perímetro do Distrito Federal - DF",655126.0,Taquari,0.260898,0.433649,01.235.622/0001-61
,2018-12-31,3,"Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ",2183.22,All Ways,0.054495,0.090578,01.235.622/0001-61
,2018-09-30,1,"Rua Dona Francisca, 8300 - Joinville - SC",21658.0,,0.008663,,04.782.236/0001-88
,2018-03-31,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2018-06-30,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2018-09-30,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2018-12-31,1,Não Aplicavel,0.0,,0.0,0.0,07.583.627/0001-61
,2018-03-31,1,Rodovia SC 401,1578.48,"Aquisição de 50% da fração ideal de 1578,48 m2 de um Terreno, conforme Istrumento Particulat de Promessa de Compra e Venda da GCR Participações, datado de Dezembro de 2017.",0.5,0.5131,12.804.013/0001-00
,2018-06-30,1,Rodovia SC 401,1578.48,"Aquisição de 50% da fração ideal de 1578,48 m2 de um Terreno, conforme Istrumento Particulat de Promessa de Compra e Venda da GCR Participações, datado de Dezembro de 2017.",0.5,0.5131,12.804.013/0001-00
,2018-09-30,1,Rodovia SC 401,1578.48,"Aquisição de 50% da fração ideal de 1578,48 m2 de um Terreno, conforme Istrumento Particulat de Promessa de Compra e Venda da GCR Participações, datado de Dezembro de 2017.",0.5,0.5131,12.804.013/0001-00
,2018-12-31,1,Rodovia SC 401,1578.48,"Aquisição de 50% da fração ideal de 1578,48 m2 de um Terreno, conforme Istrumento Particulat de Promessa de Compra e Venda da GCR Participações, datado de Dezembro de 2017.",0.5,0.5131,12.804.013/0001-00
,2018-12-31,2,"Av. Alexandre Colares, 1188, Parque Anhanguera, São Paulo/SP",111737.0,"Matrículas: nº 3619, 7930,133.252 e 133.300",1.0,1.275291,12.978.943/0001-72
,2018-06-30,1,Frente para Rua Augusto Chagas ARAGUARI MG,8154.58,Lote A 1  CCI 53867,,,15.489.509/0001-17
,2018-06-30,1,Frente para Rua Juscelino Kubitschec bairro São Luiz ARAGUARIMG,5015.37,Lote A 2 - CCI 53868,,,15.489.509/0001-17
,2018-06-30,1,Av. Dona Maria de Santana Borges esquina com Av Beatriz Aparecida Conceição Martins UBERABAMG,12868.4,Loja 52,,,15.489.509/0001-17
,2018-06-30,1,Frente para Av José Marcus Cherém e Rodovia BR 050 UBERABA MG,10638.4,Loja 49 Matrícula 22.514,,,15.489.509/0001-17
,2018-12-31,1,"Av. Ricardo Grimaldo Estides, 200, Ilha do Lazareto, Cidade de Além Paraíba/MG",3971.09,"Imóvel Comercial, Matrícula 14516",0.0,0.0,15.489.509/0001-17
,2018-12-28,1,Multimodal D Caxias - Pátio,52040.3,,1.0,0.236888,16.671.412/0001-93
,2018-03-29,3,"Rua Luís Gemin, Bairro Descampado, Campinas - SP",177057.0,Adquisição de gleba para desenvolvimento de condominio de apartamentos,0.0363680682884575,0.0385586826852856,16.915.968/0001-88
,2018-09-28,1,"Rua Lauro de Freitas, 451, Vila Sonia, São Paulo-SP",1840.0,"O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel",0.0887,0.0117,16.915.968/0001-88
,2018-09-30,1,Bairro de Pescaria - Itapetininga,1161600.0,o fundo possui 100% do imóvel,0.267953,0.014332,23.120.098/0001-16
,2018-12-31,1,Bairro de Pescaria - Itapetininga,1161600.0,o fundo possui 100% do imóvel,0.267953,0.014332,23.120.098/0001-16
,2018-03-29,1,"Matricula 18993, lote 87 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2018-03-29,1,"Matricula 18994, lote 88 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2018-03-29,1,"Matricula 18995, lote 89 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1472.98,,0.202276,0.202861,26.269.251/0001-60
,2018-03-29,1,"Matricula 18996, lote 90 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1389.39,,0.192124,0.189786,26.269.251/0001-60
,2018-03-29,1,"Matricula 18997, lote 91 da quadra L,  situado na cidade de Guariba, Estado de S.Paulo, loteamento Industrial, denominado PQ. Industrial Governador Mario Covas com frente para Av. José Bacio",1470.0,,0.201867,0.202451,26.269.251/0001-60
,2018-06-29,1,"RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP",3025.08,,,,26.502.761/0001-35
,2018-06-29,1,"RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP",3973.57,,,,26.502.761/0001-35
,2018-06-29,1,"RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP",3370.0,,,,26.502.761/0001-35
,2018-06-29,1,"AVENIDA HIGIENÓPOLIS, 403, SÃO PAULO -SP",638.61,,,,26.502.761/0001-35
,2018-06-29,1,"RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP",3431.73,,,,26.502.761/0001-35
,2018-06-29,1,"Rua Herculano Freitas, 73, SÃO PAULO -SP",647.836,,,,26.502.761/0001-35
,2018-06-29,1,"RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP",3213.96,,,,26.502.761/0001-35
,2018-06-29,1,"RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP",3213.96,,,,26.502.761/0001-35
,2018-06-29,1,"RUA 3, S/N BRAGANÇA PAULISTA, SÃO PAULO - SP",3005.96,,,,26.502.761/0001-35
,2018-12-31,1,"Vila Ipiranga, Londrina, Paraná",443.0,matricula 110.962,0.33036634,,26.502.761/0001-35
,2018-06-30,1,"Coordenadas UTM N=7.803.827,02 - E=598.794,65, localizado junto à margem esquerda da Av. das Comtendas - Contagem-MG",610087.0,"Fundo é proprietário de 100% da área, sem ônus",1.0,1.1042,27.368.617/0001-10
,2018-03-31,2,Não aplicável,0.0,Não aplicável,0.0,0.0,28.152.272/0001-26
,2018-06-30,1,,0.0,,0.0,0.0,28.152.272/0001-26
,2018-03-31,1,Não aplicável,0.0,Não aplicável,0.0,0.0,28.516.650/0001-03
,2018-06-30,1,,0.0,,0.0,0.0,28.516.650/0001-03
,2018-09-30,1,,0.0,,0.0,0.0,28.516.650/0001-03
,2018-12-31,1,,0.0,,0.0,0.0,28.516.650/0001-03
,2018-03-31,1,Não Aplicavel,0.0,Não Aplicavel,0.0,0.0,28.693.595/0001-27
,2018-06-30,1,,0.0,,0.0,0.0,28.693.595/0001-27
,2018-09-30,1,,0.0,,0.0,0.0,28.693.595/0001-27
,2018-12-31,1,,0.0,,0.0,0.0,28.693.595/0001-27
,2018-06-30,1,"Rua Benedito Hipólito, s/n - Lote 1, do Pal 48.853  -  Cidade Nova  -  Rio de Janeiro - RJ",2704.5,Imovel melhor descrito e caracterizado na matricula 50.054 do Registro de Imóveis do 7º Oficio. Imovel é foreiro à União e está registrado na Secretaria de Patrimônio da União sob o Regisatro Imobiliário Patrimonial RIP nº 6001.0127137-76,0.674102,0.674182,30.492.505/0001-81
,2020-09-30,2,"Rua Lineu de Paula Machado, 708 - RJ",249.84,Prédio,0.006176,0.001806,01.235.622/0001-61
,2020-12-31,1,"Rua Lineu de Paula Machado, 696/ Rua José Joaquim Seabra, 22- RJ",398.82,Prédio,0.043029,9.4e-05,01.235.622/0001-61
,2020-12-31,1,"Rodovia BR 101, 5225, Cabo de Santo Agostinho - PE",17901.0,-,0.001275,0.001077,11.728.688/0001-47
,2020-12-31,1,"Rodovia Fernão Dias, Km 937, Extrema - MG",1293650.0,-,0.019208,0.016228,11.728.688/0001-47
,2020-06-30,1,AV DONA BELMIRA MARIN,2450.0,1 CASA E 1 TERRENO - MATRICULA 23.208,0.0089,0.0122,13.726.079/0001-84
,2020-03-31,1,"Frente para Rua Americo Lobo, Juiz de Fora - MG (Matrícula 80.195)",16891.1,Gleca C,0.0,0.0,15.489.509/0001-17
,2020-03-31,1,"Avenida José Ananias de Aguiar, São Geraldo - ARAXÁ-MG (Matrícula 64.265)",14556.4,vide escritura,0.0,0.0,15.489.509/0001-17
,2020-06-30,1,"Frente para Rua Americo Lobo, Juiz de Fora - MG (Matrícula 80.195)",16891.1,Gleca C,0.0,0.0,15.489.509/0001-17
,2020-06-30,1,"Avenida José Ananias de Aguiar, São Geraldo - ARAXÁ-MG (Matrícula 64.265)",14556.4,vide escritura,0.0,0.0,15.489.509/0001-17
,2020-03-31,1,"Av. Corifeu de Azevedo Marques, 3870, Butantã, São Paulo-SP",3693.0,"O imóvel foi adquirido por escritura de compra e venda, não há onus reais sobre o imóvel",1.0,0.0216030315580356,16.915.968/0001-88
,2020-06-30,1,"Rodovia Washigton Luiz, n° 13901 e 14005-A, Chácara Rio Petrópolis, Duque de Caxias - Rio de Janeiro/RJ",19030.0,"Unificação de lotes urbanos, destinados a venda",1.0,0.013764,17.655.102/0001-48
,2020-06-30,1,"Avenida Maragogi s/n., no Município de Alta Floresta/MT, CEP 78580-000",29253.2,Terreno,0.0259,0.0059,18.950.957/0001-64
,2020-06-30,1,"Dr. João Neves Neto, Jd. Guedala /SP",3244.0,Direito de propriedade,0.192117,0.101781,23.964.843/0001-03
,2020-06-30,1,"Rua do Estilo Barroco 623-665, Chácara Santo Antônio/SP",3019.23,Direito de propriedade,0.575472,0.304877,23.964.843/0001-03
,2020-06-30,1,"Rua Andrea Paulinetti 241-251, Brooklin/SP",956.25,Direito de propriedade,0.186853,0.098992,23.964.843/0001-03
,2020-06-30,1,"Rua Pássaros e Flores,  bairro Jardim das Acácias, Brooklin/SP",1497.37,Direito de propriedade,0.045558,0.021436,23.964.843/0001-03
,2020-09-30,1,"Terreno Tumiaru, situado em rua Homônima",3306.1,Direito de propriedade,0.20816,0.110268,23.964.843/0001-03
,2020-09-30,1,"Rua Senador Pádua Sales,  Pacaembu-SP",839.0,Direito de propriedade,0.051832,0.027457,23.964.843/0001-03
,2020-09-30,1,"Andrade Fernandes, em Alto de Pinheiros",913.68,Direito de propriedade,0.139856,0.074086,23.964.843/0001-03
,2020-12-31,1,"Terreno Tumiaru, situado em rua Homônima",3306.1,Direito de propriedade,0.20816,0.110268,23.964.843/0001-03
,2020-12-31,1,"Rua Senador Pádua Sales,  Pacaembu-SP",839.0,Direito de propriedade,0.051832,0.027457,23.964.843/0001-03
,2020-12-31,1,"Andrade Fernandes, em Alto de Pinheiros",913.68,Direito de propriedade,0.139856,0.074086,23.964.843/0001-03
,2020-12-31,2,"Rodovia Castello Branco, km 57, em São Roque, SP",60589.0,Direito de propriedade,0.097159,0.101307,24.853.044/0001-22
,2020-03-31,2,"Avenida Ceci, 1649 - Barueri/SP",30104.4,Galpão Logístico,0.8,0.047,26.502.794/0001-85
,2020-06-30,2,"Avenida Ceci, 1649 - Barueri/SP",30104.4,Galpão Logístico,0.8,0.047,26.502.794/0001-85
,2020-09-30,3,"Avenida Ceci, 1649 - Barueri/SP",30104.4,Galpão Logístico,0.8,0.047,26.502.794/0001-85
,2020-12-31,1,"Rodovia Miguel Melhado Campos, SP-324, Km81,5, Itupeva - SP",390950.0,-,1.0,0.331847,27.486.542/0001-72
,2020-09-30,3,km 2 da Rodovia PE-109 S/N - municipio de Bonito - Pernambuco,35206.0,Imovel resultante do desdobramento do sitio Bela Vista,1.0,0.9051,27.580.051/0001-96
,2020-03-31,1,Lote 64,400.0,Lote 64,0.146767,0.157241,28.899.178/0001-35
,2020-09-30,1,Rua Gabriel Monteira da Silva,390.0,Terreno disponivel para construcao,0.1742,0.2742,29.242.844/0001-20
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",157.42,Unidade 102,0.000659,0.3098,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",310.43,Unidade 103,0.0013,0.5971,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",159.18,Unidade 104,0.000666,0.3132,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",438.02,Unidade 109,0.001834,0.804,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",239.64,Unidade 201,0.001003,0.4716,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 202,0.000621,0.2919,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",240.38,Unidade 203,0.001006,0.473,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 204,0.000621,0.2919,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",290.63,Unidade 209,0.001217,0.5719,31.469.385/0001-64
,2020-03-31,1,"Avenida Europa, 105 - Jardim Paulista",254.76,Unidade 210,0.001067,0.5014,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",157.42,Unidade 102,0.000659,0.3098,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",310.43,Unidade 103,0.0013,0.5971,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",159.18,Unidade 104,0.000666,0.3132,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",438.02,Unidade 109,0.001834,0.804,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",239.64,Unidade 201,0.001003,0.4716,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 202,0.000621,0.2919,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",240.38,Unidade 203,0.001006,0.473,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 204,0.000621,0.2919,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",290.63,Unidade 209,0.001217,0.5719,31.469.385/0001-64
,2020-06-30,1,"Avenida Europa, 105 - Jardim Paulista",254.76,Unidade 210,0.001067,0.5014,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",157.42,Unidade 102,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",310.43,Unidade 103,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",159.18,Unidade 104,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",438.02,Unidade 109,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",239.64,Unidade 201,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 202,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",240.38,Unidade 203,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",148.36,Unidade 204,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",290.63,Unidade 209,0.0,0.0,31.469.385/0001-64
,2020-12-31,2,"Avenida Europa, 105 - Jardim Paulista",254.76,Unidade 210,0.0,0.0,31.469.385/0001-64
,2020-12-31,1,"Rodovia Raposo Tavares SP-270, Bairro do Moinho Velho, Cotia/SP",800000.0,Direito de propriedade,0.028866,0.026047,31.962.875/0001-06
,2020-03-31,1,"Rua 1, nº 46, Sítio Recanto dos Boiadeiros, Recanto da Colina, Itapetinga/Ba",36036.2,Residencial Itapetinga - Mat 6979,0.027518,0.022537,33.842.871/0001-01
,2020-09-30,1,ALPHAVILLE BAURU,267218.0,Direito de propriedade,0.058213,0.04357,34.895.711/0001-93
,2020-12-31,1,"Alphaville Nova Esplanada Nº 17 Lote Ab3 - Bairro do Vossoroca, com frente para a Rua Oito - Votorantim/SP",495.12,Direito de propriedade,0.019855,0.115654,34.895.711/0001-93
,2020-12-31,1,"Alphaville Nova Esplanada Nº 09 Quadra S4 - Bairro do Vossoroca, com frente para a Rua Oito - Votorantim/SP",521.03,Direito de propriedade,0.0191145,0.111339,34.895.711/0001-93
,2020-12-31,1,"Alphaville Nova Esplanada Nº 12 Quadra U4 - Bairro do Vossoroca, com frente para a Rua Oito - Votorantim/SP",473.97,Direito de propriedade,0.020849,0.121443,34.895.711/0001-93
,2020-12-31,1,R. Alves Guimarães - Pinheiros São Paulo - SP,1220.2,Direito de propriedade,0.163826,0.1613,34.895.752/0001-80
,2020-12-31,1,Rua Martins - São Paulo - SP,418.5,Direito de propriedade,0.195697,0.1927,34.895.752/0001-80
