CNPJ_Fundo_Classe,Data_Referencia,Versao,Nome_Endereco_Imovel,Caracteristicas_Contratuais,CNPJ_Fundo
44.683.052/0001-85,2023-12-31,1,,,
44.683.052/0001-85,2023-12-31,1,,,
44.683.052/0001-85,2023-12-31,1,,,
44.683.052/0001-85,2023-12-31,1,,,
44.683.052/0001-85,2023-12-31,1,,,
44.705.818/0001-85,2023-09-29,1,Imóvel Barra Funda,Matrícula 108.652,
44.705.818/0001-85,2023-09-29,1,Imóvel Bom Retiro,Matrículas,
44.705.818/0001-85,2023-09-29,1,Imóvel Porto Alegre,Matrícula 88.926,
44.705.818/0001-85,2023-09-29,1,Imóvel Uberlândia,Matrícula 21.400,
44.705.818/0001-85,2023-12-31,1,Imóvel bom retiro,"Matrículas nºs 13.695, 28.933, 36.382 e 96.514",
44.705.818/0001-85,2023-12-31,1,Imóvel bom retiro 2,"Matrículas nºs 13.695, 28.933, 36.382 e 96.514",
44.705.818/0001-85,2023-12-31,1,imóvel porto alegre,Matrícula nº 88.926,
44.705.818/0001-85,2023-12-31,1,imóvel uberlândia,Matrícula nº 21.400,
44.728.452/0001-60,2023-03-31,2,MOOCA 1,Matricula 39946,
44.728.452/0001-60,2023-03-31,2,MOOCA 2,Matricula 39945,
44.728.452/0001-60,2023-06-30,2,MOOCA 1,Matricula 39946,
44.728.452/0001-60,2023-06-30,2,MOOCA 2,Matricula 39945,
44.728.452/0001-60,2023-09-29,1,MOOCA 1,Matricula 39946,
44.728.452/0001-60,2023-09-29,1,MOOCA 2,Matricula 39945,
44.728.452/0001-60,2023-12-31,1,MOOCA 1,Matricula 39946,
44.728.452/0001-60,2023-12-31,1,MOOCA 2,Matricula 39945,
44.728.520/0001-90,2023-03-31,2,FAZENDA BOA VISTA,Matrícula 61.349,
44.728.520/0001-90,2023-06-30,2,FAZENDA BOA VISTA,Matrícula 61.349,
44.728.520/0001-90,2023-09-29,1,FAZENDA BOA VISTA,Matrícula 61.349,
44.728.520/0001-90,2023-09-29,1,APT 31,Matrícula 96.309,
44.728.520/0001-90,2023-12-31,1,FAZENDA BOA VISTA,Matrícula 61.349,
44.728.520/0001-90,2023-12-31,1,APT 31,Matrícula 96.309,
44.728.520/0001-90,2023-12-31,1,EDIFICIO SAINT PAUL,Matrícula 102.138,
45.063.985/0001-32,2023-03-31,2,Timon/Ma,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-03-31,2,Sousa/PB,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-03-31,2,Jacobina,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-03-31,2,Cajazeiras,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-03-31,2,Conceição do Coite,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-03-31,2,Vitoria da Conquista,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-03-31,2,Almanara,"Para todos os efeitos, o valor da indenização decorrente de uma Perda Indenizável deverá ser acrescido de correção monetária pelo IPCA/IBGE da data em que ela mesma for incorrida, até a data de seu efetivo pagamento.",
45.063.985/0001-32,2023-06-30,1,Timon/Ma,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Sousa/PB,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Jacobina,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Cajazeiras,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Conceição do Coite,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Vitoria da Conquista,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,ALMANARA,"Para todos os efeitos, o valor da indenização decorrente de uma Perda Indenizável deverá ser acrescido de correção monetária pelo IPCA/IBGE da data em que ela mesma for incorrida, até a data de seu efetivo pagamento.",
45.063.985/0001-32,2023-06-30,1,Abilio Soares,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Angelica,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Buzios,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Campinas Proença,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Goainia Flam,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Itabuna/BA,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,L02 Norte,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Lago Norte,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Leopoldina,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Maceio,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,N SRA SABARA,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Paroquia,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-06-30,1,Sto Andre,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Timon/Ma,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Sousa/PB,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Jacobina,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Cajazeiras,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Conceição do Coite,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Vitoria da Conquista,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,ALMANARA,"Para todos os efeitos, o valor da indenização decorrente de uma Perda Indenizável deverá ser acrescido de correção monetária pelo IPCA/IBGE da data em que ela mesma for incorrida, até a data de seu efetivo pagamento.",
45.063.985/0001-32,2023-09-30,1,Abilio Soares,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Angelica,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Buzios,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Campinas Proença,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Goainia Flam,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Itabuna/BA,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,L02 Norte,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Lago Norte,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Leopoldina,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Maceio,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,N SRA SABARA,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Paroquia,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-09-30,1,Sto Andre,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Timon/Ma,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Sousa/PB,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Jacobina,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Cajazeiras,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Conceição do Coite,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Vitoria da Conquista,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,ALMANARA,"Para todos os efeitos, o valor da indenização decorrente de uma Perda Indenizável deverá ser acrescido de correção monetária pelo IPCA/IBGE da data em que ela mesma for incorrida, até a data de seu efetivo pagamento.",
45.063.985/0001-32,2023-12-31,1,Abilio Soares,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Angelica,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Buzios,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Campinas Proença,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Goainia Flam,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Itabuna/BA,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,L02 Norte,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Lago Norte,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Leopoldina,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Maceio,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,N SRA SABARA,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Paroquia,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.063.985/0001-32,2023-12-31,1,Sto Andre,"Contratos de locação BTS, com prazo de 25 anos, multa rescisória, necessidade de aviso prévio para rescisão contratual pelo o locatário, correção anual do valor da locação pelo IPCA.",
45.105.676/0001-88,2023-03-31,1,,,
45.105.676/0001-88,2023-06-30,1,,,
45.105.676/0001-88,2023-09-30,1,,,
45.105.676/0001-88,2023-12-31,1,,,
45.105.714/0001-00,2023-03-31,1,,,
45.105.714/0001-00,2023-06-30,1,,,
45.105.714/0001-00,2023-09-30,1,,,
45.105.714/0001-00,2023-12-31,1,,,
45.106.274/0001-06,2023-03-31,1,,,
45.106.274/0001-06,2023-06-30,1,,,
45.106.274/0001-06,2023-09-30,1,,,
45.106.274/0001-06,2023-12-31,1,,,
45.106.312/0001-12,2023-03-31,1,,,
45.106.312/0001-12,2023-06-30,1,,,
45.106.312/0001-12,2023-09-30,1,,,
45.106.312/0001-12,2023-12-31,1,,,
45.106.376/0001-13,2023-03-31,1,,,
45.106.376/0001-13,2023-06-30,1,,,
45.106.376/0001-13,2023-09-30,1,,,
45.106.376/0001-13,2023-12-31,1,,,
45.123.401/0001-77,2023-03-31,1,,,
45.123.401/0001-77,2023-06-30,1,,,
45.123.401/0001-77,2023-09-30,1,,,
45.123.401/0001-77,2023-12-31,1,,,
45.123.465/0001-78,2023-03-31,1,Não há,Não hà,
45.123.465/0001-78,2023-06-30,1,Não há,Não hà,
45.123.465/0001-78,2023-09-30,1,Não há,Não hà,
45.123.465/0001-78,2023-12-31,2,Não há,Não hà,
45.123.558/0001-00,2023-03-31,1,,,
45.123.558/0001-00,2023-06-30,2,,,
45.123.558/0001-00,2023-09-30,2,,,
45.123.558/0001-00,2023-12-31,2,,,
45.254.732/0001-46,2023-03-31,1,IMOVEL I FAZENDA N. SR SOCORRO,Contrato de compra e venda,
45.254.732/0001-46,2023-03-31,1,IMOVEL II,Imovel adquirido em leilão,
45.254.732/0001-46,2023-06-30,3,IMOVEL I FAZENDA N. SR SOCORRO,Contrato de compra e venda,
45.254.732/0001-46,2023-06-30,3,IMOVEL II,Imovel adquirido em leilão,
45.254.732/0001-46,2023-09-30,1,IMOVEL I FAZENDA N. SR SOCORRO,Contrato de compra e venda,
45.254.732/0001-46,2023-09-30,1,IMOVEL II,Imovel adquirido em leilão,
45.254.732/0001-46,2023-12-31,1,IMOVEL I FAZENDA N. SR SOCORRO,Contrato de compra e venda,
45.254.732/0001-46,2023-12-31,1,IMOVEL II,Imovel adquirido em leilão,
45.338.646/0001-11,2023-03-31,1,CAJAMAR 4 - ABDALLA,Conforme contrato.,
45.338.646/0001-11,2023-06-30,1,CAJAMAR 4 - ABDALLA,Conforme contrato.,
45.727.531/0001-19,2023-03-31,1,JK Tower B II (20%),,
45.727.531/0001-19,2023-06-30,1,JK Tower B II (20%),,
45.727.531/0001-19,2023-09-30,1,JK Tower B II (20%),,
45.727.531/0001-19,2023-12-31,1,JK Tower B II (20%),,
45.742.299/0001-98,2023-03-31,1,Retail,,
45.742.299/0001-98,2023-06-30,1,Retail,,
45.742.299/0001-98,2023-09-30,1,Retail,,
45.742.299/0001-98,2023-12-31,1,Retail,,
47.154.849/0001-83,2023-09-29,1,SKY_1409,Nenhuma característica relevante,
47.154.849/0001-83,2023-12-29,1,SKY_1409,Não possui características relevantes individualizadas.,
47.896.665/0001-99,2023-03-31,1,Catarina Fashion Outlet,Não possui caracteristicas que destoem dos demais,
47.896.665/0001-99,2023-06-30,2,Catarina Fashion Outlet,Não possui caracteristicas que destoem dos demais,
47.896.665/0001-99,2023-09-30,1,Catarina Fashion Outlet,Não possui caracteristicas que destoem dos demais,
47.896.665/0001-99,2023-09-30,1,Iguatemi Bosque Shopping - Fortaleza,Não possui caracteristicas que destoem dos demais,
47.896.665/0001-99,2023-12-31,1,Catarina Fashion Outlet,Não possui caracteristicas que destoem dos demais,
47.896.665/0001-99,2023-12-31,1,Iguatemi Bosque Shopping - Fortaleza,Não possui caracteristicas que destoem dos demais,
47.896.665/0001-99,2023-12-31,1,Shopping Metro Tatuape,Não possui caracteristicas que destoem dos demais,
47.896.665/0001-99,2023-12-31,1,Shopping Metro Boulevard Tatuape,Não possui caracteristicas que destoem dos demais,
47.896.665/0001-99,2023-12-31,1,Shopping Praia das Belas,Não possui caracteristicas que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,Fazenda Tabuleiro I - C (Mat 5.372),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,Fazenda Tabuleiro I- D (Mat 5.373),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,Fazenda Tabuleiro I-E (Mat 5.374),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,Fazenda Tabuleiro I-F (Mat 5.375),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,Fazenda Tabuleiro IV (Mat 5.378),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,Fazenda Tabuleiro V (Mat 5.379),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,Gleba-V-A-1 (Mat 14.061),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,QUINHAO  n 01 - V-A-3 (Mat 14.059),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,GLEBA V-A-2 (Mat 14.058),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,GLEBA V-A-4 (Mat 14.060),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,FAZENDA NATAL (Mat 14.070),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-03-31,1,FAZENDA BEIRA LAGO I (Mat 14.068),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,Fazenda Tabuleiro I - C (Matrícula 5.372),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,Fazenda Tabuleiro I- D (Matrícula 5.373),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,Fazenda Tabuleiro I-E (Matrícula 5.374),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,Fazenda Tabuleiro I-F (Matrícula 5.375),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,Fazenda Tabuleiro IV (Matrícula 5.378),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,Fazenda Tabuleiro V (Matrícula 5.379),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,Gleba-V-A-1 (Matrícula 14.061),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,QUINHÃO  nº 01 - V-A-3 (Matrícula 14.059),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,GLEBA V-A-2 (Matrícula 14.058),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,GLEBA V-A-4 (Matrícula 14.060),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,FAZENDA NATAL (Matrícula 14.070),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,FAZENDA BEIRA LAGO I (Matrícula 14.068),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-06-30,1,FAZENDA BEIRA LAGO II (Matrícula 14.069),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,Fazenda Tabuleiro I - C (Matrícula 5.372),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,Fazenda Tabuleiro I- D (Matrícula 5.373),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,Fazenda Tabuleiro I-E (Matrícula 5.374),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,Fazenda Tabuleiro I-F (Matrícula 5.375),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,Fazenda Tabuleiro IV (Matrícula 5.378),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,Fazenda Tabuleiro V (Matrícula 5.379),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,Gleba-V-A-1 (Matrícula 14.061),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,QUINHÃO  nº 01 - V-A-3 (Matrícula 14.059),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,GLEBA V-A-2 (Matrícula 14.058),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,GLEBA V-A-4 (Matrícula 14.060),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,FAZENDA NATAL (Matrícula 14.070),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,FAZENDA BEIRA LAGO I (Matrícula 14.068),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-09-30,1,FAZENDA BEIRA LAGO II (Matrícula 14.069),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,Fazenda Tabuleiro I - C (Matrícula 5.372),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,Fazenda Tabuleiro I- D (Matrícula 5.373),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,Fazenda Tabuleiro I-E (Matrícula 5.374),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,Fazenda Tabuleiro I-F (Matrícula 5.375),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,Fazenda Tabuleiro IV (Matrícula 5.378),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,Fazenda Tabuleiro V (Matrícula 5.379),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,Gleba-V-A-1 (Matrícula 14.061),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,QUINHÃO  nº 01 - V-A-3 (Matrícula 14.059),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,GLEBA V-A-2 (Matrícula 14.058),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,GLEBA V-A-4 (Matrícula 14.060),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,FAZENDA NATAL (Matrícula 14.070),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,FAZENDA BEIRA LAGO I (Matrícula 14.068),Não possui características que destoem dos demais,
48.565.175/0001-72,2023-12-31,2,FAZENDA BEIRA LAGO II (Matrícula 14.069),Não possui características que destoem dos demais,
48.916.699/0001-60,2023-03-31,1,Edificio Iguatemi Alphaville - Itower,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-03-31,1,Edificio Leblon,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-03-31,1,Edificio Módulo Reboucas,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-03-31,1,Condominio Faria Lima Plaza - FLP,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-03-31,1,Edificio Box 298,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-06-30,1,Edificio Leblon,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-06-30,1,Edificio Iguatemi Alphaville - Itower,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-06-30,1,Condominio Faria Lima Plaza - FLP,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-06-30,1,Edificio Box 298,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-06-30,1,Edificio Modulo Reboucas,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-09-30,1,Edificio Leblon,Não possui caracteristicas que destoem dos demais,
48.916.699/0001-60,2023-09-30,1,Edificio Iguatemi Alphaville - Itower,Não possui caracteristicas que destoem dos demais,
