CNPJ_Fundo_Classe;Data_Referencia;Versao;Mes_Referencia;Percentual_Rentabilidade_Efetiva_Mes;Percentual_Rentabilidade_Auferida_Ausencia_Garantia
10.522.648/0001-81;2021-03-31;1;março/2021;0.00293;0.00293
10.522.648/0001-81;2021-09-30;1;set/21;0.001932;0.001932
10.522.648/0001-81;2021-09-30;1;ago/21;-0.003937;-0.003937
10.522.648/0001-81;2021-09-30;1;jul/21;-0.000262;-0.000262
11.268.335/0001-01;2021-03-31;1;01/2021;0.001888;0.001888
11.268.335/0001-01;2021-03-31;1;02/2021;0.001998;0.001998
11.268.335/0001-01;2021-03-31;1;03/2021;0.025415;0.025415
11.268.335/0001-01;2021-06-30;1;04/2021;0.023814;0.023814
11.268.335/0001-01;2021-06-30;1;05/2021;0.032955;0.032955
11.268.335/0001-01;2021-09-30;1;09/2021;0.011426;0.011426
11.268.335/0001-01;2021-09-30;1;08/2021;0.004883;0.004883
11.268.335/0001-01;2021-09-30;1;07/2021;0.035159;0.035159
11.268.335/0001-01;2021-12-31;1;12/2021;0.18302;0.18302
11.268.335/0001-01;2021-12-31;1;11/2021;0.304622;0.304622
11.268.335/0001-01;2021-12-31;1;10/2021;0.689415;0.689415
12.005.956/0001-65;2021-06-30;1;06/2021;0.00455776567909289;0.00442468867948965
12.005.956/0001-65;2021-06-30;1;05/2021;0.00465360697007976;0.00450611232273143
12.005.956/0001-65;2021-06-30;1;04/2021;0.0041589300326331;0.00401824577915057
12.005.956/0001-65;2021-09-30;1;07/2021;0.00493712561099819;0.00471172820555617
12.005.956/0001-65;2021-09-30;1;08/2021;0.00485890786688796;0.00472092759668984
12.005.956/0001-65;2021-09-30;1;09/2021;0.00490707452391168;0.00474154788350399
12.005.956/0001-65;2021-12-31;1;10/2021;0.00519019235430554;0.00502131575874777
12.005.956/0001-65;2021-12-31;1;11/2021;0.00494137092490773;0.00472184002903904
12.005.956/0001-65;2021-12-31;1;12/2021;0.00588415241946845;0.00570593395885345
17.098.794/0001-70;2021-03-31;4;12/2020;0.008536;0.008536
17.098.794/0001-70;2021-03-31;4;11/2020;0.008266;0.008266
17.098.794/0001-70;2021-03-31;4;10/2020;-0.015394;-0.015394
17.098.794/0001-70;2021-06-30;1;06/21;-0.0219439439589172;-0.0219439439589172
17.098.794/0001-70;2021-06-30;1;05/21;-0.0177260509774823;-0.0177260509774823
17.098.794/0001-70;2021-06-30;1;04/21;0.0041259501413593;0.0041259501413593
17.098.794/0001-70;2021-09-30;1;07/21;-0.109355377820222;-0.109355377820222
17.098.794/0001-70;2021-09-30;1;08/21;-0.00404040404040396;-0.00404040404040396
17.098.794/0001-70;2021-09-30;1;09/21;-0.0140136054421769;-0.0140136054421769
17.098.794/0001-70;2021-12-31;1;12/21;0.0101470588235293;0.0101470588235293
17.098.794/0001-70;2021-12-31;1;11/21;-0.0329189036450974;-0.0329189036450974
17.098.794/0001-70;2021-12-31;1;10/21;-0.00570712694877495;-0.00570712694877495
17.311.079/0001-74;2021-03-31;1;Março/2021;-0.002059;-0.002059
17.311.079/0001-74;2021-03-31;1;Fevereiro/2021;-0.000825;-0.000825
17.311.079/0001-74;2021-03-31;1;Janeiro/2021;-0.000719;-0.000719
17.311.079/0001-74;2021-06-30;1;junho/2021;-0.000772;-0.000772
17.311.079/0001-74;2021-06-30;1;maio/2021;-0.003865;-0.003865
17.311.079/0001-74;2021-06-30;1;abril/2021;-0.005463;-0.005463
17.311.079/0001-74;2021-09-30;1;Julho/2021;-0.00082;-0.00082
17.311.079/0001-74;2021-09-30;1;Agosto/2021;-0.000793;-0.000793
17.311.079/0001-74;2021-09-30;1;Setembro/2021;-0.000768;-0.000768
17.311.079/0001-74;2021-12-31;1;Dezembro/2021;0.03299;0.03299
17.311.079/0001-74;2021-12-31;1;Novembro/2021;-0.00068;-0.00068
17.311.079/0001-74;2021-12-31;1;Outubro/2021;-0.00073;-0.00073
18.312.285/0001-61;2021-03-31;1;mar/21;0.00497636126631576;0.00197785383979965
18.312.285/0001-61;2021-03-31;1;fev/21;0.00476800996629179;0.00170436943285566
18.312.285/0001-61;2021-03-31;1;jan/21;0.004025822983092;0.00115194398026559
18.312.285/0001-61;2021-06-30;1;05/2021;0.004492;0.00149974926097982
18.312.285/0001-61;2021-06-30;1;06/2021;0.004403;0.00144267520856319
18.312.285/0001-61;2021-06-30;1;04/2021;0.004159;0.00115697815744757
18.312.285/0001-61;2021-09-30;1;09/2021;0.002433;0.000879627460499188
18.312.285/0001-61;2021-09-30;1;07/2021;0.003178;0.00139084222267456
18.312.285/0001-61;2021-09-30;1;08/2021;0.00278;0.00137116805658098
18.312.285/0001-61;2021-12-31;1;12/2021;-0.001527;-0.002425
18.312.285/0001-61;2021-12-31;1;11/2021;0.067718;0.067043
18.312.285/0001-61;2021-12-31;1;10/2021;-0.000785;2.1E-05
18.330.535/0001-96;2021-03-31;1;01/2021;0.006254;0.006254
18.330.535/0001-96;2021-03-31;1;02/2021;-0.00495;-0.00495
18.330.535/0001-96;2021-03-31;1;03/2021;0.004626;0.004626
18.330.535/0001-96;2021-06-30;1;04/2021;0.005322;0.005322
18.330.535/0001-96;2021-06-30;1;05/2021;-0.006261;-0.006261
18.330.535/0001-96;2021-06-30;1;06/2021;0.010623;0.010623
18.330.535/0001-96;2021-09-30;1;07/2021;0.002294;0.002294
18.330.535/0001-96;2021-09-30;1;08/2021;0.004135;0.004135
18.330.535/0001-96;2021-09-30;1;09/2021;0.004766;0.004766
18.330.535/0001-96;2021-12-31;1;10/2021;0.004994;0.004994
18.330.535/0001-96;2021-12-31;1;11/2021;0.006376;0.006376
18.330.535/0001-96;2021-12-31;1;12/2021;-0.045787;-0.045787
20.216.935/0001-17;2021-03-31;1;01/2021;0.005005;0.005005
20.216.935/0001-17;2021-03-31;1;02/2021;-0.000599;-0.000599
20.216.935/0001-17;2021-03-31;1;03/2021;0.015844;0.015844
20.216.935/0001-17;2021-06-30;2;06/2021;-0.018792;-0.018792
20.216.935/0001-17;2021-06-30;2;05/2021;-0.011852;-0.011852
20.216.935/0001-17;2021-06-30;2;04/2021;0.007596;0.007596
20.216.935/0001-17;2021-09-30;2;07/2021;0.03456;0.03456
20.216.935/0001-17;2021-09-30;2;08/2021;-0.02081;-0.02081
20.216.935/0001-17;2021-09-30;2;09/2021;-0.004422;-0.004422
20.216.935/0001-17;2021-12-31;2;10/2021;-0.007012;-0.007012
20.216.935/0001-17;2021-12-31;2;11/2021;-0.027799;-0.027799
20.216.935/0001-17;2021-12-31;2;12/2021;0.087066;0.087066
28.893.734/0001-66;2021-03-31;1;01/2021;-0.007171;-0.007171
28.893.734/0001-66;2021-03-31;1;02/2021;-0.029932;-0.029932
28.893.734/0001-66;2021-03-31;1;03/2021;-0.024197;-0.024197
28.893.734/0001-66;2021-09-30;1;09/2021;0.655286;0.655286
28.893.734/0001-66;2021-09-30;1;08/2021;0.428195;0.428195
28.893.734/0001-66;2021-09-30;1;07/2021;1;1
28.893.734/0001-66;2021-12-31;1;12/2021;-0.014369;-0.014369
28.893.734/0001-66;2021-12-31;1;11/2021;-0.006849;-0.006849
28.893.734/0001-66;2021-12-31;1;10/2021;0.052642;0.052642
31.887.401/0001-39;2021-03-31;2;11/2020;0.011862;0.011862
31.887.401/0001-39;2021-03-31;2;12/2020;0.019137;0.019137
31.887.401/0001-39;2021-03-31;2;10/2020;-0.010696;-0.010696
31.887.401/0001-39;2021-06-30;1;06/2021;-0.0285431548244323;0.00341513761064905
31.887.401/0001-39;2021-06-30;1;05/2021;-0.0178779352342919;0.00434938099267409
31.887.401/0001-39;2021-06-30;1;04/2021;0.0048589697769259;0.00344347785885549
31.887.401/0001-39;2021-09-30;1;07/21;0.0143487858719649;0.0143487858719649
31.887.401/0001-39;2021-09-30;1;08/21;-0.037593984962406;-0.037593984962406
31.887.401/0001-39;2021-09-30;1;09/21;-0.0145714285714286;-0.0145714285714286
31.887.401/0001-39;2021-12-31;1;09/21;0.0171693042699315;0.0171693042699315
31.887.401/0001-39;2021-12-31;1;08/21;-0.0175691244239631;-0.0175691244239631
31.887.401/0001-39;2021-12-31;1;07/21;0.0126050420168069;0.0126050420168069
32.287.811/0001-01;2021-12-31;1;12/2021;-0.013020706;-0.013020706
32.287.811/0001-01;2021-12-31;1;11/2021;-0.011065776;-0.011065776
32.287.811/0001-01;2021-12-31;1;10/2021;-0.005163901;-0.005163901
32.655.589/0001-52;2021-03-31;1;03/2021;-0.001853;-0.001853
32.655.589/0001-52;2021-03-31;1;02/2021;-0.005428;-0.005428
32.655.589/0001-52;2021-03-31;1;01/2021;-0.006724;-0.006724
32.655.589/0001-52;2021-06-30;1;04/2021;-0.004658;-0.002876
32.655.589/0001-52;2021-09-30;1;09/2021;-0.007319;-0.007319
32.655.589/0001-52;2021-09-30;1;08/2021;-0.002666;-0.002666
32.655.589/0001-52;2021-09-30;1;07/2021;-0.006042;-0.006042
32.655.589/0001-52;2021-12-31;1;10/2021;0.003575;0.003575
32.655.589/0001-52;2021-12-31;1;11/2021;-0.000665;-0.000665
32.655.589/0001-52;2021-12-31;1;12/2021;-0.004977;-0.004977
34.691.925/0001-48;2021-03-31;1;01/2021;-0.003519;-0.003519
34.691.925/0001-48;2021-03-31;1;02/2021;-0.003761;-0.003761
34.691.925/0001-48;2021-03-31;1;03/2021;0.008009;0.008009
34.691.925/0001-48;2021-06-30;1;06/2021;-0.105908;-0.105908
34.691.925/0001-48;2021-06-30;1;05/2021;-0.000314;-0.000314
34.691.925/0001-48;2021-06-30;1;04/2021;-0.003114;-0.003114
34.691.925/0001-48;2021-09-30;1;09/2021;-0.001882;-0.001882
34.691.925/0001-48;2021-09-30;1;08/2021;0.034955;0.034955
34.691.925/0001-48;2021-09-30;1;07/2021;1.9E-05;1.9E-05
34.691.925/0001-48;2021-12-31;1;10/2021;-0.011377;-0.011377
34.691.925/0001-48;2021-12-31;1;11/2021;0.028652;0.028652
34.691.925/0001-48;2021-12-31;1;12/2021;-0.131194;-0.131194
34.693.040/0001-88;2021-03-31;1;01/2021;-0.001967;-0.001967
34.693.040/0001-88;2021-03-31;1;02/2021;-0.001848;-0.001848
34.693.040/0001-88;2021-03-31;1;03/2021;-0.001916;-0.001916
34.693.040/0001-88;2021-06-30;1;04/2021;-0.002231;-0.002231
34.693.040/0001-88;2021-06-30;1;05/2021;-0.002188;-0.002188
34.693.040/0001-88;2021-06-30;1;06/2021;-0.002197;-0.002197
34.693.040/0001-88;2021-09-30;1;09/2021;0.103551;0.103551
34.693.040/0001-88;2021-09-30;1;08/2021;0.111205;0.111205
34.693.040/0001-88;2021-09-30;1;07/2021;-0.002281;-0.002281
34.693.040/0001-88;2021-12-31;1;12/2021;-0.144318;-0.144318
34.693.040/0001-88;2021-12-31;1;11/2021;-0.19126;-0.19126
34.693.040/0001-88;2021-12-31;1;10/2021;0.272223;0.272223
35.940.506/0001-65;2021-12-31;1;11/2021;-0.310246064;-0.310246064
35.940.506/0001-65;2021-12-31;1;12/2021;-0.554100969;-0.554100969
36.200.677/0001-10;2021-12-31;1;Dezembro;0.00161;-0.000168
36.200.677/0001-10;2021-12-31;1;Novembro;-0.001788;-0.003784
36.200.677/0001-10;2021-12-31;1;Outubro;0.01025;0.008644
36.517.660/0001-91;2021-03-31;1;Janeiro;0.007101;0.002808
36.517.660/0001-91;2021-03-31;1;Fevereiro;0.004287;-5E-06
36.517.660/0001-91;2021-03-31;1;Março;0.004717;0.0002
36.517.660/0001-91;2021-06-30;1;Abril;0.004868;0.000734
36.517.660/0001-91;2021-06-30;1;Maio;-0.000266;-0.004397
36.517.660/0001-91;2021-06-30;1;Junho;0.004792;0.000642
36.517.660/0001-91;2021-09-30;1;Julho;0.003509;-0.000989
36.517.660/0001-91;2021-09-30;1;Agosto;0.004882;-0.004143
36.517.660/0001-91;2021-09-30;1;Setembro;0.254235;0.249311
36.517.660/0001-91;2021-12-31;1;Outubro;0.004481;0.000223
36.517.660/0001-91;2021-12-31;1;Novembro;0.037557;0.03298
36.517.660/0001-91;2021-12-31;1;Dezembro;0.00426;-0.000392
36.615.915/0001-59;2021-03-31;1;03/2021;-0.014221;-0.014221
36.615.915/0001-59;2021-03-31;1;02/2021;0.020156;0.020156
36.615.915/0001-59;2021-03-31;1;01/2021;-0.006861;-0.006861
36.615.915/0001-59;2021-06-30;1;06/2021;-0.028676;-0.028676
36.615.915/0001-59;2021-06-30;1;05/2021;-0.01995;-0.01995
36.615.915/0001-59;2021-06-30;1;04/2021;0.014182;0.014182
36.615.915/0001-59;2021-09-30;1;07/2021;0.01994;0.01994
36.615.915/0001-59;2021-09-30;1;08/2021;-0.036021;-0.036021
36.615.915/0001-59;2021-09-30;1;09/2021;-0.016458;-0.016458
36.615.915/0001-59;2021-12-31;1;12/2021;0.091066;0.091066
36.615.915/0001-59;2021-12-31;1;11/2021;-0.033306;-0.033306
36.615.915/0001-59;2021-12-31;1;10/2021;-0.025266;-0.025266
37.087.810/0001-37;2021-03-31;3;Não possui informação apresentada.;;
37.087.810/0001-37;2021-06-30;2;Não possui informação apresentada.;;
37.087.810/0001-37;2021-09-30;1;Não possui informação apresentada.;;
37.087.810/0001-37;2021-12-31;3;Não possui informação apresentada.;;
38.294.086/0001-85;2021-03-31;1;fev/21;0.00151376091200395;0.000304099846973816
38.294.086/0001-85;2021-03-31;1;mar/21;0.055009098921783;0.052699076404372
38.294.086/0001-85;2021-06-30;1;06/2021;0.00328;0.00360314602065065
38.294.086/0001-85;2021-06-30;1;05/2021;0.005848;0.00285508936314069
38.294.086/0001-85;2021-06-30;1;04/2021;0.006488;0.00306348868355127
38.294.086/0001-85;2021-09-30;1;09/2021;0.003814;-0.00122335699589476
38.294.086/0001-85;2021-09-30;1;08/2021;0.00462;-0.000636305134747715
38.294.086/0001-85;2021-09-30;1;07/2021;0.004366;-0.00166191857243635
38.294.086/0001-85;2021-12-31;1;12/2021;-0.066512;-0.067816
38.294.086/0001-85;2021-12-31;1;11/2021;0.0157;0.014321
38.294.086/0001-85;2021-12-31;1;10/2021;0.005096;0.000872
38.376.805/0001-07;2021-03-31;1;01/2021;-0.00036;-0.00036
38.376.805/0001-07;2021-03-31;1;02/2021;-0.000387;-0.000387
38.376.805/0001-07;2021-03-31;1;03/2021;-0.000385;-0.000385
38.376.805/0001-07;2021-06-30;1;04/2021;-0.000385;-0.000385
38.376.805/0001-07;2021-06-30;1;05/2021;-0.000395;-0.000395
38.376.805/0001-07;2021-06-30;1;06/2021;0.155354;0.155354
38.376.805/0001-07;2021-09-30;1;09/2021;-0.003758;-0.003758
38.376.805/0001-07;2021-09-30;1;08/2021;-0.008953;-0.008953
38.376.805/0001-07;2021-09-30;1;07/2021;-0.048024;-0.048024
38.376.805/0001-07;2021-12-31;1;10/2021;0.002196;0.002196
38.376.805/0001-07;2021-12-31;1;11/2021;-0.004977;-0.004977
38.376.805/0001-07;2021-12-31;1;12/2021;-0.019523;-0.019523
