CNPJ_Fundo_Classe;Data_Referencia;Versao;Nome_Imovel;Setor_Atuacao;Percentual_Receita_Imovel;Percentual_Receitas_FII
01.235.622/0001-61;2021-03-31;1;Dom Gerado 46;Governo;0.411892;0.011508
01.235.622/0001-61;2021-03-31;1;Golden Corporate;Auditoria;0.490253;0.018099
01.235.622/0001-61;2021-03-31;1;Golden Corporate;Engenharia;0.509747;0.018818
01.235.622/0001-61;2021-03-31;1;Largo de Santa Rita;Self Store;0;0
01.235.622/0001-61;2021-03-31;1;Marechal Camara;Ti;1;0.024082
01.235.622/0001-61;2021-03-31;1;Presidente Antonio Carlos;Financeiro;1;0.004397
01.235.622/0001-61;2021-03-31;1;Primeiro de Março;Disponível;0;0
01.235.622/0001-61;2021-03-31;1;Rio Branco 45;Outros;0;0
01.235.622/0001-61;2021-03-31;1;Senhor dos Passos 107;Comercio;0;0
01.235.622/0001-61;2021-03-31;1;Senhor dos Passos 107;Governo;0;0
01.235.622/0001-61;2021-03-31;1;Senhor dos Passos 107;Logistica;0;0
01.235.622/0001-61;2021-03-31;1;Sete de Setembro;Comercio;0;0
01.235.622/0001-61;2021-03-31;1;Teofilo Otoni 24;Disponível;0;0
01.235.622/0001-61;2021-03-31;1;Travessa do Ouvidor;Comercio;1;0.004248
01.235.622/0001-61;2021-03-31;1;Itabira;Ensino;1;0.051154
01.235.622/0001-61;2021-03-31;1;Itumbiara - Fase 1;Ensino;1;0.047162
01.235.622/0001-61;2021-03-31;1;Rainha Guilhermina;Financeiro;1;0.01381
01.235.622/0001-61;2021-03-31;1;Esquina 98;Disponível;0;0
01.235.622/0001-61;2021-03-31;1;São Pedro da Aldeia;Água E Esgoto;1;0.018125
01.235.622/0001-61;2021-03-31;1;Dom Gerardo 40/42;Midia;0;0
01.235.622/0001-61;2021-03-31;1;Orbit;Estacionamento;1;0.006189
01.235.622/0001-61;2021-03-31;1;Metropolitan;Hospitalar;1;0.303252
01.235.622/0001-61;2021-03-31;1;Visconde de Inhauma;Hotelaria;0;0
01.235.622/0001-61;2021-03-31;1;Uruguaiana, 78;Comercio;0;0
01.235.622/0001-61;2021-03-31;1;Uruguaiana, 76;Comercio;0;0
01.235.622/0001-61;2021-03-31;1;Travessa do Ouvidor;Logistica;0;0
01.235.622/0001-61;2021-03-31;1;Travessa do Ouvidor;Governo;0;0
01.235.622/0001-61;2021-06-30;1;Conde de Bonfim,149;DISPONÍVEL;0;0
01.235.622/0001-61;2021-06-30;1;Dom Gerado 46;GOVERNO;0.666525;0.021947
01.235.622/0001-61;2021-06-30;1;Dom Gerado 46;LOGISTICA;0.333475;0.010981
01.235.622/0001-61;2021-06-30;1;Golden Corporate;DISPONÍVEL;0.096297;0.001148
01.235.622/0001-61;2021-06-30;1;Golden Corporate;ENGENHARIA;0.058704;0.001022
01.235.622/0001-61;2021-06-30;1;Orbit;ESTACIONAMENTO;1;0.00492
01.235.622/0001-61;2021-06-30;1;Dom Gerardo 40/42;MIDIA;1;0.003277
01.235.622/0001-61;2021-06-30;1;São Pedro da Aldeia;ÁGUA E ESGOTO;1;0.014726
01.235.622/0001-61;2021-06-30;1;Rio Branco 45;ADVOCACIA;0;0
01.235.622/0001-61;2021-06-30;1;Golden Corporate;SEGUROS;0.817999;0.009753
01.235.622/0001-61;2021-06-30;1;Largo de Santa Rita;SELF STORE;1;0.000732
01.235.622/0001-61;2021-06-30;1;Marechal Camara;TI;1;0.040689
01.235.622/0001-61;2021-06-30;1;Cardeal Leme;LOGISTICA;0.1837;0.011773
01.235.622/0001-61;2021-06-30;1;Cardeal Leme;FINANCEIRO;0.144594;0.009267
01.235.622/0001-61;2021-06-30;1;Esquina 98;DISPONÍVEL;0;0
01.235.622/0001-61;2021-06-30;1;Presidente Antonio Carlos;FINANCEIRO;1;0.005457
01.235.622/0001-61;2021-06-30;1;Metropolitan;HOSPITALAR;1;0.457099
01.235.622/0001-61;2021-06-30;1;Visconde de Inhauma;HOTELARIA;0;0
01.235.622/0001-61;2021-06-30;1;Uruguaiana, 78;COMERCIO;0;0
01.235.622/0001-61;2021-06-30;1;Primeiro de Março;DISPONÍVEL;0;0
01.235.622/0001-61;2021-06-30;1;Citta Office;MIDIA;1;0.054916
01.235.622/0001-61;2021-06-30;1;Uruguaiana, 76;COMERCIO;0;0
01.235.622/0001-61;2021-06-30;1;Citta America;ENSINO;0.003181;0.000338
01.235.622/0001-61;2021-06-30;1;Rio Branco 45;COMÉRCIO;0;0
01.235.622/0001-61;2021-06-30;1;Travessa do Ouvidor;DISPONÍVEL;0;0
01.235.622/0001-61;2021-06-30;1;Teofilo Otoni 24;DISPONÍVEL;0;0
01.235.622/0001-61;2021-06-30;1;Citta America;ACADEMIA;0.996819;0.106066
01.235.622/0001-61;2021-06-30;1;CESBOM;ENSINO;1;0.081464
01.235.622/0001-61;2021-06-30;1;Carioca;COMERCIO;1;3.5E-05
01.235.622/0001-61;2021-06-30;1;Cardeal Leme;TI;0.381236;0.024433
01.235.622/0001-61;2021-06-30;1;Cardeal Leme;CONTABILIDADE;0.075837;0.00486
01.235.622/0001-61;2021-06-30;1;Cardeal Leme;CONSULTORIA;0.064078;0.004107
01.235.622/0001-61;2021-06-30;1;Cardeal Leme;COMÉRCIO;0.017459;0.001119
01.235.622/0001-61;2021-06-30;1;Cardeal Leme;ADVOCACIA;0.075659;0.004849
01.235.622/0001-61;2021-06-30;1;Barão de Mesquita;ENSINO;1;0.068891
01.235.622/0001-61;2021-06-30;1;Cardeal Leme;TELECOMUNICAÇÃO;0.057437;0.003681
01.235.622/0001-61;2021-06-30;1;AV. Brasil, 20384;DISPONÍVEL;0;0
01.235.622/0001-61;2021-06-30;1;AV. Brasil, 20384;ENGENHARIA;0;0
01.235.622/0001-61;2021-06-30;1;AV. Brasil, 20384;SEGUROS;0;0
01.235.622/0001-61;2021-06-30;1;Av. Mem de Sá;DISPONÍVEL;0;0
01.235.622/0001-61;2021-06-30;1;Rainha Guilhermina;FINANCEIRO;1;0.026804
01.235.622/0001-61;2021-06-30;1;Rio Branco 45;CONSULTORIA;0;0
01.235.622/0001-61;2021-06-30;1;Rio Branco 45;CONTABILIDADE;0;0
01.235.622/0001-61;2021-06-30;1;Sete de Setembro;COMERCIO;0;0
01.235.622/0001-61;2021-06-30;1;Senhor dos Passos 107;COMERCIO;0;0
01.235.622/0001-61;2021-06-30;1;Rio Branco 45;TI;0;0
01.235.622/0001-61;2021-06-30;1;Rio Branco 45;TELECOMUNICAÇÃO;0;0
01.235.622/0001-61;2021-06-30;1;Rio Branco 45;LOGISTICA;0;0
01.235.622/0001-61;2021-06-30;1;Itabira;ENSINO;1;0.034607
01.235.622/0001-61;2021-06-30;1;Itumbiara - Fase 1;ENSINO;1;0.039597
01.235.622/0001-61;2021-06-30;1;Rio Branco 45;FINANCEIRO;0;0
01.235.622/0001-61;2021-09-30;1;Dom Gerado 46;LOGÍSTICA;1;0.012187
01.235.622/0001-61;2021-09-30;1;Conde de Bonfim,149;DISPONÍVEL;0;0
01.235.622/0001-61;2021-09-30;1;Citta Office;MIDIA;1;0.074813
01.235.622/0001-61;2021-09-30;1;AV. Brasil, 20384;DISPONIVEL;0;0
01.235.622/0001-61;2021-09-30;1;Golden Corporate;SEGUROS;1;0.01993
01.235.622/0001-61;2021-09-30;1;Av. Mem de Sá;DISPONIVEL;0;0
01.235.622/0001-61;2021-09-30;1;Largo de Santa Rita;SELFSTORE;0;0.026742
01.235.622/0001-61;2021-09-30;1;Marechal Camara;TI;1;0.004397
01.235.622/0001-61;2021-09-30;1;Presidente Antonio Carlos;OUTROS;1;0
01.235.622/0001-61;2021-09-30;1;Primeiro de Março;DISPONÍVEL;0;0
01.235.622/0001-61;2021-09-30;1;Rio Branco 45;DISPONÍVEL;0;0
01.235.622/0001-61;2021-09-30;1;Senhor dos Passos 107;COMERCIO;0;0
01.235.622/0001-61;2021-09-30;1;Sete de Setembro;COMERCIO;0;0
01.235.622/0001-61;2021-09-30;1;Teofilo Otoni 24;DISPONÍVEL;0;0
01.235.622/0001-61;2021-09-30;1;Barão de Mesquita;ENSINO;1;0.03097
01.235.622/0001-61;2021-09-30;1;Itabira;ENSINO;1;0.044922
01.235.622/0001-61;2021-09-30;1;Itumbiara - Fase 1;ENSINO;1;0.055704
01.235.622/0001-61;2021-09-30;1;Travessa do Ouvidor;DISPONÍVEL;0;0
01.235.622/0001-61;2021-09-30;1;Uruguaiana, 76;COMERCIO;0;0
01.235.622/0001-61;2021-09-30;1;Uruguaiana, 78;COMERCIO;0;0
01.235.622/0001-61;2021-09-30;1;Visconde de Inhauma;HOTELARIA;0;0
01.235.622/0001-61;2021-09-30;1;Metropolitan;HOSPITALAR;1;0.268227
01.235.622/0001-61;2021-09-30;1;Orbit;ESTACIONAMENTO;1;0.006997
01.235.622/0001-61;2021-09-30;1;Dom Gerardo 40/42;MIDIA;1;0.004464
01.235.622/0001-61;2021-09-30;1;São Pedro da Aldeia;ÁGUA E ESGOTO;1;0.013663
01.235.622/0001-61;2021-09-30;1;Esquina 98;DISPONÍVEL;0;0
01.235.622/0001-61;2021-09-30;1;Rainha Guilhermina;FINANCEIRO;0.966083;0.034649
01.235.622/0001-61;2021-09-30;1;Rainha Guilhermina;ADVOCACIA;0.033917;0.001216
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;ADVOCACIA;0.088681;0.006605
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;CONSULTORIA;0.000635;4.7E-05
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;CONTABILIDADE;0.118999;0.008863
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;FINANCEIRO;0.107525;0.008009
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;LOGISTICA;0.107659;0.008019
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;TELECOMUNICAÇÃO;0.067329;0.005014
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;TI;0.402829;0.030005
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;ENGENHARIA;0.049216;0.003666
01.235.622/0001-61;2021-09-30;1;Cardeal Leme;COMÉRCIO;0.057127;0.004255
01.235.622/0001-61;2021-09-30;1;Carioca;COMERCIO;1;0.019218
01.235.622/0001-61;2021-09-30;1;CESBOM;ENSINO;1;0.110609
01.235.622/0001-61;2021-09-30;1;Citta America;ACADEMIA;1;0.292222
01.497.954/0001-14;2021-03-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-03-31;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2021-03-31;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-03-31;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2021-03-31;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-03-31;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2021-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-03-31;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-06-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-06-30;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2021-06-30;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-06-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2021-06-30;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-06-30;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2021-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-06-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-09-30;1;Conjunto Voluntários;Sala Comercial;0.1;0.22
01.497.954/0001-14;2021-09-30;1;Prédio Dom Pedro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-09-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.22
01.497.954/0001-14;2021-09-30;1;Edifício Mostardeiro;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-09-30;1;Edifício Rio Guaiba;Clínica Médica;0.1;0.25
01.497.954/0001-14;2021-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-09-30;1;Prédio Carlos Gomes;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-09-30;1;Praça Montivideo;Sala Comercial;0.1;0.25
01.497.954/0001-14;2021-12-31;1;Centro Comercial e Empresarial Mostardeiro;Serviços;0;0
01.497.954/0001-14;2021-12-31;1;Centro Empresarial Presidente Kennedy;Serviços;0;0
01.497.954/0001-14;2021-12-31;1;Edifício Maipú;Serviços;0;0
01.497.954/0001-14;2021-12-31;1;Prédio Comercial;Serviços;0;0
01.497.954/0001-14;2021-12-31;1;EdifícioMartim Fierro;Serviços;0;0
01.497.954/0001-14;2021-12-31;1;Edifício Piratini;Serviços;0;0
01.497.954/0001-14;2021-12-31;1;Centro Empresarial Rio Guahyba;Serviços;0;0
01.601.918/0001-59;2021-03-31;1;Eusébio Matoso;Serviço;1;0.850891
01.601.918/0001-59;2021-03-31;1;Dantas Barreto;Serviço;1;0.049176
01.601.918/0001-59;2021-03-31;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2021-06-30;1;Eusébio Matoso;Serviço;1;0.856389
01.601.918/0001-59;2021-06-30;1;Dantas Barreto;Serviço;1;0.043501
01.601.918/0001-59;2021-06-30;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2021-09-30;1;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2021-09-30;1;Dantas Barreto;Serviço;1;0.046638
01.601.918/0001-59;2021-09-30;1;Eusébio Matoso;Serviço;1;0.858969
01.601.918/0001-59;2021-12-31;2;Joaquim Floriano;Serviço;0;0
01.601.918/0001-59;2021-12-31;2;Eusébio Matoso;Serviço;1;0.640873
01.601.918/0001-59;2021-12-31;2;Dantas Barreto;Serviço;1;0.100213
01.633.741/0001-72;2021-03-31;1;Edificio Memorial Office Building;Turismo;0.170759;0.170759
01.633.741/0001-72;2021-03-31;1;Edificio Memorial Office Building;Transportes;0.284458;0.284458
01.633.741/0001-72;2021-03-31;1;Edificio Memorial Office Building;Comércio;0.111753;0.111753
01.633.741/0001-72;2021-03-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2021-06-30;1;Edificio Memorial Office Building;Turismo;0.192871;0.192871
01.633.741/0001-72;2021-06-30;1;Edificio Memorial Office Building;Transportes;0.260001;0.260001
01.633.741/0001-72;2021-06-30;1;Edificio Memorial Office Building;Consultoria;0.105781;0.105781
01.633.741/0001-72;2021-06-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2021-09-30;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2021-09-30;1;Edificio Memorial Office Building;Consultoria;0.105781;0.104096
01.633.741/0001-72;2021-09-30;1;Edificio Memorial Office Building;Transportes;0.260001;0.255862
01.633.741/0001-72;2021-09-30;1;Edificio Memorial Office Building;Turismo;0.192871;0.1898
01.633.741/0001-72;2021-12-31;1;Edificio Memorial Office Building;Consultoria;0.101767;0.099531
01.633.741/0001-72;2021-12-31;1;Edificio Memorial Office Building;SetorN;0;0
01.633.741/0001-72;2021-12-31;1;Edificio Memorial Office Building;Transportes;0.230899;0.225826
01.633.741/0001-72;2021-12-31;1;Edificio Memorial Office Building;Turismo;0.222663;0.217771
01.636.325/0001-28;2021-03-31;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.636.325/0001-28;2021-03-31;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2021-03-31;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2021-03-31;1;Hotel Sheraton Porto Alegre;Hotelaria;0;0
01.636.325/0001-28;2021-06-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.12429
01.636.325/0001-28;2021-06-30;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2021-06-30;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2021-06-30;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.636.325/0001-28;2021-09-30;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2021-09-30;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.636.325/0001-28;2021-09-30;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2021-09-30;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.124291
01.636.325/0001-28;2021-12-31;1;Hotel Sheraton Porto Alegre;Hotelaria;1;0.124291
01.636.325/0001-28;2021-12-31;1;Moinhos Shopping;Conveniência/Serviços;0.1289;0.103
01.636.325/0001-28;2021-12-31;1;Moinhos Shopping;Artigos Diversos;0.1173;0.0938
01.636.325/0001-28;2021-12-31;1;Moinhos Shopping;Vestuário;0.3817;0.3051
01.657.856/0001-05;2021-03-31;1;Shopping Center Piedade;Calçados;0.10705;0.082989
01.657.856/0001-05;2021-03-31;1;Shopping Center Piedade;Confecções;0.156277;0.121151
01.657.856/0001-05;2021-03-31;1;Shopping Center Piedade;Variedades;0.360491;0.279463
01.657.856/0001-05;2021-06-30;1;Shopping Center Piedade;Confecções;0.17432;0.134736
01.657.856/0001-05;2021-06-30;1;Shopping Center Piedade;Variedades;0.329863;0.254959
01.657.856/0001-05;2021-09-30;1;Shopping Center Piedade;Variedades;0.31689;0.24975
01.657.856/0001-05;2021-09-30;1;Shopping Center Piedade;Confecções;0.165878;0.130733
01.657.856/0001-05;2021-09-30;1;Shopping Center Piedade;Calçados;0.106275;0.083758
01.657.856/0001-05;2021-12-31;1;Shopping Center Piedade;Confecções;0.150796;0.121565
01.657.856/0001-05;2021-12-31;1;Shopping Center Piedade;Variedades;0.418915;0.337709
02.027.437/0001-44;2021-03-31;1;Ed Brasílio Machado;Industria;0.675423;0.674266
02.027.437/0001-44;2021-03-31;1;Ed Brasílio Machado;Serviços;0.324577;0.324022
02.027.437/0001-44;2021-06-30;1;Ed Brasílio Machado;Industria;0.494719;0.492988
02.027.437/0001-44;2021-06-30;1;Ed Brasílio Machado;Serviços;0.505281;0.503513
02.027.437/0001-44;2021-09-30;1;Ed Brasílio Machado;Industria;0.31391;0.311922
02.027.437/0001-44;2021-09-30;1;Ed Brasílio Machado;Serviços;0.68609;0.681745
02.027.437/0001-44;2021-12-31;1;Ed Brasílio Machado;Industria;0.301198;0.298353
02.027.437/0001-44;2021-12-31;1;Ed Brasílio Machado;Serviços;0.698802;0.692201
02.508.235/0001-14;2021-03-31;1;Contagem;Logística;1;0.998284
02.508.235/0001-14;2021-06-30;1;Contagem;Logística;1;0.999001
02.508.235/0001-14;2021-09-30;2;Contagem;Logística;1;0.998224
02.508.235/0001-14;2021-12-31;1;Contagem;Logística;1;0.993352
03.251.720/0001-18;2021-03-31;1;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2021-03-31;1;Edifício New York e Los Angeles;Setor3;0;0
03.251.720/0001-18;2021-03-31;1;Edifício New York e Los Angeles;Setor2;0;0
03.251.720/0001-18;2021-03-31;1;Edifício New York e Los Angeles;Instituição Financeira;0.535274;0.535274
03.251.720/0001-18;2021-06-30;1;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2021-06-30;1;Edifício New York e Los Angeles;Setor3;0;0
03.251.720/0001-18;2021-06-30;1;Edifício New York e Los Angeles;Setor2;0;0
03.251.720/0001-18;2021-06-30;1;Edifício New York e Los Angeles;Instituição Financeira;0.531579;0.515461
03.251.720/0001-18;2021-09-30;1;Edifício New York e Los Angeles;Instituição Financeira;0.521745;0.515687
03.251.720/0001-18;2021-09-30;1;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2021-09-30;1;Edifício New York e Los Angeles;Setor3;0;0
03.251.720/0001-18;2021-09-30;1;Edifício New York e Los Angeles;Tecnologia;0.103313;0.102113
03.251.720/0001-18;2021-12-31;1;Edifício New York e Los Angeles;Instituição Financeira;0.542982;0.523816
03.251.720/0001-18;2021-12-31;1;Edifício New York e Los Angeles;SetorN;0;0
03.251.720/0001-18;2021-12-31;1;Edifício New York e Los Angeles;Setor3;0;0
03.251.720/0001-18;2021-12-31;1;Edifício New York e Los Angeles;SetorN;0;0
03.507.519/0001-59;2021-03-31;1;Shopping Center;Serviço;0.051288;0.051225
03.507.519/0001-59;2021-03-31;1;Shopping Center;Comércio;0.948712;0.947555
03.507.519/0001-59;2021-06-30;1;Shopping Center;Serviço;0.06013;0.059923
03.507.519/0001-59;2021-06-30;1;Shopping Center;Comércio;0.93987;0.936631
03.507.519/0001-59;2021-09-30;1;Shopping Center;Comércio;0.940673;0.937366
03.507.519/0001-59;2021-09-30;1;Shopping Center;Serviço;0.059327;0.059119
03.507.519/0001-59;2021-12-31;1;Shopping Center;Comércio;0.948158;0.941965
03.507.519/0001-59;2021-12-31;1;Shopping Center;Serviço;0.051842;0.051503
03.683.056/0001-86;2021-03-31;1;EDIFÍCIO GIRASSOL;Serviços;1;0.049812
03.683.056/0001-86;2021-03-31;1;CONTINENTAL SQUARE;Serviços;1;0.212902
03.683.056/0001-86;2021-03-31;1;PARQUE SANTOS;Serviços;1;0.097633
03.683.056/0001-86;2021-03-31;1;PQ CULTURAL PAULISTA;Serviços;1;0.149612
03.683.056/0001-86;2021-03-31;1;CANDELÁRIA CORPORATE;Serviços;1;0
03.683.056/0001-86;2021-03-31;1;INTERNACIONAL RIO;Indústrial;1;0.024209
03.683.056/0001-86;2021-03-31;1;CETENCO PLAZA;Serviços;1;0.056484
03.683.056/0001-86;2021-03-31;1;JATOBÁ;Indústrial;1;0.036001
03.683.056/0001-86;2021-03-31;1;JK FINANCIAL CENTER;Serviços;1;0.225092
03.683.056/0001-86;2021-06-30;1;JK FINANCIAL CENTER;Serviços;1;0.21926
03.683.056/0001-86;2021-06-30;1;JATOBÁ;Indústrial;1;0.06033
03.683.056/0001-86;2021-06-30;1;CETENCO PLAZA;Serviços;1;0.052269
03.683.056/0001-86;2021-06-30;1;INTERNACIONAL RIO;Indústrial;1;0.018227
03.683.056/0001-86;2021-06-30;1;CANDELÁRIA CORPORATE;Serviços;1;0
03.683.056/0001-86;2021-06-30;1;PQ CULTURAL PAULISTA;Serviços;1;0.146653
03.683.056/0001-86;2021-06-30;1;PARQUE SANTOS;Serviços;1;0.086326
03.683.056/0001-86;2021-06-30;1;CONTINENTAL SQUARE;Serviços;1;0.158346
03.683.056/0001-86;2021-06-30;1;EDIFÍCIO GIRASSOL;Serviços;1;0.141235
03.683.056/0001-86;2021-09-30;1;JK FINANCIAL CENTER;Serviços;1;0.224629
