CNPJ_Fundo_Classe;Data_Referencia;Versao;Classe;Nome_Imovel;Endereco;Area;Numero_Unidades;Outras_Caracteristicas_Relevantes;Percentual_Vacancia;Percentual_Inadimplencia;Percentual_Receitas_FII;Percentual_Locado;Percentual_Vendido;Percentual_Conclusao_Obras_Realizado;Percentual_Conclusao_Obras_Previsto;Custo_Construcao_Realizado;Custo_Construcao_Previsto;Percentual_Imovel_Total_Investido
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;São Pedro da Aldeia;Rodovia Amaral Peixoto, Km 107, Quadra 20, Lote 9, S/n - Balneario São Pedro, São Pedro da Aldeia;3581.88;1;Prédio;0;0;0.000538;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;AV. Brasil, 20384;Av. Brasil, 20384, Rio de Janeiro.;6500;1;Galpão;1;0;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0.000715;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Largo de Santa Rita;Largo de Santa Rita, 10, Centro, Rio de Janeiro;292;1;Loja;0;1;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;13;Lajes Corporativas;0.692308;0.076923;0.00083;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;3777.16;14;Lojas;0.714286;0.142857;7.8E-05;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Itumbiara - Fase 1;Avenida Santos Dumont, 979, Setor Oeste, Itumbiara - GO;4145;1;Universidade;0;0;0.001401;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Orbit;Av. Presidente Vargas, 989, Centro , Rio dde Janeiro;600;1;Terreno;0;0;0.000184;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.002332;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Av. Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro.;800;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Loja;0;1;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Visconde de Inhauma;Rua Visconde de Inhauma, 95, centro, Rio de Janeiro;7688.02;1;Prédio;0;1;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;638.64;1;Lajes Corporativas;1;0;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;1898.73;1;Lajes Corporativas;0;0;0.002099;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Teofilo Otoni 24;Rua Teofilo Otoni 24;133;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;28;Teófilo Otoni;0.392857;0.142857;0.001922;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Presidente Antonio Carlos;Av. Presidente Antonio Carlos, 51, centro , Rio de Janeiro;600;2;Laje Corporativa;0.5;0;0.000131;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Metropolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;2;Lajes Corporativas;0;0;0.009009;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645.79;1;Loja;0;1;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Rainha Guilhermina;Rainha Guilhermina, 75 , Leblon;1109.96;5;Prédio;0.6;0.2;0.00041;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Loja;0;0.1;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;1;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;2;Salas;0.5;0.5;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Itabira;Rua Guarda Mor Custódio, Centro, Itabira - MG;8312;1;Universidade;0;0;0.00152;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;7;Lajes Corporativas;0.428571;0.285714;0.001097;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Esquina 98;Rua Miguel Couto, 98;3583.39;4;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;0;0;0.000126;;;;;;;
01.235.622/0001-61;2021-03-31;1;Imóveis para renda acabados;Dom Gerardo 40/42;Rua Dom Gerardo nº40 e 42, centro, Rio de Janeiro;7175.92;12;Prédio;0.916667;0.083333;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Av. Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro.;800;1;Loja;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Metropolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;2;Lajes Corporativas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Itabira;Rua Guarda Mor Custódio, Centro, Itabira - MG;8312;1;Universidade;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Hub - Coliving;Rua das Marrecas, 11/13, Centro, Rio de Janeiro - RJ;3160;81;Construção própia;;;;;0.666667;0.9932;1;16756152.9331135;16024674.5450951;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;São Pedro da Aldeia;Rodovia Amaral Peixoto, Km 107, Quadra 20, Lote 9, S/n - Balneario São Pedro, São Pedro da Aldeia;3581.88;1;Prédio;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;AV. Brasil, 20384;Av. Brasil, 20384, Rio de Janeiro.;6500;1;Galpão;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Aretê - Peninsula Norte;Praia Rasa, Buzios - RJ;4901;28;Construção própia;;;;;0.821429;0.8207;0.8168;28625262.6654179;33189417.5048895;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Maison Laranjeiras;Rua das Laranjeiras, 149, Laranjeiras, Rio de Janeiro - RJ;9275;110;Construção própia;;;;;0.854545;0.6325;0.6765;45045651.0508951;45045651.0508951;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda acabados;Touch;Rua Jardim Botânico, 568 - Jardim Botanico, Rio de Janeiro - RJ;488.92;17;Aquisição de unidades prontas;;;;;;;;;;0.459459
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;13;Lajes Corporativas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Rainha Guilhermina;Rainha Guilhermina, 75 , Leblon;1109.96;5;Prédio;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Largo de Santa Rita;Largo de Santa Rita, 10, Centro, Rio de Janeiro;292;1;Loja;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;27969.29;11;Lojas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Golden Corporate;Rua Buenos Aires nº48, centro, Rio de Janeiro;2887;7;Lajes Corporativas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Uruguaiana, 76;Rua Uruguaiana nº 76, centro, Rio de Janeiro;282.11;1;Loja;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;1898.73;1;Lajes Corporativas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda acabados;TOSCANINI;Rua Arturo Toscanini, Belo Horizonte - MG;162.05;7;Aquisição de unidades prontas;;;;;;;;;;0.189189
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Uruguaiana, 78;Rua Uruguaiana nº 78, centro, Rio de Janeiro;645.79;1;Loja;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Visconde de Inhauma;Rua Visconde de Inhauma, 95, centro, Rio de Janeiro;7688.02;1;Prédio;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Tijuca All Ways;Rua Uruguai, 330, Tijuca, Rio de Janeiro - RJ;8055.06;90;Construção própia;;;;;0.988889;1;1;39304636.0901744;39304636.0901744;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Carioca;Rua da Carioca, centro, Rio de Janeiro;3777.16;14;Lojas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Crystal Blue;Rua Elesbão Linhares, n 503, Vitória - ES;9050.69;36;Construção própia;;;;;0.361111;0.1022;0.0973;2194356.44961897;2262269.01598113;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;2;Salas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda acabados;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;176.66;3;Aquisição de unidades prontas;;;;;;;;;;0.081081
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Iluminato;Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ;6175;54;Construção própia;;;;;0.851852;0.1852;0.7395;10047087.6182911;10047087.6182911;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda acabados;HOTEL & BUREAL;Setor Hoteleiro Norte, Quadra 01, Área Especial A, Brasília - DF;98.85;1;Aquisição de unidades prontas;;;;;;;;;;0.027027
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Sete de Setembro;Rua Sete de Setembro nº155, centro, Rio de Janeiro;283;1;Loja;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda acabados;Miraggio;R. Euríco Manoel do Carmo, 2 - Charitas, Niterói - RJ;1425;6;Aquisição de unidades prontas;;;;;;;;;;0.162162
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Esquina 98;Rua Miguel Couto, 98;3583.39;4;Prédio;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Aretê - Alto Ybirá;Praia Rasa, Buzios - RJ;3201.37;18;Construção própia;;;;;0.722222;0.2633;0.3396;6014350.47179587;6360112.19254832;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Itumbiara - Fase 1;Avenida Santos Dumont, 979, Setor Oeste, Itumbiara - GO;4145;1;Universidade;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda acabados;ALEGRO - VITÓRIA;Área A-2 da Superquadra D do Loteamento Mata da Praia, Vitória/ES;96.04;1;Aquisição de unidades prontas;;;;;;;;;;0.027027
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;28;Teófilo Otoni;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ;26140;376;Construção própia;;;;;0.981383;0.3876;0.3607;102108063.338311;102108063.338311;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;The Gallery;R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES;6841;108;Construção própia;;;;;0.342593;0.7556;0.8621;72684938.8612514;82677436.1014104;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Orbit;Av. Presidente Vargas, 989, Centro , Rio dde Janeiro;600;1;Terreno;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Dom Gerardo 40/42;Rua Dom Gerardo nº40 e 42, centro, Rio de Janeiro;7175.92;12;Prédio;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Loja;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Conde de Bonfim,149;Rua Conde de Bonfim nº149, centro, Rio de Janeiro;638.64;1;Lajes Corporativas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda acabados;Gift;Rua 8 de Dezembro,  517, Vila Isabel, Rio de Janeiro - RJ;627.04;2;Construção própia;;;;;;;;;;0.054054
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Presidente Antonio Carlos;Av. Presidente Antonio Carlos, 51, centro , Rio de Janeiro;600;2;Laje Corporativa;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Costa Mare;Rodovia Darly Santos, S/n°, Gleba I, Vila Velha - ES;19811;120;Construção própia;;;;;0.075;0.8617;0.944;100736083.894043;117314266.911393;
01.235.622/0001-61;2021-06-30;1;Imóveis para venda em construção;Icono Parque;Rua Machado de Assis, 40;36440.29;464;Construção própia;;;;;0.931034;0.9848;1;173737959.424946;187746121.796262;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Colégio São José;0;0;0;;;;;;;
01.235.622/0001-61;2021-06-30;1;Imóveis para renda acabados;Teofilo Otoni 24;Rua Teofilo Otoni 24;133;1;Loja;0;0;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Travessa do Ouvidor;Travessa do Ouvidor nº9, centro, Rio de Janeiro;749.88;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Teofilo Otoni 24;Rua Teofilo Otoni 24;133;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;CESBOM;Fazenda cachoeirinha, Bom Despacho, Minas Gerais;17539.69;1;Centro de Ensino Superiorl do Bom Despacho;0;0;0.003042;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda em construção;The Gallery;R. Abiail do Amaral Carneiro, 85 - Enseada do Suá, Vitória - ES;6841;108;Construção própia;;;;;0.490741;0.8771;0.9349;84598979.89;92341600.86;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Esquina 98;Rua Miguel Couto, 98;3583.39;4;Prédio;1;0;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Largo de Santa Rita;Largo de Santa Rita, 10, Centro, Rio de Janeiro;292;1;Loja;0;1;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;São Pedro da Aldeia;Rodovia Amaral Peixoto, Km 107, Quadra 20, Lote 9, S/n - Balneario São Pedro, São Pedro da Aldeia;3581.88;1;Prédio;0;0;0.000376;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda em construção;Iluminato;Rua Ministro Raul Fernandes, 116, Botafogo, Rio de Janeiro - RJ;6175;54;Construção própia;;;;;0.87037;0.2952;0.9111;18344328.03;18344328.03;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Dom Gerardo 40/42;Rua Dom Gerardo nº40 e 42, centro, Rio de Janeiro;7175.92;12;Prédio;0.916667;0;0.000123;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Metropolitan;Av. Professor Magalhães Neto, na Pituba, Subdistrito de Amaralina, em Salvador (BA);5662;2;Lajes Corporativas;0;0.5;0.007377;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda acabados;Innovitá;Rua do Matoso, 104, Tijuca, Rio de Janeiro - RJ;176.66;2;Aquisição de unidades prontas;;;;;;;;;;0.046692
01.235.622/0001-61;2021-09-30;1;Imóveis para venda em construção;Crystal Blue;Rua Elesbão Linhares, n 503, Vitória - ES;9050.69;36;Construção própia;;;;;0.361111;0.1458;0.1845;3551060.45;4418050.36;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda em construção;Blanc 260;Rua Assunção 260, Botafogo;5109.1;35;Construção própia;;;;;0.428571;0.0183;0.0183;276726.85;508461.81;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Barão de Mesquita;Barão de Mesquita nº164, Rio de Janeiro;2420;1;Colégio São José;0;0;0.000852;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Citta Office;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;1898.73;1;Lajes Corporativas;0;0;0.002058;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Itabira;Rua Guarda Mor Custódio, Centro, Itabira - MG;8312;1;Universidade;0;0;0.001703;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Marechal Camara;Avenida Marechal Camara nº160, centro, Rio de Janeiro;840;1;Salas;0;0;0.000736;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Rio Branco 45;Avenida Rio Branco nº45, centro, Rio de Janeiro;520.84;2;Salas;1;0;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda acabados;Toscanini;Rua Arturo Toscanini, Belo Horizonte - MG;162.05;7;Aquisição de unidades prontas;;;;;;;;;;0.027995
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Dom Gerado 46;Rua Dom Gerardo nº46, centro, Rio de Janeiro;4750.65;13;Lajes Corporativas;0.923077;0;0.000335;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Citta America;Avenida das Americas Nº700, barra da tijuca, Rio de Janeiro;27969.29;11;Lojas;0.5;0.2;0.008037;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Rainha Guilhermina;Rainha Guilhermina, 75 , Leblon;1109.96;5;Prédio;0.5;0;0.000986;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Av. Mem de Sá;Av. Mem de Sá, 102, Centro, Rio de Janeiro.;800;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Senhor dos Passos 107;Rua Senhor do Passos nº107, centro, Rio deJaneiro;382;1;Salas;0;1;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Primeiro de Março;Rua Primeiro de Março nº19, centro, Rio de Janeiro;798.8;1;Loja;1;0;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda acabados;Hotel & Bureal;Setor Hoteleiro Norte, Quadra 01, Área Especial A, Brasília - DF;98.85;1;Aquisição de unidades prontas;;;;;;;;;;0.000116
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;AV. Brasil, 20384;Av. Brasil, 20384, Rio de Janeiro.;6500;1;Galpão;1;0;0;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda em construção;Aretê - Peninsula Norte;Praia Rasa, Buzios - RJ;4901;28;Construção própia;;;;;0.75;0.9168;0.9227;33405761.92;39901403.12;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda em construção;Aretê - Alto Ybirá;Praia Rasa, Buzios - RJ;3201.37;18;Construção própia;;;;;0.722222;0.5458;0.1845;9618873.82;2161563.13;
01.235.622/0001-61;2021-09-30;1;Imóveis para renda acabados;Cardeal Leme;Rua Teófilo Otoni, 82. Centro. Rio de Janeiro.;6194.4;28;Teófilo Otoni;0.428571;0.035714;0.002049;;;;;;;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda em construção;Highlight e Spotlight - Jardim Botafogo;Rua General Gois Monteiro, 49, Botafogo, Rio de Janeiro - RJ;26140;376;Construção própia;;;;;0.984043;0.4954;0.5937;133306059.19;133306059.19;
01.235.622/0001-61;2021-09-30;1;Imóveis para venda em construção;Costa Mare;Rodovia Darly Santos, S/n°, Gleba I, Vila Velha - ES;19811;120;Construção própia;;;;;0.116667;0.9322;0.9846;109334276.17;124561412.43;
