CNPJ_Fundo_Classe;Data_Referencia;Versao;Tipo;Emissor;CNPJ_Emissor;Emissao;Serie;Codigo_Acao;Nome_Ativo;Data_Vencimento;Quantidade;Valor
13.500.306/0001-59;2021-03-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;88254.59;4326033.51
13.500.306/0001-59;2021-03-31;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FIC FI;5902521000158;;;;;;1294.49;6351.55
13.500.306/0001-59;2021-06-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;90834.99;4485424.32
13.500.306/0001-59;2021-06-30;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FIC FI;5902521000158;;;;;;1292.25;6401.96
13.500.306/0001-59;2021-09-30;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;89993.51;4499558.69
13.500.306/0001-59;2021-12-31;1;Outras Cotas de FI;ITAU SOBERANO RF SIMPLES;6175696000173;;;;;;93192.14;4746133.11
13.551.286/0001-45;2021-03-31;1;Outras Cotas de FI;ITAÚ SOBERANO RF SIMPLES LP FICFI;6175696000173;;;;;;297380.177;14557716.8
13.551.286/0001-45;2021-03-31;1;Outras Cotas de FI;Itaú Top RF Referenciado DI FICFI;5902521000158;;;;;;7012.35;34378.36
13.551.286/0001-45;2021-06-30;1;Outras Cotas de FI;ITAÚ SOBERANO RF SIMPLES LP FICFI;06.175.696/0001-73;;;;;;295010.28;14551458.91
13.551.286/0001-45;2021-09-30;1;Outras Cotas de FI;ITAÚ SOBERANO RF SIMPLES LP FICFI;06.175.696/0001-73;;;;;;298280.49;14868533.51
13.551.286/0001-45;2021-12-31;1;Outras Cotas de FI;ITAÚ SOBERANO RF SIMPLES LP FICFI;06175696000173;;;;;;287809.97;14619401.3
13.555.918/0001-49;2021-03-31;1;Outros Ativos Financeiros;AFAC AGERA;;;;;AFAC AGERA;;0;8399200
13.555.918/0001-49;2021-03-31;1;Outros Ativos Financeiros;AFAC QUEIMADOS 3;;;;;AFAC QUEIMADOS 3;;0;1702200
13.555.918/0001-49;2021-03-31;1;FII;AQ3 RENDA;14069202000102;;;;;;57105.14;67872168.93
13.555.918/0001-49;2021-03-31;1;FII;FIRENZE;14074721000150;;;;;;42918.7;36593240.93
13.555.918/0001-49;2021-03-31;1;Ações de Sociedades;QUEIMADOS 3;;;;;;;2359222;13878000
13.555.918/0001-49;2021-03-31;1;Ações de Sociedades;AGERA;;;;;;;12557489;25052439.96
13.555.918/0001-49;2021-06-30;1;FII;AQ3 RENDA;14069202000102;;;;;;57105.14;51870564.01
13.555.918/0001-49;2021-06-30;1;Outros Ativos Financeiros;AFAC AGERA;;;;;AFAC AGERA;;0;8399200
13.555.918/0001-49;2021-06-30;1;Outros Ativos Financeiros;AFAC QUEIMADOS 3;;;;;AFAC QUEIMADOS 3;;0;1702200
13.555.918/0001-49;2021-06-30;1;FII;FIRENZE;14074721000150;;;;;;42918.7;36543128.53
13.555.918/0001-49;2021-06-30;1;Ações de Sociedades;QUEIMADOS 3;;;;;;;2495936;12886000
13.555.918/0001-49;2021-06-30;1;Ações de Sociedades;AGERA;;;;;;;12747707;12125817.4
13.555.918/0001-49;2021-09-30;1;Outros Ativos Financeiros;AFAC AGERA;;;;;AFAC AGERA;;0;8399200
13.555.918/0001-49;2021-09-30;1;Outros Ativos Financeiros;AFAC QUEIMADOS 3;;;;;AFAC QUEIMADOS 3;;0;1702200
13.555.918/0001-49;2021-09-30;1;FII;AQ3 RENDA;14069202000102;;;;;;57105.14;21686688.94
13.555.918/0001-49;2021-09-30;1;Ações de Sociedades;QUEIMADOS 3;;;;;;;2495936;12886000
13.555.918/0001-49;2021-09-30;1;Ações de Sociedades;AGERA;;;;;;;12747707;12125817.4
13.555.918/0001-49;2021-09-30;1;FII;FIRENZE;14074721000150;;;;;;42918.7;37008442.5
13.555.918/0001-49;2021-12-31;1;Outros Ativos Financeiros;AFAC AGERA;;;;;AFAC AGERA;;0;8399200
13.555.918/0001-49;2021-12-31;1;Outros Ativos Financeiros;AFAC QUEIMADOS 3;;;;;AFAC QUEIMADOS 3;;0;1702200
13.555.918/0001-49;2021-12-31;1;Outras Cotas de FI;SANT FIC FI SB RF DI;04.871.634/0001-70;;;;;;64246.921043;1906816.4
13.555.918/0001-49;2021-12-31;1;Ações de Sociedades;QUEIMADOS 2;;;;;;;3130949;33000000
13.555.918/0001-49;2021-12-31;1;Ações de Sociedades;AGERA;;;;;;;12747707;12125817.4
13.555.918/0001-49;2021-12-31;1;Ações de Sociedades;QUEIMADOS 3;;;;;;;2495936;12886000
13.555.918/0001-49;2021-12-31;1;FII;AQ3 RENDA;14069202000102;;;;;;57105.14;21104052.34
13.555.918/0001-49;2021-12-31;1;FII;SAO DOMINGOS;16543270000189;;;;;;93576.108318;10487048.8
13.584.584/0001-31;2021-03-31;1;Ações de Sociedades;VHR EMPREENDIMENTOS E PARTICIPAÇÕES SA;4997348000156;;;;;;13200740;67399829.8
13.584.584/0001-31;2021-03-31;1;Ações de Sociedades;ROVER-NEGÓCIOS E EMPREENDIMENTOS IMOBILIÁRIOS SA;2839631000124;;;;;;40260;14338000
13.584.584/0001-31;2021-03-31;1;Ações de Sociedades;CORTEL - CORTEL HOLDING S.A;22165687000158;;;;;;1684742;64427241.01
13.584.584/0001-31;2021-03-31;1;Ações de Sociedades;CPG EMPREENDIMENTOS SA;6539554000148;;;;;;332928;23545917.93
13.584.584/0001-31;2021-06-30;1;Ações de Sociedades;CORTEL - CORTEL HOLDING S.A;22165687000158;;;;;;1684742;64427241.01
13.584.584/0001-31;2021-06-30;1;Ações de Sociedades;ROVER-NEGÓCIOS E EMPREENDIMENTOS IMOBILIÁRIOS SA;2839631000124;;;;;;40260;14338000
13.584.584/0001-31;2021-06-30;1;Ações de Sociedades;CPG EMPREENDIMENTOS SA;6539554000148;;;;;;332928;23545917.93
13.584.584/0001-31;2021-06-30;1;Ações de Sociedades;VHR EMPREENDIMENTOS E PARTICIPAÇÕES SA;4997348000156;;;;;;13200740;67399829.8
13.584.584/0001-31;2021-09-30;3;Ações de Sociedades;CORTEL - CORTEL HOLDING S.A;22165687000158;;;;;;2311106;155439130.07
13.584.584/0001-31;2021-09-30;3;Ações de Sociedades;VHR EMPREENDIMENTOS E PARTICIPAÇÕES SA;4997348000156;;;;;;13637304;59215267.84
13.584.584/0001-31;2021-12-31;2;Ações de Sociedades;VHR EMPREENDIMENTOS E PARTICIPAÇÕES SA;4997348000156;;;;;;13637304;59215267.84
13.584.584/0001-31;2021-12-31;2;Ações de Sociedades;CORTEL - CORTEL HOLDING S.A;22165687000158;;;;;;2311106;155439130.07
13.598.226/0001-88;2021-03-31;1;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;LFT;;143;1525980.94
13.598.226/0001-88;2021-03-31;1;Outras Cotas de FI;SOCOPA RF REFERENCIADO DI LP FUNDO DE INVESTIMENTO;28152799000150;;;;;;32200.60123531;37345678.3
13.598.226/0001-88;2021-06-30;2;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;LFT;;143;1538238.53
13.598.226/0001-88;2021-06-30;2;Outras Cotas de FI;SOCOPA RF REFERENCIADO DI LP FUNDO DE INVESTIMENTO;28152799000150;;;;;;29142.26341875;34066700.37
13.598.226/0001-88;2021-09-30;1;Outras Cotas de FI;SOCOPA RF REFERENCIADO DI LP FUNDO DE INVESTIMENTO;28152799000150;;;;;;28937.5353;34294401.2
13.598.226/0001-88;2021-09-30;1;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;LFT;;143;1561018.28
13.598.226/0001-88;2021-12-31;2;Outros Ativos Financeiros;VENDA A PRAZO;;;;;329587;;1;566786.67
13.598.226/0001-88;2021-12-31;2;Outros Ativos Financeiros;VENDA A PRAZO;;;;;329586;;1;626421.68
13.652.006/0001-95;2021-06-30;1;Outras Cotas de FI;BRADESCO FI REFERENCIADO DI FEDERAL EXTRA;3256793000100;;;;;;36734.36634195;450802.79
13.652.006/0001-95;2021-09-30;1;Outras Cotas de FI;BRADESCO FI REFERENCIADO DI FEDERAL EXTRA;3256793000100;;;;;;32997.1905696;408373.28
13.703.596/0001-38;2021-03-31;1;Outras Cotas de FI;BRADESCO FIC FI RF REFERENCIADO DI;306278000191;;;;;;16615.7166;318594.3
13.703.596/0001-38;2021-03-31;1;FII;FII GV BLUE CHIP;30578275000178;;;;;;8235;8433369.63
13.703.596/0001-38;2021-03-31;1;Outras Cotas de FI;BRADESCO FIC FI RF DI TOPAZIO;5983641000127;;;;;;173.40070811;762.18
13.703.596/0001-38;2021-06-30;1;Outras Cotas de FI;BRADESCO FIC FI RF REFERENCIADO DI;306278000191;;;;;;28579.0919;552038.95
13.703.596/0001-38;2021-06-30;1;FII;FII GV BLUE CHIP;30578275000178;;;;;;8235;8450351.6
13.703.596/0001-38;2021-09-30;1;FII;FII GV BLUE CHIP;30578275000178;;;;;;8235;8460066.18
13.703.596/0001-38;2021-09-30;1;Outras Cotas de FI;BRADESCO FIC FI RF REFERENCIADO DI;306278000191;;;;;;2924.1292;57210.92
13.703.596/0001-38;2021-12-31;1;Outras Cotas de FI;BRADESCO FIC FI RF REFERENCIADO DI;306278000191;;;;;;12912.9348;257307.61
13.703.596/0001-38;2021-12-31;1;FII;FII GV BLUE CHIP;30578275000178;;;;;;8235;8456202.39
13.726.079/0001-84;2021-03-31;1;Cotas de Sociedades;Polo Logístico Vale do Sol SPE Ltda;27.208.745/0001-05;;;;;;480000;29485070
13.726.079/0001-84;2021-03-31;1;Cotas de Sociedades;Oroshop Promoções e Participações Ltda;52.737.475/0001-69;;;;;;41916;41916
13.726.079/0001-84;2021-03-31;1;Outras Cotas de FI;FIC SOBERANO RF DI;9577447000100;;;;;;36651.3246852;1042602.74
13.726.079/0001-84;2021-03-31;1;Ações de Sociedades;Shopping Páteo Guarulhos S.A;15.448.906/0001-40;;;;;;6860000;48548510
13.726.079/0001-84;2021-03-31;1;Ações de Sociedades;Portal Zona Sul Empreendimentos Imob S.A;22.688.389/0001-42;;;;;;26000000;1568120
13.726.079/0001-84;2021-03-31;1;Ações de Sociedades;Shopping Center Sul S.A;45.884.624/0001-57;;;;;;1729440;69572
13.726.079/0001-84;2021-03-31;1;Ações de Sociedades;Polo Logístico Central dos Lagos SPE S.A;24.438.116/0001-75;;;;;;400000;18282643
13.726.079/0001-84;2021-03-31;1;Cotas de Sociedades;Novo Horizonte Participação Ltda;15.572.702/0001-17;;;;;;1383833;1233833
13.726.079/0001-84;2021-06-30;1;Outras Cotas de FI;FIC SOBERANO RF DI;9577447000100;;;;;;36595.828788;1053312.74
13.726.079/0001-84;2021-06-30;1;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;LFT;;3104;33580590.47
13.726.079/0001-84;2021-06-30;1;Outros Ativos Financeiros;AFACS - Vale do Sol;27208745000105;;;;AFAC;;1;4000000
13.726.079/0001-84;2021-06-30;1;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;LTN;;144;546709.49
13.726.079/0001-84;2021-06-30;1;Cotas de Sociedades;Oroshop Promoções e Participações Ltda;52.737.475/0001-69;;;;;;41916;41916
13.726.079/0001-84;2021-06-30;1;Ações de Sociedades;Portal Zona Sul Empreendimentos Imob S.A;22.688.389/0001-42;;;;;;26000000;1568120
13.726.079/0001-84;2021-06-30;1;Cotas de Sociedades;Novo Horizonte Participação Ltda;15.572.702/0001-17;;;;;;1383833;1130006.06
13.726.079/0001-84;2021-06-30;1;Ações de Sociedades;Polo Logístico Central dos Lagos SPE S.A;24.438.116/0001-75;;;;;;400000;21385056
13.726.079/0001-84;2021-06-30;1;Ações de Sociedades;Shopping Páteo Guarulhos S.A;15.448.906/0001-40;;;;;;6860000;48548510
13.726.079/0001-84;2021-06-30;1;Ações de Sociedades;Shopping Center Sul S.A;45.884.624/0001-57;;;;;;1729440;69572
13.726.079/0001-84;2021-06-30;1;Cotas de Sociedades;Polo Logístico Vale do Sol SPE Ltda;27.208.745/0001-05;;;;;;480000;2386738.12
13.726.079/0001-84;2021-09-30;1;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;LTN;;244;217218.59
13.726.079/0001-84;2021-09-30;1;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;LFT;;2515;27590241.57
13.726.079/0001-84;2021-09-30;1;Outros Ativos Financeiros;AFACS - Vale do Sol;27208745000105;;;;AFAC;;1;4000000
13.726.079/0001-84;2021-09-30;1;Outras Cotas de FI;FIC SOBERANO RF DI;9577447000100;;;;;;36595.828788;1066499.21
13.726.079/0001-84;2021-09-30;1;Ações de Sociedades;Shopping Páteo Guarulhos S.A;15.448.906/0001-40;;;;;;6860000;48548510
13.726.079/0001-84;2021-09-30;1;Ações de Sociedades;Portal Zona Sul Empreendimentos Imob S.A;22.688.389/0001-42;;;;;;26000000;1568120
13.726.079/0001-84;2021-09-30;1;Ações de Sociedades;Shopping Center Sul S.A;45.884.624/0001-57;;;;;;1729440;69572
13.726.079/0001-84;2021-09-30;1;Cotas de Sociedades;Novo Horizonte Participação Ltda;15.572.702/0001-17;;;;;;1383833;1130006.06
13.726.079/0001-84;2021-09-30;1;Ações de Sociedades;Polo Logístico Central dos Lagos SPE S.A;24.438.116/0001-75;;;;;;400000;21385056
13.726.079/0001-84;2021-09-30;1;Cotas de Sociedades;Polo Logístico Vale do Sol SPE Ltda;27.208.745/0001-05;;;;;;480000;2386738.12
13.726.079/0001-84;2021-09-30;1;Cotas de Sociedades;Oroshop Promoções e Participações Ltda;52.737.475/0001-69;;;;;;41916;41916
13.726.079/0001-84;2021-12-31;2;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;LFT;;1223;13683310.82
13.726.079/0001-84;2021-12-31;2;Outros Ativos Financeiros;Tesouro Nacional;394460040950;;;;NTN;;13;50292.91
13.726.079/0001-84;2021-12-31;2;Outros Ativos Financeiros;AFACS - Vale do Sol;27208745000105;;;;AFAC;;1;4000000
13.726.079/0001-84;2021-12-31;2;Cotas de Sociedades;Polo Logístico Vale do Sol SPE Ltda;27.208.745/0001-05;;;;;;480000;6794679
13.726.079/0001-84;2021-12-31;2;Cotas de Sociedades;Oroshop Promoções e Participações Ltda;52.737.475/0001-69;;;;;;41916;41916
13.726.079/0001-84;2021-12-31;2;Ações de Sociedades;Polo Logístico Central dos Lagos SPE S.A;24.438.116/0001-75;;;;;;400000;24842525
13.726.079/0001-84;2021-12-31;2;Ações de Sociedades;Shopping Páteo Guarulhos S.A;15.448.906/0001-40;;;;;;6860000;6748999.99
13.726.079/0001-84;2021-12-31;2;Ações de Sociedades;Shopping Center Sul S.A;45.884.624/0001-57;;;;;;1729440;69572
13.726.079/0001-84;2021-12-31;2;Ações de Sociedades;Portal Zona Sul Empreendimentos Imob S.A;22.688.389/0001-42;;;;;;26000000;0.01
13.726.079/0001-84;2021-12-31;2;Cotas de Sociedades;Novo Horizonte Participação Ltda;15.572.702/0001-17;;;;;;1383833;1320140
13.726.079/0001-84;2021-12-31;2;Outras Cotas de FI;FIC SOBERANO RF DI;9577447000100;;;;;;36453.29497;1081915.52
13.842.683/0001-76;2021-03-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;126;;;;4998;6619871.05
13.842.683/0001-76;2021-03-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;28/07/2017;83;;;;6200;5423920.8
13.842.683/0001-76;2021-03-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;125;;;;4998;6722467.21
13.842.683/0001-76;2021-03-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;199;;;;8000;8742104.62
13.842.683/0001-76;2021-03-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;127;;;;4998;6600246.67
13.842.683/0001-76;2021-03-31;1;Outros Ativos Financeiros;Compromissada Bradesco;;;;;LTN;;1;525921.42
13.842.683/0001-76;2021-03-31;1;Outros Ativos Financeiros;Compromissada Bradesco;;;;;LTN;;1;131480.35
13.842.683/0001-76;2021-03-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;29/06/2016;66;;;;25;8014166.73
13.842.683/0001-76;2021-03-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;28/07/2017;89;;;;6200;5387825.97
13.842.683/0001-76;2021-06-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;28/07/2017;83;;;;6200;5123142.96
13.842.683/0001-76;2021-06-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;199;;;;8000;9265408.14
13.842.683/0001-76;2021-06-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;125;;;;4998;8646710.9
13.842.683/0001-76;2021-06-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;127;;;;4998;6493928.65
13.842.683/0001-76;2021-06-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;126;;;;4998;6545187.68
13.842.683/0001-76;2021-06-30;1;Outros Ativos Financeiros;Compromissada Bradesco;;;;;LTN;;1;2273845.81
13.842.683/0001-76;2021-06-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;29/06/2016;66;;;;25;7584308.1
13.842.683/0001-76;2021-06-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;28/07/2017;89;;;;6200;5089048.68
13.842.683/0001-76;2021-09-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;126;;;;4998;6545187.68
13.842.683/0001-76;2021-09-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;28/07/2017;89;;;;6200;5089048.68
13.842.683/0001-76;2021-09-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;127;;;;4998;6493928.65
13.842.683/0001-76;2021-09-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;199;;;;8000;9265408.14
13.842.683/0001-76;2021-09-30;1;Outros Ativos Financeiros;Compromissada Bradesco;;;;;LTN;;1;2273845.81
13.842.683/0001-76;2021-09-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;125;;;;4998;8646710.9
13.842.683/0001-76;2021-09-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;28/07/2017;83;;;;6200;5123142.96
13.842.683/0001-76;2021-09-30;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;29/06/2016;66;;;;25;7584308.1
13.842.683/0001-76;2021-12-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;199;;;;8000;8740520.66
13.842.683/0001-76;2021-12-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;127;;;;4998;6169221.06
13.842.683/0001-76;2021-12-31;1;Outros Ativos Financeiros;Compromissada Bradesco;;;;;LTN;;1;11702366.39
13.842.683/0001-76;2021-12-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;126;;;;4998;6259235.08
13.842.683/0001-76;2021-12-31;1;CRI;HABITASEC SECURITIZADORA IPCA;9304427000158;21/12/2018;125;;;;4998;6356533.25
13.873.457/0001-52;2021-03-31;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;11664.95962;57235.53
13.873.457/0001-52;2021-03-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;518922.45618;25436362.92
13.873.457/0001-52;2021-06-30;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;11644.81809;57689.82
13.873.457/0001-52;2021-06-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;309140.67178;15265340.36
13.873.457/0001-52;2021-09-30;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;11644.81809;58549.77
13.873.457/0001-52;2021-09-30;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;268664.43;13432872.22
13.873.457/0001-52;2021-12-31;1;Outras Cotas de FI;Itaú Soberano RF Simples LP FICFI;6175696000173;;;;;;156698.95077;7980437.29
13.873.457/0001-52;2021-12-31;1;Outras Cotas de FI;Itaú TOP RF Referenciado DI FICFI;5902521000158;;;;;;11591.3603;59475.32
13.920.018/0001-53;2021-03-31;1;Outras Cotas de FI;Bradesco FIC FI RF;;;;;;;40.82654;114.48
13.920.018/0001-53;2021-03-31;1;Outras Cotas de FI;REAG MASTER FIM;;;;;;;149766.10187338;158053.7
13.920.018/0001-53;2021-06-30;1;Outras Cotas de FI;REAG MASTER FIM;;;;;;;593319.15421016;630243.65
13.920.018/0001-53;2021-06-30;1;Outras Cotas de FI;Bradesco FIC FI RF;;;;;;;40.82654;114.94
13.920.018/0001-53;2021-09-30;1;Outras Cotas de FI;REAG MASTER FIM;32313878000173;;;;;;521115.51870883;558796.05
13.920.018/0001-53;2021-09-30;1;Outras Cotas de FI;Bradesco FIC FI RF;;;;;;;40.239667;114.27
13.920.018/0001-53;2021-12-31;1;Outras Cotas de FI;REAG MASTER FIM;32313878000173;;;;;;528506.00277394;578013.74
13.920.018/0001-53;2021-12-31;1;Outras Cotas de FI;Bradesco FIC FI RF;;;;;;;40.239667;115.95
13.966.653/0001-71;2021-03-31;1;Outras Cotas de FI;BTGP TESOURO SELIC FI RF REFERENCIADO DI;9215250000113;;;;;;1037851.613942;3227647.16
14.069.202/0001-02;2021-03-31;1;Ações de Sociedades;AGERA NEGÓCIO IMOBILIÁRIO S.A;16718424000126;;;;;;837989;1671804.7
14.069.202/0001-02;2021-06-30;1;Ações de Sociedades;AGERA NEGÓCIO IMOBILIÁRIO S.A;16718424000126;;;;;;837989;809182.6
14.069.202/0001-02;2021-09-30;1;Ações de Sociedades;AGERA NEGÓCIO IMOBILIÁRIO S.A;16718424000126;;;;;;837989;809182.6
14.069.202/0001-02;2021-12-31;1;Ações de Sociedades;AGERA NEGÓCIO IMOBILIÁRIO S.A;16718424000126;;;;;;837989;809182.6
14.074.706/0001-02;2021-03-31;2;Outros Ativos Financeiros;CBI INCORPORAÇÕES AS;;;;;CBI;;943636;61315755
14.074.706/0001-02;2021-03-31;2;Outros Ativos Financeiros;HOSI11;;;;;A MERC.;;99275;8605157
14.074.706/0001-02;2021-03-31;2;FII;REAG RENDA IMOB. FII;17374696000119;;;;;;35000;1512000
14.074.706/0001-02;2021-03-31;2;Ações de Sociedades;BRAZIL REALTY EMPREENDIMENTOS S.A;13280726000177;;;;;;9935262;127249000
14.074.706/0001-02;2021-03-31;2;Ações de Sociedades;MG I DESENVOLVIMENTO IMOB. SPE;15261295000127;;;;;;142886458;146642336.63
14.074.706/0001-02;2021-03-31;2;Outras Cotas de FI;ACURA CASH FI RF REF DI;36953509000104;;;;;;51110.05776592;51175.66
14.074.706/0001-02;2021-06-30;2;Outros Ativos Financeiros;HOSI11;;;;;A MERC.;;99275;8605157
14.074.706/0001-02;2021-06-30;2;Outros Ativos Financeiros;CBI INCORPORAÇÕES AS;;;;;CBI;;943636;61315755
14.074.706/0001-02;2021-06-30;2;Outras Cotas de FI;ACURA CASH FI RF REF DI;36953509000104;;;;;;51110.05776592;50864.7
14.074.706/0001-02;2021-06-30;2;FII;REAG RENDA IMOB. FII;17374696000119;;;;;;35000;1396500
14.074.706/0001-02;2021-06-30;2;Ações de Sociedades;BRAZIL REALTY EMPREENDIMENTOS S.A;13280726000177;;;;;;9935262;127249000
14.074.706/0001-02;2021-06-30;2;Ações de Sociedades;MG I DESENVOLVIMENTO IMOB. SPE;15261295000127;;;;;;142886458;146642336.63
14.074.706/0001-02;2021-09-30;3;Outros Ativos Financeiros;HOSI11;;;;;A MERC.;;99275;8605157
14.074.706/0001-02;2021-09-30;3;Outros Ativos Financeiros;CBI INCORPORAÇÕES AS;;;;;CBI;;943636;61315755
14.074.706/0001-02;2021-09-30;3;Ações de Sociedades;BRAZIL REALTY EMPREENDIMENTOS S.A;13280726000177;;;;;;9935262;127249000
14.074.706/0001-02;2021-09-30;3;Ações de Sociedades;MG I DESENVOLVIMENTO IMOB. SPE;15261295000127;;;;;;142886458;146642336.63
14.074.706/0001-02;2021-09-30;3;FII;REAG RENDA IMOB. FII;17374696000119;;;;;;321795.57464384;35692928.31
14.074.706/0001-02;2021-12-31;3;Outros Ativos Financeiros;HOSI11;;;;;A MERC.;;99275;8605157
14.074.706/0001-02;2021-12-31;3;FII;IC LOTEAMENTOS E RECEBÍVEIS FII;38498758000174;;;;;;604294.89528;60782922.21
14.074.706/0001-02;2021-12-31;3;Ações de Sociedades;MG I DESENVOLVIMENTO IMOB. SPE;15261295000127;;;;;;142886458;146642336.63
14.074.706/0001-02;2021-12-31;3;Ações de Sociedades;BRAZIL REALTY EMPREENDIMENTOS S.A;13280726000177;;;;;;9935262;127249000
14.074.706/0001-02;2021-12-31;3;FII;REAG RENDA IMOB. FII;17374696000119;;;;;;329963.72557849;36598923.45
14.074.721/0001-50;2021-03-31;1;Ações de Sociedades;QUEIMADOS 2;;;;;;;3130949;34362938.8
14.074.721/0001-50;2021-03-31;1;FII;FII SÃO DOMINGOS;16543270000189;;;;;;93576.108318;10656545
14.074.721/0001-50;2021-06-30;1;FII;FII SÃO DOMINGOS;16543270000189;;;;;;93576.108318;10402659.91
14.074.721/0001-50;2021-06-30;1;Ações de Sociedades;QUEIMADOS 2;;;;;;;3130949;34362938.8
14.074.721/0001-50;2021-09-30;1;Ações de Sociedades;QUEIMADOS 2;;;;;;;3130949;34362938.8
14.074.721/0001-50;2021-09-30;1;FII;FII SÃO DOMINGOS;16543270000189;;;;;;93576.108318;10487048.8
14.074.721/0001-50;2021-12-31;1;FII;FII SÃO DOMINGOS;16543270000189;;;;;;93576.108318;10487048.8
14.074.721/0001-50;2021-12-31;1;Ações de Sociedades;QUEIMADOS 2;;;;;;;3130949;33000000
14.074.721/0001-50;2021-12-31;1;Outras Cotas de FI;SANTANDER FIC FI SOBERANO RF;9577447000100;;;;;;64246.921043;1906816.4
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;17º;;;;12;7698901.88
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;48º;;;;9;2085005.64
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;22º;;;;12;10169413.23
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;43º;;;;23;2695499.16
14.080.689/0001-16;2021-03-31;1;CRI;OCTANTE SECURITIZADORA;12139922000163;1ª;5º;;;;9;2162513.43
14.080.689/0001-16;2021-03-31;1;CRI;OCTANTE SECURITIZADORA;12139922000163;1ª;2º;;;;45;9884806.74
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;35º;;;;10;2776929.64
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;34º;;;;2;30840.85
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;12º;;;;27;1091964.08
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;32º;;;;11;2029018.59
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;55º;;;;31;3811978.78
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;47º;;;;20;287425.38
14.080.689/0001-16;2021-03-31;1;CRI;POLO SECURITIZADORA;12261588000116;1ª;41º;;;;9;2339344.57
